년도,월,나이,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2020,3,0,"39,999","2,253",734,948,"1,198","1,078",722,"1,558","1,295",927,"2,068","1,252","1,587",432,830,"1,953","5,674","1,331","6,613",109,"1,670","3,438","1,067","1,262"
2020,3,10,"51,351","3,116","1,123","1,540","1,578","1,310",648,"2,433","1,354","1,188","2,721","1,820","2,218",622,"1,385","2,845","4,629","1,707","6,417",162,"3,446","4,636","1,460","2,993"
2020,3,20,"73,697","2,819","2,402","2,569","2,221","2,222","2,547","5,044","4,222","1,696","3,184","4,212","5,491","2,693","1,985","3,009","4,942","2,817","6,861",303,"1,683","5,612","2,403","2,760"
2020,3,30,"67,637","2,846","1,606","1,969","1,839","2,116","2,221","4,206","3,571","1,616","2,922","3,489","4,246","1,827","1,610","2,713","6,886","2,124","8,645",295,"1,540","5,489","2,069","1,792"
2020,3,40,"80,062","4,311","1,854","2,618","2,432","2,411","1,730","4,396","2,889","1,946","4,164","3,274","3,902","1,602","2,081","3,631","7,609","2,449","9,603",420,"4,017","6,775","2,303","3,645"
2020,3,50,"78,103","3,434","2,721","3,270","3,289","3,035","1,918","4,271","2,573","2,018","3,917","3,545","4,092","1,880","2,993","4,116","5,666","2,833","7,185",721,"2,429","6,333","2,227","3,637"
2020,3,60,"52,460","2,313","2,611","3,127","2,503","2,468","1,677","2,340","1,865","1,763","3,038","2,760","2,328","1,249","2,424","2,695","3,609","1,453","3,441",745,"1,323","3,136","1,130","2,462"
2020,3,70,"25,081","1,149","1,462","1,688","1,192","1,335",908,"1,034",923,968,"1,577","1,126",867,532,"1,255",862,"1,505",766,"1,632",598,809,"1,122",449,"1,322"
2020,3,80,"11,049",433,587,714,556,506,388,522,365,392,623,418,407,224,683,455,605,370,733,396,346,525,198,603
2020,3,90,"1,609",68,72,92,82,77,48,60,50,60,66,63,44,36,121,61,109,59,99,90,52,71,40,89
2020,3,100,87,3,4,5,3,4,5,3,3,3,7,8,0,3,2,1,4,1,11,5,2,4,1,5
2020,4,총,"481,304","22,810","15,172","18,524","16,870","16,529","12,857","25,889","19,178","12,561","24,249","21,972","25,254","11,144","15,380","22,317","41,348","15,866","51,212","3,845","17,259","37,168","13,357","20,543"
2020,4,0,"39,847","2,236",738,947,"1,190","1,069",716,"1,555","1,299",923,"2,051","1,252","1,579",434,841,"1,950","5,660","1,320","6,577",112,"1,643","3,435","1,054","1,266"
2020,4,10,"51,203","3,116","1,113","1,539","1,570","1,305",651,"2,418","1,355","1,172","2,703","1,786","2,207",629,"1,388","2,833","4,660","1,693","6,418",159,"3,438","4,596","1,459","2,995"
2020,4,20,"73,810","2,841","2,406","2,566","2,206","2,234","2,557","5,074","4,257","1,700","3,182","4,215","5,522","2,703","1,978","2,981","4,942","2,814","6,865",297,"1,688","5,627","2,402","2,753"
2020,4,30,"67,641","2,835","1,585","1,977","1,840","2,100","2,249","4,213","3,595","1,624","2,916","3,500","4,263","1,820","1,620","2,707","6,890","2,094","8,630",296,"1,513","5,528","2,075","1,771"
2020,4,40,"79,964","4,351","1,859","2,577","2,427","2,385","1,731","4,374","2,891","1,926","4,161","3,265","3,905","1,608","2,083","3,632","7,655","2,438","9,587",414,"4,013","6,742","2,292","3,648"
2020,4,50,"78,062","3,433","2,735","3,267","3,266","3,017","1,925","4,268","2,573","2,014","3,907","3,556","4,103","1,889","2,983","4,094","5,668","2,834","7,192",728,"2,431","6,331","2,235","3,613"
2020,4,60,"52,735","2,331","2,597","3,140","2,523","2,488","1,663","2,367","1,868","1,766","3,047","2,773","2,340","1,257","2,413","2,728","3,632","1,471","3,466",750,"1,326","3,175","1,146","2,468"
2020,4,70,"25,232","1,164","1,476","1,690","1,207","1,340",920,"1,035",924,977,"1,575","1,128",873,539,"1,266",876,"1,507",771,"1,634",604,809,"1,128",453,"1,336"
2020,4,80,"11,108",432,589,722,553,509,391,525,361,396,632,425,416,226,685,453,618,372,735,392,345,529,201,601
2020,4,90,"1,617",68,70,94,85,78,50,58,52,60,68,64,46,36,121,62,112,58,96,88,51,73,40,87
2020,4,100,85,3,4,5,3,4,4,2,3,3,7,8,0,3,2,1,4,1,12,5,2,4,0,5
2020,5,총,"481,449","22,879","15,169","18,507","16,815","16,511","12,834","26,303","19,177","12,511","24,236","22,014","25,371","11,148","15,347","22,276","41,360","15,875","51,138","3,850","17,230","37,127","13,298","20,473"
2020,5,0,"39,714","2,237",741,936,"1,180","1,073",711,"1,615","1,287",917,"2,029","1,246","1,582",430,838,"1,938","5,640","1,325","6,545",111,"1,614","3,424","1,045","1,250"
2020,5,10,"51,038","3,115","1,097","1,537","1,556","1,291",655,"2,440","1,340","1,164","2,709","1,775","2,206",632,"1,379","2,823","4,669","1,676","6,406",160,"3,427","4,574","1,438","2,969"
2020,5,20,"74,031","2,861","2,412","2,584","2,192","2,235","2,574","5,155","4,312","1,689","3,181","4,214","5,583","2,712","1,973","2,960","4,957","2,815","6,833",294,"1,696","5,625","2,416","2,758"
2020,5,30,"67,592","2,843","1,593","1,969","1,817","2,098","2,231","4,302","3,585","1,602","2,914","3,527","4,275","1,825","1,610","2,713","6,886","2,092","8,610",301,"1,485","5,498","2,048","1,768"
2020,5,40,"79,782","4,354","1,849","2,558","2,430","2,374","1,716","4,409","2,876","1,916","4,150","3,278","3,905","1,606","2,078","3,608","7,665","2,423","9,565",411,"4,023","6,700","2,281","3,607"
2020,5,50,"78,090","3,451","2,717","3,264","3,234","3,006","1,912","4,320","2,565","2,019","3,908","3,547","4,116","1,888","2,972","4,077","5,642","2,840","7,230",733,"2,450","6,355","2,225","3,619"
2020,5,60,"52,990","2,349","2,618","3,137","2,547","2,500","1,662","2,418","1,876","1,763","3,054","2,792","2,356","1,248","2,417","2,753","3,645","1,490","3,466",748,"1,327","3,207","1,150","2,467"
2020,5,70,"25,363","1,169","1,487","1,698","1,216","1,337",922,"1,049",923,983,"1,579","1,132",887,541,"1,267",887,"1,520",779,"1,638",608,808,"1,131",455,"1,347"
2020,5,80,"11,132",432,580,726,560,514,395,534,356,394,636,432,414,227,686,452,618,376,736,391,345,531,199,598
2020,5,90,"1,630",66,71,92,81,77,52,59,54,61,69,63,47,36,125,64,114,58,97,87,53,78,41,85
2020,5,100,87,2,4,6,2,6,4,2,3,3,7,8,0,3,2,1,4,1,12,6,2,4,0,5
2020,6,총,"481,436","22,872","15,122","18,511","16,811","16,454","12,761","26,761","19,154","12,497","24,211","22,012","25,344","11,147","15,357","22,196","41,422","15,876","51,172","3,848","17,196","37,052","13,238","20,422"
2020,6,0,"39,613","2,236",736,932,"1,175","1,059",695,"1,658","1,287",915,"2,036","1,240","1,558",427,839,"1,923","5,630","1,327","6,535",106,"1,605","3,415","1,035","1,244"
2020,6,10,"50,868","3,099","1,089","1,528","1,546","1,283",656,"2,440","1,328","1,161","2,699","1,772","2,207",620,"1,371","2,804","4,673","1,684","6,381",161,"3,427","4,543","1,432","2,964"
2020,6,20,"74,125","2,871","2,397","2,605","2,200","2,224","2,552","5,232","4,333","1,689","3,177","4,241","5,618","2,724","1,967","2,942","4,957","2,805","6,862",295,"1,695","5,593","2,389","2,757"
2020,6,30,"67,440","2,822","1,602","1,958","1,819","2,086","2,213","4,415","3,567","1,593","2,893","3,510","4,266","1,832","1,599","2,689","6,876","2,077","8,582",291,"1,464","5,498","2,040","1,748"
2020,6,40,"79,699","4,346","1,849","2,551","2,427","2,365","1,710","4,473","2,876","1,914","4,142","3,261","3,883","1,601","2,072","3,599","7,681","2,420","9,565",413,"4,015","6,685","2,262","3,589"
2020,6,50,"78,041","3,476","2,698","3,268","3,211","2,978","1,909","4,382","2,536","2,011","3,906","3,545","4,101","1,898","2,960","4,071","5,662","2,843","7,264",728,"2,440","6,322","2,219","3,613"
2020,6,60,"53,252","2,351","2,626","3,126","2,559","2,518","1,656","2,491","1,876","1,763","3,055","2,802","2,371","1,236","2,448","2,760","3,678","1,495","3,495",753,"1,331","3,246","1,160","2,456"
2020,6,70,"25,513","1,173","1,474","1,709","1,225","1,342",921,"1,070",932,988,"1,592","1,138",881,551,"1,275",896,"1,528",790,"1,645",614,814,"1,132",461,"1,362"
2020,6,80,"11,147",431,577,732,565,515,391,536,365,400,635,434,409,220,695,449,617,377,730,391,349,534,198,597
2020,6,90,"1,652",65,70,97,82,78,54,62,51,60,69,61,50,35,129,62,116,57,101,90,54,80,42,87
2020,6,100,86,2,4,5,2,6,4,2,3,3,7,8,0,3,2,1,4,1,12,6,2,4,0,5
2020,7,총,"481,209","22,877","15,111","18,493","16,776","16,422","12,730","26,981","19,172","12,471","24,184","22,008","25,314","11,146","15,329","22,143","41,447","15,884","51,121","3,853","17,178","36,943","13,228","20,398"
2020,7,0,"39,409","2,220",735,921,"1,156","1,048",692,"1,679","1,279",902,"2,015","1,226","1,546",426,834,"1,904","5,611","1,330","6,518",107,"1,604","3,387","1,029","1,240"
2020,7,10,"50,667","3,101","1,076","1,513","1,541","1,282",652,"2,438","1,325","1,164","2,701","1,756","2,183",607,"1,354","2,793","4,688","1,673","6,329",164,"3,426","4,511","1,423","2,967"
2020,7,20,"74,135","2,865","2,401","2,609","2,178","2,204","2,552","5,289","4,356","1,684","3,172","4,245","5,622","2,740","1,953","2,919","4,948","2,800","6,868",299,"1,691","5,582","2,406","2,752"
2020,7,30,"67,397","2,804","1,589","1,949","1,813","2,072","2,200","4,500","3,582","1,576","2,878","3,510","4,268","1,842","1,608","2,688","6,879","2,078","8,540",283,"1,448","5,518","2,038","1,734"
2020,7,40,"79,546","4,346","1,861","2,553","2,429","2,363","1,708","4,494","2,874","1,911","4,128","3,258","3,875","1,585","2,040","3,569","7,666","2,416","9,581",419,"4,023","6,625","2,237","3,585"
2020,7,50,"78,087","3,493","2,690","3,275","3,200","2,974","1,913","4,390","2,534","2,010","3,898","3,545","4,101","1,906","2,961","4,078","5,674","2,855","7,283",730,"2,436","6,309","2,224","3,608"
2020,7,60,"53,409","2,363","2,619","3,127","2,571","2,526","1,642","2,503","1,871","1,765","3,085","2,803","2,376","1,239","2,467","2,771","3,712","1,494","3,517",745,"1,319","3,261","1,165","2,468"
2020,7,70,"25,655","1,184","1,493","1,711","1,234","1,349",929,"1,083",936,996,"1,602","1,147",889,549,"1,281",905,"1,524",794,"1,641",616,824,"1,139",466,"1,363"
2020,7,80,"11,145",433,574,733,569,518,385,537,362,401,629,447,405,213,699,450,620,384,729,392,348,530,200,587
2020,7,90,"1,669",66,68,97,83,79,52,65,50,59,69,63,49,36,130,65,121,59,103,92,57,77,40,89
2020,7,100,90,2,5,5,2,7,5,3,3,3,7,8,0,3,2,1,4,1,12,6,2,4,0,5
2020,8,총,"481,124","22,845","15,111","18,486","16,707","16,392","12,661","27,251","19,264","12,451","24,134","21,992","25,302","11,184","15,294","22,082","41,499","15,912","51,055","3,846","17,189","36,925","13,195","20,347"
2020,8,0,"39,250","2,215",728,929,"1,154","1,041",682,"1,725","1,267",895,"2,000","1,206","1,542",430,830,"1,893","5,573","1,335","6,479",106,"1,597","3,381","1,018","1,224"
2020,8,10,"50,423","3,076","1,050","1,500","1,520","1,265",635,"2,440","1,319","1,163","2,696","1,744","2,161",594,"1,350","2,783","4,714","1,661","6,324",163,"3,423","4,483","1,402","2,957"
2020,8,20,"74,259","2,856","2,437","2,608","2,156","2,199","2,527","5,353","4,421","1,668","3,172","4,237","5,623","2,775","1,939","2,895","4,964","2,828","6,859",299,"1,698","5,571","2,417","2,757"
2020,8,30,"67,263","2,762","1,593","1,945","1,806","2,048","2,195","4,581","3,563","1,579","2,852","3,524","4,267","1,849","1,598","2,689","6,858","2,071","8,485",281,"1,452","5,520","2,028","1,717"
2020,8,40,"79,459","4,351","1,843","2,556","2,398","2,359","1,707","4,525","2,909","1,904","4,125","3,249","3,868","1,583","2,029","3,556","7,681","2,417","9,568",414,"4,026","6,595","2,229","3,567"
2020,8,50,"78,089","3,514","2,684","3,249","3,194","2,978","1,888","4,421","2,534","2,009","3,894","3,540","4,086","1,894","2,944","4,072","5,669","2,861","7,324",721,"2,451","6,346","2,214","3,602"
2020,8,60,"53,723","2,377","2,626","3,143","2,585","2,535","1,652","2,526","1,893","1,777","3,092","2,821","2,395","1,249","2,483","2,775","3,759","1,500","3,535",752,"1,315","3,274","1,183","2,476"
2020,8,70,"25,741","1,190","1,507","1,716","1,240","1,355",928,"1,080",947,998,"1,601","1,150",898,555,"1,283",909,"1,530",797,"1,640",617,816,"1,143",467,"1,374"
2020,8,80,"11,161",437,570,736,571,523,391,535,359,399,625,447,413,215,704,446,625,383,726,396,349,535,197,579
2020,8,90,"1,665",65,68,99,81,82,51,62,49,55,71,65,49,37,132,63,122,58,103,91,60,73,40,89
2020,8,100,91,2,5,5,2,7,5,3,3,4,6,9,0,3,2,1,4,1,12,6,2,4,0,5
2020,9,총,"480,780","22,830","15,146","18,341","16,672","16,415","12,621","27,375","19,314","12,457","24,111","21,982","25,255","11,174","15,237","22,048","41,549","15,938","51,044","3,826","17,184","36,794","13,157","20,310"
2020,9,0,"39,020","2,199",718,919,"1,146","1,038",669,"1,731","1,258",890,"1,981","1,206","1,532",428,826,"1,876","5,542","1,347","6,460",103,"1,579","3,339","1,012","1,221"
2020,9,10,"50,265","3,062","1,046","1,486","1,504","1,260",647,"2,437","1,317","1,159","2,694","1,735","2,142",598,"1,339","2,773","4,708","1,658","6,296",163,"3,438","4,468","1,393","2,942"
2020,9,20,"74,347","2,881","2,442","2,583","2,143","2,209","2,517","5,411","4,466","1,678","3,170","4,232","5,608","2,761","1,931","2,897","5,010","2,831","6,879",294,"1,691","5,552","2,407","2,754"
2020,9,30,"66,985","2,714","1,591","1,933","1,793","2,052","2,161","4,617","3,580","1,556","2,837","3,511","4,257","1,860","1,584","2,679","6,832","2,063","8,428",281,"1,443","5,466","2,027","1,720"
2020,9,40,"79,298","4,367","1,841","2,541","2,383","2,345","1,717","4,508","2,875","1,912","4,115","3,246","3,857","1,568","2,008","3,526","7,713","2,420","9,601",410,"4,022","6,563","2,222","3,538"
2020,9,50,"78,112","3,509","2,692","3,204","3,192","2,978","1,871","4,434","2,529","2,015","3,907","3,530","4,087","1,904","2,930","4,075","5,670","2,865","7,340",719,"2,472","6,362","2,215","3,612"
2020,9,60,"53,973","2,391","2,649","3,126","2,611","2,550","1,658","2,548","1,924","1,787","3,090","2,838","2,404","1,245","2,491","2,801","3,782","1,511","3,557",753,"1,312","3,288","1,180","2,477"
2020,9,70,"25,792","1,193","1,513","1,711","1,242","1,362",925,"1,087",947,998,"1,616","1,159",910,551,"1,282",915,"1,537",799,"1,641",611,808,"1,147",466,"1,372"
2020,9,80,"11,218",447,577,735,573,530,402,535,364,403,620,452,410,218,714,439,629,385,726,395,355,532,195,582
2020,9,90,"1,679",65,72,99,83,84,49,64,50,55,75,65,48,38,130,66,121,58,104,91,62,73,40,87
2020,9,100,91,2,5,4,2,7,5,3,4,4,6,8,0,3,2,1,5,1,12,6,2,4,0,5
2020,10,총,"479,806","22,810","15,118","18,129","16,657","16,372","12,587","27,407","19,342","12,391","24,055","21,923","25,191","11,185","15,199","21,991","41,511","15,881","50,896","3,824","17,204","36,733","13,117","20,283"
2020,10,0,"38,686","2,182",722,898,"1,130","1,029",656,"1,723","1,248",878,"1,974","1,189","1,524",420,802,"1,867","5,495","1,334","6,426",99,"1,583","3,297",999,"1,211"
2020,10,10,"50,071","3,054","1,032","1,477","1,506","1,258",649,"2,456","1,322","1,142","2,676","1,714","2,095",597,"1,341","2,767","4,707","1,648","6,260",167,"3,430","4,449","1,380","2,944"
2020,10,20,"74,236","2,882","2,428","2,558","2,134","2,192","2,514","5,402","4,462","1,670","3,154","4,252","5,619","2,752","1,932","2,882","5,019","2,820","6,854",297,"1,697","5,574","2,384","2,758"
2020,10,30,"66,610","2,706","1,577","1,898","1,799","2,041","2,140","4,615","3,589","1,550","2,817","3,500","4,257","1,867","1,570","2,664","6,776","2,041","8,351",280,"1,441","5,409","2,016","1,706"
2020,10,40,"79,031","4,361","1,835","2,499","2,372","2,343","1,717","4,508","2,878","1,909","4,079","3,207","3,822","1,574","1,997","3,523","7,709","2,411","9,567",411,"4,021","6,538","2,212","3,538"
2020,10,50,"78,067","3,503","2,690","3,179","3,179","2,963","1,876","4,426","2,537","2,013","3,914","3,522","4,091","1,903","2,916","4,048","5,688","2,865","7,363",723,"2,484","6,357","2,235","3,592"
2020,10,60,"54,210","2,409","2,652","3,084","2,625","2,557","1,656","2,591","1,939","1,770","3,104","2,851","2,413","1,257","2,506","2,821","3,807","1,518","3,580",747,"1,317","3,334","1,189","2,483"
2020,10,70,"25,887","1,196","1,531","1,705","1,250","1,368",926,"1,087",947,996,"1,630","1,164",907,557,"1,287",915,"1,552",791,"1,655",613,809,"1,159",469,"1,373"
2020,10,80,"11,240",451,573,729,577,535,399,529,366,404,621,450,414,221,714,436,633,392,726,392,356,541,195,586
2020,10,90,"1,679",64,73,98,83,80,49,67,49,55,80,66,49,35,132,67,120,60,102,90,64,71,38,87
2020,10,100,89,2,5,4,2,6,5,3,5,4,6,8,0,2,2,1,5,1,12,5,2,4,0,5
2020,11,총,"478,872","22,805","15,159","17,909","16,628","16,298","12,597","27,429","19,300","12,356","24,016","21,816","25,173","11,116","15,154","21,961","41,506","15,864","50,852","3,813","17,179","36,617","13,063","20,261"
2020,11,0,"38,318","2,172",716,887,"1,124","1,014",649,"1,708","1,225",864,"1,967","1,172","1,488",401,794,"1,862","5,475","1,331","6,371",96,"1,576","3,255",978,"1,193"
2020,11,10,"49,890","3,049","1,038","1,454","1,499","1,246",653,"2,459","1,312","1,142","2,670","1,696","2,093",583,"1,330","2,752","4,700","1,649","6,235",167,"3,419","4,411","1,377","2,956"
2020,11,20,"74,193","2,884","2,445","2,539","2,127","2,167","2,544","5,394","4,473","1,662","3,145","4,224","5,620","2,740","1,919","2,872","5,032","2,802","6,867",295,"1,709","5,576","2,391","2,766"
2020,11,30,"66,271","2,686","1,580","1,867","1,780","2,021","2,128","4,624","3,577","1,541","2,811","3,485","4,247","1,840","1,571","2,677","6,731","2,036","8,293",277,"1,428","5,381","1,993","1,697"
2020,11,40,"78,782","4,354","1,849","2,459","2,362","2,324","1,722","4,513","2,863","1,896","4,061","3,193","3,808","1,556","1,993","3,508","7,715","2,404","9,572",413,"3,998","6,503","2,202","3,514"
2020,11,50,"77,956","3,516","2,671","3,114","3,180","2,969","1,847","4,422","2,541","2,006","3,924","3,490","4,114","1,911","2,897","4,028","5,693","2,855","7,390",721,"2,492","6,352","2,226","3,597"
2020,11,60,"54,466","2,424","2,664","3,080","2,637","2,557","1,663","2,605","1,940","1,788","3,099","2,864","2,442","1,267","2,510","2,839","3,839","1,532","3,608",743,"1,323","3,357","1,202","2,483"
2020,11,70,"25,979","1,200","1,533","1,686","1,257","1,373",933,"1,099",949,996,"1,638","1,169",895,561,"1,292",921,"1,573",800,"1,679",613,804,"1,169",461,"1,378"
2020,11,80,"11,249",453,586,723,580,540,402,532,364,398,616,449,418,224,713,435,624,395,721,392,363,540,196,585
2020,11,90,"1,678",65,72,96,80,81,51,70,51,59,79,66,47,31,133,66,119,59,104,91,65,69,37,87
2020,11,100,90,2,5,4,2,6,5,3,5,4,6,8,1,2,2,1,5,1,12,5,2,4,0,5
2020,12,총,"477,880","22,836","15,187","17,690","16,564","16,221","12,554","27,445","19,265","12,302","24,010","21,763","25,147","11,121","15,108","21,899","41,464","15,799","50,798","3,816","17,199","36,523","13,005","20,164"
2020,12,0,"38,092","2,171",716,874,"1,114",986,643,"1,713","1,200",858,"1,961","1,160","1,476",395,783,"1,853","5,453","1,317","6,346",98,"1,600","3,226",964,"1,185"
2020,12,10,"49,693","3,046","1,028","1,440","1,483","1,229",650,"2,464","1,313","1,138","2,659","1,688","2,078",577,"1,330","2,746","4,690","1,652","6,200",161,"3,427","4,383","1,356","2,955"
2020,12,20,"74,090","2,879","2,452","2,518","2,107","2,171","2,526","5,405","4,495","1,666","3,162","4,230","5,629","2,784","1,903","2,850","5,020","2,775","6,852",303,"1,708","5,543","2,395","2,717"
2020,12,30,"65,899","2,691","1,590","1,830","1,761","2,006","2,121","4,605","3,542","1,518","2,780","3,470","4,224","1,828","1,558","2,658","6,697","2,025","8,265",269,"1,426","5,373","1,970","1,692"
2020,12,40,"78,525","4,342","1,842","2,449","2,347","2,301","1,742","4,510","2,856","1,891","4,078","3,156","3,809","1,536","1,976","3,482","7,740","2,392","9,528",414,"3,998","6,465","2,180","3,491"
2020,12,50,"77,731","3,520","2,677","3,054","3,160","2,971","1,829","4,419","2,543","1,980","3,907","3,467","4,101","1,904","2,891","4,014","5,688","2,838","7,422",720,"2,469","6,338","2,238","3,581"
2020,12,60,"54,755","2,449","2,673","3,037","2,670","2,553","1,654","2,626","1,943","1,795","3,110","2,903","2,465","1,273","2,520","2,868","3,842","1,544","3,650",752,"1,332","3,400","1,208","2,488"
2020,12,70,"26,027","1,206","1,532","1,672","1,268","1,380",936,"1,097",958,994,"1,639","1,163",895,567,"1,295",923,"1,581",798,"1,693",611,806,"1,175",461,"1,377"
2020,12,80,"11,304",463,598,722,571,538,398,534,358,399,627,451,423,224,718,437,632,399,728,394,364,543,197,586
2020,12,90,"1,672",66,73,90,81,80,50,69,52,59,81,67,46,31,132,67,116,58,103,89,66,73,36,87
2020,12,100,92,3,6,4,2,6,5,3,5,4,6,8,1,2,2,1,5,1,11,5,3,4,0,5
2021,1,총,"477,326","22,804","15,199","17,573","16,486","16,242","12,536","27,462","19,347","12,300","23,975","21,733","25,146","11,167","15,038","21,807","41,444","15,778","50,728","3,827","17,152","36,448","12,994","20,140"
2021,1,0,"37,774","2,161",711,857,"1,105",988,638,"1,691","1,208",858,"1,924","1,143","1,459",388,767,"1,832","5,396","1,308","6,300",101,"1,601","3,193",961,"1,184"
2021,1,10,"49,470","3,024","1,023","1,417","1,466","1,237",646,"2,447","1,299","1,130","2,665","1,691","2,049",575,"1,323","2,739","4,706","1,624","6,178",166,"3,407","4,359","1,346","2,953"
