년도,월,나이,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 동백동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 역북동,경기도 용인시 처인구 삼가동,경기도 용인시 수지구 죽전3동,경기도 용인시 수지구 상현3동
2021,10,80,"17,450","4,945",610,502,538,,316,427,418,466,,537,251,"6,973",672,,322,394,425,235,543,373,219,823,671,422,323,468,,439,644,"5,532",625,600,575,510,297,554,299,551,793,408,285,187,410,318
2021,10,90,"3,243",957,117,113,109,,69,62,94,83,,86,54,"1,290",94,,76,108,93,33,95,73,36,177,124,59,56,66,,76,124,996,104,81,111,79,61,117,78,92,151,70,63,37,67,55
2021,10,100,133,33,1,4,5,,2,1,7,2,,4,3,53,7,,2,3,6,0,4,3,2,5,5,2,1,0,,7,6,47,9,2,4,6,3,4,2,3,8,2,2,0,4,2
2021,11,총,"543,551","126,863","16,205","12,901","9,992",,"4,004","3,857","9,207","12,306",,"17,957","6,360","223,982","19,211",,"15,314","8,856","20,873","6,407","16,867","10,949","12,761","20,854","16,381","17,016","13,905","13,541",,"12,581","18,466","192,706","18,173","20,829","19,516","15,053","9,288","25,248","10,656","17,131","28,295","11,846","15,798","6,430","14,095","14,422"
2021,11,0,"46,518","9,786","1,043",854,739,,167,101,558,751,,"1,502",313,"19,540","1,582",,"1,554",912,"2,005",410,"1,343",846,"1,465","1,573","1,206","1,602","1,189","1,525",,840,"1,488","17,192","1,260","2,156","1,647","1,171",678,"2,681",994,"1,528","2,628","1,537","1,733",488,"1,130","1,319"
2021,11,10,"58,991","12,064","1,753","1,157",860,,298,245,950,"1,057",,"2,040",507,"24,615","1,708",,"1,749",595,"1,578",607,"2,081","1,040","1,300","2,332","1,458","2,780","2,219","1,652",,"1,318","2,198","22,312","1,719","2,754","2,591","1,737",730,"2,644","1,440","2,021","3,387","1,041","1,534",622,"1,660","1,629"
2021,11,20,"66,209","15,867","2,133","1,587",937,,311,321,"1,069","2,096",,"2,262",820,"27,365","2,479",,"1,791","1,112","3,303",895,"1,955","1,208","2,202","2,131","1,978","1,813","1,584","1,253",,"1,618","2,043","22,977","2,541","2,425","1,973","1,881","1,396","2,762","1,121","1,851","2,850",857,"2,571",903,"2,072","2,105"
2021,11,30,"71,081","15,587","1,717","1,432","1,022",,298,292,"1,054","1,444",,"2,153",608,"29,240","2,856",,"2,229","1,580","3,758",867,"1,861","1,352","2,145","2,193","1,974","1,734","1,290","1,921",,"1,376","2,104","26,254","2,873","3,152","2,108","1,731","1,573","4,029","1,318","2,139","3,325","2,024","2,726",817,"1,844","2,162"
2021,11,40,"100,216","20,589","2,853","2,110","1,511",,472,374,"1,406","1,811",,"3,328",927,"42,239","3,255",,"2,965","1,340","3,431","1,091","3,221","1,908","2,188","4,013","2,730","4,070","3,295","2,783",,"2,157","3,792","37,388","2,999","4,512","4,188","2,885","1,504","4,878","2,116","3,341","5,644","2,034","2,679","1,084","2,587","2,734"
2021,11,50,"84,299","21,325","2,879","2,236","1,807",,729,670,"1,640","2,116",,"3,084","1,276","34,599","3,075",,"2,510","1,469","3,321","1,058","2,701","1,825","1,693","3,179","2,685","2,343","2,093","1,599",,"2,358","2,690","28,375","2,757","2,812","2,899","2,433","1,504","3,600","1,515","2,588","4,085","1,545","2,165","1,178","2,122","2,060"
2021,11,60,"59,112","16,967","1,989","1,910","1,623",,895,886,"1,393","1,648",,"1,899","1,064","23,316","2,127",,"1,465",954,"1,941",700,"1,851","1,513","1,027","2,556","2,030","1,291","1,145","1,287",,"1,536","1,893","18,829","2,022","1,306","1,884","1,540",967,"2,585",987,"1,719","3,177","1,563","1,347",750,"1,353","1,289"
2021,11,70,"36,201","8,724","1,103",995,841,,446,480,615,838,,"1,063",535,"14,710","1,355",,648,390,"1,011",505,"1,208",801,483,"1,867","1,521",897,708,980,,854,"1,482","12,767","1,258","1,023","1,535","1,075",567,"1,392",779,"1,301","2,251",764,684,360,840,746
2021,11,80,"17,532","4,959",620,504,536,,318,426,418,461,,535,251,"7,016",674,,328,394,428,238,548,377,221,823,670,425,324,475,,444,647,"5,557",628,605,576,515,303,552,304,547,791,408,292,190,416,320
2021,11,90,"3,268",967,114,113,111,,68,61,98,83,,89,56,"1,290",93,,74,107,91,36,94,76,35,181,124,59,57,66,,74,123,"1,011",107,82,113,80,63,121,80,93,149,71,65,38,67,56
2021,11,100,124,28,1,3,5,,2,1,6,1,,2,3,52,7,,1,3,6,0,4,3,2,6,5,2,1,0,,6,6,44,9,2,2,5,3,4,2,3,8,2,2,0,4,2
2021,12,총,"543,049","126,695","16,195","12,895","9,978",,"3,973","3,839","9,130","12,292",,"17,983","6,360","223,743","19,165",,"15,273","8,859","20,849","6,367","16,835","10,907","12,748","20,840","16,361","17,008","13,877","13,605",,"12,598","18,451","192,611","18,151","20,828","19,517","15,063","9,280","25,245","10,647","17,129","28,288","11,839","15,775","6,436","14,056","14,407"
2021,12,0,"46,278","9,739","1,034",852,728,,167,104,555,746,,"1,500",311,"19,378","1,571",,"1,523",917,"1,991",403,"1,336",836,"1,457","1,555","1,190","1,586","1,185","1,517",,831,"1,480","17,161","1,248","2,157","1,641","1,181",675,"2,659",986,"1,525","2,649","1,534","1,718",490,"1,117","1,323"
2021,12,10,"58,788","11,884","1,742","1,143",865,,272,212,860,"1,056",,"2,029",509,"24,593","1,698",,"1,738",594,"1,574",605,"2,081","1,043","1,300","2,337","1,450","2,777","2,215","1,677",,"1,315","2,189","22,311","1,719","2,764","2,572","1,737",734,"2,666","1,437","2,018","3,388","1,051","1,525",620,"1,654","1,622"
2021,12,20,"65,996","15,812","2,122","1,569",942,,302,317,"1,056","2,077",,"2,277",815,"27,307","2,476",,"1,794","1,097","3,286",881,"1,959","1,201","2,202","2,118","1,979","1,816","1,573","1,261",,"1,616","2,048","22,877","2,516","2,409","1,996","1,869","1,385","2,754","1,127","1,860","2,824",848,"2,581",906,"2,056","2,081"
2021,12,30,"70,813","15,546","1,720","1,434","1,003",,294,294,"1,067","1,441",,"2,149",610,"29,051","2,837",,"2,192","1,579","3,749",865,"1,845","1,331","2,127","2,176","1,965","1,722","1,281","1,914",,"1,387","2,081","26,216","2,891","3,149","2,097","1,742","1,563","4,001","1,321","2,142","3,311","2,014","2,709",811,"1,838","2,161"
2021,12,40,"100,207","20,637","2,854","2,120","1,509",,483,378,"1,407","1,816",,"3,338",931,"42,203","3,249",,"2,963","1,344","3,430","1,082","3,198","1,923","2,207","4,009","2,723","4,062","3,283","2,796",,"2,145","3,789","37,367","2,991","4,512","4,171","2,872","1,501","4,891","2,113","3,339","5,662","2,038","2,678","1,085","2,582","2,733"
2021,12,50,"84,470","21,339","2,878","2,244","1,809",,729,669,"1,640","2,118",,"3,096","1,273","34,697","3,068",,"2,541","1,476","3,320","1,051","2,710","1,810","1,696","3,192","2,683","2,359","2,103","1,614",,"2,378","2,696","28,434","2,761","2,808","2,934","2,444","1,511","3,595","1,522","2,581","4,087","1,538","2,159","1,186","2,128","2,063"
2021,12,60,"59,225","17,035","1,998","1,914","1,629",,898,894,"1,404","1,653",,"1,904","1,065","23,366","2,131",,"1,467",953,"1,949",705,"1,854","1,517","1,025","2,558","2,048","1,294","1,148","1,286",,"1,542","1,889","18,824","2,021","1,319","1,877","1,543",968,"2,593",979,"1,716","3,160","1,562","1,364",750,"1,354","1,294"
2021,12,70,"36,233","8,734","1,102",993,843,,441,478,616,844,,"1,065",534,"14,724","1,355",,645,392,"1,015",503,"1,201",800,474,"1,869","1,520",901,705,993,,862,"1,489","12,775","1,263","1,016","1,523","1,073",569,"1,402",775,"1,305","2,253",774,681,363,841,755
2021,12,80,"17,637","4,969",626,510,533,,318,429,421,458,,536,253,"7,084",682,,331,394,438,238,554,370,227,835,676,428,327,483,,439,662,"5,584",624,609,593,519,305,558,301,549,799,405,293,187,414,313
2021,12,90,"3,278",973,118,113,112,,68,63,98,82,,87,56,"1,287",91,,77,110,93,34,93,74,31,183,121,61,56,64,,77,122,"1,018",108,83,111,77,66,122,84,92,148,73,65,38,67,60
2021,12,100,124,27,1,3,5,,1,1,6,1,,2,3,53,7,,2,3,4,0,4,2,2,8,6,2,1,0,,6,6,44,9,2,2,6,3,4,2,2,7,2,2,0,5,2
