년도,월,나이,전라남도 고흥군,전라남도 고흥군 고흥읍,전라남도 고흥군 도양읍,전라남도 고흥군 도양읍소록출장소,전라남도 고흥군 도양읍시산출장소,전라남도 고흥군 풍양면,전라남도 고흥군 도덕면,전라남도 고흥군 금산면,전라남도 고흥군 도화면,전라남도 고흥군 포두면,전라남도 고흥군 봉래면,전라남도 고흥군 점암면,전라남도 고흥군 과역면,전라남도 고흥군 남양면,전라남도 고흥군 동강면,전라남도 고흥군 대서면,전라남도 고흥군 두원면,전라남도 고흥군 영남면,전라남도 고흥군 동일면
2020,8,60,"6,335",921,965,43,15,349,283,482,432,552,200,285,350,280,339,234,321,123,161
2020,8,70,"6,559",658,830,80,29,426,348,538,425,602,242,334,377,278,337,281,427,189,158
2020,8,80,"5,151",416,468,86,24,330,338,402,384,456,181,303,328,220,310,258,371,142,134
2020,8,90,956,105,87,19,1,70,61,51,70,70,34,84,54,42,42,46,77,26,17
2020,8,100,41,5,3,0,0,0,1,1,7,7,1,0,4,2,4,1,4,1,0
2020,9,총,"32,968","6,298","5,021",304,111,"1,600","1,555","2,262","2,024","2,580",976,"1,409","1,753","1,238","1,601","1,190","1,648",668,730
2020,9,0,"1,322",517,263,14,4,37,37,63,55,62,27,27,40,33,50,33,32,15,13
2020,9,10,"1,845",679,366,10,8,45,71,95,100,108,48,41,54,45,57,25,45,19,29
2020,9,20,"1,729",525,340,10,2,42,66,92,71,105,35,41,103,49,82,43,69,22,32
2020,9,30,"1,703",610,345,13,4,48,58,82,54,97,31,38,63,60,69,38,41,16,36
2020,9,40,"2,666",929,558,13,5,66,91,145,121,162,53,68,95,64,106,44,75,30,41
2020,9,50,"4,616",919,793,16,18,188,203,311,298,359,121,188,279,161,199,184,186,88,105
2020,9,60,"6,361",928,967,43,15,344,278,483,437,550,203,291,350,283,344,237,320,125,163
2020,9,70,"6,556",661,829,81,27,426,352,539,426,601,241,330,378,276,334,278,429,187,161
2020,9,80,"5,161",419,469,86,26,334,334,399,384,459,181,304,331,222,312,258,371,138,134
2020,9,90,966,105,87,18,2,70,64,52,72,70,35,80,56,43,44,49,76,27,16
2020,9,100,43,6,4,0,0,0,1,1,6,7,1,1,4,2,4,1,4,1,0
2020,10,총,"32,946","6,336","5,012",305,110,"1,599","1,553","2,259","2,018","2,574",979,"1,404","1,744","1,231","1,597","1,185","1,642",665,733
2020,10,0,"1,320",519,260,14,4,38,38,63,54,64,27,27,40,33,51,29,31,15,13
2020,10,10,"1,831",676,362,10,7,47,70,96,97,106,48,41,52,45,57,26,43,19,29
2020,10,20,"1,719",527,337,10,2,41,68,92,77,100,35,39,99,48,79,42,68,21,34
2020,10,30,"1,698",614,342,13,4,48,54,79,54,98,32,39,64,58,68,39,40,15,37
2020,10,40,"2,650",931,551,13,5,63,91,144,118,165,53,65,94,65,103,42,77,31,39
2020,10,50,"4,599",933,793,15,18,184,203,306,296,352,119,186,278,157,201,185,181,88,104
2020,10,60,"6,377",939,972,44,14,346,275,482,432,553,206,289,348,283,345,236,322,126,165
2020,10,70,"6,558",659,829,82,28,428,356,541,427,601,239,328,376,278,331,278,429,187,161
2020,10,80,"5,178",428,476,84,26,333,331,403,382,460,184,307,330,221,313,258,370,137,135
2020,10,90,971,103,86,20,2,71,66,52,75,67,35,82,59,41,45,49,77,25,16
2020,10,100,45,7,4,0,0,0,1,1,6,8,1,1,4,2,4,1,4,1,0
2020,11,총,"32,913","6,338","5,011",303,110,"1,586","1,548","2,249","2,017","2,573",980,"1,410","1,736","1,235","1,592","1,190","1,635",665,735
2020,11,0,"1,318",512,264,14,4,35,38,62,57,64,26,27,41,34,51,30,31,15,13
2020,11,10,"1,814",673,362,10,7,48,70,91,93,106,48,39,52,44,56,27,43,18,27
2020,11,20,"1,713",521,333,10,2,40,65,92,77,99,36,43,99,50,78,42,69,21,36
2020,11,30,"1,699",613,344,13,4,47,55,79,56,96,32,39,62,59,70,41,38,15,36
2020,11,40,"2,659",932,558,13,5,64,88,142,118,164,54,67,92,65,101,47,78,30,41
2020,11,50,"4,562",931,784,15,18,179,204,309,292,352,117,185,274,155,199,177,181,85,105
2020,11,60,"6,404",951,969,44,14,342,276,480,436,559,206,291,348,286,346,243,319,131,163
2020,11,70,"6,561",664,830,81,28,434,354,541,425,595,239,330,375,279,332,275,430,186,163
2020,11,80,"5,170",429,476,83,26,328,332,402,382,464,186,305,331,218,310,260,365,138,135
2020,11,90,970,105,87,20,2,69,65,50,75,66,35,83,58,43,45,48,78,25,16
2020,11,100,43,7,4,0,0,0,1,1,6,8,1,1,4,2,4,0,3,1,0
2020,12,총,"32,871","6,340","5,017",306,109,"1,586","1,545","2,239","2,018","2,579",974,"1,405","1,735","1,234","1,584","1,186","1,620",661,733
2020,12,0,"1,314",515,262,15,3,34,38,61,58,67,26,22,42,33,51,32,28,15,12
2020,12,10,"1,792",662,363,10,8,47,68,91,92,104,47,41,49,45,54,26,45,14,26
2020,12,20,"1,724",526,335,10,2,42,66,91,81,98,34,43,99,51,80,41,65,24,36
2020,12,30,"1,677",609,342,13,4,48,50,80,55,95,31,37,62,60,67,39,36,15,34
2020,12,40,"2,666",939,566,14,5,63,89,139,117,167,54,65,92,65,98,47,77,28,41
2020,12,50,"4,546",931,785,15,17,176,199,304,292,356,117,186,273,154,194,174,181,88,104
2020,12,60,"6,403",951,967,43,14,339,280,480,437,557,205,293,346,286,348,243,314,132,168
2020,12,70,"6,555",669,824,83,28,437,352,542,423,598,236,328,375,276,330,276,433,185,160
2020,12,80,"5,176",424,479,82,25,331,337,401,383,462,188,304,336,219,313,260,361,135,136
2020,12,90,974,107,90,21,3,69,65,49,73,67,35,85,57,43,45,48,77,24,16
2020,12,100,44,7,4,0,0,0,1,1,7,8,1,1,4,2,4,0,3,1,0
2021,1,총,"32,853","6,349","5,013",305,109,"1,580","1,543","2,236","2,018","2,576",978,"1,404","1,733","1,229","1,587","1,179","1,611",666,737
2021,1,0,"1,314",517,265,15,3,33,36,60,59,67,24,23,42,34,51,31,26,15,13
2021,1,10,"1,769",655,356,10,8,47,66,90,91,103,49,40,48,44,54,24,46,14,24
2021,1,20,"1,728",534,338,9,2,39,70,93,80,94,34,41,99,49,82,40,62,26,36
2021,1,30,"1,669",600,340,14,4,46,50,78,57,95,31,39,61,60,69,38,38,15,34
2021,1,40,"2,661",948,563,15,5,64,89,137,116,166,52,64,92,65,99,44,70,29,43
2021,1,50,"4,507",930,782,15,17,179,194,297,292,354,116,184,269,147,190,170,182,86,103
2021,1,60,"6,440",958,972,42,14,336,280,481,438,556,209,291,352,288,351,249,315,138,170
2021,1,70,"6,542",660,821,82,27,435,355,544,421,600,237,333,373,279,330,272,429,182,162
2021,1,80,"5,203",433,482,83,26,332,336,405,386,465,190,303,333,218,314,264,363,135,135
2021,1,90,975,107,90,20,3,69,66,50,71,68,34,85,60,43,43,47,77,25,17
2021,1,100,45,7,4,0,0,0,1,1,7,8,2,1,4,2,4,0,3,1,0
2021,2,총,"32,810","6,359","5,002",305,107,"1,576","1,537","2,230","2,019","2,564",976,"1,397","1,731","1,226","1,592","1,167","1,610",670,742
2021,2,0,"1,316",517,265,15,1,33,39,58,60,66,24,22,43,33,53,30,26,16,15
2021,2,10,"1,759",654,353,9,8,47,66,87,92,103,49,40,46,44,55,22,46,14,24
2021,2,20,"1,699",528,332,10,1,39,69,92,80,87,33,41,100,49,81,37,61,26,33
2021,2,30,"1,651",602,327,13,3,45,49,76,59,97,28,37,59,61,68,38,38,15,36
2021,2,40,"2,671",952,568,16,5,64,88,138,114,163,53,65,92,64,102,41,70,29,47
2021,2,50,"4,486",933,776,15,17,177,196,295,289,353,114,180,267,144,189,169,181,89,102
2021,2,60,"6,461",958,975,45,14,336,277,481,440,558,216,292,354,288,353,252,315,138,169
2021,2,70,"6,524",669,826,80,28,434,351,544,419,594,235,330,374,280,324,267,426,181,162
2021,2,80,"5,218",434,486,83,27,334,337,406,386,465,188,301,331,216,320,267,365,135,137
2021,2,90,981,105,90,19,3,67,64,52,73,70,34,88,61,46,43,44,79,26,17
2021,2,100,44,7,4,0,0,0,1,1,7,8,2,1,4,1,4,0,3,1,0
2021,3,총,"32,674","6,337","4,983",304,106,"1,577","1,534","2,222","2,015","2,545",971,"1,391","1,730","1,213","1,587","1,170","1,589",663,737
2021,3,0,"1,296",515,265,14,1,33,40,55,60,67,23,21,41,32,46,29,24,16,14
2021,3,10,"1,749",650,354,10,8,45,64,90,89,100,48,39,46,43,54,28,43,14,24
2021,3,20,"1,695",534,328,10,1,42,69,90,78,87,35,39,96,49,84,34,63,26,30
2021,3,30,"1,636",596,325,12,3,47,48,73,59,96,26,34,63,61,66,42,36,15,34
2021,3,40,"2,633",940,559,16,5,65,87,138,114,160,52,63,88,62,101,40,68,28,47
2021,3,50,"4,444",926,775,16,17,174,196,292,286,351,111,177,260,140,190,170,174,87,102
2021,3,60,"6,466",959,981,44,14,336,278,484,437,550,217,300,360,283,352,250,311,139,171
2021,3,70,"6,466",669,819,80,28,435,348,538,419,589,232,325,368,277,322,260,420,179,158
2021,3,80,"5,256",432,486,82,26,333,338,409,391,466,193,304,342,216,325,275,366,132,140
2021,3,90,990,109,88,20,3,67,65,52,73,73,32,88,62,50,42,42,81,26,17
2021,3,100,43,7,3,0,0,0,1,1,9,6,2,1,4,0,5,0,3,1,0
2021,4,총,"32,641","6,344","4,977",305,106,"1,570","1,539","2,227","2,000","2,540",974,"1,389","1,726","1,213","1,587","1,157","1,588",666,733
2021,4,0,"1,289",511,262,14,1,31,42,55,60,67,23,21,42,32,46,27,25,16,14
2021,4,10,"1,742",648,353,10,8,44,62,92,87,100,48,40,45,43,54,27,43,14,24
2021,4,20,"1,697",538,334,10,1,43,67,90,79,85,35,36,95,49,86,33,61,24,31
2021,4,30,"1,634",589,328,13,3,46,48,71,56,96,29,38,63,62,66,40,35,17,34
2021,4,40,"2,613",944,552,16,5,63,88,139,107,157,49,62,85,64,98,39,70,29,46
2021,4,50,"4,434",928,774,16,17,173,198,293,284,349,112,177,258,138,188,167,176,88,98
2021,4,60,"6,484",969,976,42,14,336,279,484,440,554,221,298,361,281,356,251,309,138,175
2021,4,70,"6,425",662,823,80,28,429,347,537,415,585,229,321,365,280,320,256,414,180,154
2021,4,80,"5,287",438,486,84,26,336,340,411,391,468,195,308,344,213,325,278,370,132,142
2021,4,90,997,110,86,20,3,69,67,54,75,73,32,87,64,51,43,39,82,27,15
2021,4,100,39,7,3,0,0,0,1,1,6,6,1,1,4,0,5,0,3,1,0
2021,5,총,"32,615","6,348","4,966",305,106,"1,569","1,537","2,232","1,995","2,535",970,"1,384","1,730","1,209","1,588","1,158","1,589",663,731
2021,5,0,"1,294",508,264,13,1,32,43,56,59,69,22,24,43,31,46,28,25,16,14
2021,5,10,"1,727",642,352,11,8,45,61,90,85,98,49,40,44,44,52,27,43,14,22
2021,5,20,"1,695",545,331,10,1,41,67,89,80,83,36,35,94,47,89,32,60,24,31
2021,5,30,"1,629",590,324,13,3,48,48,73,54,94,29,38,62,60,66,40,36,17,34
2021,5,40,"2,589",937,547,15,5,64,88,138,104,154,47,63,86,63,96,38,71,29,44
2021,5,50,"4,397",928,767,16,17,167,196,290,283,349,110,172,255,135,185,166,176,86,99
2021,5,60,"6,485",973,980,43,14,335,278,480,437,552,221,297,363,283,360,251,307,137,174
2021,5,70,"6,417",661,826,81,28,430,347,539,417,585,225,318,365,281,321,251,408,179,155
2021,5,80,"5,334",447,487,83,26,337,337,420,391,471,198,310,351,214,322,286,377,134,143
2021,5,90,"1,007",110,84,20,3,70,71,56,79,74,32,86,61,51,47,39,83,26,15
2021,5,100,41,7,4,0,0,0,1,1,6,6,1,1,6,0,4,0,3,1,0
2021,6,총,"32,561","6,337","4,950",304,105,"1,566","1,526","2,231","1,999","2,533",971,"1,377","1,728","1,213","1,587","1,159","1,582",664,729
2021,6,0,"1,283",503,260,12,1,31,45,57,60,66,24,24,43,30,45,28,23,17,14
2021,6,10,"1,727",643,354,12,7,45,59,88,84,100,48,40,44,44,52,27,43,15,22
2021,6,20,"1,686",545,326,9,1,40,67,88,81,84,35,34,93,48,88,34,59,24,30
2021,6,30,"1,614",589,320,12,3,46,49,70,56,89,30,40,60,59,68,38,35,17,33
2021,6,40,"2,582",930,546,15,5,65,87,140,104,155,47,63,85,62,97,36,71,30,44
2021,6,50,"4,397",926,759,16,17,165,198,290,283,351,112,170,257,135,185,170,177,86,100
2021,6,60,"6,489",982,985,43,14,338,275,481,441,552,218,299,361,286,355,250,303,138,168
2021,6,70,"6,385",654,827,82,28,427,344,535,414,585,222,312,363,279,322,249,409,176,157
2021,6,80,"5,343",451,486,82,26,339,333,422,390,468,202,308,353,217,322,289,375,134,146
2021,6,90,"1,011",106,83,21,3,69,68,59,80,76,32,86,63,53,49,38,84,26,15
2021,6,100,44,8,4,0,0,1,1,1,6,7,1,1,6,0,4,0,3,1,0
2021,7,총,"32,490","6,317","4,941",300,105,"1,566","1,521","2,228","1,995","2,529",964,"1,377","1,731","1,213","1,587","1,155","1,574",661,726
2021,7,0,"1,265",494,257,12,0,31,46,57,61,66,24,24,41,29,47,24,23,16,13
2021,7,10,"1,722",645,351,11,8,45,56,89,81,98,48,41,46,44,54,29,41,14,21
2021,7,20,"1,674",539,320,9,1,41,69,84,82,85,33,31,94,48,86,37,59,25,31
2021,7,30,"1,593",584,323,11,3,46,48,71,57,85,27,40,58,58,66,35,34,16,31
2021,7,40,"2,569",924,543,15,5,64,86,137,100,157,47,65,86,63,99,34,70,32,42
2021,7,50,"4,369",929,749,16,16,164,197,288,282,351,113,167,255,133,184,169,173,84,99
2021,7,60,"6,495",984,995,42,15,341,272,482,440,546,216,301,358,290,353,251,303,136,170
2021,7,70,"6,398",663,831,83,28,419,347,534,413,587,220,312,368,276,323,247,413,177,157
2021,7,80,"5,355",443,486,79,26,344,333,425,393,472,204,308,355,219,322,291,373,135,147
2021,7,90,"1,008",105,82,22,3,70,66,60,80,75,31,88,64,53,49,38,82,25,15
2021,7,100,42,7,4,0,0,1,1,1,6,7,1,0,6,0,4,0,3,1,0
2021,8,총,"32,441","6,322","4,924",297,105,"1,568","1,520","2,227","1,987","2,529",954,"1,382","1,729","1,209","1,585","1,148","1,573",658,724
2021,8,0,"1,253",489,257,12,0,30,44,57,57,68,24,23,41,28,49,23,23,15,13
2021,8,10,"1,718",651,345,11,8,46,55,89,80,102,47,43,44,44,52,29,40,12,20
2021,8,20,"1,665",541,318,9,1,40,69,79,82,84,30,30,93,49,84,38,60,27,31
2021,8,30,"1,571",574,320,9,3,48,43,70,57,82,27,41,60,57,67,34,33,16,30
2021,8,40,"2,559",925,537,15,5,64,89,137,100,157,45,64,82,62,97,34,72,34,40
2021,8,50,"4,355",930,747,15,16,164,197,283,282,352,113,171,255,135,183,162,168,83,99
2021,8,60,"6,508",993,"1,002",41,15,339,274,490,438,539,210,301,363,290,352,251,300,137,173
2021,8,70,"6,394",661,827,83,27,424,346,531,410,588,222,314,367,277,323,246,415,176,157
2021,8,80,"5,357",445,480,80,27,343,335,428,397,473,205,307,352,215,325,293,375,132,145
2021,8,90,"1,018",106,87,22,3,68,67,62,78,77,30,88,66,52,49,38,84,25,16
2021,8,100,43,7,4,0,0,2,1,1,6,7,1,0,6,0,4,0,3,1,0
2021,9,총,"32,365","6,305","4,933",296,105,"1,565","1,520","2,214","1,980","2,520",951,"1,376","1,726","1,203","1,582","1,137","1,571",658,723
2021,9,0,"1,242",485,260,12,0,29,44,56,52,67,24,23,41,27,49,21,24,15,13
2021,9,10,"1,715",653,350,12,8,45,56,88,81,97,46,43,41,43,51,29,40,12,20
2021,9,20,"1,629",532,311,10,1,39,68,77,79,85,30,31,94,46,83,35,53,25,30
2021,9,30,"1,572",577,321,9,3,47,45,71,56,83,26,38,59,58,67,32,34,17,29
2021,9,40,"2,547",915,536,16,5,65,88,135,103,156,44,65,82,59,98,32,74,33,41
2021,9,50,"4,320",918,751,14,16,163,193,280,280,346,112,166,250,136,182,159,170,85,99
2021,9,60,"6,517",999,999,41,15,339,277,488,436,540,214,302,365,289,355,251,298,138,171
2021,9,70,"6,374",666,831,83,26,425,344,530,410,585,218,312,364,279,314,244,411,174,158
2021,9,80,"5,378",445,480,79,28,344,335,427,395,478,205,307,357,216,327,296,380,132,147
2021,9,90,"1,026",108,90,20,3,67,69,61,81,76,31,89,67,50,52,38,83,26,15
2021,9,100,45,7,4,0,0,2,1,1,7,7,1,0,6,0,4,0,4,1,0
2021,10,총,"32,324","6,304","4,932",300,105,"1,566","1,514","2,206","1,974","2,515",950,"1,383","1,718","1,192","1,581","1,139","1,569",658,718
2021,10,0,"1,230",487,255,14,0,28,44,56,51,67,24,23,41,26,47,21,23,13,10
2021,10,10,"1,708",648,353,12,8,45,57,87,80,96,47,42,40,42,50,29,41,12,19
2021,10,20,"1,617",531,310,10,1,41,69,76,76,84,29,33,93,43,82,33,51,25,30
2021,10,30,"1,574",577,320,11,3,47,46,70,58,82,28,38,60,57,67,33,34,16,27
2021,10,40,"2,536",916,528,16,5,61,88,136,104,157,44,64,81,57,100,33,74,32,40
2021,10,50,"4,307",921,752,14,16,163,189,279,276,345,109,167,246,135,181,155,173,85,101
2021,10,60,"6,522",993,"1,004",40,15,342,276,480,441,538,216,304,368,288,353,253,302,139,170
2021,10,70,"6,365",670,836,85,26,420,342,533,409,584,213,308,363,280,316,244,407,174,155
2021,10,80,"5,401",447,481,79,28,349,334,426,394,481,206,314,356,214,327,300,379,135,151
2021,10,90,"1,022",107,89,19,3,68,69,62,78,75,33,90,64,50,54,38,82,26,15
2021,10,100,42,7,4,0,0,2,0,1,7,6,1,0,6,0,4,0,3,1,0
2021,11,총,"32,267","6,299","4,927",305,107,"1,563","1,516","2,188","1,964","2,508",947,"1,386","1,716","1,188","1,581","1,135","1,566",658,713
2021,11,0,"1,221",483,256,13,0,26,45,57,50,65,23,24,41,22,47,22,23,13,11
2021,11,10,"1,698",645,348,13,8,46,57,84,80,97,45,42,40,43,49,28,42,12,19
2021,11,20,"1,605",538,307,10,1,39,67,77,73,85,30,31,90,41,84,32,48,26,26
2021,11,30,"1,574",570,329,12,4,46,45,66,57,81,29,39,61,56,68,34,33,16,28
2021,11,40,"2,531",914,528,16,5,59,92,132,106,156,43,64,83,58,98,32,76,29,40
2021,11,50,"4,303",920,751,15,16,164,189,278,270,342,109,171,244,138,184,154,169,88,101
2021,11,60,"6,518",995,"1,002",40,15,348,279,476,438,540,215,304,367,286,347,254,304,139,169
2021,11,70,"6,358",676,834,84,27,415,339,533,413,582,214,306,357,281,319,242,409,174,153
2021,11,80,"5,397",443,475,83,28,352,333,423,392,479,206,316,363,212,330,298,378,135,151
2021,11,90,"1,023",109,93,19,3,66,70,62,78,76,33,89,64,51,51,39,80,25,15
2021,11,100,39,6,4,0,0,2,0,0,7,5,0,0,6,0,4,0,4,1,0
2021,12,총,"32,193","6,299","4,911",306,107,"1,561","1,502","2,176","1,959","2,490",938,"1,387","1,713","1,186","1,580","1,132","1,568",661,717
2021,12,0,"1,208",484,250,13,0,26,40,54,50,65,23,26,41,19,46,23,23,14,11
2021,12,10,"1,689",645,339,13,7,45,56,84,80,94,46,41,39,43,52,29,43,14,19
2021,12,20,"1,593",530,311,11,2,37,67,74,72,82,27,33,93,41,84,31,48,24,26
2021,12,30,"1,564",574,326,10,4,45,43,65,55,81,28,36,60,55,68,36,32,18,28
2021,12,40,"2,532",912,526,18,5,58,89,132,111,153,43,64,83,58,97,32,78,30,43
2021,12,50,"4,285",916,748,14,16,163,190,278,271,341,107,171,240,135,187,152,169,87,100
2021,12,60,"6,521","1,001","1,004",39,15,343,280,475,433,537,213,307,369,291,349,253,305,138,169
2021,12,70,"6,343",681,836,85,27,422,333,528,410,583,213,305,353,281,311,241,407,174,153
2021,12,80,"5,387",441,474,84,28,353,334,423,391,472,205,315,363,212,330,296,379,135,152
2021,12,90,"1,034",109,93,19,3,67,70,63,79,78,33,89,67,51,52,39,80,26,16
2021,12,100,37,6,4,0,0,2,0,0,7,4,0,0,5,0,4,0,4,1,0
