년도,월,나이,파주시,문산읍,파주읍,법원읍,조리읍,월롱면,탄현면,광탄면,파평면,적성면,군내면,장단출장소,장단면,진동면,진서면,금촌1동,금촌2동,금촌3동,교하동,운정1동,운정2동,운정3동
2020,2,50,"33,287","3,327","1,104","1,025","2,836",520,"1,087","1,080",352,574,0.0,48.0,0,9.0,0.0,"1,870","2,499","2,204","2,914","3,245","3,460","5,133"
2020,2,60,"23,095","2,573","1,060",890,"2,072",493,916,950,373,548,0.0,45.0,0,16.0,0.0,"1,497","1,411","1,447","1,818","1,877","2,115","2,994"
2020,2,70,"15,753","1,998",844,691,"1,361",271,610,620,319,495,0.0,52.0,0,14.0,0.0,"1,002","1,028",919,"1,152","1,111","1,393","1,873"
2020,2,80,"8,384","1,101",533,430,721,224,390,460,218,227,0.0,23.0,0,7.0,0.0,514,502,482,630,509,575,838
2020,2,90,"1,455",164,92,65,118,37,90,98,48,50,0.0,1.0,0,0.0,0.0,84,81,74,135,98,94,126
2020,2,100,130,14,29,9,9,3,8,11,5,1,0.0,0.0,0,0.0,0.0,10,9,0,10,7,1,4
2020,3,총,"223,704","23,789","6,123","5,186","14,905","3,421","6,208","5,289","1,904","3,520",0.0,283.0,0,73.0,0.0,"10,719","17,239","13,351","20,151","22,940","31,485","37,118"
2020,3,0,"21,984","2,626",255,190,943,102,344,253,49,292,0.0,12.0,0,4.0,0.0,605,"1,790","1,249","1,998","2,610","4,546","4,116"
2020,3,10,"23,355","2,260",370,353,"1,433",128,510,319,98,237,0.0,24.0,0,8.0,0.0,737,"2,119","1,324","2,634","2,913","3,657","4,231"
2020,3,20,"26,269","2,661",577,548,"1,739",955,662,499,151,353,0.0,28.0,0,0.0,0.0,"1,575","2,140","1,765","1,995","2,606","3,544","4,471"
2020,3,30,"31,213","3,542",561,400,"1,433",393,618,426,131,383,0.0,25.0,0,4.0,0.0,"1,236","2,385","1,759","2,671","3,429","5,936","5,881"
2020,3,40,"38,449","3,500",701,590,"2,241",291,962,579,155,366,0.0,23.0,0,11.0,0.0,"1,564","3,267","2,099","4,156","4,507","6,047","7,390"
2020,3,50,"33,356","3,335","1,093","1,009","2,828",521,"1,091","1,069",351,569,0.0,49.0,0,9.0,0.0,"1,879","2,495","2,199","2,937","3,249","3,516","5,157"
2020,3,60,"23,254","2,583","1,067",896,"2,093",493,919,955,379,545,0.0,46.0,0,16.0,0.0,"1,508","1,423","1,460","1,815","1,890","2,152","3,014"
2020,3,70,"15,767","1,998",841,696,"1,352",270,607,617,315,495,0.0,51.0,0,13.0,0.0,997,"1,023",927,"1,163","1,114","1,416","1,872"
2020,3,80,"8,468","1,103",535,426,716,227,399,464,224,228,0.0,24.0,0,8.0,0.0,525,507,493,639,520,572,858
2020,3,90,"1,456",167,93,69,118,38,88,97,46,50,0.0,1.0,0,0.0,0.0,83,81,75,133,95,98,124
2020,3,100,133,14,30,9,9,3,8,11,5,2,0.0,0.0,0,0.0,0.0,10,9,1,10,7,1,4
2020,4,총,"224,120","23,787","6,141","5,160","14,869","3,394","6,203","5,294","1,881","3,518",0.0,281.0,0,73.0,0.0,"10,695","17,183","13,362","20,180","23,039","31,762","37,298"
2020,4,0,"21,935","2,610",254,185,935,104,344,257,45,291,0.0,11.0,0,4.0,0.0,599,"1,767","1,238","2,000","2,615","4,573","4,103"
2020,4,10,"23,362","2,276",372,349,"1,423",126,502,313,96,232,0.0,25.0,0,8.0,0.0,727,"2,102","1,329","2,639","2,917","3,672","4,254"
2020,4,20,"26,339","2,666",583,543,"1,738",930,666,499,149,358,0.0,27.0,0,0.0,0.0,"1,573","2,137","1,755","2,004","2,622","3,593","4,496"
2020,4,30,"31,190","3,509",556,398,"1,426",394,615,429,118,375,0.0,24.0,0,4.0,0.0,"1,219","2,369","1,752","2,650","3,441","6,001","5,910"
2020,4,40,"38,460","3,502",705,578,"2,221",286,956,577,154,367,0.0,23.0,0,11.0,0.0,"1,563","3,258","2,105","4,160","4,521","6,080","7,393"
2020,4,50,"33,507","3,356","1,098","1,009","2,828",521,"1,086","1,063",350,572,0.0,49.0,0,9.0,0.0,"1,876","2,498","2,207","2,948","3,269","3,562","5,206"
2020,4,60,"23,394","2,585","1,069",900,"2,098",498,920,962,379,549,0.0,45.0,0,16.0,0.0,"1,509","1,422","1,471","1,827","1,907","2,180","3,057"
2020,4,70,"15,817","1,994",840,695,"1,352",268,616,620,317,499,0.0,52.0,0,13.0,0.0,"1,007","1,028",932,"1,167","1,117","1,413","1,887"
2020,4,80,"8,507","1,104",540,422,715,227,402,464,221,223,0.0,24.0,0,8.0,0.0,527,510,499,645,527,589,860
2020,4,90,"1,477",171,93,72,125,37,88,100,48,50,0.0,1.0,0,0.0,0.0,85,83,73,129,96,98,128
2020,4,100,132,14,31,9,8,3,8,10,4,2,0.0,0.0,0,0.0,0.0,10,9,1,11,7,1,4
2020,5,총,"224,215","23,784","6,119","5,138","14,863","3,376","6,176","5,283","1,884","3,544",0.0,282.0,0,72.0,0.0,"10,689","17,163","13,348","20,141","23,074","31,888","37,391"
2020,5,0,"21,827","2,593",257,180,926,105,340,254,45,291,0.0,11.0,0,4.0,0.0,598,"1,761","1,232","1,999","2,601","4,556","4,074"
2020,5,10,"23,329","2,272",367,353,"1,412",129,502,309,96,236,0.0,25.0,0,8.0,0.0,719,"2,087","1,322","2,620","2,917","3,704","4,251"
2020,5,20,"26,354","2,664",572,536,"1,737",908,656,501,151,362,0.0,27.0,0,0.0,0.0,"1,572","2,142","1,755","2,001","2,622","3,606","4,542"
2020,5,30,"31,120","3,515",556,392,"1,419",398,609,426,120,384,0.0,24.0,0,4.0,0.0,"1,215","2,360","1,735","2,620","3,432","6,021","5,890"
2020,5,40,"38,465","3,492",697,571,"2,212",280,953,576,154,366,0.0,23.0,0,11.0,0.0,"1,566","3,233","2,113","4,169","4,528","6,094","7,427"
2020,5,50,"33,621","3,352","1,101","1,012","2,844",520,"1,081","1,052",350,575,0.0,49.0,0,8.0,0.0,"1,874","2,516","2,195","2,960","3,296","3,602","5,234"
2020,5,60,"23,489","2,609","1,070",902,"2,100",501,922,967,378,554,0.0,46.0,0,16.0,0.0,"1,514","1,430","1,486","1,822","1,905","2,185","3,082"
2020,5,70,"15,857","1,992",833,692,"1,357",266,620,623,318,499,0.0,52.0,0,13.0,0.0,"1,003","1,029",937,"1,171","1,136","1,422","1,894"
2020,5,80,"8,555","1,111",543,424,724,229,398,464,222,226,0.0,24.0,0,8.0,0.0,530,514,499,642,534,597,866
2020,5,90,"1,465",170,92,67,124,37,87,101,46,49,0.0,1.0,0,0.0,0.0,88,82,72,127,95,100,127
2020,5,100,133,14,31,9,8,3,8,10,4,2,0.0,0.0,0,0.0,0.0,10,9,2,10,8,1,4
2020,6,총,"224,551","23,791","6,148","5,122","14,870","3,369","6,153","5,273","1,889","3,543",0.0,280.0,0,72.0,0.0,"10,680","17,153","13,338","20,159","23,068","32,075","37,568"
2020,6,0,"21,778","2,584",264,173,923,104,338,251,44,293,0.0,10.0,0,4.0,0.0,605,"1,742","1,222","1,988","2,590","4,552","4,091"
2020,6,10,"23,363","2,270",367,343,"1,412",126,492,310,97,233,0.0,24.0,0,8.0,0.0,726,"2,093","1,322","2,610","2,914","3,745","4,271"
2020,6,20,"26,345","2,669",585,535,"1,733",893,648,504,149,359,0.0,28.0,0,0.0,0.0,"1,559","2,138","1,738","2,024","2,612","3,611","4,560"
2020,6,30,"31,081","3,498",562,388,"1,399",406,608,419,121,389,0.0,23.0,0,4.0,0.0,"1,205","2,363","1,739","2,601","3,425","6,040","5,891"
2020,6,40,"38,534","3,503",699,559,"2,227",275,949,573,152,369,0.0,23.0,0,11.0,0.0,"1,571","3,223","2,105","4,156","4,534","6,137","7,468"
2020,6,50,"33,699","3,352","1,098","1,007","2,845",523,"1,082","1,046",348,567,0.0,50.0,0,8.0,0.0,"1,861","2,514","2,202","2,977","3,299","3,643","5,277"
2020,6,60,"23,653","2,618","1,079",922,"2,102",504,923,965,386,556,0.0,45.0,0,16.0,0.0,"1,525","1,453","1,501","1,844","1,915","2,206","3,093"
2020,6,70,"15,892","1,998",832,694,"1,368",269,616,625,318,492,0.0,52.0,0,13.0,0.0,997,"1,023",937,"1,176","1,138","1,436","1,908"
2020,6,80,"8,596","1,114",537,425,730,229,403,466,222,231,0.0,24.0,0,8.0,0.0,531,511,499,644,540,604,878
2020,6,90,"1,478",171,95,67,123,37,86,104,48,52,0.0,1.0,0,0.0,0.0,91,84,71,129,93,100,126
2020,6,100,132,14,30,9,8,3,8,10,4,2,0.0,0.0,0,0.0,0.0,9,9,2,10,8,1,5
2020,7,총,"224,963","23,817","6,146","5,109","14,865","3,357","6,151","5,256","1,900","3,540",0.0,281.0,0,72.0,0.0,"10,624","17,150","13,363","20,147","23,292","32,136","37,757"
2020,7,0,"21,727","2,574",267,172,916,107,336,254,45,297,0.0,12.0,0,4.0,0.0,593,"1,737","1,228","1,971","2,591","4,544","4,079"
2020,7,10,"23,369","2,283",365,339,"1,404",124,491,305,98,228,0.0,25.0,0,8.0,0.0,725,"2,088","1,323","2,610","2,916","3,754","4,283"
2020,7,20,"26,343","2,653",584,531,"1,716",874,638,496,149,355,0.0,26.0,0,0.0,0.0,"1,524","2,130","1,731","2,038","2,715","3,600","4,583"
2020,7,30,"31,083","3,515",560,385,"1,412",403,606,416,126,385,0.0,23.0,0,4.0,0.0,"1,195","2,345","1,740","2,580","3,443","6,036","5,909"
2020,7,40,"38,562","3,503",696,548,"2,213",270,943,577,151,370,0.0,24.0,0,11.0,0.0,"1,557","3,224","2,107","4,123","4,565","6,158","7,522"
2020,7,50,"33,866","3,346","1,096","1,008","2,853",527,"1,089","1,037",352,575,0.0,48.0,0,8.0,0.0,"1,854","2,521","2,211","3,000","3,330","3,675","5,336"
2020,7,60,"23,774","2,632","1,080",926,"2,113",508,932,960,387,552,0.0,45.0,0,16.0,0.0,"1,540","1,458","1,508","1,862","1,935","2,214","3,106"
2020,7,70,"15,968","2,005",833,698,"1,366",275,618,629,313,495,0.0,53.0,0,13.0,0.0,"1,005","1,031",944,"1,182","1,150","1,441","1,917"
2020,7,80,"8,645","1,124",538,427,738,228,404,465,225,228,0.0,24.0,0,8.0,0.0,532,522,497,639,546,612,888
2020,7,90,"1,491",167,96,66,126,38,86,106,50,53,0.0,1.0,0,0.0,0.0,90,85,72,132,93,102,128
2020,7,100,135,15,31,9,8,3,8,11,4,2,0.0,0.0,0,0.0,0.0,9,9,2,10,8,0,6
2020,8,총,"226,239","23,731","6,145","5,109","14,849","3,348","6,133","5,262","1,894","3,543",0.0,282.0,0,72.0,0.0,"10,577","16,979","13,282","20,062","23,229","31,902","39,840"
2020,8,0,"21,798","2,502",272,168,912,105,333,254,45,298,0.0,12.0,0,4.0,0.0,581,"1,662","1,192","1,908","2,539","4,459","4,552"
2020,8,10,"23,476","2,286",370,343,"1,391",128,486,305,97,229,0.0,25.0,0,8.0,0.0,733,"2,066","1,310","2,595","2,903","3,738","4,463"
2020,8,20,"26,448","2,660",576,523,"1,725",861,624,488,149,357,0.0,25.0,0,0.0,0.0,"1,490","2,133","1,723","2,039","2,745","3,588","4,742"
2020,8,30,"31,336","3,458",558,379,"1,405",394,610,426,121,385,0.0,24.0,0,4.0,0.0,"1,185","2,283","1,720","2,524","3,413","5,938","6,509"
2020,8,40,"38,777","3,517",698,548,"2,203",270,944,569,148,365,0.0,25.0,0,11.0,0.0,"1,556","3,192","2,089","4,115","4,530","6,119","7,878"
2020,8,50,"34,028","3,334","1,089","1,011","2,845",527,"1,088","1,033",356,580,0.0,48.0,0,8.0,0.0,"1,848","2,521","2,215","3,032","3,335","3,681","5,477"
2020,8,60,"23,991","2,645","1,079",935,"2,135",513,932,966,383,555,0.0,44.0,0,16.0,0.0,"1,538","1,478","1,515","1,871","1,952","2,216","3,218"
2020,8,70,"16,020","2,010",837,696,"1,355",280,618,635,317,489,0.0,55.0,0,13.0,0.0,"1,013","1,025",946,"1,191","1,154","1,441","1,945"
2020,8,80,"8,729","1,135",538,433,743,229,405,465,226,229,0.0,23.0,0,8.0,0.0,534,522,499,649,556,619,916
2020,8,90,"1,499",169,97,64,126,38,85,110,47,54,0.0,1.0,0,0.0,0.0,90,88,71,128,94,103,134
2020,8,100,137,15,31,9,9,3,8,11,5,2,0.0,0.0,0,0.0,0.0,9,9,2,10,8,0,6
2020,9,총,"227,365","23,774","6,182","5,098","14,838","3,328","6,119","5,243","1,868","3,528",0.0,277.0,0,73.0,0.0,"10,560","16,900","13,252","20,399","23,173","31,720","41,033"
2020,9,0,"21,824","2,485",269,163,901,104,332,249,42,292,0.0,11.0,0,4.0,0.0,575,"1,643","1,162","1,931","2,501","4,372","4,788"
2020,9,10,"23,590","2,309",376,341,"1,390",129,483,295,94,228,0.0,23.0,0,8.0,0.0,723,"2,050","1,324","2,636","2,897","3,725","4,559"
2020,9,20,"26,565","2,664",581,520,"1,724",847,620,488,141,355,0.0,25.0,0,0.0,0.0,"1,509","2,125","1,722","2,075","2,754","3,555","4,860"
2020,9,30,"31,456","3,448",563,378,"1,400",395,604,424,113,386,0.0,24.0,0,4.0,0.0,"1,164","2,247","1,687","2,576","3,362","5,871","6,810"
2020,9,40,"38,930","3,535",702,540,"2,186",271,936,558,148,360,0.0,23.0,0,10.0,0.0,"1,563","3,182","2,074","4,165","4,515","6,091","8,071"
2020,9,50,"34,275","3,332","1,092","1,009","2,845",513,"1,095","1,040",355,577,0.0,49.0,0,9.0,0.0,"1,844","2,521","2,239","3,099","3,349","3,701","5,606"
2020,9,60,"24,237","2,669","1,084",944,"2,161",521,924,964,381,557,0.0,43.0,0,17.0,0.0,"1,541","1,491","1,523","1,910","1,975","2,227","3,305"
2020,9,70,"16,041","2,009",846,689,"1,354",280,624,632,316,482,0.0,55.0,0,13.0,0.0,"1,006","1,023",942,"1,204","1,149","1,450","1,967"
2020,9,80,"8,802","1,141",543,440,744,227,407,471,226,231,0.0,23.0,0,8.0,0.0,535,523,503,660,566,625,929
2020,9,90,"1,508",167,95,65,123,38,86,111,47,58,0.0,1.0,0,0.0,0.0,91,86,74,133,97,103,133
2020,9,100,137,15,31,9,10,3,8,11,5,2,0.0,0.0,0,0.0,0.0,9,9,2,10,8,0,5
2020,10,총,"228,240","23,762","6,183","5,107","14,783","3,307","6,114","5,233","1,869","3,538",0.0,273.0,0,74.0,0.0,"10,542","16,861","13,266","20,585","23,215","31,856","41,672"
2020,10,0,"21,785","2,457",268,164,891,102,316,246,42,292,0.0,11.0,0,4.0,0.0,569,"1,637","1,164","1,932","2,475","4,359","4,856"
2020,10,10,"23,682","2,316",379,339,"1,389",129,484,293,94,228,0.0,22.0,0,8.0,0.0,715,"2,045","1,317","2,659","2,901","3,735","4,629"
2020,10,20,"26,641","2,649",576,515,"1,719",829,633,485,141,358,0.0,25.0,0,0.0,0.0,"1,510","2,114","1,715","2,101","2,791","3,553","4,927"
2020,10,30,"31,512","3,438",565,383,"1,375",388,590,428,116,382,0.0,23.0,0,4.0,0.0,"1,154","2,219","1,682","2,586","3,339","5,917","6,923"
2020,10,40,"39,075","3,523",690,540,"2,180",272,935,559,147,364,0.0,22.0,0,10.0,0.0,"1,551","3,174","2,075","4,210","4,516","6,110","8,197"
2020,10,50,"34,503","3,345","1,104","1,007","2,840",516,"1,099","1,030",351,575,0.0,50.0,0,9.0,0.0,"1,848","2,523","2,252","3,139","3,363","3,734","5,718"
2020,10,60,"24,446","2,689","1,085",955,"2,164",520,933,968,385,564,0.0,42.0,0,18.0,0.0,"1,548","1,505","1,533","1,928","2,003","2,248","3,358"
2020,10,70,"16,060","2,003",847,684,"1,348",281,625,632,316,483,0.0,54.0,0,13.0,0.0,"1,008","1,022",942,"1,218","1,149","1,450","1,985"
2020,10,80,"8,867","1,150",542,443,747,228,404,472,224,231,0.0,23.0,0,8.0,0.0,542,527,506,664,572,644,940
2020,10,90,"1,532",177,96,68,120,38,87,109,48,59,0.0,1.0,0,0.0,0.0,89,86,78,138,98,106,134
2020,10,100,137,15,31,9,10,4,8,11,5,2,0.0,0.0,0,0.0,0.0,8,9,2,10,8,0,5
2020,11,총,"228,916","23,738","6,216","5,088","14,787","3,304","6,081","5,230","1,868","3,508",0.0,272.0,0,73.0,0.0,"10,532","16,864","13,238","20,678","23,282","32,034","42,123"
2020,11,0,"21,714","2,456",274,161,893,101,314,242,42,283,0.0,10.0,0,3.0,0.0,562,"1,611","1,143","1,927","2,461","4,382","4,849"
2020,11,10,"23,785","2,312",379,331,"1,373",130,481,294,94,227,0.0,23.0,0,8.0,0.0,717,"2,051","1,316","2,679","2,919","3,731","4,720"
2020,11,20,"26,669","2,632",577,516,"1,716",813,626,485,142,354,0.0,25.0,0,0.0,0.0,"1,501","2,114","1,702","2,113","2,811","3,567","4,975"
2020,11,30,"31,529","3,441",576,387,"1,367",398,588,425,111,380,0.0,23.0,0,4.0,0.0,"1,158","2,202","1,672","2,587","3,324","5,935","6,951"
2020,11,40,"39,260","3,517",693,539,"2,181",272,929,557,147,358,0.0,22.0,0,9.0,0.0,"1,550","3,178","2,083","4,225","4,506","6,161","8,333"
2020,11,50,"34,624","3,330","1,108",990,"2,836",513,"1,096","1,030",350,567,0.0,49.0,0,10.0,0.0,"1,842","2,530","2,260","3,152","3,401","3,756","5,804"
2020,11,60,"24,639","2,711","1,087",961,"2,190",522,926,974,388,564,0.0,42.0,0,18.0,0.0,"1,547","1,528","1,531","1,945","2,028","2,292","3,385"
2020,11,70,"16,098","2,005",846,679,"1,350",285,624,631,316,481,0.0,54.0,0,13.0,0.0,"1,013","1,024",945,"1,225","1,149","1,446","2,012"
2020,11,80,"8,937","1,146",550,445,749,228,406,474,225,236,0.0,23.0,0,8.0,0.0,544,533,507,676,576,655,956
2020,11,90,"1,524",173,95,70,122,38,83,108,48,56,0.0,1.0,0,0.0,0.0,90,84,77,139,100,109,131
2020,11,100,137,15,31,9,10,4,8,10,5,2,0.0,0.0,0,0.0,0.0,8,9,2,10,7,0,7
2020,12,총,"229,568","23,722","6,231","5,081","14,801","3,289","6,082","5,207","1,869","3,497",0.0,277.0,0,74.0,0.0,"10,526","16,896","13,275","20,703","23,382","32,082","42,574"
2020,12,0,"21,660","2,429",275,153,889,95,311,238,45,283,0.0,12.0,0,3.0,0.0,558,"1,617","1,148","1,920","2,456","4,354","4,874"
2020,12,10,"23,826","2,313",385,333,"1,363",127,473,292,93,225,0.0,22.0,0,9.0,0.0,718,"2,048","1,319","2,657","2,922","3,730","4,797"
2020,12,20,"26,746","2,617",590,518,"1,724",803,622,487,136,350,0.0,26.0,0,0.0,0.0,"1,508","2,115","1,711","2,123","2,834","3,558","5,024"
2020,12,30,"31,611","3,419",570,384,"1,370",399,596,421,113,380,0.0,24.0,0,5.0,0.0,"1,156","2,208","1,679","2,585","3,332","5,961","7,009"
2020,12,40,"39,384","3,541",693,532,"2,185",278,934,547,147,355,0.0,23.0,0,9.0,0.0,"1,529","3,161","2,090","4,221","4,522","6,172","8,445"
2020,12,50,"34,678","3,323","1,103",985,"2,821",507,"1,096","1,023",346,559,0.0,49.0,0,10.0,0.0,"1,832","2,549","2,261","3,170","3,423","3,772","5,849"
2020,12,60,"24,859","2,733","1,098",970,"2,214",518,929,984,392,570,0.0,42.0,0,16.0,0.0,"1,557","1,532","1,535","1,970","2,054","2,307","3,438"
2020,12,70,"16,131","2,002",842,678,"1,346",289,618,624,317,482,0.0,55.0,0,15.0,0.0,"1,025","1,035",941,"1,224","1,158","1,451","2,029"
2020,12,80,"8,996","1,159",547,448,755,228,410,471,226,232,0.0,23.0,0,7.0,0.0,544,534,512,683,575,665,977
2020,12,90,"1,541",171,97,71,124,41,86,110,49,59,0.0,1.0,0,0.0,0.0,91,88,77,139,99,112,126
2020,12,100,136,15,31,9,10,4,7,10,5,2,0.0,0.0,0,0.0,0.0,8,9,2,11,7,0,6
2021,1,총,"230,051","23,703","6,247","5,088","14,784","3,281","6,084","5,197","1,865","3,493",0.0,279.0,0,74.0,0.0,"10,505","16,926","13,336","20,758","23,427","32,223","42,781"
2021,1,0,"21,554","2,412",273,154,878,100,302,232,47,284,0.0,11.0,0,3.0,0.0,555,"1,612","1,138","1,915","2,441","4,351","4,846"
2021,1,10,"23,893","2,308",391,332,"1,362",127,475,291,89,225,0.0,21.0,0,9.0,0.0,698,"2,046","1,329","2,663","2,939","3,739","4,849"
2021,1,20,"26,742","2,617",587,519,"1,706",787,626,483,137,350,0.0,27.0,0,0.0,0.0,"1,499","2,124","1,721","2,149","2,835","3,537","5,038"
2021,1,30,"31,571","3,397",577,380,"1,354",407,600,418,111,371,0.0,24.0,0,5.0,0.0,"1,153","2,204","1,686","2,567","3,322","5,998","6,997"
2021,1,40,"39,386","3,533",689,533,"2,173",277,924,541,148,355,0.0,23.0,0,9.0,0.0,"1,530","3,143","2,097","4,204","4,515","6,190","8,502"
2021,1,50,"34,869","3,326","1,102",987,"2,828",501,"1,093","1,024",343,558,0.0,51.0,0,10.0,0.0,"1,846","2,568","2,261","3,198","3,447","3,816","5,910"
2021,1,60,"25,120","2,752","1,113",974,"2,231",520,942,991,392,573,0.0,43.0,0,16.0,0.0,"1,553","1,542","1,563","2,005","2,092","2,340","3,478"
2021,1,70,"16,144","2,002",836,682,"1,355",293,615,623,319,485,0.0,55.0,0,14.0,0.0,"1,024","1,047",936,"1,217","1,146","1,463","2,032"
2021,1,80,"9,071","1,169",551,447,761,225,416,473,221,234,0.0,23.0,0,8.0,0.0,544,540,521,691,583,672,992
2021,1,90,"1,562",170,98,71,126,40,84,110,53,56,0.0,1.0,0,0.0,0.0,95,90,83,138,100,116,131
2021,1,100,139,17,30,9,10,4,7,11,5,2,0.0,0.0,0,0.0,0.0,8,10,1,11,7,1,6
2021,2,총,"230,836","23,661","6,276","5,069","14,787","3,284","6,085","5,175","1,856","3,489",0.0,280.0,0,74.0,0.0,"10,492","16,922","13,371","20,731","24,083","32,260","42,941"
2021,2,0,"21,525","2,385",279,151,879,98,302,225,45,282,0.0,11.0,0,3.0,0.0,541,"1,594","1,134","1,903","2,528","4,350","4,815"
2021,2,10,"23,928","2,300",384,327,"1,359",122,474,285,88,222,0.0,21.0,0,9.0,0.0,709,"2,053","1,322","2,638","3,016","3,750","4,849"
2021,2,20,"26,820","2,604",589,513,"1,698",774,618,470,142,347,0.0,27.0,0,0.0,0.0,"1,507","2,098","1,734","2,159","2,936","3,512","5,092"
2021,2,30,"31,474","3,373",580,377,"1,335",411,598,412,103,375,0.0,25.0,0,5.0,0.0,"1,145","2,188","1,684","2,549","3,419","5,905","6,990"
2021,2,40,"39,554","3,531",701,527,"2,178",281,914,544,146,356,0.0,23.0,0,9.0,0.0,"1,513","3,133","2,080","4,184","4,645","6,260","8,529"
2021,2,50,"35,128","3,338","1,100",990,"2,828",508,"1,103","1,014",339,548,0.0,52.0,0,10.0,0.0,"1,856","2,583","2,285","3,226","3,524","3,853","5,971"
2021,2,60,"25,357","2,774","1,131",975,"2,257",519,948,"1,002",393,583,0.0,43.0,0,15.0,0.0,"1,551","1,566","1,579","2,006","2,150","2,355","3,510"
2021,2,70,"16,169","2,005",828,680,"1,354",296,614,623,321,481,0.0,53.0,0,15.0,0.0,"1,020","1,053",934,"1,221","1,159","1,468","2,044"
2021,2,80,"9,167","1,171",555,449,763,231,419,477,220,237,0.0,24.0,0,8.0,0.0,547,553,535,696,595,689,998
2021,2,90,"1,574",163,99,71,126,40,87,112,54,56,0.0,1.0,0,0.0,0.0,95,92,83,138,105,115,137
2021,2,100,140,17,30,9,10,4,8,11,5,2,0.0,0.0,0,0.0,0.0,8,9,1,11,6,3,6
2021,3,총,"230,973","23,577","6,122","4,910","14,736","3,246","6,076","5,150","1,836","3,461",0.0,272.0,0,74.0,0.0,"10,410","16,875","13,365","20,778","24,821","32,224","43,040"
2021,3,0,"21,447","2,373",279,147,867,97,298,226,41,274,0.0,11.0,0,3.0,0.0,541,"1,569","1,134","1,905","2,574","4,331","4,777"
2021,3,10,"23,975","2,307",384,326,"1,360",121,477,280,89,223,0.0,19.0,0,9.0,0.0,702,"2,054","1,309","2,624","3,072","3,756","4,863"
2021,3,20,"26,890","2,592",590,492,"1,705",766,608,463,143,346,0.0,26.0,0,0.0,0.0,"1,502","2,095","1,730","2,185","3,047","3,484","5,116"
2021,3,30,"31,545","3,359",576,373,"1,325",402,600,408,102,375,0.0,26.0,0,5.0,0.0,"1,148","2,161","1,664","2,555","3,599","5,879","6,988"
2021,3,40,"39,527","3,522",689,499,"2,161",279,914,541,145,343,0.0,21.0,0,10.0,0.0,"1,482","3,134","2,080","4,186","4,725","6,263","8,533"
