년도,월,나이,서울특별시 광진구,서울특별시 광진구 화양동,서울특별시 광진구 군자동,서울특별시 광진구 중곡제1동,서울특별시 광진구 중곡제2동,서울특별시 광진구 중곡제3동,서울특별시 광진구 중곡제4동,서울특별시 광진구 능동,서울특별시 광진구 광장동,서울특별시 광진구 자양제1동,서울특별시 광진구 자양제2동,서울특별시 광진구 자양제3동,서울특별시 광진구 자양제4동,서울특별시 광진구 구의제1동,서울특별시 광진구 구의제2동,서울특별시 광진구 구의제3동
2021,8,60,"43,829","1,725","2,460","2,192","2,958","2,437","4,542","1,284","3,150","2,923","3,752","3,648","3,022","2,528","3,607","3,601"
2021,8,70,"21,994","1,014","1,333","1,118","1,453","1,273","2,274",740,"1,438","1,519","1,642","1,629","1,574","1,379","1,907","1,701"
2021,8,80,"9,244",421,551,415,520,503,797,294,846,639,626,893,623,585,768,763
2021,8,90,"1,207",52,57,49,71,62,98,37,145,73,87,136,72,69,95,104
2021,8,100,75,3,3,2,2,6,13,2,5,1,5,5,2,16,5,5
2021,9,총,"341,112","23,032","19,714","15,582","21,555","16,248","28,754","11,356","34,833","22,390","24,858","28,171","17,589","21,671","26,628","28,731"
2021,9,0,"18,137",364,822,712,"1,077",709,"1,353",519,"3,003",906,"1,508","2,193",669,795,"1,702","1,805"
2021,9,10,"25,071",731,992,726,"1,340",889,"1,852",528,"5,472","1,481","1,806","2,577",855,"1,094","2,284","2,444"
2021,9,20,"62,072","10,030","4,530","2,855","3,791","2,633","4,329","2,335","4,041","4,289","3,705","3,835","2,795","4,703","3,685","4,516"
2021,9,30,"54,791","4,466","3,608","2,943","3,878","2,653","4,242","2,569","3,598","3,696","3,737","4,113","2,622","4,297","3,790","4,579"
2021,9,40,"50,806","2,161","2,539","2,094","2,976","2,214","3,983","1,617","7,486","3,313","3,886","4,469","2,331","3,097","4,257","4,383"
2021,9,50,"53,759","2,069","2,805","2,469","3,480","2,846","5,244","1,442","5,631","3,545","4,111","4,659","3,009","3,102","4,535","4,812"
2021,9,60,"43,901","1,726","2,464","2,190","2,957","2,445","4,558","1,280","3,168","2,926","3,739","3,667","3,036","2,532","3,596","3,617"
2021,9,70,"21,998","1,006","1,331","1,124","1,458","1,281","2,272",727,"1,439","1,519","1,647","1,617","1,576","1,383","1,915","1,703"
2021,9,80,"9,278",422,561,418,524,505,810,301,844,640,627,898,622,582,763,761
2021,9,90,"1,226",54,59,49,72,67,98,36,146,74,87,139,72,71,96,106
2021,9,100,73,3,3,2,2,6,13,2,5,1,5,4,2,15,5,5
2021,10,총,"340,814","23,020","19,669","15,516","21,576","16,219","28,700","11,335","34,817","22,333","24,782","28,142","17,802","21,636","26,603","28,664"
2021,10,0,"18,036",359,814,707,"1,083",698,"1,325",516,"2,977",892,"1,503","2,204",689,785,"1,699","1,785"
2021,10,10,"24,995",718,982,724,"1,340",889,"1,847",523,"5,484","1,476","1,784","2,556",858,"1,094","2,275","2,445"
2021,10,20,"61,881","10,022","4,514","2,828","3,768","2,625","4,337","2,323","4,031","4,258","3,679","3,813","2,833","4,693","3,682","4,475"
2021,10,30,"54,759","4,495","3,598","2,929","3,902","2,655","4,224","2,555","3,576","3,682","3,724","4,092","2,721","4,275","3,770","4,561"
2021,10,40,"50,620","2,125","2,520","2,077","2,984","2,198","3,962","1,600","7,442","3,304","3,861","4,470","2,355","3,104","4,252","4,366"
2021,10,50,"53,863","2,080","2,814","2,465","3,461","2,851","5,226","1,460","5,686","3,564","4,115","4,668","3,017","3,096","4,535","4,825"
2021,10,60,"44,019","1,728","2,484","2,183","2,980","2,441","4,574","1,284","3,184","2,923","3,740","3,685","3,041","2,542","3,601","3,629"
2021,10,70,"22,011","1,003","1,321","1,136","1,453","1,276","2,279",728,"1,444","1,514","1,653","1,615","1,595","1,372","1,921","1,701"
2021,10,80,"9,336",433,561,420,530,512,819,306,840,646,630,897,621,589,768,764
2021,10,90,"1,229",54,59,46,73,68,99,38,148,73,88,138,70,71,95,109
2021,10,100,65,3,2,1,2,6,8,2,5,1,5,4,2,15,5,4
2021,11,총,"340,339","23,020","19,633","15,497","21,476","16,175","28,609","11,311","34,764","22,345","24,684","28,123","17,908","21,594","26,547","28,653"
2021,11,0,"17,886",356,813,700,"1,065",701,"1,297",502,"2,965",889,"1,489","2,183",684,775,"1,686","1,781"
2021,11,10,"24,899",708,978,713,"1,326",877,"1,839",529,"5,466","1,480","1,779","2,554",852,"1,093","2,259","2,446"
2021,11,20,"61,717","10,057","4,493","2,819","3,744","2,600","4,322","2,318","4,024","4,235","3,650","3,802","2,871","4,661","3,661","4,460"
2021,11,30,"54,722","4,505","3,599","2,954","3,874","2,672","4,199","2,535","3,572","3,710","3,711","4,082","2,764","4,250","3,757","4,538"
2021,11,40,"50,498","2,111","2,517","2,072","2,973","2,188","3,935","1,603","7,386","3,309","3,844","4,463","2,375","3,105","4,231","4,386"
2021,11,50,"53,833","2,066","2,807","2,457","3,451","2,828","5,218","1,460","5,707","3,558","4,105","4,687","3,014","3,100","4,556","4,819"
2021,11,60,"44,120","1,728","2,485","2,178","2,974","2,456","4,581","1,291","3,204","2,935","3,729","3,688","3,066","2,552","3,610","3,643"
2021,11,70,"21,959",999,"1,319","1,129","1,461","1,269","2,282",723,"1,438","1,499","1,649","1,624","1,579","1,378","1,913","1,697"
2021,11,80,"9,406",431,562,428,533,511,828,310,850,654,634,898,629,594,775,769
2021,11,90,"1,238",56,58,46,73,69,100,38,147,75,90,139,72,70,95,110
2021,11,100,61,3,2,1,2,4,8,2,5,1,4,3,2,16,4,4
2021,12,총,"339,996","23,138","19,591","15,496","21,428","16,135","28,577","11,301","34,665","22,285","24,632","28,073","17,957","21,542","26,522","28,654"
2021,12,0,"17,744",349,813,701,"1,051",686,"1,286",504,"2,954",873,"1,480","2,189",674,757,"1,664","1,763"
2021,12,10,"24,774",702,960,716,"1,319",869,"1,816",526,"5,449","1,480","1,760","2,540",850,"1,088","2,263","2,436"
2021,12,20,"61,616","10,131","4,483","2,804","3,717","2,583","4,301","2,297","3,985","4,207","3,651","3,775","2,895","4,662","3,637","4,488"
2021,12,30,"54,715","4,542","3,605","2,965","3,868","2,672","4,189","2,553","3,552","3,704","3,703","4,057","2,781","4,244","3,751","4,529"
2021,12,40,"50,470","2,126","2,508","2,080","2,974","2,200","3,930","1,600","7,368","3,305","3,828","4,465","2,390","3,083","4,227","4,386"
2021,12,50,"53,801","2,068","2,795","2,455","3,458","2,821","5,221","1,453","5,695","3,554","4,096","4,686","3,007","3,102","4,573","4,817"
2021,12,60,"44,152","1,732","2,495","2,180","2,965","2,456","4,609","1,293","3,211","2,920","3,729","3,686","3,070","2,545","3,612","3,649"
2021,12,70,"21,933",995,"1,309","1,113","1,453","1,264","2,277",718,"1,440","1,510","1,649","1,628","1,581","1,385","1,914","1,697"
2021,12,80,"9,495",432,562,435,550,512,841,317,862,656,640,900,633,604,779,772
2021,12,90,"1,246",58,59,45,72,69,99,38,143,76,92,144,74,66,98,113
2021,12,100,50,3,2,2,1,3,8,2,6,0,4,3,2,6,4,4
