년도,월,나이,여주시,가남읍,점동면,흥천면,금사면,능서면,대신면,북내면,강천면,산북면,여흥동,중앙동,오학동,세종대왕면
2020,2,60,"17,288","2,385",982,"1,105",719,"1,259","1,532",953,828,570,"3,037","2,214","1,704",
2020,2,70,"10,100","1,318",660,684,447,848,"1,013",647,540,368,"1,546","1,149",880,
2020,2,80,"5,106",704,384,386,214,466,584,387,296,185,651,471,378,
2020,2,90,760,100,46,63,38,85,84,51,58,23,102,62,48,
2020,2,100,40,9,1,1,1,0,4,4,2,1,8,3,6,
2020,3,총,"111,083","15,505","4,633","5,009","2,973","6,432","7,121","4,929","4,154","2,563","22,050","18,534","17,180",
2020,3,0,"7,666","1,073",183,182,92,301,237,151,145,119,"1,682","1,442","2,059",
2020,3,10,"9,823","1,319",287,279,142,449,456,391,261,148,"2,069","2,312","1,710",
2020,3,20,"12,060","1,625",462,430,243,565,598,422,360,222,"2,829","2,341","1,963",
2020,3,30,"11,801","1,858",298,362,191,523,470,301,318,198,"2,633","2,020","2,629",
2020,3,40,"16,144","2,260",428,507,287,707,745,607,492,279,"3,587","3,223","3,022",
2020,3,50,"20,118","2,818",882,995,594,"1,224","1,389","1,003",844,446,"3,889","3,283","2,751",
2020,3,60,"17,438","2,412",997,"1,110",725,"1,265","1,540",963,841,573,"3,058","2,221","1,733",
2020,3,70,"10,115","1,327",662,697,445,845,"1,011",651,542,366,"1,538","1,154",877,
2020,3,80,"5,112",702,385,382,215,468,586,386,291,186,658,471,382,
2020,3,90,765,102,48,64,38,85,85,49,58,25,99,64,48,
2020,3,100,41,9,1,1,1,0,4,5,2,1,8,3,6,
2020,4,총,"111,198","15,547","4,623","5,022","2,969","6,415","7,118","4,928","4,169","2,563","22,019","18,559","17,266",
2020,4,0,"7,636","1,074",180,182,93,296,232,154,147,118,"1,647","1,441","2,072",
2020,4,10,"9,801","1,318",288,287,140,442,456,389,260,145,"2,062","2,311","1,703",
2020,4,20,"12,089","1,650",459,427,243,565,602,411,360,220,"2,821","2,351","1,980",
2020,4,30,"11,782","1,854",297,362,194,512,469,304,320,197,"2,615","2,028","2,630",
2020,4,40,"16,130","2,267",420,511,283,702,738,608,495,276,"3,574","3,210","3,046",
2020,4,50,"20,127","2,816",881,987,588,"1,222","1,384",998,846,452,"3,909","3,287","2,757",
2020,4,60,"17,544","2,421",999,"1,113",724,"1,271","1,551",973,849,575,"3,080","2,232","1,756",
2020,4,70,"10,144","1,333",663,704,451,848,"1,006",649,540,367,"1,540","1,160",883,
2020,4,80,"5,138",706,388,383,213,472,589,385,294,187,662,473,386,
2020,4,90,765,99,47,65,39,85,87,52,56,24,101,63,47,
2020,4,100,42,9,1,1,1,0,4,5,2,2,8,3,6,
2020,5,총,"111,234","15,589","4,626","5,030","2,975","6,411","7,112","4,917","4,145","2,555","21,987","18,576","17,311",
2020,5,0,"7,627","1,077",175,186,98,299,225,151,142,117,"1,637","1,433","2,087",
2020,5,10,"9,751","1,312",287,284,138,442,443,387,259,141,"2,060","2,304","1,694",
2020,5,20,"12,118","1,664",460,432,242,556,612,406,358,218,"2,808","2,367","1,995",
2020,5,30,"11,769","1,864",300,353,193,516,466,308,313,190,"2,595","2,039","2,632",
2020,5,40,"16,078","2,268",420,507,281,704,732,606,490,274,"3,556","3,188","3,052",
2020,5,50,"20,138","2,816",881,"1,000",588,"1,208","1,382",995,847,453,"3,918","3,300","2,750",
2020,5,60,"17,634","2,426","1,002","1,121",723,"1,279","1,560",978,843,581,"3,101","2,248","1,772",
2020,5,70,"10,143","1,341",666,697,455,847,"1,003",642,542,368,"1,531","1,160",891,
2020,5,80,"5,160",712,385,382,215,476,596,386,293,188,671,471,385,
2020,5,90,773,100,49,67,41,84,89,53,56,23,102,62,47,
2020,5,100,43,9,1,1,1,0,4,5,2,2,8,4,6,
2020,6,총,"111,341","15,604","4,609","5,042","2,987","6,413","7,124","4,901","4,178","2,560","22,018","18,596","17,309",
2020,6,0,"7,624","1,083",176,181,100,301,229,150,144,117,"1,628","1,431","2,084",
2020,6,10,"9,699","1,308",276,283,140,441,436,383,261,143,"2,057","2,288","1,683",
2020,6,20,"12,089","1,648",455,421,239,548,617,401,350,213,"2,830","2,383","1,984",
2020,6,30,"11,750","1,874",296,354,194,517,465,307,315,190,"2,582","2,036","2,620",
2020,6,40,"16,079","2,258",410,518,284,708,733,608,494,273,"3,557","3,187","3,049",
2020,6,50,"20,132","2,827",873,"1,002",589,"1,204","1,368",987,857,453,"3,909","3,310","2,753",
2020,6,60,"17,797","2,444","1,016","1,133",730,"1,282","1,578",980,857,591,"3,128","2,265","1,793",
2020,6,70,"10,176","1,342",670,697,454,856,"1,004",640,550,367,"1,540","1,153",903,
2020,6,80,"5,168",709,387,385,214,473,599,384,290,187,675,477,388,
2020,6,90,780,101,49,67,42,82,91,56,58,24,102,62,46,
2020,6,100,47,10,1,1,1,1,4,5,2,2,10,4,6,
2020,7,총,"111,400","15,621","4,603","5,044","2,997","6,426","7,116","4,913","4,175","2,563","22,009","18,588","17,345",
2020,7,0,"7,601","1,084",177,177,100,300,227,148,141,114,"1,618","1,435","2,080",
2020,7,10,"9,697","1,318",275,284,141,441,433,388,264,145,"2,047","2,276","1,685",
2020,7,20,"12,084","1,655",451,415,237,552,612,406,348,213,"2,837","2,386","1,972",
2020,7,30,"11,718","1,870",293,358,195,519,465,305,307,186,"2,571","2,023","2,626",
2020,7,40,"16,067","2,249",414,519,285,704,726,609,496,275,"3,542","3,181","3,067",
2020,7,50,"20,092","2,820",867,982,587,"1,199","1,363",992,857,458,"3,894","3,314","2,759",
2020,7,60,"17,924","2,460","1,026","1,151",731,"1,296","1,592",980,861,596,"3,146","2,274","1,811",
2020,7,70,"10,210","1,346",669,710,459,858,"1,000",634,549,366,"1,561","1,156",902,
2020,7,80,"5,182",709,381,382,218,477,603,389,292,184,680,476,391,
2020,7,90,778,100,49,65,43,79,91,57,58,24,103,63,46,
2020,7,100,47,10,1,1,1,1,4,5,2,2,10,4,6,
2020,8,총,"111,438","15,617","4,618","5,068","2,994","6,415","7,110","4,926","4,172","2,559","22,003","18,591","17,365",
2020,8,0,"7,581","1,061",183,179,99,296,227,155,144,111,"1,622","1,433","2,071",
2020,8,10,"9,634","1,323",265,285,142,442,424,382,256,145,"2,026","2,259","1,685",
2020,8,20,"12,116","1,660",459,413,234,551,614,410,352,214,"2,840","2,396","1,973",
2020,8,30,"11,679","1,852",292,363,191,519,461,305,307,176,"2,577","2,023","2,613",
2020,8,40,"16,027","2,248",413,520,283,706,721,610,488,279,"3,523","3,178","3,058",
2020,8,50,"20,091","2,830",866,981,590,"1,176","1,358",992,865,458,"3,897","3,309","2,769",
2020,8,60,"18,069","2,470","1,035","1,170",735,"1,310","1,607",990,859,599,"3,157","2,293","1,844",
2020,8,70,"10,184","1,353",662,706,457,856,"1,000",625,552,367,"1,558","1,150",898,
2020,8,80,"5,214",707,389,382,219,481,601,391,292,183,687,483,399,
2020,8,90,794,103,52,68,43,77,93,61,55,25,106,62,49,
2020,8,100,49,10,2,1,1,1,4,5,2,2,10,5,6,
2020,9,총,"111,512","15,632","4,653","5,064","3,005","6,397","7,114","4,915","4,188","2,556","22,017","18,604","17,367",
2020,9,0,"7,543","1,056",182,182,97,289,234,158,142,111,"1,611","1,424","2,057",
2020,9,10,"9,646","1,310",273,285,148,443,429,375,256,145,"2,030","2,259","1,693",
2020,9,20,"12,086","1,673",466,408,232,547,617,405,349,207,"2,831","2,386","1,965",
2020,9,30,"11,633","1,847",300,368,194,518,457,306,307,175,"2,577","2,009","2,575",
2020,9,40,"16,006","2,253",412,516,280,691,710,598,488,282,"3,518","3,194","3,064",
2020,9,50,"20,101","2,821",866,966,589,"1,153","1,354",995,869,458,"3,906","3,334","2,790",
2020,9,60,"18,211","2,492","1,045","1,178",745,"1,340","1,615",993,874,600,"3,168","2,300","1,861",
2020,9,70,"10,176","1,358",656,707,456,853,996,621,550,366,"1,561","1,144",908,
2020,9,80,"5,247",707,396,381,221,485,604,398,289,184,696,488,398,
2020,9,90,813,105,55,72,42,77,93,61,62,26,109,61,50,
2020,9,100,50,10,2,1,1,1,5,5,2,2,10,5,6,
2020,10,총,"111,605","15,624","4,658","5,090","3,023","6,401","7,091","4,907","4,183","2,547","22,043","18,632","17,406",
2020,10,0,"7,488","1,048",185,181,99,287,231,153,139,111,"1,596","1,416","2,042",
2020,10,10,"9,638","1,312",270,282,148,441,421,372,258,142,"2,037","2,256","1,699",
2020,10,20,"12,124","1,669",465,416,234,549,616,407,348,205,"2,839","2,395","1,981",
2020,10,30,"11,563","1,829",295,364,199,515,455,301,304,173,"2,558","2,012","2,558",
2020,10,40,"16,022","2,259",413,527,283,683,700,593,481,282,"3,541","3,194","3,066",
2020,10,50,"20,092","2,811",866,968,585,"1,151","1,346",997,870,457,"3,903","3,331","2,807",
2020,10,60,"18,338","2,512","1,053","1,191",752,"1,358","1,617",994,876,598,"3,181","2,323","1,883",
2020,10,70,"10,193","1,356",654,711,457,850,996,625,546,367,"1,571","1,142",918,
2020,10,80,"5,269",710,401,376,222,487,613,398,296,183,697,496,390,
2020,10,90,826,108,54,72,43,79,91,61,63,27,110,62,56,
2020,10,100,52,10,2,2,1,1,5,6,2,2,10,5,6,
2020,11,총,"111,636","15,634","4,661","5,115","3,018","6,399","7,064","4,909","4,169","2,536","22,007","18,642","17,482",
2020,11,0,"7,421","1,039",178,181,99,281,228,152,134,110,"1,576","1,407","2,036",
2020,11,10,"9,627","1,311",272,290,147,441,420,369,264,143,"2,014","2,247","1,709",
2020,11,20,"12,157","1,675",465,410,228,549,623,410,349,203,"2,839","2,422","1,984",
2020,11,30,"11,490","1,812",294,363,193,514,452,305,299,171,"2,530","1,999","2,558",
2020,11,40,"16,021","2,258",409,540,284,689,691,593,479,279,"3,548","3,184","3,067",
2020,11,50,"20,102","2,831",871,966,587,"1,139","1,335",999,857,453,"3,891","3,334","2,839",
2020,11,60,"18,450","2,520","1,060","1,191",760,"1,370","1,615","1,001",884,601,"3,201","2,343","1,904",
2020,11,70,"10,208","1,356",658,720,456,851,988,613,549,365,"1,591","1,142",919,
2020,11,80,"5,280",711,398,380,219,485,617,401,288,180,699,499,403,
2020,11,90,829,111,54,72,44,79,90,60,64,29,108,61,57,
2020,11,100,51,10,2,2,1,1,5,6,2,2,10,4,6,
2020,12,총,"111,897","15,607","4,664","5,121","2,995","6,400","7,075","4,896","4,184","2,544","21,881","18,541","17,989",
2020,12,0,"7,414","1,028",177,181,94,282,228,156,135,113,"1,552","1,395","2,073",
2020,12,10,"9,592","1,306",273,287,144,444,413,349,268,143,"1,998","2,203","1,764",
2020,12,20,"12,177","1,667",453,416,228,549,628,411,348,202,"2,799","2,413","2,063",
2020,12,30,"11,539","1,812",300,360,196,512,449,309,297,175,"2,506","1,986","2,637",
2020,12,40,"16,033","2,260",410,541,275,692,692,581,474,276,"3,529","3,151","3,152",
2020,12,50,"20,117","2,806",875,956,583,"1,139","1,332",996,863,454,"3,874","3,309","2,930",
2020,12,60,"18,622","2,541","1,066","1,207",752,"1,370","1,626","1,014",899,597,"3,206","2,371","1,973",
2020,12,70,"10,214","1,352",660,721,458,843,994,609,548,369,"1,587","1,146",927,
2020,12,80,"5,309",716,393,381,220,490,617,408,286,184,710,498,406,
2020,12,90,828,109,54,69,44,78,91,57,64,29,110,65,58,
2020,12,100,52,10,3,2,1,1,5,6,2,2,10,4,6,
2021,1,총,"112,044","15,588","4,641","5,109","3,000","6,384","7,067","4,898","4,181","2,550","21,884","18,509","18,233",
2021,1,0,"7,366","1,016",174,174,90,285,224,155,138,116,"1,542","1,379","2,073",
2021,1,10,"9,558","1,294",262,284,146,436,411,352,267,144,"1,979","2,191","1,792",
2021,1,20,"12,225","1,668",450,414,232,554,615,406,350,199,"2,829","2,407","2,101",
2021,1,30,"11,496","1,804",297,363,190,496,446,311,291,177,"2,480","1,979","2,662",
2021,1,40,"16,033","2,253",409,528,272,685,688,580,475,277,"3,540","3,129","3,197",
2021,1,50,"20,132","2,804",870,949,584,"1,139","1,334",998,857,454,"3,862","3,312","2,969",
2021,1,60,"18,754","2,560","1,070","1,217",760,"1,376","1,638","1,016",893,599,"3,235","2,381","2,009",
2021,1,70,"10,252","1,355",663,725,462,836,996,610,557,366,"1,577","1,156",949,
2021,1,80,"5,333",713,390,382,221,494,615,407,287,186,718,502,418,
2021,1,90,840,111,53,70,42,82,95,57,64,30,112,67,57,
2021,1,100,55,10,3,3,1,1,5,6,2,2,10,6,6,
2021,2,총,"112,129","15,587","4,655","5,108","2,986","6,379","7,030","4,930","4,206","2,546","21,831","18,508","18,363",
2021,2,0,"7,327","1,009",192,172,87,284,214,158,139,118,"1,522","1,366","2,066",
2021,2,10,"9,511","1,274",257,281,138,439,408,353,271,144,"1,964","2,178","1,804",
2021,2,20,"12,223","1,673",447,407,228,554,614,416,345,197,"2,814","2,412","2,116",
2021,2,30,"11,454","1,798",293,363,187,487,444,311,295,177,"2,456","1,985","2,658",
2021,2,40,"15,999","2,247",405,526,268,690,683,577,471,278,"3,518","3,113","3,223",
2021,2,50,"20,159","2,799",870,946,584,"1,126","1,311","1,010",869,449,"3,878","3,306","3,011",
2021,2,60,"18,897","2,580","1,079","1,227",764,"1,383","1,637","1,025",900,596,"3,246","2,415","2,045",
2021,2,70,"10,268","1,363",664,728,463,837,988,614,561,366,"1,583","1,147",954,
2021,2,80,"5,381",721,390,384,224,494,629,404,286,190,727,508,424,
2021,2,90,854,112,55,71,42,84,97,56,67,29,113,72,56,
2021,2,100,56,11,3,3,1,1,5,6,2,2,10,6,6,
2021,3,총,"111,903","15,507","4,664","5,100","2,987","6,349","6,969","4,904","4,195","2,517","21,736","18,517","18,458",
2021,3,0,"7,306","1,004",196,169,91,280,211,163,143,115,"1,506","1,360","2,068",
2021,3,10,"9,477","1,260",253,279,140,437,407,346,266,140,"1,960","2,159","1,830",
2021,3,20,"12,193","1,676",443,408,228,546,603,414,344,192,"2,813","2,422","2,104",
2021,3,30,"11,398","1,779",292,358,189,475,442,306,298,177,"2,442","1,968","2,672",
2021,3,40,"15,894","2,228",407,524,259,681,670,567,466,267,"3,478","3,097","3,250",
2021,3,50,"20,079","2,792",870,934,581,"1,116","1,287",998,866,439,"3,856","3,317","3,023",
2021,3,60,"19,076","2,603","1,092","1,241",768,"1,398","1,651","1,033",900,600,"3,267","2,451","2,072",
2021,3,70,"10,220","1,346",665,727,465,827,983,613,559,364,"1,564","1,153",954,
2021,3,80,"5,383",708,389,387,223,504,619,403,286,193,735,510,426,
2021,3,90,850,107,54,71,43,83,94,59,67,29,110,76,57,
2021,3,100,27,4,3,2,0,2,2,2,0,1,5,4,2,
2021,4,총,"111,913","15,504","4,683","5,100","2,964","6,334","6,991","4,903","4,212","2,529","21,694","18,478","18,521",
2021,4,0,"7,260",995,193,168,88,278,208,158,145,115,"1,489","1,351","2,072",
2021,4,10,"9,442","1,260",254,278,137,426,410,343,268,140,"1,958","2,140","1,828",
2021,4,20,"12,166","1,665",447,409,226,546,600,413,342,192,"2,788","2,420","2,118",
2021,4,30,"11,371","1,786",290,357,185,474,444,301,301,180,"2,433","1,960","2,660",
2021,4,40,"15,855","2,220",404,523,257,681,674,564,457,268,"3,462","3,077","3,268",
2021,4,50,"20,063","2,786",868,927,578,"1,103","1,277",992,877,434,"3,863","3,321","3,037",
2021,4,60,"19,233","2,623","1,110","1,253",764,"1,408","1,671","1,051",910,609,"3,283","2,462","2,089",
2021,4,70,"10,213","1,353",667,722,463,827,985,617,558,365,"1,552","1,149",955,
2021,4,80,"5,426",707,393,387,223,505,623,403,285,196,752,518,434,
2021,4,90,856,105,53,74,43,84,97,60,69,29,108,76,58,
2021,4,100,28,4,4,2,0,2,2,1,0,1,6,4,2,
2021,5,총,"111,939","15,457","4,705","5,096","2,991","6,306","6,984","4,900","4,200","2,521","21,706","18,530","18,543",
2021,5,0,"7,208",976,194,175,88,273,207,158,144,114,"1,475","1,356","2,048",
2021,5,10,"9,442","1,271",251,278,141,426,407,337,265,134,"1,957","2,139","1,836",
2021,5,20,"12,143","1,660",442,398,231,540,606,414,335,194,"2,788","2,427","2,108",
2021,5,30,"11,346","1,770",299,360,183,468,440,295,299,177,"2,423","1,972","2,660",
2021,5,40,"15,826","2,205",405,520,260,684,665,567,453,265,"3,454","3,076","3,272",
2021,5,50,"20,049","2,789",862,920,577,"1,088","1,284",991,874,433,"3,868","3,322","3,041",
2021,5,60,"19,382","2,622","1,125","1,256",776,"1,413","1,672","1,055",925,611,"3,320","2,486","2,121",
2021,5,70,"10,199","1,349",676,728,464,815,974,616,553,365,"1,551","1,149",959,
2021,5,80,"5,461",708,391,386,226,516,628,405,286,199,756,521,439,
2021,5,90,854,103,56,73,45,82,99,61,66,28,107,78,56,
2021,5,100,29,4,4,2,0,1,2,1,0,1,7,4,3,
2021,6,총,"112,177","15,438","4,705","5,103","2,986","6,301","6,992","4,899","4,218","2,627","21,708","18,570","18,630",
2021,6,0,"7,167",961,199,174,90,270,202,153,139,115,"1,465","1,343","2,056",
2021,6,10,"9,518","1,261",248,270,139,423,410,332,265,207,"1,958","2,151","1,854",
2021,6,20,"12,200","1,650",443,399,232,538,625,420,338,219,"2,787","2,440","2,109",
2021,6,30,"11,308","1,751",291,361,182,464,428,293,300,183,"2,423","1,966","2,666",
2021,6,40,"15,816","2,199",407,517,261,687,661,568,454,259,"3,452","3,062","3,289",
2021,6,50,"20,018","2,795",861,919,558,"1,077","1,273",977,880,436,"3,850","3,343","3,049",
2021,6,60,"19,561","2,643","1,126","1,272",791,"1,430","1,689","1,069",939,618,"3,337","2,508","2,139",
2021,6,70,"10,212","1,353",672,728,460,814,982,619,551,360,"1,560","1,145",968,
2021,6,80,"5,487",716,396,389,228,514,621,402,285,201,763,531,441,
2021,6,90,861,105,58,72,45,83,99,65,67,28,106,77,56,
2021,6,100,29,4,4,2,0,1,2,1,0,1,7,4,3,
2021,7,총,"112,203","15,363","4,740","5,127","2,984","6,304","6,998","4,885","4,226","2,651","21,688","18,571","18,666",
2021,7,0,"7,104",943,196,175,88,264,203,148,141,116,"1,443","1,340","2,047",
2021,7,10,"9,536","1,240",253,274,139,427,410,333,260,224,"1,957","2,145","1,874",
2021,7,20,"12,185","1,647",451,405,225,542,628,415,339,219,"2,780","2,435","2,099",
2021,7,30,"11,272","1,735",288,355,186,466,423,291,306,186,"2,407","1,957","2,672",
2021,7,40,"15,787","2,184",419,518,259,691,662,556,451,255,"3,441","3,059","3,292",
2021,7,50,"20,003","2,771",862,922,556,"1,068","1,263",982,880,430,"3,863","3,355","3,051",
2021,7,60,"19,673","2,657","1,141","1,286",795,"1,442","1,695","1,067",942,631,"3,349","2,513","2,155",
2021,7,70,"10,225","1,351",670,727,462,811,985,620,554,361,"1,565","1,143",976,
2021,7,80,"5,527",726,395,390,229,513,628,405,288,198,769,544,442,
2021,7,90,861,105,61,73,45,79,99,67,65,30,107,76,54,
2021,7,100,30,4,4,2,0,1,2,1,0,1,7,4,4,
2021,8,총,"112,289","15,366","4,740","5,122","2,995","6,295","7,004","4,895","4,235","2,611","21,729","18,623","18,674",
2021,8,0,"7,063",932,193,179,86,262,202,143,137,112,"1,441","1,345","2,031",
2021,8,10,"9,521","1,239",252,266,142,425,411,332,261,209,"1,943","2,153","1,888",
2021,8,20,"12,152","1,652",450,402,222,537,625,413,338,211,"2,783","2,440","2,079",
2021,8,30,"11,231","1,709",283,352,191,464,432,290,306,180,"2,391","1,968","2,665",
2021,8,40,"15,771","2,190",415,518,256,685,653,556,450,250,"3,452","3,046","3,300",
2021,8,50,"20,046","2,764",867,918,563,"1,069","1,266",998,880,431,"3,878","3,360","3,052",
2021,8,60,"19,794","2,689","1,150","1,290",793,"1,444","1,705","1,068",960,629,"3,369","2,527","2,170",
2021,8,70,"10,238","1,348",666,724,462,811,979,620,550,361,"1,576","1,155",986,
2021,8,80,"5,568",728,395,396,235,518,628,408,290,196,782,547,445,
2021,8,90,874,110,65,75,45,79,101,66,63,31,107,78,54,
2021,8,100,31,5,4,2,0,1,2,1,0,1,7,4,4,
2021,9,총,"112,151","15,340","4,754","5,087","2,977","6,296","6,987","4,905","4,237","2,553","21,726","18,605","18,684",
2021,9,0,"6,997",919,190,175,91,261,202,143,136,110,"1,440","1,325","2,005",
2021,9,10,"9,453","1,233",250,260,135,423,404,330,259,167,"1,953","2,147","1,892",
2021,9,20,"12,075","1,659",447,385,219,534,618,418,332,206,"2,755","2,440","2,062",
2021,9,30,"11,185","1,697",283,354,188,470,428,286,307,178,"2,394","1,938","2,662",
2021,9,40,"15,765","2,191",421,507,252,677,655,555,447,245,"3,453","3,044","3,318",
2021,9,50,"20,060","2,755",873,903,559,"1,073","1,257",997,881,422,"3,889","3,372","3,079",
2021,9,60,"19,902","2,695","1,157","1,299",795,"1,450","1,713","1,080",971,634,"3,374","2,551","2,183",
2021,9,70,"10,177","1,339",666,725,455,807,972,614,547,362,"1,564","1,156",970,
2021,9,80,"5,613",736,397,400,237,520,634,413,291,197,790,548,450,
2021,9,90,893,111,66,77,46,80,102,68,66,31,107,80,59,
2021,9,100,31,5,4,2,0,1,2,1,0,1,7,4,4,
2021,10,총,"112,260","15,342","4,778","5,066","2,972","6,301","6,986","4,939","4,269","2,537","21,757","18,598","18,715",
2021,10,0,"6,946",914,192,167,87,259,199,139,138,107,"1,438","1,317","1,989",
2021,10,10,"9,461","1,229",253,257,131,431,406,348,257,156,"1,951","2,141","1,901",
2021,10,20,"12,039","1,656",456,379,219,525,614,420,337,197,"2,745","2,430","2,061",
2021,10,30,"11,173","1,691",282,353,187,474,431,286,309,172,"2,402","1,934","2,652",
2021,10,40,"15,761","2,183",426,501,245,680,651,563,454,252,"3,451","3,033","3,322",
2021,10,50,"20,069","2,768",867,903,551,"1,067","1,249","1,001",886,416,"3,888","3,394","3,079",
2021,10,60,"20,051","2,703","1,163","1,303",811,"1,459","1,720","1,084",980,643,"3,412","2,560","2,213",
2021,10,70,"10,182","1,340",672,720,455,805,973,612,551,364,"1,559","1,151",980,
2021,10,80,"5,650",744,398,406,238,520,635,418,292,196,796,555,452,
2021,10,90,897,109,66,75,48,80,105,67,65,33,108,79,62,
2021,10,100,31,5,3,2,0,1,3,1,0,1,7,4,4,
2021,11,총,"112,199","15,342","4,778","5,079","2,954","6,271","6,965","4,931","4,285","2,548","21,770","18,582","18,694",
2021,11,0,"6,885",905,188,170,84,253,197,141,135,106,"1,431","1,299","1,976",
2021,11,10,"9,449","1,233",250,254,127,426,408,347,261,158,"1,955","2,127","1,903",
2021,11,20,"11,992","1,644",452,380,210,518,612,422,339,191,"2,716","2,435","2,073",
2021,11,30,"11,137","1,697",284,349,186,472,425,287,311,171,"2,385","1,940","2,630",
2021,11,40,"15,767","2,186",421,499,245,675,655,562,460,261,"3,457","3,028","3,318",
2021,11,50,"20,050","2,771",865,906,550,"1,063","1,227",993,884,419,"3,905","3,392","3,075",
2021,11,60,"20,168","2,710","1,175","1,317",814,"1,466","1,730","1,084",986,640,"3,450","2,574","2,222",
2021,11,70,"10,165","1,342",674,717,448,798,972,607,554,369,"1,564","1,147",973,
2021,11,80,"5,669",741,399,410,244,520,634,422,291,199,793,555,461,
2021,11,90,889,109,67,75,46,79,102,66,64,33,109,80,59,
2021,11,100,28,4,3,2,0,1,3,0,0,1,5,5,4,
2021,12,총,"112,150","15,272","4,773","5,080","2,954",0,"6,964","4,907","4,289","2,536","21,775","18,626","18,700","6,274"
2021,12,0,"6,845",890,194,169,86,0,195,138,134,105,"1,419","1,307","1,957",251
2021,12,10,"9,405","1,217",238,250,128,0,403,340,254,149,"1,957","2,136","1,908",425
2021,12,20,"11,956","1,629",449,391,206,0,608,422,336,189,"2,698","2,426","2,076",526
2021,12,30,"11,129","1,703",289,345,188,0,424,285,308,171,"2,373","1,940","2,630",473
2021,12,40,"15,713","2,161",424,498,249,0,647,552,455,259,"3,460","3,029","3,311",668
2021,12,50,"20,087","2,762",861,908,552,0,"1,230",991,885,419,"3,914","3,417","3,084","1,064"
2021,12,60,"20,212","2,714","1,177","1,313",813,0,"1,745","1,086",995,638,"3,465","2,572","2,232","1,462"
2021,12,70,"10,163","1,340",671,717,440,0,966,604,560,370,"1,568","1,156",978,793
2021,12,80,"5,708",742,397,411,245,0,641,422,296,200,804,560,457,533
2021,12,90,906,110,71,75,47,0,103,67,66,35,112,79,63,78
2021,12,100,26,4,2,3,0,0,2,0,0,1,5,4,4,1
