년도,월,나이,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2020,7,총,"194,573","11,193","14,859","13,443","11,892","7,539","8,617","15,027","7,851","11,302","4,876","17,696","6,566","4,503","8,250","7,404","12,002","18,941","12,612"
2020,7,0,"15,062",670,"1,491","1,445",940,642,670,"1,117",597,960,291,"1,409",272,149,694,211,525,"2,241",738
2020,7,10,"19,975",843,"1,630","1,560","1,177",572,"1,132","1,547",972,"1,568",280,"2,276",378,293,813,456,842,"2,568","1,068"
2020,7,20,"25,931","1,551","1,848","1,548","1,640",925,"1,331","2,431","1,085","1,619",675,"2,344",851,549,"1,210",948,"1,418","2,167","1,791"
2020,7,30,"23,190","1,522","1,783","1,449","1,441","1,081",973,"2,130",841,"1,120",717,"1,824",907,511,"1,058",709,"1,188","2,325","1,611"
2020,7,40,"31,610","1,712","2,443","2,253","1,960","1,301","1,451","2,245","1,155","1,861",704,"3,010",968,645,"1,305","1,079","1,819","3,735","1,964"
2020,7,50,"33,705","1,852","2,596","2,231","2,084","1,250","1,555","2,609","1,421","2,060",787,"3,175","1,210",883,"1,429","1,453","2,170","2,721","2,219"
2020,7,60,"26,755","1,686","1,754","1,760","1,528","1,131",853,"1,741","1,011","1,274",857,"2,272","1,135",822,"1,167","1,376","2,352","1,965","2,071"
2020,7,70,"13,487","1,010",948,867,797,481,399,802,500,573,413,"1,040",650,488,487,850,"1,296",966,920
2020,7,80,"4,447",319,333,301,296,139,222,378,240,243,143,313,181,149,79,294,359,238,220
2020,7,90,368,21,31,28,26,15,30,27,29,24,9,30,12,12,7,18,27,13,9
2020,7,100,43,7,2,1,3,2,1,0,0,0,0,3,2,2,1,10,6,2,1
2020,8,총,"194,137","11,162","14,871","13,428","11,896","7,529","8,594","14,970","7,821","11,272","4,876","17,667","6,526","4,494","8,228","7,365","11,939","18,948","12,551"
2020,8,0,"14,974",677,"1,486","1,448",944,640,669,"1,099",588,952,290,"1,406",265,149,681,204,521,"2,226",729
2020,8,10,"19,901",836,"1,624","1,555","1,175",574,"1,124","1,531",966,"1,574",277,"2,256",372,293,814,449,830,"2,581","1,070"
2020,8,20,"25,879","1,545","1,859","1,538","1,648",915,"1,339","2,424","1,078","1,610",669,"2,343",842,548,"1,202",939,"1,418","2,177","1,785"
2020,8,30,"23,029","1,503","1,765","1,447","1,443","1,069",955,"2,112",836,"1,117",726,"1,820",910,505,"1,051",704,"1,159","2,325","1,582"
2020,8,40,"31,489","1,718","2,453","2,258","1,944","1,310","1,446","2,232","1,151","1,841",708,"2,994",951,642,"1,302","1,068","1,797","3,720","1,954"
2020,8,50,"33,592","1,841","2,606","2,223","2,085","1,244","1,549","2,601","1,421","2,056",774,"3,180","1,199",882,"1,421","1,443","2,140","2,715","2,212"
2020,8,60,"26,860","1,693","1,760","1,758","1,526","1,128",849,"1,763","1,017","1,277",867,"2,275","1,139",821,"1,176","1,385","2,373","1,988","2,065"
2020,8,70,"13,532","1,004",954,868,796,491,412,807,493,578,412,"1,044",653,491,491,848,"1,306",960,924
2020,8,80,"4,471",316,332,304,306,141,221,373,242,244,144,317,180,149,82,297,363,240,220
2020,8,90,366,22,30,27,26,15,29,28,29,23,9,29,13,12,7,18,26,14,9
2020,8,100,44,7,2,2,3,2,1,0,0,0,0,3,2,2,1,10,6,2,1
2020,9,총,"193,893","11,123","14,849","13,449","12,062","7,523","8,564","14,943","7,776","11,240","4,868","17,623","6,518","4,473","8,205","7,337","11,907","18,945","12,488"
2020,9,0,"14,884",668,"1,482","1,450",967,626,654,"1,089",573,953,291,"1,405",264,143,677,198,520,"2,212",712
2020,9,10,"19,861",838,"1,608","1,560","1,199",579,"1,125","1,524",958,"1,563",277,"2,241",370,290,814,439,830,"2,585","1,061"
2020,9,20,"25,809","1,549","1,852","1,532","1,663",902,"1,334","2,404","1,080","1,610",668,"2,332",842,547,"1,193",943,"1,398","2,175","1,785"
2020,9,30,"22,978","1,481","1,772","1,450","1,467","1,085",950,"2,117",824,"1,111",720,"1,816",910,489,"1,050",703,"1,155","2,321","1,557"
2020,9,40,"31,396","1,714","2,453","2,265","1,969","1,306","1,440","2,224","1,136","1,836",703,"2,977",936,649,"1,284","1,057","1,779","3,724","1,944"
2020,9,50,"33,531","1,830","2,580","2,224","2,114","1,245","1,546","2,604","1,418","2,045",777,"3,191","1,192",872,"1,418","1,433","2,131","2,698","2,213"
2020,9,60,"27,003","1,694","1,783","1,766","1,554","1,126",852,"1,772","1,023","1,274",868,"2,278","1,151",827,"1,187","1,385","2,393","2,005","2,065"
2020,9,70,"13,524","1,003",951,866,792,493,415,806,495,575,409,"1,038",654,493,490,855,"1,303",966,920
2020,9,80,"4,499",317,335,307,310,144,219,374,239,250,146,314,183,149,84,297,366,244,221
2020,9,90,364,22,31,27,24,15,28,29,30,23,9,28,14,12,7,17,26,13,9
2020,9,100,44,7,2,2,3,2,1,0,0,0,0,3,2,2,1,10,6,2,1
2020,10,총,"193,899","11,057","14,870","13,501","12,377","7,520","8,539","14,914","7,766","11,193","4,830","17,601","6,515","4,456","8,164","7,299","11,871","18,962","12,464"
2020,10,0,"14,847",659,"1,488","1,457","1,029",613,634,"1,081",571,940,288,"1,389",263,139,670,200,519,"2,209",698
2020,10,10,"19,782",828,"1,610","1,563","1,218",593,"1,116","1,510",958,"1,555",273,"2,233",368,290,800,424,824,"2,564","1,055"
2020,10,20,"25,799","1,541","1,853","1,541","1,688",896,"1,325","2,412","1,078","1,606",658,"2,343",833,552,"1,190",931,"1,380","2,190","1,782"
2020,10,30,"22,909","1,477","1,776","1,449","1,533","1,076",957,"2,096",809,"1,090",704,"1,797",902,486,"1,034",699,"1,159","2,316","1,549"
2020,10,40,"31,338","1,690","2,436","2,277","2,026","1,309","1,416","2,217","1,136","1,826",706,"2,973",938,632,"1,281","1,043","1,769","3,726","1,937"
2020,10,50,"33,573","1,829","2,595","2,238","2,164","1,249","1,554","2,600","1,412","2,040",773,"3,186","1,187",870,"1,417","1,431","2,111","2,712","2,205"
2020,10,60,"27,175","1,688","1,787","1,770","1,581","1,127",868,"1,791","1,034","1,282",867,"2,297","1,163",830,"1,183","1,395","2,407","2,022","2,083"
2020,10,70,"13,526","1,001",955,864,803,496,419,801,490,577,403,"1,041",658,491,492,852,"1,294",966,923
2020,10,80,"4,537",314,338,312,309,144,220,375,247,254,148,310,187,152,89,298,376,242,222
2020,10,90,369,23,30,28,23,15,29,31,31,23,10,29,14,12,7,16,26,13,9
2020,10,100,44,7,2,2,3,2,1,0,0,0,0,3,2,2,1,10,6,2,1
2020,11,총,"193,777","11,023","14,850","13,517","12,571","7,527","8,529","14,904","7,725","11,135","4,826","17,577","6,484","4,445","8,159","7,279","11,843","18,964","12,419"
2020,11,0,"14,755",653,"1,483","1,463","1,063",608,626,"1,076",557,925,285,"1,371",260,133,674,195,517,"2,190",676
2020,11,10,"19,764",822,"1,595","1,560","1,233",599,"1,109","1,497",954,"1,554",275,"2,244",360,286,808,412,818,"2,573","1,065"
2020,11,20,"25,773","1,537","1,863","1,528","1,708",897,"1,334","2,404","1,083","1,580",653,"2,336",822,555,"1,173",942,"1,363","2,201","1,794"
2020,11,30,"22,835","1,479","1,761","1,483","1,563","1,060",961,"2,107",795,"1,077",697,"1,789",895,480,"1,023",696,"1,146","2,292","1,531"
2020,11,40,"31,297","1,667","2,426","2,270","2,071","1,319","1,401","2,213","1,130","1,810",719,"2,967",933,629,"1,287","1,032","1,766","3,728","1,929"
2020,11,50,"33,517","1,820","2,591","2,228","2,188","1,252","1,556","2,593","1,407","2,049",759,"3,165","1,184",871,"1,411","1,437","2,096","2,719","2,191"
2020,11,60,"27,307","1,696","1,801","1,775","1,597","1,137",875,"1,805","1,039","1,284",875,"2,324","1,163",837,"1,186","1,388","2,413","2,027","2,085"
2020,11,70,"13,547","1,001",960,862,809,491,421,797,485,578,404,"1,042",661,488,496,847,"1,311",976,918
2020,11,80,"4,575",318,338,318,315,147,215,381,245,255,149,308,190,153,93,305,380,243,222
2020,11,90,363,23,30,28,21,15,30,31,30,23,10,28,14,11,7,15,27,13,7
2020,11,100,44,7,2,2,3,2,1,0,0,0,0,3,2,2,1,10,6,2,1
2020,12,총,"193,618","10,969","14,836","13,571","12,782","7,543","8,522","14,888","7,696","11,156","4,820","17,525","6,442","4,416","8,118","7,235","11,778","18,954","12,367"
2020,12,0,"14,753",640,"1,474","1,488","1,089",609,623,"1,083",553,932,285,"1,370",256,132,668,191,508,"2,180",672
2020,12,10,"19,727",820,"1,608","1,562","1,265",603,"1,097","1,490",962,"1,552",269,"2,227",357,285,804,404,800,"2,561","1,061"
2020,12,20,"25,733","1,516","1,847","1,518","1,751",897,"1,343","2,403","1,072","1,575",650,"2,324",812,547,"1,163",942,"1,356","2,229","1,788"
2020,12,30,"22,796","1,496","1,755","1,500","1,585","1,062",953,"2,116",791,"1,092",690,"1,793",880,477,"1,013",689,"1,136","2,266","1,502"
2020,12,40,"31,223","1,646","2,414","2,277","2,108","1,317","1,405","2,203","1,119","1,805",717,"2,953",929,623,"1,284","1,026","1,741","3,727","1,929"
2020,12,50,"33,395","1,807","2,593","2,215","2,220","1,250","1,556","2,572","1,395","2,043",765,"3,143","1,171",861,"1,395","1,422","2,085","2,726","2,176"
2020,12,60,"27,396","1,688","1,819","1,797","1,611","1,146",872,"1,810","1,037","1,297",877,"2,328","1,170",843,"1,187","1,389","2,419","2,029","2,077"
2020,12,70,"13,582","1,008",956,862,815,492,428,797,493,579,406,"1,044",656,483,502,841,"1,316",976,928
2020,12,80,"4,597",318,338,321,313,149,214,381,244,257,152,311,196,151,94,306,382,244,226
2020,12,90,370,23,30,29,22,16,30,32,30,24,9,29,13,12,7,15,29,13,7
2020,12,100,46,7,2,2,3,2,1,1,0,0,0,3,2,2,1,10,6,3,1
2021,1,총,"193,341","10,914","14,867","13,629","12,871","7,557","8,531","14,881","7,683","11,137","4,832","17,423","6,409","4,395","8,096","7,185","11,699","18,899","12,333"
2021,1,0,"14,672",634,"1,493","1,496","1,097",605,623,"1,079",545,923,287,"1,342",250,131,660,188,498,"2,149",672
2021,1,10,"19,661",814,"1,611","1,569","1,274",616,"1,089","1,491",952,"1,532",272,"2,212",353,282,794,400,793,"2,558","1,049"
2021,1,20,"25,643","1,513","1,828","1,523","1,755",895,"1,344","2,403","1,069","1,576",641,"2,302",811,538,"1,154",928,"1,339","2,238","1,786"
2021,1,30,"22,755","1,480","1,757","1,509","1,594","1,056",960,"2,107",791,"1,122",694,"1,788",878,472,"1,003",678,"1,126","2,246","1,494"
2021,1,40,"31,112","1,632","2,422","2,295","2,132","1,324","1,397","2,200","1,115","1,783",704,"2,915",924,629,"1,288","1,010","1,722","3,697","1,923"
2021,1,50,"33,355","1,798","2,589","2,196","2,246","1,259","1,559","2,557","1,394","2,031",770,"3,137","1,163",851,"1,395","1,419","2,075","2,749","2,167"
2021,1,60,"27,485","1,687","1,835","1,808","1,620","1,141",882,"1,829","1,041","1,310",889,"2,331","1,160",847,"1,196","1,389","2,412","2,023","2,085"
2021,1,70,"13,595","1,002",956,874,814,495,425,799,496,575,412,"1,049",658,477,504,841,"1,314",983,921
2021,1,80,"4,636",323,344,326,313,147,218,383,250,262,153,315,196,154,93,307,386,239,227
2021,1,90,381,24,30,31,23,17,33,32,30,23,10,29,14,12,8,15,28,14,8
2021,1,100,46,7,2,2,3,2,1,1,0,0,0,3,2,2,1,10,6,3,1
2021,2,총,"193,072","10,884","14,887","13,657","12,895","7,565","8,540","14,865","7,667","11,148","4,811","17,369","6,364","4,399","8,074","7,172","11,657","18,833","12,285"
2021,2,0,"14,628",636,"1,504","1,496","1,095",605,631,"1,074",535,930,284,"1,337",247,133,652,186,486,"2,131",666
2021,2,10,"19,554",810,"1,603","1,568","1,271",621,"1,071","1,489",950,"1,518",281,"2,219",343,278,797,394,784,"2,526","1,031"
2021,2,20,"25,434","1,488","1,828","1,525","1,740",891,"1,341","2,369","1,059","1,568",628,"2,263",800,545,"1,139",931,"1,319","2,215","1,785"
2021,2,30,"22,633","1,474","1,739","1,505","1,594","1,056",952,"2,111",776,"1,139",682,"1,781",875,473,993,675,"1,113","2,217","1,478"
2021,2,40,"31,157","1,640","2,430","2,311","2,146","1,339","1,411","2,196","1,119","1,782",709,"2,908",913,626,"1,293",999,"1,715","3,695","1,925"
2021,2,50,"33,345","1,798","2,598","2,197","2,251","1,259","1,557","2,566","1,397","2,026",768,"3,137","1,157",848,"1,389","1,408","2,078","2,758","2,153"
2021,2,60,"27,572","1,684","1,849","1,823","1,637","1,133",892,"1,849","1,051","1,323",879,"2,335","1,152",850,"1,199","1,397","2,408","2,031","2,080"
2021,2,70,"13,624",992,962,871,819,492,430,798,494,572,417,"1,042",661,473,507,843,"1,328",996,927
2021,2,80,"4,693",331,341,328,316,148,222,380,256,267,152,314,200,159,96,314,392,246,231
2021,2,90,386,24,31,32,22,19,32,32,30,23,11,30,14,12,8,15,28,15,8
2021,2,100,46,7,2,1,4,2,1,1,0,0,0,3,2,2,1,10,6,3,1
2021,3,총,"192,576","10,879","14,855","13,644","12,916","7,564","8,506","14,865","7,632","11,131","4,822","17,325","6,303","4,342","8,040","7,152","11,581","18,785","12,234"
2021,3,0,"14,549",639,"1,497","1,490","1,101",605,623,"1,070",531,927,286,"1,323",240,131,647,189,483,"2,108",659
2021,3,10,"19,453",797,"1,591","1,568","1,286",610,"1,064","1,473",940,"1,512",277,"2,212",333,276,791,388,772,"2,535","1,028"
2021,3,20,"25,323","1,473","1,820","1,511","1,749",895,"1,328","2,367","1,039","1,565",631,"2,258",803,541,"1,124",921,"1,322","2,199","1,777"
2021,3,30,"22,565","1,465","1,736","1,490","1,592","1,045",954,"2,136",782,"1,136",686,"1,772",861,464,987,683,"1,099","2,211","1,466"
2021,3,40,"31,002","1,636","2,427","2,318","2,128","1,335","1,402","2,181","1,104","1,770",707,"2,877",911,616,"1,288",984,"1,698","3,678","1,942"
2021,3,50,"33,248","1,816","2,588","2,192","2,248","1,267","1,550","2,553","1,392","2,026",769,"3,139","1,136",841,"1,387","1,406","2,061","2,755","2,122"
2021,3,60,"27,669","1,688","1,852","1,836","1,649","1,145",897,"1,867","1,067","1,333",884,"2,351","1,156",838,"1,196","1,404","2,399","2,032","2,075"
2021,3,70,"13,643",996,966,875,821,494,433,799,495,572,414,"1,051",647,471,515,841,"1,325","1,004",924
2021,3,80,"4,715",337,345,331,317,146,222,385,252,268,157,310,203,156,96,317,396,247,230
2021,3,90,382,24,32,32,21,20,32,33,30,21,11,30,12,8,8,17,26,15,10
2021,3,100,27,8,1,1,4,2,1,1,0,1,0,2,1,0,1,2,0,1,1
2021,4,총,"192,392","10,850","14,841","13,635","12,966","7,564","8,510","14,871","7,621","11,110","4,833","17,293","6,282","4,319","8,021","7,119","11,576","18,761","12,220"
2021,4,0,"14,467",631,"1,492","1,485","1,100",604,617,"1,059",533,928,285,"1,318",238,132,643,187,470,"2,089",656
2021,4,10,"19,400",795,"1,593","1,564","1,282",607,"1,065","1,465",940,"1,502",275,"2,209",330,275,798,383,774,"2,531","1,012"
2021,4,20,"25,226","1,461","1,814","1,499","1,749",888,"1,321","2,379","1,036","1,546",629,"2,247",798,544,"1,104",914,"1,327","2,200","1,770"
2021,4,30,"22,520","1,472","1,729","1,482","1,608","1,053",966,"2,134",774,"1,134",681,"1,760",845,461,978,680,"1,089","2,210","1,464"
2021,4,40,"31,012","1,618","2,431","2,319","2,137","1,327","1,396","2,186","1,107","1,772",707,"2,881",923,603,"1,297",984,"1,694","3,673","1,957"
2021,4,50,"33,186","1,816","2,578","2,191","2,259","1,275","1,554","2,553","1,380","2,023",778,"3,133","1,128",829,"1,379","1,393","2,060","2,753","2,104"
2021,4,60,"27,765","1,692","1,865","1,852","1,664","1,145",896,"1,871","1,072","1,340",892,"2,346","1,156",842,"1,201","1,406","2,408","2,033","2,084"
2021,4,70,"13,652",991,963,878,817,496,437,804,493,568,419,"1,057",648,472,513,833,"1,328","1,010",925
2021,4,80,"4,748",341,344,331,324,146,225,384,256,274,156,313,203,153,99,320,398,246,235
2021,4,90,389,25,31,33,22,21,32,35,30,22,11,27,12,8,8,17,28,15,12
2021,4,100,27,8,1,1,4,2,1,1,0,1,0,2,1,0,1,2,0,1,1
2021,5,총,"192,102","10,790","14,756","13,636","12,995","7,570","8,516","14,868","7,636","11,103","4,810","17,257","6,261","4,314","8,026","7,050","11,538","18,778","12,198"
2021,5,0,"14,402",619,"1,490","1,501","1,086",598,615,"1,061",531,918,283,"1,310",230,134,647,183,460,"2,082",654
2021,5,10,"19,339",796,"1,588","1,557","1,284",613,"1,058","1,448",936,"1,501",271,"2,204",324,275,795,378,770,"2,534","1,007"
2021,5,20,"25,093","1,453","1,787","1,488","1,737",879,"1,320","2,373","1,041","1,538",629,"2,239",794,537,"1,099",899,"1,319","2,204","1,757"
