년도,월,나이,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2020,4,20,"19,032","1,166",752,758,676,"1,709","1,750","2,182",928,"1,132",526,"1,677","2,112","1,577",660,"1,168",259
2020,4,30,"18,407","1,149",802,724,568,"1,571","1,347","1,574","1,048","1,095",798,"1,816","2,316","1,436","1,048",911,204
2020,4,40,"23,178","1,440","1,069",803,847,"2,059","1,559","1,822","1,197","1,197",939,"2,144","3,452","2,202",836,"1,285",327
2020,4,50,"28,917","1,939","1,229","1,240","1,063","2,734","1,978","2,257","1,645","1,555",846,"2,506","3,596","2,868",914,"1,991",556
2020,4,60,"25,645","1,802","1,389","1,412","1,175","2,369","1,662","1,829","1,470","1,184",858,"2,093","2,746","2,293",773,"1,909",681
2020,4,70,"13,916","1,087",796,806,649,"1,135",846,966,893,481,504,964,"1,556","1,248",330,"1,022",633
2020,4,80,"6,165",553,322,371,275,509,360,373,352,225,188,353,761,644,136,436,307
2020,4,90,"1,025",94,53,57,37,68,65,48,62,42,26,60,124,120,37,74,58
2020,4,100,128,20,9,8,7,9,7,3,17,2,1,2,10,6,5,11,11
2020,5,총,"159,300","10,554","7,443","6,839","5,988","14,184","11,076","12,966","8,761","8,136","5,642","13,791","20,252","14,587","5,772","10,054","3,255"
2020,5,0,"10,354",558,462,298,270,842,636,752,575,568,538,987,"1,683",929,647,528,81
2020,5,10,"12,632",764,572,378,423,"1,164",865,"1,139",586,631,458,"1,200","1,902","1,273",389,741,147
2020,5,20,"18,993","1,154",760,752,674,"1,724","1,742","2,193",930,"1,139",521,"1,662","2,120","1,567",650,"1,150",255
2020,5,30,"18,356","1,157",797,729,561,"1,565","1,356","1,575","1,031","1,097",787,"1,816","2,307","1,429","1,044",907,198
2020,5,40,"23,094","1,426","1,061",801,850,"2,043","1,568","1,814","1,197","1,194",938,"2,125","3,442","2,203",831,"1,275",326
2020,5,50,"28,857","1,931","1,228","1,223","1,066","2,729","1,970","2,250","1,643","1,562",839,"2,510","3,589","2,857",922,"1,984",554
2020,5,60,"25,712","1,812","1,392","1,407","1,174","2,387","1,656","1,845","1,468","1,192",844,"2,093","2,754","2,309",778,"1,917",684
2020,5,70,"13,967","1,089",791,817,646,"1,142",849,969,897,485,500,978,"1,564","1,251",329,"1,028",632
2020,5,80,"6,170",544,318,369,277,513,363,375,355,225,191,357,757,638,140,439,309
2020,5,90,"1,035",98,53,57,40,67,64,51,62,41,25,60,124,125,37,73,58
2020,5,100,130,21,9,8,7,8,7,3,17,2,1,3,10,6,5,12,11
2020,6,총,"159,036","10,521","7,418","6,858","5,963","14,147","11,067","12,941","8,756","8,139","5,590","13,835","20,185","14,579","5,769","10,021","3,247"
2020,6,0,"10,309",551,460,294,266,842,631,744,573,570,530,993,"1,674",925,651,524,81
2020,6,10,"12,558",762,571,375,417,"1,154",860,"1,118",587,634,457,"1,203","1,893","1,269",386,729,143
2020,6,20,"18,904","1,145",756,751,671,"1,707","1,727","2,197",919,"1,129",511,"1,682","2,098","1,568",650,"1,143",250
2020,6,30,"18,281","1,146",787,729,549,"1,567","1,367","1,573","1,029","1,090",771,"1,814","2,307","1,416","1,031",904,201
2020,6,40,"23,036","1,427","1,052",801,850,"2,042","1,567","1,799","1,197","1,200",937,"2,127","3,414","2,200",840,"1,263",320
2020,6,50,"28,706","1,905","1,223","1,219","1,064","2,705","1,951","2,248","1,630","1,558",835,"2,498","3,575","2,848",917,"1,975",555
2020,6,60,"25,846","1,827","1,390","1,423","1,169","2,396","1,668","1,855","1,483","1,201",837,"2,120","2,768","2,327",777,"1,922",683
2020,6,70,"14,036","1,092",800,830,649,"1,145",858,974,898,493,502,977,"1,565","1,252",336,"1,034",631
2020,6,80,"6,184",543,316,374,279,512,366,377,360,219,188,357,760,641,138,441,313
2020,6,90,"1,047",102,54,54,43,69,65,53,63,43,21,61,121,127,38,74,59
2020,6,100,129,21,9,8,6,8,7,3,17,2,1,3,10,6,5,12,11
2020,7,총,"158,809","10,540","7,397","6,846","5,933","14,146","11,072","12,931","8,724","8,142","5,551","13,876","20,143","14,526","5,774","9,980","3,228"
2020,7,0,"10,265",555,460,286,266,846,637,735,567,571,523,992,"1,662",913,647,522,83
2020,7,10,"12,526",754,566,383,405,"1,155",857,"1,118",578,636,459,"1,201","1,896","1,264",387,726,141
2020,7,20,"18,830","1,159",750,745,664,"1,692","1,719","2,203",916,"1,140",500,"1,680","2,080","1,550",650,"1,132",250
2020,7,30,"18,216","1,149",788,730,545,"1,566","1,384","1,570","1,017","1,078",765,"1,813","2,288","1,403","1,028",898,194
2020,7,40,"22,960","1,421","1,054",793,840,"2,042","1,553","1,780","1,200","1,201",932,"2,146","3,410","2,182",839,"1,249",318
2020,7,50,"28,628","1,911","1,219","1,214","1,058","2,689","1,941","2,249","1,615","1,553",826,"2,505","3,561","2,847",921,"1,968",551
2020,7,60,"25,905","1,824","1,383","1,424","1,178","2,405","1,679","1,865","1,486","1,205",832,"2,127","2,778","2,332",786,"1,923",678
2020,7,70,"14,103","1,098",791,834,649,"1,160",864,972,904,496,504,995,"1,579","1,253",335,"1,037",632
2020,7,80,"6,203",546,324,378,280,516,368,380,360,216,188,352,758,648,138,439,312
2020,7,90,"1,044",102,53,51,42,68,63,56,64,44,21,62,121,128,37,74,58
2020,7,100,129,21,9,8,6,7,7,3,17,2,1,3,10,6,6,12,11
2020,8,총,"158,359","10,505","7,409","6,830","5,919","14,073","11,028","12,908","8,690","8,128","5,529","13,864","20,083","14,465","5,769","9,960","3,199"
2020,8,0,"10,169",548,458,283,262,836,633,729,568,568,518,982,"1,645",895,647,513,84
2020,8,10,"12,429",751,566,378,402,"1,144",841,"1,098",576,630,453,"1,194","1,885","1,264",388,726,133
2020,8,20,"18,729","1,144",749,738,665,"1,666","1,709","2,225",907,"1,139",493,"1,670","2,075","1,527",650,"1,123",249
2020,8,30,"18,083","1,147",788,727,550,"1,550","1,362","1,544",996,"1,072",760,"1,806","2,264","1,403","1,019",904,191
2020,8,40,"22,856","1,413","1,057",793,829,"2,037","1,550","1,768","1,207","1,198",923,"2,147","3,379","2,165",842,"1,237",311
2020,8,50,"28,533","1,897","1,220","1,209","1,053","2,676","1,937","2,244","1,591","1,553",829,"2,507","3,557","2,836",925,"1,956",543
2020,8,60,"26,042","1,840","1,386","1,429","1,183","2,407","1,693","1,886","1,506","1,211",835,"2,137","2,793","2,338",787,"1,932",679
2020,8,70,"14,111","1,095",791,835,647,"1,155",864,977,903,496,505,"1,006","1,585","1,256",331,"1,040",625
2020,8,80,"6,229",544,331,377,280,524,367,380,356,215,191,350,770,647,139,443,315
2020,8,90,"1,050",105,54,54,42,71,65,54,63,44,21,62,120,128,35,74,58
2020,8,100,128,21,9,7,6,7,7,3,17,2,1,3,10,6,6,12,11
2020,9,총,"157,932","10,496","7,380","6,800","5,905","13,988","11,020","12,886","8,671","8,103","5,505","13,848","20,040","14,415","5,754","9,943","3,178"
2020,9,0,"10,073",540,461,272,260,822,634,720,563,562,508,972,"1,632",902,636,507,82
2020,9,10,"12,362",755,564,378,399,"1,135",842,"1,078",572,627,451,"1,190","1,878","1,244",397,718,134
2020,9,20,"18,682","1,141",742,731,667,"1,652","1,710","2,260",900,"1,129",489,"1,663","2,075","1,520",646,"1,117",240
2020,9,30,"17,906","1,138",774,717,544,"1,530","1,348","1,513",994,"1,057",757,"1,798","2,247","1,382","1,008",908,191
2020,9,40,"22,748","1,407","1,059",784,821,"2,014","1,549","1,761","1,208","1,204",916,"2,152","3,351","2,140",845,"1,230",307
2020,9,50,"28,410","1,893","1,201","1,197","1,060","2,652","1,926","2,229","1,572","1,540",825,"2,496","3,564","2,837",926,"1,958",534
2020,9,60,"26,202","1,850","1,393","1,444","1,185","2,427","1,701","1,900","1,520","1,225",841,"2,150","2,801","2,344",791,"1,944",686
2020,9,70,"14,124","1,097",795,840,642,"1,152",866,981,902,492,501,"1,008","1,593","1,266",328,"1,042",619
2020,9,80,"6,231",548,328,377,281,525,368,387,357,219,194,353,765,647,138,432,312
2020,9,90,"1,066",106,54,53,40,72,69,54,66,46,22,63,124,127,33,75,62
2020,9,100,128,21,9,7,6,7,7,3,17,2,1,3,10,6,6,12,11
2020,10,총,"157,460","10,464","7,342","6,757","5,900","13,971","10,997","12,845","8,642","8,065","5,488","13,825","20,001","14,375","5,743","9,891","3,154"
2020,10,0,"9,938",531,452,264,251,811,626,715,557,555,504,966,"1,613",884,630,495,84
2020,10,10,"12,305",751,554,380,395,"1,139",846,"1,057",572,624,457,"1,181","1,873","1,234",396,714,132
2020,10,20,"18,598","1,147",744,725,662,"1,652","1,704","2,261",891,"1,110",486,"1,653","2,068","1,516",642,"1,098",239
2020,10,30,"17,714","1,110",760,694,546,"1,509","1,336","1,488",976,"1,056",750,"1,781","2,235","1,387",996,899,191
2020,10,40,"22,661","1,403","1,052",784,822,"2,001","1,529","1,763","1,219","1,202",910,"2,141","3,341","2,115",853,"1,221",305
2020,10,50,"28,293","1,890","1,197","1,187","1,048","2,660","1,922","2,215","1,555","1,524",828,"2,500","3,560","2,817",916,"1,955",519
2020,10,60,"26,308","1,855","1,397","1,445","1,199","2,427","1,718","1,911","1,522","1,237",830,"2,175","2,803","2,367",799,"1,940",683
2020,10,70,"14,176","1,103",797,843,644,"1,160",867,987,907,490,506,"1,013","1,602","1,265",329,"1,046",617
2020,10,80,"6,268",546,328,375,284,530,372,392,360,222,193,350,771,658,141,433,313
2020,10,90,"1,071",107,52,53,43,75,70,53,65,43,23,63,125,126,35,78,60
2020,10,100,128,21,9,7,6,7,7,3,18,2,1,2,10,6,6,12,11
2020,11,총,"157,074","10,451","7,329","6,729","5,895","13,936","10,953","12,834","8,633","8,041","5,434","13,853","19,927","14,326","5,738","9,857","3,138"
2020,11,0,"9,822",522,436,259,253,810,618,709,550,550,491,956,"1,600",865,625,494,84
2020,11,10,"12,262",749,557,375,401,"1,122",846,"1,048",576,621,458,"1,182","1,864","1,226",391,716,130
2020,11,20,"18,584","1,155",755,712,670,"1,653","1,695","2,278",891,"1,109",483,"1,674","2,057","1,499",640,"1,078",235
2020,11,30,"17,552","1,099",739,705,540,"1,495","1,311","1,478",977,"1,035",735,"1,773","2,215","1,377",992,892,189
2020,11,40,"22,591","1,405","1,051",778,820,"1,988","1,525","1,749","1,210","1,196",911,"2,146","3,323","2,104",855,"1,231",299
2020,11,50,"28,183","1,890","1,191","1,180","1,045","2,660","1,900","2,219","1,551","1,524",820,"2,492","3,552","2,799",915,"1,932",513
2020,11,60,"26,410","1,856","1,405","1,441","1,202","2,440","1,738","1,916","1,528","1,244",824,"2,182","2,809","2,390",807,"1,947",681
2020,11,70,"14,175","1,089",799,847,634,"1,160",869,987,905,496,496,"1,028","1,597","1,271",331,"1,051",615
2020,11,80,"6,287",560,330,373,281,526,377,392,362,221,192,353,774,659,141,425,321
2020,11,90,"1,079",105,57,52,43,75,67,55,65,43,23,65,126,130,35,79,59
2020,11,100,129,21,9,7,6,7,7,3,18,2,1,2,10,6,6,12,12
2020,12,총,"156,529","10,422","7,306","6,722","5,855","13,873","10,923","12,800","8,626","8,002","5,387","13,815","19,868","14,284","5,714","9,814","3,118"
2020,12,0,"9,729",521,429,255,251,814,618,709,540,541,485,941,"1,578",867,614,485,81
2020,12,10,"12,183",744,559,374,404,"1,106",834,"1,035",575,620,459,"1,182","1,854","1,211",391,711,124
2020,12,20,"18,483","1,151",741,711,650,"1,637","1,714","2,286",897,"1,078",475,"1,667","2,050","1,495",634,"1,066",231
2020,12,30,"17,415","1,075",727,698,527,"1,493","1,301","1,470",977,"1,042",726,"1,744","2,197","1,371",990,885,192
2020,12,40,"22,466","1,412","1,059",783,825,"1,964","1,506","1,736","1,211","1,194",899,"2,131","3,314","2,073",854,"1,215",290
2020,12,50,"28,026","1,871","1,178","1,170","1,036","2,648","1,880","2,212","1,544","1,513",816,"2,494","3,542","2,788",909,"1,915",510
2020,12,60,"26,536","1,872","1,412","1,449","1,195","2,434","1,742","1,921","1,532","1,252",819,"2,206","2,833","2,411",810,"1,966",682
2020,12,70,"14,162","1,088",807,850,637,"1,172",874,978,900,496,491,"1,028","1,581","1,267",333,"1,044",616
2020,12,80,"6,307",560,328,373,281,523,379,392,367,219,196,353,782,662,138,435,319
2020,12,90,"1,093",107,57,52,43,75,68,58,65,45,20,67,127,133,35,80,61
2020,12,100,129,21,9,7,6,7,7,3,18,2,1,2,10,6,6,12,12
2021,1,총,"156,159","10,427","7,283","6,701","5,836","13,824","10,907","12,754","8,597","7,996","5,369","13,780","19,797","14,282","5,705","9,796","3,105"
2021,1,0,"9,605",517,429,252,253,802,611,695,533,528,479,934,"1,539",869,608,473,83
2021,1,10,"12,135",750,552,370,404,"1,098",831,"1,023",569,628,452,"1,176","1,861","1,197",390,714,120
2021,1,20,"18,410","1,155",733,709,639,"1,636","1,696","2,287",881,"1,070",478,"1,660","2,033","1,506",634,"1,062",231
2021,1,30,"17,268","1,069",720,682,533,"1,465","1,301","1,462",975,"1,032",721,"1,712","2,175","1,357",991,881,192
2021,1,40,"22,365","1,414","1,058",771,815,"1,957","1,493","1,720","1,201","1,190",899,"2,143","3,297","2,070",843,"1,209",285
2021,1,50,"27,893","1,868","1,171","1,170","1,020","2,643","1,890","2,197","1,535","1,508",806,"2,479","3,526","2,761",902,"1,911",506
2021,1,60,"26,719","1,873","1,419","1,454","1,195","2,448","1,752","1,939","1,544","1,270",828,"2,217","2,863","2,442",818,"1,972",685
2021,1,70,"14,204","1,085",805,856,646,"1,175",876,975,905,502,493,"1,037","1,586","1,265",339,"1,048",611
2021,1,80,"6,325",569,329,378,280,514,380,393,369,221,192,352,778,678,138,434,320
2021,1,90,"1,106",105,58,52,45,79,70,60,67,45,20,68,130,130,36,81,60
2021,1,100,129,22,9,7,6,7,7,3,18,2,1,2,9,7,6,11,12
2021,2,총,"155,980","10,348","7,257","6,706","6,182","13,763","10,850","12,728","8,559","8,005","5,334","13,751","19,715","14,245","5,689","9,753","3,095"
2021,2,0,"9,548",508,423,251,311,800,599,685,529,523,471,922,"1,511",866,602,465,82
2021,2,10,"12,119",738,564,365,455,"1,095",830,"1,021",559,635,450,"1,171","1,848","1,186",387,697,118
2021,2,20,"18,300","1,144",721,702,660,"1,614","1,680","2,294",878,"1,070",472,"1,649","2,015","1,494",621,"1,055",231
2021,2,30,"17,145","1,051",712,693,599,"1,453","1,257","1,450",959,"1,022",708,"1,700","2,142","1,346",995,876,182
2021,2,40,"22,345","1,396","1,048",774,885,"1,957","1,507","1,712","1,189","1,189",887,"2,126","3,290","2,065",835,"1,195",290
2021,2,50,"27,842","1,854","1,161","1,158","1,062","2,609","1,887","2,185","1,539","1,515",804,"2,480","3,519","2,745",908,"1,906",510
2021,2,60,"26,825","1,870","1,422","1,468","1,219","2,458","1,753","1,941","1,541","1,278",834,"2,234","2,880","2,450",821,"1,979",677
2021,2,70,"14,252","1,089",807,858,660,"1,172",874,980,908,506,493,"1,040","1,591","1,273",340,"1,050",611
2021,2,80,"6,369",568,332,379,280,519,385,397,372,223,193,358,781,684,138,437,323
2021,2,90,"1,106",108,58,52,45,78,71,60,67,42,21,69,129,129,36,82,59
2021,2,100,129,22,9,6,6,8,7,3,18,2,1,2,9,7,6,11,12
2021,3,총,"155,239","10,293","7,217","6,614","6,297","13,717","10,784","12,748","8,443","7,965","5,277","13,708","19,668","14,169","5,668","9,657","3,014"
2021,3,0,"9,496",503,423,242,326,792,600,673,530,520,465,909,"1,504",853,610,466,80
2021,3,10,"12,070",729,558,364,472,"1,084",818,"1,041",552,631,451,"1,169","1,833","1,180",388,683,117
2021,3,20,"18,286","1,134",730,705,676,"1,617","1,677","2,332",861,"1,054",477,"1,641","2,003","1,480",622,"1,045",232
2021,3,30,"17,018","1,049",704,683,621,"1,449","1,260","1,434",945,"1,005",703,"1,690","2,135","1,321",977,866,176
2021,3,40,"22,182","1,391","1,032",771,906,"1,940","1,482","1,707","1,175","1,187",869,"2,124","3,257","2,053",831,"1,175",282
2021,3,50,"27,655","1,837","1,151","1,140","1,073","2,590","1,871","2,178","1,508","1,503",786,"2,465","3,524","2,733",906,"1,898",492
2021,3,60,"26,851","1,872","1,416","1,436","1,248","2,466","1,755","1,944","1,546","1,289",817,"2,241","2,900","2,466",827,"1,974",654
2021,3,70,"14,208","1,095",806,845,651,"1,175",867,984,897,505,495,"1,040","1,593","1,275",338,"1,036",606
2021,3,80,"6,371",572,337,380,278,519,386,393,372,228,196,362,786,675,133,434,320
2021,3,90,"1,069",108,57,48,44,83,68,60,56,43,17,65,130,128,35,76,51
2021,3,100,33,3,3,0,2,2,0,2,1,0,1,2,3,5,1,4,4
2021,4,총,"154,966","10,281","7,204","6,574","6,366","13,658","10,789","12,695","8,404","7,945","5,272","13,665","19,653","14,147","5,666","9,654","2,993"
2021,4,0,"9,405",501,418,235,333,777,599,663,531,516,461,894,"1,491",835,607,468,76
2021,4,10,"12,032",728,556,368,481,"1,077",818,"1,038",537,625,452,"1,164","1,828","1,173",388,680,119
2021,4,20,"18,225","1,128",733,698,679,"1,604","1,666","2,312",854,"1,054",481,"1,633","2,006","1,485",619,"1,047",226
2021,4,30,"16,920","1,037",702,667,628,"1,443","1,255","1,431",935,994,703,"1,679","2,125","1,308",978,861,174
2021,4,40,"22,121","1,383","1,034",770,918,"1,919","1,482","1,702","1,164","1,193",861,"2,126","3,247","2,047",823,"1,176",276
2021,4,50,"27,510","1,836","1,144","1,124","1,087","2,578","1,866","2,156","1,499","1,487",780,"2,439","3,523","2,721",906,"1,876",488
2021,4,60,"27,009","1,884","1,417","1,436","1,257","2,476","1,772","1,958","1,553","1,298",827,"2,256","2,915","2,481",832,"1,989",658
2021,4,70,"14,222","1,091",802,850,657,"1,175",870,983,896,509,493,"1,036","1,595","1,281",344,"1,037",603
2021,4,80,"6,412",583,339,380,278,525,391,389,379,227,194,367,791,681,131,439,318
2021,4,90,"1,078",107,56,46,46,82,70,61,55,42,19,69,129,131,37,77,51
2021,4,100,32,3,3,0,2,2,0,2,1,0,1,2,3,4,1,4,4
2021,5,총,"154,623","10,251","7,184","6,546","6,412","13,651","10,752","12,699","8,357","7,937","5,249","13,619","19,608","14,110","5,667","9,610","2,971"
2021,5,0,"9,304",498,414,229,331,773,588,654,531,514,461,889,"1,472",816,603,454,77
2021,5,10,"11,985",725,551,363,491,"1,077",811,"1,032",527,620,446,"1,152","1,833","1,171",389,679,118
2021,5,20,"18,163","1,113",729,691,685,"1,608","1,661","2,322",842,"1,053",477,"1,630","1,984","1,474",618,"1,052",224
2021,5,30,"16,773","1,030",690,658,642,"1,421","1,241","1,429",924,989,690,"1,659","2,114","1,305",970,840,171
2021,5,40,"22,025","1,372","1,034",763,913,"1,930","1,470","1,696","1,158","1,182",865,"2,113","3,230","2,037",820,"1,173",269
2021,5,50,"27,422","1,830","1,135","1,130","1,086","2,569","1,875","2,155","1,480","1,483",774,"2,428","3,520","2,704",917,"1,855",481
2021,5,60,"27,143","1,898","1,424","1,432","1,278","2,476","1,770","1,971","1,557","1,314",830,"2,264","2,935","2,509",833,"1,996",656
2021,5,70,"14,266","1,091",807,856,656,"1,181",876,988,900,517,493,"1,043","1,599","1,277",347,"1,035",600
2021,5,80,"6,431",584,341,374,281,529,390,390,381,223,193,373,790,682,131,448,321
2021,5,90,"1,080",107,56,50,47,85,70,60,56,42,19,66,128,131,38,75,50
2021,5,100,31,3,3,0,2,2,0,2,1,0,1,2,3,4,1,3,4
2021,6,총,"154,435","10,219","7,181","6,546","6,396","13,626","10,775","12,721","8,344","7,921","5,244","13,591","19,562","14,108","5,657","9,579","2,965"
2021,6,0,"9,246",494,411,228,332,775,584,649,526,501,454,886,"1,454",821,604,451,76
2021,6,10,"11,951",723,555,368,489,"1,081",812,"1,031",525,615,451,"1,148","1,819","1,157",385,672,120
2021,6,20,"18,126","1,097",727,696,679,"1,605","1,668","2,337",840,"1,050",477,"1,623","1,991","1,463",610,"1,042",221
2021,6,30,"16,690","1,023",689,658,637,"1,409","1,249","1,429",910,976,682,"1,647","2,093","1,314",964,843,167
2021,6,40,"22,007","1,368","1,032",760,913,"1,926","1,469","1,703","1,152","1,191",867,"2,108","3,224","2,032",827,"1,165",270
2021,6,50,"27,270","1,812","1,137","1,126","1,081","2,544","1,869","2,143","1,478","1,473",770,"2,416","3,508","2,683",911,"1,845",474
2021,6,60,"27,271","1,911","1,420","1,429","1,274","2,489","1,783","1,989","1,571","1,325",833,"2,267","2,952","2,531",838,"2,002",657
2021,6,70,"14,291","1,091",808,858,660,"1,176",881,989,901,521,493,"1,051","1,600","1,279",349,"1,035",599
2021,6,80,"6,471",589,344,373,281,534,389,390,384,227,197,376,790,694,131,445,327
2021,6,90,"1,082",108,55,50,48,85,71,59,56,42,19,67,128,131,37,76,50
2021,6,100,30,3,3,0,2,2,0,2,1,0,1,2,3,3,1,3,4
2021,7,총,"154,111","10,186","7,201","6,514","6,382","13,575","10,774","12,723","8,320","7,922","5,220","13,554","19,521","14,055","5,661","9,556","2,947"
2021,7,0,"9,178",490,414,221,335,769,588,650,527,494,446,871,"1,443",805,607,444,74
2021,7,10,"11,921",720,558,365,488,"1,070",819,"1,023",522,620,447,"1,145","1,814","1,161",384,666,119
2021,7,20,"18,029","1,080",736,696,679,"1,579","1,654","2,344",833,"1,041",472,"1,621","1,981","1,439",615,"1,040",219
2021,7,30,"16,572","1,020",687,650,631,"1,402","1,248","1,431",908,966,679,"1,620","2,082","1,300",958,825,165
2021,7,40,"21,947","1,358","1,035",750,909,"1,924","1,455","1,694","1,142","1,195",866,"2,114","3,212","2,027",831,"1,169",266
2021,7,50,"27,143","1,810","1,139","1,117","1,078","2,519","1,869","2,135","1,466","1,477",764,"2,402","3,506","2,668",897,"1,827",469
2021,7,60,"27,386","1,914","1,425","1,434","1,272","2,502","1,798","2,000","1,578","1,339",829,"2,276","2,967","2,538",845,"2,014",655
2021,7,70,"14,328","1,095",799,858,660,"1,188",881,998,897,521,495,"1,057","1,592","1,292",352,"1,045",598
2021,7,80,"6,506",591,347,375,282,536,389,387,390,226,202,381,795,698,133,445,329
2021,7,90,"1,072",105,58,48,46,84,73,59,56,43,19,65,126,124,38,78,50
2021,7,100,29,3,3,0,2,2,0,2,1,0,1,2,3,3,1,3,3
2021,8,총,"154,119","10,191","7,197","6,497","6,369","13,564","10,763","12,693","8,279","7,902","5,224","13,482","19,503","13,988","6,032","9,506","2,929"
2021,8,0,"9,131",483,410,221,335,760,579,648,513,492,447,852,"1,427",799,642,452,71
2021,8,10,"11,915",732,562,362,484,"1,075",819,"1,015",528,618,444,"1,132","1,811","1,144",412,660,117
2021,8,20,"17,958","1,067",738,687,675,"1,568","1,668","2,327",819,"1,029",474,"1,602","1,990","1,413",669,"1,019",213
2021,8,30,"16,527","1,020",685,659,628,"1,391","1,237","1,429",898,958,679,"1,583","2,062","1,280","1,047",809,162
2021,8,40,"21,920","1,363","1,029",737,909,"1,914","1,451","1,694","1,136","1,181",865,"2,107","3,196","2,023",893,"1,158",264
2021,8,50,"27,148","1,809","1,136","1,111","1,073","2,531","1,864","2,127","1,451","1,489",771,"2,397","3,506","2,661",954,"1,804",464
2021,8,60,"27,494","1,917","1,422","1,439","1,278","2,509","1,795","2,004","1,581","1,341",824,"2,295","2,981","2,550",878,"2,021",659
2021,8,70,"14,370","1,098",807,852,658,"1,190",879,997,901,524,498,"1,060","1,601","1,289",363,"1,056",597
2021,8,80,"6,546",593,349,380,279,541,397,390,395,224,201,386,799,703,132,450,327
2021,8,90,"1,080",106,56,49,48,84,74,60,56,46,20,66,126,123,40,74,52
2021,8,100,30,3,3,0,2,1,0,2,1,0,1,2,4,3,2,3,3
2021,9,총,"154,117","10,183","7,176","6,512","6,359","13,554","10,748","12,724","8,247","7,882","5,216","13,487","19,454","13,963","6,219","9,476","2,917"
2021,9,0,"9,055",480,396,222,332,757,570,650,506,485,434,851,"1,412",799,645,447,69
2021,9,10,"11,935",732,566,363,480,"1,076",817,"1,018",529,623,448,"1,134","1,803","1,142",425,662,117
2021,9,20,"17,925","1,062",733,687,673,"1,574","1,666","2,342",816,"1,009",477,"1,595","1,965","1,408",703,"1,005",210
2021,9,30,"16,497","1,019",683,659,631,"1,374","1,228","1,437",882,967,672,"1,580","2,064","1,262","1,078",801,160
2021,9,40,"21,870","1,357","1,028",740,908,"1,904","1,439","1,698","1,143","1,162",860,"2,104","3,187","2,003",923,"1,148",266
2021,9,50,"27,141","1,806","1,126","1,108","1,070","2,540","1,869","2,125","1,442","1,496",778,"2,401","3,482","2,655",993,"1,795",455
2021,9,60,"27,575","1,929","1,417","1,449","1,276","2,502","1,804","1,999","1,581","1,344",827,"2,299","2,998","2,561",903,"2,023",663
2021,9,70,"14,418","1,102",818,850,658,"1,199",884,"1,003",896,525,498,"1,067","1,604","1,291",372,"1,060",591
2021,9,80,"6,577",590,349,384,282,537,398,390,398,221,201,389,805,715,133,456,329
