년도,월,나이,전라남도 고흥군,전라남도 고흥군 고흥읍,전라남도 고흥군 도양읍,전라남도 고흥군 도양읍소록출장소,전라남도 고흥군 도양읍시산출장소,전라남도 고흥군 풍양면,전라남도 고흥군 도덕면,전라남도 고흥군 금산면,전라남도 고흥군 도화면,전라남도 고흥군 포두면,전라남도 고흥군 봉래면,전라남도 고흥군 점암면,전라남도 고흥군 과역면,전라남도 고흥군 남양면,전라남도 고흥군 동강면,전라남도 고흥군 대서면,전라남도 고흥군 두원면,전라남도 고흥군 영남면,전라남도 고흥군 동일면
2020,2,30,"2,117",555,418,7,11,94,95,122,98,129,45,65,90,60,97,75,80,31,45
2020,2,40,"3,890",995,659,17,29,169,145,247,225,290,105,132,184,103,169,103,154,70,94
2020,2,50,"5,827","1,014",916,26,24,308,300,384,360,474,189,247,330,209,302,229,259,107,149
2020,2,60,"6,073",794,854,59,16,360,325,452,389,482,208,286,360,280,318,256,299,152,183
2020,2,70,"4,901",532,632,98,16,301,228,414,399,452,170,249,239,180,241,192,311,114,133
2020,2,80,"2,256",195,225,78,8,147,128,212,159,217,76,99,129,91,127,98,165,57,45
2020,2,90,252,17,18,8,0,19,17,15,15,22,12,17,24,6,25,6,17,9,5
2020,2,100,7,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2020,3,총,"31,295","6,121","4,851",317,119,"1,596","1,408","2,165","1,895","2,398",928,"1,242","1,618","1,108","1,533","1,127","1,463",632,774
2020,3,0,"1,337",515,273,9,0,34,37,65,37,59,29,17,43,35,62,34,44,14,30
2020,3,10,"2,153",799,417,10,5,59,70,109,78,121,44,59,88,62,68,46,52,32,34
2020,3,20,"2,528",693,444,4,8,107,72,155,136,162,51,79,130,84,128,86,81,49,59
2020,3,30,"2,116",579,413,7,12,92,93,121,99,124,41,62,88,62,97,74,78,32,42
2020,3,40,"3,839",976,656,16,30,167,140,239,221,286,106,131,183,101,170,103,150,69,95
2020,3,50,"5,788","1,008",905,26,24,308,300,384,358,472,189,246,331,208,293,227,257,105,147
2020,3,60,"6,085",794,866,58,16,363,325,449,393,481,205,284,361,277,324,256,302,149,182
2020,3,70,"4,904",539,632,101,14,297,227,410,395,443,175,251,242,181,240,195,313,116,133
2020,3,80,"2,283",198,227,78,10,149,127,217,162,227,76,96,128,92,124,99,169,57,47
2020,3,90,255,18,17,8,0,20,17,15,16,22,11,17,24,6,27,6,17,9,5
2020,3,100,7,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2020,4,총,"31,244","6,111","4,838",314,118,"1,592","1,414","2,159","1,897","2,403",929,"1,240","1,605","1,101","1,537","1,116","1,465",633,772
2020,4,0,"1,324",512,270,9,0,33,37,64,36,59,29,17,43,31,64,33,43,15,29
2020,4,10,"2,144",798,414,10,5,57,70,109,78,126,44,59,85,65,68,40,51,31,34
2020,4,20,"2,521",694,442,4,8,106,74,153,137,162,52,76,129,81,128,86,82,49,58
2020,4,30,"2,092",569,402,8,11,94,95,119,96,124,40,60,87,63,96,75,77,34,42
2020,4,40,"3,812",964,656,16,30,165,139,238,219,286,103,131,178,97,171,103,149,70,97
2020,4,50,"5,776","1,015",900,25,24,309,300,383,355,472,193,242,329,208,288,224,260,104,145
2020,4,60,"6,126",803,876,58,16,363,328,447,403,480,205,288,361,276,330,255,306,149,182
2020,4,70,"4,887",538,632,100,14,297,227,411,392,441,173,245,242,180,241,195,311,116,132
2020,4,80,"2,298",198,228,78,10,146,128,218,166,229,78,105,127,94,123,97,169,56,48
2020,4,90,257,18,17,6,0,22,16,16,15,23,11,17,24,6,28,7,17,9,5
2020,4,100,7,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2020,5,총,"31,220","6,123","4,831",316,119,"1,584","1,420","2,150","1,897","2,397",930,"1,242","1,609","1,094","1,536","1,109","1,467",626,770
2020,5,0,"1,328",513,269,10,0,32,38,65,37,59,30,17,44,29,64,33,44,15,29
2020,5,10,"2,124",793,409,10,5,59,70,109,77,126,45,58,81,62,65,39,52,31,33
2020,5,20,"2,503",700,428,5,8,102,75,149,141,160,51,76,130,80,130,84,81,47,56
2020,5,30,"2,083",568,402,9,12,91,94,115,96,122,40,58,90,61,96,75,78,33,43
2020,5,40,"3,784",961,658,16,30,165,140,231,216,280,104,136,177,94,166,101,146,66,97
2020,5,50,"5,778","1,023",897,23,24,306,302,390,353,470,187,239,329,209,290,222,264,106,144
2020,5,60,"6,139",806,884,59,16,363,330,441,400,482,210,290,362,279,330,255,304,146,182
2020,5,70,"4,903",540,634,101,14,297,226,409,393,443,174,245,244,181,245,197,310,117,133
2020,5,80,"2,314",199,232,77,10,147,129,223,169,231,77,106,128,93,123,95,171,56,48
2020,5,90,257,18,17,6,0,22,16,17,15,23,11,17,24,6,27,7,17,9,5
2020,5,100,7,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2020,6,총,"31,214","6,101","4,832",315,118,"1,580","1,429","2,148","1,893","2,402",927,"1,246","1,605","1,095","1,549","1,112","1,462",628,772
2020,6,0,"1,328",513,268,10,0,32,38,66,35,59,30,17,44,29,69,32,42,15,29
2020,6,10,"2,104",787,404,10,5,57,68,107,77,125,44,57,81,60,67,39,53,30,33
2020,6,20,"2,494",693,425,4,8,103,79,151,141,160,50,75,129,82,128,80,82,48,56
2020,6,30,"2,088",569,404,9,12,90,96,115,96,125,40,57,88,63,99,74,76,33,42
2020,6,40,"3,757",957,650,16,28,162,141,228,213,279,105,133,171,94,171,103,142,65,99
2020,6,50,"5,782","1,018",900,22,25,311,301,389,353,467,183,245,333,208,289,223,265,106,144
2020,6,60,"6,181",805,895,59,16,359,336,444,398,489,211,294,363,281,331,261,308,147,184
2020,6,70,"4,901",539,634,103,14,296,226,406,396,441,173,245,244,183,243,197,310,119,132
2020,6,80,"2,315",199,234,74,10,149,128,222,169,232,79,108,129,89,126,96,168,55,48
2020,6,90,257,19,17,8,0,21,16,19,15,24,11,15,23,6,26,6,16,10,5
2020,6,100,7,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2020,7,총,"31,213","6,096","4,828",311,118,"1,586","1,440","2,146","1,886","2,410",925,"1,255","1,602","1,095","1,553","1,108","1,457",631,766
2020,7,0,"1,326",512,266,10,0,33,40,67,32,61,30,19,45,26,71,31,42,14,27
2020,7,10,"2,097",788,404,10,5,56,67,110,77,122,43,57,78,61,66,37,52,30,34
2020,7,20,"2,491",691,421,3,8,105,81,146,138,160,50,76,132,85,128,82,80,49,56
2020,7,30,"2,074",565,393,11,12,94,98,111,97,126,40,59,88,61,101,70,75,33,40
2020,7,40,"3,767",956,660,16,28,160,145,230,211,280,106,133,171,94,172,105,139,63,98
2020,7,50,"5,773","1,017",900,21,25,312,299,389,352,466,184,247,328,207,289,224,261,110,142
2020,7,60,"6,204",806,895,55,14,363,335,447,402,501,207,293,367,284,328,262,314,145,186
2020,7,70,"4,900",540,640,104,16,294,231,402,395,439,172,244,240,182,246,195,308,122,130
2020,7,80,"2,318",200,232,73,10,149,128,224,167,229,81,110,131,89,126,96,170,55,48
2020,7,90,256,19,16,8,0,20,16,19,15,25,11,17,22,6,26,5,16,10,5
2020,7,100,7,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2020,8,총,"31,179","6,099","4,825",312,118,"1,590","1,430","2,146","1,884","2,396",929,"1,254","1,597","1,089","1,549","1,110","1,463",624,764
2020,8,0,"1,316",509,264,11,0,34,38,68,32,60,30,19,43,26,72,32,41,12,25
2020,8,10,"2,098",781,406,10,5,55,67,108,76,124,44,58,75,62,68,41,54,29,35
2020,8,20,"2,486",702,421,3,8,109,80,145,135,157,50,74,132,82,125,81,80,46,56
2020,8,30,"2,058",565,389,12,11,95,97,111,96,125,36,57,90,60,101,69,73,32,39
2020,8,40,"3,756",952,660,16,30,159,142,230,211,276,110,132,169,93,172,105,140,63,96
2020,8,50,"5,746","1,014",896,18,24,311,297,387,351,468,185,245,320,205,286,224,261,110,144
2020,8,60,"6,221",820,889,54,14,360,336,449,408,496,207,296,370,285,330,261,316,143,187
2020,8,70,"4,905",537,645,107,16,297,230,403,393,435,172,243,243,179,245,193,312,125,130
2020,8,80,"2,326",199,237,73,10,149,128,225,168,229,83,112,132,90,123,98,169,54,47
2020,8,90,260,18,17,8,0,21,15,19,14,25,11,18,23,7,27,5,17,10,5
2020,8,100,7,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2020,9,총,"31,117","6,137","4,810",312,118,"1,587","1,432","2,132","1,872","2,382",925,"1,248","1,591","1,086","1,544","1,099","1,459",623,760
2020,9,0,"1,302",508,261,11,0,33,38,67,31,61,30,18,45,26,70,31,39,12,21
2020,9,10,"2,091",781,398,10,5,54,67,108,77,124,43,58,75,61,69,41,57,28,35
2020,9,20,"2,469",710,418,3,8,108,81,144,132,152,48,72,130,81,126,76,78,45,57
2020,9,30,"2,043",573,384,12,11,96,94,109,97,119,34,57,90,59,97,69,70,33,39
2020,9,40,"3,731",947,655,17,29,159,143,226,210,277,111,132,164,90,173,103,141,61,93
2020,9,50,"5,714","1,020",891,18,25,308,297,383,350,460,183,242,314,205,282,224,258,110,144
2020,9,60,"6,252",834,899,53,13,362,333,450,410,500,207,292,370,286,334,259,315,145,190
2020,9,70,"4,926",541,649,108,17,297,233,402,392,434,173,246,246,182,243,194,318,125,126
2020,9,80,"2,316",202,237,72,10,149,131,223,159,228,84,113,133,90,121,95,165,54,50
2020,9,90,266,19,17,8,0,21,15,19,14,26,11,18,24,6,29,6,18,10,5
2020,9,100,7,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2020,10,총,"31,092","6,162","4,802",311,118,"1,579","1,424","2,123","1,870","2,376",928,"1,245","1,591","1,088","1,538","1,098","1,461",622,756
2020,10,0,"1,302",510,257,11,0,34,36,67,31,61,33,18,44,26,69,33,39,12,21
2020,10,10,"2,085",780,399,10,5,54,66,107,75,121,43,56,72,62,70,45,57,28,35
2020,10,20,"2,457",709,417,3,9,104,78,142,131,152,48,75,130,82,124,75,78,45,55
2020,10,30,"2,032",571,378,12,11,98,94,111,96,120,35,52,93,57,96,67,68,33,40
2020,10,40,"3,683",938,650,17,27,158,139,219,204,271,108,136,164,88,174,100,138,61,91
2020,10,50,"5,712","1,033",888,18,26,306,291,383,352,463,183,237,315,204,279,224,261,108,141
2020,10,60,"6,287",843,908,52,13,360,335,451,414,504,205,294,372,291,333,259,314,147,192
2020,10,70,"4,940",553,651,109,17,298,235,400,392,431,175,246,243,182,243,192,321,126,126
2020,10,80,"2,319",204,236,71,10,146,134,224,161,225,86,114,133,90,120,96,167,53,49
2020,10,90,267,18,17,8,0,21,16,18,14,27,11,17,25,6,30,6,18,9,6
2020,10,100,8,3,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2020,11,총,"31,100","6,174","4,797",312,118,"1,581","1,423","2,111","1,875","2,370",929,"1,251","1,586","1,090","1,542","1,112","1,456",619,754
2020,11,0,"1,310",510,258,11,0,35,36,68,33,59,34,18,43,27,71,36,38,12,21
2020,11,10,"2,086",776,402,10,5,54,65,105,75,123,41,54,72,61,67,54,60,27,35
2020,11,20,"2,447",714,410,3,9,104,78,143,133,149,50,75,129,82,120,72,77,44,55
2020,11,30,"2,013",565,381,12,11,94,93,110,95,120,32,52,90,57,98,64,65,34,40
2020,11,40,"3,678",940,638,17,27,164,140,213,204,269,110,140,161,88,178,104,136,59,90
2020,11,50,"5,696","1,038",885,17,26,301,290,382,351,464,178,233,317,205,279,220,264,110,136
2020,11,60,"6,315",844,912,53,13,364,334,447,418,504,208,302,372,292,335,265,313,144,195
2020,11,70,"4,959",560,655,110,17,296,237,401,393,429,178,245,244,183,246,194,318,127,126
2020,11,80,"2,323",205,238,71,10,148,134,223,159,226,85,116,133,89,119,96,168,53,50
2020,11,90,265,19,17,8,0,21,16,18,14,26,12,16,25,6,29,6,17,9,6
2020,11,100,8,3,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2020,12,총,"31,051","6,183","4,796",316,118,"1,569","1,415","2,106","1,875","2,375",931,"1,246","1,581","1,085","1,533","1,114","1,446",614,748
2020,12,0,"1,305",510,263,11,0,34,35,65,33,62,34,17,43,27,67,37,35,13,19
2020,12,10,"2,068",774,397,11,5,55,65,104,75,121,41,51,72,59,68,52,59,27,32
2020,12,20,"2,448",716,418,5,9,96,75,142,131,154,49,77,127,83,116,72,77,44,57
2020,12,30,"2,006",564,379,13,11,95,94,108,97,120,35,49,86,57,100,63,65,32,38
2020,12,40,"3,675",950,631,17,27,164,143,213,200,268,107,143,163,88,174,102,136,57,92
2020,12,50,"5,658","1,036",886,17,26,298,286,375,347,465,175,231,315,200,279,221,254,110,137
2020,12,60,"6,332",844,916,53,13,365,331,452,427,503,214,299,371,289,332,267,319,143,194
2020,12,70,"4,959",564,652,109,17,291,236,404,391,430,178,245,241,186,248,197,317,127,126
2020,12,80,"2,326",204,235,71,10,148,134,225,160,225,85,117,138,90,121,96,167,52,48
2020,12,90,267,19,18,9,0,23,16,17,14,26,12,17,25,6,28,6,17,9,5
2020,12,100,7,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2021,1,총,"31,016","6,182","4,782",314,119,"1,564","1,417","2,103","1,880","2,379",929,"1,245","1,576","1,078","1,530","1,101","1,445",619,753
2021,1,0,"1,291",503,257,11,0,34,34,65,32,60,34,17,42,28,68,36,37,13,20
2021,1,10,"2,053",770,400,11,5,52,63,101,79,122,40,52,72,59,66,45,57,27,32
2021,1,20,"2,420",719,413,5,9,95,76,141,128,151,46,73,124,77,118,72,75,42,56
2021,1,30,"2,005",566,382,12,11,92,92,106,97,120,36,52,88,58,96,60,62,33,42
2021,1,40,"3,660",944,615,16,26,166,145,212,200,268,109,140,163,87,177,105,139,58,90
2021,1,50,"5,660","1,040",892,17,27,299,282,371,352,466,172,233,312,199,278,217,256,111,136
2021,1,60,"6,354",847,913,54,14,364,338,456,426,510,217,297,368,290,332,267,318,147,196
2021,1,70,"4,962",564,654,107,16,292,234,408,394,428,174,249,245,183,247,197,316,127,127
2021,1,80,"2,333",206,237,72,11,149,136,224,159,227,88,116,137,91,120,94,167,51,48
2021,1,90,271,21,18,9,0,21,17,18,13,26,12,16,25,6,28,7,18,10,6
2021,1,100,7,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2021,2,총,"31,004","6,175","4,785",315,121,"1,558","1,425","2,101","1,885","2,368",926,"1,243","1,582","1,076","1,527","1,104","1,439",616,758
2021,2,0,"1,292",506,254,10,0,34,36,64,34,60,31,17,42,29,69,36,37,12,21
2021,2,10,"2,031",762,397,11,5,49,61,99,80,120,41,54,69,59,63,45,57,26,33
2021,2,20,"2,431",720,416,6,8,91,80,139,127,155,48,71,126,75,123,75,76,41,54
2021,2,30,"1,984",569,372,15,11,92,92,106,94,114,36,51,89,57,94,57,59,34,42
2021,2,40,"3,648",933,622,17,29,167,146,202,201,268,106,140,164,86,175,106,139,58,89
2021,2,50,"5,666","1,048",899,17,28,300,281,379,355,456,171,230,312,195,280,215,255,110,135
2021,2,60,"6,361",842,911,53,14,365,341,458,427,511,217,298,370,293,331,269,318,145,198
2021,2,70,"4,965",567,658,104,16,289,234,410,392,426,171,251,247,182,247,196,314,129,132
2021,2,80,"2,349",205,237,72,10,150,138,225,161,232,92,115,139,94,118,97,166,50,48
2021,2,90,271,21,18,10,0,21,16,18,14,26,12,16,24,6,27,7,18,11,6
2021,2,100,6,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2021,3,총,"30,898","6,152","4,775",314,121,"1,555","1,416","2,099","1,881","2,360",915,"1,240","1,581","1,071","1,514","1,110","1,429",614,751
2021,3,0,"1,281",500,256,9,0,33,36,63,34,62,30,16,45,28,66,39,31,12,21
2021,3,10,"2,021",756,397,11,5,50,61,97,81,121,41,51,71,60,59,46,57,25,32
2021,3,20,"2,389",715,407,7,8,87,77,144,127,145,44,73,122,73,122,71,76,39,52
2021,3,30,"1,958",563,365,15,12,93,90,102,90,113,38,49,91,54,91,61,56,34,41
2021,3,40,"3,613",920,615,17,28,164,141,207,201,269,102,136,159,90,173,107,138,57,89
2021,3,50,"5,642","1,052",904,16,27,299,273,372,349,453,170,233,308,197,276,214,253,110,136
2021,3,60,"6,384",846,918,54,15,366,345,460,430,512,214,301,368,291,335,267,321,146,195
2021,3,70,"4,943",570,656,100,16,289,238,405,392,419,170,248,249,181,248,197,309,127,129
2021,3,80,"2,383",204,237,75,10,152,137,231,162,238,93,119,144,91,118,100,169,53,50
2021,3,90,278,24,19,10,0,22,18,17,15,28,12,14,24,6,26,7,19,11,6
2021,3,100,6,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2021,4,총,"30,867","6,137","4,765",316,118,"1,553","1,421","2,107","1,872","2,359",915,"1,242","1,579","1,077","1,521","1,111","1,420",610,744
2021,4,0,"1,274",499,248,11,0,33,38,62,34,60,30,16,47,30,64,39,30,12,21
2021,4,10,"2,019",758,400,11,5,48,61,97,80,119,41,50,68,61,60,45,57,26,32
2021,4,20,"2,366",702,405,8,8,89,77,145,122,147,43,74,123,74,119,71,72,36,51
2021,4,30,"1,935",557,359,15,12,86,90,99,90,113,39,47,90,54,92,63,54,35,40
2021,4,40,"3,597",922,619,18,28,164,138,207,196,269,100,136,154,89,174,104,135,56,88
2021,4,50,"5,637","1,049",908,16,27,296,272,377,348,451,170,234,307,198,277,212,253,109,133
2021,4,60,"6,422",851,919,54,15,371,347,463,432,514,213,304,372,292,342,271,324,144,194
2021,4,70,"4,935",566,650,99,15,290,241,404,387,418,174,249,252,181,249,196,304,129,131
2021,4,80,"2,402",209,236,74,8,154,139,233,169,240,92,118,143,93,118,102,173,53,48
2021,4,90,274,22,20,10,0,22,18,19,14,28,12,14,23,5,26,7,18,10,6
2021,4,100,6,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2021,5,총,"30,819","6,126","4,750",311,118,"1,544","1,420","2,108","1,864","2,365",915,"1,244","1,583","1,078","1,514","1,106","1,427",604,742
2021,5,0,"1,278",496,252,11,0,35,38,62,33,60,30,16,49,31,63,39,31,12,20
2021,5,10,"2,007",758,392,11,5,48,59,99,80,119,42,50,68,60,60,42,57,26,31
2021,5,20,"2,366",696,412,8,8,89,78,143,122,147,43,77,123,72,119,71,71,35,52
2021,5,30,"1,922",556,349,14,12,84,93,99,92,110,38,46,89,56,90,62,59,34,39
2021,5,40,"3,553",908,615,17,28,160,136,199,190,271,100,137,156,88,168,104,137,53,86
2021,5,50,"5,636","1,058",903,16,26,297,270,381,353,448,171,229,302,200,277,211,255,109,130
2021,5,60,"6,417",855,921,54,16,367,347,460,424,515,213,310,374,291,343,270,318,143,196
2021,5,70,"4,949",569,647,96,15,286,238,410,384,424,174,249,254,183,254,196,307,130,133
2021,5,80,"2,413",208,241,74,8,157,143,235,172,242,90,116,145,93,112,103,174,51,49
2021,5,90,272,20,18,10,0,20,18,19,14,29,13,14,23,4,28,7,18,11,6
2021,5,100,6,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
2021,6,총,"30,813","6,125","4,737",307,118,"1,541","1,418","2,100","1,869","2,368",923,"1,252","1,577","1,086","1,524","1,101","1,427",597,743
2021,6,0,"1,262",493,247,11,0,35,37,63,32,59,30,14,48,31,61,38,31,12,20
2021,6,10,"2,007",755,394,11,4,48,59,100,82,119,42,51,65,60,62,41,56,26,32
2021,6,20,"2,361",691,410,7,8,89,80,140,119,152,44,78,121,73,121,71,73,32,52
2021,6,30,"1,924",558,345,14,12,85,89,95,96,110,37,48,93,56,93,62,59,33,39
2021,6,40,"3,546",914,611,17,28,160,138,198,189,269,102,134,155,87,167,101,136,53,87
2021,6,50,"5,629","1,056",901,16,26,293,268,379,353,450,172,235,302,203,273,209,255,109,129
2021,6,60,"6,423",851,917,53,17,364,348,460,425,514,216,310,371,298,350,275,316,141,197
2021,6,70,"4,958",573,650,94,15,287,239,407,387,421,176,253,255,182,256,194,309,129,131
2021,6,80,"2,428",212,244,74,8,159,143,238,173,246,90,114,144,92,114,104,173,50,50
2021,6,90,270,20,18,10,0,20,17,19,13,28,13,15,23,4,27,6,19,12,6
2021,6,100,5,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2021,7,총,"30,749","6,110","4,726",304,118,"1,531","1,410","2,096","1,864","2,361",920,"1,260","1,573","1,087","1,520","1,106","1,422",597,744
2021,7,0,"1,254",496,249,10,0,35,36,63,32,56,28,14,48,32,54,37,32,13,19
2021,7,10,"1,986",750,390,11,4,48,57,98,80,117,39,50,63,60,63,42,55,26,33
2021,7,20,"2,359",688,409,7,8,86,81,142,118,151,46,80,122,75,118,71,74,32,51
2021,7,30,"1,895",542,343,14,12,81,86,94,96,109,38,48,89,55,94,63,59,33,39
2021,7,40,"3,527",915,606,16,27,161,137,191,188,267,102,137,155,87,166,100,133,52,87
2021,7,50,"5,614","1,055",892,16,27,292,267,381,353,448,172,237,302,205,273,204,252,110,128
2021,7,60,"6,450",854,924,53,17,360,349,460,423,520,218,310,374,296,354,285,317,140,196
2021,7,70,"4,946",572,650,93,15,288,238,410,386,416,174,255,252,181,257,192,304,128,135
2021,7,80,"2,440",215,245,74,8,160,142,236,175,250,89,114,146,92,114,105,175,51,49
2021,7,90,273,21,18,10,0,19,17,20,13,27,13,15,22,4,27,7,21,12,7
2021,7,100,5,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2021,8,총,"30,683","6,108","4,725",301,120,"1,534","1,408","2,097","1,856","2,354",914,"1,257","1,569","1,085","1,511","1,098","1,410",592,744
2021,8,0,"1,236",490,248,10,1,35,33,62,32,53,28,14,46,31,52,37,32,13,19
2021,8,10,"1,983",747,384,11,4,47,57,102,80,120,41,49,65,59,64,43,53,24,33
2021,8,20,"2,337",687,410,7,8,89,79,138,114,147,44,81,118,77,113,71,72,31,51
2021,8,30,"1,888",536,350,13,13,81,88,92,91,108,35,48,86,55,97,62,60,32,41
2021,8,40,"3,507",921,596,15,28,159,133,191,192,267,101,135,155,87,162,97,132,51,85
2021,8,50,"5,611","1,068",889,16,25,291,271,384,351,447,173,235,301,205,271,196,249,111,128
2021,8,60,"6,451",843,933,53,18,365,342,460,424,519,217,314,378,295,355,288,311,140,196
2021,8,70,"4,943",576,647,92,15,288,243,411,383,416,173,255,251,182,255,191,304,127,134
2021,8,80,"2,448",217,249,75,8,158,145,234,174,250,88,114,147,90,114,108,176,52,49
2021,8,90,274,21,19,9,0,20,17,22,15,27,13,12,22,4,28,5,21,11,8
2021,8,100,5,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2021,9,총,"30,600","6,100","4,730",302,118,"1,531","1,402","2,085","1,843","2,347",915,"1,248","1,566","1,082","1,496","1,095","1,411",588,741
2021,9,0,"1,221",491,243,10,1,34,31,60,31,53,28,14,45,30,50,37,33,13,17
2021,9,10,"1,976",750,388,11,4,46,58,99,78,115,40,49,65,58,63,40,53,24,35
2021,9,20,"2,303",685,412,6,8,83,80,135,112,145,43,77,113,73,111,69,70,31,50
2021,9,30,"1,871",532,349,14,12,81,87,89,88,111,33,47,85,54,95,59,62,32,41
2021,9,40,"3,475",909,590,16,26,161,132,190,191,260,104,131,154,88,159,98,131,50,85
2021,9,50,"5,610","1,067",898,17,26,291,269,385,344,453,171,232,302,204,267,198,249,110,127
2021,9,60,"6,465",848,932,53,18,361,341,460,425,521,217,318,382,299,355,290,314,137,194
2021,9,70,"4,940",575,649,90,15,295,242,409,381,416,174,251,251,183,254,190,302,128,135
2021,9,80,"2,460",220,251,75,8,158,145,235,178,246,91,117,147,90,115,108,175,52,49
2021,9,90,274,21,18,10,0,20,17,22,15,27,13,12,22,3,27,6,22,11,8
2021,9,100,5,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2021,10,총,"30,606","6,108","4,737",301,117,"1,535","1,400","2,085","1,840","2,339",917,"1,251","1,575","1,079","1,490","1,089","1,411",590,742
2021,10,0,"1,216",489,241,12,1,34,33,61,30,49,28,14,46,30,50,36,34,13,15
2021,10,10,"1,984",753,390,11,4,45,59,97,78,118,40,50,68,55,63,41,53,24,35
2021,10,20,"2,288",685,410,6,8,84,80,131,111,144,43,76,111,73,108,68,71,29,50
2021,10,30,"1,877",532,352,16,12,82,87,89,90,111,34,48,87,54,91,59,59,33,41
2021,10,40,"3,459",912,587,15,26,159,129,184,189,255,105,129,155,90,161,95,132,52,84
2021,10,50,"5,617","1,068",900,16,25,293,272,388,341,457,170,233,305,199,265,195,249,112,129
2021,10,60,"6,485",849,937,53,18,361,338,470,427,520,219,318,383,302,353,293,312,137,195
2021,10,70,"4,940",574,650,86,15,295,244,407,381,413,175,254,249,183,256,188,307,128,135
2021,10,80,"2,462",224,252,75,8,162,139,235,178,246,89,117,149,90,116,108,173,51,50
2021,10,90,273,20,18,11,0,19,19,22,15,26,13,12,22,3,27,6,21,11,8
2021,10,100,5,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2021,11,총,"30,566","6,112","4,726",304,116,"1,526","1,398","2,074","1,843","2,339",920,"1,254","1,570","1,082","1,488","1,088","1,406",586,734
2021,11,0,"1,203",486,238,12,1,33,31,58,28,50,28,14,45,30,50,37,34,13,15
2021,11,10,"1,986",763,389,11,4,46,58,96,78,117,39,50,68,55,63,40,53,24,32
2021,11,20,"2,280",682,409,6,7,82,81,130,111,145,43,76,112,74,106,68,70,29,49
