년도,월,나이,안동시,풍산읍,와룡면,북후면,서후면,풍천면,일직면,남후면,남선면,임하면,길안면,임동면,예안면,도산면,녹전면,중구동,명륜동,용상동,서구동,태화동,평화동,안기동,옥동,송하동,강남동
2020,2,100,15,2,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020,3,총,"78,917","3,298","2,150","1,626","1,910","2,741","1,389",907,"1,094","1,554","1,389",923,980,892,932,"2,542","2,481","11,099","4,500","6,790","3,201","3,225","10,576","7,635","5,083"
2020,3,0,"5,814",117,51,37,44,117,30,18,38,28,26,21,25,15,22,142,179,"1,042",382,491,212,214,"1,137",814,612
2020,3,10,"7,355",161,135,65,88,142,86,42,44,59,41,25,37,29,35,187,203,"1,232",460,576,305,320,"1,384",870,829
2020,3,20,"9,167",289,192,103,197,344,87,48,105,140,81,60,55,44,42,320,300,"1,652",455,828,378,378,"1,421","1,009",639
2020,3,30,"8,218",226,109,118,136,338,72,56,81,103,76,44,57,52,55,268,229,"1,334",447,855,351,346,"1,272","1,052",541
2020,3,40,"11,802",389,225,230,230,358,175,112,112,184,141,102,86,96,98,355,393,"1,804",721,"1,022",491,455,"1,840","1,227",956
2020,3,50,"13,707",630,402,339,365,478,264,174,247,326,307,189,216,180,172,438,485,"1,769",739,"1,124",508,607,"1,707","1,272",769
2020,3,60,"11,909",680,452,310,433,440,289,201,235,363,351,241,240,219,243,401,375,"1,272",648,"1,005",499,509,"1,155",904,444
2020,3,70,"7,408",519,356,257,264,344,248,162,153,237,221,149,172,160,176,317,240,692,453,640,330,296,466,343,213
2020,3,80,"3,207",253,209,153,133,160,124,89,71,93,133,84,84,89,80,106,69,274,178,232,119,89,180,131,74
2020,3,90,315,32,19,14,20,19,14,5,8,20,12,8,8,8,8,6,8,25,17,15,8,11,13,11,6
2020,3,100,15,2,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020,4,총,"78,720","3,275","2,148","1,604","1,896","2,746","1,382",909,"1,084","1,535","1,380",916,974,874,920,"2,541","2,487","11,093","4,487","6,745","3,182","3,205","10,574","7,609","5,154"
2020,4,0,"5,794",117,54,37,45,116,30,18,35,27,25,21,24,14,21,148,180,"1,038",373,485,210,217,"1,130",812,617
2020,4,10,"7,314",159,133,62,86,141,86,43,45,58,41,25,37,27,35,185,206,"1,226",460,561,308,320,"1,377",861,832
2020,4,20,"9,133",283,189,104,193,353,85,48,105,132,75,56,56,43,39,311,298,"1,661",454,825,375,371,"1,426","1,007",644
2020,4,30,"8,145",223,113,106,137,339,73,52,82,101,77,44,57,50,50,269,228,"1,323",441,848,339,341,"1,256","1,049",547
2020,4,40,"11,747",378,223,226,220,356,172,113,107,180,138,101,82,91,99,354,390,"1,809",722,"1,007",492,450,"1,845","1,214",978
2020,4,50,"13,631",623,398,339,364,477,257,174,245,323,302,186,210,176,166,446,489,"1,761",736,"1,115",503,596,"1,708","1,253",784
2020,4,60,"11,955",683,451,302,431,438,290,204,232,360,352,241,243,215,244,397,376,"1,275",652,"1,010",501,509,"1,172",925,452
2020,4,70,"7,436",516,360,262,269,346,249,160,153,237,224,150,168,163,178,317,240,698,450,639,325,299,468,346,219
2020,4,80,"3,228",259,207,152,129,160,125,92,72,96,133,84,89,87,79,106,72,275,181,238,120,91,178,129,74
2020,4,90,322,32,20,14,22,19,15,5,8,20,13,8,8,8,8,6,8,24,18,15,9,11,13,11,7
2020,4,100,15,2,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020,5,총,"78,605","3,264","2,151","1,605","1,897","2,737","1,371",899,"1,087","1,528","1,383",909,975,873,922,"2,534","2,469","11,088","4,479","6,752","3,177","3,194","10,565","7,599","5,147"
2020,5,0,"5,769",115,54,37,45,115,28,18,35,27,26,21,24,14,21,148,178,"1,032",372,486,207,217,"1,123",810,616
2020,5,10,"7,261",158,137,62,84,137,82,42,45,59,41,24,36,26,34,183,204,"1,221",465,556,307,318,"1,361",861,818
2020,5,20,"9,103",279,185,102,191,354,82,49,101,125,78,56,56,43,37,305,288,"1,657",455,829,372,368,"1,434","1,012",645
2020,5,30,"8,112",221,115,107,134,341,70,49,84,101,75,43,56,49,52,262,223,"1,324",438,850,349,336,"1,247","1,042",544
2020,5,40,"11,714",373,223,228,222,353,164,110,106,179,140,100,80,91,98,361,387,"1,804",714,"1,001",488,448,"1,841","1,216",987
2020,5,50,"13,624",624,401,333,366,474,262,170,247,324,305,179,214,176,168,442,487,"1,767",731,"1,123",501,597,"1,709","1,241",783
2020,5,60,"11,979",680,449,307,433,440,292,204,232,362,350,244,242,214,248,395,380,"1,276",651,"1,012",500,506,"1,181",928,453
2020,5,70,"7,448",517,357,260,271,345,250,159,154,233,222,149,170,165,177,321,243,701,450,639,324,300,470,349,222
2020,5,80,"3,257",264,209,155,129,158,126,93,74,98,134,85,89,85,79,109,71,280,183,239,120,93,185,127,72
2020,5,90,322,31,21,14,22,18,15,5,9,19,12,8,8,10,7,6,8,23,20,15,9,11,13,11,7
2020,5,100,16,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020,6,총,"78,470","3,263","2,148","1,607","1,890","2,729","1,374",897,"1,085","1,532","1,375",905,973,868,930,"2,511","2,473","11,096","4,471","6,721","3,164","3,172","10,516","7,612","5,158"
2020,6,0,"5,719",112,54,39,44,112,27,15,30,26,23,21,24,15,21,146,180,"1,034",368,482,202,207,"1,115",816,606
2020,6,10,"7,248",159,134,61,79,136,83,42,45,58,41,23,36,26,35,183,204,"1,226",460,554,305,318,"1,359",857,824
2020,6,20,"9,043",275,180,101,192,347,86,47,101,123,77,53,54,43,38,297,289,"1,662",456,817,377,363,"1,414","1,007",644
2020,6,30,"8,094",218,117,110,134,344,69,50,85,101,77,43,57,47,54,256,226,"1,318",442,852,342,332,"1,236","1,039",545
2020,6,40,"11,700",374,219,223,223,351,164,110,107,179,137,99,80,90,99,357,391,"1,813",712,997,483,450,"1,838","1,222",982
2020,6,50,"13,587",619,399,338,363,476,260,170,246,329,302,176,211,175,170,437,481,"1,761",728,"1,112",502,593,"1,699","1,243",797
2020,6,60,"12,032",687,457,306,431,442,292,205,233,365,352,249,243,212,250,394,379,"1,278",653,"1,012",503,509,"1,186",939,455
2020,6,70,"7,447",520,355,262,274,341,255,160,154,233,221,149,168,165,177,319,244,697,451,639,320,297,473,351,222
2020,6,80,"3,264",266,211,153,130,160,124,93,75,98,133,84,92,84,78,114,71,282,181,239,121,93,182,125,75
2020,6,90,320,31,22,14,20,18,14,5,9,19,12,8,8,11,7,6,8,22,20,15,9,10,13,11,8
2020,6,100,16,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020,7,총,"78,614","3,256","2,147","1,603","1,877","3,046","1,367",899,"1,077","1,522","1,377",907,976,865,925,"2,508","2,489","11,059","4,469","6,697","3,156","3,158","10,494","7,595","5,145"
2020,7,0,"5,733",113,53,37,46,159,26,15,29,26,22,21,25,15,21,145,180,"1,029",366,478,202,207,"1,116",801,601
2020,7,10,"7,225",158,128,59,74,161,81,42,42,57,40,21,36,26,34,179,207,"1,224",460,547,301,314,"1,356",859,819
2020,7,20,"9,094",275,184,101,182,417,85,46,100,124,79,53,57,42,38,296,289,"1,661",452,819,380,358,"1,409","1,007",640
2020,7,30,"8,104",217,116,113,131,431,69,53,85,97,74,42,54,45,51,253,227,"1,306",443,845,339,333,"1,224","1,021",535
2020,7,40,"11,733",370,218,222,227,394,163,110,109,180,137,101,81,90,100,364,394,"1,805",709,990,481,453,"1,835","1,220",980
2020,7,50,"13,599",616,401,335,360,505,259,168,242,327,300,179,211,177,168,437,484,"1,756",734,"1,105",500,586,"1,695","1,247",807
2020,7,60,"12,069",692,460,311,438,453,291,205,235,362,357,251,243,212,251,391,382,"1,276",650,"1,020",507,505,"1,184",940,453
2020,7,70,"7,459",521,352,260,270,345,253,162,152,232,223,147,169,164,176,323,246,699,452,639,314,299,479,357,225
2020,7,80,"3,267",261,213,151,130,161,126,93,74,97,133,84,92,83,79,113,72,278,185,236,123,93,183,130,77
2020,7,90,315,31,22,14,19,18,14,5,9,19,12,8,8,11,6,5,8,22,18,16,9,10,12,11,8
2020,7,100,16,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020,8,총,"78,653","3,249","2,130","1,597","1,866","3,235","1,372",897,"1,085","1,522","1,371",897,973,866,921,"2,504","2,482","11,042","4,468","6,695","3,132","3,157","10,471","7,573","5,148"
2020,8,0,"5,708",109,54,37,45,185,26,14,30,26,19,21,25,15,20,145,180,"1,024",367,478,198,201,"1,100",794,595
2020,8,10,"7,226",157,125,55,67,173,83,43,43,57,38,21,36,29,34,178,206,"1,227",462,537,300,315,"1,359",858,823
2020,8,20,"9,098",276,182,103,180,459,86,49,98,123,77,50,57,41,37,299,290,"1,650",449,813,375,365,"1,403",999,637
2020,8,30,"8,107",215,114,110,133,493,67,53,85,95,74,40,52,44,50,249,222,"1,306",438,845,333,328,"1,221","1,005",535
2020,8,40,"11,716",367,215,223,225,411,162,108,111,179,137,97,80,88,97,361,392,"1,799",707,997,476,451,"1,826","1,218",989
2020,8,50,"13,591",614,399,328,354,522,261,169,240,328,295,180,210,178,169,441,484,"1,748",738,"1,104",493,587,"1,694","1,257",798
2020,8,60,"12,142",694,459,315,445,460,293,203,238,365,361,253,246,212,252,389,382,"1,283",650,"1,029",507,507,"1,192",947,460
2020,8,70,"7,462",525,352,260,270,349,255,162,155,233,225,144,168,163,176,318,243,702,453,637,317,302,477,351,225
2020,8,80,"3,278",260,208,152,129,162,125,92,76,97,133,83,93,85,79,116,75,278,186,238,124,92,186,131,78
2020,8,90,309,30,22,14,18,19,14,4,9,18,12,8,6,11,6,6,8,22,18,15,9,9,12,11,8
2020,8,100,16,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020,9,총,"78,704","3,246","2,128","1,599","1,880","3,350","1,372",902,"1,082","1,518","1,372",899,971,860,921,"2,497","2,469","11,044","4,458","6,677","3,122","3,149","10,468","7,569","5,151"
2020,9,0,"5,684",104,55,38,41,199,25,18,31,27,19,21,25,13,20,140,178,"1,017",363,479,196,199,"1,089",794,593
2020,9,10,"7,258",159,128,55,89,184,86,42,41,58,39,23,36,28,33,180,208,"1,225",461,534,295,309,"1,357",867,821
2020,9,20,"9,102",275,185,106,174,471,85,46,98,118,73,48,56,42,38,296,291,"1,655",447,812,374,369,"1,394","1,003",646
2020,9,30,"8,091",212,108,110,135,528,66,54,81,94,74,39,52,43,49,244,222,"1,304",430,833,335,323,"1,230",995,530
2020,9,40,"11,708",365,216,219,229,439,161,108,111,179,136,98,79,88,95,362,383,"1,793",705,991,475,455,"1,823","1,216",982
2020,9,50,"13,575",616,394,325,352,524,262,168,238,329,297,183,205,175,168,443,482,"1,747",741,"1,112",484,578,"1,697","1,254",801
2020,9,60,"12,211",698,462,322,448,470,290,205,241,366,367,252,251,214,255,391,380,"1,291",655,"1,025",509,512,"1,199",949,459
2020,9,70,"7,451",524,351,260,266,349,256,163,156,230,223,144,166,163,176,314,240,705,449,635,322,304,479,346,230
2020,9,80,"3,297",259,206,149,129,165,127,94,76,99,132,83,95,83,80,116,77,283,189,240,123,90,187,134,81
2020,9,90,312,32,23,15,17,19,14,4,9,18,12,8,6,11,6,9,8,21,18,14,9,10,12,9,8
2020,9,100,15,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020,10,총,"78,669","3,238","2,123","1,606","1,881","3,395","1,355",899,"1,077","1,507","1,368",896,975,855,921,"2,492","2,461","11,047","4,460","6,674","3,116","3,147","10,449","7,569","5,158"
2020,10,0,"5,645",101,52,38,39,204,25,19,28,27,17,19,25,13,21,138,176,"1,010",362,474,195,192,"1,081",796,593
2020,10,10,"7,244",157,128,55,92,192,81,40,39,58,39,23,35,28,33,180,201,"1,231",454,531,293,310,"1,350",875,819
2020,10,20,"9,119",271,178,108,175,480,84,47,101,114,73,48,55,41,38,297,294,"1,664",457,809,373,375,"1,392",995,650
2020,10,30,"8,060",216,112,107,134,537,65,55,79,90,74,39,52,43,48,239,216,"1,294",420,838,335,318,"1,232",991,526
2020,10,40,"11,662",362,215,217,225,443,155,108,109,180,132,97,80,87,94,358,384,"1,792",713,984,467,452,"1,816","1,207",985
2020,10,50,"13,570",608,397,330,352,529,258,164,236,323,299,183,203,170,165,441,482,"1,752",740,"1,117",485,578,"1,697","1,254",807
2020,10,60,"12,286",710,461,326,453,476,293,206,243,370,370,247,257,215,259,396,382,"1,286",660,"1,029",514,521,"1,201",952,459
2020,10,70,"7,439",519,347,260,264,345,252,163,156,228,223,149,167,163,176,314,239,705,447,634,320,302,481,352,233
2020,10,80,"3,317",260,210,150,131,168,129,93,77,100,129,83,94,84,80,118,79,289,189,242,126,89,183,136,78
2020,10,90,312,32,23,15,16,19,13,4,9,17,12,8,7,11,6,9,8,21,18,14,8,10,15,9,8
2020,10,100,15,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,3,0,2,0,0,1,2,0
2020,11,총,"78,632","3,229","2,124","1,600","1,887","3,419","1,356",900,"1,086","1,505","1,372",900,974,853,918,"2,475","2,448","11,054","4,431","6,644","3,092","3,136","10,438","7,649","5,142"
2020,11,0,"5,615",99,53,37,41,206,25,19,28,26,17,19,25,13,21,135,171,"1,007",352,473,194,192,"1,072",807,583
2020,11,10,"7,225",155,124,53,91,190,80,38,40,60,40,25,34,28,33,179,197,"1,231",455,523,290,307,"1,353",876,823
2020,11,20,"9,151",267,177,106,175,490,85,51,100,112,75,48,56,42,37,295,292,"1,686",452,803,370,370,"1,395","1,018",649
2020,11,30,"8,030",220,115,106,135,553,66,54,81,88,74,38,48,41,48,238,216,"1,281",413,841,328,311,"1,213","1,000",522
2020,11,40,"11,625",355,218,216,228,439,154,108,112,180,132,98,80,89,88,352,379,"1,779",711,978,464,449,"1,818","1,222",976
2020,11,50,"13,566",609,395,327,355,526,258,164,237,322,298,183,203,166,167,442,480,"1,762",733,"1,101",483,577,"1,703","1,265",810
2020,11,60,"12,354",713,465,332,452,483,297,204,248,371,373,250,261,217,262,390,386,"1,295",663,"1,032",512,526,"1,202",960,460
2020,11,70,"7,420",519,345,257,260,345,248,161,153,227,222,147,165,162,176,312,239,705,446,635,319,303,485,355,234
2020,11,80,"3,322",258,209,151,134,165,130,97,78,101,129,85,95,85,80,121,80,285,188,242,125,91,180,135,78
2020,11,90,310,32,23,15,16,20,13,4,9,18,12,7,7,10,6,9,8,20,18,14,7,10,16,9,7
2020,11,100,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,2,0
2020,12,총,"78,661","3,218","2,121","1,589","1,876","3,455","1,351",891,"1,090","1,505","1,374",912,975,856,918,"2,467","2,439","11,071","4,419","6,647","3,058","3,116","10,383","7,799","5,131"
2020,12,0,"5,582",100,52,38,40,210,25,19,31,26,18,20,26,14,21,134,169,"1,000",349,466,186,192,"1,055",809,582
2020,12,10,"7,187",158,122,51,89,186,77,37,38,57,43,24,35,29,34,181,193,"1,232",447,521,282,305,"1,339",892,815
2020,12,20,"9,194",266,179,98,171,496,88,48,103,117,72,49,57,41,37,297,292,"1,698",459,809,366,367,"1,398","1,039",647
2020,12,30,"8,021",215,113,107,133,562,63,55,82,90,74,38,45,43,48,236,213,"1,283",406,838,317,307,"1,207","1,031",515
2020,12,40,"11,617",347,212,216,223,453,152,106,107,175,133,97,78,90,91,349,382,"1,774",712,983,464,442,"1,817","1,247",967
2020,12,50,"13,575",608,397,325,355,526,258,163,235,324,298,186,198,165,162,442,477,"1,766",731,"1,107",482,574,"1,677","1,297",822
2020,12,60,"12,394",718,471,334,454,486,301,204,253,371,371,257,265,217,264,385,387,"1,300",661,"1,027",509,522,"1,204",975,458
2020,12,70,"7,430",517,341,256,259,348,247,158,155,228,222,149,167,163,174,312,239,700,448,636,320,306,489,358,238
2020,12,80,"3,341",255,211,150,136,165,128,97,78,101,131,85,97,84,81,121,79,294,187,245,125,91,181,139,80
2020,12,90,306,32,23,14,16,21,12,4,8,16,12,7,7,10,6,8,8,21,19,13,7,10,15,10,7
2020,12,100,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,2,0
2021,1,총,"78,563","3,207","2,113","1,579","1,879","3,474","1,356",893,"1,091","1,505","1,371",911,975,854,917,"2,463","2,416","11,034","4,448","6,607","3,053","3,103","10,329","7,855","5,130"
2021,1,0,"5,530",99,50,36,41,213,25,19,31,26,18,20,26,14,20,133,168,994,350,454,180,186,"1,040",812,575
2021,1,10,"7,163",157,122,48,85,190,88,35,38,57,43,23,38,26,36,184,192,"1,216",450,519,278,301,"1,330",896,811
2021,1,20,"9,152",259,178,96,176,500,84,50,101,114,71,46,57,42,36,303,283,"1,682",460,797,364,363,"1,400","1,041",649
2021,1,30,"7,979",212,112,101,132,568,63,57,86,91,70,37,44,43,46,230,205,"1,288",415,824,311,310,"1,176","1,050",508
2021,1,40,"11,568",345,206,212,224,451,149,103,102,174,131,99,74,90,90,344,377,"1,774",707,984,465,435,"1,808","1,252",972
2021,1,50,"13,551",609,391,321,348,525,261,159,238,318,301,184,197,165,164,438,473,"1,756",737,"1,099",486,575,"1,670","1,306",830
2021,1,60,"12,492",719,478,345,460,491,300,212,254,380,370,260,266,214,266,384,388,"1,308",668,"1,031",512,525,"1,218",984,459
2021,1,70,"7,427",511,340,255,257,346,245,157,153,228,222,152,168,165,170,315,243,697,451,637,323,305,488,362,237
2021,1,80,"3,370",258,213,150,140,166,130,97,80,101,133,83,98,85,81,121,79,295,190,245,127,93,183,140,82
2021,1,90,316,36,23,15,16,21,11,4,8,16,12,7,7,10,8,9,8,21,20,15,7,10,15,10,7
2021,1,100,15,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,2,0
2021,2,총,"78,398","3,196","2,103","1,567","1,865","3,471","1,335",890,"1,089","1,496","1,369",909,970,853,908,"2,495","2,405","10,999","4,415","6,606","3,051","3,082","10,304","7,868","5,152"
2021,2,0,"5,497",99,50,35,39,213,25,18,30,28,19,20,26,14,20,135,163,982,341,461,183,184,"1,023",814,575
2021,2,10,"7,131",153,121,48,80,190,81,34,37,54,41,24,37,26,31,180,191,"1,212",458,520,277,290,"1,324",903,819
2021,2,20,"9,042",260,167,91,173,493,83,49,103,113,70,44,55,43,37,323,279,"1,658",451,781,354,362,"1,400","1,012",641
2021,2,30,"7,990",210,114,101,132,567,61,58,85,91,68,35,46,44,44,240,210,"1,284",402,821,308,305,"1,170","1,073",521
2021,2,40,"11,505",342,203,208,220,445,142,101,104,172,126,100,75,86,87,343,370,"1,773",699,996,466,429,"1,799","1,252",967
2021,2,50,"13,544",600,386,317,345,531,260,158,236,311,304,181,194,166,166,429,475,"1,764",740,"1,103",486,576,"1,676","1,302",838
2021,2,60,"12,549",717,487,348,467,499,298,214,255,382,375,262,266,215,262,395,387,"1,306",661,"1,026",520,524,"1,227",994,462
2021,2,70,"7,403",517,336,252,250,342,244,158,151,224,219,152,165,165,169,316,242,699,452,635,321,310,483,364,237
2021,2,80,"3,402",260,216,152,142,167,132,96,78,106,135,84,100,84,81,123,80,296,192,247,128,92,186,140,85
2021,2,90,319,35,23,15,17,21,9,4,10,15,12,7,6,10,11,9,8,22,19,14,8,10,15,12,7
2021,2,100,16,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,2,0
2021,3,총,"78,271","3,196","2,104","1,569","1,858","3,488","1,343",888,"1,079","1,500","1,370",909,971,851,907,"2,494","2,382","11,012","4,398","6,559","3,036","3,074","10,279","7,867","5,137"
2021,3,0,"5,472",102,53,35,40,225,25,18,28,30,17,20,26,13,20,133,158,974,342,449,180,181,"1,025",811,567
2021,3,10,"7,089",151,120,51,72,189,84,35,37,53,42,23,37,26,30,177,194,"1,223",448,506,275,285,"1,323",902,806
2021,3,20,"9,044",260,161,92,168,493,84,48,99,113,70,44,55,43,38,331,268,"1,662",464,784,347,364,"1,389","1,018",649
2021,3,30,"7,960",206,119,101,130,574,61,58,84,89,69,33,46,45,44,237,207,"1,296",396,807,311,300,"1,156","1,070",521
2021,3,40,"11,444",341,204,202,221,442,144,101,102,174,124,100,73,84,81,342,366,"1,764",688,994,465,425,"1,801","1,248",958
2021,3,50,"13,436",595,381,313,345,528,257,154,231,309,300,179,190,166,168,421,474,"1,757",735,"1,086",483,568,"1,650","1,302",844
2021,3,60,"12,659",720,493,354,469,500,305,221,260,392,383,268,272,216,264,398,386,"1,315",659,"1,037",511,539,"1,239",997,461
2021,3,70,"7,408",520,337,251,255,344,242,155,154,218,221,152,165,165,167,319,242,698,449,630,324,310,488,361,241
2021,3,80,"3,423",262,213,155,141,167,132,94,74,107,134,82,101,82,83,126,78,299,198,251,132,92,192,145,83
2021,3,90,324,36,23,15,17,23,9,4,10,15,10,8,6,11,12,9,9,23,19,14,8,10,15,11,7
2021,3,100,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0
2021,4,총,"78,279","3,198","2,107","1,570","1,861","3,503","1,334",884,"1,080","1,483","1,379",907,964,854,903,"2,527","2,392","11,033","4,400","6,532","3,036","3,066","10,274","7,854","5,138"
2021,4,0,"5,455",104,55,35,41,225,25,16,28,29,17,20,26,13,20,128,160,972,342,442,185,177,"1,014",811,570
2021,4,10,"7,076",147,117,50,76,191,79,34,37,54,40,24,38,25,30,189,194,"1,234",449,505,268,283,"1,316",892,804
2021,4,20,"9,050",258,158,93,167,504,87,48,98,104,71,41,53,44,37,349,266,"1,658",461,778,349,363,"1,394","1,023",646
2021,4,30,"7,976",209,121,101,130,580,62,59,81,88,72,34,45,44,46,241,210,"1,294",395,797,311,299,"1,169","1,068",520
2021,4,40,"11,410",344,201,201,222,437,139,101,104,173,125,99,74,83,83,348,369,"1,770",689,992,453,424,"1,783","1,242",954
2021,4,50,"13,388",588,379,315,343,526,252,151,232,303,302,177,186,169,163,415,472,"1,760",734,"1,085",490,562,"1,655","1,289",840
2021,4,60,"12,739",726,502,355,470,505,306,221,259,392,386,270,270,215,265,403,390,"1,324",664,"1,033",513,544,"1,245","1,009",472
2021,4,70,"7,394",517,338,250,256,341,244,155,153,217,222,152,167,168,163,316,238,698,444,634,323,308,487,361,242
2021,4,80,"3,455",266,212,156,140,167,131,95,78,107,134,82,99,82,85,127,84,299,202,252,136,96,197,145,83
2021,4,90,324,36,24,14,16,24,9,4,10,16,10,8,6,11,11,10,9,23,20,13,8,10,13,12,7
2021,4,100,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0
2021,5,총,"78,167","3,220","2,097","1,565","1,853","3,511","1,316",871,"1,086","1,479","1,374",901,961,845,904,"2,516","2,381","11,027","4,368","6,544","3,041","3,074","10,264","7,835","5,134"
2021,5,0,"5,430",102,53,36,40,227,25,15,27,29,15,20,27,13,20,125,160,969,342,448,182,177,"1,006",804,568
2021,5,10,"7,054",149,114,51,74,191,76,34,39,55,38,24,35,25,29,191,192,"1,230",443,500,277,284,"1,315",892,796
2021,5,20,"9,077",256,160,92,170,501,86,47,98,104,73,41,55,42,37,345,264,"1,683",459,774,348,365,"1,393","1,030",654
2021,5,30,"7,955",211,118,97,126,584,62,56,80,84,68,35,45,43,47,246,209,"1,287",388,812,315,301,"1,176","1,048",517
2021,5,40,"11,336",344,196,199,218,445,140,98,108,170,125,95,71,81,82,345,362,"1,748",683,978,453,419,"1,784","1,246",946
2021,5,50,"13,342",599,378,319,341,522,248,146,228,302,298,175,182,165,158,410,468,"1,761",725,"1,087",487,561,"1,650","1,285",847
2021,5,60,"12,808",731,506,357,469,506,301,221,263,392,394,272,274,217,271,403,395,"1,341",666,"1,037",513,550,"1,244","1,015",470
2021,5,70,"7,393",519,338,248,254,344,242,152,154,216,222,150,169,169,165,313,235,693,443,638,324,310,490,360,245
2021,5,80,"3,448",270,211,155,144,166,128,100,79,111,132,81,96,79,84,127,87,293,199,255,134,97,193,143,84
2021,5,90,314,36,23,11,17,22,8,2,10,16,9,8,7,11,11,10,9,21,20,14,8,10,12,12,7
