년도,월,나이,당진시,합덕읍,송악읍,고대면,석문면,대호지면,정미면,면천면,순성면,우강면,신평면,송산면,당진1동,당진2동,당진3동
2020,6,50,"25,756","1,593","4,405",979,"1,924",368,643,680,962,901,"2,541","1,808","3,253","3,007","2,692"
2020,6,60,"20,369","1,849","3,103","1,183","1,618",606,828,758,"1,027","1,022","1,983","1,313","1,986","1,891","1,202"
2020,6,70,"13,051","1,302","1,633",851,"1,018",479,611,542,770,796,"1,296",877,"1,135","1,052",689
2020,6,80,"7,900",802,967,627,608,300,408,360,529,513,763,536,504,597,386
2020,6,90,"1,102",114,125,98,81,33,64,63,86,70,101,71,71,66,59
2020,6,100,69,15,7,3,5,3,2,2,5,2,8,4,1,11,1
2020,7,총,"166,057","9,228","30,394","5,528","9,606","2,451","3,736","3,596","5,124","5,179","15,974","12,142","23,637","20,792","18,670"
2020,7,0,"15,979",354,"4,134",200,460,62,111,102,186,206,"1,576","1,276","2,506","2,531","2,275"
2020,7,10,"15,664",565,"2,530",293,487,99,199,193,327,355,"1,814","1,033","2,444","2,524","2,801"
2020,7,20,"16,153",734,"2,439",384,910,142,310,277,372,393,"1,489","1,080","3,305","2,181","2,137"
2020,7,30,"23,227",741,"5,748",344,"1,149",133,222,229,295,327,"1,789","2,082","4,350","3,116","2,702"
2020,7,40,"26,605","1,146","5,280",565,"1,341",226,339,380,564,582,"2,606","2,046","4,062","3,762","3,706"
2020,7,50,"25,743","1,586","4,388",977,"1,928",364,639,681,949,907,"2,534","1,818","3,258","3,019","2,695"
2020,7,60,"20,478","1,851","3,124","1,188","1,619",609,828,760,"1,031","1,026","1,994","1,319","1,996","1,920","1,213"
2020,7,70,"13,140","1,319","1,649",856,"1,023",481,612,547,777,798,"1,305",877,"1,140","1,063",693
2020,7,80,"7,899",802,966,619,607,299,411,362,533,510,761,538,505,599,387
2020,7,90,"1,101",115,129,99,77,33,63,63,84,73,99,69,71,66,60
2020,7,100,68,15,7,3,5,3,2,2,6,2,7,4,0,11,1
2020,8,총,"166,067","9,191","30,376","5,515","9,620","2,452","3,727","3,603","5,118","5,175","15,946","12,106","23,635","20,965","18,638"
2020,8,0,"15,947",349,"4,128",200,459,62,109,101,187,206,"1,560","1,257","2,503","2,562","2,264"
2020,8,10,"15,637",565,"2,519",291,490,100,199,193,323,353,"1,816","1,029","2,423","2,539","2,797"
2020,8,20,"16,109",723,"2,421",382,907,141,301,279,369,394,"1,479","1,068","3,300","2,218","2,127"
2020,8,30,"23,105",732,"5,697",342,"1,150",132,225,227,295,325,"1,774","2,055","4,319","3,141","2,691"
2020,8,40,"26,628","1,137","5,320",565,"1,339",221,335,380,557,587,"2,602","2,040","4,058","3,778","3,709"
2020,8,50,"25,774","1,576","4,383",967,"1,927",361,636,683,957,890,"2,530","1,832","3,285","3,054","2,693"
2020,8,60,"20,586","1,850","3,133","1,184","1,630",614,836,766,"1,034","1,030","2,010","1,330","2,027","1,926","1,216"
2020,8,70,"13,197","1,321","1,665",860,"1,027",487,615,551,776,805,"1,309",884,"1,141","1,064",692
2020,8,80,"7,907",811,972,623,609,295,407,359,528,510,757,536,507,604,389
2020,8,90,"1,109",112,131,98,77,36,62,62,86,73,102,71,72,68,59
2020,8,100,68,15,7,3,5,3,2,2,6,2,7,4,0,11,1
2020,9,총,"165,991","9,161","30,362","5,511","9,641","2,444","3,721","3,611","5,135","5,181","15,888","12,113","23,596","20,998","18,629"
2020,9,0,"15,837",341,"4,106",198,452,62,103,101,186,203,"1,547","1,253","2,481","2,563","2,241"
2020,9,10,"15,647",568,"2,527",284,489,98,198,195,316,350,"1,812","1,035","2,429","2,547","2,799"
2020,9,20,"16,079",723,"2,401",383,924,141,297,277,377,398,"1,457","1,064","3,305","2,204","2,128"
2020,9,30,"22,944",717,"5,656",338,"1,147",129,224,225,300,319,"1,752","2,046","4,294","3,148","2,649"
2020,9,40,"26,626","1,123","5,326",563,"1,344",216,332,383,554,588,"2,593","2,044","4,068","3,781","3,711"
2020,9,50,"25,846","1,581","4,409",970,"1,927",364,632,680,963,891,"2,530","1,826","3,276","3,067","2,730"
2020,9,60,"20,670","1,848","3,155","1,188","1,641",609,846,774,"1,034","1,037","2,018","1,343","2,023","1,932","1,222"
2020,9,70,"13,221","1,317","1,661",858,"1,020",490,617,553,781,809,"1,313",893,"1,139","1,070",700
2020,9,80,"7,926",812,982,627,613,292,406,359,531,511,755,535,507,607,389
2020,9,90,"1,127",116,132,99,79,40,64,62,87,73,104,70,74,68,59
2020,9,100,68,15,7,3,5,3,2,2,6,2,7,4,0,11,1
2020,10,총,"166,073","9,156","30,342","5,504","9,702","2,442","3,722","3,615","5,120","5,158","15,887","12,070","23,649","21,074","18,632"
2020,10,0,"15,711",335,"4,068",193,445,61,108,99,187,198,"1,524","1,248","2,459","2,565","2,221"
2020,10,10,"15,691",582,"2,534",284,500,98,194,192,315,347,"1,830","1,024","2,437","2,553","2,801"
2020,10,20,"16,084",718,"2,395",383,935,143,304,278,369,398,"1,438","1,042","3,335","2,218","2,128"
2020,10,30,"22,881",718,"5,632",330,"1,156",127,222,223,300,316,"1,744","2,032","4,296","3,150","2,635"
2020,10,40,"26,634","1,122","5,332",561,"1,350",214,329,380,547,580,"2,601","2,040","4,095","3,777","3,706"
2020,10,50,"25,946","1,570","4,423",969,"1,937",366,629,688,961,887,"2,543","1,829","3,281","3,105","2,758"
2020,10,60,"20,717","1,840","3,157","1,189","1,655",605,844,778,"1,036","1,040","2,027","1,358","2,020","1,940","1,228"
2020,10,70,"13,261","1,324","1,673",863,"1,030",495,621,553,780,803,"1,315",885,"1,144","1,072",703
2020,10,80,"7,947",816,989,627,608,290,404,360,532,514,755,537,507,616,392
2020,10,90,"1,131",115,132,102,81,40,65,62,88,73,102,71,74,67,59
2020,10,100,70,16,7,3,5,3,2,2,5,2,8,4,1,11,1
2020,11,총,"166,145","9,169","30,347","5,499","9,755","2,447","3,718","3,592","5,139","5,134","15,877","12,029","23,663","21,162","18,614"
2020,11,0,"15,628",339,"4,040",188,437,63,106,95,185,192,"1,505","1,228","2,465","2,589","2,196"
2020,11,10,"15,697",590,"2,551",279,501,99,197,191,318,345,"1,823","1,022","2,431","2,545","2,805"
2020,11,20,"16,078",710,"2,389",383,942,143,299,269,368,397,"1,437","1,036","3,334","2,223","2,148"
2020,11,30,"22,800",723,"5,604",327,"1,162",129,223,229,298,309,"1,722","2,018","4,281","3,171","2,604"
2020,11,40,"26,681","1,123","5,359",557,"1,359",211,334,376,552,582,"2,622","2,026","4,104","3,780","3,696"
2020,11,50,"25,985","1,572","4,427",960,"1,944",361,624,671,974,871,"2,537","1,846","3,304","3,124","2,770"
2020,11,60,"20,811","1,835","3,162","1,206","1,678",610,845,786,"1,039","1,049","2,038","1,359","2,023","1,949","1,232"
2020,11,70,"13,301","1,331","1,686",861,"1,031",496,619,555,783,802,"1,322",884,"1,139","1,082",710
2020,11,80,"7,956",812,989,633,613,291,407,358,530,512,759,534,507,617,394
2020,11,90,"1,138",118,133,101,83,41,63,60,87,73,104,72,74,71,58
2020,11,100,70,16,7,4,5,3,1,2,5,2,8,4,1,11,1
2020,12,총,"166,249","9,099","30,259","5,498","9,701","2,434","3,679","3,584","5,122","5,177","15,814","11,914","24,406","21,178","18,384"
2020,12,0,"15,561",325,"4,010",183,427,62,105,102,175,191,"1,492","1,191","2,561","2,598","2,139"
2020,12,10,"15,687",589,"2,558",276,498,98,190,190,318,346,"1,813","1,000","2,519","2,531","2,761"
2020,12,20,"16,075",696,"2,366",385,941,142,294,257,367,403,"1,423","1,025","3,406","2,223","2,147"
2020,12,30,"22,827",719,"5,544",329,"1,136",126,212,232,290,311,"1,701","1,995","4,499","3,183","2,550"
2020,12,40,"26,670","1,113","5,356",556,"1,345",208,324,375,547,589,"2,610","2,000","4,236","3,789","3,622"
2020,12,50,"25,934","1,567","4,426",954,"1,921",354,625,662,975,862,"2,511","1,847","3,385","3,095","2,750"
2020,12,60,"21,007","1,821","3,182","1,215","1,702",610,839,793,"1,049","1,061","2,071","1,367","2,070","1,978","1,249"
2020,12,70,"13,306","1,320","1,684",862,"1,025",502,617,556,776,818,"1,324",880,"1,145","1,084",713
2020,12,80,"7,965",814,995,632,614,286,408,354,534,520,757,534,508,615,394
2020,12,90,"1,147",119,131,102,87,43,64,61,86,74,104,70,76,72,58
2020,12,100,70,16,7,4,5,3,1,2,5,2,8,5,1,10,1
2021,1,총,"166,189","9,077","30,173","5,463","9,696","2,425","3,674","3,568","5,102","5,182","15,756","11,888","24,659","21,204","18,322"
2021,1,0,"15,408",315,"3,972",183,422,62,109,100,172,188,"1,470","1,167","2,568","2,561","2,119"
2021,1,10,"15,670",584,"2,566",277,482,95,188,190,313,340,"1,802",994,"2,553","2,548","2,738"
2021,1,20,"16,035",695,"2,341",379,932,140,290,245,356,409,"1,410","1,029","3,446","2,222","2,141"
2021,1,30,"22,713",704,"5,476",312,"1,134",123,214,232,287,315,"1,675","1,972","4,551","3,180","2,538"
2021,1,40,"26,712","1,121","5,363",550,"1,349",211,329,371,533,584,"2,607","1,998","4,301","3,804","3,591"
2021,1,50,"25,951","1,563","4,423",936,"1,915",348,618,654,975,860,"2,493","1,860","3,418","3,113","2,775"
2021,1,60,"21,168","1,818","3,209","1,229","1,731",605,840,804,"1,059","1,058","2,096","1,381","2,090","1,989","1,259"
2021,1,70,"13,304","1,323","1,686",857,"1,020",509,609,557,777,824,"1,322",875,"1,149","1,088",708
2021,1,80,"8,000",820,"1,001",631,617,285,409,351,538,528,768,533,507,618,394
2021,1,90,"1,157",118,130,105,89,43,67,62,87,74,105,73,75,71,58
2021,1,100,71,16,6,4,5,4,1,2,5,2,8,6,1,10,1
2021,2,총,"166,218","9,055","30,030","5,444","9,707","2,425","3,658","3,543","5,089","5,181","15,701","11,813","24,588","21,810","18,174"
2021,2,0,"15,309",316,"3,902",169,416,63,107,96,165,186,"1,445","1,139","2,516","2,736","2,053"
2021,2,10,"15,659",584,"2,566",281,479,93,186,187,310,339,"1,787",990,"2,564","2,574","2,719"
2021,2,20,"15,972",687,"2,300",378,915,138,281,236,358,402,"1,415","1,003","3,431","2,268","2,160"
2021,2,30,"22,565",689,"5,407",302,"1,137",123,212,229,277,317,"1,634","1,936","4,478","3,364","2,460"
2021,2,40,"26,793","1,119","5,353",546,"1,364",208,328,372,526,586,"2,612","2,011","4,305","3,892","3,571"
2021,2,50,"25,990","1,565","4,429",941,"1,917",343,604,643,977,851,"2,487","1,851","3,446","3,164","2,772"
2021,2,60,"21,366","1,816","3,249","1,233","1,755",615,851,809,"1,059","1,070","2,110","1,400","2,115","2,019","1,265"
2021,2,70,"13,284","1,319","1,681",858,"1,010",507,606,559,779,823,"1,324",874,"1,141","1,092",711
2021,2,80,"8,040",823,"1,007",627,618,288,414,350,544,531,771,528,518,618,403
2021,2,90,"1,168",121,130,105,91,43,67,60,89,74,108,75,73,73,59
2021,2,100,72,16,6,4,5,4,2,2,5,2,8,6,1,10,1
2021,3,총,"166,186","8,955","30,006","5,391","9,727","2,409","3,657","3,533","5,038","5,136","15,590","11,740","24,611","22,287","18,106"
2021,3,0,"15,263",316,"3,903",167,407,62,105,96,156,180,"1,431","1,112","2,498","2,824","2,006"
2021,3,10,"15,652",576,"2,582",277,488,92,190,185,313,322,"1,779",986,"2,551","2,592","2,719"
2021,3,20,"15,985",678,"2,289",381,913,138,282,229,356,407,"1,387",993,"3,433","2,329","2,170"
2021,3,30,"22,484",687,"5,326",291,"1,129",125,213,226,266,310,"1,617","1,903","4,469","3,514","2,408"
2021,3,40,"26,741","1,115","5,350",528,"1,365",205,324,369,513,577,"2,581","2,004","4,319","3,938","3,553"
2021,3,50,"26,009","1,542","4,473",941,"1,913",337,604,636,961,830,"2,482","1,847","3,459","3,205","2,779"
2021,3,60,"21,558","1,800","3,259","1,226","1,781",617,848,823,"1,066","1,089","2,123","1,419","2,144","2,076","1,287"
2021,3,70,"13,220","1,294","1,696",849,"1,008",496,607,559,768,817,"1,304",862,"1,142","1,102",716
2021,3,80,"8,054",819,995,624,626,291,415,350,547,531,775,535,521,618,407
2021,3,90,"1,170",120,130,104,92,43,68,59,90,71,107,75,74,78,59
2021,3,100,50,8,3,3,5,3,1,1,2,2,4,4,1,11,2
2021,4,총,"166,333","8,938","30,064","5,390","9,728","2,410","3,649","3,543","5,042","5,125","15,539","11,709","24,637","22,459","18,100"
2021,4,0,"15,195",310,"3,888",162,407,61,106,94,155,173,"1,416","1,098","2,494","2,858","1,973"
2021,4,10,"15,674",578,"2,601",281,487,88,188,187,314,320,"1,775",983,"2,543","2,605","2,724"
2021,4,20,"15,940",673,"2,286",386,898,138,278,221,359,402,"1,386",985,"3,416","2,337","2,175"
2021,4,30,"22,397",677,"5,304",287,"1,118",122,211,231,263,309,"1,579","1,888","4,466","3,556","2,386"
2021,4,40,"26,840","1,103","5,385",526,"1,382",205,322,365,507,582,"2,593","2,012","4,329","3,974","3,555"
2021,4,50,"25,982","1,534","4,464",933,"1,903",336,593,640,958,830,"2,477","1,843","3,479","3,200","2,792"
2021,4,60,"21,786","1,818","3,298","1,245","1,804",624,860,833,"1,075","1,095","2,122","1,428","2,168","2,113","1,303"
2021,4,70,"13,206","1,292","1,703",845,"1,005",495,601,561,769,805,"1,305",856,"1,148","1,101",720
2021,4,80,"8,086",824,997,622,625,294,420,350,550,532,774,538,520,627,413
2021,4,90,"1,176",121,135,100,93,44,69,60,90,75,108,75,73,76,57
2021,4,100,51,8,3,3,6,3,1,1,2,2,4,3,1,12,2
2021,5,총,"166,491","8,908","30,134","5,376","9,743","2,408","3,635","3,524","5,043","5,121","15,535","11,716","24,662","22,567","18,119"
2021,5,0,"15,114",306,"3,864",162,398,59,106,91,152,174,"1,395","1,088","2,485","2,870","1,964"
2021,5,10,"15,696",578,"2,607",275,495,87,184,186,313,314,"1,792",983,"2,546","2,612","2,724"
2021,5,20,"15,964",669,"2,299",391,892,137,284,217,356,391,"1,392",975,"3,424","2,348","2,189"
2021,5,30,"22,319",666,"5,267",280,"1,114",126,208,227,260,314,"1,562","1,882","4,466","3,580","2,367"
2021,5,40,"26,833","1,094","5,424",520,"1,369",201,320,361,509,579,"2,592","2,008","4,329","3,985","3,542"
2021,5,50,"26,011","1,535","4,477",926,"1,916",333,583,630,946,828,"2,476","1,850","3,490","3,215","2,806"
2021,5,60,"22,004","1,810","3,355","1,245","1,835",628,862,841,"1,090","1,106","2,137","1,449","2,177","2,138","1,331"
2021,5,70,"13,201","1,292","1,697",852,997,495,599,561,767,803,"1,309",860,"1,148","1,102",719
2021,5,80,"8,127",829,"1,005",622,626,296,421,351,558,537,770,541,526,629,416
2021,5,90,"1,170",121,136,99,95,43,67,58,88,74,106,77,70,77,59
2021,5,100,52,8,3,4,6,3,1,1,4,1,4,3,1,11,2
2021,6,총,"166,754","8,888","30,186","5,380","9,700","2,405","3,627","3,537","5,046","5,113","15,505","11,737","24,776","22,728","18,126"
2021,6,0,"15,015",304,"3,833",161,391,57,102,91,150,175,"1,383","1,076","2,474","2,873","1,945"
2021,6,10,"15,713",577,"2,635",278,485,88,181,190,315,309,"1,785",979,"2,539","2,625","2,727"
2021,6,20,"16,003",659,"2,287",385,903,136,290,215,353,391,"1,395",990,"3,444","2,374","2,181"
2021,6,30,"22,265",667,"5,249",279,"1,095",129,203,227,259,307,"1,537","1,864","4,482","3,608","2,359"
2021,6,40,"26,908","1,094","5,449",528,"1,348",196,316,360,508,579,"2,578","2,017","4,350","4,032","3,553"
2021,6,50,"26,054","1,524","4,496",911,"1,913",333,582,628,937,829,"2,477","1,857","3,527","3,228","2,812"
2021,6,60,"22,182","1,815","3,391","1,256","1,850",630,857,847,"1,095","1,107","2,163","1,464","2,199","2,155","1,353"
2021,6,70,"13,247","1,293","1,701",858,991,490,606,566,773,805,"1,306",865,"1,162","1,113",718
2021,6,80,"8,149",824,"1,008",623,626,300,420,351,564,539,773,546,527,631,417
2021,6,90,"1,167",124,135,97,92,43,69,61,88,71,104,75,71,78,59
2021,6,100,51,7,2,4,6,3,1,1,4,1,4,4,1,11,2
2021,7,총,"166,937","8,880","30,268","5,381","9,692","2,416","3,624","3,535","5,029","5,101","15,476","11,728","24,817","22,878","18,112"
2021,7,0,"14,941",303,"3,808",159,387,58,104,93,150,173,"1,366","1,075","2,445","2,890","1,930"
2021,7,10,"15,722",572,"2,674",275,477,89,179,189,305,309,"1,793",974,"2,546","2,637","2,703"
2021,7,20,"16,036",662,"2,268",385,908,134,288,216,346,390,"1,387",989,"3,474","2,404","2,185"
2021,7,30,"22,161",659,"5,223",281,"1,092",130,203,221,264,304,"1,526","1,851","4,450","3,615","2,342"
2021,7,40,"26,952","1,091","5,511",521,"1,336",199,315,353,497,574,"2,569","2,020","4,372","4,050","3,544"
2021,7,50,"26,125","1,516","4,499",912,"1,933",338,582,635,932,819,"2,472","1,849","3,542","3,256","2,840"
2021,7,60,"22,317","1,826","3,422","1,263","1,837",628,859,838,"1,104","1,113","2,177","1,481","2,218","2,181","1,370"
2021,7,70,"13,287","1,293","1,704",861,"1,002",489,606,577,775,802,"1,306",861,"1,165","1,128",718
2021,7,80,"8,178",827,"1,022",625,623,305,418,350,565,547,771,547,531,628,419
2021,7,90,"1,167",124,135,94,91,43,69,63,87,69,106,77,73,77,59
2021,7,100,51,7,2,5,6,3,1,0,4,1,3,4,1,12,2
2021,8,총,"166,805","8,861","30,321","5,359","9,680","2,413","3,626","3,532","5,034","5,085","15,440","11,699","24,782","22,954","18,019"
2021,8,0,"14,856",302,"3,788",155,380,59,104,91,153,171,"1,346","1,061","2,446","2,890","1,910"
2021,8,10,"15,738",560,"2,688",273,474,84,181,188,303,305,"1,809",978,"2,558","2,645","2,692"
2021,8,20,"15,943",651,"2,274",386,902,132,288,211,337,377,"1,374",985,"3,458","2,409","2,159"
2021,8,30,"22,022",661,"5,184",280,"1,084",129,205,224,266,303,"1,504","1,838","4,416","3,632","2,296"
2021,8,40,"26,905","1,090","5,519",522,"1,325",195,312,347,499,564,"2,562","2,014","4,359","4,058","3,539"
2021,8,50,"26,204","1,504","4,539",910,"1,951",341,584,638,929,825,"2,490","1,853","3,534","3,271","2,835"
2021,8,60,"22,415","1,841","3,450","1,258","1,847",635,860,841,"1,109","1,112","2,162","1,490","2,235","2,193","1,382"
2021,8,70,"13,309","1,292","1,720",860,998,488,603,578,778,807,"1,309",851,"1,167","1,139",719
2021,8,80,"8,184",824,"1,021",613,623,304,419,349,569,551,771,551,536,628,425
2021,8,90,"1,179",129,136,97,90,43,69,65,87,69,110,75,71,78,60
2021,8,100,50,7,2,5,6,3,1,0,4,1,3,3,2,11,2
2021,9,총,"166,714","8,851","30,292","5,340","9,705","2,398","3,621","3,534","5,021","5,067","15,449","11,720","24,754","23,024","17,938"
2021,9,0,"14,771",300,"3,767",152,380,59,103,89,153,166,"1,339","1,053","2,421","2,908","1,881"
2021,9,10,"15,778",557,"2,709",273,477,82,177,186,297,303,"1,817",987,"2,575","2,652","2,686"
2021,9,20,"15,772",646,"2,227",376,903,130,283,210,339,377,"1,366",979,"3,423","2,387","2,126"
2021,9,30,"21,892",657,"5,152",278,"1,077",128,206,225,258,296,"1,489","1,829","4,388","3,637","2,272"
2021,9,40,"26,915","1,088","5,531",517,"1,325",185,306,345,492,558,"2,570","2,024","4,373","4,081","3,520"
2021,9,50,"26,358","1,513","4,560",909,"1,968",342,591,640,929,830,"2,503","1,875","3,552","3,291","2,855"
2021,9,60,"22,445","1,832","3,460","1,264","1,843",630,862,852,"1,105","1,109","2,170","1,494","2,243","2,196","1,385"
2021,9,70,"13,317","1,297","1,715",854,"1,005",492,605,569,785,811,"1,308",849,"1,157","1,146",724
2021,9,80,"8,229",825,"1,026",618,630,302,419,351,573,549,772,550,548,639,427
2021,9,90,"1,186",129,143,94,91,45,68,67,86,67,112,77,72,75,60
2021,9,100,51,7,2,5,6,3,1,0,4,1,3,3,2,12,2
2021,10,총,"166,802","8,822","30,342","5,303","9,730","2,403","3,611","3,534","5,043","5,092","15,438","11,738","24,716","23,128","17,902"
2021,10,0,"14,663",296,"3,737",145,380,62,102,87,159,168,"1,327","1,037","2,399","2,914","1,850"
2021,10,10,"15,790",552,"2,727",271,469,83,173,184,296,306,"1,812",998,"2,576","2,666","2,677"
2021,10,20,"15,791",628,"2,232",370,905,129,280,206,338,382,"1,375",989,"3,407","2,409","2,141"
