년도,월,나이,광주광역시 남구,광주광역시 남구 양림동,광주광역시 남구 방림1동,광주광역시 남구 방림2동,광주광역시 남구 봉선1동,광주광역시 남구 봉선2동,광주광역시 남구 사직동,광주광역시 남구 월산동,광주광역시 남구 월산4동,광주광역시 남구 월산5동,광주광역시 남구 백운1동,광주광역시 남구 백운2동,광주광역시 남구 주월1동,광주광역시 남구 주월2동,광주광역시 남구 효덕동,광주광역시 남구 송암동,광주광역시 남구 대촌동,광주광역시 남구 진월동
2020,5,50,"33,650","1,168","1,034","1,543","2,366","4,398",929,"1,311","1,610","1,283","1,940",910,"3,362","1,493","6,886","2,488",929,
2020,5,60,"27,315","1,019",930,"1,387","1,909","2,820",851,"1,245","1,496","1,165","1,780",883,"2,571","1,374","5,146","1,674","1,065",
2020,5,70,"17,160",858,698,"1,026","1,186","1,406",719,"1,081",926,714,"1,097",639,"1,461",852,"2,985",707,805,
2020,5,80,"7,094",351,248,424,604,662,264,423,341,252,452,247,507,290,"1,218",304,507,
2020,5,90,"1,088",54,31,67,98,123,30,66,45,36,71,29,75,39,178,71,75,
2020,5,100,97,9,7,9,3,4,14,6,1,5,3,9,5,6,8,3,5,
2020,6,총,"216,256","7,473","7,175","9,297","14,427","29,457","5,520","7,759","9,018","6,697","12,750","6,224","19,802","8,509","46,768","19,695","5,685",
2020,6,0,"17,793",546,569,523,954,"2,961",310,408,380,265,"1,097",422,"1,447",519,"4,101","2,994",297,
2020,6,10,"23,152",752,690,789,"1,413","4,994",291,448,655,384,"1,170",421,"2,081",641,"6,077","1,991",355,
2020,6,20,"28,263",869,894,"1,268","2,030","3,447",670,903,"1,258",971,"1,559",937,"2,843","1,159","6,645","2,306",504,
2020,6,30,"26,338",725,919,972,"1,671","3,014",686,859,"1,087",767,"1,636",865,"2,317",954,"5,609","3,828",429,
2020,6,40,"34,293","1,122","1,152","1,277","2,257","5,630",754,"1,031","1,234",857,"1,936",861,"3,114","1,166","7,876","3,314",712,
2020,6,50,"33,464","1,163","1,031","1,551","2,312","4,364",929,"1,292","1,589","1,268","1,926",910,"3,340","1,497","6,897","2,473",922,
2020,6,60,"27,487","1,026",930,"1,391","1,917","2,847",850,"1,237","1,495","1,178","1,802",889,"2,591","1,382","5,179","1,698","1,075",
2020,6,70,"17,188",859,702,"1,025","1,177","1,408",723,"1,088",938,714,"1,094",632,"1,477",853,"2,980",711,807,
2020,6,80,"7,098",350,249,427,596,668,264,421,337,252,456,247,513,293,"1,216",306,503,
2020,6,90,"1,084",53,32,65,97,120,29,66,44,36,71,31,74,40,180,71,75,
2020,6,100,96,8,7,9,3,4,14,6,1,5,3,9,5,5,8,3,6,
2020,7,총,"215,987","7,430","7,160","9,275","14,280","29,455","5,532","7,753","8,993","6,655","12,721","6,221","19,773","8,493","46,708","19,799","5,739",
2020,7,0,"17,714",539,572,515,945,"2,952",307,408,379,258,"1,083",422,"1,436",513,"4,066","3,011",308,
2020,7,10,"23,088",747,691,784,"1,402","4,977",292,447,641,375,"1,179",421,"2,072",634,"6,063","2,008",355,
2020,7,20,"28,218",857,896,"1,267","2,009","3,465",673,903,"1,250",964,"1,548",939,"2,831","1,161","6,630","2,314",511,
2020,7,30,"26,229",718,911,954,"1,644","2,989",686,862,"1,089",758,"1,618",859,"2,321",944,"5,592","3,834",450,
2020,7,40,"34,268","1,109","1,157","1,280","2,241","5,621",760,"1,026","1,229",850,"1,932",858,"3,098","1,180","7,888","3,327",712,
2020,7,50,"33,359","1,155","1,021","1,548","2,274","4,368",929,"1,287","1,568","1,257","1,933",912,"3,336","1,484","6,872","2,483",932,
2020,7,60,"27,581","1,032",932,"1,394","1,909","2,876",855,"1,232","1,499","1,191","1,801",888,"2,599","1,383","5,200","1,717","1,073",
2020,7,70,"17,235",865,693,"1,027","1,170","1,417",714,"1,089",947,713,"1,098",637,"1,486",853,"2,998",715,813,
2020,7,80,"7,110",344,248,431,587,668,273,426,343,249,454,245,518,295,"1,209",317,503,
2020,7,90,"1,088",56,32,66,96,118,29,67,46,35,73,31,71,41,181,70,76,
2020,7,100,97,8,7,9,3,4,14,6,2,5,2,9,5,5,9,3,6,
2020,8,총,"215,701","7,420","7,138","9,258","14,233","29,414","5,501","7,708","8,966","6,654","12,673","6,204","19,741","8,478","46,612","19,873","5,828",
2020,8,0,"17,645",533,568,518,922,"2,962",296,406,377,258,"1,077",421,"1,430",512,"4,029","3,012",324,
2020,8,10,"22,988",752,688,776,"1,401","4,945",294,442,623,370,"1,170",412,"2,070",628,"6,039","2,020",358,
2020,8,20,"28,162",849,894,"1,270","2,008","3,452",670,897,"1,238",974,"1,539",940,"2,807","1,160","6,621","2,328",515,
2020,8,30,"26,107",713,906,947,"1,628","2,972",673,854,"1,098",749,"1,598",866,"2,302",939,"5,561","3,830",471,
2020,8,40,"34,243","1,107","1,149","1,275","2,237","5,620",758,"1,026","1,224",850,"1,924",850,"3,098","1,165","7,875","3,357",728,
2020,8,50,"33,251","1,158","1,025","1,536","2,263","4,356",919,"1,271","1,563","1,250","1,929",901,"3,329","1,479","6,850","2,481",941,
2020,8,60,"27,721","1,033",932,"1,399","1,919","2,900",858,"1,223","1,504","1,203","1,806",888,"2,618","1,388","5,225","1,734","1,091",
2020,8,70,"17,238",865,689,"1,027","1,167","1,412",713,"1,094",939,706,"1,094",641,"1,485",862,"3,015",720,809,
2020,8,80,"7,153",345,250,434,588,673,276,420,352,255,462,245,524,298,"1,207",317,507,
2020,8,90,"1,096",57,30,67,97,118,30,69,46,34,72,31,73,42,181,71,78,
2020,8,100,97,8,7,9,3,4,14,6,2,5,2,9,5,5,9,3,6,
2020,9,총,"215,266","7,364","7,088","9,238","14,214","29,391","5,470","7,629","8,934","6,634","12,617","6,198","19,688","8,464","46,489","19,919","5,929",
2020,9,0,"17,476",518,557,512,918,"2,946",296,403,374,244,"1,057",413,"1,405",512,"3,980","3,009",332,
2020,9,10,"22,908",732,679,767,"1,396","4,937",295,429,615,371,"1,159",412,"2,044",625,"6,047","2,038",362,
2020,9,20,"28,199",853,900,"1,280","2,011","3,446",672,891,"1,224",987,"1,537",939,"2,828","1,155","6,608","2,345",523,
2020,9,30,"25,871",700,888,935,"1,610","2,965",666,844,"1,091",746,"1,561",853,"2,282",941,"5,494","3,787",508,
2020,9,40,"34,170","1,092","1,143","1,268","2,229","5,603",757,"1,010","1,213",843,"1,927",852,"3,089","1,152","7,839","3,395",758,
2020,9,50,"33,172","1,157","1,025","1,532","2,254","4,355",906,"1,260","1,553","1,235","1,918",913,"3,310","1,470","6,859","2,480",945,
2020,9,60,"27,790","1,033",926,"1,396","1,932","2,916",849,"1,213","1,520","1,205","1,818",892,"2,628","1,398","5,221","1,747","1,096",
2020,9,70,"17,280",864,678,"1,039","1,164","1,426",709,"1,088",940,706,"1,099",641,"1,500",865,"3,032",722,807,
2020,9,80,"7,190",349,254,434,595,675,276,411,355,257,464,241,524,300,"1,219",321,515,
2020,9,90,"1,114",58,30,66,102,118,30,74,47,35,75,33,74,41,181,72,78,
2020,9,100,96,8,8,9,3,4,14,6,2,5,2,9,4,5,9,3,5,
2020,10,총,"215,072","7,350","7,068","9,240","14,152","29,402","5,435","7,605","8,893","6,585","12,596","6,210","19,642","8,457","46,486","19,908","6,043",
2020,10,0,"17,321",507,549,492,912,"2,934",290,393,362,239,"1,044",409,"1,393",512,"3,958","2,985",342,
2020,10,10,"22,909",745,680,778,"1,389","4,961",290,426,610,362,"1,164",415,"2,037",621,"6,032","2,026",373,
2020,10,20,"28,194",846,902,"1,266","2,011","3,451",655,890,"1,222",988,"1,534",940,"2,823","1,154","6,619","2,356",537,
2020,10,30,"25,692",700,887,937,"1,598","2,917",666,837,"1,083",734,"1,538",845,"2,271",936,"5,454","3,762",527,
2020,10,40,"34,120","1,083","1,126","1,265","2,204","5,629",760,"1,016","1,209",831,"1,923",855,"3,060","1,139","7,847","3,397",776,
2020,10,50,"33,116","1,156","1,022","1,524","2,231","4,345",892,"1,246","1,540","1,237","1,915",928,"3,312","1,472","6,851","2,488",957,
2020,10,60,"27,946","1,036",932,"1,416","1,942","2,926",853,"1,214","1,523","1,198","1,824",888,"2,633","1,408","5,265","1,773","1,115",
2020,10,70,"17,338",865,680,"1,048","1,169","1,433",709,"1,093",940,702,"1,111",646,"1,496",868,"3,043",726,809,
2020,10,80,"7,224",348,252,440,591,684,275,410,355,257,463,241,537,303,"1,227",320,521,
2020,10,90,"1,118",56,30,65,102,119,31,74,47,34,78,34,75,39,181,72,81,
2020,10,100,94,8,8,9,3,3,14,6,2,3,2,9,5,5,9,3,5,
2020,11,총,"214,752","7,337","7,055","9,193","14,109","29,314","5,417","7,549","8,856","6,576","12,573","6,194","19,620","8,418","46,317","20,076","6,148",
2020,11,0,"17,251",502,539,482,905,"2,920",285,386,361,235,"1,026",409,"1,403",504,"3,916","3,017",361,
2020,11,10,"22,839",745,686,774,"1,376","4,955",287,413,594,363,"1,156",412,"2,021",611,"6,012","2,049",385,
2020,11,20,"28,117",840,907,"1,263","2,014","3,418",656,892,"1,206",983,"1,532",939,"2,821","1,157","6,574","2,374",541,
2020,11,30,"25,565",702,872,926,"1,591","2,885",660,830,"1,074",734,"1,525",827,"2,269",927,"5,421","3,772",550,
2020,11,40,"34,066","1,078","1,125","1,257","2,195","5,624",751,"1,006","1,204",832,"1,917",857,"3,043","1,134","7,813","3,431",799,
2020,11,50,"33,086","1,152","1,017","1,512","2,224","4,349",889,"1,238","1,542","1,230","1,909",923,"3,297","1,464","6,852","2,516",972,
2020,11,60,"28,050","1,033",934,"1,415","1,946","2,923",866,"1,204","1,528","1,214","1,856",891,"2,650","1,403","5,271","1,792","1,124",
2020,11,70,"17,332",875,679,"1,047","1,168","1,428",705,"1,086",940,697,"1,106",649,"1,502",872,"3,038",727,813,
2020,11,80,"7,240",344,258,445,589,685,273,411,359,252,466,244,536,302,"1,229",324,523,
2020,11,90,"1,111",58,30,63,98,124,31,77,46,33,78,34,73,39,182,71,74,
2020,11,100,95,8,8,9,3,3,14,6,2,3,2,9,5,5,9,3,6,
2020,12,총,"214,579","7,325","7,031","9,156","14,041","29,218","5,418","7,488","8,850","6,555","12,542","6,345","19,554","8,368","46,125","20,347","6,216",
2020,12,0,"17,283",496,538,477,891,"2,944",286,375,362,245,"1,026",433,"1,373",504,"3,896","3,053",384,
2020,12,10,"22,776",746,684,769,"1,355","4,944",281,404,588,361,"1,138",433,"2,029",595,"5,991","2,073",385,
2020,12,20,"27,981",829,894,"1,243","2,024","3,360",658,892,"1,204",973,"1,543",956,"2,809","1,132","6,489","2,421",554,
2020,12,30,"25,515",707,875,907,"1,593","2,851",658,821,"1,068",739,"1,508",862,"2,243",932,"5,367","3,822",562,
2020,12,40,"34,067","1,071","1,116","1,266","2,184","5,608",748,993,"1,202",821,"1,913",885,"3,045","1,127","7,799","3,482",807,
2020,12,50,"33,009","1,151","1,011","1,498","2,205","4,340",895,"1,237","1,537","1,210","1,898",938,"3,288","1,458","6,822","2,548",973,
2020,12,60,"28,072","1,042",943,"1,421","1,931","2,903",867,"1,188","1,530","1,217","1,858",898,"2,644","1,391","5,280","1,821","1,138",
2020,12,70,"17,426",870,670,"1,051","1,166","1,448",705,"1,081",957,704,"1,108",654,"1,513",882,"3,064",743,810,
2020,12,80,"7,234",346,263,445,589,694,273,415,355,248,470,244,532,303,"1,223",310,524,
2020,12,90,"1,120",59,29,70,100,123,33,76,45,34,78,33,73,39,185,70,73,
2020,12,100,96,8,8,9,3,3,14,6,2,3,2,9,5,5,9,4,6,
2021,1,총,"214,532","7,325","6,976","9,164","13,935","29,156","5,418","7,453","8,823","6,546","12,493","6,467","19,512","8,338","46,110","20,540","6,276",
2021,1,0,"17,219",496,529,479,877,"2,932",287,374,358,247,"1,002",454,"1,352",496,"3,857","3,081",398,
2021,1,10,"22,721",751,670,761,"1,337","4,919",278,406,585,361,"1,130",442,"2,025",585,"5,981","2,100",390,
2021,1,20,"27,943",827,884,"1,259","1,986","3,354",662,876,"1,198",973,"1,524",967,"2,818","1,137","6,484","2,444",550,
2021,1,30,"25,492",701,874,899,"1,602","2,842",657,806,"1,060",730,"1,485",907,"2,237",928,"5,340","3,851",573,
2021,1,40,"34,066","1,076","1,109","1,253","2,143","5,607",751,992,"1,193",831,"1,915",904,"3,031","1,119","7,801","3,527",814,
2021,1,50,"32,914","1,153","1,009","1,511","2,188","4,301",896,"1,235","1,528","1,191","1,899",941,"3,256","1,446","6,827","2,559",974,
2021,1,60,"28,176","1,032",930,"1,421","1,943","2,923",858,"1,188","1,535","1,225","1,868",914,"2,646","1,396","5,305","1,839","1,153",
2021,1,70,"17,498",879,668,"1,051","1,166","1,456",705,"1,079",962,701,"1,119",650,"1,531",883,"3,083",745,820,
2021,1,80,"7,277",342,265,449,589,694,276,417,358,251,472,247,537,304,"1,231",320,525,
2021,1,90,"1,133",60,31,72,101,125,34,74,44,33,77,32,74,39,193,71,73,
2021,1,100,93,8,7,9,3,3,14,6,2,3,2,9,5,5,8,3,6,
2021,2,총,"214,579","7,305","6,967","9,171","13,894","29,233","5,424","7,405","8,825","6,528","12,439","6,545","19,502","8,318","46,103","20,589","6,331",
2021,2,0,"17,257",487,532,478,853,"2,995",285,366,364,246,990,470,"1,363",491,"3,837","3,088",412,
2021,2,10,"22,709",748,671,765,"1,325","4,936",281,406,579,355,"1,130",454,"1,996",579,"5,987","2,101",396,
2021,2,20,"27,765",821,872,"1,246","1,984","3,298",667,850,"1,193",969,"1,498",976,"2,826","1,132","6,450","2,433",550,
2021,2,30,"25,387",702,870,900,"1,585","2,849",652,802,"1,050",734,"1,468",930,"2,205",926,"5,290","3,835",589,
2021,2,40,"34,178","1,078","1,111","1,237","2,144","5,648",747,990,"1,207",834,"1,930",911,"3,030","1,117","7,820","3,561",813,
2021,2,50,"32,950","1,150","1,002","1,525","2,181","4,293",908,"1,226","1,511","1,178","1,884",952,"3,271","1,432","6,873","2,584",980,
2021,2,60,"28,241","1,024",934,"1,436","1,956","2,930",851,"1,187","1,546","1,223","1,859",913,"2,651","1,398","5,322","1,846","1,165",
2021,2,70,"17,514",880,667,"1,050","1,167","1,458",706,"1,078",965,698,"1,124",648,"1,537",891,"3,078",745,822,
2021,2,80,"7,347",348,270,452,593,696,278,421,364,253,475,249,545,308,"1,245",322,528,
2021,2,90,"1,137",59,31,73,103,126,35,73,44,35,79,33,73,39,193,71,70,
2021,2,100,94,8,7,9,3,4,14,6,2,3,2,9,5,5,8,3,6,
2021,3,총,"213,776","7,182","6,919","9,074","13,782","29,074","5,290","7,259","8,760","6,499","12,361","6,505","19,985","8,252","45,939","20,586","6,309",
2021,3,0,"17,192",486,528,470,843,"2,934",271,360,351,247,973,467,"1,446",485,"3,822","3,101",408,
2021,3,10,"22,641",740,672,764,"1,314","4,918",281,405,583,345,"1,114",443,"2,048",577,"5,934","2,117",386,
2021,3,20,"27,683",811,859,"1,240","1,991","3,308",657,844,"1,166",962,"1,498",977,"2,890","1,105","6,405","2,422",548,
2021,3,30,"25,259",686,860,894,"1,556","2,809",643,780,"1,050",740,"1,463",925,"2,293",912,"5,271","3,790",587,
2021,3,40,"34,038","1,057","1,097","1,217","2,120","5,642",726,966,"1,197",823,"1,895",904,"3,102","1,120","7,769","3,594",809,
2021,3,50,"32,768","1,114","1,008","1,498","2,148","4,270",885,"1,198","1,499","1,175","1,888",958,"3,320","1,417","6,851","2,568",971,
2021,3,60,"28,251","1,014",932,"1,423","1,953","2,918",829,"1,171","1,538","1,220","1,849",914,"2,710","1,401","5,346","1,854","1,179",
2021,3,70,"17,381",858,662,"1,049","1,149","1,452",683,"1,048",967,693,"1,130",639,"1,532",885,"3,082",738,814,
2021,3,80,"7,392",357,267,449,600,697,283,424,361,260,468,247,564,308,"1,252",328,527,
2021,3,90,"1,135",58,28,68,105,124,32,63,46,34,81,31,76,41,202,72,74,
2021,3,100,36,1,6,2,3,2,0,0,2,0,2,0,4,1,5,2,6,
2021,4,총,"213,698","7,140","6,882","9,037","13,716","28,992","5,288","7,235","8,736","6,476","12,380","6,447","20,381","8,198","45,836","20,634","6,320",
2021,4,0,"17,141",472,531,464,833,"2,904",268,354,339,245,972,464,"1,486",482,"3,810","3,117",400,
2021,4,10,"22,600",739,670,764,"1,316","4,906",279,396,579,346,"1,125",440,"2,087",576,"5,873","2,116",388,
2021,4,20,"27,665",806,844,"1,223","1,981","3,311",658,836,"1,166",952,"1,504",968,"2,972","1,099","6,380","2,425",540,
2021,4,30,"25,118",678,843,887,"1,540","2,762",631,781,"1,042",732,"1,461",908,"2,351",891,"5,254","3,772",585,
2021,4,40,"34,067","1,045","1,106","1,225","2,119","5,630",738,957,"1,193",819,"1,884",893,"3,171","1,108","7,755","3,612",812,
2021,4,50,"32,768","1,106",997,"1,487","2,131","4,274",878,"1,202","1,489","1,170","1,889",945,"3,377","1,406","6,855","2,581",981,
2021,4,60,"28,322","1,014",929,"1,415","1,944","2,927",838,"1,169","1,540","1,226","1,861",908,"2,746","1,407","5,356","1,854","1,188",
2021,4,70,"17,379",855,662,"1,054","1,145","1,450",678,"1,045",972,688,"1,127",639,"1,540",881,"3,080",751,812,
2021,4,80,"7,452",366,266,447,599,702,287,431,363,263,472,250,567,306,"1,270",330,533,
2021,4,90,"1,147",58,28,69,105,124,33,64,51,35,83,31,80,41,196,74,75,
2021,4,100,39,1,6,2,3,2,0,0,2,0,2,1,4,1,7,2,6,
2021,5,총,"213,717","7,128","6,855","9,025","13,657","28,891","5,255","7,194","8,684","6,457","12,366","6,436","20,982","8,188","45,642","20,644","6,313",
2021,5,0,"17,095",468,526,459,834,"2,881",262,352,333,245,958,464,"1,555",482,"3,781","3,101",394,
2021,5,10,"22,572",738,670,771,"1,297","4,870",279,395,574,344,"1,133",428,"2,163",576,"5,819","2,126",389,
2021,5,20,"27,644",808,845,"1,219","1,977","3,300",661,833,"1,159",924,"1,503",986,"3,043","1,082","6,344","2,423",537,
2021,5,30,"25,088",668,837,857,"1,538","2,760",620,767,"1,041",734,"1,436",918,"2,470",892,"5,210","3,758",582,
2021,5,40,"33,962","1,037","1,092","1,230","2,077","5,582",725,957,"1,172",822,"1,883",876,"3,271","1,103","7,708","3,624",803,
2021,5,50,"32,860","1,114","1,003","1,473","2,140","4,280",872,"1,193","1,476","1,168","1,897",949,"3,468","1,409","6,851","2,582",985,
2021,5,60,"28,413","1,015",926,"1,435","1,945","2,944",843,"1,163","1,543","1,228","1,865",902,"2,785","1,403","5,355","1,870","1,191",
2021,5,70,"17,388",855,657,"1,057","1,140","1,439",671,"1,041",965,690,"1,134",633,"1,562",887,"3,086",754,817,
2021,5,80,"7,508",365,265,454,601,710,289,429,369,267,471,248,580,312,"1,282",331,535,
2021,5,90,"1,148",59,28,68,105,123,32,64,50,35,84,31,81,41,199,73,75,
2021,5,100,39,1,6,2,3,2,1,0,2,0,2,1,4,1,7,2,5,
2021,6,총,"213,910","7,109","6,800","9,029","13,602","28,834","5,251","7,156","8,658","6,483","12,317","6,440","21,418","8,192","45,638","20,631","6,352",
2021,6,0,"17,076",453,525,456,814,"2,862",263,344,329,255,952,470,"1,613",479,"3,771","3,084",406,
2021,6,10,"22,576",741,659,770,"1,292","4,851",286,394,573,347,"1,125",429,"2,211",571,"5,807","2,129",391,
2021,6,20,"27,664",811,845,"1,216","1,966","3,274",668,821,"1,154",922,"1,493",984,"3,102","1,098","6,361","2,413",536,
2021,6,30,"25,073",660,823,853,"1,543","2,757",615,767,"1,044",751,"1,422",906,"2,524",894,"5,195","3,730",589,
2021,6,40,"33,993","1,036","1,081","1,236","2,061","5,553",720,960,"1,162",815,"1,872",886,"3,365","1,102","7,690","3,646",808,
2021,6,50,"32,803","1,099",992,"1,478","2,121","4,297",864,"1,180","1,471","1,165","1,885",938,"3,533","1,392","6,843","2,564",981,
2021,6,60,"28,562","1,024",924,"1,425","1,945","2,962",844,"1,166","1,539","1,234","1,876",910,"2,818","1,416","5,388","1,885","1,206",
2021,6,70,"17,424",856,651,"1,068","1,150","1,440",673,"1,033",965,688,"1,128",631,"1,576",887,"3,091",769,818,
2021,6,80,"7,559",369,266,456,608,711,287,429,371,269,476,254,589,313,"1,285",337,539,
2021,6,90,"1,141",59,28,69,99,125,30,62,48,37,86,31,83,39,200,72,73,
2021,6,100,39,1,6,2,3,2,1,0,2,0,2,1,4,1,7,2,5,
2021,7,총,"214,111","7,085","6,759","9,019","13,594","28,777","5,233","7,159","8,604","6,459","12,293","6,414","21,627","8,153","16,171","20,966","6,350","29,448"
2021,7,0,"17,032",437,522,462,812,"2,845",266,349,323,246,933,471,"1,638",471,"1,600","3,105",402,"2,150"
2021,7,10,"22,609",748,656,760,"1,289","4,862",283,392,569,355,"1,132",424,"2,225",569,"1,721","2,148",402,"4,074"
2021,7,20,"27,629",807,835,"1,214","1,960","3,249",660,815,"1,142",911,"1,482",971,"3,140","1,080","2,140","2,475",531,"4,217"
2021,7,30,"25,149",658,816,854,"1,559","2,749",614,774,"1,036",747,"1,413",905,"2,548",887,"2,267","3,792",592,"2,938"
2021,7,40,"33,982","1,028","1,075","1,233","2,050","5,536",725,964,"1,152",803,"1,865",878,"3,409","1,098","2,741","3,687",806,"4,932"
2021,7,50,"32,792","1,096",993,"1,472","2,114","4,292",851,"1,173","1,445","1,160","1,890",938,"3,562","1,373","2,094","2,619",983,"4,737"
2021,7,60,"28,688","1,021",912,"1,427","1,944","2,960",839,"1,165","1,545","1,236","1,891",914,"2,843","1,430","1,998","1,943","1,200","3,420"
2021,7,70,"17,463",861,653,"1,073","1,156","1,438",671,"1,029",967,692,"1,120",629,"1,589",891,"1,108",783,816,"1,987"
2021,7,80,"7,575",370,261,455,608,715,291,430,375,273,479,249,588,315,420,338,538,870
2021,7,90,"1,152",57,30,67,99,128,32,68,48,36,87,34,80,38,76,74,75,123
2021,7,100,40,2,6,2,3,3,1,0,2,0,1,1,5,1,6,2,5,0
2021,8,총,"214,051","7,059","6,725","9,012","13,546","28,726","5,234","7,163","8,591","6,444","12,271","6,393","21,758","8,149","16,143","21,067","6,327","29,443"
2021,8,0,"16,968",433,510,462,808,"2,845",263,342,321,244,927,471,"1,652",470,"1,588","3,097",396,"2,139"
2021,8,10,"22,569",745,660,754,"1,272","4,849",290,394,561,344,"1,123",423,"2,231",565,"1,722","2,163",401,"4,072"
2021,8,20,"27,563",800,837,"1,203","1,969","3,209",657,821,"1,150",912,"1,476",971,"3,157","1,073","2,120","2,469",520,"4,219"
2021,8,30,"25,046",649,805,847,"1,535","2,744",612,775,"1,034",742,"1,404",898,"2,566",898,"2,246","3,796",589,"2,906"
2021,8,40,"34,042","1,025","1,073","1,233","2,044","5,543",732,969,"1,135",805,"1,859",871,"3,448","1,098","2,740","3,724",803,"4,940"
2021,8,50,"32,760","1,096",981,"1,469","2,110","4,290",854,"1,153","1,448","1,164","1,887",930,"3,565","1,366","2,102","2,641",979,"4,725"
2021,8,60,"28,828","1,016",914,"1,434","1,947","2,967",827,"1,172","1,546","1,231","1,904",920,"2,870","1,441","2,009","1,980","1,203","3,447"
2021,8,70,"17,457",863,647,"1,078","1,144","1,436",669,"1,033",967,698,"1,127",623,"1,593",879,"1,111",784,815,"1,990"
2021,8,80,"7,645",373,264,464,617,716,299,437,379,268,478,251,595,321,424,339,541,879
2021,8,90,"1,133",57,28,66,97,125,30,66,48,36,85,34,77,37,75,71,75,126
2021,8,100,40,2,6,2,3,2,1,1,2,0,1,1,4,1,6,3,5,0
