년도,월,나이,의성군,의성읍,단촌면,점곡면,옥산면,사곡면,춘산면,가음면,금성면,봉양면,비안면,구천면,단밀면,단북면,안계면,다인면,신평면,안평면,안사면
2020,7,50,"4,806","1,184",180,147,189,161,143,143,379,396,229,181,172,187,410,341,87,196,81
2020,7,60,"5,763","1,206",255,206,233,203,236,226,521,413,320,234,183,207,403,443,91,287,96
2020,7,70,"3,928",737,150,163,149,132,115,112,395,283,227,156,151,137,315,352,77,204,73
2020,7,80,"1,990",278,96,86,76,74,68,74,182,130,105,93,107,80,144,182,50,118,47
2020,7,90,173,28,2,1,5,6,7,5,26,14,9,6,6,6,9,24,8,9,2
2020,7,100,8,2,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
2020,8,총,"25,384","6,642",955,798,886,750,751,739,"2,146","1,900","1,240",911,871,855,"2,188","1,901",384,"1,073",394
2020,8,0,"1,044",458,20,25,25,12,14,21,74,69,39,19,25,24,119,55,10,26,9
2020,8,10,"1,225",544,38,18,22,19,32,18,83,77,30,26,28,28,129,75,7,35,16
2020,8,20,"1,828",638,53,44,48,39,42,33,137,145,74,49,67,61,204,119,15,48,12
2020,8,30,"1,828",623,60,51,47,28,46,46,141,152,75,58,51,47,186,126,12,54,25
2020,8,40,"2,802",948,101,64,94,76,44,62,212,220,122,90,81,75,269,189,25,98,32
2020,8,50,"4,792","1,175",181,145,186,159,144,138,375,400,235,178,174,188,411,339,87,196,81
2020,8,60,"5,781","1,207",256,206,236,206,237,228,524,410,323,236,181,210,404,442,92,286,97
2020,8,70,"3,915",741,148,158,148,131,115,111,391,282,225,157,153,137,314,351,77,203,73
2020,8,80,"1,987",278,96,86,74,74,69,76,180,131,108,92,106,79,143,180,51,117,47
2020,8,90,174,28,2,1,5,6,7,5,28,14,9,6,5,6,9,24,8,9,2
2020,8,100,8,2,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
2020,9,총,"25,372","6,634",960,792,888,744,750,739,"2,133","1,917","1,240",912,866,856,"2,179","1,911",385,"1,069",397
2020,9,0,"1,037",453,20,25,24,11,14,20,76,71,38,20,24,22,118,55,11,26,9
2020,9,10,"1,217",547,38,18,22,19,31,18,81,76,29,26,26,29,127,73,7,34,16
2020,9,20,"1,829",637,53,42,50,37,39,32,132,146,75,48,68,62,207,124,16,48,13
2020,9,30,"1,832",617,61,51,47,29,48,46,136,156,79,56,53,49,186,129,12,51,26
2020,9,40,"2,793",950,102,63,95,75,42,60,210,221,119,92,81,73,262,189,26,100,33
2020,9,50,"4,775","1,171",181,144,183,158,141,140,376,402,237,177,169,188,409,341,86,191,81
2020,9,60,"5,829","1,209",262,206,239,205,241,231,524,420,326,238,183,214,407,441,95,289,99
2020,9,70,"3,886",739,146,154,148,129,117,110,389,279,218,158,152,135,312,351,75,202,72
2020,9,80,"1,990",279,95,87,74,75,69,77,181,131,111,91,104,78,143,182,50,117,46
2020,9,90,176,30,2,2,5,6,7,4,27,15,8,6,6,6,8,25,7,10,2
2020,9,100,8,2,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
2020,10,총,"25,355","6,643",961,785,887,742,751,739,"2,129","1,912","1,238",911,871,850,"2,180","1,901",390,"1,069",396
2020,10,0,"1,020",444,18,24,24,10,14,20,77,71,38,19,23,22,117,52,11,26,10
2020,10,10,"1,222",553,39,18,22,20,32,18,77,76,28,26,28,28,127,72,7,35,16
2020,10,20,"1,817",642,54,41,48,37,39,31,130,140,76,48,68,58,204,123,17,47,14
2020,10,30,"1,830",620,60,49,48,28,47,46,133,155,78,58,54,49,186,128,12,53,26
2020,10,40,"2,782",946,101,64,93,74,42,59,213,220,119,89,80,73,266,185,27,99,32
2020,10,50,"4,761","1,169",182,146,185,156,138,142,372,399,234,179,168,183,411,338,88,189,82
2020,10,60,"5,869","1,215",264,205,241,207,245,233,526,424,328,239,187,218,407,446,94,292,98
2020,10,70,"3,884",746,147,150,146,130,118,109,388,283,218,157,151,135,309,353,75,200,69
2020,10,80,"1,988",276,94,86,74,74,69,76,183,130,112,90,106,78,145,179,52,117,47
2020,10,90,174,30,2,2,5,6,6,4,29,14,7,6,6,6,8,24,7,10,2
2020,10,100,8,2,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
2020,11,총,"25,326","6,630",963,783,889,746,747,734,"2,122","1,912","1,236",910,871,858,"2,179","1,892",388,"1,071",395
2020,11,0,"1,010",437,17,24,24,10,13,20,76,72,38,19,24,23,117,52,11,23,10
2020,11,10,"1,216",553,39,19,21,20,32,19,76,74,27,26,29,27,124,71,7,37,15
2020,11,20,"1,806",635,53,41,49,32,40,29,130,141,76,47,67,61,205,124,15,47,14
2020,11,30,"1,817",616,61,47,48,29,47,43,130,154,78,57,53,50,188,125,13,53,25
2020,11,40,"2,764",941,100,64,93,74,38,61,213,214,118,91,82,73,265,180,27,97,33
2020,11,50,"4,750","1,170",184,144,185,159,136,140,369,404,232,177,166,183,413,331,84,192,81
2020,11,60,"5,903","1,218",267,206,246,211,248,233,527,424,329,240,188,221,404,453,99,288,101
2020,11,70,"3,893",745,146,149,144,131,117,109,391,284,220,159,153,136,310,351,75,204,69
2020,11,80,"1,982",283,94,86,73,74,69,76,179,129,110,88,104,77,145,181,50,119,45
2020,11,90,176,30,2,3,5,6,6,3,30,16,8,6,5,7,8,22,7,10,2
2020,11,100,9,2,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,1,0
2020,12,총,"25,265","6,590",958,786,893,745,751,733,"2,124","1,903","1,238",909,868,861,"2,177","1,880",391,"1,064",394
2020,12,0,"1,002",435,17,23,24,10,13,20,75,72,41,17,24,22,115,49,11,24,10
2020,12,10,"1,203",548,38,19,21,20,31,18,76,72,26,29,30,28,118,70,8,36,15
2020,12,20,"1,814",635,55,40,49,31,41,32,137,143,75,47,68,62,204,121,15,45,14
2020,12,30,"1,804",613,58,50,47,30,46,43,129,149,77,57,53,49,190,125,13,50,25
2020,12,40,"2,753",933,98,64,92,74,37,60,214,214,119,91,80,74,267,179,27,99,31
2020,12,50,"4,714","1,155",182,141,185,157,139,136,368,401,230,175,166,186,409,329,87,188,80
2020,12,60,"5,919","1,214",267,211,250,211,245,236,526,424,327,243,187,222,412,452,98,289,105
2020,12,70,"3,877",740,146,150,146,132,122,108,388,284,226,156,151,134,306,347,73,201,67
2020,12,80,"1,995",287,95,85,73,73,70,75,179,129,110,87,103,77,147,186,52,122,45
2020,12,90,175,28,2,3,5,7,6,4,31,15,7,7,6,7,9,20,7,9,2
2020,12,100,9,2,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,1,0
2021,1,총,"25,211","6,570",953,785,887,746,754,728,"2,104","1,900","1,242",907,867,865,"2,175","1,875",391,"1,067",395
2021,1,0,994,432,17,21,22,10,13,20,74,70,40,17,22,22,118,50,11,25,10
2021,1,10,"1,192",550,37,20,21,21,31,17,80,70,25,28,28,28,114,65,7,35,15
2021,1,20,"1,791",621,49,41,44,31,43,32,129,145,77,48,69,61,205,120,15,44,17
2021,1,30,"1,785",609,57,49,47,28,46,40,125,147,76,56,52,49,192,126,13,48,25
2021,1,40,"2,734",927,100,66,90,76,37,59,210,211,118,90,80,75,261,176,27,100,31
2021,1,50,"4,691","1,146",179,142,183,157,137,136,365,396,230,175,166,186,404,334,86,190,79
2021,1,60,"5,953","1,222",270,212,254,209,249,239,527,431,326,244,187,221,418,452,100,289,103
2021,1,70,"3,870",742,145,148,147,134,121,108,381,286,230,151,153,139,302,341,72,201,69
2021,1,80,"2,015",290,97,82,73,73,70,71,182,129,113,91,104,77,152,189,53,125,44
2021,1,90,177,29,2,4,5,7,6,5,30,15,7,7,6,7,9,20,7,9,2
2021,1,100,9,2,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,1,0
2021,2,총,"25,172","6,551",947,782,881,745,756,727,"2,107","1,887","1,242",905,869,868,"2,180","1,869",392,"1,068",396
2021,2,0,989,428,16,21,21,11,15,23,76,64,37,17,21,23,119,51,11,25,10
2021,2,10,"1,179",546,36,18,21,22,30,17,76,68,24,28,28,29,116,62,7,37,14
2021,2,20,"1,780",617,50,39,43,29,42,30,135,145,75,49,69,61,203,117,15,43,18
2021,2,30,"1,770",600,58,49,46,30,47,39,124,141,78,56,56,48,190,122,13,48,25
2021,2,40,"2,729",929,93,65,88,74,35,61,212,209,119,90,79,76,269,175,25,99,31
2021,2,50,"4,665","1,143",181,140,182,155,140,132,361,391,227,172,169,187,400,331,85,190,79
2021,2,60,"5,985","1,225",273,217,255,210,250,236,530,436,330,244,184,222,419,456,103,292,103
2021,2,70,"3,862",737,143,146,146,134,122,111,382,288,231,150,153,138,301,341,70,199,70
2021,2,80,"2,025",295,94,82,73,73,68,72,181,130,114,92,104,78,154,192,55,124,44
2021,2,90,179,29,3,5,5,7,6,5,29,15,7,7,6,6,9,20,8,10,2
2021,2,100,9,2,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,1,0
2021,3,총,"25,142","6,519",954,789,881,751,754,730,"2,096","1,892","1,245",909,859,867,"2,175","1,865",394,"1,065",397
2021,3,0,983,422,16,21,19,11,15,23,77,67,37,18,20,23,118,51,11,24,10
2021,3,10,"1,162",538,36,19,23,23,30,17,71,64,23,27,28,28,114,63,7,37,14
2021,3,20,"1,769",618,52,42,43,28,41,30,135,145,74,49,62,60,203,112,14,44,17
2021,3,30,"1,768",594,59,50,45,29,46,39,123,144,81,56,55,48,193,124,13,44,25
2021,3,40,"2,709",919,91,65,85,76,36,61,210,208,119,90,81,76,264,171,24,100,33
2021,3,50,"4,635","1,143",183,139,184,151,133,131,358,384,227,171,165,186,399,327,88,190,76
2021,3,60,"6,024","1,218",277,218,258,216,256,239,527,443,331,251,189,223,420,457,104,294,103
2021,3,70,"3,866",740,143,147,143,135,123,111,383,290,230,148,152,136,300,346,68,200,71
2021,3,80,"2,042",299,94,82,75,74,68,74,182,132,114,92,102,81,154,193,57,123,46
2021,3,90,180,28,3,6,5,8,6,5,29,15,9,7,5,6,10,19,8,9,2
2021,3,100,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2021,4,총,"25,127","6,502",953,787,882,752,757,727,"2,086","1,892","1,245",899,856,872,"2,183","1,870",399,"1,067",398
2021,4,0,984,421,16,21,19,12,17,23,75,68,39,17,20,23,119,52,9,23,10
2021,4,10,"1,152",530,35,19,23,23,30,17,70,65,23,25,28,28,114,64,7,37,14
2021,4,20,"1,764",625,51,43,43,28,41,28,134,147,71,48,58,60,201,112,14,43,17
2021,4,30,"1,747",585,59,48,45,28,45,38,122,139,80,58,55,46,198,121,14,42,24
2021,4,40,"2,701",919,91,68,84,76,35,60,208,206,121,84,80,79,259,172,23,103,33
2021,4,50,"4,619","1,129",181,135,184,150,132,128,356,388,229,170,164,189,403,326,91,190,74
2021,4,60,"6,044","1,221",281,220,259,216,260,242,531,442,328,249,189,223,421,456,105,296,105
2021,4,70,"3,876",744,140,147,144,137,122,110,381,289,231,149,153,137,304,348,66,202,72
2021,4,80,"2,052",299,96,80,75,74,69,76,179,132,114,92,104,80,154,197,62,122,47
2021,4,90,184,29,3,6,5,8,6,5,29,16,9,7,5,7,10,20,8,9,2
2021,4,100,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2021,5,총,"25,048","6,442",956,789,878,749,757,725,"2,076","1,892","1,246",892,852,867,"2,199","1,861",400,"1,071",396
2021,5,0,984,418,16,22,19,11,17,23,76,68,40,19,20,23,119,50,9,24,10
2021,5,10,"1,152",531,35,19,24,23,29,16,70,67,22,25,28,27,114,62,8,38,14
2021,5,20,"1,764",622,52,42,43,28,42,28,131,151,72,46,56,61,207,110,13,43,17
2021,5,30,"1,745",583,59,50,43,27,43,37,119,136,79,59,55,44,208,120,15,44,24
2021,5,40,"2,666",898,90,67,82,75,38,58,204,210,123,79,79,79,258,170,24,99,33
2021,5,50,"4,567","1,125",183,135,183,146,127,125,355,377,229,165,160,188,397,323,89,190,70
2021,5,60,"6,050","1,201",282,220,262,216,261,241,534,445,327,248,193,222,427,456,106,301,108
2021,5,70,"3,889",741,141,149,144,139,124,115,379,290,231,151,151,135,308,351,67,201,72
2021,5,80,"2,042",295,95,78,73,75,70,77,178,130,114,93,105,81,151,197,62,122,46
2021,5,90,186,28,3,7,5,9,6,5,29,18,9,7,5,7,10,20,7,9,2
2021,5,100,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2021,6,총,"25,016","6,421",953,791,876,751,752,729,"2,069","1,892","1,255",892,855,866,"2,199","1,844",400,"1,074",397
2021,6,0,983,415,17,23,19,11,17,23,75,67,42,18,21,23,119,50,9,24,10
2021,6,10,"1,150",528,35,19,24,24,29,16,71,67,21,26,29,26,113,62,8,38,14
2021,6,20,"1,755",620,53,43,41,28,41,27,130,148,72,44,57,62,207,108,12,44,18
2021,6,30,"1,733",579,55,51,43,28,45,36,117,133,80,61,55,42,208,116,16,44,24
2021,6,40,"2,651",890,92,67,81,74,37,57,206,212,124,80,80,78,255,163,24,98,33
2021,6,50,"4,540","1,120",183,132,184,147,121,124,348,377,229,160,157,188,397,323,88,192,70
2021,6,60,"6,093","1,207",282,221,262,217,261,247,537,453,332,252,195,224,430,455,107,302,109
2021,6,70,"3,875",741,139,150,143,138,125,115,377,286,231,151,149,135,309,349,68,200,69
2021,6,80,"2,049",295,94,79,72,74,70,79,179,131,115,93,107,81,151,197,61,123,48
2021,6,90,184,26,3,6,7,10,6,5,28,18,9,7,5,7,10,19,7,9,2
2021,6,100,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2021,7,총,"24,964","6,407",956,791,878,751,750,726,"2,061","1,894","1,251",891,853,867,"2,186","1,841",398,"1,069",394
2021,7,0,976,410,17,23,19,11,17,23,73,67,42,19,20,24,119,49,9,24,10
2021,7,10,"1,149",530,33,19,23,24,29,15,72,69,21,26,30,26,111,64,7,37,13
2021,7,20,"1,738",611,56,44,44,28,42,26,123,144,71,44,57,61,209,105,11,44,18
2021,7,30,"1,719",574,54,48,43,27,44,35,121,140,80,60,55,44,199,114,14,44,23
2021,7,40,"2,639",889,95,67,79,72,37,57,201,207,123,77,80,79,252,169,25,97,33
2021,7,50,"4,525","1,121",180,132,183,147,121,123,346,376,227,163,156,185,396,323,88,189,69
2021,7,60,"6,113","1,206",286,223,262,218,259,246,545,458,332,253,195,225,431,455,107,302,110
2021,7,70,"3,873",743,139,149,146,140,127,116,376,283,231,149,148,136,306,347,68,200,69
2021,7,80,"2,050",297,93,80,72,74,68,80,176,132,115,93,107,80,153,195,63,124,48
2021,7,90,179,26,3,6,7,10,6,5,27,18,9,7,5,7,10,18,6,8,1
2021,7,100,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2021,8,총,"24,913","6,387",953,791,873,749,748,728,"2,059","1,894","1,252",887,850,861,"2,179","1,840",398,"1,070",394
2021,8,0,974,409,18,23,18,11,17,21,74,69,41,19,20,25,117,47,9,26,10
2021,8,10,"1,145",532,33,18,23,22,29,17,72,68,21,26,30,25,109,64,7,38,11
2021,8,20,"1,706",599,53,46,44,29,42,28,121,138,67,42,55,61,209,101,10,42,19
2021,8,30,"1,712",566,52,48,43,27,43,36,122,138,82,59,56,45,198,118,14,43,22
2021,8,40,"2,623",888,95,64,76,74,37,56,200,209,121,77,79,77,248,168,25,95,34
2021,8,50,"4,520","1,119",179,133,182,145,121,124,344,376,232,163,155,182,397,321,89,189,69
2021,8,60,"6,116","1,205",282,224,265,217,259,242,548,462,330,250,195,226,428,458,108,305,112
2021,8,70,"3,874",747,140,145,144,140,126,120,377,282,232,152,147,134,308,347,67,198,68
2021,8,80,"2,061",297,98,84,71,74,68,79,174,134,117,92,108,80,154,195,63,125,48
2021,8,90,179,25,3,6,7,10,6,5,26,18,9,7,5,6,11,19,6,9,1
2021,8,100,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2021,9,총,"24,859","6,376",952,787,871,751,739,734,"2,049","1,892","1,249",880,849,865,"2,169","1,838",396,"1,070",392
2021,9,0,969,405,18,23,18,11,17,22,72,68,41,19,21,25,115,49,8,27,10
2021,9,10,"1,149",530,33,18,23,22,29,17,74,69,22,27,30,24,107,66,8,40,10
2021,9,20,"1,672",600,51,42,41,28,37,28,116,134,65,42,55,61,208,97,10,38,19
2021,9,30,"1,689",561,52,48,43,26,41,36,123,137,79,56,53,46,194,113,14,44,23
2021,9,40,"2,612",887,96,66,75,74,36,55,196,209,120,75,78,76,251,166,22,96,34
2021,9,50,"4,516","1,110",179,131,183,145,121,127,346,377,231,163,155,184,393,324,92,188,67
2021,9,60,"6,117","1,210",282,224,264,219,256,243,543,463,331,248,195,227,427,458,107,306,114
2021,9,70,"3,882",746,140,142,144,142,127,122,378,282,232,152,148,136,310,350,66,198,67
2021,9,80,"2,066",302,96,87,73,74,68,79,174,135,119,92,109,79,153,193,62,124,47
2021,9,90,184,25,5,6,7,10,7,5,26,18,9,6,5,7,11,20,7,9,1
2021,9,100,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2021,10,총,"24,813","6,353",955,786,867,751,738,734,"2,050","1,878","1,248",877,851,863,"2,168","1,835",395,"1,071",393
2021,10,0,962,403,19,23,18,11,16,23,72,67,42,18,20,25,111,49,8,27,10
2021,10,10,"1,140",523,33,17,24,23,29,18,75,66,22,26,29,24,110,63,8,40,10
2021,10,20,"1,666",601,52,44,39,28,38,28,114,131,65,38,57,60,210,97,9,37,18
2021,10,30,"1,672",553,52,47,41,26,39,36,122,139,78,57,52,45,191,114,15,44,21
2021,10,40,"2,593",880,95,63,75,72,38,55,198,206,119,74,76,75,251,166,23,94,33
2021,10,50,"4,487","1,104",176,134,182,147,118,125,342,368,226,161,158,183,395,322,92,184,70
2021,10,60,"6,139","1,212",285,219,263,217,256,244,547,466,334,252,197,228,425,464,103,312,115
2021,10,70,"3,896",748,141,146,147,142,130,121,380,280,235,150,148,136,311,347,70,196,68
2021,10,80,"2,073",304,97,86,72,74,68,79,174,136,118,95,110,80,154,190,61,128,47
2021,10,90,182,25,5,7,6,11,6,5,25,19,9,6,4,7,10,21,6,9,1
2021,10,100,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2021,11,총,"24,806","6,344",958,793,867,752,740,726,"2,052","1,886","1,251",875,851,861,"2,169","1,827",396,"1,069",389
2021,11,0,957,406,17,23,18,13,16,22,69,67,42,17,19,25,113,46,8,27,9
2021,11,10,"1,136",527,34,17,24,23,29,15,75,65,23,25,29,22,111,61,8,39,9
2021,11,20,"1,652",593,53,43,39,29,36,28,112,132,67,39,58,58,207,95,8,37,18
2021,11,30,"1,654",538,52,47,42,25,39,37,129,138,75,57,51,46,184,115,14,44,21
2021,11,40,"2,597",885,95,64,76,73,38,52,198,207,119,74,78,75,256,159,24,92,32
2021,11,50,"4,484","1,111",179,136,180,143,118,124,334,370,225,160,156,182,392,326,92,186,70
2021,11,60,"6,160","1,205",285,223,265,217,258,241,557,468,339,250,197,226,433,465,104,311,116
2021,11,70,"3,897",749,140,148,146,144,130,122,380,282,235,152,150,140,310,341,69,193,66
2021,11,80,"2,083",305,98,85,71,74,70,80,172,138,117,95,109,81,154,196,62,129,47
2021,11,90,183,25,5,7,6,11,6,5,25,19,9,6,4,6,9,21,7,11,1
2021,11,100,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2021,12,총,"24,796","6,342",955,793,868,752,741,728,"2,053","1,872","1,259",879,849,857,"2,165","1,831",394,"1,068",390
2021,12,0,951,403,17,23,19,13,16,22,69,66,42,17,18,23,113,46,8,26,10
2021,12,10,"1,152",539,35,17,25,25,29,16,75,58,22,26,29,24,112,62,9,40,9
2021,12,20,"1,636",591,49,43,37,27,35,29,113,129,69,39,58,57,204,93,8,37,18
2021,12,30,"1,636",532,51,47,43,24,37,33,129,135,75,59,50,46,181,119,13,41,21
