년도,월,나이,서대문구,천연동,북아현동,충현동,신촌동,연희동,홍제제1동,홍제제3동,홍제제2동,홍은제1동,홍은제2동,남가좌제1동,남가좌제2동,북가좌제1동,북가좌제2동
2020,8,20,"26,128","1,164","1,319","1,699","4,369","3,823","1,618","1,066",942,"1,468","2,095",816,"2,210","1,133","2,406"
2020,8,30,"22,713","1,260","1,501","1,402","1,604","2,854","1,817",951,976,"1,417","1,691","1,414","2,363","1,317","2,146"
2020,8,40,"24,211","1,474","1,366","1,357","1,020","2,797","2,005","1,113","1,111","1,761","2,074","1,435","2,444","1,669","2,585"
2020,8,50,"25,498","1,533","1,414","1,586","1,008","2,844","2,188","1,359","1,348","2,039","2,393","1,108","2,250","1,565","2,863"
2020,8,60,"20,134","1,133",947,"1,311",745,"2,265","1,744","1,225","1,019","1,661","2,011",833,"1,729","1,133","2,378"
2020,8,70,"14,020",880,611,807,578,"1,711","1,160",957,753,"1,132","1,237",540,"1,243",758,"1,653"
2020,8,80,"6,786",511,281,422,288,821,559,496,355,586,640,241,573,336,677
2020,8,90,"1,156",76,54,102,59,127,90,58,62,98,110,40,109,61,110
2020,8,100,208,21,25,25,17,22,11,11,2,13,19,12,18,7,5
2020,9,총,"163,219","9,442","8,741","10,466","10,641","19,189","12,966","8,171","7,514","11,772","14,034","8,282","15,537","9,610","16,854"
2020,9,0,"10,042",638,700,586,346,856,794,391,404,727,652,"1,080","1,337",701,830
2020,9,10,"11,968",771,555,683,491,"1,259",984,533,544,890,"1,097",764,"1,243",942,"1,212"
2020,9,20,"26,250","1,164","1,319","1,752","4,469","3,801","1,619","1,072",951,"1,456","2,098",813,"2,218","1,123","2,395"
2020,9,30,"22,793","1,258","1,491","1,568","1,607","2,819","1,809",948,974,"1,411","1,698","1,410","2,365","1,305","2,130"
2020,9,40,"24,183","1,468","1,341","1,461","1,020","2,742","2,007","1,106","1,100","1,751","2,057","1,446","2,425","1,672","2,587"
2020,9,50,"25,537","1,529","1,423","1,654","1,007","2,830","2,175","1,356","1,347","2,042","2,402","1,097","2,264","1,567","2,844"
2020,9,60,"20,264","1,132",948,"1,373",757,"2,246","1,763","1,227","1,023","1,667","2,015",832,"1,738","1,134","2,409"
2020,9,70,"13,983",878,604,820,575,"1,680","1,146",963,749,"1,136","1,242",542,"1,238",757,"1,653"
2020,9,80,"6,823",508,281,435,292,805,567,507,358,582,642,246,580,341,679
2020,9,90,"1,168",75,54,109,61,129,91,57,62,97,112,40,110,61,110
2020,9,100,208,21,25,25,16,22,11,11,2,13,19,12,19,7,5
2020,10,총,"162,990","9,397","8,708","10,649","10,676","18,979","12,951","8,182","7,494","11,761","14,013","8,266","15,529","9,588","16,797"
2020,10,0,"9,977",636,694,607,339,846,791,395,399,717,641,"1,073","1,330",693,816
2020,10,10,"11,882",755,562,688,475,"1,240",974,532,530,883,"1,091",770,"1,236",940,"1,206"
2020,10,20,"26,213","1,166","1,305","1,767","4,490","3,782","1,612","1,072",955,"1,449","2,098",804,"2,199","1,127","2,387"
2020,10,30,"22,780","1,256","1,490","1,611","1,634","2,810","1,811",950,965,"1,420","1,680","1,401","2,357","1,285","2,110"
2020,10,40,"24,134","1,453","1,346","1,489","1,028","2,705","1,990","1,110","1,085","1,747","2,055","1,451","2,434","1,665","2,576"
2020,10,50,"25,514","1,521","1,404","1,686","1,016","2,797","2,189","1,348","1,359","2,039","2,406","1,094","2,253","1,568","2,834"
2020,10,60,"20,284","1,139",941,"1,390",756,"2,197","1,767","1,233","1,023","1,676","2,033",830,"1,760","1,142","2,397"
2020,10,70,"13,947",866,599,832,566,"1,651","1,145",959,750,"1,127","1,237",544,"1,248",758,"1,665"
2020,10,80,"6,869",510,286,443,293,797,568,515,363,592,644,246,583,341,688
2020,10,90,"1,181",74,56,111,63,132,93,57,63,98,109,41,110,62,112
2020,10,100,209,21,25,25,16,22,11,11,2,13,19,12,19,7,6
2020,11,총,"162,820","9,397","8,705","10,727","10,643","18,939","12,917","8,173","7,456","11,765","13,980","8,248","15,536","9,574","16,760"
2020,11,0,"9,913",630,686,617,332,851,780,389,393,714,637,"1,068","1,318",692,806
2020,11,10,"11,802",751,558,687,456,"1,229",970,531,532,883,"1,080",760,"1,230",937,"1,198"
2020,11,20,"26,247","1,175","1,313","1,776","4,506","3,812","1,594","1,066",934,"1,456","2,096",803,"2,211","1,129","2,376"
2020,11,30,"22,743","1,251","1,474","1,648","1,634","2,823","1,801",940,970,"1,421","1,672","1,383","2,348","1,287","2,091"
2020,11,40,"24,063","1,447","1,342","1,500","1,016","2,674","1,982","1,115","1,077","1,746","2,042","1,455","2,434","1,650","2,583"
2020,11,50,"25,472","1,528","1,417","1,682","1,007","2,776","2,199","1,349","1,344","2,029","2,401","1,100","2,244","1,572","2,824"
2020,11,60,"20,324","1,143",940,"1,402",755,"2,181","1,763","1,241","1,028","1,688","2,036",825,"1,774","1,142","2,406"
2020,11,70,"13,965",872,606,835,565,"1,652","1,147",955,748,"1,121","1,239",551,"1,257",755,"1,662"
2020,11,80,"6,893",504,288,446,293,792,574,520,365,595,645,250,588,340,693
2020,11,90,"1,184",75,56,107,63,127,95,56,63,98,112,41,113,63,115
2020,11,100,214,21,25,27,16,22,12,11,2,14,20,12,19,7,6
2020,12,총,"162,813","9,350","8,694","10,791","10,675","18,863","12,901","8,156","7,455","11,895","13,954","8,243","15,558","9,545","16,733"
2020,12,0,"9,908",626,688,617,334,832,779,382,389,733,631,"1,070","1,329",694,804
2020,12,10,"11,752",742,556,695,453,"1,215",966,527,530,891,"1,069",763,"1,227",928,"1,190"
2020,12,20,"26,283","1,168","1,305","1,787","4,540","3,820","1,607","1,059",933,"1,456","2,105",800,"2,209","1,119","2,375"
2020,12,30,"22,726","1,242","1,481","1,652","1,638","2,806","1,784",944,964,"1,478","1,663","1,383","2,334","1,277","2,080"
2020,12,40,"24,031","1,446","1,331","1,516","1,012","2,669","1,968","1,104","1,075","1,769","2,031","1,458","2,437","1,640","2,575"
2020,12,50,"25,388","1,518","1,400","1,693","1,003","2,761","2,191","1,344","1,345","2,022","2,397","1,087","2,242","1,574","2,811"
2020,12,60,"20,458","1,146",963,"1,407",761,"2,186","1,772","1,250","1,040","1,706","2,038",829,"1,794","1,145","2,421"
2020,12,70,"13,946",868,598,834,561,"1,640","1,149",956,749,"1,122","1,241",553,"1,261",758,"1,656"
2020,12,80,"6,917",499,293,455,294,784,577,522,366,605,648,247,590,336,701
2020,12,90,"1,187",75,54,108,62,128,96,56,62,98,111,41,115,67,114
2020,12,100,217,20,25,27,17,22,12,12,2,15,20,12,20,7,6
2021,1,총,"162,509","9,327","8,680","10,797","10,630","18,819","12,898","8,102","7,455","11,938","13,905","8,220","15,497","9,531","16,710"
2021,1,0,"9,853",628,684,611,327,827,772,374,379,743,630,"1,061","1,318",701,798
2021,1,10,"11,675",732,560,697,444,"1,204",965,513,532,889,"1,055",756,"1,224",918,"1,186"
2021,1,20,"26,078","1,154","1,280","1,776","4,478","3,825","1,605","1,056",936,"1,440","2,084",793,"2,178","1,102","2,371"
2021,1,30,"22,714","1,238","1,476","1,663","1,666","2,805","1,781",931,963,"1,487","1,664","1,367","2,330","1,273","2,070"
2021,1,40,"23,953","1,443","1,332","1,509","1,019","2,641","1,962","1,090","1,074","1,776","2,022","1,456","2,425","1,631","2,573"
2021,1,50,"25,346","1,517","1,403","1,695",995,"2,752","2,191","1,340","1,355","2,022","2,384","1,097","2,229","1,568","2,798"
2021,1,60,"20,578","1,153",966,"1,417",764,"2,204","1,782","1,257","1,047","1,728","2,037",832,"1,799","1,160","2,432"
2021,1,70,"13,931",861,601,840,558,"1,629","1,155",950,744,"1,123","1,237",554,"1,267",758,"1,654"
2021,1,80,"6,970",505,297,456,302,783,576,522,361,613,659,249,592,345,710
2021,1,90,"1,193",76,56,105,60,127,97,57,62,102,113,43,115,68,112
2021,1,100,218,20,25,28,17,22,12,12,2,15,20,12,20,7,6
2021,2,총,"162,224","9,272","8,645","10,841","10,633","18,719","12,850","8,096","7,438","11,925","13,860","8,209","15,525","9,530","16,681"
2021,2,0,"9,762",613,685,607,327,807,767,374,365,746,613,"1,051","1,322",696,789
2021,2,10,"11,702",722,566,694,470,"1,213",958,511,531,890,"1,051",758,"1,222",924,"1,192"
2021,2,20,"25,969","1,137","1,266","1,788","4,472","3,807","1,599","1,054",932,"1,419","2,076",786,"2,175","1,095","2,363"
2021,2,30,"22,604","1,216","1,453","1,682","1,654","2,788","1,771",927,954,"1,493","1,639","1,361","2,326","1,272","2,068"
2021,2,40,"23,863","1,450","1,321","1,510","1,025","2,599","1,949","1,092","1,072","1,762","2,017","1,448","2,424","1,633","2,561"
2021,2,50,"25,319","1,507","1,399","1,712",992,"2,746","2,177","1,331","1,351","2,015","2,376","1,109","2,248","1,562","2,794"
2021,2,60,"20,679","1,161",977,"1,425",766,"2,206","1,791","1,265","1,065","1,736","2,045",837,"1,808","1,171","2,426"
2021,2,70,"13,889",861,600,827,543,"1,619","1,155",949,746,"1,127","1,236",553,"1,268",750,"1,655"
2021,2,80,"7,006",505,298,463,307,784,577,523,356,615,674,249,595,349,711
2021,2,90,"1,211",79,55,105,60,128,93,58,64,107,113,45,117,71,116
2021,2,100,220,21,25,28,17,22,13,12,2,15,20,12,20,7,6
2021,3,총,"160,827","9,120","8,521","10,697","10,694","18,508","12,707","8,026","7,366","11,833","13,844","8,100","15,360","9,482","16,569"
2021,3,0,"9,723",608,684,610,327,798,759,378,363,743,617,"1,051","1,322",689,774
2021,3,10,"11,713",719,556,710,508,"1,212",950,505,529,896,"1,057",752,"1,217",925,"1,177"
2021,3,20,"26,002","1,124","1,263","1,798","4,569","3,792","1,599","1,049",927,"1,424","2,073",776,"2,165","1,099","2,344"
2021,3,30,"22,542","1,207","1,459","1,680","1,666","2,783","1,748",931,955,"1,476","1,645","1,349","2,324","1,259","2,060"
2021,3,40,"23,613","1,441","1,309","1,501","1,013","2,544","1,921","1,066","1,049","1,753","1,994","1,440","2,407","1,631","2,544"
2021,3,50,"25,080","1,496","1,394","1,682",979,"2,720","2,149","1,314","1,335","2,008","2,373","1,091","2,206","1,561","2,772"
2021,3,60,"20,474","1,138",952,"1,380",758,"2,188","1,777","1,246","1,066","1,719","2,037",826,"1,789","1,164","2,434"
2021,3,70,"13,589",827,571,798,516,"1,580","1,140",940,731,"1,099","1,231",530,"1,240",746,"1,640"
2021,3,80,"6,896",490,284,437,300,764,576,530,353,612,682,239,580,346,703
2021,3,90,"1,118",67,45,94,54,120,85,55,56,97,114,43,109,61,118
2021,3,100,77,3,4,7,4,7,3,12,2,6,21,3,1,1,3
2021,4,총,"160,561","9,074","8,472","10,691","10,761","18,456","12,679","8,006","7,363","11,814","13,820","8,107","15,381","9,451","16,486"
2021,4,0,"9,649",599,680,612,325,795,744,378,358,737,613,"1,045","1,314",686,763
2021,4,10,"11,667",726,550,703,510,"1,198",939,502,521,897,"1,056",760,"1,217",913,"1,175"
2021,4,20,"25,955","1,101","1,259","1,807","4,622","3,784","1,597","1,037",924,"1,419","2,055",770,"2,154","1,091","2,335"
2021,4,30,"22,566","1,212","1,455","1,682","1,680","2,786","1,735",936,967,"1,484","1,651","1,341","2,327","1,273","2,037"
2021,4,40,"23,530","1,417","1,292","1,495","1,015","2,535","1,920","1,060","1,048","1,742","1,994","1,454","2,420","1,617","2,521"
2021,4,50,"24,988","1,492","1,386","1,675",977,"2,707","2,153","1,310","1,319","1,997","2,366","1,091","2,207","1,553","2,755"
2021,4,60,"20,541","1,143",957,"1,389",757,"2,183","1,792","1,246","1,078","1,723","2,034",828,"1,800","1,167","2,444"
2021,4,70,"13,548",822,564,793,515,"1,573","1,132",937,738,"1,098","1,232",536,"1,235",748,"1,625"
2021,4,80,"6,919",492,281,437,302,764,581,531,352,612,679,237,597,343,711
2021,4,90,"1,120",67,44,91,55,124,83,57,56,99,117,42,109,59,117
2021,4,100,78,3,4,7,3,7,3,12,2,6,23,3,1,1,3
2021,5,총,"160,350","9,044","8,462","10,697","10,787","18,395","12,680","8,003","7,338","11,794","13,795","8,083","15,396","9,426","16,450"
2021,5,0,"9,598",589,682,611,332,800,741,376,357,733,600,"1,035","1,313",674,755
2021,5,10,"11,620",717,544,704,510,"1,188",944,501,509,894,"1,043",759,"1,217",912,"1,178"
2021,5,20,"25,907","1,114","1,260","1,793","4,648","3,752","1,596","1,040",920,"1,404","2,057",762,"2,153","1,089","2,319"
2021,5,30,"22,536","1,202","1,459","1,688","1,681","2,788","1,726",933,960,"1,496","1,654","1,336","2,330","1,253","2,030"
2021,5,40,"23,415","1,407","1,278","1,494","1,012","2,521","1,905","1,054","1,029","1,726","1,986","1,456","2,425","1,617","2,505"
2021,5,50,"24,945","1,485","1,376","1,673",980,"2,695","2,159","1,317","1,334","2,008","2,341","1,081","2,197","1,549","2,750"
2021,5,60,"20,626","1,146",967,"1,400",748,"2,191","1,802","1,243","1,087","1,717","2,060",835,"1,804","1,176","2,450"
2021,5,70,"13,550",822,560,792,516,"1,565","1,136",935,733,"1,095","1,238",533,"1,248",752,"1,625"
2021,5,80,"6,951",493,285,441,304,763,582,535,350,618,675,243,599,343,720
2021,5,90,"1,125",66,47,94,53,125,86,57,57,98,118,40,109,60,115
2021,5,100,77,3,4,7,3,7,3,12,2,5,23,3,1,1,3
2021,6,총,"160,226","9,075","8,435","10,671","10,821","18,368","12,661","7,999","7,319","11,782","13,776","8,089","15,405","9,416","16,409"
2021,6,0,"9,561",597,686,600,328,802,733,372,357,725,607,"1,035","1,315",670,734
2021,6,10,"11,554",713,532,700,506,"1,178",946,497,505,890,"1,037",758,"1,206",910,"1,176"
2021,6,20,"25,912","1,125","1,257","1,785","4,689","3,753","1,586","1,037",903,"1,399","2,051",761,"2,157","1,088","2,321"
2021,6,30,"22,545","1,203","1,458","1,693","1,685","2,777","1,728",937,964,"1,498","1,654","1,331","2,331","1,253","2,033"
2021,6,40,"23,362","1,410","1,269","1,497","1,014","2,523","1,894","1,048","1,017","1,719","1,974","1,470","2,424","1,611","2,492"
2021,6,50,"24,898","1,491","1,376","1,660",972,"2,685","2,163","1,318","1,330","1,999","2,334","1,083","2,205","1,546","2,736"
2021,6,60,"20,702","1,157",965,"1,410",752,"2,198","1,800","1,241","1,103","1,736","2,066",826,"1,804","1,183","2,461"
2021,6,70,"13,499",814,555,783,516,"1,554","1,135",943,729,"1,095","1,228",537,"1,243",749,"1,618"
2021,6,80,"6,994",496,286,442,306,766,586,537,353,615,685,245,612,344,721
2021,6,90,"1,122",66,47,94,50,125,87,57,56,101,117,40,107,61,114
2021,6,100,77,3,4,7,3,7,3,12,2,5,23,3,1,1,3
2021,7,총,"160,115","9,053","8,425","10,672","10,842","18,323","12,668","7,982","7,309","11,769","13,810","8,079","15,394","9,404","16,385"
2021,7,0,"9,547",593,689,604,327,798,741,368,357,725,609,"1,030","1,310",667,729
2021,7,10,"11,512",701,529,697,505,"1,175",945,493,500,885,"1,023",758,"1,213",912,"1,176"
2021,7,20,"25,839","1,125","1,247","1,776","4,697","3,723","1,578","1,030",897,"1,387","2,064",763,"2,143","1,090","2,319"
2021,7,30,"22,523","1,190","1,462","1,696","1,713","2,769","1,725",929,956,"1,509","1,669","1,314","2,316","1,248","2,027"
2021,7,40,"23,291","1,402","1,261","1,497","1,012","2,512","1,893","1,039","1,017","1,696","1,960","1,478","2,438","1,610","2,476"
2021,7,50,"24,888","1,493","1,379","1,656",965,"2,676","2,157","1,324","1,325","2,003","2,346","1,077","2,208","1,536","2,743"
2021,7,60,"20,796","1,168",963,"1,415",749,"2,218","1,821","1,240","1,117","1,745","2,068",830,"1,811","1,186","2,465"
2021,7,70,"13,479",810,554,786,513,"1,546","1,122",951,727,"1,096","1,235",538,"1,236",751,"1,614"
2021,7,80,"7,036",501,291,443,309,772,592,537,352,619,692,249,615,344,720
2021,7,90,"1,124",67,46,95,49,126,91,59,58,97,121,39,103,59,114
2021,7,100,80,3,4,7,3,8,3,12,3,7,23,3,1,1,2
2021,8,총,"159,919","9,030","8,408","10,624","10,943","18,313","12,660","7,959","7,285","11,762","13,792","8,060","15,385","9,386","16,312"
2021,8,0,"9,504",587,700,594,327,794,738,362,362,725,607,"1,019","1,303",664,722
2021,8,10,"11,443",698,526,688,526,"1,163",949,478,492,869,"1,026",757,"1,208",910,"1,153"
2021,8,20,"25,842","1,121","1,223","1,770","4,749","3,751","1,563","1,034",891,"1,390","2,051",757,"2,145","1,091","2,306"
2021,8,30,"22,490","1,185","1,466","1,689","1,729","2,777","1,724",922,960,"1,514","1,668","1,297","2,308","1,229","2,022"
2021,8,40,"23,193","1,401","1,253","1,488","1,016","2,482","1,898","1,030","1,005","1,681","1,951","1,492","2,429","1,611","2,456"
2021,8,50,"24,869","1,484","1,380","1,657",976,"2,675","2,150","1,332","1,314","1,999","2,331","1,074","2,213","1,540","2,744"
2021,8,60,"20,835","1,169",961,"1,408",749,"2,222","1,828","1,244","1,120","1,758","2,077",835,"1,815","1,188","2,461"
2021,8,70,"13,448",812,554,779,512,"1,529","1,121",948,725,"1,096","1,236",534,"1,247",745,"1,610"
2021,8,80,"7,089",503,295,448,307,786,598,537,355,628,700,253,614,346,719
2021,8,90,"1,125",67,46,94,49,126,88,60,58,96,122,39,102,61,117
2021,8,100,81,3,4,9,3,8,3,12,3,6,23,3,1,1,2
2021,9,총,"159,861","9,028","8,391","10,600","11,023","18,314","12,644","7,948","7,270","11,755","13,782","8,054","15,389","9,401","16,262"
2021,9,0,"9,418",578,697,594,323,788,734,357,359,721,597,"1,005","1,299",656,710
2021,9,10,"11,427",705,529,682,532,"1,155",946,472,497,862,"1,020",768,"1,200",921,"1,138"
