년도,월,나이,경상북도 예천군,경상북도 예천군 예천읍,경상북도 예천군 용문면,경상북도 예천군 감천면,경상북도 예천군 보문면,경상북도 예천군 호명면,경상북도 예천군 유천면,경상북도 예천군 용궁면,경상북도 예천군 개포면,경상북도 예천군 지보면,경상북도 예천군 풍양면,경상북도 예천군 효자면,경상북도 예천군 은풍면
2021,2,60,"4,794","1,516",243,328,194,752,245,306,194,338,373,154,151
2021,2,70,"3,738",991,276,289,199,390,231,286,186,301,351,89,149
2021,2,80,"3,307",685,259,275,190,328,252,236,194,314,349,107,118
2021,2,90,557,134,33,46,27,64,44,40,26,48,51,19,25
2021,2,100,30,5,3,1,0,3,3,4,2,3,2,1,3
2021,3,총,"28,258","7,396","1,149","1,321",853,"9,969","1,270","1,236",783,"1,366","1,633",605,677
2021,3,0,"2,258",397,29,26,27,"1,599",69,23,12,21,26,11,18
2021,3,10,"2,052",522,44,39,20,"1,164",52,37,15,40,59,21,39
2021,3,20,"1,773",541,36,43,24,830,76,49,19,35,69,26,25
2021,3,30,"2,689",529,33,45,39,"1,787",92,36,18,36,36,20,18
2021,3,40,"3,276",868,62,45,35,"1,868",81,66,30,57,87,34,43
2021,3,50,"3,800","1,224",139,187,98,"1,179",131,159,87,167,225,119,85
2021,3,60,"4,799","1,518",238,330,193,752,241,304,194,343,377,156,153
2021,3,70,"3,713",982,272,283,199,393,231,280,183,300,349,91,150
2021,3,80,"3,332",686,262,274,192,334,253,241,197,317,352,106,118
2021,3,90,543,126,33,49,26,61,42,37,26,47,52,20,24
2021,3,100,23,3,1,0,0,2,2,4,2,3,1,1,4
2021,4,총,"28,323","7,398","1,149","1,324",853,"10,025","1,280","1,242",779,"1,358","1,634",602,679
2021,4,0,"2,253",395,30,26,27,"1,594",70,24,12,21,26,11,17
2021,4,10,"2,065",521,43,39,20,"1,176",56,37,15,39,59,20,40
2021,4,20,"1,783",541,38,44,24,840,75,50,19,35,68,25,24
2021,4,30,"2,690",532,34,44,39,"1,788",88,37,18,36,36,20,18
2021,4,40,"3,284",859,62,45,36,"1,882",84,67,30,55,88,33,43
2021,4,50,"3,793","1,222",138,192,97,"1,187",130,157,83,163,225,115,84
2021,4,60,"4,841","1,526",238,327,196,762,246,306,197,347,381,159,156
2021,4,70,"3,689",979,268,281,195,394,231,276,181,301,341,91,151
2021,4,80,"3,354",694,263,278,194,338,254,246,195,312,356,106,118
2021,4,90,549,126,34,48,25,62,44,38,28,46,53,21,24
2021,4,100,22,3,1,0,0,2,2,4,1,3,1,1,4
2021,5,총,"28,384","7,403","1,146","1,323",856,"10,076","1,287","1,235",776,"1,359","1,638",599,686
2021,5,0,"2,259",386,29,27,28,"1,605",71,24,12,21,26,12,18
2021,5,10,"2,076",524,42,38,20,"1,188",55,37,15,37,59,20,41
2021,5,20,"1,802",543,37,44,25,850,79,48,21,38,68,24,25
2021,5,30,"2,694",532,35,43,40,"1,787",91,39,16,36,35,21,19
2021,5,40,"3,281",856,61,45,34,"1,887",83,67,29,53,89,32,45
2021,5,50,"3,791","1,222",136,190,99,"1,198",132,156,81,160,224,108,85
2021,5,60,"4,842","1,525",240,327,195,763,247,302,194,348,379,165,157
2021,5,70,"3,708",992,267,284,195,394,228,276,183,302,348,89,150
2021,5,80,"3,359",694,264,277,195,338,255,244,196,315,355,107,119
2021,5,90,551,126,34,48,25,64,44,38,28,46,54,21,23
2021,5,100,21,3,1,0,0,2,2,4,1,3,1,0,4
2021,6,총,"28,386","7,401","1,138","1,319",861,"10,102","1,283","1,234",777,"1,358","1,631",594,688
2021,6,0,"2,255",383,27,23,30,"1,608",73,24,11,21,25,12,18
2021,6,10,"2,077",519,42,37,21,"1,194",53,39,16,37,60,19,40
2021,6,20,"1,798",546,37,45,24,847,80,46,21,38,66,23,25
2021,6,30,"2,698",533,34,42,43,"1,790",90,40,16,37,35,20,18
2021,6,40,"3,291",855,60,45,35,"1,901",83,67,29,53,88,31,44
2021,6,50,"3,781","1,222",135,189,98,"1,198",131,156,79,160,222,106,85
2021,6,60,"4,852","1,522",239,329,196,772,248,301,194,346,379,166,160
2021,6,70,"3,711",996,266,285,195,392,229,277,184,302,344,90,151
2021,6,80,"3,347",694,263,276,192,333,250,242,198,315,358,106,120
2021,6,90,555,128,34,48,27,65,44,38,28,46,53,21,23
2021,6,100,21,3,1,0,0,2,2,4,1,3,1,0,4
2021,7,총,"28,415","7,402","1,137","1,314",855,"10,137","1,280","1,237",777,"1,360","1,629",596,691
2021,7,0,"2,244",377,26,21,30,"1,608",73,23,11,21,24,11,19
2021,7,10,"2,093",521,42,36,20,"1,205",53,41,16,36,63,19,41
2021,7,20,"1,792",542,36,45,23,848,79,47,21,38,65,23,25
2021,7,30,"2,698",534,35,41,42,"1,788",91,39,16,37,36,20,19
2021,7,40,"3,298",859,59,47,36,"1,902",78,69,28,52,92,32,44
2021,7,50,"3,791","1,207",133,189,97,"1,227",134,155,78,163,217,106,85
2021,7,60,"4,867","1,537",241,326,196,770,247,301,195,348,380,167,159
2021,7,70,"3,704",996,264,285,194,389,228,279,185,300,342,91,151
2021,7,80,"3,355",698,266,276,190,333,251,241,197,318,358,106,121
2021,7,90,552,128,34,48,27,65,44,38,29,44,51,21,23
2021,7,100,21,3,1,0,0,2,2,4,1,3,1,0,4
2021,8,총,"28,407","7,405","1,136","1,312",853,"10,141","1,281","1,233",775,"1,359","1,629",592,691
2021,8,0,"2,218",371,26,21,31,"1,587",73,23,10,21,25,11,19
2021,8,10,"2,118",535,45,36,20,"1,216",52,41,16,36,62,18,41
2021,8,20,"1,779",531,36,42,21,853,78,47,21,38,64,22,26
2021,8,30,"2,692",532,35,42,42,"1,783",93,37,16,38,36,19,19
2021,8,40,"3,303",864,60,47,35,"1,904",77,69,27,51,93,32,44
2021,8,50,"3,779","1,203",132,187,97,"1,231",133,151,77,165,213,105,85
2021,8,60,"4,873","1,538",239,326,194,779,248,301,195,343,385,167,158
2021,8,70,"3,712",999,260,286,195,391,228,281,185,305,341,91,150
2021,8,80,"3,356",699,269,277,190,331,251,241,197,314,358,107,122
2021,8,90,555,130,33,48,28,64,45,38,30,45,51,20,23
2021,8,100,22,3,1,0,0,2,3,4,1,3,1,0,4
2021,9,총,"28,387","7,397","1,130","1,312",852,"10,153","1,283","1,230",776,"1,356","1,616",590,692
2021,9,0,"2,211",365,29,20,31,"1,591",72,22,10,20,22,10,19
2021,9,10,"2,118",526,46,38,20,"1,218",53,42,16,37,62,19,41
2021,9,20,"1,761",537,32,44,21,834,81,44,21,38,61,21,27
2021,9,30,"2,676",529,33,40,42,"1,778",89,37,16,38,36,19,19
2021,9,40,"3,318",862,61,46,35,"1,918",78,71,27,51,93,32,44
2021,9,50,"3,768","1,199",127,187,93,"1,245",133,148,76,164,209,102,85
2021,9,60,"4,874","1,540",239,325,196,780,246,302,194,343,383,169,157
2021,9,70,"3,722","1,003",260,285,194,397,231,277,188,306,339,90,152
2021,9,80,"3,364",705,268,278,192,329,252,245,196,313,357,107,122
2021,9,90,553,128,34,49,28,61,45,38,31,43,53,21,22
2021,9,100,22,3,1,0,0,2,3,4,1,3,1,0,4
2021,10,총,"28,404","7,394","1,129","1,304",856,"10,188","1,286","1,225",773,"1,362","1,613",583,691
2021,10,0,"2,209",361,29,20,33,"1,593",73,19,10,20,22,10,19
2021,10,10,"2,118",530,46,38,20,"1,217",57,42,16,36,58,19,39
2021,10,20,"1,776",530,32,44,20,852,82,45,20,39,64,21,27
2021,10,30,"2,652",527,33,38,41,"1,762",88,36,15,40,36,18,18
2021,10,40,"3,341",864,61,48,37,"1,938",80,69,27,52,91,30,44
2021,10,50,"3,763","1,200",123,183,94,"1,252",132,146,75,166,210,97,85
2021,10,60,"4,879","1,530",241,327,196,787,241,305,194,346,380,173,159
2021,10,70,"3,722","1,010",264,281,191,396,235,277,183,306,337,90,152
2021,10,80,"3,361",705,265,275,196,328,249,245,201,312,362,102,121
2021,10,90,562,134,35,50,28,60,46,37,31,42,53,23,23
2021,10,100,21,3,0,0,0,3,3,4,1,3,0,0,4
2021,11,총,"28,410","7,399","1,131","1,306",858,"10,188","1,284","1,219",774,"1,367","1,612",583,689
2021,11,0,"2,199",361,27,21,32,"1,588",72,17,10,21,22,10,18
2021,11,10,"2,115",531,45,38,21,"1,216",56,43,16,35,56,19,39
2021,11,20,"1,783",538,30,45,21,849,82,45,19,41,65,21,27
2021,11,30,"2,642",516,35,37,41,"1,762",86,35,16,42,35,19,18
2021,11,40,"3,349",865,62,49,37,"1,951",77,66,28,50,90,30,44
2021,11,50,"3,758","1,198",122,183,93,"1,246",135,149,74,167,210,99,82
2021,11,60,"4,877","1,526",244,328,197,786,241,302,196,349,376,171,161
2021,11,70,"3,729","1,019",265,279,190,400,233,274,180,303,344,92,150
2021,11,80,"3,364",710,265,272,197,325,251,245,202,315,359,100,123
2021,11,90,573,132,36,54,29,62,48,39,32,41,55,22,23
2021,11,100,21,3,0,0,0,3,3,4,1,3,0,0,4
2021,12,총,"28,348","7,379","1,131","1,309",845,"10,186","1,272","1,219",770,"1,364","1,603",579,691
2021,12,0,"2,188",359,26,23,31,"1,583",68,18,10,20,23,9,18
2021,12,10,"2,101",523,45,38,19,"1,217",57,42,16,31,54,20,39
2021,12,20,"1,765",538,29,46,21,843,75,45,19,41,63,18,27
2021,12,30,"2,620",516,32,37,39,"1,756",79,35,15,40,35,18,18
2021,12,40,"3,351",857,64,48,38,"1,955",81,66,29,53,87,30,43
2021,12,50,"3,746","1,192",121,187,91,"1,246",134,148,73,168,206,99,81
2021,12,60,"4,879","1,522",249,325,194,794,240,303,195,346,378,172,161
2021,12,70,"3,722","1,021",264,276,186,397,236,272,179,305,340,92,154
2021,12,80,"3,378",714,266,274,198,327,252,247,203,314,361,99,123
2021,12,90,575,134,35,54,28,64,47,40,30,43,56,22,22
2021,12,100,23,3,0,1,0,4,3,3,1,3,0,0,5
