년도,월,나이,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020,3,40,"516,889","5,596","14,680","12,198","15,842","51,828","43,452","42,839","41,781","67,128","47,515","33,268","21,672","32,143","25,757","30,389","30,801"
2020,3,50,"579,584","7,229","18,347","15,031","20,346","59,153","45,147","43,919","55,939","71,115","56,674","42,032","16,501","34,722","27,947","42,734","22,748"
2020,3,60,"513,485","7,781","18,525","15,683","21,650","53,960","39,865","40,214","43,392","55,690","49,610","37,843","14,807","31,500","27,833","35,264","19,868"
2020,3,70,"286,808","4,977","12,163","10,606","14,450","31,179","21,714","24,540","20,638","30,204","25,596","21,426","6,578","17,684","16,791","16,534","11,728"
2020,3,80,"110,254","2,035","5,125","4,417","5,613","12,364","7,859","9,037","7,739","12,357","9,319","8,428","2,529","6,533","6,446","5,588","4,865"
2020,3,90,"14,551",356,740,558,738,"1,493","1,045","1,109","1,007","1,644","1,274","1,140",435,821,850,642,699
2020,3,100,"1,821",82,115,98,128,223,136,133,100,156,162,194,41,79,65,67,42
2020,4,총,"3,408,347","41,714","107,722","89,673","115,645","356,978","272,570","271,674","289,059","405,268","318,196","236,904","131,235","210,086","176,984","216,507","168,132"
2020,4,0,"239,942","1,450","5,608","4,268","5,587","21,774","20,194","18,929","20,011","29,397","21,330","13,763","19,405","15,253","10,578","13,331","19,064"
2020,4,10,"278,986","2,186","7,381","5,357","7,763","25,682","25,298","23,875","24,518","39,189","26,505","18,639","10,757","16,837","12,228","15,817","16,954"
2020,4,20,"434,904","5,540","13,540","10,658","12,312","51,625","33,528","35,486","38,895","49,987","41,169","33,891","11,861","26,415","24,247","29,629","16,121"
2020,4,30,"429,569","4,506","11,420","10,586","11,255","47,484","34,058","31,746","34,992","48,069","39,097","26,397","26,487","28,037","24,153","26,443","24,839"
2020,4,40,"515,998","5,583","14,646","12,257","15,763","51,725","43,485","42,757","41,696","66,978","47,303","33,097","21,789","32,059","25,700","30,266","30,894"
2020,4,50,"578,463","7,191","18,311","15,056","20,269","59,086","45,131","43,713","55,712","71,124","56,553","41,908","16,452","34,619","27,893","42,571","22,874"
2020,4,60,"515,095","7,773","18,574","15,757","21,687","54,113","39,981","40,233","43,584","55,922","49,707","37,923","14,860","31,622","27,927","35,467","19,965"
2020,4,70,"287,942","5,005","12,203","10,622","14,503","31,351","21,793","24,596","20,741","30,333","25,718","21,474","6,589","17,750","16,847","16,624","11,793"
2020,4,80,"111,008","2,039","5,177","4,445","5,639","12,431","7,916","9,088","7,797","12,451","9,373","8,489","2,563","6,586","6,484","5,647","4,883"
2020,4,90,"14,604",359,744,568,738,"1,481","1,053","1,117","1,013","1,661","1,279","1,125",428,828,863,645,702
2020,4,100,"1,836",82,118,99,129,226,133,134,100,157,162,198,44,80,64,67,43
2020,5,총,"3,406,942","41,742","107,868","89,710","115,388","357,190","272,532","271,183","288,986","404,459","317,747","236,596","131,557","209,873","176,886","216,083","169,142"
2020,5,0,"239,265","1,426","5,632","4,248","5,552","21,741","20,152","18,831","19,941","29,280","21,223","13,700","19,397","15,178","10,538","13,258","19,168"
2020,5,10,"277,678","2,170","7,357","5,322","7,712","25,535","25,233","23,760","24,389","38,919","26,391","18,497","10,799","16,737","12,130","15,735","16,992"
2020,5,20,"434,981","5,551","13,560","10,678","12,287","51,763","33,527","35,486","38,880","49,907","41,069","33,957","11,890","26,396","24,226","29,555","16,249"
2020,5,30,"428,546","4,517","11,420","10,588","11,199","47,513","33,999","31,536","34,950","47,846","38,949","26,322","26,427","27,921","24,144","26,270","24,945"
2020,5,40,"515,035","5,589","14,658","12,254","15,663","51,579","43,425","42,639","41,557","66,732","47,219","32,941","21,895","32,001","25,650","30,192","31,041"
2020,5,50,"578,102","7,194","18,320","15,062","20,208","59,096","45,156","43,620","55,652","71,010","56,417","41,820","16,510","34,610","27,883","42,442","23,102"
2020,5,60,"516,063","7,770","18,580","15,786","21,703","54,219","40,010","40,243","43,774","56,004","49,794","37,991","14,947","31,672","27,915","35,558","20,097"
2020,5,70,"289,080","5,026","12,264","10,636","14,531","31,498","21,884","24,667","20,857","30,431","25,832","21,525","6,626","17,818","16,938","16,672","11,875"
2020,5,80,"111,671","2,057","5,217","4,465","5,667","12,520","7,949","9,136","7,872","12,508","9,402","8,524","2,590","6,627","6,528","5,687","4,922"
2020,5,90,"14,679",361,741,572,736,"1,499","1,064","1,131","1,014","1,664","1,286","1,122",432,832,871,647,707
2020,5,100,"1,842",81,119,99,130,227,133,134,100,158,165,197,44,81,63,67,44
2020,6,총,"3,404,423","41,652","107,947","89,698","115,120","357,242","272,476","270,606","288,376","403,923","317,258","236,009","131,779","209,514","176,975","215,709","170,139"
2020,6,0,"238,364","1,405","5,634","4,230","5,505","21,696","20,099","18,722","19,817","29,073","21,150","13,614","19,417","15,082","10,518","13,170","19,232"
2020,6,10,"276,766","2,142","7,350","5,283","7,706","25,444","25,215","23,649","24,224","38,809","26,253","18,381","10,883","16,658","12,070","15,660","17,039"
2020,6,20,"434,376","5,569","13,593","10,686","12,247","51,770","33,396","35,425","38,776","49,708","40,911","33,896","11,877","26,367","24,274","29,474","16,407"
2020,6,30,"427,542","4,509","11,435","10,576","11,132","47,574","33,948","31,319","34,829","47,696","38,803","26,151","26,378","27,779","24,162","26,182","25,069"
2020,6,40,"514,737","5,560","14,671","12,218","15,581","51,551","43,454","42,625","41,423","66,613","47,142","32,897","22,022","31,963","25,638","30,142","31,237"
2020,6,50,"575,757","7,156","18,243","15,027","20,083","58,878","45,012","43,416","55,327","70,836","56,118","41,554","16,479","34,434","27,832","42,174","23,188"
2020,6,60,"518,401","7,768","18,661","15,879","21,778","54,471","40,150","40,343","44,003","56,307","50,064","38,112","15,042","31,775","28,009","35,759","20,280"
2020,6,70,"290,106","5,047","12,270","10,671","14,551","31,597","22,033","24,708","20,970","30,527","25,921","21,559","6,625","17,909","16,991","16,758","11,969"
2020,6,80,"111,821","2,055","5,230","4,451","5,679","12,526","7,958","9,138","7,903","12,532","9,430","8,523","2,582","6,634","6,541","5,677","4,962"
2020,6,90,"14,705",360,739,577,727,"1,506","1,077","1,127","1,005","1,663","1,301","1,125",431,832,877,645,713
2020,6,100,"1,848",81,121,100,131,229,134,134,99,159,165,197,43,81,63,68,43
2020,7,총,"3,402,776","41,633","107,934","89,721","114,873","357,695","272,554","270,125","287,736","403,878","316,705","235,155","131,979","209,345","176,742","215,332","171,369"
2020,7,0,"237,611","1,398","5,641","4,219","5,455","21,668","20,038","18,620","19,735","29,023","21,035","13,502","19,392","15,050","10,458","13,080","19,297"
2020,7,10,"275,948","2,114","7,341","5,255","7,658","25,370","25,197","23,550","24,083","38,726","26,165","18,230","10,949","16,599","11,997","15,588","17,126"
2020,7,20,"433,694","5,596","13,549","10,702","12,172","51,999","33,343","35,369","38,535","49,558","40,741","33,716","11,868","26,292","24,273","29,372","16,609"
2020,7,30,"426,595","4,516","11,427","10,604","11,102","47,642","33,917","31,117","34,742","47,608","38,596","26,001","26,310","27,687","24,108","26,059","25,159"
2020,7,40,"514,314","5,546","14,685","12,168","15,534","51,569","43,453","42,521","41,301","66,552","47,027","32,727","22,183","31,963","25,589","30,046","31,450"
2020,7,50,"574,793","7,123","18,168","15,031","19,968","58,857","44,955","43,293","55,079","70,818","55,982","41,408","16,473","34,342","27,764","42,050","23,482"
2020,7,60,"519,969","7,784","18,719","15,882","21,854","54,617","40,305","40,405","44,163","56,586","50,195","38,109","15,094","31,861","28,035","35,896","20,464"
2020,7,70,"290,977","5,045","12,291","10,701","14,552","31,671","22,120","24,812","21,064","30,602","26,034","21,589","6,631","17,962","17,022","16,825","12,056"
2020,7,80,"112,311","2,068","5,254","4,486","5,716","12,577","8,011","9,166","7,929","12,576","9,460","8,544","2,600","6,685","6,560","5,701","4,978"
2020,7,90,"14,715",362,738,574,731,"1,499","1,079","1,136","1,005","1,670","1,305","1,133",435,823,873,647,705
2020,7,100,"1,849",81,121,99,131,226,136,136,100,159,165,196,44,81,63,68,43
2020,8,총,"3,401,072","41,630","107,768","89,665","114,511","357,768","272,182","269,626","286,865","403,118","315,748","234,640","133,354","210,146","176,937","214,826","172,288"
2020,8,0,"236,814","1,378","5,617","4,203","5,391","21,501","19,972","18,502","19,557","28,887","20,823","13,436","19,629","15,167","10,440","12,955","19,356"
2020,8,10,"274,958","2,090","7,304","5,240","7,617","25,254","25,140","23,433","23,894","38,551","25,959","18,085","11,141","16,602","11,970","15,480","17,198"
2020,8,20,"433,203","5,639","13,512","10,677","12,121","52,210","33,125","35,336","38,349","49,457","40,529","33,671","11,939","26,338","24,300","29,284","16,716"
2020,8,30,"425,362","4,514","11,321","10,569","10,981","47,622","33,783","30,892","34,440","47,325","38,312","25,884","26,631","27,876","24,114","25,877","25,221"
2020,8,40,"513,686","5,492","14,678","12,139","15,457","51,527","43,431","42,376","41,090","66,350","46,825","32,597","22,518","32,048","25,638","29,924","31,596"
2020,8,50,"573,461","7,123","18,073","14,998","19,878","58,725","44,788","43,180","54,890","70,579","55,790","41,212","16,525","34,385","27,717","41,925","23,673"
2020,8,60,"522,542","7,807","18,829","15,940","21,888","54,885","40,512","40,544","44,394","56,838","50,460","38,251","15,207","32,053","28,224","36,037","20,673"
2020,8,70,"291,533","5,066","12,295","10,717","14,564","31,695","22,165","24,874","21,119","30,658","26,071","21,606","6,676","18,034","17,006","16,893","12,094"
2020,8,80,"112,849","2,066","5,277","4,503","5,748","12,619","8,038","9,218","8,018","12,641","9,508","8,554","2,601","6,743","6,589","5,728","4,998"
2020,8,90,"14,800",371,740,580,733,"1,502","1,091","1,135","1,015","1,673","1,308","1,145",443,816,875,653,720
2020,8,100,"1,864",84,122,99,133,228,137,136,99,159,163,199,44,84,64,70,43
2020,9,총,"3,399,749","41,593","107,689","89,410","114,252","357,558","271,980","269,251","286,327","402,749","314,728","234,135","135,330","210,362","177,266","214,345","172,774"
2020,9,0,"235,871","1,364","5,605","4,180","5,340","21,366","19,882","18,379","19,426","28,766","20,627","13,295","19,959","15,152","10,452","12,802","19,276"
2020,9,10,"274,287","2,076","7,281","5,220","7,556","25,118","25,090","23,345","23,760","38,437","25,807","18,027","11,330","16,588","11,978","15,407","17,267"
2020,9,20,"432,803","5,634","13,504","10,589","12,109","52,244","33,040","35,382","38,219","49,335","40,355","33,537","12,115","26,342","24,394","29,189","16,815"
2020,9,30,"424,118","4,480","11,269","10,503","10,886","47,547","33,633","30,747","34,278","47,181","37,959","25,783","27,059","27,878","24,071","25,748","25,096"
2020,9,40,"512,964","5,491","14,641","12,075","15,396","51,458","43,334","42,242","40,935","66,179","46,614","32,477","22,882","32,012","25,669","29,778","31,781"
2020,9,50,"572,468","7,109","18,016","14,904","19,812","58,547","44,812","43,059","54,752","70,524","55,523","41,092","16,692","34,369","27,783","41,739","23,735"
2020,9,60,"525,091","7,836","18,899","16,011","21,951","55,179","40,655","40,659","44,627","57,098","50,707","38,343","15,447","32,222","28,309","36,253","20,895"
2020,9,70,"291,859","5,083","12,309","10,695","14,557","31,647","22,200","24,893","21,134","30,669","26,110","21,627","6,733","18,095","17,051","16,954","12,102"
2020,9,80,"113,509","2,067","5,303","4,548","5,777","12,717","8,102","9,276","8,062","12,714","9,538","8,592","2,618","6,784","6,619","5,755","5,037"
2020,9,90,"14,908",369,740,584,735,"1,507","1,096","1,131","1,035","1,687","1,326","1,162",450,835,876,649,726
2020,9,100,"1,871",84,122,101,133,228,136,138,99,159,162,200,45,85,64,71,44
2020,10,총,"3,397,598","41,547","107,996","89,205","113,909","358,317","271,633","268,711","285,507","402,820","313,677","233,601","136,485","210,191","177,085","213,747","173,167"
2020,10,0,"234,617","1,348","5,641","4,144","5,264","21,373","19,782","18,249","19,235","28,703","20,356","13,188","20,074","15,018","10,399","12,649","19,194"
2020,10,10,"273,478","2,046","7,304","5,190","7,501","25,047","25,060","23,222","23,634","38,312","25,677","17,901","11,479","16,560","11,933","15,292","17,320"
2020,10,20,"432,419","5,651","13,515","10,581","12,071","52,413","32,981","35,363","38,017","49,307","40,168","33,468","12,174","26,341","24,377","29,117","16,875"
2020,10,30,"422,148","4,475","11,295","10,456","10,769","47,670","33,422","30,498","33,992","47,056","37,521","25,579","27,261","27,682","23,997","25,523","24,952"
2020,10,40,"512,482","5,472","14,717","12,003","15,322","51,500","43,296","42,125","40,744","66,072","46,437","32,403","23,199","32,030","25,564","29,662","31,936"
2020,10,50,"571,573","7,084","18,018","14,842","19,689","58,615","44,691","42,994","54,535","70,556","55,298","40,956","16,817","34,332","27,783","41,558","23,805"
2020,10,60,"527,531","7,849","18,982","16,038","22,053","55,463","40,799","40,778","44,920","57,442","50,950","38,473","15,565","32,356","28,388","36,415","21,060"
2020,10,70,"292,328","5,088","12,329","10,701","14,562","31,706","22,225","24,864","21,188","30,693","26,169","21,636","6,789","18,136","17,047","17,019","12,176"
2020,10,80,"114,187","2,079","5,331","4,560","5,810","12,782","8,151","9,348","8,106","12,816","9,602","8,638","2,637","6,810","6,658","5,786","5,073"
2020,10,90,"14,959",370,741,589,736,"1,516","1,090","1,134","1,035","1,703","1,338","1,161",445,837,877,655,732
2020,10,100,"1,876",85,123,101,132,232,136,136,101,160,161,198,45,89,62,71,44
2020,11,총,"3,395,514","41,501","108,119","89,031","113,621","359,375","271,187","268,249","284,872","402,518","312,840","233,303","137,229","209,688","176,885","213,178","173,918"
2020,11,0,"233,339","1,336","5,630","4,106","5,198","21,365","19,733","18,130","19,107","28,540","20,136","13,081","20,113","14,858","10,333","12,492","19,181"
2020,11,10,"272,860","2,035","7,302","5,165","7,457","25,044","24,987","23,160","23,492","38,243","25,540","17,837","11,607","16,496","11,896","15,196","17,403"
2020,11,20,"431,909","5,629","13,549","10,514","12,022","52,644","32,891","35,288","37,816","49,217","40,067","33,455","12,254","26,263","24,261","29,024","17,015"
2020,11,30,"420,436","4,475","11,252","10,425","10,690","47,875","33,203","30,312","33,763","46,858","37,262","25,426","27,263","27,444","23,913","25,360","24,915"
2020,11,40,"512,124","5,451","14,728","11,968","15,246","51,670","43,232","42,047","40,622","65,978","46,277","32,342","23,412","31,997","25,547","29,517","32,090"
2020,11,50,"570,554","7,075","18,011","14,797","19,631","58,676","44,534","42,881","54,348","70,483","55,124","40,808","16,892","34,215","27,756","41,415","23,908"
2020,11,60,"529,755","7,862","19,049","16,068","22,099","55,806","40,917","40,884","45,180","57,704","51,078","38,627","15,737","32,459","28,480","36,571","21,234"
2020,11,70,"292,861","5,107","12,365","10,710","14,560","31,715","22,279","24,866","21,265","30,733","26,199","21,670","6,820","18,174","17,063","17,051","12,284"
2020,11,80,"114,826","2,069","5,369","4,589","5,851","12,828","8,191","9,422","8,153","12,904","9,649","8,681","2,644","6,851","6,695","5,826","5,104"
2020,11,90,"14,969",377,741,588,735,"1,521","1,083","1,123","1,026","1,698","1,346","1,176",441,841,879,655,739
2020,11,100,"1,881",85,123,101,132,231,137,136,100,160,162,200,46,90,62,71,45
2020,12,총,"3,391,946","41,523","108,135","88,901","113,342","359,886","270,745","267,731","283,952","402,169","311,757","232,666","137,957","209,157","176,894","212,586","174,545"
2020,12,0,"232,356","1,320","5,622","4,085","5,139","21,318","19,635","18,052","18,994","28,511","19,969","13,033","20,095","14,747","10,328","12,355","19,153"
2020,12,10,"272,014","2,027","7,287","5,145","7,403","25,005","24,970","23,035","23,301","38,150","25,385","17,710","11,714","16,467","11,852","15,088","17,475"
2020,12,20,"430,987","5,679","13,541","10,472","11,990","52,781","32,682","35,239","37,585","49,068","39,828","33,309","12,335","26,131","24,349","28,932","17,066"
2020,12,30,"419,014","4,471","11,206","10,395","10,610","47,994","33,078","30,186","33,517","46,789","36,977","25,228","27,308","27,194","23,877","25,224","24,960"
2020,12,40,"511,148","5,394","14,707","11,953","15,159","51,698","43,184","41,893","40,485","65,829","46,023","32,184","23,667","31,907","25,487","29,363","32,215"
2020,12,50,"568,913","7,074","18,002","14,708","19,559","58,636","44,392","42,799","53,951","70,290","54,882","40,618","16,947","34,141","27,718","41,190","24,006"
2020,12,60,"531,620","7,891","19,114","16,094","22,171","56,014","41,028","40,918","45,465","57,902","51,242","38,764","15,847","32,509","28,545","36,718","21,398"
2020,12,70,"293,299","5,110","12,369","10,730","14,556","31,765","22,291","24,883","21,308","30,796","26,235","21,672","6,875","18,197","17,045","17,132","12,335"
2020,12,80,"115,680","2,097","5,426","4,632","5,886","12,919","8,253","9,467","8,206","12,974","9,701","8,757","2,675","6,931","6,757","5,849","5,150"
2020,12,90,"15,028",375,738,586,737,"1,524","1,093","1,122","1,036","1,698","1,353","1,192",447,843,875,665,744
2020,12,100,"1,887",85,123,101,132,232,139,137,104,162,162,199,47,90,61,70,43
2021,1,총,"3,389,388","41,549","107,978","88,763","113,048","359,978","270,695","267,351","283,452","401,710","311,052","231,959","138,610","208,900","176,742","212,173","175,428"
2021,1,0,"230,816","1,302","5,557","4,039","5,083","21,215","19,553","17,889","18,821","28,346","19,741","12,934","20,089","14,599","10,278","12,249","19,121"
2021,1,10,"271,560","2,029","7,296","5,103","7,369","24,965","24,981","22,959","23,181","38,114","25,269","17,617","11,869","16,422","11,813","15,012","17,561"
2021,1,20,"429,313","5,685","13,482","10,433","11,890","52,727","32,565","35,072","37,383","48,891","39,673","33,036","12,317","26,013","24,298","28,755","17,093"
2021,1,30,"417,816","4,484","11,123","10,400","10,562","48,123","32,963","30,044","33,415","46,693","36,717","25,055","27,338","27,051","23,809","25,081","24,958"
2021,1,40,"510,191","5,387","14,695","11,889","15,082","51,552","43,145","41,800","40,307","65,575","45,850","32,059","23,930","31,827","25,425","29,277","32,391"
2021,1,50,"567,681","7,051","17,924","14,666","19,444","58,457","44,329","42,784","53,738","70,207","54,678","40,419","16,967","34,143","27,651","40,984","24,239"
2021,1,60,"534,388","7,914","19,178","16,148","22,261","56,298","41,242","41,034","45,812","58,125","51,535","38,921","15,982","32,688","28,658","36,944","21,648"
2021,1,70,"293,881","5,115","12,400","10,717","14,544","31,827","22,334","24,951","21,368","30,799","26,316","21,689","6,907","18,206","17,053","17,231","12,424"
2021,1,80,"116,604","2,117","5,466","4,672","5,943","13,018","8,336","9,540","8,264","13,061","9,742","8,812","2,705","7,014","6,821","5,893","5,200"
2021,1,90,"15,237",378,734,595,734,"1,562","1,108","1,144","1,054","1,736","1,369","1,216",459,846,876,677,749
2021,1,100,"1,901",87,123,101,136,234,139,134,109,163,162,201,47,91,60,70,44
2021,2,총,"3,387,761","41,551","107,824","88,639","112,809","360,025","270,678","266,989","282,799","401,280","310,740","231,743","139,088","208,743","176,703","212,038","176,112"
2021,2,0,"229,989","1,292","5,564","4,023","5,032","21,147","19,536","17,760","18,690","28,293","19,630","12,909","20,055","14,487","10,258","12,167","19,146"
2021,2,10,"270,716","2,038","7,249","5,035","7,323","24,880","24,898","22,896","23,033","37,932","25,207","17,521","11,940","16,438","11,745","14,939","17,642"
2021,2,20,"428,013","5,687","13,436","10,423","11,881","52,714","32,420","34,995","37,057","48,580","39,485","32,946","12,401","25,868","24,265","28,715","17,140"
2021,2,30,"416,025","4,509","11,049","10,375","10,474","48,034","32,818","29,855","33,295","46,432","36,497","24,953","27,229","26,843","23,787","24,958","24,917"
2021,2,40,"510,485","5,376","14,667","11,839","15,038","51,633","43,288","41,706","40,186","65,584","45,809","32,036","24,148","31,890","25,435","29,241","32,609"
2021,2,50,"566,594","7,006","17,838","14,643","19,374","58,286","44,251","42,761","53,489","70,119","54,631","40,277","17,059","34,100","27,580","40,820","24,360"
2021,2,60,"536,607","7,935","19,246","16,175","22,268","56,511","41,372","41,121","46,100","58,388","51,723","39,076","16,107","32,837","28,768","37,220","21,760"
2021,2,70,"294,327","5,108","12,414","10,708","14,562","31,843","22,415","24,966","21,412","30,866","26,396","21,701","6,909","18,231","17,045","17,264","12,487"
2021,2,80,"117,738","2,134","5,497","4,721","5,970","13,161","8,430","9,627","8,368","13,165","9,826","8,908","2,734","7,099","6,868","5,970","5,260"
2021,2,90,"15,359",378,740,597,751,"1,582","1,109","1,169","1,059","1,758","1,374","1,216",459,859,890,672,746
2021,2,100,"1,908",88,124,100,136,234,141,133,110,163,162,200,47,91,62,72,45
2021,3,총,"3,372,399","41,370","106,451","88,218","111,507","357,645","269,497","265,759","281,851","400,083","309,302","230,605","139,239","207,419","176,145","211,252","176,056"
2021,3,0,"228,788","1,276","5,534","4,070","5,011","21,032","19,413","17,679","18,589","28,177","19,482","12,816","20,022","14,356","10,227","12,059","19,045"
2021,3,10,"269,772","2,017","7,233","5,020","7,253","24,736","24,815","22,864","22,894","37,708","25,077","17,507","12,040","16,382","11,665","14,887","17,674"
2021,3,20,"427,087","5,703","13,417","10,406","11,807","52,772","32,341","34,949","36,844","48,354","39,473","32,941","12,428","25,711","24,196","28,630","17,115"
2021,3,30,"413,824","4,483","10,904","10,421","10,351","47,800","32,628","29,642","33,094","46,208","36,240","24,774","27,169","26,630","23,805","24,812","24,863"
2021,3,40,"507,745","5,353","14,448","11,727","14,861","51,312","43,096","41,455","40,052","65,291","45,468","31,790","24,275","31,640","25,263","29,113","32,601"
2021,3,50,"562,268","6,964","17,517","14,505","19,040","57,760","43,968","42,483","53,063","69,830","54,292","39,864","17,002","33,768","27,387","40,469","24,356"
2021,3,60,"536,731","7,938","19,053","16,117","22,125","56,275","41,334","41,023","46,395","58,577","51,794","39,152","16,207","32,777","28,774","37,336","21,854"
2021,3,70,"293,083","5,106","12,212","10,612","14,413","31,430","22,329","24,832","21,433","30,897","26,306","21,627","6,912","18,180","17,026","17,267","12,501"
2021,3,80,"117,687","2,146","5,441","4,708","5,911","13,020","8,438","9,638","8,411","13,227","9,811","8,938","2,717","7,107","6,892","5,989","5,293"
2021,3,90,"14,652",364,663,569,683,"1,446","1,065","1,129","1,039","1,727","1,317","1,131",444,826,876,647,726
2021,3,100,762,20,29,63,52,62,70,65,37,87,42,65,23,42,34,43,28
2021,4,총,"3,369,704","41,311","106,545","88,159","111,387","357,193","268,996","265,194","282,073","399,821","308,684","230,204","139,652","206,979","176,276","210,943","176,287"
2021,4,0,"227,645","1,259","5,547","4,075","4,966","20,935","19,262","17,540","18,592","28,044","19,305","12,750","19,948","14,271","10,242","11,957","18,952"
2021,4,10,"269,088","1,978","7,234","4,985","7,233","24,614","24,773","22,790","22,815","37,608","24,962","17,405","12,161","16,329","11,656","14,829","17,716"
2021,4,20,"426,109","5,708","13,417","10,424","11,786","52,602","32,243","34,872","36,709","48,205","39,310","32,848","12,481","25,596","24,180","28,585","17,143"
2021,4,30,"413,070","4,472","10,927","10,389","10,319","47,787","32,518","29,400","33,279","46,134","36,081","24,680","27,178","26,474","23,820","24,811","24,801"
2021,4,40,"507,314","5,347","14,446","11,739","14,840","51,129","42,967","41,398","40,062","65,277","45,393","31,729","24,452","31,567","25,258","29,017","32,693"
