년도,월,나이,대구광역시 남구,대구광역시 남구 이천동,대구광역시 남구 봉덕1동,대구광역시 남구 봉덕2동,대구광역시 남구 봉덕3동,대구광역시 남구 대명1동,대구광역시 남구 대명2동,대구광역시 남구 대명3동,대구광역시 남구 대명4동,대구광역시 남구 대명5동,대구광역시 남구 대명6동,대구광역시 남구 대명9동,대구광역시 남구 대명10동,대구광역시 남구 대명11동
2020,5,총,"71,070","5,986","4,470","5,239","8,185","5,677","5,498","5,593","5,520","3,936","4,659","7,812","4,447","4,048"
2020,5,0,"3,694",470,202,357,484,291,209,215,247,172,283,428,179,157
2020,5,10,"5,115",576,295,457,710,438,330,356,365,244,334,497,275,238
2020,5,20,"10,283",656,548,595,"1,041",876,998,800,868,721,707,"1,240",690,543
2020,5,30,"9,194",689,619,602,988,745,750,666,683,515,683,"1,136",594,524
2020,5,40,"10,445","1,000",710,708,"1,222",847,790,849,745,553,701,"1,179",603,538
2020,5,50,"12,300",976,822,866,"1,456",964,924,"1,071","1,010",658,766,"1,308",767,712
2020,5,60,"10,803",773,682,864,"1,221",842,792,892,917,563,669,"1,100",733,755
2020,5,70,"6,424",543,377,516,701,498,502,544,519,352,368,650,437,417
2020,5,80,"2,568",272,200,241,333,158,182,187,154,146,138,248,154,155
2020,5,90,226,31,13,31,27,18,18,12,9,11,10,24,14,8
2020,5,100,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020,6,총,"70,945","5,941","4,449","5,250","8,200","5,657","5,488","5,565","5,514","3,909","4,657","7,791","4,464","4,060"
2020,6,0,"3,657",466,201,360,474,284,206,210,243,170,282,423,182,156
2020,6,10,"5,115",570,292,463,716,436,335,350,360,244,332,501,275,241
2020,6,20,"10,267",648,540,600,"1,046",876,998,799,868,710,708,"1,239",695,540
2020,6,30,"9,162",674,618,589,990,748,752,660,680,511,682,"1,120",605,533
2020,6,40,"10,391",997,703,713,"1,219",831,778,847,740,550,695,"1,182",605,531
2020,6,50,"12,298",968,827,867,"1,465",970,915,"1,063","1,014",653,775,"1,296",766,719
2020,6,60,"10,806",771,677,864,"1,227",837,800,890,914,561,668,"1,103",732,762
2020,6,70,"6,430",543,377,517,696,500,500,545,530,353,369,653,433,414
2020,6,80,"2,578",273,201,243,340,157,183,188,153,146,137,248,156,153
2020,6,90,223,31,11,32,25,18,18,12,9,10,9,24,14,10
2020,6,100,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020,7,총,"70,816","5,922","4,458","5,218","8,221","5,664","5,416","5,568","5,516","3,876","4,655","7,789","4,450","4,063"
2020,7,0,"3,634",464,199,358,470,285,200,208,242,175,280,414,178,161
2020,7,10,"5,078",570,292,462,709,425,334,346,360,241,332,499,271,237
2020,7,20,"10,266",642,538,587,"1,061",884,987,807,867,697,710,"1,253",690,543
2020,7,30,"9,146",672,629,577,993,749,740,652,686,511,679,"1,122",606,530
2020,7,40,"10,374",989,701,707,"1,230",836,774,847,739,539,698,"1,172",603,539
2020,7,50,"12,265",973,830,870,"1,461",968,901,"1,068",997,648,773,"1,302",762,712
2020,7,60,"10,801",766,678,859,"1,236",842,792,892,926,554,664,"1,097",737,758
2020,7,70,"6,437",542,381,519,693,499,490,549,531,353,373,658,433,416
2020,7,80,"2,569",273,195,245,341,158,176,187,154,147,137,245,155,156
2020,7,90,228,31,13,32,25,18,19,11,11,10,9,25,14,10
2020,7,100,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020,8,총,"70,744","5,906","4,461","5,202","8,240","5,678","5,349","5,562","5,503","3,831","4,677","7,803","4,481","4,051"
2020,8,0,"3,613",459,202,358,463,284,202,208,240,168,286,405,180,158
2020,8,10,"5,031",568,292,454,707,420,323,344,355,239,330,493,271,235
2020,8,20,"10,297",634,543,589,"1,064",893,979,818,867,694,716,"1,263",692,545
2020,8,30,"9,080",670,627,569,987,755,725,641,679,498,675,"1,126",602,526
2020,8,40,"10,365",982,697,708,"1,230",840,765,848,737,532,700,"1,178",608,540
2020,8,50,"12,247",963,828,860,"1,481",970,896,"1,063",997,628,784,"1,303",765,709
2020,8,60,"10,839",775,686,868,"1,244",842,778,893,924,560,662,"1,101",751,755
2020,8,70,"6,442",544,376,515,694,499,485,549,533,353,378,659,440,417
2020,8,80,"2,581",279,196,247,344,157,174,185,156,147,138,246,157,155
2020,8,90,231,32,12,32,24,18,19,12,12,11,8,27,14,10
2020,8,100,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020,9,총,"70,576","5,890","4,455","5,193","8,235","5,689","5,248","5,561","5,516","3,776","4,667","7,792","4,476","4,078"
2020,9,0,"3,558",456,197,350,462,281,196,207,242,166,280,389,178,154
2020,9,10,"5,022",570,286,456,704,427,313,343,355,237,330,494,267,240
2020,9,20,"10,280",627,537,594,"1,061",897,968,813,871,684,711,"1,262",702,553
2020,9,30,"9,015",659,624,559,985,750,712,642,682,486,671,"1,116",602,527
2020,9,40,"10,355",985,703,706,"1,232",849,749,843,734,519,708,"1,191",598,538
2020,9,50,"12,223",969,823,866,"1,482",962,876,"1,069",994,625,774,"1,298",766,719
2020,9,60,"10,835",774,696,859,"1,236",847,764,898,933,550,670,"1,099",751,758
2020,9,70,"6,459",541,378,520,703,501,476,549,534,356,375,666,439,421
2020,9,80,"2,580",277,198,249,342,157,174,183,158,139,140,248,159,156
2020,9,90,231,32,11,32,26,18,17,13,10,13,8,27,13,11
2020,9,100,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020,10,총,"70,433","5,863","4,475","5,290","8,198","5,690","5,177","5,551","5,499","3,670","4,675","7,802","4,468","4,075"
2020,10,0,"3,536",448,197,368,453,277,194,204,237,159,277,393,177,152
2020,10,10,"4,981",567,290,464,698,421,308,337,347,231,332,489,256,241
2020,10,20,"10,266",623,547,607,"1,053",904,954,814,874,664,709,"1,262",698,557
2020,10,30,"8,991",660,625,577,980,745,707,639,680,476,670,"1,117",597,518
2020,10,40,"10,312",976,701,728,"1,213",839,746,838,729,496,710,"1,200",602,534
2020,10,50,"12,193",969,828,872,"1,478",962,858,"1,068",988,610,779,"1,291",768,722
2020,10,60,"10,888",772,702,869,"1,248",858,754,906,945,537,678,"1,106",757,756
2020,10,70,"6,440",541,377,523,709,505,460,549,528,346,372,669,439,422
2020,10,80,"2,582",276,196,248,338,160,177,182,158,138,140,247,161,161
2020,10,90,226,31,10,32,26,19,16,13,10,12,8,26,12,11
2020,10,100,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020,11,총,"70,450","5,841","4,455","5,623","8,187","5,679","5,111","5,533","5,482","3,584","4,643","7,797","4,446","4,069"
2020,11,0,"3,514",436,191,404,450,277,191,201,234,152,270,383,175,150
2020,11,10,"4,979",573,288,480,691,412,300,343,343,230,331,487,259,242
2020,11,20,"10,264",616,549,656,"1,048",905,945,809,877,642,702,"1,268",690,557
2020,11,30,"8,994",649,618,659,977,741,701,634,675,470,653,"1,111",592,514
2020,11,40,"10,294",974,691,782,"1,214",837,720,835,726,483,708,"1,198",595,531
2020,11,50,"12,192",976,822,918,"1,472",955,847,"1,062",988,594,778,"1,293",765,722
2020,11,60,"10,948",766,704,904,"1,261",867,753,909,940,529,681,"1,119",757,758
2020,11,70,"6,436",544,380,537,713,500,462,543,525,336,373,663,436,424
2020,11,80,"2,590",278,200,249,335,165,173,183,161,134,139,249,164,160
2020,11,90,221,29,10,32,24,20,16,13,10,13,8,24,12,10
2020,11,100,18,0,2,2,2,0,3,1,3,1,0,2,1,1
2020,12,총,"70,471","5,830","4,450","5,778","8,194","5,679","5,090","5,515","5,500","3,544","4,613","7,784","4,420","4,074"
2020,12,0,"3,525",433,194,419,456,276,189,205,232,151,259,391,173,147
2020,12,10,"4,952",574,284,493,689,400,297,336,340,227,329,485,258,240
2020,12,20,"10,251",613,541,673,"1,056",908,951,790,887,635,697,"1,259",677,564
2020,12,30,"9,004",649,619,683,968,747,692,650,674,465,645,"1,102",589,521
2020,12,40,"10,288",973,689,814,"1,211",832,720,828,722,476,709,"1,194",598,522
2020,12,50,"12,178",972,816,937,"1,476",965,839,"1,050",994,588,776,"1,289",757,719
2020,12,60,"10,989",765,707,926,"1,251",871,753,913,951,531,678,"1,126",752,765
2020,12,70,"6,431",543,386,547,712,494,458,542,529,326,376,661,438,419
2020,12,80,"2,612",278,202,253,348,167,172,186,157,133,136,252,164,164
2020,12,90,223,30,10,30,25,19,16,14,11,11,8,24,13,12
2020,12,100,18,0,2,3,2,0,3,1,3,1,0,1,1,1
2021,1,총,"70,355","5,829","4,443","5,829","8,192","5,654","5,037","5,503","5,487","3,486","4,611","7,813","4,408","4,063"
2021,1,0,"3,496",433,189,424,458,270,187,208,229,148,256,387,165,142
2021,1,10,"4,941",570,284,495,684,400,296,330,340,220,339,485,261,237
2021,1,20,"10,168",613,543,677,"1,060",897,925,771,879,618,699,"1,267",664,555
2021,1,30,"9,005",643,617,702,964,739,686,657,680,454,641,"1,108",597,517
2021,1,40,"10,224",980,682,817,"1,196",821,712,828,707,460,698,"1,196",602,525
2021,1,50,"12,169",971,809,945,"1,476",961,835,"1,050","1,000",587,777,"1,292",746,720
2021,1,60,"11,039",768,719,938,"1,260",882,748,911,956,531,676,"1,135",750,765
2021,1,70,"6,438",540,386,545,719,493,457,541,524,323,378,664,444,424
2021,1,80,"2,629",280,202,253,343,171,174,192,159,133,139,253,165,165
2021,1,90,228,31,10,30,30,20,14,14,10,11,8,25,13,12
2021,1,100,18,0,2,3,2,0,3,1,3,1,0,1,1,1
2021,2,총,"70,279","5,806","4,450","5,846","8,181","5,645","5,026","5,504","5,479","3,486","4,634","7,779","4,378","4,065"
2021,2,0,"3,482",430,185,429,453,263,186,207,229,152,255,390,162,141
2021,2,10,"4,910",564,285,492,688,397,293,330,340,217,339,471,257,237
2021,2,20,"10,183",612,541,677,"1,049",913,922,781,876,625,709,"1,262",662,554
2021,2,30,"8,965",629,622,703,960,731,698,653,677,444,647,"1,101",580,520
2021,2,40,"10,193",974,685,824,"1,193",814,706,827,708,461,689,"1,189",598,525
2021,2,50,"12,138",973,812,950,"1,472",966,828,"1,039","1,002",585,782,"1,278",740,711
2021,2,60,"11,071",765,718,937,"1,270",880,744,921,948,536,684,"1,138",755,775
2021,2,70,"6,433",545,387,546,716,490,456,537,524,321,381,668,440,422
2021,2,80,"2,659",284,203,254,348,172,176,194,162,132,140,257,170,167
2021,2,90,227,30,10,31,30,19,14,14,10,12,8,24,13,12
2021,2,100,18,0,2,3,2,0,3,1,3,1,0,1,1,1
2021,3,총,"70,169","5,801","4,459","5,872","8,143","5,607","5,008","5,479","5,473","3,460","4,627","7,775","4,394","4,071"
2021,3,0,"3,452",423,182,426,446,257,183,206,223,150,252,396,162,146
2021,3,10,"4,901",569,289,504,678,397,293,323,338,213,340,468,257,232
2021,3,20,"10,180",621,549,667,"1,043",905,932,781,881,617,705,"1,245",671,563
2021,3,30,"8,945",617,612,709,954,719,702,648,674,444,648,"1,106",592,520
2021,3,40,"10,158",966,691,833,"1,194",809,697,819,701,456,678,"1,199",596,519
2021,3,50,"12,086",981,806,949,"1,463",955,816,"1,034",999,578,783,"1,274",737,711
2021,3,60,"11,096",769,720,947,"1,268",885,731,924,958,536,691,"1,143",753,771
2021,3,70,"6,427",547,387,547,719,488,461,535,522,320,378,659,437,427
2021,3,80,"2,688",279,210,259,347,175,177,194,164,133,144,261,176,169
2021,3,90,223,29,11,29,30,17,15,14,10,13,8,23,12,12
2021,3,100,13,0,2,2,1,0,1,1,3,0,0,1,1,1
2021,4,총,"70,219","5,802","4,453","6,053","8,093","5,601","4,985","5,458","5,462","3,421","4,611","7,769","4,395","4,116"
2021,4,0,"3,447",418,172,471,431,257,182,202,220,143,250,392,160,149
2021,4,10,"4,895",571,288,503,680,400,296,317,338,215,333,466,254,234
2021,4,20,"10,183",623,540,673,"1,048",907,929,782,875,616,706,"1,240",670,574
2021,4,30,"8,993",623,611,765,940,715,702,649,671,435,638,"1,112",596,536
2021,4,40,"10,148",958,686,883,"1,175",807,689,815,699,454,675,"1,190",595,522
2021,4,50,"12,093",983,816,965,"1,461",950,812,"1,029",993,571,791,"1,271",733,718
2021,4,60,"11,120",771,728,956,"1,262",883,727,917,968,529,689,"1,155",758,777
2021,4,70,"6,406",546,388,548,714,486,456,538,520,315,375,659,439,422
2021,4,80,"2,700",280,211,259,351,179,177,194,164,132,146,259,177,171
2021,4,90,220,29,11,28,30,17,14,13,11,11,8,24,12,12
2021,4,100,14,0,2,2,1,0,1,2,3,0,0,1,1,1
2021,5,총,"70,118","5,788","4,438","6,125","8,042","5,580","4,971","5,420","5,443","3,385","4,623","7,770","4,382","4,151"
2021,5,0,"3,445",415,172,483,425,255,182,199,216,145,248,386,159,160
2021,5,10,"4,875",566,287,508,673,388,288,316,338,210,336,475,254,236
2021,5,20,"10,122",621,532,679,"1,047",910,938,763,864,608,712,"1,216",659,573
2021,5,30,"8,996",618,609,790,926,714,687,660,671,423,641,"1,122",595,540
2021,5,40,"10,116",961,678,894,"1,166",796,691,810,690,453,672,"1,182",589,534
2021,5,50,"12,064",990,808,964,"1,453",955,815,"1,010",995,566,788,"1,273",731,716
2021,5,60,"11,163",761,737,967,"1,267",888,723,920,968,521,692,"1,169",766,784
2021,5,70,"6,385",544,387,551,703,480,455,538,520,318,378,655,437,419
2021,5,80,"2,716",281,215,259,352,177,177,190,167,130,148,267,179,174
2021,5,90,222,31,11,28,29,17,14,12,11,11,8,24,12,14
2021,5,100,14,0,2,2,1,0,1,2,3,0,0,1,1,1
2021,6,총,"69,755","5,752","4,418","6,106","7,998","5,588","4,934","5,405","5,395","3,316","4,626","7,729","4,361","4,127"
2021,6,0,"3,441",414,173,492,428,256,183,194,213,143,245,383,159,158
2021,6,10,"4,839",562,282,505,662,389,289,314,336,211,335,470,254,230
2021,6,20,"10,079",627,534,666,"1,050",909,939,771,846,596,715,"1,210",654,562
2021,6,30,"8,967",609,601,806,916,709,684,650,673,418,643,"1,122",589,547
2021,6,40,"10,057",950,672,891,"1,168",790,676,809,689,447,676,"1,169",592,528
2021,6,50,"12,016",991,810,958,"1,447",962,804,"1,001",991,549,779,"1,275",729,720
2021,6,60,"11,118",750,740,954,"1,265",894,725,935,959,508,700,"1,155",759,774
2021,6,70,"6,345",546,382,549,696,481,453,534,515,309,376,656,435,413
2021,6,80,"2,686",277,215,258,337,181,170,187,163,123,149,268,178,180
2021,6,90,204,26,9,27,29,17,11,9,10,12,8,21,11,14
2021,6,100,3,0,0,0,0,0,0,1,0,0,0,0,1,1
2021,7,총,"69,663","5,751","4,436","6,118","7,992","5,578","4,933","5,413","5,392","3,244","4,608","7,715","4,350","4,133"
2021,7,0,"3,415",402,176,487,430,252,180,193,213,144,241,381,160,156
2021,7,10,"4,831",566,279,502,664,388,294,313,339,207,335,464,251,229
2021,7,20,"10,052",632,537,670,"1,048",911,938,772,841,589,709,"1,204",640,561
2021,7,30,"8,952",601,598,802,922,706,688,655,668,409,637,"1,121",590,555
2021,7,40,"10,041",946,676,898,"1,156",782,667,801,693,446,676,"1,168",596,536
2021,7,50,"11,968",989,817,957,"1,444",950,807,"1,008",979,531,780,"1,279",716,711
2021,7,60,"11,177",764,746,966,"1,260",908,726,937,970,497,705,"1,156",767,775
2021,7,70,"6,325",546,389,549,695,485,450,535,516,291,370,650,435,414
2021,7,80,"2,693",280,207,260,344,179,172,188,163,119,147,271,183,180
2021,7,90,206,25,11,27,29,17,11,10,10,11,8,21,11,15
2021,7,100,3,0,0,0,0,0,0,1,0,0,0,0,1,1
2021,8,총,"69,510","5,744","4,422","6,118","7,993","5,594","4,912","5,380","5,392","3,172","4,600","7,708","4,340","4,135"
2021,8,0,"3,394",402,175,493,438,245,171,190,212,141,233,383,157,154
2021,8,10,"4,812",567,276,499,662,395,289,309,335,203,336,462,248,231
2021,8,20,"10,018",629,535,668,"1,043",916,931,770,837,583,713,"1,196",643,554
2021,8,30,"8,929",599,597,801,926,705,691,653,676,396,632,"1,115",580,558
2021,8,40,"10,000",936,673,894,"1,153",788,661,789,691,440,679,"1,169",591,536
2021,8,50,"11,940",989,821,957,"1,444",952,806,991,978,515,777,"1,279",718,713
2021,8,60,"11,187",770,739,968,"1,256",911,729,944,967,490,708,"1,161",769,775
2021,8,70,"6,324",547,394,548,696,484,450,535,519,282,370,648,434,417
2021,8,80,"2,696",279,203,262,347,182,173,188,167,111,143,274,187,180
2021,8,90,207,26,9,28,28,16,11,10,10,11,9,21,12,16
2021,8,100,3,0,0,0,0,0,0,1,0,0,0,0,1,1
2021,9,총,"69,457","5,730","4,417","6,117","7,973","5,594","4,930","5,392","5,403","3,116","4,622","7,694","4,339","4,130"
2021,9,0,"3,357",401,170,489,431,244,175,188,212,133,235,380,153,146
2021,9,10,"4,795",566,274,498,657,398,288,305,333,200,333,460,249,234
2021,9,20,"10,012",623,540,662,"1,041",904,943,770,838,584,722,"1,189",642,554
2021,9,30,"8,962",591,592,812,926,713,698,657,688,392,634,"1,108",590,561
2021,9,40,"9,974",938,674,893,"1,142",786,666,793,691,429,683,"1,175",578,526
2021,9,50,"11,923",986,819,955,"1,437",960,797,995,980,500,779,"1,272",725,718
2021,9,60,"11,178",771,740,966,"1,264",906,728,946,966,483,709,"1,167",761,771
2021,9,70,"6,332",548,395,552,696,484,450,535,519,276,372,647,438,420
2021,9,80,"2,714",279,203,261,351,185,175,192,167,109,146,274,189,183
2021,9,90,207,27,10,29,28,14,10,10,9,10,9,22,13,16
2021,9,100,3,0,0,0,0,0,0,1,0,0,0,0,1,1
2021,10,총,"69,287","5,714","4,418","6,082","7,942","5,593","4,899","5,365","5,415","3,070","4,618","7,705","4,329","4,137"
2021,10,0,"3,324",398,168,480,425,242,171,187,212,128,234,379,154,146
2021,10,10,"4,771",570,271,494,655,398,286,307,330,196,332,456,244,232
2021,10,20,"9,962",625,536,656,"1,031",899,935,762,850,573,717,"1,192",628,558
2021,10,30,"8,952",584,601,806,919,711,692,655,688,392,637,"1,109",591,567
2021,10,40,"9,899",932,675,878,"1,128",785,657,791,684,414,679,"1,171",584,521
2021,10,50,"11,924",986,813,959,"1,442",966,784,990,980,495,781,"1,283",723,722
2021,10,60,"11,188",769,737,968,"1,265",906,740,941,969,482,712,"1,167",762,770
2021,10,70,"6,322",545,404,547,693,488,444,525,524,275,371,650,435,421
2021,10,80,"2,735",278,202,263,357,184,180,198,168,105,146,276,195,183
2021,10,90,209,27,11,31,27,14,10,9,10,10,9,22,13,16
2021,10,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,11,총,"69,066","5,690","4,414","6,033","7,928","5,573","4,887","5,350","5,397","3,039","4,609","7,697","4,325","4,124"
2021,11,0,"3,284",396,172,479,418,237,173,181,208,127,226,373,151,143
2021,11,10,"4,762",562,268,484,670,397,285,314,326,194,330,459,243,230
2021,11,20,"9,914",626,532,655,"1,010",882,931,754,840,570,723,"1,196",635,560
2021,11,30,"8,934",581,600,801,926,720,683,659,691,387,636,"1,102",588,560
2021,11,40,"9,848",928,675,863,"1,125",778,657,783,676,406,682,"1,172",586,517
2021,11,50,"11,877",978,804,963,"1,438",959,783,988,979,490,775,"1,280",720,720
2021,11,60,"11,167",774,744,955,"1,253",913,742,931,971,475,708,"1,169",761,771
2021,11,70,"6,320",541,399,539,698,487,442,533,526,275,369,654,432,425
2021,11,80,"2,753",278,210,266,361,186,181,198,170,106,151,268,196,182
2021,11,90,207,26,10,28,29,14,10,9,10,9,9,24,13,16
2021,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,12,총,"68,799","5,684","4,410","5,987","7,940","5,538","4,847","5,333","5,377","2,982","4,597","7,675","4,317","4,112"
2021,12,0,"3,256",388,167,479,425,234,166,176,209,124,224,372,150,142
2021,12,10,"4,733",558,268,482,672,394,277,311,327,188,323,466,243,224
2021,12,20,"9,807",627,527,646,"1,007",856,904,759,826,562,728,"1,179",625,561
2021,12,30,"8,888",575,598,794,924,718,682,647,690,383,634,"1,098",593,552
2021,12,40,"9,792",927,673,856,"1,121",777,649,779,674,395,670,"1,166",581,524
2021,12,50,"11,879",978,807,954,"1,440",967,785,987,975,488,777,"1,289",725,707
2021,12,60,"11,138",779,748,951,"1,263",901,747,931,969,456,706,"1,160",756,771
2021,12,70,"6,321",543,401,534,699,491,440,526,527,274,370,651,433,432
2021,12,80,"2,777",282,208,265,359,186,187,207,170,104,156,270,198,185
2021,12,90,208,27,13,26,30,14,10,10,10,8,9,24,13,14
2021,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
