년도,월,나이,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2020,2,10,"77,663","7,678","11,547","11,492","1,222","2,075","6,856","2,774","2,045",611,265,"6,783","5,050","1,321",209,"7,638","3,559","6,538"
2020,2,20,"82,923","7,920","10,490","11,807","1,454","3,424","6,391","4,200","2,460",831,435,"5,349","4,022","2,628",515,"8,546","3,637","8,814"
2020,2,30,"91,475","6,393","11,019","12,687","2,121","2,464","5,695","3,512","1,953",757,420,"6,586","3,915","2,214",503,"13,321","5,888","12,027"
2020,2,40,"129,657","11,739","17,737","19,427","2,321","3,555","10,602","4,468","3,394","1,102",544,"10,939","7,326","2,413",538,"14,164","6,678","12,710"
2020,2,50,"114,373","11,202","15,209","16,571","2,159","5,343","9,093","5,908","3,585","1,871",801,"7,098","5,338","4,093",962,"9,846","4,767","10,527"
2020,2,60,"77,585","7,385","10,187","10,722","1,714","3,725","5,421","4,242","2,633","1,845",849,"4,286","3,046","3,281","1,019","6,621","3,044","7,565"
2020,2,70,"43,225","4,825","5,743","6,496",773,"1,949","3,436","2,137","1,702","1,087",480,"2,777","1,749","1,614",482,"3,284","1,335","3,356"
2020,2,80,"17,375","1,856","2,337","2,407",344,923,"1,403",892,696,479,218,"1,010",763,841,217,"1,250",503,"1,236"
2020,2,90,"2,437",270,281,313,52,122,196,97,97,117,38,157,104,113,21,177,73,209
2020,2,100,209,30,16,32,1,14,7,6,20,9,2,8,4,14,9,11,16,10
2020,3,총,"705,264","63,767","93,413","100,986","13,779","24,787","53,437","30,147","19,851","9,027","4,258","50,816","34,489","19,321","4,650","75,600","35,075","71,861"
2020,3,0,"67,006","4,552","8,943","9,037","1,530","1,170","4,349","1,905","1,320",366,198,"5,684","3,215",819,171,"10,333","4,788","8,626"
2020,3,10,"77,613","7,633","11,532","11,464","1,217","2,064","6,832","2,756","2,043",591,276,"6,790","5,034","1,298",210,"7,681","3,608","6,584"
2020,3,20,"83,359","7,956","10,477","11,827","1,469","3,437","6,415","4,220","2,454",832,431,"5,394","4,034","2,633",525,"8,659","3,739","8,857"
2020,3,30,"91,235","6,307","10,919","12,583","2,148","2,448","5,664","3,494","1,922",745,421,"6,545","3,870","2,214",496,"13,330","6,117","12,012"
2020,3,40,"129,601","11,687","17,663","19,383","2,326","3,555","10,525","4,442","3,376","1,090",555,"10,941","7,289","2,390",535,"14,245","6,859","12,740"
2020,3,50,"114,606","11,184","15,189","16,596","2,176","5,341","9,120","5,883","3,586","1,854",797,"7,147","5,360","4,064",947,"9,919","4,887","10,556"
2020,3,60,"78,275","7,458","10,270","10,822","1,727","3,757","5,471","4,282","2,633","1,849",848,"4,354","3,050","3,317","1,037","6,654","3,113","7,633"
2020,3,70,"43,385","4,818","5,771","6,511",788,"1,954","3,448","2,151","1,699","1,089",474,"2,779","1,756","1,612",484,"3,313","1,358","3,380"
2020,3,80,"17,515","1,870","2,351","2,409",344,921,"1,416",910,700,484,218,"1,017",776,844,215,"1,270",516,"1,254"
2020,3,90,"2,459",272,282,322,53,126,191,98,98,118,37,157,101,116,22,185,74,207
2020,3,100,210,30,16,32,1,14,6,6,20,9,3,8,4,14,8,11,16,12
2020,4,총,"706,069","63,537","93,318","100,975","13,932","24,756","53,523","30,105","19,838","9,013","4,223","50,931","34,483","19,244","4,636","75,964","35,512","72,079"
2020,4,0,"66,785","4,491","8,857","8,985","1,558","1,162","4,332","1,892","1,314",364,197,"5,645","3,191",816,166,"10,343","4,850","8,622"
2020,4,10,"77,566","7,601","11,516","11,438","1,232","2,049","6,820","2,739","2,032",590,263,"6,814","5,013","1,270",210,"7,749","3,636","6,594"
2020,4,20,"83,564","7,951","10,474","11,818","1,487","3,438","6,451","4,217","2,460",811,429,"5,438","4,078","2,610",528,"8,698","3,788","8,888"
2020,4,30,"91,123","6,284","10,867","12,533","2,166","2,436","5,670","3,493","1,913",749,415,"6,514","3,859","2,204",492,"13,359","6,157","12,012"
2020,4,40,"129,598","11,590","17,642","19,354","2,364","3,536","10,495","4,406","3,360","1,082",542,"10,949","7,270","2,372",527,"14,359","6,967","12,783"
2020,4,50,"114,802","11,161","15,183","16,616","2,190","5,328","9,157","5,869","3,592","1,855",796,"7,189","5,385","4,038",937,"9,961","4,961","10,584"
2020,4,60,"78,723","7,453","10,309","10,908","1,739","3,782","5,505","4,308","2,640","1,859",850,"4,381","3,055","3,338","1,047","6,684","3,170","7,695"
2020,4,70,"43,561","4,815","5,799","6,535",796,"1,958","3,466","2,156","1,704","1,087",472,"2,798","1,756","1,612",484,"3,342","1,371","3,410"
2020,4,80,"17,650","1,883","2,369","2,440",344,925,"1,429",918,703,489,218,"1,033",774,849,213,"1,275",522,"1,266"
2020,4,90,"2,487",280,285,317,55,128,192,101,100,118,38,161,97,121,24,183,74,213
2020,4,100,210,28,17,31,1,14,6,6,20,9,3,9,5,14,8,11,16,12
2020,5,총,"706,444","63,339","93,317","100,959","14,030","24,701","53,529","30,028","19,814","9,007","4,234","50,918","34,469","19,273","4,642","76,253","35,678","72,253"
2020,5,0,"66,483","4,454","8,816","8,930","1,560","1,142","4,295","1,872","1,297",367,200,"5,642","3,157",812,166,"10,315","4,855","8,603"
2020,5,10,"77,535","7,571","11,520","11,414","1,255","2,041","6,798","2,734","2,033",583,265,"6,781","5,014","1,261",211,"7,786","3,668","6,600"
2020,5,20,"83,689","7,906","10,473","11,834","1,495","3,403","6,473","4,196","2,466",813,424,"5,458","4,072","2,607",533,"8,788","3,813","8,935"
2020,5,30,"90,855","6,263","10,809","12,489","2,165","2,442","5,674","3,462","1,894",754,416,"6,448","3,847","2,201",489,"13,378","6,138","11,986"
2020,5,40,"129,462","11,499","17,625","19,351","2,387","3,505","10,427","4,387","3,356","1,070",544,"10,917","7,240","2,357",530,"14,419","7,010","12,838"
2020,5,50,"115,157","11,171","15,179","16,619","2,212","5,323","9,211","5,866","3,588","1,852",796,"7,260","5,427","4,057",936,"10,021","5,029","10,610"
2020,5,60,"79,070","7,454","10,371","10,963","1,753","3,814","5,522","4,311","2,653","1,861",853,"4,390","3,060","3,369","1,047","6,709","3,182","7,758"
2020,5,70,"43,725","4,811","5,836","6,565",797,"1,955","3,484","2,171","1,700","1,091",476,"2,814","1,761","1,617",484,"3,362","1,371","3,430"
2020,5,80,"17,753","1,898","2,382","2,443",348,932,"1,448",923,707,488,220,"1,040",784,854,216,"1,279",521,"1,270"
2020,5,90,"2,503",284,290,320,57,129,191,100,100,119,37,160,102,122,22,185,75,210
2020,5,100,212,28,16,31,1,15,6,6,20,9,3,8,5,16,8,11,16,13
2020,6,총,"707,485","63,121","93,242","100,949","14,199","24,670","53,575","30,017","19,769","9,192","4,241","50,928","34,740","19,202","4,656","76,594","35,958","72,432"
2020,6,0,"66,356","4,421","8,780","8,869","1,577","1,140","4,257","1,864","1,280",369,199,"5,614","3,170",810,166,"10,354","4,878","8,608"
2020,6,10,"77,658","7,544","11,517","11,410","1,300","2,027","6,770","2,729","2,021",710,272,"6,765","5,008","1,247",209,"7,824","3,679","6,626"
2020,6,20,"83,836","7,882","10,434","11,821","1,522","3,392","6,515","4,193","2,460",829,419,"5,492","4,130","2,574",532,"8,851","3,844","8,946"
2020,6,30,"90,736","6,258","10,757","12,434","2,164","2,425","5,629","3,453","1,869",759,420,"6,417","3,910","2,199",494,"13,435","6,164","11,949"
2020,6,40,"129,554","11,440","17,594","19,300","2,427","3,498","10,444","4,384","3,349","1,073",540,"10,905","7,253","2,342",523,"14,496","7,083","12,903"
2020,6,50,"115,155","11,107","15,126","16,659","2,233","5,287","9,270","5,830","3,594","1,838",796,"7,264","5,484","4,033",937,"10,027","5,055","10,615"
2020,6,60,"79,727","7,474","10,479","11,049","1,769","3,858","5,533","4,348","2,658","1,890",858,"4,441","3,102","3,384","1,056","6,749","3,244","7,835"
2020,6,70,"43,924","4,799","5,851","6,595",803,"1,957","3,499","2,187","1,706","1,106",476,"2,819","1,786","1,631",491,"3,381","1,387","3,450"
2020,6,80,"17,799","1,878","2,395","2,449",344,943,"1,458",925,709,488,222,"1,043",790,843,218,"1,281",533,"1,280"
2020,6,90,"2,527",290,293,332,59,129,194,97,103,121,36,159,102,123,22,185,75,207
2020,6,100,213,28,16,31,1,14,6,7,20,9,3,9,5,16,8,11,16,13
2020,7,총,"709,247","63,006","93,142","100,926","14,320","24,694","53,585","29,935","19,798","9,357","4,227","50,804","35,653","19,130","4,639","76,742","36,110","73,179"
2020,7,0,"66,380","4,404","8,702","8,836","1,592","1,140","4,233","1,851","1,282",364,200,"5,577","3,264",797,165,"10,365","4,909","8,699"
2020,7,10,"77,701","7,516","11,495","11,373","1,329","2,015","6,761","2,698","2,017",824,261,"6,751","5,062","1,236",206,"7,810","3,683","6,664"
2020,7,20,"84,122","7,869","10,449","11,812","1,535","3,395","6,540","4,185","2,476",860,411,"5,491","4,251","2,544",524,"8,906","3,851","9,023"
2020,7,30,"90,658","6,193","10,687","12,340","2,173","2,418","5,571","3,408","1,861",764,424,"6,367","4,077","2,191",493,"13,391","6,191","12,109"
2020,7,40,"129,868","11,406","17,572","19,318","2,433","3,502","10,440","4,356","3,339","1,080",534,"10,864","7,421","2,325",518,"14,566","7,120","13,074"
2020,7,50,"115,550","11,115","15,146","16,695","2,262","5,296","9,296","5,828","3,590","1,833",793,"7,290","5,619","4,008",929,"10,047","5,085","10,718"
2020,7,60,"80,143","7,497","10,498","11,100","1,788","3,875","5,571","4,374","2,671","1,900",865,"4,430","3,195","3,409","1,062","6,769","3,250","7,889"
2020,7,70,"44,163","4,796","5,871","6,628",804,"1,971","3,520","2,206","1,721","1,108",475,"2,820","1,835","1,639",491,"3,400","1,396","3,482"
2020,7,80,"17,907","1,893","2,412","2,461",346,938,"1,454",923,714,490,224,"1,047",814,845,221,"1,293",533,"1,299"
2020,7,90,"2,543",289,295,331,57,131,193,99,107,125,37,158,110,120,22,184,76,209
2020,7,100,212,28,15,32,1,13,6,7,20,9,3,9,5,16,8,11,16,13
2020,8,총,"709,881","62,954","93,099","100,901","14,476","24,614","53,558","29,881","19,758","9,373","4,220","50,831","35,952","19,043","4,663","76,797","36,135","73,626"
2020,8,0,"66,081","4,365","8,627","8,766","1,610","1,121","4,192","1,822","1,270",361,204,"5,573","3,266",776,167,"10,336","4,899","8,726"
2020,8,10,"77,676","7,500","11,494","11,377","1,344","2,009","6,730","2,681","2,006",824,253,"6,723","5,069","1,224",203,"7,859","3,682","6,698"
2020,8,20,"84,304","7,860","10,462","11,808","1,557","3,366","6,573","4,155","2,477",883,413,"5,510","4,322","2,534",532,"8,920","3,845","9,087"
2020,8,30,"90,335","6,186","10,632","12,211","2,195","2,399","5,526","3,398","1,849",764,422,"6,339","4,137","2,165",499,"13,348","6,129","12,136"
2020,8,40,"129,872","11,324","17,532","19,326","2,443","3,474","10,411","4,336","3,314","1,066",532,"10,864","7,468","2,306",515,"14,615","7,163","13,183"
2020,8,50,"115,751","11,158","15,135","16,764","2,277","5,283","9,327","5,817","3,601","1,829",791,"7,310","5,657","3,991",928,"9,999","5,103","10,781"
2020,8,60,"80,814","7,538","10,592","11,173","1,831","3,912","5,601","4,434","2,676","1,920",867,"4,443","3,243","3,428","1,072","6,829","3,281","7,974"
2020,8,70,"44,216","4,797","5,875","6,623",811,"1,968","3,532","2,207","1,712","1,106",475,"2,841","1,853","1,632",489,"3,391","1,401","3,503"
2020,8,80,"18,054","1,907","2,432","2,486",351,939,"1,469",921,726,484,223,"1,060",818,848,227,"1,306",538,"1,319"
2020,8,90,"2,566",291,303,335,56,130,191,102,107,127,37,160,114,123,23,183,78,206
2020,8,100,212,28,15,32,1,13,6,8,20,9,3,8,5,16,8,11,16,13
2020,9,총,"710,433","62,866","93,151","100,924","14,629","24,577","53,610","29,869","19,758","9,350","4,217","50,844","36,248","19,029","4,628","76,897","36,130","73,706"
2020,9,0,"65,811","4,316","8,588","8,729","1,615","1,116","4,172","1,802","1,262",359,200,"5,538","3,297",770,167,"10,316","4,885","8,679"
2020,9,10,"77,572","7,480","11,483","11,374","1,366","1,990","6,702","2,667","2,004",803,251,"6,735","5,048","1,214",201,"7,854","3,687","6,713"
2020,9,20,"84,368","7,835","10,466","11,811","1,573","3,352","6,590","4,159","2,478",891,413,"5,530","4,402","2,529",529,"8,925","3,831","9,054"
2020,9,30,"90,088","6,166","10,599","12,141","2,221","2,399","5,518","3,392","1,836",750,420,"6,244","4,210","2,146",497,"13,315","6,103","12,131"
2020,9,40,"129,820","11,283","17,519","19,280","2,474","3,451","10,390","4,331","3,293","1,069",530,"10,867","7,475","2,305",499,"14,682","7,183","13,189"
2020,9,50,"116,081","11,188","15,174","16,821","2,295","5,261","9,389","5,802","3,616","1,816",793,"7,374","5,708","3,969",913,"10,023","5,111","10,828"
2020,9,60,"81,341","7,540","10,657","11,260","1,855","3,954","5,652","4,461","2,677","1,928",871,"4,460","3,292","3,461","1,079","6,869","3,293","8,032"
2020,9,70,"44,349","4,814","5,888","6,618",816,"1,968","3,523","2,215","1,729","1,115",473,"2,865","1,864","1,641",486,"3,402","1,401","3,531"
2020,9,80,"18,188","1,919","2,454","2,518",356,942,"1,479",929,736,485,225,"1,061",829,851,225,"1,315",540,"1,324"
2020,9,90,"2,602",297,308,340,57,131,190,102,107,125,38,162,118,127,24,185,80,211
2020,9,100,213,28,15,32,1,13,5,9,20,9,3,8,5,16,8,11,16,14
2020,10,총,"711,815","62,694","93,124","102,404","14,650","24,493","53,564","29,879","19,728","9,296","4,214","50,801","36,462","18,955","4,637","76,942","36,216","73,756"
2020,10,0,"65,489","4,241","8,512","8,791","1,618","1,098","4,137","1,794","1,243",357,200,"5,475","3,301",757,168,"10,263","4,880","8,654"
2020,10,10,"77,566","7,476","11,491","11,463","1,352","1,973","6,658","2,651","1,995",773,253,"6,732","5,057","1,201",201,"7,865","3,705","6,720"
2020,10,20,"84,625","7,826","10,486","12,012","1,591","3,334","6,624","4,154","2,478",883,400,"5,538","4,420","2,514",529,"8,949","3,833","9,054"
2020,10,30,"89,861","6,118","10,517","12,368","2,219","2,362","5,498","3,391","1,814",755,419,"6,190","4,265","2,118",490,"13,244","6,066","12,027"
2020,10,40,"129,926","11,205","17,518","19,469","2,466","3,432","10,306","4,315","3,280","1,061",535,"10,834","7,495","2,290",504,"14,749","7,230","13,237"
2020,10,50,"116,538","11,207","15,137","17,150","2,295","5,249","9,485","5,799","3,623","1,790",790,"7,399","5,750","3,930",927,"10,039","5,126","10,842"
2020,10,60,"82,123","7,559","10,762","11,523","1,870","3,990","5,670","4,489","2,696","1,934",870,"4,506","3,351","3,494","1,075","6,906","3,328","8,100"
2020,10,70,"44,475","4,801","5,910","6,699",816,"1,963","3,511","2,223","1,720","1,120",480,"2,867","1,869","1,642",485,"3,406","1,402","3,561"
2020,10,80,"18,371","1,932","2,462","2,552",364,945,"1,484",952,751,486,225,"1,089",831,864,226,"1,320",550,"1,338"
2020,10,90,"2,622",300,313,344,58,134,187,103,108,127,39,162,117,129,24,188,81,208
2020,10,100,219,29,16,33,1,13,4,8,20,10,3,9,6,16,8,13,15,15
2020,11,총,"712,900","62,609","93,095","103,422","14,626","24,391","53,590","29,833","19,753","9,209","4,220","50,821","36,560","18,988","4,628","77,005","36,265","73,885"
2020,11,0,"65,228","4,205","8,425","8,864","1,618","1,071","4,088","1,782","1,242",352,201,"5,453","3,290",744,166,"10,234","4,878","8,615"
2020,11,10,"77,466","7,456","11,492","11,491","1,328","1,957","6,635","2,625","1,990",676,255,"6,728","5,065","1,210",202,"7,889","3,709","6,758"
2020,11,20,"84,873","7,828","10,521","12,154","1,601","3,326","6,660","4,154","2,486",876,399,"5,554","4,454","2,509",534,"8,932","3,852","9,033"
2020,11,30,"89,703","6,088","10,463","12,506","2,210","2,349","5,473","3,370","1,821",755,420,"6,168","4,288","2,121",487,"13,162","6,044","11,978"
2020,11,40,"130,127","11,178","17,477","19,659","2,479","3,400","10,283","4,306","3,281","1,054",536,"10,824","7,461","2,290",500,"14,846","7,259","13,294"
2020,11,50,"116,881","11,204","15,138","17,328","2,289","5,225","9,535","5,774","3,633","1,803",787,"7,434","5,805","3,927",927,"10,070","5,127","10,875"
2020,11,60,"82,661","7,597","10,852","11,708","1,861","4,007","5,691","4,530","2,696","1,940",878,"4,521","3,366","3,516","1,071","6,929","3,344","8,154"
2020,11,70,"44,658","4,797","5,929","6,760",817,"1,964","3,535","2,214","1,724","1,129",477,"2,873","1,874","1,656",486,"3,410","1,408","3,605"
2020,11,80,"18,448","1,928","2,471","2,575",365,944,"1,497",968,753,487,225,"1,094",836,867,224,"1,324",544,"1,346"
2020,11,90,"2,636",298,311,345,57,135,189,102,106,127,39,164,116,132,23,196,85,211
2020,11,100,219,30,16,32,1,13,4,8,21,10,3,8,5,16,8,13,15,16
2020,12,총,"713,321","62,502","93,126","103,885","14,636","24,330","53,618","29,764","19,766","9,076","4,195","50,880","36,643","18,992","4,620","77,068","36,282","73,938"
2020,12,0,"64,926","4,158","8,365","8,872","1,626","1,067","4,033","1,767","1,227",359,198,"5,431","3,279",740,167,"10,223","4,843","8,571"
2020,12,10,"77,268","7,436","11,478","11,497","1,273","1,932","6,625","2,607","1,979",571,244,"6,721","5,050","1,200",200,"7,947","3,738","6,770"
2020,12,20,"85,023","7,848","10,556","12,211","1,582","3,335","6,697","4,146","2,494",820,404,"5,586","4,473","2,514",531,"8,928","3,841","9,057"
2020,12,30,"89,472","6,052","10,414","12,558","2,221","2,331","5,451","3,348","1,810",762,425,"6,151","4,316","2,125",498,"13,071","5,984","11,955"
2020,12,40,"130,172","11,152","17,484","19,718","2,496","3,379","10,269","4,314","3,280","1,052",531,"10,802","7,453","2,291",491,"14,890","7,285","13,285"
2020,12,50,"117,021","11,185","15,138","17,427","2,286","5,210","9,574","5,745","3,645","1,804",771,"7,459","5,827","3,917",911,"10,089","5,146","10,887"
2020,12,60,"83,184","7,630","10,930","11,824","1,887","4,015","5,734","4,536","2,721","1,941",881,"4,550","3,402","3,532","1,077","6,957","3,366","8,201"
2020,12,70,"44,796","4,778","5,933","6,796",831,"1,960","3,542","2,217","1,730","1,136",476,"2,904","1,883","1,648",489,"3,417","1,433","3,623"
2020,12,80,"18,570","1,937","2,500","2,592",375,950,"1,499",972,750,491,223,"1,100",840,876,225,"1,335",545,"1,360"
2020,12,90,"2,666",295,312,357,58,138,190,103,110,130,39,167,116,133,23,196,86,213
2020,12,100,223,31,16,33,1,13,4,9,20,10,3,9,4,16,8,15,15,16
2021,1,총,"714,822","62,433","93,055","104,163","14,730","24,252","53,672","29,751","19,736","9,048","4,204","51,121","36,717","18,981","4,616","77,961","36,306","74,076"
2021,1,0,"64,619","4,096","8,272","8,846","1,630","1,053","3,988","1,737","1,213",350,195,"5,420","3,264",726,168,"10,289","4,832","8,540"
2021,1,10,"77,390","7,425","11,442","11,515","1,289","1,910","6,604","2,582","1,948",549,253,"6,749","5,028","1,193",198,"8,147","3,767","6,791"
2021,1,20,"85,165","7,853","10,558","12,243","1,586","3,315","6,742","4,145","2,505",817,405,"5,625","4,502","2,512",525,"8,945","3,841","9,046"
2021,1,30,"89,274","6,031","10,342","12,497","2,225","2,335","5,421","3,345","1,796",758,423,"6,158","4,332","2,115",499,"13,139","5,916","11,942"
2021,1,40,"130,410","11,102","17,432","19,760","2,508","3,351","10,251","4,287","3,282","1,051",530,"10,841","7,430","2,287",485,"15,185","7,311","13,317"
2021,1,50,"117,419","11,177","15,174","17,531","2,310","5,184","9,619","5,752","3,621","1,798",776,"7,530","5,869","3,897",906,"10,212","5,147","10,916"
2021,1,60,"83,886","7,682","11,037","11,907","1,893","4,040","5,785","4,574","2,752","1,955",877,"4,597","3,430","3,575","1,084","7,003","3,413","8,282"
2021,1,70,"45,017","4,798","5,949","6,834",851,"1,972","3,543","2,235","1,729","1,130",481,"2,909","1,897","1,647",495,"3,475","1,425","3,647"
2021,1,80,"18,728","1,942","2,521","2,634",378,942,"1,522",979,761,498,223,"1,111",845,878,224,"1,350",553,"1,367"
2021,1,90,"2,689",296,312,363,59,137,192,106,108,132,38,172,117,135,24,200,86,212
2021,1,100,225,31,16,33,1,13,5,9,21,10,3,9,3,16,8,16,15,16
2021,2,총,"718,434","62,121","93,083","104,100","14,744","24,171","53,597","29,731","19,772","9,022","4,225","54,218","36,614","18,908","4,563","79,243","36,203","74,119"
2021,2,0,"64,909","4,017","8,197","8,729","1,620","1,024","3,943","1,733","1,208",345,201,"6,058","3,239",707,160,"10,495","4,766","8,467"
2021,2,10,"77,651","7,352","11,437","11,507","1,313","1,880","6,579","2,571","1,943",537,256,"7,033","4,956","1,189",189,"8,299","3,789","6,821"
2021,2,20,"85,255","7,789","10,600","12,226","1,569","3,309","6,732","4,116","2,506",806,405,"5,797","4,538","2,479",522,"9,056","3,819","8,986"
2021,2,30,"89,494","5,980","10,239","12,364","2,197","2,312","5,384","3,340","1,810",759,427,"6,909","4,285","2,088",492,"13,240","5,793","11,875"
2021,2,40,"131,180","11,015","17,425","19,752","2,526","3,306","10,200","4,268","3,266","1,045",526,"11,429","7,373","2,277",475,"15,583","7,329","13,385"
2021,2,50,"118,134","11,160","15,220","17,584","2,324","5,191","9,650","5,735","3,639","1,787",784,"7,864","5,884","3,883",891,"10,391","5,177","10,970"
2021,2,60,"84,710","7,742","11,114","12,043","1,906","4,064","5,822","4,611","2,765","1,958",879,"4,806","3,458","3,604","1,080","7,083","3,441","8,334"
2021,2,70,"45,143","4,768","5,962","6,814",850,"1,979","3,543","2,246","1,733","1,129",480,"2,994","1,899","1,653",497,"3,486","1,435","3,675"
2021,2,80,"19,011","1,970","2,563","2,674",381,953,"1,543",994,777,511,226,"1,139",864,876,226,"1,387",552,"1,375"
2021,2,90,"2,719",296,309,374,57,140,196,108,105,135,38,179,115,136,23,207,87,214
2021,2,100,228,32,17,33,1,13,5,9,20,10,3,10,3,16,8,16,15,17
2021,3,총,"720,282","61,734","92,897","104,062","14,813","24,044","53,525","29,517","19,740","8,973","4,181","56,075","36,571","18,744","4,509","80,129","36,061","74,707"
2021,3,0,"64,864","3,966","8,138","8,651","1,624",993,"3,899","1,713","1,200",334,196,"6,271","3,222",699,158,"10,533","4,766","8,501"
2021,3,10,"77,688","7,313","11,381","11,473","1,321","1,876","6,577","2,554","1,925",529,244,"7,113","4,935","1,180",187,"8,423","3,765","6,892"
2021,3,20,"85,568","7,757","10,628","12,252","1,602","3,263","6,729","4,055","2,510",812,408,"6,001","4,560","2,452",519,"9,204","3,799","9,017"
2021,3,30,"89,817","5,928","10,141","12,286","2,182","2,305","5,363","3,313","1,803",742,423,"7,345","4,276","2,081",482,"13,396","5,744","12,007"
2021,3,40,"131,124","10,897","17,299","19,687","2,540","3,266","10,131","4,238","3,251","1,037",505,"11,728","7,346","2,241",468,"15,730","7,304","13,456"
2021,3,50,"118,456","11,122","15,215","17,631","2,329","5,131","9,672","5,676","3,628","1,779",780,"8,140","5,868","3,839",892,"10,542","5,157","11,055"
2021,3,60,"85,661","7,746","11,217","12,180","1,925","4,132","5,873","4,625","2,787","1,957",876,"5,050","3,490","3,618","1,071","7,188","3,468","8,458"
2021,3,70,"45,120","4,742","5,965","6,831",847,"1,971","3,516","2,234","1,729","1,129",482,"3,065","1,900","1,633",480,"3,503","1,414","3,679"
2021,3,80,"19,150","1,968","2,584","2,687",384,968,"1,565",989,782,517,226,"1,163",864,870,226,"1,401",553,"1,403"
2021,3,90,"2,702",283,317,371,58,136,196,111,105,130,38,191,108,126,22,201,88,221
2021,3,100,132,12,12,13,1,3,4,9,20,7,3,8,2,5,4,8,3,18
2021,4,총,"721,767","61,583","92,910","104,133","14,853","24,007","53,511","29,466","19,723","8,969","4,184","56,844","36,643","18,751","4,526","80,444","35,993","75,227"
2021,4,0,"64,690","3,918","8,062","8,631","1,635",983,"3,874","1,702","1,198",338,200,"6,301","3,224",690,154,"10,531","4,747","8,502"
2021,4,10,"77,742","7,275","11,391","11,480","1,330","1,852","6,555","2,541","1,909",533,239,"7,156","4,905","1,173",193,"8,467","3,782","6,961"
2021,4,20,"85,727","7,738","10,638","12,218","1,609","3,235","6,738","4,033","2,528",808,408,"6,125","4,596","2,455",522,"9,241","3,771","9,064"
2021,4,30,"89,842","5,906","10,081","12,223","2,176","2,321","5,370","3,303","1,790",741,417,"7,494","4,320","2,070",478,"13,390","5,646","12,116"
2021,4,40,"131,232","10,832","17,254","19,696","2,546","3,253","10,076","4,231","3,229","1,036",507,"11,850","7,307","2,230",471,"15,848","7,321","13,545"
2021,4,50,"118,804","11,099","15,277","17,671","2,314","5,111","9,684","5,644","3,639","1,783",778,"8,266","5,896","3,853",896,"10,604","5,177","11,112"
2021,4,60,"86,377","7,799","11,308","12,254","1,951","4,159","5,928","4,674","2,791","1,962",885,"5,173","3,503","3,649","1,077","7,237","3,478","8,549"
