년도,월,나이,군포시,군포1동,군포2동,산본1동,산본2동,금정동,재궁동,오금동,수리동,궁내동,대야동,광정동,송부동
2020,3,0,"11,296","1,094","2,600",410,"1,260",480,670,"1,069",548,"1,052","1,141",972,
2020,3,10,"14,241","1,437","3,231",491,"1,496",659,804,"1,210",889,"1,643",903,"1,478",
2020,3,20,"20,121","2,913","3,806","1,337","2,036","1,428","1,427","1,492","1,122","1,365","1,360","1,835",
2020,3,30,"20,365","2,651","3,755","1,290","1,791","1,334","1,731","1,954","1,150","1,057","1,970","1,682",
2020,3,40,"22,400","2,678","4,571","1,137","2,162","1,428","1,399","1,910","1,366","1,981","1,667","2,101",
2020,3,50,"23,736","3,385","4,626","1,509","2,276","1,811","1,487","1,644","1,459","1,777","1,566","2,196",
2020,3,60,"15,450","2,187","2,779","1,214","1,652","1,283","1,116","1,025",921,919,"1,059","1,295",
2020,3,70,"6,544",859,"1,136",591,598,512,476,473,472,392,447,588,
2020,3,80,"2,560",279,347,174,244,136,222,256,289,206,120,287,
2020,3,90,304,32,48,15,29,12,24,25,33,30,15,41,
2020,3,100,23,4,5,1,0,3,2,0,2,1,2,3,
2020,4,총,"137,034","17,537","26,959","8,143","13,556","9,107","9,294","11,034","8,266","10,419","10,264","12,455",
2020,4,0,"11,265","1,086","2,604",401,"1,249",480,664,"1,065",561,"1,056","1,131",968,
2020,4,10,"14,174","1,432","3,230",485,"1,491",650,794,"1,197",888,"1,630",916,"1,461",
2020,4,20,"20,153","2,916","3,839","1,343","2,035","1,442","1,414","1,494","1,123","1,370","1,347","1,830",
2020,4,30,"20,373","2,659","3,763","1,273","1,798","1,336","1,717","1,947","1,162","1,062","1,972","1,684",
2020,4,40,"22,349","2,668","4,567","1,134","2,163","1,417","1,386","1,904","1,356","1,977","1,677","2,100",
2020,4,50,"23,718","3,393","4,615","1,506","2,268","1,825","1,482","1,646","1,460","1,767","1,555","2,201",
2020,4,60,"15,558","2,207","2,806","1,215","1,681","1,287","1,118","1,028",920,924,"1,077","1,295",
2020,4,70,"6,555",856,"1,136",594,598,519,476,474,469,397,448,588,
2020,4,80,"2,558",283,347,172,243,137,217,253,290,206,124,286,
2020,4,90,308,33,47,19,30,11,24,26,35,29,15,39,
2020,4,100,23,4,5,1,0,3,2,0,2,1,2,3,
2020,5,총,"137,001","17,620","26,968","8,107","13,498","9,098","9,271","11,021","8,262","10,403","10,296","12,457",
2020,5,0,"11,174","1,072","2,576",396,"1,240",479,649,"1,067",551,"1,049","1,136",959,
2020,5,10,"14,104","1,427","3,228",477,"1,476",648,795,"1,178",886,"1,620",918,"1,451",
2020,5,20,"20,151","2,946","3,820","1,330","2,029","1,440","1,405","1,500","1,125","1,366","1,347","1,843",
2020,5,30,"20,368","2,664","3,784","1,262","1,783","1,333","1,710","1,954","1,150","1,067","1,977","1,684",
2020,5,40,"22,309","2,676","4,560","1,135","2,141","1,415","1,381","1,893","1,366","1,966","1,676","2,100",
2020,5,50,"23,741","3,419","4,616","1,493","2,268","1,829","1,484","1,641","1,463","1,761","1,561","2,206",
2020,5,60,"15,643","2,237","2,830","1,218","1,684","1,278","1,116","1,038",923,934,"1,088","1,297",
2020,5,70,"6,599",857,"1,148",601,602,525,485,472,471,398,451,589,
2020,5,80,"2,583",284,354,175,246,137,221,253,290,212,125,286,
2020,5,90,306,34,47,19,29,11,23,25,35,29,15,39,
2020,5,100,23,4,5,1,0,3,2,0,2,1,2,3,
2020,6,총,"137,037","17,712","26,970","8,124","13,466","9,109","9,282","10,989","8,230","10,381","10,291","12,483",
2020,6,0,"11,116","1,073","2,570",381,"1,220",476,650,"1,052",549,"1,053","1,134",958,
2020,6,10,"14,052","1,420","3,222",480,"1,475",645,784,"1,157",879,"1,610",920,"1,460",
2020,6,20,"20,174","2,964","3,806","1,348","2,030","1,450","1,414","1,509","1,123","1,357","1,329","1,844",
2020,6,30,"20,370","2,685","3,793","1,270","1,757","1,345","1,708","1,963","1,134","1,062","1,967","1,686",
2020,6,40,"22,305","2,699","4,566","1,130","2,139","1,406","1,379","1,882","1,362","1,962","1,684","2,096",
2020,6,50,"23,715","3,418","4,605","1,489","2,259","1,826","1,483","1,636","1,446","1,768","1,567","2,218",
2020,6,60,"15,777","2,264","2,861","1,232","1,704","1,281","1,121","1,045",930,933,"1,098","1,308",
2020,6,70,"6,613",870,"1,146",588,603,529,494,471,477,398,451,586,
2020,6,80,"2,589",281,352,186,249,135,224,249,293,210,126,284,
2020,6,90,303,34,44,19,30,13,23,25,35,27,13,40,
2020,6,100,23,4,5,1,0,3,2,0,2,1,2,3,
2020,7,총,"137,053","17,827","26,971","8,100","13,464","9,103","9,269","10,951","8,195","10,392","10,307","12,474",
2020,7,0,"11,048","1,058","2,554",373,"1,210",471,650,"1,044",543,"1,049","1,136",960,
2020,7,10,"14,032","1,428","3,224",472,"1,479",642,777,"1,143",874,"1,620",916,"1,457",
2020,7,20,"20,145","2,981","3,800","1,339","2,018","1,458","1,414","1,506","1,120","1,346","1,324","1,839",
2020,7,30,"20,354","2,696","3,794","1,274","1,762","1,335","1,703","1,947","1,127","1,066","1,968","1,682",
2020,7,40,"22,269","2,727","4,559","1,118","2,118","1,397","1,378","1,874","1,356","1,964","1,695","2,083",
2020,7,50,"23,738","3,440","4,597","1,493","2,275","1,837","1,471","1,642","1,429","1,765","1,563","2,226",
2020,7,60,"15,863","2,290","2,880","1,234","1,713","1,284","1,127","1,040",937,938,"1,109","1,311",
2020,7,70,"6,676",888,"1,159",590,611,525,499,479,480,404,450,591,
2020,7,80,"2,595",282,353,187,246,138,225,250,291,212,130,281,
2020,7,90,311,33,46,19,32,13,23,26,36,27,14,42,
2020,7,100,22,4,5,1,0,3,2,0,2,1,2,2,
2020,8,총,"136,823","17,794","26,905","8,089","13,441","9,114","9,243","10,929","8,173","10,380","10,321","12,434",
2020,8,0,"10,945","1,036","2,526",373,"1,195",463,655,"1,035",533,"1,043","1,134",952,
2020,8,10,"13,948","1,416","3,210",460,"1,474",634,766,"1,148",873,"1,614",908,"1,445",
2020,8,20,"20,122","2,982","3,790","1,340","2,001","1,473","1,409","1,491","1,110","1,350","1,332","1,844",
2020,8,30,"20,317","2,688","3,779","1,275","1,774","1,347","1,701","1,944","1,114","1,070","1,954","1,671",
2020,8,40,"22,171","2,714","4,555","1,119","2,114","1,379","1,371","1,857","1,355","1,945","1,698","2,064",
2020,8,50,"23,687","3,438","4,574","1,482","2,259","1,828","1,470","1,650","1,421","1,774","1,569","2,222",
2020,8,60,"15,989","2,305","2,905","1,242","1,727","1,303","1,127","1,054",945,937,"1,125","1,319",
2020,8,70,"6,703",889,"1,162",588,618,530,498,475,487,407,457,592,
2020,8,80,"2,613",289,354,188,247,141,221,252,299,211,129,282,
2020,8,90,305,33,45,21,31,13,24,23,33,28,13,41,
2020,8,100,23,4,5,1,1,3,1,0,3,1,2,2,
2020,9,총,"136,530","17,833","26,827","8,079","13,396","9,098","9,202","10,906","8,104","10,357","10,310","12,418",
2020,9,0,"10,835","1,036","2,503",367,"1,181",465,641,"1,025",523,"1,019","1,124",951,
2020,9,10,"13,871","1,399","3,195",459,"1,461",629,758,"1,147",857,"1,612",910,"1,444",
2020,9,20,"20,071","2,991","3,792","1,342","1,989","1,469","1,398","1,490","1,092","1,355","1,318","1,835",
2020,9,30,"20,147","2,701","3,722","1,274","1,764","1,330","1,676","1,930","1,096","1,061","1,937","1,656",
2020,9,40,"22,124","2,720","4,545","1,109","2,106","1,376","1,365","1,852","1,343","1,941","1,712","2,055",
2020,9,50,"23,662","3,450","4,563","1,471","2,254","1,823","1,474","1,646","1,418","1,776","1,567","2,220",
2020,9,60,"16,136","2,313","2,931","1,253","1,739","1,319","1,141","1,062",956,945,"1,140","1,337",
2020,9,70,"6,719",891,"1,170",591,621,526,503,476,482,408,456,595,
2020,9,80,"2,633",295,357,190,248,146,221,255,300,211,130,280,
2020,9,90,308,33,44,22,32,12,24,23,34,28,14,42,
2020,9,100,24,4,5,1,1,3,1,0,3,1,2,3,
2020,10,총,"136,329","17,856","26,814","8,060","13,332","9,080","9,205","10,875","8,077","10,331","10,310","12,389",
2020,10,0,"10,743","1,030","2,480",361,"1,170",462,641,"1,010",512,"1,014","1,128",935,
2020,10,10,"13,787","1,397","3,192",445,"1,452",624,743,"1,144",849,"1,601",903,"1,437",
2020,10,20,"20,085","2,993","3,800","1,343","1,976","1,460","1,403","1,502","1,092","1,351","1,320","1,845",
2020,10,30,"20,012","2,701","3,708","1,269","1,739","1,317","1,679","1,892","1,094","1,057","1,924","1,632",
2020,10,40,"22,035","2,718","4,535","1,105","2,094","1,361","1,356","1,855","1,336","1,928","1,707","2,040",
2020,10,50,"23,666","3,453","4,554","1,463","2,251","1,830","1,486","1,651","1,404","1,776","1,572","2,226",
2020,10,60,"16,264","2,332","2,961","1,263","1,742","1,333","1,140","1,066",970,959,"1,148","1,350",
2020,10,70,"6,748",892,"1,176",598,628,530,506,477,485,403,458,595,
2020,10,80,"2,644",300,358,190,246,147,225,254,297,212,132,283,
2020,10,90,321,36,45,22,33,13,25,24,35,30,15,43,
2020,10,100,24,4,5,1,1,3,1,0,3,0,3,3,
2020,11,총,"136,130","17,852","26,739","8,061","13,313","9,073","9,158","10,845","8,077","10,326","10,305","12,381",
2020,11,0,"10,620","1,020","2,454",349,"1,162",457,627,997,505,998,"1,127",924,
2020,11,10,"13,771","1,390","3,192",445,"1,461",619,741,"1,144",851,"1,601",908,"1,419",
2020,11,20,"20,037","2,990","3,785","1,346","1,961","1,467","1,387","1,495","1,092","1,350","1,308","1,856",
2020,11,30,"19,941","2,698","3,686","1,270","1,723","1,314","1,679","1,882","1,089","1,054","1,913","1,633",
2020,11,40,"22,009","2,731","4,519","1,106","2,111","1,362","1,335","1,849","1,331","1,929","1,718","2,018",
2020,11,50,"23,607","3,442","4,533","1,457","2,244","1,814","1,474","1,645","1,404","1,778","1,564","2,252",
2020,11,60,"16,378","2,343","2,982","1,270","1,745","1,350","1,153","1,074",981,966,"1,164","1,350",
2020,11,70,"6,761",901,"1,174",608,627,525,506,481,486,407,454,592,
2020,11,80,"2,659",298,365,189,244,148,229,253,298,214,131,290,
2020,11,90,324,35,45,20,34,14,26,25,37,29,15,44,
2020,11,100,23,4,4,1,1,3,1,0,3,0,3,3,
2020,12,총,"135,834","17,811","26,673","8,064","13,278","9,066","9,124","10,825","8,035","10,281","10,332","12,345",
2020,12,0,"10,547","1,016","2,427",345,"1,163",459,615,990,497,991,"1,127",917,
2020,12,10,"13,753","1,399","3,191",443,"1,452",618,737,"1,142",853,"1,583",909,"1,426",
2020,12,20,"19,959","2,998","3,763","1,350","1,939","1,476","1,380","1,489","1,073","1,349","1,313","1,829",
2020,12,30,"19,850","2,654","3,658","1,266","1,719","1,317","1,677","1,873","1,088","1,048","1,917","1,633",
2020,12,40,"21,924","2,732","4,502","1,109","2,098","1,359","1,331","1,843","1,317","1,913","1,718","2,002",
2020,12,50,"23,544","3,419","4,528","1,455","2,242","1,799","1,456","1,643","1,404","1,772","1,565","2,261",
2020,12,60,"16,450","2,354","3,002","1,275","1,753","1,346","1,163","1,084",979,978,"1,172","1,344",
2020,12,70,"6,783",902,"1,184",608,630,528,508,478,487,403,459,596,
2020,12,80,"2,672",296,367,192,248,147,230,258,296,214,133,291,
2020,12,90,330,37,47,20,33,14,26,25,38,30,16,44,
2020,12,100,22,4,4,1,1,3,1,0,3,0,3,2,
2021,1,총,"135,726","17,818","26,668","8,053","13,256","9,067","9,128","10,769","8,020","10,246","10,354","12,347",
2021,1,0,"10,495","1,015","2,420",346,"1,164",464,611,967,493,972,"1,128",915,
2021,1,10,"13,667","1,383","3,174",446,"1,439",608,726,"1,131",839,"1,581",910,"1,430",
2021,1,20,"19,969","2,999","3,755","1,354","1,930","1,484","1,388","1,481","1,079","1,345","1,313","1,841",
2021,1,30,"19,772","2,655","3,643","1,251","1,717","1,312","1,675","1,867","1,085","1,046","1,903","1,618",
2021,1,40,"21,832","2,722","4,503","1,113","2,090","1,343","1,326","1,813","1,311","1,883","1,730","1,998",
2021,1,50,"23,497","3,424","4,518","1,437","2,226","1,801","1,456","1,646","1,402","1,782","1,560","2,245",
2021,1,60,"16,624","2,375","3,039","1,284","1,777","1,354","1,175","1,104",976,983,"1,193","1,364",
2021,1,70,"6,829",905,"1,194",611,632,533,512,476,497,408,463,598,
2021,1,80,"2,687",298,375,189,249,150,231,258,298,214,133,292,
2021,1,90,333,38,43,21,31,15,27,26,37,32,18,45,
2021,1,100,21,4,4,1,1,3,1,0,3,0,3,1,
2021,2,총,"135,192","17,753","26,551","8,046","13,187","9,078","9,097","10,691","7,992","10,192","10,330","12,275",
2021,2,0,"10,323",993,"2,379",337,"1,131",455,608,947,485,975,"1,128",885,
2021,2,10,"13,571","1,382","3,151",443,"1,428",608,720,"1,118",831,"1,559",908,"1,423",
2021,2,20,"19,873","2,984","3,748","1,368","1,917","1,476","1,390","1,464","1,073","1,333","1,295","1,825",
2021,2,30,"19,622","2,641","3,602","1,251","1,700","1,319","1,657","1,843","1,083","1,042","1,878","1,606",
2021,2,40,"21,717","2,694","4,479","1,114","2,085","1,357","1,309","1,802","1,288","1,867","1,745","1,977",
2021,2,50,"23,463","3,420","4,498","1,425","2,232","1,800","1,461","1,647","1,408","1,775","1,553","2,244",
2021,2,60,"16,729","2,388","3,071","1,289","1,780","1,359","1,177","1,113",988,989,"1,198","1,377",
2021,2,70,"6,824",912,"1,189",605,634,535,513,471,494,403,469,599,
2021,2,80,"2,720",297,387,194,251,152,235,260,302,216,134,292,
2021,2,90,329,38,43,19,28,14,26,26,37,33,19,46,
2021,2,100,21,4,4,1,1,3,1,0,3,0,3,1,
2021,3,총,"134,603","17,639","26,492","8,004","13,115","9,032","9,015","10,635","7,937","10,171","10,337","12,226",
2021,3,0,"10,222",978,"2,368",333,"1,125",446,600,935,469,976,"1,122",870,
2021,3,10,"13,517","1,368","3,145",446,"1,426",600,716,"1,111",831,"1,550",915,"1,409",
2021,3,20,"19,767","2,998","3,728","1,357","1,891","1,473","1,368","1,459","1,054","1,331","1,282","1,826",
2021,3,30,"19,517","2,615","3,586","1,240","1,684","1,317","1,645","1,836","1,082","1,033","1,869","1,610",
2021,3,40,"21,614","2,670","4,472","1,113","2,087","1,356","1,292","1,785","1,269","1,865","1,743","1,962",
2021,3,50,"23,327","3,396","4,476","1,414","2,204","1,783","1,453","1,622","1,406","1,776","1,570","2,227",
2021,3,60,"16,783","2,378","3,092","1,277","1,789","1,362","1,173","1,130",996,987,"1,209","1,390",
2021,3,70,"6,802",904,"1,194",608,632,532,509,466,489,407,470,591,
2021,3,80,"2,724",293,387,196,249,150,235,265,304,213,137,295,
2021,3,90,321,38,42,19,28,13,24,26,35,33,18,45,
2021,3,100,9,1,2,1,0,0,0,0,2,0,2,1,
2021,4,총,"134,427","17,637","26,421","7,977","13,077","9,048","8,986","10,616","7,891","10,189","10,340","12,245",
2021,4,0,"10,132",969,"2,343",333,"1,104",441,589,921,470,979,"1,124",859,
2021,4,10,"13,467","1,364","3,129",442,"1,421",598,710,"1,105",820,"1,547",916,"1,415",
2021,4,20,"19,733","3,003","3,714","1,346","1,880","1,480","1,368","1,462","1,051","1,334","1,274","1,821",
2021,4,30,"19,470","2,609","3,583","1,235","1,683","1,324","1,636","1,826","1,075","1,034","1,858","1,607",
2021,4,40,"21,535","2,658","4,444","1,109","2,076","1,348","1,288","1,781","1,254","1,866","1,752","1,959",
2021,4,50,"23,300","3,400","4,454","1,406","2,202","1,784","1,444","1,629","1,395","1,784","1,563","2,239",
2021,4,60,"16,909","2,392","3,128","1,277","1,807","1,371","1,183","1,132",994,995,"1,218","1,412",
2021,4,70,"6,813",906,"1,188",612,630,538,511,469,491,408,474,586,
2021,4,80,"2,737",297,393,197,246,151,232,265,302,211,141,302,
2021,4,90,321,38,43,19,28,13,25,26,37,31,17,44,
2021,4,100,10,1,2,1,0,0,0,0,2,0,3,1,
2021,5,총,"134,288","17,631","26,374","7,978","13,074","9,042","8,961","10,593","7,872","10,188","10,375","12,200",
2021,5,0,"10,068",970,"2,333",333,"1,093",435,578,912,468,976,"1,123",847,
2021,5,10,"13,447","1,368","3,132",438,"1,421",597,708,"1,098",815,"1,542",921,"1,407",
2021,5,20,"19,667","2,981","3,692","1,360","1,864","1,486","1,346","1,462","1,045","1,331","1,283","1,817",
2021,5,30,"19,436","2,611","3,561","1,230","1,688","1,310","1,644","1,821","1,070","1,043","1,857","1,601",
2021,5,40,"21,480","2,648","4,415","1,106","2,075","1,348","1,290","1,760","1,256","1,869","1,767","1,946",
2021,5,50,"23,256","3,407","4,447","1,402","2,206","1,772","1,441","1,629","1,388","1,767","1,565","2,232",
2021,5,60,"17,010","2,405","3,155","1,271","1,811","1,386","1,190","1,150",997,"1,007","1,224","1,414",
2021,5,70,"6,827",904,"1,191",617,637,540,509,472,492,407,473,585,
2021,5,80,"2,765",299,402,200,251,155,229,265,303,214,143,304,
2021,5,90,322,37,44,20,28,13,26,24,36,32,16,46,
2021,5,100,10,1,2,1,0,0,0,0,2,0,3,1,
2021,6,총,"134,167","17,598","26,356","7,978","13,051","9,025","8,959","10,580","7,848","10,174","10,409","12,189",
2021,6,0,"9,987",957,"2,304",334,"1,085",432,578,910,466,955,"1,132",834,
2021,6,10,"13,430","1,360","3,152",435,"1,426",595,704,"1,094",805,"1,545",919,"1,395",
2021,6,20,"19,596","2,964","3,678","1,345","1,853","1,480","1,352","1,445","1,034","1,328","1,286","1,831",
2021,6,30,"19,395","2,597","3,548","1,240","1,681","1,306","1,621","1,816","1,061","1,041","1,868","1,616",
2021,6,40,"21,437","2,656","4,417","1,106","2,066","1,340","1,298","1,759","1,255","1,859","1,762","1,919",
2021,6,50,"23,193","3,389","4,422","1,390","2,191","1,764","1,444","1,631","1,379","1,773","1,569","2,241",
2021,6,60,"17,173","2,436","3,183","1,285","1,829","1,396","1,195","1,161","1,017","1,013","1,239","1,419",
2021,6,70,"6,851",900,"1,205",617,639,544,512,475,494,408,475,582,
2021,6,80,"2,772",301,402,203,251,154,229,265,300,220,140,307,
2021,6,90,324,37,43,22,30,14,26,24,36,32,16,44,
2021,6,100,9,1,2,1,0,0,0,0,1,0,3,1,
2021,7,총,"133,999","17,618","21,909","7,937","13,041","9,025","8,923","10,531","7,844","10,133","4,708","12,207","10,123"
2021,7,0,"9,909",959,"1,824",325,"1,074",428,574,899,466,940,308,838,"1,274"
2021,7,10,"13,408","1,356","2,541",433,"1,429",589,700,"1,091",806,"1,539",512,"1,397","1,015"
2021,7,20,"19,483","2,969","3,178","1,327","1,846","1,473","1,343","1,428","1,014","1,319",587,"1,813","1,186"
2021,7,30,"19,425","2,610","2,968","1,249","1,678","1,325","1,625","1,815","1,072","1,030",524,"1,626","1,903"
2021,7,40,"21,367","2,644","3,526","1,095","2,056","1,331","1,277","1,745","1,245","1,859",787,"1,928","1,874"
2021,7,50,"23,137","3,392","3,783","1,380","2,179","1,756","1,432","1,623","1,387","1,771",870,"2,246","1,318"
2021,7,60,"17,306","2,450","2,738","1,286","1,853","1,406","1,204","1,167","1,022","1,020",696,"1,428","1,036"
2021,7,70,"6,849",897,975,619,639,545,507,472,499,406,311,583,396
2021,7,80,"2,783",306,335,200,256,158,234,266,295,219,98,304,112
2021,7,90,322,34,39,22,30,14,27,25,37,30,12,43,9
2021,7,100,10,1,2,1,1,0,0,0,1,0,3,1,0
2021,8,총,"133,758","17,596","21,831","7,938","13,019","8,998","8,891","10,518","7,806","10,148","4,697","12,177","10,139"
2021,8,0,"9,788",958,"1,784",327,"1,058",416,554,893,458,932,309,820,"1,279"
2021,8,10,"13,354","1,346","2,545",426,"1,423",583,702,"1,083",795,"1,539",507,"1,390","1,015"
2021,8,20,"19,387","2,940","3,168","1,321","1,834","1,461","1,335","1,422","1,006","1,327",579,"1,818","1,176"
2021,8,30,"19,399","2,619","2,954","1,257","1,685","1,320","1,623","1,814","1,068","1,029",525,"1,623","1,882"
2021,8,40,"21,291","2,631","3,505","1,094","2,039","1,326","1,271","1,744","1,238","1,848",788,"1,913","1,894"
2021,8,50,"23,142","3,384","3,767","1,384","2,190","1,749","1,435","1,627","1,383","1,785",866,"2,248","1,324"
2021,8,60,"17,408","2,473","2,757","1,285","1,863","1,424","1,207","1,172","1,027","1,028",698,"1,431","1,043"
2021,8,70,"6,858",898,975,619,640,549,503,473,498,409,312,582,400
2021,8,80,"2,800",312,336,202,255,156,234,265,294,221,100,308,117
2021,8,90,321,34,38,22,31,14,27,25,38,30,10,43,9
2021,8,100,10,1,2,1,1,0,0,0,1,0,3,1,0
2021,9,총,"133,641","17,660","21,834","7,944","12,984","9,002","8,877","10,473","7,771","10,123","4,691","12,138","10,144"
2021,9,0,"9,717",959,"1,791",323,"1,047",401,552,882,458,916,309,804,"1,275"
2021,9,10,"13,310","1,337","2,547",421,"1,418",588,694,"1,078",785,"1,547",499,"1,381","1,015"
2021,9,20,"19,373","2,963","3,157","1,327","1,831","1,474","1,332","1,413","1,002","1,314",577,"1,820","1,163"
2021,9,30,"19,372","2,643","2,922","1,272","1,668","1,314","1,625","1,802","1,060","1,024",534,"1,618","1,890"
2021,9,40,"21,220","2,615","3,515","1,076","2,032","1,322","1,264","1,736","1,237","1,839",786,"1,903","1,895"
2021,9,50,"23,125","3,404","3,766","1,384","2,182","1,754","1,431","1,620","1,367","1,793",860,"2,234","1,330"
2021,9,60,"17,510","2,496","2,774","1,296","1,877","1,436","1,208","1,182","1,025","1,027",698,"1,441","1,050"
2021,9,70,"6,852",895,976,619,639,540,509,471,500,408,315,583,397
2021,9,80,"2,827",313,345,204,257,161,236,262,298,224,99,309,119
2021,9,90,324,34,39,21,32,12,25,27,38,31,11,44,10
2021,9,100,11,1,2,1,1,0,1,0,1,0,3,1,0
2021,10,총,"133,506","17,693","21,789","7,942","12,977","8,988","8,848","10,461","7,773","10,108","4,678","12,097","10,152"
2021,10,0,"9,644",965,"1,769",317,"1,042",397,544,884,454,906,303,793,"1,270"
2021,10,10,"13,275","1,337","2,543",418,"1,411",586,686,"1,072",778,"1,544",498,"1,380","1,022"
2021,10,20,"19,288","2,957","3,150","1,331","1,823","1,460","1,336","1,386","1,005","1,308",574,"1,804","1,154"
2021,10,30,"19,386","2,671","2,891","1,267","1,659","1,327","1,605","1,819","1,065","1,028",538,"1,627","1,889"
2021,10,40,"21,140","2,609","3,513","1,075","2,038","1,311","1,249","1,729","1,234","1,832",775,"1,884","1,891"
2021,10,50,"23,131","3,402","3,768","1,383","2,177","1,749","1,434","1,619","1,373","1,794",864,"2,237","1,331"
2021,10,60,"17,588","2,503","2,790","1,308","1,888","1,437","1,214","1,180","1,027","1,035",701,"1,441","1,064"
2021,10,70,"6,859",903,975,614,644,545,506,475,503,403,313,578,400
2021,10,80,"2,854",311,349,206,263,162,248,269,294,226,98,308,120
2021,10,90,329,34,39,22,31,14,24,28,39,32,11,44,11
2021,10,100,12,1,2,1,1,0,2,0,1,0,3,1,0
2021,11,총,"133,458","17,733","21,779","7,940","12,955","8,972","8,822","10,418","7,760","10,104","4,736","12,061","10,178"
2021,11,0,"9,598",965,"1,770",313,"1,034",387,538,874,451,906,310,783,"1,267"
2021,11,10,"13,262","1,344","2,555",419,"1,400",583,687,"1,057",769,"1,539",499,"1,383","1,027"
2021,11,20,"19,231","2,958","3,116","1,343","1,828","1,450","1,334","1,378","1,008","1,308",579,"1,785","1,144"
2021,11,30,"19,406","2,708","2,894","1,254","1,652","1,322","1,597","1,822","1,061","1,034",557,"1,619","1,886"
2021,11,40,"21,085","2,601","3,507","1,072","2,031","1,307","1,239","1,714","1,224","1,819",787,"1,877","1,907"
2021,11,50,"23,169","3,409","3,775","1,386","2,169","1,750","1,438","1,623","1,378","1,796",869,"2,243","1,333"
2021,11,60,"17,654","2,501","2,802","1,314","1,902","1,442","1,211","1,180","1,033","1,036",710,"1,444","1,079"
2021,11,70,"6,852",899,973,614,642,552,505,471,501,407,309,575,404
2021,11,80,"2,858",315,348,201,264,165,245,270,293,227,102,309,119
2021,11,90,332,32,37,23,32,14,26,29,41,32,12,42,12
2021,11,100,11,1,2,1,1,0,2,0,1,0,2,1,0
2021,12,총,"133,246","17,722","21,774","7,938","12,929","8,977","8,771","10,375","7,746","10,069","4,779","11,999","10,167"
2021,12,0,"9,527",963,"1,752",312,"1,027",380,535,862,453,894,311,772,"1,266"
2021,12,10,"13,204","1,344","2,545",417,"1,393",582,676,"1,052",761,"1,534",503,"1,371","1,026"
2021,12,20,"19,179","2,941","3,116","1,328","1,832","1,459","1,326","1,359","1,006","1,314",582,"1,771","1,145"
2021,12,30,"19,409","2,716","2,896","1,272","1,655","1,324","1,585","1,814","1,065","1,015",574,"1,616","1,877"
2021,12,40,"21,056","2,601","3,514","1,068","2,020","1,310","1,234","1,715","1,224","1,812",792,"1,865","1,901"
2021,12,50,"23,142","3,420","3,767","1,373","2,170","1,743","1,433","1,629","1,369","1,792",875,"2,231","1,340"
2021,12,60,"17,648","2,491","2,804","1,327","1,887","1,442","1,205","1,176","1,037","1,044",715,"1,447","1,073"
2021,12,70,"6,861",898,989,611,644,557,506,470,494,403,308,574,407
