년도,월,나이,전라남도 영광군,전라남도 영광군 영광읍,전라남도 영광군 백수읍,전라남도 영광군 홍농읍,전라남도 영광군 대마면,전라남도 영광군 묘량면,전라남도 영광군 불갑면,전라남도 영광군 군서면,전라남도 영광군 군남면,전라남도 영광군 염산면,전라남도 영광군 법성면,전라남도 영광군 낙월면,전라남도 영광군 낙월면안마출장소
2020,8,100,31,14,3,4,2,0,0,3,1,0,4,0,0
2020,9,총,"26,735","11,146","2,373","3,327",843,915,697,"1,161","1,251","2,079","2,709",157,77
2020,9,0,"1,867","1,028",102,294,40,37,39,49,39,94,133,7,5
2020,9,10,"2,031","1,151",118,287,32,37,34,86,30,76,174,6,0
2020,9,20,"2,207","1,127",133,345,63,71,41,66,53,97,198,9,4
2020,9,30,"2,381","1,209",118,423,64,59,61,48,61,120,205,7,6
2020,9,40,"2,874","1,661",161,381,55,53,32,87,72,121,229,17,5
2020,9,50,"3,875","1,677",328,495,118,124,108,135,141,292,423,24,10
2020,9,60,"4,186","1,487",427,415,136,157,132,204,229,465,464,44,26
2020,9,70,"4,092","1,057",544,414,168,182,135,263,323,477,495,20,14
2020,9,80,"2,743",625,385,235,135,166,102,186,262,296,329,16,6
2020,9,90,447,111,53,34,30,29,13,33,40,41,55,7,1
2020,9,100,32,13,4,4,2,0,0,4,1,0,4,0,0
2020,10,총,"26,687","11,150","2,357","3,322",842,913,694,"1,152","1,244","2,069","2,711",157,76
2020,10,0,"1,851","1,033",94,295,41,36,35,47,40,84,134,7,5
2020,10,10,"2,025","1,150",120,285,33,36,34,84,29,78,171,5,0
2020,10,20,"2,204","1,123",129,342,64,70,41,66,55,97,203,10,4
2020,10,30,"2,371","1,207",115,424,65,59,60,46,60,118,205,7,5
2020,10,40,"2,861","1,661",159,374,53,53,32,87,71,120,229,17,5
2020,10,50,"3,858","1,673",328,497,119,125,107,134,134,290,417,24,10
2020,10,60,"4,196","1,492",424,416,134,159,136,205,234,465,463,43,25
2020,10,70,"4,084","1,066",541,413,167,180,132,256,320,476,497,21,15
2020,10,80,"2,762",622,390,234,134,168,104,189,261,302,336,16,6
2020,10,90,444,110,53,38,30,27,13,34,40,39,52,7,1
2020,10,100,31,13,4,4,2,0,0,4,0,0,4,0,0
2020,11,총,"26,666","11,174","2,348","3,319",839,915,683,"1,143","1,245","2,064","2,705",155,76
2020,11,0,"1,843","1,032",93,296,42,36,34,45,38,82,133,7,5
2020,11,10,"2,025","1,161",117,284,33,37,33,81,30,76,169,4,0
2020,11,20,"2,206","1,129",129,337,62,72,40,69,56,97,201,10,4
2020,11,30,"2,370","1,208",111,429,64,60,59,49,59,116,203,7,5
2020,11,40,"2,857","1,665",158,374,53,52,31,84,70,118,231,16,5
2020,11,50,"3,853","1,677",326,496,118,128,101,134,134,291,413,25,10
2020,11,60,"4,199","1,499",423,411,136,157,139,202,234,464,465,44,25
2020,11,70,"4,086","1,063",544,415,166,179,131,257,320,477,499,20,15
2020,11,80,"2,755",617,389,235,134,168,102,187,265,303,334,15,6
2020,11,90,442,111,54,38,29,26,13,31,39,40,53,7,1
2020,11,100,30,12,4,4,2,0,0,4,0,0,4,0,0
2020,12,총,"26,631","11,158","2,344","3,297",844,913,686,"1,150","1,251","2,059","2,696",157,76
2020,12,0,"1,839","1,022",90,296,43,36,34,46,40,83,136,8,5
2020,12,10,"2,022","1,164",116,281,31,38,34,81,31,78,164,4,0
2020,12,20,"2,199","1,122",130,333,67,68,42,71,56,93,203,10,4
2020,12,30,"2,363","1,196",111,427,68,59,55,52,61,116,205,7,6
2020,12,40,"2,851","1,671",150,371,54,53,34,84,73,117,223,16,5
2020,12,50,"3,832","1,669",329,487,117,127,99,135,132,290,413,25,9
2020,12,60,"4,206","1,504",427,409,136,157,145,202,231,464,462,44,25
2020,12,70,"4,096","1,065",541,421,166,178,130,257,324,474,504,21,15
2020,12,80,"2,750",623,391,230,131,172,99,188,263,303,329,15,6
2020,12,90,442,109,55,38,29,25,14,30,40,41,53,7,1
2020,12,100,31,13,4,4,2,0,0,4,0,0,4,0,0
2021,1,총,"26,602","11,160","2,351","3,280",840,912,684,"1,151","1,257","2,057","2,679",156,75
2021,1,0,"1,841","1,017",92,298,42,39,34,47,40,82,137,8,5
2021,1,10,"2,000","1,159",112,274,31,39,33,78,32,80,158,4,0
2021,1,20,"2,192","1,125",132,333,66,63,39,75,57,91,198,10,3
2021,1,30,"2,351","1,187",113,418,69,62,56,51,60,117,207,6,5
2021,1,40,"2,857","1,680",150,368,52,53,35,86,75,119,217,16,6
2021,1,50,"3,812","1,657",327,481,115,128,98,135,132,290,414,26,9
2021,1,60,"4,220","1,517",429,415,138,157,145,201,229,463,458,43,25
2021,1,70,"4,083","1,058",539,424,164,177,132,254,325,470,504,21,15
2021,1,80,"2,771",639,396,227,132,171,98,190,266,302,329,15,6
2021,1,90,443,107,57,38,29,23,14,30,41,43,53,7,1
2021,1,100,32,14,4,4,2,0,0,4,0,0,4,0,0
2021,2,총,"26,545","11,122","2,337","3,283",842,906,690,"1,154","1,252","2,061","2,666",156,76
2021,2,0,"1,842","1,017",89,300,44,39,37,48,39,83,134,8,4
2021,2,10,"1,986","1,152",109,270,28,40,34,75,33,83,156,4,2
2021,2,20,"2,168","1,109",130,334,66,62,39,76,55,88,197,9,3
2021,2,30,"2,327","1,164",112,418,67,61,56,53,60,116,209,6,5
2021,2,40,"2,852","1,686",151,365,54,53,36,84,74,118,209,16,6
2021,2,50,"3,811","1,654",322,485,115,128,98,136,129,294,413,28,9
2021,2,60,"4,232","1,526",427,419,139,155,145,204,229,460,460,43,25
2021,2,70,"4,063","1,054",540,422,163,175,131,255,323,471,494,21,14
2021,2,80,"2,789",639,397,226,135,171,100,189,268,304,338,15,7
2021,2,90,443,107,56,40,29,22,14,30,42,44,52,6,1
2021,2,100,32,14,4,4,2,0,0,4,0,0,4,0,0
2021,3,총,"26,330","11,002","2,314","3,265",826,898,687,"1,156","1,254","2,055","2,650",147,76
2021,3,0,"1,822",995,87,297,44,41,37,53,38,82,136,8,4
2021,3,10,"1,977","1,139",108,275,31,39,33,75,34,80,157,4,2
2021,3,20,"2,145","1,107",127,336,63,63,39,73,53,86,186,9,3
2021,3,30,"2,305","1,153",110,413,62,62,55,54,61,113,211,6,5
2021,3,40,"2,819","1,656",149,368,51,49,36,84,74,118,211,15,8
2021,3,50,"3,756","1,639",314,485,113,126,93,133,132,289,399,24,9
2021,3,60,"4,202","1,507",431,409,137,151,145,205,229,468,455,42,23
2021,3,70,"4,037","1,048",536,411,164,173,133,251,322,469,495,21,14
2021,3,80,"2,806",643,393,234,133,170,99,194,270,304,344,15,7
2021,3,90,438,106,56,35,27,24,17,30,41,46,52,3,1
2021,3,100,23,9,3,2,1,0,0,4,0,0,4,0,0
2021,4,총,"26,288","11,000","2,322","3,243",825,895,686,"1,152","1,247","2,047","2,649",147,75
2021,4,0,"1,816",998,88,296,43,41,36,50,36,81,135,8,4
2021,4,10,"1,966","1,130",107,273,32,39,33,76,35,77,158,4,2
2021,4,20,"2,128","1,106",131,332,63,60,36,68,51,88,182,9,2
2021,4,30,"2,304","1,158",111,403,62,62,55,55,62,112,213,6,5
2021,4,40,"2,807","1,650",152,371,51,45,36,82,71,116,211,14,8
2021,4,50,"3,763","1,644",314,481,114,129,94,135,133,286,399,25,9
2021,4,60,"4,201","1,511",428,407,136,150,145,208,226,467,458,42,23
2021,4,70,"4,021","1,048",535,408,160,171,133,251,316,470,494,21,14
2021,4,80,"2,820",642,393,236,137,174,101,194,275,303,343,15,7
2021,4,90,438,104,60,33,26,24,17,29,42,47,52,3,1
2021,4,100,24,9,3,3,1,0,0,4,0,0,4,0,0
2021,5,총,"26,283","10,991","2,323","3,232",822,898,689,"1,154","1,243","2,048","2,661",146,76
2021,5,0,"1,817",997,89,293,43,42,36,49,37,83,136,8,4
2021,5,10,"1,961","1,132",106,273,28,39,34,74,34,78,157,4,2
2021,5,20,"2,117","1,103",128,320,67,59,36,71,52,84,186,9,2
2021,5,30,"2,303","1,153",113,402,62,64,55,53,61,115,214,6,5
2021,5,40,"2,784","1,635",151,372,50,47,38,82,71,110,207,13,8
2021,5,50,"3,771","1,652",318,475,112,128,93,135,128,291,404,25,10
2021,5,60,"4,201","1,509",423,413,135,151,144,205,228,468,460,42,23
2021,5,70,"4,025","1,052",532,411,159,170,134,255,316,467,494,21,14
2021,5,80,"2,839",643,400,236,137,174,102,196,275,307,347,15,7
2021,5,90,441,106,60,35,27,24,17,30,41,45,52,3,1
2021,5,100,24,9,3,2,2,0,0,4,0,0,4,0,0
2021,6,총,"26,270","10,994","2,321","3,228",825,897,689,"1,154","1,245","2,044","2,651",145,77
2021,6,0,"1,821",992,92,297,44,40,36,50,38,85,135,8,4
2021,6,10,"1,953","1,129",105,273,29,38,34,72,35,76,156,4,2
2021,6,20,"2,113","1,112",129,317,67,58,35,70,50,83,181,9,2
2021,6,30,"2,286","1,142",110,402,61,62,55,51,61,116,215,6,5
2021,6,40,"2,776","1,630",152,366,48,47,38,84,73,110,207,13,8
2021,6,50,"3,768","1,658",317,476,113,128,93,134,127,287,401,24,10
2021,6,60,"4,213","1,519",421,415,134,153,146,205,228,469,457,43,23
2021,6,70,"4,006","1,049",528,404,161,169,134,253,314,467,491,21,15
2021,6,80,"2,869",649,404,241,139,177,101,201,277,308,350,15,7
2021,6,90,440,105,60,35,27,24,17,30,42,43,54,2,1
2021,6,100,25,9,3,2,2,1,0,4,0,0,4,0,0
2021,7,총,"26,212","10,989","2,312","3,210",825,883,686,"1,152","1,237","2,044","2,652",145,77
2021,7,0,"1,821",992,92,299,43,39,37,46,38,85,138,8,4
2021,7,10,"1,952","1,136",104,270,28,36,34,71,35,76,157,4,1
2021,7,20,"2,098","1,093",130,317,66,58,35,74,50,86,177,9,3
2021,7,30,"2,270","1,146",110,392,61,59,55,47,60,114,215,6,5
2021,7,40,"2,777","1,633",150,365,50,44,36,86,73,109,210,13,8
2021,7,50,"3,743","1,660",316,469,114,128,91,133,121,288,390,23,10
2021,7,60,"4,210","1,513",418,419,134,154,147,206,221,469,463,44,22
2021,7,70,"4,001","1,054",522,397,161,167,133,253,320,466,491,21,16
2021,7,80,"2,878",649,407,245,139,175,102,201,279,308,351,15,7
2021,7,90,438,105,60,35,27,22,16,31,40,43,56,2,1
2021,7,100,24,8,3,2,2,1,0,4,0,0,4,0,0
2021,8,총,"26,159","11,003","2,302","3,180",819,886,686,"1,144","1,235","2,032","2,650",145,77
2021,8,0,"1,820","1,001",87,299,42,39,37,45,39,79,140,8,4
2021,8,10,"1,946","1,129",105,271,28,36,34,68,36,79,155,4,1
2021,8,20,"2,070","1,089",130,306,62,59,35,73,48,81,175,9,3
2021,8,30,"2,264","1,163",106,379,64,58,56,47,59,109,212,6,5
2021,8,40,"2,759","1,618",147,361,50,46,36,87,73,111,209,13,8
2021,8,50,"3,739","1,667",318,467,112,128,89,130,121,285,389,23,10
2021,8,60,"4,219","1,514",418,417,134,155,148,206,222,471,468,44,22
2021,8,70,"3,990","1,057",520,396,161,168,133,252,313,462,491,21,16
2021,8,80,"2,890",651,407,245,140,175,102,203,284,311,350,15,7
2021,8,90,437,106,61,37,24,21,16,29,39,44,57,2,1
2021,8,100,25,8,3,2,2,1,0,4,1,0,4,0,0
2021,9,총,"26,087","11,014","2,283","3,150",814,888,681,"1,137","1,236","2,032","2,631",144,77
2021,9,0,"1,820","1,008",87,293,44,38,37,43,38,79,141,8,4
2021,9,10,"1,922","1,124",103,261,27,35,33,68,36,77,153,4,1
2021,9,20,"2,040","1,085",128,295,62,58,33,69,49,80,169,9,3
2021,9,30,"2,255","1,158",103,377,64,60,55,50,59,109,209,6,5
2021,9,40,"2,755","1,624",143,362,48,46,36,87,71,111,206,13,8
2021,9,50,"3,735","1,671",321,465,111,126,89,130,125,282,383,23,9
2021,9,60,"4,220","1,513",410,415,135,161,148,205,221,479,466,44,23
2021,9,70,"3,971","1,063",518,391,157,166,132,249,307,460,492,20,16
2021,9,80,"2,912",658,408,250,140,176,101,203,290,311,353,15,7
2021,9,90,432,102,59,39,24,21,17,29,39,44,55,2,1
2021,9,100,25,8,3,2,2,1,0,4,1,0,4,0,0
2021,10,총,"26,074","11,018","2,280","3,150",815,885,683,"1,136","1,228","2,025","2,630",147,77
2021,10,0,"1,817","1,008",87,292,44,38,38,42,38,76,142,8,4
2021,10,10,"1,913","1,115",101,262,27,35,32,70,35,78,153,4,1
2021,10,20,"2,037","1,081",127,297,64,59,32,69,49,80,167,9,3
2021,10,30,"2,246","1,162",104,369,61,60,57,51,57,105,208,7,5
2021,10,40,"2,760","1,629",141,358,48,46,36,89,72,111,208,14,8
2021,10,50,"3,737","1,672",321,471,109,124,90,130,122,283,383,23,9
2021,10,60,"4,224","1,514",413,417,138,159,148,201,221,480,465,45,23
2021,10,70,"3,958","1,059",512,390,156,166,134,248,303,459,495,20,16
2021,10,80,"2,930",668,412,252,142,177,101,203,292,311,350,15,7
2021,10,90,426,101,59,40,24,20,15,29,38,42,55,2,1
2021,10,100,26,9,3,2,2,1,0,4,1,0,4,0,0
2021,11,총,"26,045","11,028","2,281","3,141",817,878,674,"1,127","1,230","2,026","2,619",146,78
2021,11,0,"1,816","1,012",87,290,45,37,35,41,39,78,140,8,4
2021,11,10,"1,917","1,127",99,260,27,34,32,68,36,79,150,4,1
2021,11,20,"2,021","1,076",128,295,65,57,34,65,47,77,165,9,3
2021,11,30,"2,238","1,160",107,361,63,64,56,50,55,106,204,7,5
2021,11,40,"2,764","1,627",142,365,49,46,35,89,71,111,208,13,8
2021,11,50,"3,730","1,677",317,466,110,123,89,130,128,282,377,22,9
2021,11,60,"4,225","1,510",414,423,136,157,145,201,219,482,469,46,23
2021,11,70,"3,941","1,061",509,383,157,165,135,244,303,453,494,20,17
2021,11,80,"2,942",671,415,256,139,173,99,205,294,314,354,15,7
2021,11,90,424,98,59,40,24,21,14,30,37,44,54,2,1
2021,11,100,27,9,4,2,2,1,0,4,1,0,4,0,0
2021,12,총,"26,026","11,059","2,276","3,120",818,879,670,"1,129","1,219","2,026","2,609",143,78
2021,12,0,"1,806","1,009",89,284,45,37,35,43,37,76,139,8,4
2021,12,10,"1,916","1,129",97,258,27,33,31,68,37,78,153,4,1
2021,12,20,"2,014","1,085",127,290,63,54,34,65,46,79,161,7,3
2021,12,30,"2,233","1,156",105,363,63,65,56,51,52,107,202,8,5
2021,12,40,"2,759","1,639",138,359,51,47,35,87,69,111,203,12,8
2021,12,50,"3,733","1,678",319,466,111,123,88,130,129,278,380,22,9
2021,12,60,"4,236","1,517",420,421,139,158,146,203,216,481,467,45,23
2021,12,70,"3,932","1,063",506,383,157,166,134,242,299,455,490,20,17
2021,12,80,"2,951",678,410,256,137,175,98,206,296,316,357,15,7
2021,12,90,421,96,61,38,23,20,13,30,38,45,54,2,1
2021,12,100,25,9,4,2,2,1,0,4,0,0,3,0,0
