년도,월,나이,서구,양동,양3동,농성1동,농성2동,광천동,유덕동,치평동,상무1동,상무2동,화정1동,화정2동,화정3동,화정4동,서창동,금호1동,금호2동,풍암동,동천동
2020,3,10,"15,751",79,175,328,128,340,625,"1,598","1,315",911,553,998,514,752,175,"1,059","2,303","2,638","1,260"
2020,3,20,"21,974",201,245,857,447,558,775,"2,801","2,265","2,131","1,629","1,169",697,"1,013",257,"1,496","1,929","2,635",869
2020,3,30,"18,960",178,321,733,292,504,700,"2,275","1,731","1,425","1,193","1,687",564,899,251,"1,128","1,744","2,282","1,053"
2020,3,40,"26,030",196,332,780,307,612,994,"2,818","2,049","1,659","1,097","1,799",782,"1,260",295,"1,739","3,280","4,183","1,848"
2020,3,50,"25,408",347,376,857,468,802,781,"2,742","1,978","2,175","1,232","1,623",996,"1,587",489,"2,227","2,455","2,963","1,310"
2020,3,60,"17,400",416,419,832,399,653,457,"1,314","1,320","1,696","1,059","1,260",838,"1,312",399,"1,437","1,146","1,544",899
2020,3,70,"10,352",424,274,622,278,385,327,867,711,"1,152",650,601,459,586,246,768,610,961,431
2020,3,80,"5,009",181,103,282,120,210,158,462,304,546,341,245,215,290,172,444,277,476,183
2020,3,90,902,29,21,51,22,38,30,58,59,89,60,59,45,53,41,61,56,94,36
2020,3,100,63,5,0,3,0,8,1,1,3,13,2,3,4,4,6,4,6,0,0
2020,4,총,"152,895","2,104","2,466","5,658","2,542","4,367","5,306","16,004","12,619","12,420","8,278","10,579","5,384","8,307","2,670","10,971","15,102","19,366","8,752"
2020,4,0,"11,049",54,196,299,89,272,432,"1,141",883,595,447,"1,156",283,541,173,630,"1,348","1,631",879
2020,4,10,"15,646",80,176,321,125,337,632,"1,573","1,304",906,546,"1,005",506,752,187,"1,047","2,288","2,606","1,255"
2020,4,20,"22,041",197,245,869,440,552,777,"2,794","2,276","2,142","1,671","1,156",702,"1,018",290,"1,481","1,915","2,651",865
2020,4,30,"18,932",172,320,745,290,501,703,"2,262","1,738","1,427","1,188","1,667",553,893,291,"1,130","1,733","2,267","1,052"
2020,4,40,"25,949",194,334,766,307,609,992,"2,796","2,036","1,664","1,087","1,812",782,"1,259",324,"1,733","3,252","4,158","1,844"
2020,4,50,"25,416",343,375,864,468,806,791,"2,747","1,970","2,156","1,220","1,622",993,"1,575",520,"2,222","2,457","2,972","1,315"
2020,4,60,"17,479",417,422,828,402,652,461,"1,310","1,330","1,719","1,062","1,250",835,"1,326",415,"1,454","1,153","1,546",897
2020,4,70,"10,374",427,275,622,277,386,330,865,716,"1,157",652,602,466,585,248,760,616,964,426
2020,4,80,"5,033",185,104,287,122,205,158,459,303,549,341,247,213,300,173,451,277,479,180
2020,4,90,913,30,19,54,22,39,29,56,60,92,62,59,47,54,43,60,57,92,38
2020,4,100,63,5,0,3,0,8,1,1,3,13,2,3,4,4,6,3,6,0,1
2020,5,총,"152,776","2,093","2,461","5,670","2,532","4,352","5,284","15,970","12,649","12,427","8,303","10,582","5,358","8,298","2,727","10,942","15,063","19,338","8,727"
2020,5,0,"10,982",51,192,302,88,271,431,"1,138",886,592,444,"1,160",282,536,180,632,"1,326","1,602",869
2020,5,10,"15,585",78,175,320,126,335,631,"1,558","1,300",902,540,"1,003",501,755,189,"1,036","2,273","2,608","1,255"
2020,5,20,"22,072",192,244,876,441,546,767,"2,790","2,298","2,164","1,689","1,165",693,"1,010",297,"1,478","1,912","2,652",858
2020,5,30,"18,852",171,320,745,283,496,695,"2,255","1,742","1,413","1,188","1,654",549,882,315,"1,123","1,732","2,250","1,039"
2020,5,40,"25,885",193,335,768,304,612,987,"2,779","2,012","1,656","1,091","1,818",778,"1,257",327,"1,733","3,248","4,149","1,838"
2020,5,50,"25,399",340,370,852,469,802,790,"2,755","1,984","2,151","1,218","1,606",986,"1,570",531,"2,210","2,455","2,990","1,320"
2020,5,60,"17,563",421,424,837,399,653,460,"1,311","1,338","1,727","1,068","1,266",841,"1,345",421,"1,461","1,150","1,539",902
2020,5,70,"10,412",425,279,621,278,387,331,870,717,"1,157",660,603,463,587,246,762,623,975,428
2020,5,80,"5,045",186,103,290,121,202,163,459,308,558,340,244,215,297,172,443,282,483,179
2020,5,90,916,31,19,56,22,40,28,54,60,94,63,60,46,55,43,61,56,90,38
2020,5,100,65,5,0,3,1,8,1,1,4,13,2,3,4,4,6,3,6,0,1
2020,6,총,"152,531","2,093","2,455","5,660","2,525","4,350","5,268","15,955","12,685","12,412","8,275","10,521","5,338","8,252","2,777","10,920","15,042","19,292","8,711"
2020,6,0,"10,905",51,191,303,86,271,419,"1,131",879,595,435,"1,149",283,525,188,629,"1,322","1,585",863
2020,6,10,"15,509",78,175,313,125,335,643,"1,547","1,294",896,543,994,493,752,190,"1,023","2,263","2,592","1,253"
2020,6,20,"22,060",193,246,879,430,547,764,"2,800","2,333","2,157","1,658","1,151",696,"1,004",306,"1,476","1,906","2,661",853
2020,6,30,"18,783",170,317,746,278,496,687,"2,266","1,739","1,409","1,181","1,636",544,876,328,"1,124","1,724","2,223","1,039"
2020,6,40,"25,793",191,335,762,311,609,978,"2,761","2,022","1,634","1,095","1,817",765,"1,250",334,"1,729","3,236","4,132","1,832"
2020,6,50,"25,292",336,364,851,464,800,791,"2,745","1,988","2,134","1,216","1,589",977,"1,552",537,"2,182","2,456","3,005","1,305"
2020,6,60,"17,684",425,427,841,402,653,461,"1,318","1,343","1,743","1,074","1,279",847,"1,341",430,"1,480","1,155","1,541",924
2020,6,70,"10,468",427,277,621,284,392,332,872,717,"1,176",662,604,462,593,246,766,631,982,424
2020,6,80,"5,053",185,104,289,121,201,165,457,306,560,347,239,218,299,170,445,289,480,178
2020,6,90,919,31,19,52,23,38,27,57,60,95,62,61,49,56,42,63,54,91,39
2020,6,100,65,6,0,3,1,8,1,1,4,13,2,2,4,4,6,3,6,0,1
2020,7,총,"152,380","2,091","2,451","5,651","2,528","4,339","5,278","15,919","12,673","12,394","8,275","10,510","5,313","8,234","2,806","10,899","15,029","19,280","8,710"
2020,7,0,"10,864",50,189,306,86,270,414,"1,122",885,596,435,"1,152",280,522,189,625,"1,314","1,577",852
2020,7,10,"15,424",77,177,312,127,331,647,"1,532","1,283",878,539,988,490,749,190,"1,015","2,250","2,581","1,258"
2020,7,20,"22,025",192,234,873,425,553,769,"2,796","2,328","2,164","1,655","1,146",690,996,314,"1,475","1,904","2,658",853
2020,7,30,"18,699",170,317,745,274,487,681,"2,250","1,748","1,400","1,179","1,621",541,870,325,"1,117","1,726","2,216","1,032"
2020,7,40,"25,743",190,336,762,321,602,976,"2,746","2,019","1,629","1,090","1,822",762,"1,250",342,"1,715","3,227","4,121","1,833"
2020,7,50,"25,280",330,362,841,463,805,798,"2,751","1,977","2,117","1,224","1,594",962,"1,539",543,"2,181","2,469","3,018","1,306"
2020,7,60,"17,777",428,432,842,396,652,466,"1,330","1,347","1,762","1,074","1,283",852,"1,357",431,"1,487","1,156","1,554",928
2020,7,70,"10,522",429,279,626,287,393,335,875,721,"1,176",667,608,461,597,248,775,632,985,428
2020,7,80,"5,070",186,105,289,124,200,164,458,305,566,348,234,222,295,176,444,291,483,180
2020,7,90,911,33,20,52,24,38,27,58,57,93,62,60,49,54,42,62,54,87,39
2020,7,100,65,6,0,3,1,8,1,1,3,13,2,2,4,5,6,3,6,0,1
2020,8,총,"152,246","2,081","2,452","5,641","2,508","4,333","5,266","15,919","12,664","12,402","8,299","10,523","5,288","8,220","2,837","10,866","14,997","19,253","8,697"
2020,8,0,"10,789",51,189,305,81,265,405,"1,117",884,594,432,"1,150",272,518,190,624,"1,305","1,562",845
2020,8,10,"15,328",77,172,308,123,338,647,"1,524","1,272",865,544,984,485,745,193,999,"2,235","2,569","1,248"
2020,8,20,"22,073",191,230,871,429,545,766,"2,825","2,329","2,175","1,658","1,158",698,991,326,"1,466","1,895","2,659",861
2020,8,30,"18,581",166,323,739,268,487,675,"2,231","1,730","1,397","1,180","1,616",525,868,327,"1,116","1,720","2,197","1,016"
2020,8,40,"25,718",189,330,766,319,600,976,"2,743","2,014","1,628","1,100","1,824",756,"1,246",351,"1,693","3,224","4,114","1,845"
2020,8,50,"25,236",330,364,845,452,801,802,"2,742","1,983","2,109","1,225","1,593",961,"1,532",546,"2,174","2,473","3,008","1,296"
2020,8,60,"17,884",424,433,832,399,653,465,"1,341","1,357","1,787","1,072","1,295",854,"1,362",432,"1,493","1,160","1,583",942
2020,8,70,"10,557",434,281,629,288,397,330,880,730,"1,170",671,608,463,602,250,786,624,986,428
2020,8,80,"5,094",180,110,291,124,201,172,457,306,570,353,231,219,296,175,448,298,488,175
2020,8,90,920,33,20,52,24,38,27,58,56,94,62,62,51,55,41,64,56,87,40
2020,8,100,66,6,0,3,1,8,1,1,3,13,2,2,4,5,6,3,7,0,1
2020,9,총,"151,963","2,068","2,450","5,632","2,485","4,303","5,265","15,917","12,652","12,397","8,301","10,509","5,257","8,233","2,828","10,812","14,988","19,212","8,654"
2020,9,0,"10,651",48,191,307,79,262,399,"1,106",862,583,436,"1,145",264,515,189,616,"1,283","1,540",826
2020,9,10,"15,278",76,170,305,118,328,653,"1,523","1,282",857,540,991,476,738,187,990,"2,243","2,555","1,246"
2020,9,20,"22,083",191,228,874,427,546,756,"2,819","2,333","2,194","1,666","1,148",701,"1,006",333,"1,455","1,886","2,656",864
2020,9,30,"18,465",165,323,735,265,482,666,"2,240","1,729","1,392","1,172","1,605",524,868,324,"1,092","1,709","2,182",992
2020,9,40,"25,593",186,326,758,314,593,974,"2,731","2,008","1,619","1,100","1,822",751,"1,236",348,"1,677","3,210","4,099","1,841"
2020,9,50,"25,237",328,363,845,444,796,806,"2,742","1,980","2,105","1,215","1,592",949,"1,539",541,"2,167","2,499","3,027","1,299"
2020,9,60,"17,983",419,434,838,402,653,473,"1,358","1,369","1,796","1,083","1,295",853,"1,365",434,"1,513","1,167","1,587",944
2020,9,70,"10,570",435,283,626,285,393,337,882,729,"1,171",667,612,462,608,246,781,628,995,430
2020,9,80,"5,103",181,110,288,127,206,172,455,299,572,357,234,222,295,175,453,301,487,169
2020,9,90,933,33,22,53,23,36,28,60,58,95,62,63,51,58,45,65,55,84,42
2020,9,100,67,6,0,3,1,8,1,1,3,13,3,2,4,5,6,3,7,0,1
2020,10,총,"151,666","2,051","2,456","5,655","2,471","4,269","5,251","15,907","12,601","12,371","8,265","10,495","5,238","8,205","2,839","10,796","14,943","19,205","8,648"
2020,10,0,"10,568",46,190,308,80,256,392,"1,096",854,580,437,"1,122",262,505,190,611,"1,268","1,539",832
2020,10,10,"15,164",74,173,305,112,321,645,"1,520","1,271",846,530,998,473,730,188,990,"2,220","2,527","1,241"
2020,10,20,"22,084",185,229,873,426,551,760,"2,817","2,325","2,208","1,663","1,148",696,"1,007",335,"1,441","1,902","2,657",861
2020,10,30,"18,325",164,325,737,266,478,663,"2,215","1,716","1,372","1,168","1,589",515,863,324,"1,075","1,692","2,173",990
2020,10,40,"25,495",180,318,763,309,585,969,"2,732","1,997","1,622","1,086","1,835",740,"1,226",348,"1,673","3,182","4,085","1,845"
2020,10,50,"25,235",328,363,852,445,791,806,"2,765","1,968","2,092","1,206","1,592",949,"1,534",541,"2,164","2,505","3,047","1,287"
2020,10,60,"18,057",416,436,837,402,650,475,"1,365","1,376","1,806","1,084","1,287",859,"1,370",437,"1,526","1,183","1,602",946
2020,10,70,"10,616",438,290,633,282,389,339,881,729,"1,166",665,623,466,611,251,793,630,997,433
2020,10,80,"5,118",183,111,290,126,205,169,456,300,569,361,237,221,296,171,455,300,497,171
2020,10,90,939,31,21,55,22,35,32,59,62,97,62,62,53,58,48,65,55,81,41
2020,10,100,65,6,0,2,1,8,1,1,3,13,3,2,4,5,6,3,6,0,1
2020,11,총,"151,511","2,044","2,444","5,616","2,478","4,230","5,280","15,955","12,611","12,313","8,275","10,456","5,233","8,212","2,864","10,813","14,904","19,155","8,628"
2020,11,0,"10,507",46,185,298,82,259,394,"1,100",860,568,427,"1,117",261,512,194,608,"1,255","1,522",819
2020,11,10,"15,079",73,172,299,111,317,643,"1,515","1,268",848,531,984,464,726,190,981,"2,209","2,513","1,235"
2020,11,20,"22,117",189,224,864,428,540,766,"2,838","2,329","2,194","1,679","1,156",693,"1,010",344,"1,452","1,896","2,650",865
2020,11,30,"18,230",162,318,722,264,479,671,"2,216","1,712","1,361","1,157","1,567",517,868,322,"1,073","1,687","2,157",977
2020,11,40,"25,407",179,322,757,305,583,967,"2,726","1,996","1,604","1,080","1,844",735,"1,219",357,"1,674","3,161","4,062","1,836"
2020,11,50,"25,237",323,355,847,447,784,815,"2,791","1,969","2,091","1,213","1,568",948,"1,529",539,"2,149","2,512","3,067","1,290"
2020,11,60,"18,159",418,446,843,404,643,473,"1,375","1,385","1,805","1,088","1,294",864,"1,371",441,"1,551","1,191","1,610",957
2020,11,70,"10,652",437,289,633,286,385,344,881,728,"1,164",672,625,470,615,253,797,636,"1,002",435
2020,11,80,"5,117",181,112,296,128,198,173,454,302,570,362,236,223,300,171,457,295,488,171
2020,11,90,940,30,21,54,22,34,33,58,59,95,63,63,54,57,47,68,56,84,42
2020,11,100,66,6,0,3,1,8,1,1,3,13,3,2,4,5,6,3,6,0,1
2020,12,총,"151,202","2,043","2,442","5,589","2,479","4,212","5,275","15,947","12,564","12,346","8,261","10,430","5,216","8,170","2,862","10,786","14,868","19,092","8,620"
2020,12,0,"10,453",46,181,289,83,257,395,"1,101",854,570,417,"1,121",259,505,194,599,"1,258","1,504",820
2020,12,10,"14,976",70,171,288,109,319,634,"1,500","1,264",843,536,978,462,722,190,973,"2,198","2,495","1,224"
2020,12,20,"22,090",191,224,873,434,538,769,"2,839","2,308","2,232","1,682","1,138",695,999,335,"1,457","1,867","2,641",868
2020,12,30,"18,137",161,315,715,263,476,667,"2,206","1,704","1,372","1,150","1,564",510,859,325,"1,057","1,675","2,146",972
2020,12,40,"25,271",180,324,745,305,586,953,"2,710","1,985","1,590","1,076","1,835",729,"1,206",364,"1,663","3,160","4,028","1,832"
2020,12,50,"25,240",319,353,838,444,775,822,"2,810","1,973","2,095","1,214","1,562",945,"1,533",532,"2,154","2,508","3,078","1,285"
2020,12,60,"18,206",420,451,854,410,640,481,"1,376","1,386","1,802","1,084","1,302",858,"1,369",439,"1,546","1,203","1,619",966
2020,12,70,"10,694",439,290,634,281,383,346,888,725,"1,170",676,626,478,613,254,807,635,"1,011",438
2020,12,80,"5,126",182,111,295,126,196,174,460,300,564,358,241,222,304,177,458,300,487,171
2020,12,90,943,29,22,55,23,35,33,56,62,95,65,61,54,54,46,69,58,83,43
2020,12,100,66,6,0,3,1,7,1,1,3,13,3,2,4,6,6,3,6,0,1
2021,1,총,"150,987","2,024","2,422","5,582","2,450","4,199","5,283","15,965","12,575","12,325","8,271","10,441","5,206","8,131","2,867","10,756","14,852","19,075","8,563"
2021,1,0,"10,344",43,176,287,82,256,386,"1,089",848,563,414,"1,125",253,496,191,595,"1,254","1,493",793
2021,1,10,"14,882",68,168,287,103,312,625,"1,492","1,256",825,529,980,455,717,194,967,"2,187","2,492","1,225"
2021,1,20,"22,087",190,224,850,426,539,790,"2,859","2,323","2,254","1,693","1,133",696,992,339,"1,438","1,856","2,622",863
2021,1,30,"18,029",156,305,725,255,474,664,"2,195","1,701","1,369","1,141","1,552",506,852,322,"1,045","1,674","2,142",951
2021,1,40,"25,229",175,327,748,300,582,952,"2,708","1,972","1,574","1,078","1,862",722,"1,202",363,"1,656","3,154","4,024","1,830"
2021,1,50,"25,245",316,346,844,443,780,827,"2,826","1,981","2,086","1,220","1,546",947,"1,513",539,"2,147","2,509","3,098","1,277"
2021,1,60,"18,274",422,448,851,412,629,484,"1,385","1,400","1,803","1,087","1,305",863,"1,380",437,"1,565","1,216","1,620",967
2021,1,70,"10,717",440,292,632,277,390,343,887,722,"1,174",683,632,477,618,254,812,632,"1,012",440
2021,1,80,"5,152",179,114,300,129,193,177,466,306,564,356,242,224,299,175,464,304,487,173
2021,1,90,961,29,22,55,22,37,34,57,62,100,67,62,59,57,47,64,59,85,43
2021,1,100,67,6,0,3,1,7,1,1,4,13,3,2,4,5,6,3,7,0,1
2021,2,총,"150,686","2,014","2,418","5,569","2,434","4,144","5,267","15,968","12,526","12,336","8,277","10,428","5,193","8,126","2,860","10,700","14,804","19,081","8,541"
2021,2,0,"10,254",41,174,284,78,244,379,"1,091",845,553,415,"1,114",248,496,187,588,"1,245","1,480",792
2021,2,10,"14,780",65,166,282,102,300,621,"1,480","1,241",812,529,980,456,714,194,963,"2,160","2,489","1,226"
2021,2,20,"22,040",190,222,853,416,535,786,"2,872","2,314","2,269","1,697","1,136",692,997,331,"1,409","1,844","2,621",856
2021,2,30,"17,948",155,308,717,251,464,654,"2,183","1,693","1,371","1,149","1,543",506,845,324,"1,044","1,675","2,130",936
2021,2,40,"25,133",176,324,741,297,582,945,"2,701","1,960","1,581","1,068","1,861",718,"1,194",361,"1,648","3,132","4,016","1,828"
2021,2,50,"25,253",310,343,847,445,772,836,"2,823","1,969","2,078","1,224","1,537",946,"1,512",542,"2,146","2,523","3,120","1,280"
2021,2,60,"18,345",418,447,854,415,626,490,"1,410","1,408","1,807","1,078","1,309",866,"1,382",443,"1,564","1,227","1,634",967
2021,2,70,"10,714",441,296,631,275,386,343,882,729,"1,181",683,638,471,619,253,804,628,"1,013",441
2021,2,80,"5,190",182,116,302,132,192,180,466,303,570,362,246,226,306,175,466,303,492,171
2021,2,90,963,30,22,55,22,36,32,59,60,101,69,62,60,57,44,65,60,86,43
2021,2,100,66,6,0,3,1,7,1,1,4,13,3,2,4,4,6,3,7,0,1
2021,3,총,"150,318","1,994","2,406","5,575","2,413","4,107","5,242","15,930","12,489","12,308","8,282","10,419","5,195","8,113","2,862","10,661","14,771","19,023","8,528"
2021,3,0,"10,227",44,177,289,78,242,374,"1,084",826,554,407,"1,123",253,498,189,585,"1,245","1,467",792
2021,3,10,"14,630",67,163,276,100,293,618,"1,474","1,228",801,532,987,451,705,190,960,"2,129","2,446","1,210"
2021,3,20,"22,080",185,220,853,414,533,790,"2,858","2,333","2,280","1,721","1,131",685,"1,006",337,"1,399","1,845","2,622",868
2021,3,30,"17,857",158,302,718,251,454,648,"2,181","1,668","1,366","1,151","1,541",517,833,324,"1,033","1,669","2,117",926
2021,3,40,"24,946",173,325,733,293,576,934,"2,688","1,941","1,570","1,064","1,860",709,"1,188",355,"1,634","3,103","3,982","1,818"
2021,3,50,"25,234",299,342,850,428,774,833,"2,818","1,976","2,068","1,216","1,523",948,"1,502",549,"2,137","2,537","3,155","1,279"
2021,3,60,"18,412",420,442,858,414,625,490,"1,418","1,416","1,797","1,079","1,308",873,"1,388",448,"1,572","1,244","1,646",974
2021,3,70,"10,703",439,296,631,274,378,339,873,728,"1,188",688,640,467,626,249,805,627,"1,012",443
2021,3,80,"5,224",178,117,306,137,193,181,475,309,579,357,246,230,306,177,466,302,492,173
2021,3,90,958,29,22,57,23,35,34,59,60,96,66,59,59,58,42,68,63,84,44
2021,3,100,47,2,0,4,1,4,1,2,4,9,1,1,3,3,2,2,7,0,1
2021,4,총,"150,011","1,990","2,404","5,550","2,393","4,109","5,239","15,891","12,502","12,283","8,281","10,400","5,185","8,081","2,852","10,631","14,738","18,947","8,535"
2021,4,0,"10,157",45,173,283,76,242,375,"1,075",820,550,412,"1,116",256,499,186,584,"1,235","1,449",781
2021,4,10,"14,565",69,164,270,96,296,613,"1,461","1,230",798,525,985,445,697,193,956,"2,121","2,426","1,220"
2021,4,20,"22,022",185,216,844,409,528,790,"2,846","2,334","2,282","1,724","1,125",688,999,337,"1,390","1,846","2,612",867
2021,4,30,"17,772",156,302,719,247,461,644,"2,167","1,671","1,358","1,153","1,533",514,825,322,"1,032","1,649","2,091",928
2021,4,40,"24,861",175,321,733,290,572,933,"2,683","1,947","1,564","1,058","1,863",703,"1,179",349,"1,627","3,088","3,965","1,811"
2021,4,50,"25,158",293,346,843,424,776,837,"2,805","1,983","2,058","1,209","1,510",938,"1,484",547,"2,116","2,542","3,150","1,297"
2021,4,60,"18,524",419,444,860,416,626,490,"1,437","1,413","1,807","1,083","1,312",881,"1,407",451,"1,583","1,255","1,668",972
2021,4,70,"10,704",439,297,634,272,373,342,875,731,"1,179",695,650,468,620,247,806,626,"1,008",442
2021,4,80,"5,256",179,119,305,140,197,181,480,309,580,355,246,233,310,178,465,310,494,175
2021,4,90,949,28,22,55,23,34,34,60,60,99,66,59,56,58,40,70,60,84,41
2021,4,100,43,2,0,4,0,4,0,2,4,8,1,1,3,3,2,2,6,0,1
2021,5,총,"149,552","1,935","2,389","5,527","2,395","4,077","5,229","15,867","12,480","12,220","8,267","10,351","5,176","8,083","2,825","10,607","14,700","18,910","8,514"
2021,5,0,"10,064",43,172,281,76,237,375,"1,064",822,543,405,"1,107",253,502,183,584,"1,220","1,424",773
2021,5,10,"14,494",69,161,267,95,294,607,"1,447","1,229",797,522,980,445,692,193,953,"2,111","2,420","1,212"
2021,5,20,"21,961",182,212,822,409,521,792,"2,861","2,324","2,262","1,735","1,110",693,999,328,"1,371","1,856","2,608",876
2021,5,30,"17,636",147,298,717,249,455,632,"2,150","1,663","1,352","1,147","1,521",508,823,324,"1,035","1,631","2,070",914
2021,5,40,"24,636",169,319,727,285,566,931,"2,637","1,935","1,540","1,052","1,849",697,"1,176",345,"1,618","3,063","3,929","1,798"
2021,5,50,"25,166",276,347,846,419,767,838,"2,835","1,974","2,050","1,211","1,515",932,"1,478",545,"2,108","2,557","3,170","1,298"
2021,5,60,"18,585",411,440,860,422,630,491,"1,444","1,415","1,805","1,073","1,314",883,"1,424",444,"1,594","1,260","1,695",980
2021,5,70,"10,717",432,298,646,270,371,344,882,736,"1,182",692,650,473,617,243,804,621,"1,013",443
2021,5,80,"5,308",179,119,305,145,198,184,483,318,584,363,247,233,312,179,468,315,498,178
2021,5,90,940,26,23,52,24,34,35,62,60,96,66,57,56,57,39,70,60,82,41
2021,5,100,45,1,0,4,1,4,0,2,4,9,1,1,3,3,2,2,6,1,1
2021,6,총,"149,453","1,923","2,375","5,537","2,396","4,049","5,298","15,883","12,436","12,218","8,245","10,316","5,169","8,077","2,820","10,617","14,706","18,862","8,526"
2021,6,0,"10,034",42,169,282,78,236,383,"1,068",824,538,405,"1,088",249,498,184,579,"1,220","1,418",773
2021,6,10,"14,433",68,158,266,96,292,606,"1,437","1,218",794,517,994,450,683,192,960,"2,106","2,395","1,201"
2021,6,20,"21,965",181,213,827,412,515,806,"2,877","2,324","2,268","1,727","1,100",691,998,325,"1,366","1,841","2,605",889
2021,6,30,"17,553",148,289,712,251,454,641,"2,149","1,648","1,357","1,145","1,492",511,827,320,"1,038","1,620","2,042",909
2021,6,40,"24,628",169,318,727,279,563,940,"2,624","1,932","1,547","1,048","1,854",690,"1,167",346,"1,626","3,067","3,932","1,799"
2021,6,50,"25,108",271,346,837,420,758,854,"2,838","1,958","2,026","1,196","1,503",926,"1,471",551,"2,102","2,577","3,169","1,305"
2021,6,60,"18,697",413,441,873,421,633,497,"1,461","1,423","1,811","1,088","1,321",892,"1,435",441,"1,595","1,262","1,710",980
2021,6,70,"10,733",430,298,653,269,368,352,876,735,"1,182",687,661,471,621,238,805,626,"1,013",448
2021,6,80,"5,319",174,119,305,145,195,184,490,312,590,364,245,228,318,183,476,317,495,179
2021,6,90,940,26,24,52,24,32,35,61,58,96,67,57,58,56,38,68,64,82,42
2021,6,100,43,1,0,3,1,3,0,2,4,9,1,1,3,3,2,2,6,1,1
2021,7,총,"149,265","1,920","2,363","5,533","2,389","4,010","5,377","15,874","12,407","12,205","8,242","10,332","5,146","8,059","2,808","10,587","14,697","18,803","8,513"
2021,7,0,"9,960",44,168,283,80,231,385,"1,064",802,533,404,"1,082",249,493,183,585,"1,205","1,401",768
2021,7,10,"14,392",68,157,270,93,293,611,"1,431","1,225",793,513,999,447,676,187,946,"2,099","2,390","1,194"
2021,7,20,"21,941",176,209,818,407,505,829,"2,897","2,319","2,274","1,729","1,104",677,990,323,"1,358","1,850","2,588",888
2021,7,30,"17,453",149,283,716,254,444,651,"2,123","1,631","1,357","1,146","1,486",514,820,315,"1,022","1,603","2,027",912
