년도,월,나이,경상북도 경산시,경상북도 경산시 하양읍,경상북도 경산시 진량읍,경상북도 경산시 압량읍,경상북도 경산시 와촌면,경상북도 경산시 자인면,경상북도 경산시 용성면,경상북도 경산시 남산면,경상북도 경산시 압량면,경상북도 경산시 남천면,경상북도 경산시 중방동,경상북도 경산시 중앙동,경상북도 경산시 남부동,경상북도 경산시 서부1동,경상북도 경산시 서부2동,경상북도 경산시 북부동,경상북도 경산시 동부동
2020,5,60,"33,552","3,231","3,841","2,247","1,369","1,228",829,846,,688,"1,702","1,099","2,479","4,668","3,505","1,742","4,078"
2020,5,70,"19,026","2,065","2,240","1,222",797,806,593,553,,480,741,642,"1,483","2,546","1,913",871,"2,074"
2020,5,80,"9,019","1,024","1,130",605,440,436,369,378,,246,309,325,601,"1,093",753,382,928
2020,5,90,"1,017",107,96,67,53,54,51,58,,45,32,33,75,124,76,39,107
2020,5,100,67,12,7,5,6,2,2,1,,2,2,3,8,6,4,4,3
2020,6,총,"263,034","25,829","36,305","21,024","6,087","5,602","3,387","3,771",,"3,050","10,179","6,666","20,416","37,252","30,081","16,148","37,237"
2020,6,0,"21,095","1,743","2,533","2,419",186,154,82,108,,90,608,244,"2,118","3,047","3,352","1,075","3,336"
2020,6,10,"22,970","2,815","3,715","1,165",293,253,107,164,,119,606,427,"2,029","4,094","2,292",836,"4,055"
2020,6,20,"35,991","3,818","5,331","3,222",548,491,218,277,,268,"1,622","1,038","2,134","4,532","3,829","3,660","5,003"
2020,6,30,"33,729","2,633","4,022","4,219",514,420,216,236,,202,"1,219",690,"2,867","4,214","4,650","2,841","4,786"
2020,6,40,"41,626","4,125","6,509","2,981",663,644,280,410,,297,"1,352",860,"3,556","6,611","4,550","2,240","6,548"
2020,6,50,"44,668","4,246","6,840","2,842","1,219","1,086",632,739,,615,"1,963","1,303","3,059","6,294","5,123","2,436","6,271"
2020,6,60,"33,730","3,228","3,859","2,271","1,364","1,241",836,850,,688,"1,715","1,097","2,492","4,680","3,522","1,763","4,124"
2020,6,70,"19,104","2,082","2,257","1,224",803,819,594,548,,478,751,645,"1,484","2,552","1,924",871,"2,072"
2020,6,80,"9,032","1,021","1,134",610,437,438,368,380,,246,309,326,596,"1,094",757,384,932
2020,6,90,"1,022",106,98,66,54,54,52,57,,45,32,33,73,128,78,39,107
2020,6,100,67,12,7,5,6,2,2,2,,2,2,3,8,6,4,3,3
2020,7,총,"262,537","25,781","36,155","20,979","6,094","5,592","3,373","3,762",,"3,035","10,172","6,664","20,400","37,216","29,998","16,136","37,180"
2020,7,0,"20,985","1,737","2,514","2,404",190,151,80,111,,87,609,248,"2,103","3,018","3,337","1,071","3,325"
2020,7,10,"22,859","2,792","3,674","1,170",294,257,107,159,,117,608,417,"2,017","4,091","2,282",835,"4,039"
2020,7,20,"35,826","3,814","5,304","3,183",547,487,212,273,,266,"1,616","1,029","2,137","4,527","3,806","3,641","4,984"
2020,7,30,"33,517","2,622","3,975","4,218",508,420,212,237,,197,"1,211",694,"2,849","4,163","4,628","2,840","4,743"
2020,7,40,"41,592","4,111","6,484","2,991",659,636,272,406,,295,"1,369",850,"3,559","6,622","4,533","2,238","6,567"
2020,7,50,"44,638","4,242","6,840","2,847","1,218","1,081",635,737,,611,"1,944","1,310","3,061","6,317","5,121","2,432","6,242"
2020,7,60,"33,818","3,233","3,875","2,261","1,370","1,246",839,845,,692,"1,714","1,099","2,503","4,678","3,534","1,769","4,160"
2020,7,70,"19,152","2,081","2,247","1,224",808,818,595,555,,481,761,648,"1,496","2,558","1,924",879,"2,077"
2020,7,80,"9,055","1,029","1,136",611,438,442,368,380,,243,302,333,597,"1,104",750,388,934
2020,7,90,"1,026",108,99,66,55,52,51,56,,44,36,33,69,132,79,40,106
2020,7,100,69,12,7,4,7,2,2,3,,2,2,3,9,6,4,3,3
2020,8,총,"262,300","25,772","36,110","20,924","6,060","5,571","3,363","3,765",,"3,023","10,151","6,668","20,377","37,073","29,955","16,141","37,347"
2020,8,0,"20,881","1,735","2,491","2,381",191,146,79,111,,88,613,246,"2,104","2,988","3,331","1,072","3,305"
2020,8,10,"22,806","2,776","3,650","1,171",293,254,104,158,,115,609,418,"2,016","4,069","2,278",819,"4,076"
2020,8,20,"35,743","3,830","5,312","3,133",536,478,212,272,,266,"1,601","1,023","2,114","4,506","3,790","3,660","5,010"
2020,8,30,"33,393","2,617","3,953","4,220",506,421,211,235,,194,"1,218",696,"2,849","4,133","4,571","2,824","4,745"
2020,8,40,"41,539","4,102","6,441","3,000",651,628,272,404,,291,"1,353",854,"3,548","6,582","4,557","2,249","6,607"
2020,8,50,"44,605","4,240","6,852","2,845","1,209","1,079",633,740,,607,"1,938","1,307","3,060","6,299","5,108","2,431","6,257"
2020,8,60,"33,954","3,240","3,904","2,266","1,368","1,245",835,843,,693,"1,708","1,102","2,510","4,696","3,560","1,782","4,202"
2020,8,70,"19,177","2,082","2,251","1,229",807,823,595,558,,479,767,648,"1,498","2,550","1,924",874,"2,092"
2020,8,80,"9,094","1,034","1,147",607,437,444,368,384,,241,307,337,599,"1,110",749,386,944
2020,8,90,"1,040",104,102,68,55,51,52,57,,47,35,34,70,134,83,42,106
2020,8,100,68,12,7,4,7,2,2,3,,2,2,3,9,6,4,2,3
2020,9,총,"262,311","25,726","36,037","20,937","6,059","5,576","3,365","3,758",,"3,026","10,156","6,638","20,224","36,958","29,871","16,211","37,769"
2020,9,0,"20,751","1,714","2,469","2,384",188,148,79,111,,87,622,246,"2,060","2,946","3,308","1,076","3,313"
2020,9,10,"22,742","2,777","3,614","1,173",296,248,107,158,,115,604,406,"2,007","4,061","2,257",813,"4,106"
2020,9,20,"35,769","3,790","5,298","3,144",536,486,211,273,,263,"1,610","1,018","2,090","4,484","3,774","3,688","5,104"
2020,9,30,"33,211","2,611","3,924","4,201",495,417,212,228,,196,"1,212",695,"2,794","4,087","4,528","2,815","4,796"
2020,9,40,"41,558","4,098","6,417","2,998",654,624,267,408,,292,"1,353",840,"3,540","6,559","4,565","2,263","6,680"
2020,9,50,"44,617","4,243","6,867","2,838","1,214","1,073",635,735,,604,"1,934","1,301","3,049","6,269","5,085","2,441","6,329"
2020,9,60,"34,143","3,251","3,924","2,281","1,370","1,254",835,849,,693,"1,708","1,109","2,510","4,720","3,577","1,801","4,261"
2020,9,70,"19,252","2,090","2,259","1,237",808,828,594,554,,483,770,651,"1,496","2,560","1,931",879,"2,112"
2020,9,80,"9,143","1,035","1,151",609,436,442,370,382,,242,305,335,600,"1,131",757,391,957
2020,9,90,"1,057",105,107,68,55,53,53,57,,49,36,34,69,136,85,42,108
2020,9,100,68,12,7,4,7,3,2,3,,2,2,3,9,5,4,2,3
2020,10,총,"262,566","25,754","36,007","20,955","6,019","5,575","3,358","3,746",,"3,027","10,130","6,645","20,177","36,835","29,822","16,234","38,282"
2020,10,0,"20,629","1,700","2,437","2,370",188,151,78,110,,90,610,245,"2,041","2,900","3,294","1,077","3,338"
2020,10,10,"22,716","2,774","3,590","1,184",289,247,107,160,,114,610,404,"2,005","4,036","2,234",808,"4,154"
2020,10,20,"35,844","3,811","5,328","3,151",525,484,205,273,,261,"1,608","1,009","2,086","4,478","3,766","3,678","5,181"
2020,10,30,"33,155","2,595","3,915","4,195",501,418,207,214,,195,"1,204",702,"2,764","4,042","4,491","2,830","4,882"
2020,10,40,"41,549","4,098","6,391","3,006",631,621,272,400,,289,"1,341",831,"3,536","6,521","4,574","2,276","6,762"
2020,10,50,"44,664","4,250","6,861","2,833","1,203","1,068",621,734,,607,"1,935","1,304","3,033","6,280","5,074","2,435","6,426"
2020,10,60,"34,414","3,274","3,956","2,296","1,375","1,259",852,860,,698,"1,709","1,124","2,533","4,734","3,603","1,810","4,331"
2020,10,70,"19,286","2,090","2,267","1,226",807,834,594,553,,484,769,650,"1,497","2,563","1,939",884,"2,129"
2020,10,80,"9,167","1,045","1,146",618,439,438,367,380,,240,307,337,599,"1,138",759,391,963
2020,10,90,"1,075",105,109,72,54,52,53,59,,47,35,36,74,138,85,43,113
2020,10,100,67,12,7,4,7,3,2,3,,2,2,3,9,5,3,2,3
2020,11,총,"262,988","25,655","36,273","20,926","6,005","5,569","3,338","3,766",,"3,033","10,086","6,643","20,175","36,810","29,850","16,298","38,561"
2020,11,0,"20,546","1,681","2,430","2,357",183,146,73,119,,93,600,242,"2,051","2,870","3,293","1,064","3,344"
2020,11,10,"22,665","2,750","3,594","1,178",285,248,105,157,,113,602,403,"1,981","4,043","2,245",797,"4,164"
2020,11,20,"35,989","3,818","5,386","3,149",520,473,204,276,,260,"1,601","1,009","2,088","4,487","3,763","3,718","5,237"
2020,11,30,"33,148","2,559","3,973","4,182",504,409,206,215,,196,"1,183",697,"2,761","4,018","4,486","2,841","4,918"
2020,11,40,"41,536","4,075","6,402","2,994",627,614,271,405,,288,"1,330",829,"3,526","6,502","4,592","2,255","6,826"
2020,11,50,"44,759","4,233","6,937","2,831","1,205","1,073",612,726,,609,"1,930","1,306","3,030","6,272","5,068","2,461","6,466"
2020,11,60,"34,639","3,280","4,004","2,311","1,384","1,276",861,863,,696,"1,720","1,124","2,546","4,765","3,598","1,837","4,374"
2020,11,70,"19,366","2,100","2,281","1,224",802,836,593,558,,485,775,658,"1,505","2,564","1,953",890,"2,142"
2020,11,80,"9,190","1,043","1,149",623,438,438,360,379,,243,309,336,599,"1,147",765,390,971
2020,11,90,"1,084",104,110,73,51,53,51,65,,48,34,36,79,137,84,43,116
2020,11,100,66,12,7,4,6,3,2,3,,2,2,3,9,5,3,2,3
2020,12,총,"263,728","25,619","36,335","20,912","5,985","5,558","3,346","3,760",,"3,034","10,015","6,620","20,107","36,652","30,723","16,272","38,790"
2020,12,0,"20,476","1,660","2,409","2,329",182,141,76,115,,98,582,233,"2,031","2,836","3,398","1,056","3,330"
2020,12,10,"22,700","2,758","3,569","1,171",283,247,106,158,,108,605,400,"1,977","4,009","2,318",790,"4,201"
2020,12,20,"36,229","3,803","5,424","3,185",509,478,209,277,,261,"1,580","1,008","2,075","4,504","3,917","3,726","5,273"
2020,12,30,"33,192","2,552","3,975","4,137",503,402,206,214,,198,"1,167",699,"2,725","3,989","4,642","2,826","4,957"
2020,12,40,"41,568","4,067","6,389","3,013",626,605,270,396,,285,"1,321",818,"3,525","6,429","4,733","2,242","6,849"
2020,12,50,"44,853","4,232","6,967","2,830","1,191","1,061",610,720,,603,"1,920","1,299","3,014","6,252","5,193","2,458","6,503"
2020,12,60,"34,901","3,284","4,049","2,324","1,390","1,281",855,874,,698,"1,722","1,127","2,554","4,783","3,679","1,844","4,437"
2020,12,70,"19,395","2,096","2,288","1,213",801,844,604,560,,486,772,658,"1,517","2,552","1,976",890,"2,138"
2020,12,80,"9,254","1,052","1,147",634,441,442,358,377,,247,310,337,599,"1,154",782,394,980
2020,12,90,"1,095",103,111,72,53,54,51,66,,48,34,38,81,139,82,44,119
2020,12,100,65,12,7,4,6,3,1,3,,2,2,3,9,5,3,2,3
2021,1,총,"264,150","25,583","36,356","20,869","5,949","5,533","3,346","3,744",,"3,024","9,998","6,605","20,072","36,498","31,529","16,218","38,826"
2021,1,0,"20,310","1,631","2,394","2,303",174,133,77,112,,101,572,226,"2,018","2,795","3,450","1,038","3,286"
2021,1,10,"22,726","2,748","3,549","1,170",284,248,106,156,,106,608,397,"1,977","3,986","2,426",779,"4,186"
2021,1,20,"36,199","3,822","5,404","3,164",494,471,206,277,,255,"1,564","1,004","2,069","4,469","4,008","3,698","5,294"
2021,1,30,"33,146","2,539","3,969","4,104",486,393,200,215,,197,"1,176",696,"2,685","3,963","4,777","2,812","4,934"
2021,1,40,"41,517","4,046","6,380","3,017",621,605,270,381,,284,"1,310",823,"3,532","6,332","4,858","2,214","6,844"
2021,1,50,"45,038","4,218","6,995","2,855","1,189","1,049",605,719,,598,"1,893","1,283","3,015","6,261","5,364","2,466","6,528"
2021,1,60,"35,198","3,289","4,094","2,318","1,392","1,292",856,870,,700,"1,742","1,136","2,562","4,824","3,763","1,871","4,489"
2021,1,70,"19,520","2,121","2,289","1,222",803,840,613,569,,487,781,660,"1,516","2,566","1,998",893,"2,162"
2021,1,80,"9,322","1,055","1,161",639,443,445,360,375,,246,315,341,609,"1,157",798,397,981
2021,1,90,"1,108",102,114,73,57,54,52,66,,48,35,36,80,140,84,48,119
2021,1,100,66,12,7,4,6,3,1,4,,2,2,3,9,5,3,2,3
2021,2,총,"264,279","25,604","36,274","20,940","5,935","5,524","3,340","3,720",,"3,010","9,928","6,632","20,017","36,424","31,797","16,207","38,927"
2021,2,0,"20,199","1,629","2,365","2,319",174,133,78,115,,99,555,231,"1,984","2,751","3,473","1,023","3,270"
2021,2,10,"22,743","2,744","3,511","1,173",280,249,103,146,,108,602,401,"1,978","3,990","2,469",790,"4,199"
2021,2,20,"36,188","3,846","5,393","3,176",489,457,204,268,,250,"1,543",996,"2,062","4,469","4,015","3,707","5,313"
2021,2,30,"32,984","2,550","3,939","4,105",480,393,199,217,,192,"1,153",688,"2,633","3,937","4,788","2,797","4,913"
2021,2,40,"41,531","4,020","6,354","3,031",623,597,270,372,,279,"1,301",829,"3,551","6,289","4,932","2,210","6,873"
2021,2,50,"45,024","4,216","7,004","2,844","1,180","1,041",601,710,,597,"1,886","1,290","3,015","6,258","5,386","2,451","6,545"
2021,2,60,"35,451","3,296","4,126","2,343","1,395","1,299",853,873,,700,"1,753","1,147","2,575","4,853","3,827","1,881","4,530"
2021,2,70,"19,582","2,129","2,296","1,222",807,844,616,573,,488,784,664,"1,507","2,566","2,018",894,"2,174"
2021,2,80,"9,373","1,060","1,160",647,443,451,363,375,,247,313,347,626,"1,161",799,401,980
2021,2,90,"1,137",102,119,76,58,57,52,67,,48,36,36,77,145,87,51,126
2021,2,100,67,12,7,4,6,3,1,4,,2,2,3,9,5,3,2,4
2021,3,총,"264,023","25,442","36,271","20,920","5,905","5,524","3,348","3,736",,"2,998","9,897","6,548","19,976","36,357","31,812","16,277","39,012"
2021,3,0,"20,112","1,609","2,379","2,318",167,137,80,118,,93,543,227,"1,980","2,730","3,451","1,031","3,249"
2021,3,10,"22,673","2,703","3,489","1,180",270,245,103,148,,108,596,400,"1,972","3,973","2,480",802,"4,204"
2021,3,20,"36,165","3,848","5,390","3,151",496,458,208,265,,245,"1,557",985,"2,058","4,443","3,995","3,723","5,343"
2021,3,30,"32,880","2,536","3,924","4,106",475,396,203,217,,194,"1,150",670,"2,624","3,922","4,774","2,808","4,881"
2021,3,40,"41,359","3,985","6,313","3,030",620,595,272,371,,270,"1,272",815,"3,538","6,249","4,942","2,219","6,868"
2021,3,50,"44,927","4,180","7,019","2,832","1,177","1,024",584,701,,591,"1,889","1,268","3,008","6,262","5,358","2,453","6,581"
2021,3,60,"35,681","3,285","4,173","2,355","1,383","1,316",869,889,,703,"1,755","1,152","2,579","4,893","3,877","1,886","4,566"
2021,3,70,"19,637","2,134","2,307","1,217",807,840,611,574,,493,785,650,"1,511","2,581","2,030",904,"2,193"
2021,3,80,"9,414","1,058","1,156",652,448,452,367,381,,251,315,347,625,"1,157",816,399,990
2021,3,90,"1,143",100,118,76,61,58,50,68,,48,35,34,80,144,86,52,133
2021,3,100,32,4,3,3,1,3,1,4,,2,0,0,1,3,3,0,4
2021,4,총,"264,722","25,403","36,231","20,918","5,893","5,501","3,337","3,749",,"2,977","9,914","6,513","19,930","36,061","33,096","16,210","38,989"
2021,4,0,"20,069","1,587","2,368","2,301",161,137,77,123,,85,554,215,"1,959","2,687","3,585","1,007","3,223"
2021,4,10,"22,705","2,681","3,466","1,193",270,238,102,149,,104,591,404,"1,978","3,922","2,622",791,"4,194"
2021,4,20,"36,206","3,852","5,372","3,144",493,452,205,267,,243,"1,536",982,"2,050","4,385","4,131","3,739","5,355"
2021,4,30,"32,901","2,524","3,915","4,079",467,390,201,219,,192,"1,170",665,"2,603","3,833","5,022","2,775","4,846"
2021,4,40,"41,514","3,975","6,290","3,050",616,602,273,368,,266,"1,276",811,"3,526","6,206","5,192","2,207","6,856"
2021,4,50,"45,023","4,187","7,008","2,814","1,167","1,004",585,703,,588,"1,886","1,254","3,001","6,199","5,580","2,457","6,590"
2021,4,60,"35,958","3,294","4,226","2,378","1,391","1,327",864,897,,699,"1,763","1,152","2,596","4,934","3,972","1,870","4,595"
2021,4,70,"19,668","2,131","2,297","1,219",813,839,609,569,,498,783,649,"1,507","2,581","2,075",908,"2,190"
2021,4,80,"9,482","1,061","1,168",658,451,452,367,381,,253,320,348,628,"1,165",826,404,"1,000"
2021,4,90,"1,164",107,118,79,63,57,53,69,,47,35,33,81,146,88,52,136
2021,4,100,32,4,3,3,1,3,1,4,,2,0,0,1,3,3,0,4
2021,5,총,"265,888","25,673","36,133","20,820","5,874","5,518","3,322","3,730",,"2,969","9,818","6,486","19,924","35,914","34,689","16,130","38,888"
2021,5,0,"20,035","1,616","2,336","2,275",155,137,77,121,,84,533,212,"1,937","2,657","3,747",963,"3,185"
2021,5,10,"22,809","2,703","3,432","1,193",266,242,104,151,,104,579,399,"1,976","3,875","2,800",782,"4,203"
2021,5,20,"36,357","3,905","5,384","3,132",484,455,204,261,,236,"1,521",971,"2,044","4,372","4,317","3,750","5,321"
2021,5,30,"33,018","2,545","3,892","4,047",468,392,202,220,,184,"1,148",668,"2,583","3,814","5,284","2,758","4,813"
2021,5,40,"41,539","4,018","6,237","3,030",607,600,273,361,,273,"1,253",792,"3,526","6,153","5,453","2,176","6,787"
2021,5,50,"45,304","4,242","6,987","2,794","1,170","1,003",575,695,,581,"1,880","1,259","3,007","6,185","5,865","2,455","6,606"
2021,5,60,"36,305","3,319","4,257","2,392","1,394","1,334",859,901,,707,"1,765","1,151","2,623","4,950","4,154","1,872","4,627"
2021,5,70,"19,738","2,139","2,305","1,217",809,839,607,571,,500,783,645,"1,513","2,586","2,118",916,"2,190"
2021,5,80,"9,579","1,071","1,177",658,459,456,369,379,,254,319,355,631,"1,172",858,405,"1,016"
2021,5,90,"1,172",111,123,79,61,57,51,67,,44,37,33,83,147,90,53,136
2021,5,100,32,4,3,3,1,3,1,3,,2,0,1,1,3,3,0,4
2021,6,총,"266,747","26,423","35,861","20,778","5,818","5,497","3,308","3,708",,"2,973","9,802","6,464","19,933","35,807","35,386","16,150","38,839"
2021,6,0,"19,981","1,722","2,291","2,237",142,135,71,116,,81,534,206,"1,927","2,628","3,790",960,"3,141"
2021,6,10,"22,908","2,785","3,363","1,206",265,243,103,152,,102,577,390,"1,982","3,872","2,876",791,"4,201"
2021,6,20,"36,418","3,979","5,349","3,122",474,448,204,253,,243,"1,506",959,"2,040","4,335","4,423","3,740","5,343"
2021,6,30,"33,080","2,690","3,859","4,020",456,387,197,215,,180,"1,152",672,"2,564","3,793","5,357","2,765","4,773"
2021,6,40,"41,596","4,146","6,145","3,038",600,589,271,355,,275,"1,246",780,"3,539","6,131","5,559","2,178","6,744"
2021,6,50,"45,440","4,353","6,945","2,792","1,157","1,001",570,690,,576,"1,872","1,265","3,006","6,159","5,988","2,449","6,617"
2021,6,60,"36,654","3,385","4,294","2,399","1,394","1,338",863,907,,711,"1,764","1,156","2,645","4,971","4,262","1,893","4,672"
2021,6,70,"19,822","2,162","2,305","1,230",806,840,610,573,,506,789,646,"1,515","2,593","2,148",919,"2,180"
2021,6,80,"9,642","1,084","1,182",653,464,457,367,379,,254,324,357,631,"1,173",887,403,"1,027"
2021,6,90,"1,174",113,125,78,59,56,51,65,,43,38,32,83,149,93,52,137
2021,6,100,32,4,3,3,1,3,1,3,,2,0,1,1,3,3,0,4
2021,7,총,"267,453","27,145","35,686","20,734","5,789","5,495","3,313","3,705",,"2,951","9,796","6,438","19,924","35,776","35,725","16,143","38,833"
2021,7,0,"19,977","1,812","2,245","2,228",141,134,71,115,,78,527,201,"1,928","2,603","3,814",958,"3,122"
2021,7,10,"22,925","2,858","3,312","1,200",256,247,104,153,,100,571,389,"1,983","3,863","2,910",780,"4,199"
2021,7,20,"36,455","4,081","5,332","3,116",469,444,201,249,,236,"1,507",954,"2,017","4,324","4,468","3,737","5,320"
2021,7,30,"33,142","2,824","3,843","3,980",446,392,196,215,,178,"1,156",674,"2,546","3,797","5,368","2,761","4,766"
2021,7,40,"41,672","4,290","6,063","3,037",596,591,270,358,,269,"1,246",778,"3,530","6,108","5,648","2,174","6,714"
2021,7,50,"45,526","4,447","6,926","2,796","1,148",991,564,687,,568,"1,869","1,251","3,001","6,155","6,035","2,447","6,641"
2021,7,60,"36,924","3,453","4,324","2,407","1,404","1,343",871,900,,715,"1,763","1,164","2,672","4,985","4,324","1,899","4,700"
