년도,월,나이,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020,1,90,557,13,24,12,19,26,17,16,14,25,41,17,16,26,16,23,12,23,24,30,19,9,20,17,29,20,27,22
2020,1,100,68,3,1,2,7,4,6,1,1,0,2,0,2,0,3,4,1,2,2,3,0,0,2,10,2,5,5,0
2020,2,총,"326,880","7,222","12,163","6,681","8,249","10,447","10,145","7,895","12,265","9,317","19,862","11,966","10,011","16,047","15,280","13,674","13,602","16,481","10,435","13,866","15,547","13,737","13,687","17,597","17,082","10,643","8,238","4,741"
2020,2,0,"27,611",416,"1,079",369,559,586,508,591,699,778,"1,619",685,881,971,904,890,"1,713","1,419",766,902,"1,337","2,433",716,"2,319","1,804","1,594",752,321
2020,2,10,"31,310",516,"1,079",590,779,896,782,911,734,"1,605","1,801",729,"1,010","1,054","1,144","1,066","1,166","1,954",841,795,"1,576","1,696",968,"2,984","2,054","1,193",906,481
2020,2,20,"45,800",976,"1,689",997,980,"1,317","1,354","1,245","2,142","1,209","3,041","2,094","1,444","2,604","2,465","2,198","1,796","2,366","1,669","2,122","2,242","1,359","2,325","1,525","1,971","1,033","1,026",611
2020,2,30,"54,938","1,141","1,982",912,"1,198","1,283","1,293","1,129","2,766",767,"2,980","2,775","1,479","3,577","3,446","2,485","2,710","2,424","1,913","3,658","2,561","2,381","3,014","1,831","2,121","1,468","1,137",507
2020,2,40,"53,562","1,074","1,994","1,042","1,328","1,619","1,561","1,256","1,830","1,600","2,825","1,686","1,516","2,526","2,575","1,987","2,103","2,765","1,456","2,074","2,473","2,864","2,193","4,247","2,937","2,115","1,244",672
2020,2,50,"50,360","1,213","1,817","1,201","1,407","1,956","1,995","1,295","1,751","1,551","3,376","1,687","1,625","2,378","2,146","2,349","1,919","2,611","1,643","1,734","2,526","1,596","1,980","2,515","2,563","1,440","1,258",828
2020,2,60,"38,565","1,114","1,535",905,"1,140","1,621","1,563",886,"1,430","1,126","2,649","1,395","1,300","1,774","1,609","1,722","1,478","1,879","1,409","1,486","1,775",922,"1,516","1,263","2,142","1,090","1,164",672
2020,2,70,"18,958",581,758,529,668,888,802,435,720,534,"1,196",705,585,887,792,733,606,805,565,777,836,407,745,700,"1,166",552,538,448
2020,2,80,"5,151",175,205,123,164,251,264,129,178,122,332,192,153,249,180,218,99,231,148,283,203,70,208,186,294,134,181,179
2020,2,90,557,13,24,11,19,26,17,17,14,25,41,17,16,27,16,22,11,26,23,32,18,9,20,17,28,19,27,22
2020,2,100,68,3,1,2,7,4,6,1,1,0,2,1,2,0,3,4,1,1,2,3,0,0,2,10,2,5,5,0
2020,3,총,"325,859","7,184","12,161","6,663","8,236","10,428","10,122","7,857","12,264","9,266","19,839","11,912","9,959","15,973","15,200","13,637","13,613","16,451","10,410","13,853","15,303","13,732","13,665","17,548","17,024","10,629","8,206","4,724"
2020,3,0,"27,373",410,"1,078",366,556,585,498,580,691,779,"1,606",686,870,943,883,889,"1,722","1,399",746,902,"1,325","2,419",709,"2,274","1,797","1,589",749,322
2020,3,10,"31,055",516,"1,073",580,775,890,774,895,723,"1,579","1,787",713,"1,010","1,044","1,116","1,044","1,152","1,948",846,792,"1,546","1,709",950,"2,996","2,040","1,190",897,470
2020,3,20,"45,735",968,"1,667",986,984,"1,306","1,357","1,250","2,154","1,210","3,034","2,112","1,426","2,602","2,487","2,176","1,790","2,377","1,676","2,122","2,203","1,361","2,340","1,530","1,958","1,026","1,019",614
2020,3,30,"54,628","1,125","1,999",924,"1,187","1,272","1,298","1,117","2,792",762,"2,956","2,735","1,473","3,572","3,404","2,486","2,709","2,402","1,900","3,630","2,526","2,357","3,010","1,806","2,102","1,455","1,127",502
2020,3,40,"53,313","1,071","1,985","1,021","1,328","1,611","1,542","1,246","1,817","1,591","2,817","1,677","1,507","2,502","2,554","1,990","2,116","2,753","1,443","2,076","2,435","2,870","2,183","4,231","2,921","2,116","1,245",665
2020,3,50,"50,234","1,215","1,817","1,200","1,405","1,960","1,981","1,296","1,738","1,533","3,380","1,682","1,621","2,364","2,158","2,344","1,907","2,614","1,647","1,733","2,463","1,587","1,983","2,525","2,560","1,434","1,259",828
2020,3,60,"38,632","1,110","1,546",911,"1,138","1,628","1,584",889,"1,432","1,127","2,674","1,383","1,293","1,777","1,598","1,726","1,493","1,885","1,409","1,492","1,756",941,"1,515","1,267","2,143","1,091","1,154",670
2020,3,70,"19,057",579,761,539,667,885,801,435,721,535,"1,207",713,589,893,794,737,609,814,570,781,828,410,747,703,"1,182",564,543,450
2020,3,80,"5,207",174,210,123,170,260,266,131,182,126,332,193,152,249,187,217,103,233,149,290,205,69,206,189,290,139,181,181
2020,3,90,556,13,24,11,19,27,15,17,13,24,44,17,16,27,16,24,11,25,22,32,16,9,20,16,29,20,27,22
2020,3,100,69,3,1,2,7,4,6,1,1,0,2,1,2,0,3,4,1,1,2,3,0,0,2,11,2,5,5,0
2020,4,총,"325,127","7,128","12,200","6,660","8,212","10,386","10,077","7,866","12,287","9,262","19,827","11,859","9,940","15,921","15,137","13,625","13,621","16,433","10,382","13,808","15,089","13,717","13,640","17,534","17,002","10,617","8,198","4,699"
2020,4,0,"27,194",409,"1,079",359,558,575,483,576,683,771,"1,601",672,868,924,877,894,"1,729","1,400",747,898,"1,311","2,398",695,"2,253","1,795","1,567",747,325
2020,4,10,"30,862",510,"1,067",580,772,871,775,896,717,"1,571","1,775",714,"1,000","1,027","1,114","1,024","1,138","1,942",839,785,"1,525","1,716",936,"2,995","2,034","1,192",890,457
2020,4,20,"45,641",962,"1,670",984,974,"1,316","1,345","1,256","2,167","1,207","3,027","2,108","1,425","2,612","2,474","2,170","1,795","2,379","1,666","2,097","2,166","1,354","2,344","1,538","1,945","1,028","1,020",612
2020,4,30,"54,457","1,102","2,046",919,"1,186","1,260","1,301","1,117","2,815",770,"2,955","2,718","1,469","3,556","3,375","2,478","2,690","2,408","1,891","3,604","2,499","2,350","3,004","1,782","2,105","1,445","1,111",501
2020,4,40,"53,128","1,058","1,981","1,022","1,321","1,608","1,502","1,245","1,796","1,588","2,814","1,674","1,512","2,483","2,532","1,973","2,120","2,734","1,436","2,087","2,399","2,878","2,180","4,235","2,918","2,124","1,251",657
2020,4,50,"50,146","1,205","1,817","1,197","1,394","1,953","1,980","1,293","1,741","1,540","3,369","1,670","1,615","2,361","2,158","2,358","1,922","2,599","1,646","1,740","2,421","1,593","1,977","2,535","2,546","1,431","1,266",819
2020,4,60,"38,705","1,116","1,543",924,"1,140","1,617","1,598",898,"1,436","1,125","2,700","1,386","1,286","1,780","1,605","1,737","1,500","1,889","1,408","1,489","1,723",940,"1,521","1,274","2,145","1,094","1,153",678
2020,4,70,"19,099",577,760,537,667,891,800,435,730,540,"1,202",705,591,901,793,744,611,821,577,781,821,411,748,703,"1,190",567,546,450
2020,4,80,"5,258",173,211,125,174,263,272,132,187,125,337,194,156,249,190,219,104,235,148,290,207,68,213,191,291,144,182,178
2020,4,90,568,13,25,11,19,28,15,17,14,25,45,17,16,28,16,24,11,25,22,34,17,9,20,17,31,20,27,22
2020,4,100,69,3,1,2,7,4,6,1,1,0,2,1,2,0,3,4,1,1,2,3,0,0,2,11,2,5,5,0
2020,5,총,"324,643","7,069","12,249","6,660","8,174","10,367","10,098","7,857","12,318","9,228","19,761","11,830","9,944","15,866","15,107","13,594","13,624","16,387","10,372","13,800","14,976","13,729","13,635","17,511","16,994","10,600","8,194","4,699"
2020,5,0,"27,018",403,"1,084",360,556,570,479,580,684,763,"1,576",664,866,899,872,895,"1,738","1,387",735,900,"1,307","2,383",677,"2,236","1,787","1,557",743,317
2020,5,10,"30,738",503,"1,067",577,776,866,777,888,711,"1,563","1,769",706,987,"1,022","1,113","1,013","1,127","1,929",846,772,"1,504","1,739",931,"2,992","2,021","1,192",892,455
2020,5,20,"45,523",947,"1,685",978,961,"1,300","1,350","1,270","2,179","1,201","3,014","2,097","1,412","2,596","2,468","2,159","1,801","2,371","1,654","2,106","2,141","1,356","2,323","1,550","1,954","1,026","1,009",615
2020,5,30,"54,369","1,091","2,073",912,"1,182","1,259","1,299","1,122","2,849",760,"2,939","2,718","1,484","3,523","3,367","2,481","2,679","2,400","1,894","3,589","2,492","2,334","3,035","1,772","2,083","1,427","1,101",504
2020,5,40,"52,983","1,053","1,983","1,027","1,300","1,596","1,502","1,226","1,802","1,577","2,814","1,679","1,500","2,500","2,508","1,957","2,124","2,729","1,435","2,087","2,369","2,888","2,165","4,214","2,921","2,108","1,264",655
2020,5,50,"50,179","1,193","1,819","1,196","1,402","1,962","1,977","1,287","1,723","1,540","3,368","1,658","1,630","2,355","2,171","2,360","1,921","2,599","1,640","1,741","2,408","1,603","1,977","2,548","2,564","1,451","1,266",820
2020,5,60,"38,714","1,113","1,532",929,"1,135","1,616","1,609",901,"1,438","1,126","2,688","1,382","1,287","1,788","1,607","1,730","1,507","1,891","1,414","1,486","1,714",937,"1,537","1,277","2,142","1,100","1,152",676
2020,5,70,"19,184",576,769,540,658,903,808,432,725,546,"1,211",714,603,898,791,749,611,823,580,787,817,411,760,704,"1,194",569,549,456
2020,5,80,"5,294",174,211,127,178,264,275,133,192,126,338,193,157,258,190,221,104,232,150,294,207,69,210,190,292,145,185,179
2020,5,90,570,13,25,12,19,27,16,17,14,26,42,18,16,27,17,25,11,25,22,35,17,9,18,17,33,20,27,22
2020,5,100,71,3,1,2,7,4,6,1,1,0,2,1,2,0,3,4,1,1,2,3,0,0,2,11,3,5,6,0
2020,6,총,"324,317","7,024","12,237","6,671","8,192","10,350","10,099","7,865","12,351","9,199","19,735","11,843","9,939","15,808","15,096","13,576","13,620","16,349","10,355","13,812","14,888","13,746","13,624","17,506","16,950","10,609","8,189","4,684"
2020,6,0,"26,968",403,"1,080",357,564,569,478,581,684,758,"1,581",664,864,896,873,894,"1,739","1,385",736,903,"1,302","2,381",674,"2,217","1,774","1,550",742,319
2020,6,10,"30,645",501,"1,057",575,775,861,766,884,705,"1,555","1,761",713,982,"1,016","1,106","1,003","1,109","1,913",848,774,"1,486","1,755",931,"2,996","2,028","1,197",893,455
2020,6,20,"45,346",944,"1,696",979,961,"1,298","1,350","1,273","2,180","1,189","2,998","2,100","1,398","2,576","2,453","2,140","1,810","2,353","1,647","2,090","2,117","1,340","2,315","1,559","1,936","1,027","1,003",614
2020,6,30,"54,272","1,081","2,060",916,"1,188","1,255","1,296","1,122","2,888",742,"2,933","2,719","1,488","3,515","3,372","2,484","2,675","2,388","1,889","3,596","2,460","2,325","3,029","1,753","2,081","1,425","1,092",500
2020,6,40,"52,942","1,038","1,990","1,024","1,300","1,579","1,506","1,229","1,802","1,579","2,823","1,683","1,509","2,491","2,499","1,958","2,125","2,737","1,415","2,082","2,381","2,906","2,164","4,200","2,899","2,106","1,268",649
2020,6,50,"50,050","1,188","1,805","1,194","1,396","1,967","1,968","1,290","1,729","1,544","3,338","1,650","1,617","2,342","2,155","2,350","1,916","2,582","1,650","1,740","2,388","1,597","1,974","2,565","2,573","1,454","1,266",812
2020,6,60,"38,875","1,108","1,543",940,"1,142","1,629","1,619",906,"1,426","1,133","2,694","1,376","1,301","1,785","1,631","1,748","1,513","1,912","1,410","1,494","1,715",942,"1,541","1,283","2,136","1,107","1,160",681
2020,6,70,"19,269",573,768,543,663,898,813,432,730,544,"1,218",724,605,902,794,753,620,817,586,798,816,421,763,713,"1,196",571,552,456
2020,6,80,"5,317",173,214,129,177,263,281,132,191,129,345,195,158,258,193,217,102,237,150,296,206,70,213,192,291,147,180,178
2020,6,90,561,12,23,12,19,27,16,16,14,26,42,18,15,27,17,25,10,24,22,35,17,9,18,17,33,20,27,20
2020,6,100,72,3,1,2,7,4,6,0,2,0,2,1,2,0,3,4,1,1,2,4,0,0,2,11,3,5,6,0
2020,7,총,"324,307","7,010","12,257","6,624","8,772","10,278","10,051","7,849","12,364","9,189","19,688","11,810","9,934","15,803","15,026","13,521","13,614","16,330","10,338","13,778","14,840","13,773","13,644","17,443","16,914","10,586","8,182","4,689"
2020,7,0,"26,872",403,"1,072",351,642,553,474,571,685,753,"1,568",665,862,880,861,893,"1,747","1,377",729,895,"1,292","2,368",679,"2,188","1,751","1,541",748,324
2020,7,10,"30,628",495,"1,064",572,825,860,747,889,690,"1,555","1,766",706,983,"1,008","1,102",988,"1,095","1,914",838,771,"1,483","1,768",916,"3,008","2,042","1,205",887,451
2020,7,20,"45,232",934,"1,692",972,"1,037","1,281","1,347","1,261","2,192","1,186","2,983","2,099","1,391","2,583","2,423","2,113","1,799","2,343","1,647","2,075","2,099","1,351","2,321","1,553","1,922","1,020",997,611
2020,7,30,"54,179","1,079","2,073",912,"1,260","1,256","1,292","1,118","2,907",742,"2,913","2,710","1,486","3,515","3,357","2,479","2,659","2,367","1,872","3,577","2,463","2,328","3,041","1,730","2,054","1,406","1,077",506
2020,7,40,"53,020","1,035","2,002","1,017","1,392","1,554","1,496","1,237","1,801","1,565","2,824","1,674","1,508","2,499","2,500","1,947","2,141","2,749","1,426","2,092","2,381","2,914","2,154","4,170","2,899","2,117","1,279",647
2020,7,50,"50,011","1,185","1,802","1,187","1,499","1,960","1,956","1,287","1,722","1,550","3,321","1,643","1,617","2,322","2,138","2,339","1,910","2,576","1,647","1,739","2,371","1,598","1,977","2,572","2,570","1,447","1,261",815
2020,7,60,"38,981","1,116","1,540",927,"1,216","1,619","1,625",913,"1,428","1,137","2,700","1,369","1,301","1,803","1,631","1,749","1,519","1,915","1,405","1,484","1,712",946,"1,553","1,286","2,141","1,108","1,158",680
2020,7,70,"19,407",576,773,540,692,900,811,432,728,548,"1,227",728,611,909,801,763,631,824,599,805,812,415,770,719,"1,203",573,560,457
2020,7,80,"5,343",171,216,132,183,263,282,126,196,128,339,197,157,257,194,221,101,240,152,300,208,76,212,190,297,144,182,179
2020,7,90,562,13,22,12,19,28,15,15,13,25,45,18,16,27,16,25,11,24,21,36,19,9,19,16,32,20,27,19
2020,7,100,72,3,1,2,7,4,6,0,2,0,2,1,2,0,3,4,1,1,2,4,0,0,2,11,3,5,6,0
2020,8,총,"324,134","6,999","12,230","6,642","9,262","10,239","10,008","7,835","12,373","9,186","19,606","11,756","9,939","15,721","14,995","13,497","13,585","16,300","10,294","13,746","14,810","13,814","13,637","17,399","16,878","10,562","8,157","4,664"
2020,8,0,"26,752",409,"1,065",351,698,549,463,564,678,753,"1,560",654,862,863,854,884,"1,752","1,376",717,887,"1,280","2,345",672,"2,182","1,750","1,524",742,318
2020,8,10,"30,519",491,"1,053",573,853,852,738,889,685,"1,547","1,762",704,975,"1,007","1,096",982,"1,095","1,898",831,774,"1,477","1,782",911,"2,982","2,028","1,207",883,444
2020,8,20,"45,206",928,"1,702",981,"1,118","1,272","1,336","1,261","2,205","1,184","2,959","2,106","1,392","2,558","2,428","2,113","1,792","2,331","1,646","2,054","2,094","1,368","2,312","1,548","1,905","1,011",993,609
2020,8,30,"54,005","1,071","2,074",917,"1,332","1,254","1,295","1,112","2,922",740,"2,881","2,675","1,489","3,488","3,343","2,448","2,632","2,371","1,846","3,576","2,455","2,317","3,039","1,728","2,034","1,399","1,071",496
2020,8,40,"52,975","1,031","1,974","1,013","1,466","1,534","1,476","1,235","1,802","1,555","2,814","1,659","1,506","2,484","2,503","1,955","2,150","2,741","1,430","2,085","2,390","2,927","2,161","4,154","2,894","2,107","1,283",646
2020,8,50,"50,013","1,186","1,810","1,184","1,592","1,961","1,950","1,278","1,713","1,554","3,301","1,646","1,609","2,309","2,121","2,346","1,894","2,553","1,632","1,730","2,358","1,617","1,980","2,582","2,581","1,459","1,258",809
2020,8,60,"39,178","1,117","1,534",938,"1,270","1,621","1,636",916,"1,426","1,149","2,709","1,365","1,317","1,811","1,636","1,745","1,536","1,934","1,417","1,492","1,714",953,"1,556","1,290","2,145","1,117","1,151",683
2020,8,70,"19,464",580,777,535,713,903,813,439,729,548,"1,231",728,615,914,800,771,623,827,598,804,811,421,772,714,"1,210",569,560,459
2020,8,80,"5,377",169,216,134,196,263,281,126,196,130,341,200,156,260,195,224,98,240,155,303,211,76,213,192,295,144,183,180
2020,8,90,572,14,24,14,17,26,14,15,15,26,46,18,16,27,16,25,12,28,19,37,20,8,19,16,33,20,27,20
2020,8,100,73,3,1,2,7,4,6,0,2,0,2,1,2,0,3,4,1,1,3,4,0,0,2,11,3,5,6,0
2020,9,총,"323,646","6,975","12,216","6,629","9,402","10,191","10,019","7,817","12,328","9,169","19,503","11,759","9,942","15,673","14,964","13,454","13,549","16,246","10,279","13,694","14,750","13,860","13,599","17,413","16,872","10,546","8,143","4,654"
2020,9,0,"26,628",406,"1,054",357,702,540,466,561,665,741,"1,544",655,860,852,849,882,"1,746","1,361",711,881,"1,271","2,356",672,"2,183","1,749","1,518",733,313
2020,9,10,"30,458",487,"1,047",567,861,854,735,879,677,"1,550","1,747",696,967,"1,002","1,087",988,"1,091","1,892",818,780,"1,474","1,786",915,"2,990","2,029","1,208",890,441
2020,9,20,"45,107",931,"1,710",974,"1,135","1,246","1,341","1,267","2,204","1,181","2,944","2,107","1,389","2,549","2,429","2,095","1,771","2,313","1,661","2,029","2,083","1,382","2,301","1,548","1,908","1,008",984,617
2020,9,30,"53,738","1,060","2,064",927,"1,373","1,250","1,294","1,105","2,897",736,"2,854","2,677","1,490","3,471","3,322","2,428","2,618","2,351","1,860","3,544","2,452","2,311","3,018","1,709","2,005","1,373","1,060",489
2020,9,40,"52,856","1,016","1,976","1,002","1,471","1,525","1,473","1,238","1,793","1,543","2,797","1,661","1,506","2,482","2,501","1,928","2,143","2,734","1,409","2,089","2,377","2,943","2,161","4,142","2,900","2,119","1,287",640
2020,9,50,"49,964","1,192","1,811","1,185","1,616","1,952","1,933","1,272","1,713","1,551","3,288","1,643","1,610","2,299","2,122","2,348","1,896","2,556","1,615","1,724","2,335","1,613","1,986","2,606","2,586","1,453","1,253",806
2020,9,60,"39,309","1,116","1,535",935,"1,297","1,627","1,658",910,"1,430","1,157","2,704","1,373","1,325","1,812","1,639","1,761","1,540","1,948","1,432","1,493","1,715",955,"1,535","1,295","2,151","1,124","1,159",683
2020,9,70,"19,515",576,776,531,722,899,815,443,736,555,"1,236",723,620,913,798,769,633,825,596,810,811,429,774,719,"1,215",570,560,461
2020,9,80,"5,424",173,218,135,203,266,284,125,196,130,343,203,157,266,198,226,98,237,155,301,213,77,216,194,294,147,184,185
2020,9,90,574,15,23,15,15,28,14,17,15,25,44,20,16,27,16,25,12,28,19,39,19,8,19,16,32,21,27,19
2020,9,100,73,3,2,1,7,4,6,0,2,0,2,1,2,0,3,4,1,1,3,4,0,0,2,11,3,5,6,0
2020,10,총,"322,942","6,934","12,188","6,623","9,449","10,164","9,981","7,812","12,298","9,142","19,361","11,718","9,941","15,624","14,954","13,451","13,550","16,264","10,232","13,600","14,684","13,895","13,582","17,352","16,845","10,515","8,149","4,634"
2020,10,0,"26,455",404,"1,056",355,711,535,458,551,660,743,"1,518",643,855,844,840,876,"1,757","1,362",702,856,"1,255","2,352",664,"2,179","1,737","1,500",733,309
2020,10,10,"30,332",482,"1,036",557,856,852,735,880,678,"1,542","1,729",692,961,"1,004","1,077",988,"1,080","1,902",814,765,"1,457","1,790",905,"2,974","2,041","1,203",896,436
2020,10,20,"45,004",929,"1,695",976,"1,146","1,250","1,331","1,258","2,174","1,173","2,929","2,092","1,395","2,555","2,442","2,073","1,770","2,303","1,649","2,032","2,076","1,392","2,289","1,556","1,907","1,012",978,622
2020,10,30,"53,387","1,033","2,068",937,"1,361","1,241","1,287","1,111","2,897",728,"2,817","2,661","1,481","3,441","3,314","2,428","2,591","2,348","1,846","3,503","2,433","2,305","3,013","1,685","1,973","1,357","1,058",470
2020,10,40,"52,756","1,005","1,963",992,"1,493","1,513","1,472","1,238","1,794","1,527","2,777","1,658","1,512","2,463","2,486","1,940","2,148","2,728","1,417","2,074","2,364","2,958","2,168","4,107","2,911","2,114","1,299",635
2020,10,50,"49,880","1,199","1,802","1,180","1,625","1,949","1,919","1,271","1,716","1,553","3,262","1,636","1,615","2,298","2,125","2,335","1,888","2,570","1,595","1,728","2,321","1,628","1,979","2,607","2,584","1,448","1,236",811
2020,10,60,"39,432","1,114","1,549",936,"1,300","1,633","1,663",914,"1,435","1,159","2,694","1,380","1,323","1,806","1,650","1,776","1,560","1,956","1,430","1,483","1,735",955,"1,548","1,294","2,156","1,128","1,172",683
2020,10,70,"19,579",577,776,536,729,896,811,445,731,558,"1,242",728,621,915,802,763,645,831,600,816,809,429,776,724,"1,209",581,563,466
2020,10,80,"5,461",172,218,138,206,263,285,127,195,133,346,207,160,270,200,242,98,234,156,299,214,77,219,198,293,146,181,184
2020,10,90,584,16,23,15,15,28,14,17,16,26,45,20,16,28,15,26,12,29,20,41,20,9,19,17,31,21,27,18
2020,10,100,72,3,2,1,7,4,6,0,2,0,2,1,2,0,3,4,1,1,3,3,0,0,2,11,3,5,6,0
2020,11,총,"322,663","6,876","12,156","6,599","9,466","10,148","9,945","7,790","12,305","9,109","19,229","11,679","9,926","15,563","14,923","13,446","13,555","16,252","10,233","13,554","14,648","14,282","13,542","17,319","16,865","10,494","8,131","4,628"
2020,11,0,"26,320",394,"1,040",356,718,528,458,543,655,720,"1,498",638,842,835,830,867,"1,765","1,337",704,845,"1,247","2,423",654,"2,160","1,733","1,486",735,309
2020,11,10,"30,310",477,"1,039",548,841,851,728,876,678,"1,558","1,718",679,969,995,"1,073",985,"1,074","1,901",807,763,"1,441","1,854",902,"2,969","2,052","1,208",895,429
2020,11,20,"44,887",910,"1,684",978,"1,157","1,241","1,324","1,261","2,184","1,167","2,904","2,084","1,375","2,550","2,417","2,055","1,762","2,298","1,652","2,017","2,085","1,435","2,283","1,550","1,900","1,019",970,625
2020,11,30,"53,244","1,014","2,054",941,"1,371","1,250","1,280","1,093","2,911",715,"2,803","2,660","1,471","3,415","3,320","2,438","2,566","2,354","1,843","3,485","2,428","2,351","3,015","1,665","1,947","1,332","1,055",467
2020,11,40,"52,702","1,004","1,975",982,"1,484","1,491","1,462","1,236","1,792","1,515","2,749","1,651","1,525","2,446","2,489","1,933","2,158","2,732","1,408","2,088","2,351","3,027","2,146","4,087","2,930","2,123","1,295",623
2020,11,50,"49,859","1,188","1,791","1,174","1,625","1,952","1,900","1,273","1,706","1,552","3,238","1,618","1,616","2,295","2,119","2,340","1,897","2,552","1,597","1,728","2,317","1,674","1,974","2,632","2,599","1,446","1,237",819
2020,11,60,"39,532","1,120","1,552",937,"1,311","1,637","1,679",913,"1,439","1,163","2,683","1,395","1,329","1,811","1,653","1,793","1,570","1,955","1,438","1,463","1,742",981,"1,547","1,297","2,155","1,124","1,167",678
2020,11,70,"19,668",574,778,526,727,900,809,449,730,562,"1,242",726,621,915,807,761,650,854,604,822,802,449,782,735,"1,223",585,564,471
2020,11,80,"5,484",176,218,141,207,266,285,129,192,133,347,207,160,273,195,244,100,239,159,302,215,78,217,196,293,145,179,188
2020,11,90,583,16,23,15,17,28,14,17,16,24,45,20,16,28,17,26,12,29,17,38,20,10,20,17,30,21,28,19
2020,11,100,74,3,2,1,8,4,6,0,2,0,2,1,2,0,3,4,1,1,4,3,0,0,2,11,3,5,6,0
2020,12,총,"322,299","6,829","12,133","6,579","9,451","10,071","9,919","7,803","12,316","9,090","19,152","11,629","9,908","15,501","14,838","13,410","13,505","16,240","10,203","13,608","14,627","14,751","13,495","17,248","16,824","10,438","8,119","4,612"
2020,12,0,"26,202",386,"1,034",354,708,517,454,545,656,717,"1,485",632,839,828,813,851,"1,759","1,345",700,840,"1,237","2,494",645,"2,135","1,718","1,468",730,312
2020,12,10,"30,245",468,"1,034",541,842,828,715,869,669,"1,554","1,709",681,968,981,"1,066",981,"1,068","1,884",801,769,"1,439","1,933",903,"2,936","2,061","1,216",902,427
2020,12,20,"44,784",904,"1,686",974,"1,155","1,242","1,328","1,270","2,194","1,151","2,896","2,064","1,373","2,554","2,409","2,054","1,752","2,308","1,637","2,036","2,077","1,468","2,255","1,555","1,874","1,002",953,613
