년도,월,나이,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2020,2,총,"228,405","9,020","12,897","8,964","8,377","12,977","7,602","8,372","9,740","12,062","7,816","13,493","19,314","8,743","20,359","14,038","10,385","10,375","6,925","8,957","17,989"
2020,2,0,"14,972",437,607,318,470,"1,062",243,494,709,767,356,888,"2,073",700,"1,422","1,119",580,526,306,891,"1,004"
2020,2,10,"19,123",585,986,593,769,"1,478",461,528,932,942,507,"1,081","2,501",672,"1,788","1,389",775,799,469,743,"1,125"
2020,2,20,"34,073","1,491","2,418","2,880","1,143","1,486","2,285","1,461","1,163","1,569","1,303","1,605","1,820","1,109","2,722","1,581","1,982","1,428",873,"1,131","2,623"
2020,2,30,"30,983","1,354","1,827","1,344","1,046","1,683",958,"1,346","1,422","1,519",859,"1,811","2,801","1,338","2,701","1,852","1,362","1,131",748,"1,468","2,413"
2020,2,40,"36,618","1,368","2,009","1,109","1,241","2,471",881,"1,256","1,705","1,882","1,032","2,206","4,186","1,572","3,388","2,393","1,469","1,535",937,"1,392","2,586"
2020,2,50,"35,518","1,460","1,924",963,"1,455","2,083","1,077","1,356","1,460","1,991","1,222","2,180","2,387","1,341","3,184","2,150","1,510","2,029","1,260","1,403","3,083"
2020,2,60,"28,227","1,051","1,437",804,"1,146","1,374",776,963,"1,145","1,748","1,179","1,906","1,756","1,063","2,419","1,820","1,310","1,509","1,130","1,062","2,629"
2020,2,70,"18,856",792,"1,104",630,713,833,602,612,792,"1,096",871,"1,230","1,165",629,"1,660","1,164",899,935,795,593,"1,741"
2020,2,80,"8,329",388,485,261,346,420,269,288,344,455,394,483,515,265,889,476,415,414,321,224,677
2020,2,90,"1,434",87,75,49,41,79,41,58,56,78,86,86,91,40,158,76,73,59,62,40,99
2020,2,100,272,7,25,13,7,8,9,10,12,15,7,17,19,14,28,18,10,10,24,10,9
2020,3,총,"228,568","9,034","12,765","8,961","8,356","12,970","7,638","8,394","9,754","12,085","7,828","13,499","19,270","8,840","20,351","14,010","10,394","10,403","6,964","8,997","18,055"
2020,3,0,"14,914",442,603,307,465,"1,051",245,496,710,770,352,877,"2,062",709,"1,404","1,113",576,525,308,895,"1,004"
2020,3,10,"19,144",584,986,599,768,"1,463",474,529,939,942,511,"1,073","2,507",678,"1,784","1,377",785,803,469,747,"1,126"
2020,3,20,"34,344","1,486","2,431","2,901","1,143","1,503","2,305","1,472","1,158","1,584","1,306","1,628","1,817","1,133","2,743","1,587","1,995","1,441",904,"1,145","2,662"
2020,3,30,"30,840","1,350","1,782","1,340","1,039","1,677",948,"1,338","1,423","1,516",848,"1,799","2,771","1,342","2,712","1,833","1,348","1,130",752,"1,476","2,416"
2020,3,40,"36,493","1,369","1,978","1,094","1,236","2,469",863,"1,254","1,700","1,873","1,034","2,200","4,161","1,595","3,356","2,397","1,460","1,533",936,"1,393","2,592"
2020,3,50,"35,505","1,457","1,890",965,"1,444","2,094","1,100","1,362","1,458","1,977","1,217","2,179","2,392","1,360","3,186","2,133","1,512","2,044","1,252","1,396","3,087"
2020,3,60,"28,333","1,057","1,424",799,"1,153","1,376",777,973,"1,160","1,761","1,192","1,921","1,764","1,064","2,418","1,822","1,328","1,510","1,130","1,076","2,628"
2020,3,70,"18,875",805,"1,083",634,707,831,603,611,787,"1,108",872,"1,225","1,168",633,"1,666","1,175",894,929,801,592,"1,751"
2020,3,80,"8,395",387,486,262,348,418,271,291,353,458,403,495,515,270,892,477,414,423,325,227,680
2020,3,90,"1,449",90,76,48,45,80,43,58,55,80,86,83,93,42,162,78,72,56,63,39,100
2020,3,100,276,7,26,12,8,8,9,10,11,16,7,19,20,14,28,18,10,9,24,11,9
2020,4,총,"228,431","9,031","12,659","8,964","8,324","12,952","7,641","8,360","9,775","12,102","7,857","13,487","19,219","8,824","20,331","14,004","10,439","10,399","7,015","8,992","18,056"
2020,4,0,"14,840",435,597,305,462,"1,050",240,501,708,764,352,878,"2,046",710,"1,394","1,106",577,515,308,892,"1,000"
2020,4,10,"19,041",586,994,585,765,"1,444",466,521,926,942,517,"1,069","2,509",668,"1,775","1,370",787,795,472,734,"1,116"
2020,4,20,"34,396","1,479","2,381","2,905","1,143","1,511","2,333","1,456","1,181","1,593","1,334","1,622","1,810","1,125","2,744","1,573","1,991","1,463",922,"1,151","2,679"
2020,4,30,"30,800","1,338","1,768","1,336","1,036","1,684",935,"1,341","1,411","1,520",853,"1,801","2,752","1,335","2,701","1,848","1,374","1,121",765,"1,477","2,404"
2020,4,40,"36,342","1,371","1,966","1,092","1,216","2,451",867,"1,238","1,707","1,875","1,023","2,189","4,146","1,600","3,337","2,375","1,453","1,529",936,"1,386","2,585"
2020,4,50,"35,520","1,451","1,869",978,"1,444","2,100","1,095","1,362","1,464","1,973","1,219","2,176","2,400","1,354","3,194","2,147","1,521","2,036","1,251","1,394","3,092"
2020,4,60,"28,422","1,074","1,424",808,"1,149","1,370",778,969,"1,166","1,764","1,194","1,917","1,760","1,074","2,429","1,832","1,342","1,510","1,146","1,080","2,636"
2020,4,70,"18,885",808,"1,070",631,709,837,597,613,786,"1,112",868,"1,230","1,170",637,"1,661","1,169",899,937,803,600,"1,748"
2020,4,80,"8,454",389,488,265,349,416,276,290,362,462,404,501,515,266,907,487,410,428,326,224,689
2020,4,90,"1,448",93,75,46,43,81,44,58,53,81,85,85,91,41,161,77,75,56,62,43,98
2020,4,100,283,7,27,13,8,8,10,11,11,16,8,19,20,14,28,20,10,9,24,11,9
2020,5,총,"228,534","9,041","12,637","9,018","8,294","12,934","7,643","8,351","9,778","12,109","7,880","13,454","19,206","8,830","20,321","14,011","10,460","10,396","7,055","9,036","18,080"
2020,5,0,"14,771",434,592,303,460,"1,051",242,497,716,767,347,865,"2,036",706,"1,381","1,100",574,512,306,889,993
2020,5,10,"18,987",581,990,582,753,"1,430",453,523,928,932,517,"1,072","2,509",667,"1,770","1,375",785,792,473,738,"1,117"
2020,5,20,"34,530","1,480","2,385","2,941","1,132","1,511","2,364","1,446","1,163","1,590","1,353","1,620","1,815","1,124","2,744","1,578","2,018","1,471",949,"1,160","2,686"
2020,5,30,"30,799","1,343","1,761","1,354","1,032","1,671",918,"1,341","1,424","1,526",853,"1,796","2,738","1,324","2,703","1,843","1,371","1,105",784,"1,490","2,422"
2020,5,40,"36,272","1,384","1,965","1,092","1,209","2,439",872,"1,236","1,704","1,871","1,019","2,178","4,151","1,592","3,336","2,367","1,439","1,517",935,"1,394","2,572"
2020,5,50,"35,521","1,449","1,860",973,"1,436","2,101","1,089","1,361","1,456","1,979","1,228","2,169","2,410","1,370","3,185","2,153","1,528","2,037","1,243","1,393","3,101"
2020,5,60,"28,483","1,067","1,420",820,"1,160","1,384",780,969,"1,165","1,751","1,194","1,918","1,758","1,078","2,429","1,842","1,348","1,524","1,156","1,089","2,631"
2020,5,70,"18,935",811,"1,073",624,709,839,594,621,795,"1,124",867,"1,227","1,172",645,"1,668","1,167",906,939,797,605,"1,752"
2020,5,80,"8,490",389,491,269,350,412,279,285,365,472,410,503,506,270,910,493,407,431,325,223,700
2020,5,90,"1,462",96,73,47,45,88,42,61,51,81,84,87,91,40,167,73,74,58,63,44,97
2020,5,100,284,7,27,13,8,8,10,11,11,16,8,19,20,14,28,20,10,10,24,11,9
2020,6,총,"228,381","9,014","12,578","9,059","8,274","12,918","7,646","8,330","9,780","12,116","7,885","13,392","19,163","8,860","20,299","14,001","10,462","10,400","7,103","9,034","18,067"
2020,6,0,"14,708",439,582,299,457,"1,045",239,498,718,761,349,867,"2,013",704,"1,367","1,087",565,517,314,890,997
2020,6,10,"18,906",579,980,581,741,"1,431",447,523,934,927,516,"1,063","2,493",676,"1,762","1,370",765,791,475,733,"1,119"
2020,6,20,"34,634","1,473","2,373","2,989","1,128","1,507","2,384","1,427","1,157","1,590","1,370","1,608","1,827","1,122","2,756","1,589","2,055","1,463",962,"1,169","2,685"
2020,6,30,"30,702","1,344","1,745","1,355","1,026","1,665",923,"1,336","1,418","1,532",845,"1,784","2,713","1,326","2,681","1,826","1,368","1,115",800,"1,485","2,415"
2020,6,40,"36,224","1,364","1,951","1,086","1,212","2,431",858,"1,241","1,703","1,874","1,025","2,169","4,153","1,581","3,354","2,365","1,429","1,515",944,"1,402","2,567"
2020,6,50,"35,406","1,444","1,854",972,"1,435","2,104","1,086","1,355","1,457","1,968","1,218","2,167","2,411","1,382","3,165","2,153","1,519","2,018","1,235","1,378","3,085"
2020,6,60,"28,559","1,072","1,418",818,"1,159","1,392",788,979,"1,157","1,765","1,190","1,912","1,764","1,086","2,436","1,842","1,359","1,532","1,162","1,092","2,636"
2020,6,70,"18,971",803,"1,078",627,711,839,593,618,803,"1,124",863,"1,215","1,175",653,"1,675","1,180",909,949,794,608,"1,754"
2020,6,80,"8,512",389,496,273,352,404,276,282,365,478,415,500,505,276,908,496,410,431,331,223,702
2020,6,90,"1,477",100,74,47,45,92,42,60,57,81,86,88,91,40,167,73,73,59,61,43,98
2020,6,100,282,7,27,12,8,8,10,11,11,16,8,19,18,14,28,20,10,10,25,11,9
2020,7,총,"228,155","9,003","12,548","9,039","8,245","12,923","7,604","8,350","9,786","12,112","7,875","13,376","19,155","8,877","20,258","14,000","10,440","10,390","7,075","9,010","18,089"
2020,7,0,"14,638",427,581,298,461,"1,031",230,501,708,751,346,863,"2,016",708,"1,364","1,076",558,508,316,887,"1,008"
2020,7,10,"18,800",575,969,573,735,"1,449",439,518,934,918,507,"1,060","2,484",679,"1,737","1,380",755,785,468,724,"1,111"
2020,7,20,"34,619","1,468","2,370","2,994","1,115","1,506","2,378","1,441","1,161","1,604","1,373","1,601","1,825","1,121","2,751","1,593","2,045","1,471",956,"1,168","2,678"
2020,7,30,"30,589","1,337","1,739","1,344","1,021","1,652",924,"1,336","1,410","1,524",840,"1,776","2,693","1,327","2,657","1,811","1,363","1,116",808,"1,487","2,424"
2020,7,40,"36,158","1,366","1,944","1,089","1,197","2,447",856,"1,236","1,710","1,877","1,019","2,156","4,155","1,580","3,350","2,348","1,431","1,512",932,"1,393","2,560"
2020,7,50,"35,365","1,443","1,838",968,"1,438","2,094","1,073","1,348","1,448","1,968","1,220","2,175","2,415","1,385","3,157","2,162","1,524","2,018","1,228","1,372","3,091"
2020,7,60,"28,652","1,086","1,434",808,"1,156","1,401",785,991,"1,171","1,766","1,187","1,918","1,775","1,089","2,457","1,844","1,360","1,530","1,159","1,096","2,639"
2020,7,70,"19,024",798,"1,074",630,715,839,587,625,814,"1,132",871,"1,217","1,171",660,"1,678","1,196",908,951,795,604,"1,759"
2020,7,80,"8,539",393,497,273,353,406,278,284,364,472,419,501,511,273,910,500,414,430,326,226,709
2020,7,90,"1,487",103,75,50,46,90,44,59,55,84,86,90,91,41,168,71,72,58,61,42,101
2020,7,100,284,7,27,12,8,8,10,11,11,16,7,19,19,14,29,19,10,11,26,11,9
2020,8,총,"227,836","9,037","12,496","9,039","8,216","12,902","7,586","8,320","9,772","12,094","7,835","13,332","19,146","8,885","20,261","13,967","10,436","10,401","7,079","8,997","18,035"
2020,8,0,"14,484",428,570,296,450,"1,015",229,496,701,744,331,849,"2,008",701,"1,340","1,062",558,495,320,884,"1,007"
2020,8,10,"18,726",580,957,568,727,"1,438",439,514,938,918,498,"1,058","2,480",689,"1,731","1,378",757,781,460,713,"1,102"
2020,8,20,"34,715","1,489","2,366","3,009","1,118","1,504","2,395","1,437","1,164","1,610","1,375","1,589","1,827","1,118","2,765","1,595","2,056","1,480",975,"1,178","2,665"
2020,8,30,"30,466","1,330","1,726","1,346","1,016","1,653",919,"1,324","1,402","1,519",834,"1,765","2,668","1,330","2,664","1,807","1,353","1,124",805,"1,469","2,412"
2020,8,40,"35,996","1,355","1,940","1,072","1,173","2,435",846,"1,224","1,704","1,866","1,006","2,145","4,164","1,572","3,347","2,333","1,426","1,506",940,"1,394","2,548"
2020,8,50,"35,310","1,457","1,835",975,"1,447","2,103","1,055","1,353","1,441","1,956","1,218","2,154","2,412","1,386","3,155","2,156","1,525","2,018","1,219","1,371","3,074"
2020,8,60,"28,795","1,095","1,433",808,"1,157","1,408",777,999,"1,184","1,781","1,189","1,942","1,792","1,096","2,475","1,843","1,360","1,550","1,144","1,109","2,653"
2020,8,70,"18,981",794,"1,065",630,720,833,593,620,806,"1,134",868,"1,213","1,173",658,"1,670","1,202",905,941,796,595,"1,765"
2020,8,80,"8,567",399,500,272,353,415,278,282,367,467,420,506,504,277,915,502,412,433,333,230,702
2020,8,90,"1,510",103,77,51,47,90,45,60,53,83,89,92,99,44,169,71,74,62,61,42,98
2020,8,100,286,7,27,12,8,8,10,11,12,16,7,19,19,14,30,18,10,11,26,12,9
2020,9,총,"227,568","9,052","12,457","9,044","8,194","12,904","7,557","8,280","9,752","12,120","7,862","13,319","19,128","8,860","20,232","13,955","10,373","10,383","7,069","9,002","18,025"
2020,9,0,"14,402",427,570,294,447,"1,015",226,502,685,753,334,831,"1,980",700,"1,333","1,057",549,492,317,889,"1,001"
2020,9,10,"18,598",578,956,542,712,"1,423",426,501,936,919,500,"1,063","2,491",681,"1,720","1,372",745,773,457,709,"1,094"
2020,9,20,"34,729","1,507","2,361","3,038","1,124","1,519","2,401","1,421","1,163","1,607","1,378","1,577","1,835","1,112","2,761","1,595","2,055","1,468",975,"1,182","2,650"
2020,9,30,"30,427","1,333","1,709","1,352","1,002","1,645",916,"1,319","1,393","1,530",843,"1,765","2,648","1,325","2,658","1,823","1,330","1,128",802,"1,469","2,437"
2020,9,40,"35,801","1,345","1,927","1,064","1,182","2,422",831,"1,216","1,700","1,865","1,011","2,132","4,147","1,563","3,324","2,308","1,414","1,498",939,"1,386","2,527"
2020,9,50,"35,352","1,468","1,827",979,"1,441","2,103","1,046","1,355","1,437","1,960","1,218","2,165","2,433","1,394","3,170","2,160","1,517","2,022","1,221","1,367","3,069"
2020,9,60,"28,884","1,100","1,436",806,"1,160","1,426",789,994,"1,192","1,786","1,191","1,948","1,793","1,097","2,478","1,850","1,355","1,558","1,132","1,120","2,673"
2020,9,70,"18,954",784,"1,066",629,720,833,588,624,809,"1,124",872,"1,213","1,171",652,"1,669","1,199",907,933,805,599,"1,757"
2020,9,80,"8,624",402,502,278,350,419,278,278,372,477,421,512,513,279,920,500,416,438,332,226,711
2020,9,90,"1,513",101,77,50,48,91,46,59,53,83,87,94,98,44,169,73,75,63,63,43,96
2020,9,100,284,7,26,12,8,8,10,11,12,16,7,19,19,13,30,18,10,10,26,12,10
2020,10,총,"227,193","9,016","12,401","9,047","8,179","12,902","7,545","8,225","9,725","12,118","7,850","13,275","19,131","8,859","20,234","13,906","10,377","10,378","7,041","8,968","18,016"
2020,10,0,"14,310",417,572,295,444,"1,012",224,500,672,743,317,818,"1,976",701,"1,336","1,049",544,493,317,885,995
2020,10,10,"18,457",565,928,536,707,"1,416",416,501,934,929,485,"1,049","2,496",676,"1,703","1,362",746,772,444,707,"1,085"
2020,10,20,"34,695","1,504","2,368","3,028","1,115","1,524","2,418","1,399","1,159","1,602","1,392","1,578","1,834","1,111","2,771","1,573","2,057","1,470",970,"1,179","2,643"
2020,10,30,"30,339","1,328","1,703","1,364","1,006","1,637",908,"1,310","1,377","1,532",832,"1,750","2,627","1,322","2,659","1,828","1,332","1,131",806,"1,454","2,433"
2020,10,40,"35,648","1,339","1,910","1,059","1,173","2,413",821,"1,206","1,693","1,868","1,013","2,132","4,149","1,560","3,293","2,289","1,411","1,491",941,"1,381","2,506"
2020,10,50,"35,277","1,465","1,815",983,"1,439","2,106","1,049","1,344","1,438","1,936","1,220","2,158","2,434","1,394","3,184","2,157","1,504","2,010","1,203","1,374","3,064"
2020,10,60,"29,011","1,100","1,438",815,"1,165","1,432",787,991,"1,204","1,793","1,203","1,947","1,803","1,103","2,489","1,851","1,370","1,565","1,141","1,112","2,702"
2020,10,70,"18,977",787,"1,059",623,721,839,586,625,807,"1,132",872,"1,222","1,178",653,"1,672","1,205",909,933,795,593,"1,766"
2020,10,80,"8,679",404,506,283,351,423,279,280,375,482,421,509,514,281,931,502,419,438,337,228,716
2020,10,90,"1,516",99,77,49,50,92,47,59,54,85,88,93,100,45,166,72,75,64,61,43,97
2020,10,100,284,8,25,12,8,8,10,10,12,16,7,19,20,13,30,18,10,11,26,12,9
2020,11,총,"226,762","9,022","12,385","9,049","8,161","12,905","7,521","8,168","9,695","12,139","7,865","13,260","19,088","8,834","20,211","13,918","10,366","10,365","6,994","8,834","17,982"
2020,11,0,"14,209",415,566,291,437,"1,008",220,497,665,752,315,811,"1,970",692,"1,330","1,037",539,481,314,883,986
2020,11,10,"18,328",556,921,528,695,"1,419",405,497,932,927,475,"1,045","2,487",679,"1,694","1,367",738,763,441,697,"1,062"
2020,11,20,"34,703","1,515","2,353","3,046","1,114","1,533","2,424","1,380","1,154","1,607","1,422","1,575","1,824","1,111","2,766","1,575","2,064","1,480",958,"1,163","2,639"
2020,11,30,"30,196","1,322","1,709","1,351","1,010","1,623",895,"1,295","1,369","1,543",833,"1,734","2,607","1,308","2,640","1,840","1,325","1,117",794,"1,440","2,441"
2020,11,40,"35,554","1,349","1,902","1,062","1,176","2,407",822,"1,195","1,687","1,852","1,004","2,130","4,144","1,554","3,288","2,288","1,420","1,492",920,"1,369","2,493"
2020,11,50,"35,231","1,465","1,818",984,"1,427","2,112","1,039","1,336","1,436","1,946","1,219","2,155","2,435","1,403","3,188","2,167","1,493","2,006","1,203","1,343","3,056"
2020,11,60,"29,085","1,106","1,443",820,"1,170","1,438",794,998,"1,203","1,793","1,209","1,959","1,801","1,105","2,506","1,847","1,379","1,574","1,145","1,091","2,704"
2020,11,70,"18,935",785,"1,062",618,719,831,585,622,811,"1,135",864,"1,221","1,185",640,"1,671","1,201",906,937,794,573,"1,775"
2020,11,80,"8,708",404,509,286,354,432,280,281,372,484,428,512,512,284,929,505,417,437,340,223,719
2020,11,90,"1,529",97,77,51,51,94,47,57,54,84,89,99,103,45,169,73,75,67,59,40,98
2020,11,100,284,8,25,12,8,8,10,10,12,16,7,19,20,13,30,18,10,11,26,12,9
2020,12,총,"226,343","8,999","12,342","9,061","8,144","12,898","7,483","8,152","9,669","12,130","7,848","13,229","19,079","8,799","20,192","13,896","10,342","10,396","7,004","8,690","17,990"
2020,12,0,"14,099",407,559,296,434,"1,001",218,493,663,751,313,794,"1,958",683,"1,320","1,031",523,482,307,871,995
2020,12,10,"18,227",551,896,524,688,"1,416",403,491,921,922,466,"1,042","2,497",671,"1,690","1,361",731,772,444,690,"1,051"
2020,12,20,"34,753","1,528","2,370","3,058","1,117","1,536","2,428","1,376","1,152","1,612","1,428","1,577","1,824","1,110","2,774","1,582","2,058","1,480",965,"1,143","2,635"
2020,12,30,"30,070","1,323","1,694","1,358","1,002","1,622",883,"1,293","1,353","1,546",837,"1,703","2,596","1,297","2,631","1,832","1,323","1,127",795,"1,413","2,442"
2020,12,40,"35,415","1,340","1,894","1,063","1,176","2,388",820,"1,187","1,670","1,837",989,"2,136","4,134","1,543","3,274","2,283","1,418","1,509",916,"1,353","2,485"
2020,12,50,"35,174","1,459","1,829",975,"1,420","2,112","1,031","1,334","1,448","1,937","1,222","2,160","2,431","1,404","3,194","2,154","1,492","1,988","1,199","1,327","3,058"
2020,12,60,"29,150","1,100","1,432",822,"1,167","1,449",789,"1,007","1,210","1,803","1,209","1,959","1,817","1,108","2,520","1,858","1,387","1,585","1,154","1,061","2,713"
2020,12,70,"18,906",784,"1,059",613,723,828,579,621,808,"1,137",861,"1,224","1,189",643,"1,662","1,195",901,943,800,555,"1,781"
2020,12,80,"8,719",403,505,290,360,443,275,282,375,482,429,510,509,282,922,509,426,431,340,224,722
2020,12,90,"1,542",95,79,49,49,95,47,58,57,87,87,105,104,43,175,73,73,68,58,41,99
2020,12,100,288,9,25,13,8,8,10,10,12,16,7,19,20,15,30,18,10,11,26,12,9
2021,1,총,"226,561","8,992","12,298","8,983","8,108","12,865","7,434","8,136","9,645","12,134","7,785","13,176","19,031","8,797","20,127","13,899","10,321","11,367","7,013","8,515","17,935"
2021,1,0,"14,108",405,548,293,420,990,219,497,654,738,297,779,"1,937",693,"1,302","1,029",507,656,304,865,975
2021,1,10,"18,200",549,891,505,679,"1,416",392,489,914,919,463,"1,033","2,501",666,"1,679","1,357",725,863,450,674,"1,035"
2021,1,20,"34,576","1,527","2,347","3,031","1,117","1,526","2,403","1,364","1,155","1,615","1,403","1,555","1,804","1,098","2,744","1,585","2,041","1,555",967,"1,112","2,627"
2021,1,30,"30,154","1,316","1,686","1,349",999,"1,602",878,"1,278","1,352","1,551",832,"1,693","2,578","1,298","2,620","1,837","1,330","1,340",798,"1,382","2,435"
2021,1,40,"35,403","1,345","1,885","1,050","1,157","2,378",817,"1,189","1,646","1,833",973,"2,126","4,108","1,532","3,259","2,280","1,412","1,707",914,"1,326","2,466"
2021,1,50,"35,276","1,450","1,839",969,"1,425","2,115","1,027","1,333","1,456","1,932","1,223","2,169","2,447","1,414","3,194","2,149","1,496","2,093","1,198","1,308","3,039"
2021,1,60,"29,288","1,101","1,431",816,"1,169","1,451",790,"1,013","1,210","1,821","1,211","1,963","1,826","1,107","2,528","1,866","1,396","1,661","1,155","1,031","2,742"
2021,1,70,"18,952",793,"1,061",617,723,834,574,623,809,"1,133",863,"1,221","1,193",648,"1,677","1,192",903,969,800,541,"1,778"
2021,1,80,"8,754",400,505,288,361,449,278,283,376,491,426,512,514,281,924,508,424,443,339,223,729
2021,1,90,"1,556",97,79,52,50,96,45,57,61,85,86,105,103,45,169,78,76,69,62,40,101
2021,1,100,294,9,26,13,8,8,11,10,12,16,8,20,20,15,31,18,11,11,26,13,8
2021,2,총,"226,678","8,996","12,257","8,971","8,078","12,859","7,407","8,122","9,629","12,064","7,724","13,154","18,903","8,758","20,046","13,915","10,281","12,203","7,018","8,407","17,886"
2021,2,0,"14,188",401,539,292,414,980,219,489,652,722,290,776,"1,926",690,"1,295","1,024",504,846,300,858,971
2021,2,10,"18,223",549,891,516,673,"1,416",407,486,906,898,462,"1,034","2,481",676,"1,676","1,363",734,915,442,674,"1,024"
2021,2,20,"34,352","1,511","2,326","2,999","1,102","1,522","2,374","1,363","1,159","1,614","1,362","1,554","1,774","1,077","2,692","1,602","2,014","1,606",985,"1,098","2,618"
2021,2,30,"30,098","1,315","1,666","1,353","1,007","1,588",878,"1,281","1,338","1,531",805,"1,686","2,527","1,265","2,602","1,814","1,308","1,547",802,"1,374","2,411"
2021,2,40,"35,455","1,345","1,883","1,038","1,140","2,375",806,"1,188","1,649","1,818",977,"2,113","4,103","1,538","3,255","2,283","1,411","1,844",910,"1,316","2,463"
2021,2,50,"35,293","1,457","1,842",983,"1,430","2,129","1,028","1,325","1,454","1,932","1,222","2,171","2,445","1,404","3,184","2,143","1,500","2,155","1,191","1,274","3,024"
2021,2,60,"29,423","1,109","1,435",820,"1,163","1,451",781,"1,016","1,213","1,821","1,226","1,965","1,812","1,111","2,539","1,876","1,397","1,750","1,160","1,022","2,756"
2021,2,70,"18,974",796,"1,066",613,723,845,580,625,812,"1,125",859,"1,208","1,192",655,"1,681","1,204",896,999,796,519,"1,780"
2021,2,80,"8,807",408,502,294,366,447,278,281,373,500,429,522,518,280,926,507,426,457,344,220,729
2021,2,90,"1,572",95,81,51,52,98,45,58,60,87,84,105,106,47,165,81,80,73,63,39,102
2021,2,100,293,10,26,12,8,8,11,10,13,16,8,20,19,15,31,18,11,11,25,13,8
2021,3,총,"224,924","8,922","12,123","8,984","7,971","12,783","7,409","8,044","9,547","11,958","7,654","13,040","18,752","8,608","19,802","13,780","10,219","12,279","6,933","8,298","17,818"
2021,3,0,"14,080",392,527,292,407,981,218,485,649,712,286,763,"1,904",676,"1,278","1,023",496,864,296,861,970
2021,3,10,"18,263",549,888,544,668,"1,405",424,484,896,893,473,"1,027","2,498",679,"1,676","1,345",752,919,437,680,"1,026"
2021,3,20,"34,435","1,524","2,350","3,012","1,082","1,522","2,420","1,351","1,152","1,607","1,362","1,561","1,761","1,086","2,687","1,618","1,987","1,650",993,"1,076","2,634"
2021,3,30,"29,852","1,299","1,637","1,352","1,005","1,575",871,"1,270","1,330","1,521",796,"1,647","2,513","1,233","2,562","1,812","1,315","1,574",812,"1,357","2,371"
2021,3,40,"35,087","1,317","1,847","1,031","1,123","2,355",798,"1,185","1,640","1,791",957,"2,114","4,057","1,524","3,211","2,251","1,407","1,844",882,"1,308","2,445"
2021,3,50,"35,055","1,438","1,835",984,"1,414","2,119","1,018","1,303","1,441","1,940","1,204","2,161","2,447","1,378","3,167","2,113","1,490","2,168","1,178","1,264","2,993"
