년도,월,나이,충청북도,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 옥천군,충청북도 영동군,충청북도 증평군,충청북도 진천군,충청북도 괴산군,충청북도 음성군,충청북도 단양군
2020,4,20,"110,190","64,823","12,631","15,732","22,108","14,352","13,884","8,290","1,421","2,553","2,566","2,636","5,173","1,785","5,680","1,379"
2020,4,30,"104,389","62,274","10,921","12,310","21,596","17,447","12,798","6,993","1,287","2,090","1,844","2,693","6,152","1,428","5,698","1,132"
2020,4,40,"125,793","69,115","14,625","15,799","21,942","16,749","16,144","9,678","1,911","3,470","3,033","3,104","7,206","2,271","7,952","1,909"
2020,4,50,"140,703","68,652","15,949","17,264","21,369","14,070","19,415","12,378","3,335","4,839","4,539","3,220","7,364","4,004","9,896","3,061"
2020,4,60,"106,334","45,194","11,002","11,734","12,874","9,584","15,074","10,844","3,367","4,875","4,457","2,414","4,964","4,305","7,698","3,142"
2020,4,70,"53,434","20,684","5,284","5,471","5,373","4,556","7,709","5,578","2,027","2,836","2,826","1,181","2,475","2,502","3,879","1,737"
2020,4,80,"21,835","7,711","2,034","2,064","1,889","1,724","3,257","2,175","1,043","1,269","1,332",483,"1,138","1,136","1,553",738
2020,4,90,"1,981",659,223,159,142,135,315,174,114,136,128,42,86,98,164,65
2020,4,100,155,49,10,16,7,16,16,25,1,7,10,3,5,6,25,8
2020,5,총,"809,114","423,859","90,910","99,211","134,149","99,589","106,327","66,966","16,454","25,618","23,762","19,353","42,709","19,207","49,965","14,894"
2020,5,0,"64,830","38,740","7,859","7,612","12,518","10,751","7,602","4,653",799,"1,433","1,275","1,774","3,942",658,"3,305",649
2020,5,10,"78,834","45,377","10,100","11,120","14,002","10,155","10,017","6,199","1,154","2,077","1,788","1,801","4,138","1,063","4,135","1,085"
2020,5,20,"110,253","65,000","12,707","15,721","22,204","14,368","13,899","8,264","1,423","2,552","2,541","2,639","5,177","1,752","5,645","1,361"
2020,5,30,"104,224","62,224","10,971","12,259","21,613","17,381","12,808","6,964","1,278","2,089","1,826","2,676","6,134","1,409","5,694","1,122"
2020,5,40,"125,534","69,077","14,633","15,731","21,949","16,764","16,094","9,642","1,905","3,440","3,018","3,101","7,208","2,249","7,904","1,896"
2020,5,50,"141,029","68,890","15,997","17,296","21,486","14,111","19,437","12,389","3,326","4,862","4,533","3,224","7,394","4,002","9,909","3,063"
2020,5,60,"106,787","45,375","11,056","11,771","12,942","9,606","15,153","10,888","3,372","4,897","4,476","2,418","4,984","4,318","7,742","3,164"
2020,5,70,"53,560","20,750","5,311","5,468","5,394","4,577","7,719","5,576","2,027","2,854","2,829","1,184","2,495","2,517","3,871","1,738"
2020,5,80,"21,920","7,713","2,040","2,062","1,890","1,721","3,272","2,193","1,054","1,271","1,336",490,"1,144","1,135","1,570",742
2020,5,90,"1,985",663,225,156,144,138,309,173,115,136,130,43,88,97,165,66
2020,5,100,158,50,11,15,7,17,17,25,1,7,10,3,5,7,25,8
2020,6,총,"809,657","424,561","91,750","98,807","134,660","99,344","106,312","66,925","16,406","25,585","23,723","19,285","42,813","19,202","49,951","14,894"
2020,6,0,"64,673","38,681","7,959","7,532","12,534","10,656","7,593","4,622",791,"1,416","1,279","1,755","3,938",660,"3,291",647
2020,6,10,"78,661","45,266","10,136","11,017","13,991","10,122","9,981","6,176","1,148","2,063","1,773","1,780","4,195","1,064","4,130","1,085"
2020,6,20,"110,346","65,184","12,902","15,674","22,282","14,326","13,917","8,235","1,421","2,547","2,531","2,624","5,178","1,736","5,627","1,346"
2020,6,30,"104,196","62,317","11,165","12,174","21,705","17,273","12,765","6,949","1,266","2,082","1,817","2,670","6,125","1,407","5,682","1,116"
2020,6,40,"125,516","69,165","14,725","15,651","22,016","16,773","16,058","9,630","1,900","3,437","2,994","3,090","7,228","2,229","7,900","1,885"
2020,6,50,"140,932","68,962","16,080","17,241","21,578","14,063","19,401","12,353","3,299","4,853","4,515","3,210","7,384","3,989","9,895","3,071"
2020,6,60,"107,578","45,708","11,169","11,799","13,072","9,668","15,271","10,967","3,386","4,930","4,525","2,443","5,022","4,358","7,787","3,181"
2020,6,70,"53,670","20,846","5,340","5,493","5,434","4,579","7,719","5,594","2,024","2,845","2,819","1,177","2,505","2,515","3,882","1,744"
2020,6,80,"21,942","7,714","2,037","2,055","1,894","1,728","3,283","2,195","1,061","1,269","1,335",489,"1,148","1,140","1,564",744
2020,6,90,"1,988",669,226,156,148,139,308,179,109,136,125,44,86,97,168,67
2020,6,100,155,49,11,15,6,17,16,25,1,7,10,3,4,7,25,8
2020,7,총,"809,841","424,881","92,284","98,625","134,700","99,272","106,297","66,851","16,373","25,574","23,689","19,301","42,880","19,143","49,995","14,857"
2020,7,0,"64,429","38,562","8,011","7,458","12,500","10,593","7,573","4,603",784,"1,405","1,258","1,752","3,930",650,"3,274",638
2020,7,10,"78,485","45,156","10,172","10,966","13,938","10,080","9,959","6,142","1,145","2,077","1,770","1,772","4,197","1,065","4,115","1,087"
2020,7,20,"110,262","65,192","12,969","15,637","22,252","14,334","13,922","8,211","1,402","2,528","2,512","2,624","5,182","1,723","5,634","1,332"
2020,7,30,"104,100","62,357","11,269","12,160","21,747","17,181","12,731","6,925","1,253","2,072","1,793","2,679","6,120","1,381","5,682","1,107"
2020,7,40,"125,500","69,281","14,795","15,611","22,060","16,815","16,018","9,588","1,895","3,413","2,984","3,100","7,230","2,227","7,896","1,868"
2020,7,50,"141,025","68,979","16,143","17,172","21,573","14,091","19,410","12,375","3,289","4,872","4,515","3,201","7,421","3,970","9,916","3,077"
2020,7,60,"108,024","45,950","11,265","11,875","13,119","9,691","15,335","11,000","3,402","4,924","4,543","2,451","5,051","4,363","7,823","3,182"
2020,7,70,"53,893","20,943","5,381","5,519","5,455","4,588","7,728","5,608","2,039","2,873","2,843","1,182","2,499","2,523","3,903","1,752"
2020,7,80,"21,970","7,741","2,043","2,054","1,902","1,742","3,296","2,197","1,053","1,261","1,336",492,"1,161","1,135","1,559",739
2020,7,90,"2,000",671,225,158,148,140,309,179,110,142,125,45,85,99,168,67
2020,7,100,153,49,11,15,6,17,16,23,1,7,10,3,4,7,25,8
2020,8,총,"810,023","425,096","92,559","98,394","134,855","99,288","106,345","66,804","16,370","25,583","23,689","19,298","42,920","19,136","49,950","14,832"
2020,8,0,"64,251","38,488","8,006","7,412","12,524","10,546","7,552","4,577",780,"1,399","1,253","1,754","3,914",642,"3,259",633
2020,8,10,"78,284","45,057","10,200","10,899","13,897","10,061","9,908","6,121","1,145","2,077","1,764","1,770","4,209","1,059","4,091","1,083"
2020,8,20,"110,184","65,176","13,003","15,565","22,238","14,370","13,953","8,188","1,414","2,512","2,516","2,628","5,154","1,720","5,592","1,331"
2020,8,30,"103,926","62,288","11,342","12,060","21,814","17,072","12,716","6,911","1,249","2,076","1,786","2,673","6,133","1,358","5,643","1,093"
2020,8,40,"125,398","69,241","14,780","15,532","22,057","16,872","15,997","9,560","1,888","3,401","2,978","3,083","7,242","2,237","7,913","1,858"
2020,8,50,"141,082","69,031","16,171","17,177","21,585","14,098","19,424","12,383","3,285","4,863","4,510","3,196","7,439","3,951","9,915","3,085"
2020,8,60,"108,705","46,309","11,380","11,993","13,181","9,755","15,423","11,037","3,409","4,956","4,571","2,461","5,077","4,390","7,880","3,192"
2020,8,70,"53,932","20,983","5,388","5,507","5,489","4,599","7,716","5,616","2,027","2,892","2,841","1,192","2,496","2,519","3,901","1,749"
2020,8,80,"22,084","7,797","2,054","2,070","1,916","1,757","3,328","2,209","1,064","1,253","1,334",493,"1,163","1,149","1,562",732
2020,8,90,"2,023",677,224,164,148,141,312,179,108,147,125,45,89,104,169,68
2020,8,100,154,49,11,15,6,17,16,23,1,7,11,3,4,7,25,8
2020,9,총,"810,302","425,345","93,049","98,107","134,895","99,294","106,352","66,825","16,359","25,548","23,694","19,283","43,149","19,145","49,775","14,827"
2020,9,0,"63,979","38,359","8,035","7,332","12,500","10,492","7,504","4,561",764,"1,392","1,254","1,740","3,935",642,"3,199",629
2020,9,10,"78,228","45,063","10,233","10,862","13,877","10,091","9,872","6,106","1,142","2,073","1,780","1,766","4,229","1,061","4,043","1,093"
2020,9,20,"110,161","65,137","13,072","15,515","22,211","14,339","13,964","8,194","1,413","2,498","2,509","2,634","5,191","1,724","5,585","1,312"
2020,9,30,"103,699","62,191","11,384","11,999","21,807","17,001","12,720","6,883","1,242","2,069","1,763","2,666","6,170","1,353","5,560","1,082"
2020,9,40,"125,311","69,238","14,853","15,432","22,021","16,932","15,962","9,574","1,896","3,395","2,959","3,073","7,279","2,224","7,866","1,845"
2020,9,50,"141,135","69,156","16,267","17,148","21,622","14,119","19,389","12,339","3,266","4,845","4,510","3,203","7,456","3,950","9,921","3,100"
2020,9,60,"109,389","46,553","11,489","12,019","13,268","9,777","15,553","11,130","3,439","4,979","4,591","2,463","5,130","4,411","7,931","3,209"
2020,9,70,"54,047","21,068","5,407","5,526","5,519","4,616","7,725","5,629","2,021","2,889","2,855","1,198","2,501","2,517","3,898","1,746"
2020,9,80,"22,147","7,837","2,069","2,090","1,912","1,766","3,335","2,205","1,067","1,253","1,333",492,"1,166","1,151","1,575",733
2020,9,90,"2,048",693,228,169,152,144,311,181,108,148,129,44,87,105,172,70
2020,9,100,158,50,12,15,6,17,17,23,1,7,11,4,5,7,25,8
2020,10,총,"810,528","425,483","94,081","97,557","134,607","99,238","106,312","66,811","16,328","25,519","23,662","19,229","43,522","19,186","49,643","14,833"
2020,10,0,"63,637","38,116","8,120","7,220","12,356","10,420","7,489","4,541",761,"1,383","1,234","1,710","3,966",649,"3,166",622
2020,10,10,"78,032","44,995","10,312","10,786","13,819","10,078","9,826","6,087","1,134","2,076","1,772","1,757","4,246","1,056","4,000","1,083"
2020,10,20,"110,372","65,266","13,252","15,468","22,193","14,353","13,982","8,211","1,401","2,492","2,517","2,631","5,277","1,711","5,567","1,317"
2020,10,30,"103,423","62,001","11,605","11,846","21,685","16,865","12,681","6,837","1,228","2,046","1,749","2,670","6,258","1,354","5,518","1,081"
2020,10,40,"125,175","69,231","14,974","15,337","21,935","16,985","15,910","9,541","1,902","3,382","2,938","3,056","7,326","2,218","7,830","1,841"
2020,10,50,"141,169","69,233","16,435","17,053","21,613","14,132","19,354","12,335","3,263","4,837","4,506","3,195","7,484","3,953","9,912","3,097"
2020,10,60,"110,091","46,873","11,630","12,032","13,373","9,838","15,675","11,194","3,438","4,976","4,623","2,474","5,194","4,448","7,968","3,228"
2020,10,70,"54,168","21,120","5,422","5,525","5,553","4,620","7,728","5,632","2,027","2,917","2,858","1,195","2,511","2,524","3,907","1,749"
2020,10,80,"22,247","7,898","2,091","2,103","1,919","1,785","3,344","2,228","1,066","1,255","1,325",491,"1,170","1,160","1,574",736
2020,10,90,"2,056",700,228,172,155,145,306,182,107,148,129,46,85,106,176,71
2020,10,100,158,50,12,15,6,17,17,23,1,7,11,4,5,7,25,8
2020,11,총,"810,903","425,716","94,331","97,242","134,620","99,523","106,350","66,739","16,326","25,494","23,657","19,215","43,802","19,309","49,477","14,818"
2020,11,0,"63,315","37,980","8,131","7,154","12,335","10,360","7,435","4,501",749,"1,367","1,221","1,702","3,989",644,"3,107",620
2020,11,10,"77,907","44,912","10,310","10,715","13,783","10,104","9,819","6,064","1,132","2,071","1,766","1,753","4,269","1,064","3,979","1,078"
2020,11,20,"110,554","65,403","13,285","15,455","22,241","14,422","13,971","8,201","1,400","2,497","2,510","2,643","5,320","1,750","5,536","1,323"
2020,11,30,"103,297","61,951","11,636","11,746","21,643","16,926","12,691","6,797","1,213","2,024","1,741","2,654","6,310","1,367","5,471","1,078"
2020,11,40,"124,973","69,138","14,980","15,279","21,877","17,002","15,889","9,515","1,891","3,374","2,919","3,047","7,376","2,211","7,778","1,835"
2020,11,50,"141,201","69,279","16,462","16,992","21,640","14,185","19,353","12,294","3,280","4,819","4,509","3,185","7,515","3,981","9,911","3,075"
2020,11,60,"110,832","47,223","11,734","12,091","13,467","9,931","15,755","11,279","3,455","5,001","4,665","2,488","5,233","4,482","8,007","3,244"
2020,11,70,"54,280","21,156","5,448","5,519","5,550","4,639","7,746","5,639","2,040","2,926","2,853","1,200","2,525","2,530","3,913","1,752"
2020,11,80,"22,328","7,926","2,103","2,109","1,921","1,793","3,361","2,242","1,061","1,262","1,335",494,"1,175","1,171","1,569",732
2020,11,90,"2,058",698,230,167,157,144,314,184,104,147,127,45,85,102,180,72
2020,11,100,158,50,12,15,6,17,16,23,1,6,11,4,5,7,26,9
2020,12,총,"811,591","425,848","94,480","96,695","134,958","99,715","106,273","66,705","16,292","25,489","23,624","19,129","43,836","20,225","49,388","14,782"
2020,12,0,"63,068","37,888","8,154","7,069","12,334","10,331","7,384","4,462",749,"1,351","1,190","1,679","3,993",675,"3,070",627
2020,12,10,"77,703","44,796","10,306","10,625","13,773","10,092","9,786","6,040","1,129","2,062","1,766","1,739","4,234","1,127","3,958","1,066"
2020,12,20,"110,849","65,495","13,266","15,378","22,326","14,525","13,977","8,182","1,390","2,517","2,499","2,634","5,325","1,956","5,549","1,325"
2020,12,30,"103,283","61,957","11,624","11,665","21,735","16,933","12,663","6,793","1,209","2,023","1,726","2,644","6,290","1,466","5,438","1,074"
2020,12,40,"124,974","69,108","15,023","15,161","21,882","17,042","15,869","9,488","1,874","3,366","2,907","3,019","7,411","2,358","7,746","1,828"
2020,12,50,"140,958","69,133","16,464","16,858","21,656","14,155","19,253","12,279","3,238","4,799","4,513","3,162","7,493","4,168","9,884","3,036"
2020,12,60,"111,733","47,553","11,831","12,116","13,585","10,021","15,883","11,359","3,496","5,023","4,691","2,499","5,284","4,625","8,061","3,259"
2020,12,70,"54,272","21,157","5,439","5,516","5,558","4,644","7,756","5,624","2,042","2,931","2,852","1,201","2,524","2,563","3,885","1,737"
2020,12,80,"22,539","8,007","2,130","2,124","1,944","1,809","3,376","2,275","1,063","1,265","1,349",503,"1,190","1,177","1,587",747
2020,12,90,"2,051",704,231,168,159,146,311,178,101,146,120,45,87,102,183,74
2020,12,100,161,50,12,15,6,17,15,25,1,6,11,4,5,8,27,9
2021,1,총,"811,057","426,213","95,118","96,402","135,102","99,591","106,269","66,633","16,271","25,447","23,487","19,125","43,937","19,702","49,247","14,726"
2021,1,0,"62,672","37,701","8,206","6,947","12,309","10,239","7,347","4,440",738,"1,334","1,169","1,647","3,984",650,"3,043",619
2021,1,10,"77,417","44,686","10,329","10,534","13,773","10,050","9,757","6,002","1,120","2,065","1,744","1,740","4,235","1,081","3,936","1,051"
2021,1,20,"110,536","65,507","13,360","15,342","22,272","14,533","13,951","8,152","1,390","2,478","2,461","2,632","5,343","1,822","5,503","1,297"
2021,1,30,"103,077","61,943","11,722","11,574","21,743","16,904","12,634","6,788","1,199","2,012","1,700","2,637","6,316","1,403","5,370","1,075"
2021,1,40,"124,791","69,202","15,130","15,111","21,952","17,009","15,856","9,453","1,858","3,339","2,887","3,008","7,420","2,267","7,687","1,814"
2021,1,50,"140,506","69,072","16,546","16,791","21,597","14,138","19,185","12,232","3,209","4,782","4,470","3,181","7,489","4,017","9,865","3,004"
2021,1,60,"112,689","48,025","11,973","12,233","13,755","10,064","16,030","11,417","3,536","5,072","4,717","2,511","5,334","4,622","8,139","3,286"
2021,1,70,"54,477","21,259","5,482","5,540","5,568","4,669","7,764","5,656","2,050","2,933","2,872","1,213","2,532","2,550","3,903","1,745"
2021,1,80,"22,669","8,059","2,126","2,147","1,967","1,819","3,416","2,287","1,066","1,279","1,336",507,"1,190","1,182","1,595",752
2021,1,90,"2,062",708,231,168,160,149,314,181,104,147,120,45,89,100,180,74
2021,1,100,161,51,13,15,6,17,15,25,1,6,11,4,5,8,26,9
2021,2,총,"810,751","426,413","95,921","95,957","135,056","99,479","106,274","66,498","16,281","25,431","23,396","19,080","44,050","19,521","49,129","14,678"
2021,2,0,"62,436","37,621","8,265","6,879","12,286","10,191","7,313","4,413",731,"1,334","1,145","1,622","3,994",647,"3,002",614
2021,2,10,"77,188","44,558","10,355","10,443","13,733","10,027","9,751","5,975","1,122","2,058","1,734","1,744","4,230","1,058","3,918","1,040"
2021,2,20,"110,006","65,272","13,430","15,245","22,162","14,435","13,913","8,109","1,380","2,469","2,409","2,616","5,325","1,760","5,472","1,281"
2021,2,30,"102,929","62,030","11,943","11,440","21,765","16,882","12,610","6,738","1,197","1,990","1,686","2,601","6,342","1,369","5,322","1,044"
2021,2,40,"124,645","69,214","15,272","15,024","21,936","16,982","15,813","9,421","1,849","3,336","2,872","3,015","7,438","2,237","7,636","1,814"
2021,2,50,"140,253","69,048","16,633","16,715","21,567","14,133","19,152","12,194","3,212","4,759","4,440","3,186","7,498","3,957","9,828","2,979"
2021,2,60,"113,739","48,499","12,133","12,334","13,882","10,150","16,203","11,467","3,567","5,113","4,761","2,530","5,399","4,648","8,229","3,323"
2021,2,70,"54,487","21,293","5,509","5,528","5,571","4,685","7,736","5,669","2,054","2,927","2,869","1,208","2,536","2,543","3,902","1,750"
2021,2,80,"22,832","8,113","2,140","2,168","1,983","1,822","3,457","2,304","1,063","1,288","1,345",509,"1,194","1,197","1,613",749
2021,2,90,"2,071",712,226,166,165,155,311,182,105,151,124,45,89,97,180,75
2021,2,100,165,53,15,15,6,17,15,26,1,6,11,4,5,8,27,9
2021,3,총,"809,457","425,909","96,122","95,733","134,784","99,270","106,051","66,558","16,235","25,378","23,207","19,011","44,101","19,412","48,982","14,613"
2021,3,0,"62,073","37,425","8,248","6,827","12,214","10,136","7,236","4,377",731,"1,318","1,142","1,627","3,974",647,"2,989",607
2021,3,10,"76,956","44,392","10,344","10,355","13,707","9,986","9,726","5,994","1,117","2,046","1,709","1,746","4,253","1,037","3,904","1,032"
2021,3,20,"109,843","65,185","13,463","15,249","22,082","14,391","13,927","8,150","1,374","2,464","2,353","2,608","5,350","1,729","5,439","1,264"
2021,3,30,"102,529","61,820","11,959","11,367","21,665","16,829","12,555","6,728","1,188","1,992","1,668","2,576","6,339","1,355","5,280","1,028"
2021,3,40,"124,152","69,036","15,312","14,945","21,877","16,902","15,749","9,384","1,829","3,312","2,836","2,981","7,433","2,215","7,590","1,787"
2021,3,50,"139,496","68,785","16,590","16,637","21,444","14,114","18,976","12,147","3,191","4,736","4,383","3,170","7,470","3,901","9,774","2,963"
2021,3,60,"115,081","49,150","12,319","12,478","14,082","10,271","16,378","11,588","3,593","5,150","4,817","2,542","5,477","4,704","8,334","3,348"
2021,3,70,"54,292","21,251","5,512","5,520","5,556","4,663","7,712","5,651","2,046","2,920","2,833","1,204","2,515","2,528","3,886","1,746"
2021,3,80,"22,934","8,150","2,146","2,184","1,996","1,824","3,477","2,334","1,063","1,287","1,351",511,"1,202","1,194","1,609",756
2021,3,90,"2,025",695,224,165,160,146,307,184,103,150,113,44,85,97,172,75
2021,3,100,76,20,5,6,1,8,8,21,0,3,2,2,3,5,5,7
2021,4,총,"809,679","426,167","96,206","96,008","134,615","99,338","106,018","66,597","16,246","25,378","23,178","19,023","44,228","19,330","48,943","14,571"
2021,4,0,"61,815","37,304","8,246","6,819","12,152","10,087","7,198","4,356",726,"1,313","1,130","1,621","3,946",642,"2,981",598
2021,4,10,"76,852","44,264","10,289","10,350","13,649","9,976","9,710","6,000","1,113","2,036","1,710","1,748","4,320","1,027","3,900","1,024"
2021,4,20,"109,808","65,254","13,481","15,273","22,048","14,452","13,912","8,181","1,382","2,443","2,333","2,601","5,338","1,692","5,416","1,256"
2021,4,30,"102,467","61,864","12,017","11,461","21,591","16,795","12,537","6,724","1,174","1,980","1,649","2,569","6,350","1,347","5,247","1,026"
2021,4,40,"123,945","69,036","15,264","14,968","21,882","16,922","15,689","9,347","1,812","3,305","2,814","2,977","7,446","2,178","7,568","1,773"
2021,4,50,"139,115","68,611","16,557","16,619","21,360","14,075","18,949","12,122","3,178","4,729","4,370","3,162","7,457","3,885","9,720","2,932"
2021,4,60,"116,237","49,662","12,453","12,612","14,214","10,383","16,513","11,682","3,636","5,202","4,861","2,582","5,555","4,739","8,429","3,376"
2021,4,70,"54,217","21,232","5,506","5,526","5,537","4,663","7,703","5,621","2,052","2,923","2,839","1,199","2,516","2,517","3,872","1,743"
2021,4,80,"23,098","8,220","2,164","2,208","2,018","1,830","3,488","2,360","1,068","1,292","1,356",516,"1,208","1,203","1,628",759
2021,4,90,"2,047",699,223,166,163,147,311,183,105,152,114,46,89,95,176,77
2021,4,100,78,21,6,6,1,8,8,21,0,3,2,2,3,5,6,7
2021,5,총,"809,946","426,502","96,292","96,165","134,592","99,453","106,040","66,598","16,236","25,358","23,171","19,025","44,376","19,256","48,822","14,562"
2021,5,0,"61,631","37,217","8,242","6,837","12,096","10,042","7,167","4,340",716,"1,300","1,131","1,605","3,939",647,"2,970",599
2021,5,10,"76,671","44,159","10,254","10,313","13,601","9,991","9,690","5,987","1,104","2,016","1,695","1,749","4,352","1,005","3,894","1,020"
2021,5,20,"109,643","65,210","13,465","15,280","22,013","14,452","13,881","8,180","1,381","2,444","2,330","2,597","5,356","1,657","5,360","1,247"
2021,5,30,"102,448","61,926","12,042","11,503","21,583","16,798","12,546","6,724","1,158","1,965","1,638","2,546","6,358","1,342","5,218","1,027"
2021,5,40,"123,676","68,966","15,231","14,963","21,861","16,911","15,617","9,314","1,802","3,290","2,787","2,991","7,443","2,153","7,552","1,761"
2021,5,50,"139,032","68,633","16,549","16,637","21,343","14,104","18,950","12,080","3,164","4,735","4,358","3,161","7,485","3,857","9,695","2,914"
2021,5,60,"117,251","50,097","12,560","12,684","14,365","10,488","16,658","11,783","3,681","5,229","4,919","2,612","5,604","4,774","8,489","3,405"
2021,5,70,"54,234","21,298","5,536","5,544","5,539","4,679","7,692","5,602","2,053","2,928","2,830","1,205","2,530","2,507","3,850","1,739"
2021,5,80,"23,227","8,276","2,184","2,226","2,032","1,834","3,515","2,383","1,069","1,293","1,364",511,"1,215","1,210","1,623",768
2021,5,90,"2,053",698,224,172,157,145,316,184,108,155,116,46,91,99,165,75
2021,5,100,80,22,5,6,2,9,8,21,0,3,3,2,3,5,6,7
2021,6,총,"810,225","427,070","96,289","96,108","135,189","99,484","106,102","66,449","16,188","25,348","23,096","19,019","44,459","19,187","48,812","14,495"
2021,6,0,"61,409","37,102","8,214","6,771","12,139","9,978","7,143","4,320",711,"1,292","1,131","1,590","3,928",638,"2,955",599
2021,6,10,"76,584","44,130","10,243","10,272","13,617","9,998","9,684","5,960","1,094","2,017","1,684","1,749","4,353",988,"3,904","1,021"
2021,6,20,"109,588","65,267","13,429","15,313","22,078","14,447","13,845","8,166","1,381","2,436","2,309","2,617","5,361","1,625","5,357","1,224"
2021,6,30,"102,402","62,024","12,028","11,498","21,733","16,765","12,562","6,702","1,141","1,952","1,626","2,498","6,348","1,333","5,194","1,022"
2021,6,40,"123,619","69,049","15,226","14,921","21,957","16,945","15,637","9,261","1,789","3,287","2,768","2,992","7,456","2,137","7,510","1,733"
2021,6,50,"138,719","68,568","16,502","16,575","21,380","14,111","18,868","11,993","3,157","4,713","4,320","3,167","7,512","3,841","9,672","2,908"
2021,6,60,"118,278","50,556","12,690","12,792","14,510","10,564","16,825","11,877","3,689","5,282","4,958","2,637","5,664","4,804","8,561","3,425"
2021,6,70,"54,198","21,338","5,539","5,557","5,568","4,674","7,678","5,593","2,044","2,918","2,820","1,205","2,526","2,501","3,854","1,721"
2021,6,80,"23,310","8,317","2,192","2,231","2,046","1,848","3,536","2,378","1,073","1,293","1,361",519,"1,219","1,218","1,632",764
2021,6,90,"2,048",698,222,172,159,145,317,182,109,156,116,43,89,97,167,74
2021,6,100,70,21,4,6,2,9,7,17,0,2,3,2,3,5,6,4
2021,7,총,"810,258","427,187","96,225","95,945","135,468","99,549","106,069","66,444","16,170","25,350","23,068","19,031","44,526","19,136","48,802","14,475"
2021,7,0,"61,074","36,935","8,179","6,701","12,143","9,912","7,094","4,296",705,"1,277","1,119","1,579","3,917",631,"2,923",598
2021,7,10,"76,456","44,072","10,213","10,208","13,644","10,007","9,642","5,960","1,085","2,016","1,684","1,753","4,353",976,"3,896","1,019"
2021,7,20,"109,450","65,199","13,355","15,306","22,087","14,451","13,857","8,142","1,382","2,412","2,288","2,633","5,370","1,604","5,344","1,219"
2021,7,30,"102,288","62,030","12,019","11,475","21,792","16,744","12,530","6,669","1,135","1,947","1,627","2,494","6,338","1,311","5,196","1,011"
2021,7,40,"123,456","69,022","15,200","14,867","21,964","16,991","15,604","9,219","1,780","3,290","2,738","2,978","7,473","2,124","7,502","1,726"
2021,7,50,"138,752","68,577","16,510","16,538","21,415","14,114","18,895","12,007","3,155","4,720","4,325","3,172","7,523","3,828","9,656","2,894"
2021,7,60,"118,942","50,850","12,765","12,847","14,611","10,627","16,895","11,965","3,697","5,299","4,974","2,654","5,703","4,836","8,616","3,453"
2021,7,70,"54,341","21,433","5,564","5,584","5,595","4,690","7,692","5,602","2,047","2,934","2,822","1,204","2,539","2,498","3,861","1,709"
2021,7,80,"23,384","8,349","2,195","2,243","2,057","1,854","3,535","2,388","1,072","1,300","1,369",520,"1,216","1,227","1,639",769
2021,7,90,"2,047",700,222,170,158,150,317,180,112,154,118,42,91,96,163,74
2021,7,100,68,20,3,6,2,9,8,16,0,1,4,2,3,5,6,3
