년도,월,나이,충청남도 공주시,충청남도 공주시 유구읍,충청남도 공주시 이인면,충청남도 공주시 탄천면,충청남도 공주시 계룡면,충청남도 공주시 반포면,충청남도 공주시 의당면,충청남도 공주시 정안면,충청남도 공주시 우성면,충청남도 공주시 사곡면,충청남도 공주시 신풍면,충청남도 공주시 중학동,충청남도 공주시 웅진동,충청남도 공주시 금학동,충청남도 공주시 옥룡동,충청남도 공주시 신관동,충청남도 공주시 월송동
2020,5,50,"18,775","1,389",632,518,"1,063",982,955,847,976,546,642,825,"1,429",908,"1,566","3,247","2,250"
2020,5,60,"17,719","1,700",730,636,"1,337",940,803,"1,088","1,070",640,846,792,"1,360",813,"1,417","2,232","1,315"
2020,5,70,"11,416","1,106",558,536,886,495,514,736,820,499,522,600,859,436,978,"1,178",693
2020,5,80,"7,076",711,399,423,603,260,327,588,571,388,337,320,434,242,486,567,420
2020,5,90,976,83,51,57,83,40,53,83,80,43,51,53,62,33,52,78,74
2020,5,100,60,7,5,4,5,1,1,4,7,4,3,2,6,1,2,5,3
2020,6,총,"105,440","7,535","3,345","2,980","5,687","4,260","4,676","4,704","5,307","2,971","3,268","4,740","8,301","5,484","8,080","19,556","14,546"
2020,6,0,"6,069",271,111,67,193,172,211,129,165,81,87,196,452,385,336,"1,504","1,709"
2020,6,10,"8,446",423,142,132,294,210,371,229,305,157,89,358,736,581,574,"2,110","1,735"
2020,6,20,"11,475",512,223,194,352,354,449,294,401,193,178,584,921,767,906,"3,246","1,901"
2020,6,30,"9,806",506,214,186,336,310,399,276,353,157,197,403,870,521,725,"2,323","2,030"
2020,6,40,"13,590",825,286,231,532,491,592,430,570,268,309,603,"1,168",793,"1,028","3,061","2,403"
2020,6,50,"18,700","1,376",619,511,"1,058",980,960,849,963,542,641,818,"1,414",906,"1,563","3,245","2,255"
2020,6,60,"17,815","1,712",736,632,"1,350",947,802,"1,091","1,077",641,848,799,"1,382",820,"1,427","2,239","1,312"
2020,6,70,"11,430","1,108",559,537,884,496,514,735,822,499,528,601,856,436,974,"1,174",707
2020,6,80,"7,075",713,400,427,601,258,325,585,565,386,336,322,437,241,493,570,416
2020,6,90,973,82,50,59,82,41,52,82,79,43,51,54,59,33,52,79,75
2020,6,100,61,7,5,4,5,1,1,4,7,4,4,2,6,1,2,5,3
2020,7,총,"105,396","7,538","3,329","2,983","5,660","4,270","4,719","4,703","5,297","2,968","3,272","4,733","8,310","5,475","8,075","19,547","14,517"
2020,7,0,"6,025",271,108,66,190,171,204,126,167,81,85,198,450,381,342,"1,491","1,694"
2020,7,10,"8,439",426,136,136,290,206,373,227,300,158,91,357,736,580,571,"2,107","1,745"
2020,7,20,"11,444",511,223,188,343,360,470,288,400,190,178,577,924,760,905,"3,242","1,885"
2020,7,30,"9,733",502,204,188,327,311,397,283,351,156,194,401,848,522,716,"2,314","2,019"
2020,7,40,"13,577",823,286,230,533,495,594,427,566,268,313,604,"1,179",785,"1,020","3,059","2,395"
2020,7,50,"18,683","1,375",618,512,"1,051",975,978,841,965,540,639,813,"1,417",904,"1,559","3,242","2,254"
2020,7,60,"17,911","1,717",736,636,"1,349",956,813,"1,099","1,077",646,853,797,"1,393",829,"1,437","2,259","1,314"
2020,7,70,"11,469","1,112",562,538,888,497,511,740,820,497,530,604,864,439,975,"1,180",712
2020,7,80,"7,075",711,401,427,603,256,325,584,565,385,335,324,435,241,491,571,421
2020,7,90,980,83,50,59,81,42,53,84,79,43,50,56,58,32,57,78,75
2020,7,100,60,7,5,3,5,1,1,4,7,4,4,2,6,2,2,4,3
2020,8,총,"105,353","7,535","3,319","2,991","5,631","4,251","4,705","4,699","5,293","2,970","3,279","4,737","8,300","5,502","8,055","19,539","14,547"
2020,8,0,"5,990",268,108,69,185,166,199,124,168,82,86,196,446,385,332,"1,484","1,692"
2020,8,10,"8,397",424,133,134,286,200,372,222,300,157,91,355,732,574,575,"2,107","1,735"
2020,8,20,"11,402",503,217,188,342,353,467,287,395,191,178,571,926,767,894,"3,244","1,879"
2020,8,30,"9,707",502,200,189,318,316,386,287,351,154,190,398,849,530,712,"2,302","2,023"
2020,8,40,"13,518",813,280,234,523,489,596,424,556,268,316,606,"1,160",791,"1,011","3,046","2,405"
2020,8,50,"18,729","1,375",624,509,"1,054",968,974,838,973,538,637,827,"1,428",904,"1,577","3,242","2,261"
2020,8,60,"17,981","1,730",734,636,"1,343",960,821,"1,103","1,078",651,852,798,"1,397",834,"1,443","2,272","1,329"
2020,8,70,"11,487","1,117",564,541,891,499,513,742,820,497,541,602,863,440,964,"1,175",718
2020,8,80,"7,090",709,403,428,603,257,324,581,561,387,334,326,437,243,486,585,426
2020,8,90,992,87,51,60,81,42,52,87,84,41,50,56,56,32,59,78,76
2020,8,100,60,7,5,3,5,1,1,4,7,4,4,2,6,2,2,4,3
2020,9,총,"105,192","7,513","3,310","2,986","5,609","4,247","4,726","4,700","5,281","2,978","3,272","4,722","8,306","5,498","8,022","19,506","14,516"
2020,9,0,"5,945",268,106,66,179,165,200,125,169,80,85,194,450,380,322,"1,468","1,688"
2020,9,10,"8,351",419,134,133,287,199,372,221,298,157,91,352,725,572,566,"2,091","1,734"
2020,9,20,"11,379",496,218,188,338,349,468,295,386,198,173,577,933,775,883,"3,230","1,872"
2020,9,30,"9,624",489,200,185,310,319,383,284,348,152,189,396,850,529,700,"2,285","2,005"
2020,9,40,"13,477",813,276,234,518,484,598,428,551,266,313,600,"1,167",791,"1,004","3,035","2,399"
2020,9,50,"18,679","1,371",616,506,"1,055",964,977,834,964,539,635,820,"1,416",896,"1,578","3,250","2,258"
2020,9,60,"18,090","1,723",740,641,"1,348",970,835,"1,108","1,090",657,859,798,"1,399",837,"1,449","2,299","1,337"
2020,9,70,"11,485","1,122",559,540,884,496,517,734,824,493,539,598,865,444,968,"1,183",719
2020,9,80,"7,095",715,406,429,603,255,323,571,558,391,334,328,442,240,491,585,424
2020,9,90,"1,006",90,50,61,82,45,52,96,86,41,49,57,53,32,59,76,77
2020,9,100,61,7,5,3,5,1,1,4,7,4,5,2,6,2,2,4,3
2020,10,총,"104,972","7,507","3,305","2,987","5,588","4,270","4,700","4,686","5,266","2,971","3,267","4,692","8,295","5,468","7,996","19,461","14,513"
2020,10,0,"5,873",269,101,66,176,166,195,122,162,78,85,191,450,368,321,"1,435","1,688"
2020,10,10,"8,307",411,134,133,288,198,369,218,298,159,91,348,707,572,563,"2,083","1,735"
2020,10,20,"11,344",498,213,192,330,350,461,295,380,197,173,571,946,763,878,"3,224","1,873"
2020,10,30,"9,576",489,203,183,302,326,380,282,341,150,192,388,854,523,690,"2,277","1,996"
2020,10,40,"13,426",810,271,235,517,484,593,429,545,265,313,593,"1,153",793,"1,006","3,036","2,383"
2020,10,50,"18,610","1,355",618,506,"1,042",971,974,828,959,536,635,821,"1,410",886,"1,563","3,249","2,257"
2020,10,60,"18,181","1,741",743,642,"1,358",981,836,"1,109","1,105",658,853,789,"1,409",848,"1,462","2,302","1,345"
2020,10,70,"11,469","1,122",562,536,888,498,513,731,824,489,540,600,856,441,960,"1,189",720
2020,10,80,"7,109",718,403,429,595,251,324,573,558,394,329,332,447,240,494,586,436
2020,10,90,"1,016",87,52,62,87,44,54,95,87,41,51,57,57,32,57,76,77
2020,10,100,61,7,5,3,5,1,1,4,7,4,5,2,6,2,2,4,3
2020,11,총,"104,736","7,481","3,297","2,985","5,575","4,243","4,682","4,680","5,271","2,962","3,250","4,669","8,295","5,435","7,972","19,461","14,478"
2020,11,0,"5,824",271,101,72,176,162,187,119,163,78,81,192,443,362,319,"1,428","1,670"
2020,11,10,"8,228",402,133,131,283,194,365,221,298,154,89,340,710,568,555,"2,063","1,722"
2020,11,20,"11,346",493,210,196,329,349,469,296,381,195,174,570,951,753,875,"3,228","1,877"
2020,11,30,"9,507",491,203,180,302,319,371,275,340,152,188,383,851,524,691,"2,282","1,955"
2020,11,40,"13,342",800,270,235,513,471,584,432,543,259,310,589,"1,145",783,992,"3,022","2,394"
2020,11,50,"18,552","1,351",617,505,"1,041",967,971,821,944,528,633,817,"1,412",882,"1,563","3,256","2,244"
2020,11,60,"18,261","1,747",742,641,"1,365",979,843,"1,106","1,123",665,849,787,"1,418",851,"1,461","2,314","1,370"
2020,11,70,"11,479","1,112",561,534,880,505,514,738,822,491,541,599,855,440,967,"1,195",725
2020,11,80,"7,111",717,403,425,595,252,324,571,559,395,330,334,446,239,492,588,441
2020,11,90,"1,024",90,52,63,86,44,53,97,91,41,50,55,57,31,56,81,77
2020,11,100,62,7,5,3,5,1,1,4,7,4,5,3,7,2,1,4,3
2020,12,총,"104,545","7,461","3,290","2,971","5,551","4,222","4,676","4,691","5,258","2,957","3,241","4,640","8,302","5,428","7,993","19,383","14,481"
2020,12,0,"5,773",277,101,71,170,157,186,117,166,73,78,188,443,353,323,"1,397","1,673"
2020,12,10,"8,159",397,129,131,278,186,361,216,290,157,91,328,710,571,553,"2,049","1,712"
2020,12,20,"11,276",488,212,194,328,340,465,298,377,195,171,575,936,743,869,"3,213","1,872"
2020,12,30,"9,489",496,195,179,298,321,369,275,341,149,187,384,857,529,691,"2,264","1,954"
2020,12,40,"13,316",788,273,236,512,467,590,435,540,260,308,580,"1,144",782,992,"3,018","2,391"
2020,12,50,"18,445","1,328",617,489,"1,019",968,961,820,931,525,630,816,"1,413",874,"1,567","3,245","2,242"
2020,12,60,"18,424","1,755",750,652,"1,377",982,855,"1,119","1,140",667,853,781,"1,427",860,"1,481","2,333","1,392"
2020,12,70,"11,478","1,120",553,534,881,503,510,738,819,487,542,604,864,445,966,"1,192",720
2020,12,80,"7,086",714,401,421,594,251,327,569,557,398,327,326,443,238,490,585,445
2020,12,90,"1,037",91,54,61,89,46,51,100,90,42,49,55,58,31,60,83,77
2020,12,100,62,7,5,3,5,1,1,4,7,4,5,3,7,2,1,4,3
2021,1,총,"104,442","7,448","3,290","2,966","5,562","4,237","4,685","4,680","5,242","2,949","3,218","4,653","8,265","5,407","7,992","19,353","14,495"
2021,1,0,"5,724",275,100,70,166,152,185,115,161,70,76,190,439,345,319,"1,393","1,668"
2021,1,10,"8,154",399,127,134,281,188,370,219,289,159,89,330,697,573,557,"2,023","1,719"
2021,1,20,"11,199",480,217,190,330,339,468,295,379,190,165,578,923,722,865,"3,200","1,858"
2021,1,30,"9,446",490,188,179,301,325,358,268,339,150,179,383,842,523,686,"2,278","1,957"
2021,1,40,"13,313",782,277,236,504,465,588,439,535,260,309,577,"1,149",784,997,"3,012","2,399"
2021,1,50,"18,337","1,314",613,478,"1,018",971,957,805,925,524,615,822,"1,404",875,"1,549","3,230","2,237"
2021,1,60,"18,553","1,767",750,654,"1,386",989,865,"1,129","1,147",672,864,782,"1,438",860,"1,493","2,351","1,406"
2021,1,70,"11,494","1,125",555,537,884,507,510,735,812,483,541,605,861,452,965,"1,197",725
2021,1,80,"7,119",715,403,423,597,255,330,573,561,393,324,327,447,238,500,586,447
2021,1,90,"1,040",94,54,62,90,45,54,98,87,44,51,56,58,32,60,79,76
2021,1,100,63,7,6,3,5,1,0,4,7,4,5,3,7,3,1,4,3
2021,2,총,"104,319","7,418","3,293","2,972","5,564","4,239","4,685","4,675","5,222","2,944","3,219","4,628","8,267","5,417","7,997","19,359","14,420"
2021,2,0,"5,681",271,100,70,166,149,188,115,159,70,75,184,440,343,317,"1,367","1,667"
2021,2,10,"8,100",391,123,128,280,191,362,221,286,161,89,322,688,580,543,"2,038","1,697"
2021,2,20,"11,091",475,220,191,324,338,464,288,369,190,165,566,930,706,862,"3,176","1,827"
2021,2,30,"9,406",484,186,184,301,316,352,262,341,147,175,377,834,529,689,"2,278","1,951"
2021,2,40,"13,261",771,280,232,494,475,584,439,526,256,307,570,"1,159",786,"1,004","3,003","2,375"
2021,2,50,"18,320","1,312",610,480,"1,028",966,959,798,914,516,610,819,"1,403",874,"1,548","3,253","2,230"
2021,2,60,"18,678","1,769",753,659,"1,395",994,873,"1,134","1,156",679,871,799,"1,438",868,"1,503","2,363","1,424"
2021,2,70,"11,514","1,129",551,537,880,510,509,742,813,482,547,605,860,451,963,"1,205",730
2021,2,80,"7,156",715,410,423,600,254,337,573,566,394,324,327,451,244,507,592,439
2021,2,90,"1,049",94,54,65,91,45,57,99,86,45,51,56,56,33,60,80,77
2021,2,100,63,7,6,3,5,1,0,4,6,4,5,3,8,3,1,4,3
2021,3,총,"103,839","7,353","3,241","2,974","5,486","4,237","4,670","4,628","5,220","2,913","3,208","4,573","8,219","5,397","7,973","19,358","14,389"
2021,3,0,"5,651",269,101,71,168,149,193,116,166,68,75,181,438,341,308,"1,366","1,641"
2021,3,10,"8,103",390,116,126,283,193,360,218,287,157,91,315,687,586,540,"2,054","1,700"
2021,3,20,"11,030",466,224,196,309,334,461,286,362,185,161,570,927,717,861,"3,165","1,806"
2021,3,30,"9,347",479,184,181,297,319,349,253,337,143,172,374,831,524,684,"2,282","1,938"
2021,3,40,"13,157",755,271,232,480,471,579,432,525,252,303,561,"1,150",774,"1,009","2,971","2,392"
2021,3,50,"18,163","1,298",595,473,"1,012",957,953,777,909,504,600,802,"1,397",857,"1,536","3,260","2,233"
2021,3,60,"18,747","1,774",743,668,"1,384","1,009",872,"1,139","1,170",683,878,802,"1,431",869,"1,509","2,382","1,434"
2021,3,70,"11,415","1,115",544,532,867,506,505,738,804,479,547,591,850,448,957,"1,204",728
2021,3,80,"7,139",719,405,420,594,253,341,569,566,395,324,319,448,243,512,591,440
2021,3,90,"1,049",86,55,72,91,45,57,99,88,43,52,58,55,36,57,81,74
2021,3,100,38,2,3,3,1,1,0,1,6,4,5,0,5,2,0,2,3
2021,4,총,"103,782","7,325","3,235","2,976","5,492","4,245","4,669","4,628","5,223","2,909","3,203","4,580","8,225","5,392","7,969","19,384","14,327"
2021,4,0,"5,622",263,99,69,164,147,196,119,165,70,77,183,439,340,304,"1,369","1,618"
2021,4,10,"8,074",391,115,128,279,199,360,218,281,157,92,319,679,583,530,"2,040","1,703"
2021,4,20,"11,017",463,221,188,313,335,455,281,368,183,157,584,933,718,848,"3,174","1,796"
2021,4,30,"9,291",471,189,181,302,317,349,251,335,142,170,370,829,525,684,"2,280","1,896"
2021,4,40,"13,183",753,269,235,475,472,583,432,522,249,303,561,"1,157",775,"1,003","2,985","2,409"
2021,4,50,"18,076","1,282",593,471,"1,014",950,940,767,918,506,594,793,"1,388",854,"1,533","3,251","2,222"
2021,4,60,"18,888","1,773",751,678,"1,387","1,021",890,"1,157","1,170",681,884,800,"1,444",867,"1,539","2,402","1,444"
2021,4,70,"11,382","1,121",543,530,874,502,497,729,800,477,546,590,844,448,957,"1,201",723
2021,4,80,"7,143",718,398,420,589,255,342,575,566,396,322,321,452,242,511,598,438
2021,4,90,"1,068",88,54,73,94,46,57,98,92,44,53,59,55,38,60,82,75
2021,4,100,38,2,3,3,1,1,0,1,6,4,5,0,5,2,0,2,3
2021,5,총,"103,752","7,325","3,227","2,975","5,483","4,257","4,648","4,628","5,220","2,891","3,200","4,587","8,238","5,414","7,953","19,372","14,334"
2021,5,0,"5,593",268,100,65,161,154,191,119,165,68,77,183,450,339,301,"1,341","1,611"
2021,5,10,"8,055",395,113,126,276,194,355,214,286,151,92,319,679,587,532,"2,027","1,709"
2021,5,20,"11,001",460,217,190,312,339,459,282,365,181,155,587,935,714,846,"3,181","1,778"
2021,5,30,"9,257",469,189,173,298,316,342,248,335,140,173,379,826,525,663,"2,281","1,900"
2021,5,40,"13,088",746,264,233,460,458,578,418,522,245,295,560,"1,157",778,999,"2,978","2,397"
2021,5,50,"18,036","1,258",591,470,"1,017",960,928,775,913,501,593,780,"1,387",858,"1,530","3,252","2,223"
2021,5,60,"19,037","1,793",751,685,"1,394","1,027",897,"1,167","1,176",685,887,811,"1,444",876,"1,547","2,421","1,476"
2021,5,70,"11,392","1,124",546,527,870,504,491,731,794,480,546,587,848,454,961,"1,205",724
2021,5,80,"7,173",722,396,429,599,258,349,574,569,391,323,322,450,243,512,599,437
2021,5,90,"1,082",88,57,74,95,46,58,99,89,45,54,59,57,38,62,85,76
2021,5,100,38,2,3,3,1,1,0,1,6,4,5,0,5,2,0,2,3
2021,6,총,"103,640","7,313","3,228","2,964","5,481","4,263","4,653","4,601","5,195","2,893","3,180","4,583","8,247","5,430","7,940","19,360","14,309"
2021,6,0,"5,563",264,98,64,161,154,184,114,160,65,77,186,454,335,304,"1,341","1,602"
2021,6,10,"8,026",397,117,123,273,191,357,211,280,151,88,315,680,578,540,"2,015","1,710"
2021,6,20,"10,950",447,214,191,318,340,455,275,364,180,151,583,932,730,841,"3,177","1,752"
2021,6,30,"9,229",465,192,173,295,309,349,241,334,139,168,377,829,524,656,"2,282","1,896"
2021,6,40,"13,064",739,265,226,460,461,580,418,517,247,296,558,"1,155",777,997,"2,963","2,405"
2021,6,50,"17,968","1,252",588,467,"1,005",965,927,765,903,500,588,785,"1,379",863,"1,516","3,251","2,214"
2021,6,60,"19,131","1,812",749,689,"1,400","1,027",900,"1,174","1,188",692,881,811,"1,453",879,"1,552","2,435","1,489"
2021,6,70,"11,399","1,126",546,527,874,507,497,727,789,479,552,587,851,457,957,"1,202",721
2021,6,80,"7,183",719,398,428,600,261,344,576,567,389,322,322,449,247,512,607,442
2021,6,90,"1,087",90,58,73,94,47,59,99,87,47,52,59,60,38,64,85,75
2021,6,100,40,2,3,3,1,1,1,1,6,4,5,0,5,2,1,2,3
2021,7,총,"103,572","7,291","3,222","2,971","5,466","4,270","4,667","4,593","5,175","2,896","3,165","4,574","8,231","5,429","7,929","19,390","14,303"
2021,7,0,"5,511",256,97,64,155,151,182,115,154,66,73,185,456,334,302,"1,332","1,589"
2021,7,10,"8,016",398,117,125,278,193,352,209,283,155,89,315,675,570,537,"2,012","1,708"
2021,7,20,"10,956",442,209,187,313,338,465,278,361,174,147,588,917,732,846,"3,204","1,755"
2021,7,30,"9,171",458,193,178,281,312,347,240,330,141,162,373,831,517,653,"2,281","1,874"
2021,7,40,"13,048",737,262,225,465,462,579,413,506,250,298,561,"1,153",775,995,"2,956","2,411"
2021,7,50,"17,911","1,246",582,460,995,953,931,765,906,494,578,780,"1,377",864,"1,508","3,259","2,213"
2021,7,60,"19,226","1,814",754,703,"1,408","1,041",911,"1,171","1,188",698,885,805,"1,453",891,"1,557","2,446","1,501"
2021,7,70,"11,412","1,132",543,528,877,511,494,725,793,473,555,585,844,462,955,"1,207",728
2021,7,80,"7,182",715,399,426,598,260,346,575,562,393,320,324,459,247,510,604,444
2021,7,90,"1,099",90,63,72,95,48,59,101,86,49,53,58,61,35,65,87,77
2021,7,100,40,3,3,3,1,1,1,1,6,3,5,0,5,2,1,2,3
2021,8,총,"103,386","7,292","3,203","2,956","5,425","4,264","4,663","4,585","5,172","2,893","3,163","4,567","8,250","5,415","7,892","19,378","14,268"
2021,8,0,"5,467",250,95,60,148,153,181,110,155,63,74,188,463,332,292,"1,325","1,578"
2021,8,10,"7,984",395,119,126,277,191,353,210,278,157,89,316,674,566,528,"2,007","1,698"
2021,8,20,"10,898",439,201,184,308,320,459,273,355,174,147,580,922,730,844,"3,212","1,750"
2021,8,30,"9,104",450,195,176,279,312,341,236,334,146,160,370,825,521,641,"2,265","1,853"
2021,8,40,"12,995",743,257,219,453,467,586,413,506,239,294,561,"1,151",774,981,"2,942","2,409"
2021,8,50,"17,900","1,241",584,460,986,947,930,765,903,496,578,779,"1,381",856,"1,509","3,263","2,222"
2021,8,60,"19,304","1,833",754,701,"1,406","1,052",909,"1,177","1,192",704,888,799,"1,465",892,"1,562","2,460","1,510"
2021,8,70,"11,386","1,126",534,530,875,510,498,721,796,472,551,588,843,463,954,"1,207",718
2021,8,80,"7,203",721,400,424,597,264,346,575,564,390,323,326,460,243,514,608,448
2021,8,90,"1,104",91,61,73,95,47,58,104,84,49,53,60,61,36,66,87,79
2021,8,100,41,3,3,3,1,1,2,1,5,3,6,0,5,2,1,2,3
2021,9,총,"103,329","7,271","3,188","2,954","5,418","4,270","4,636","4,591","5,174","2,877","3,169","4,562","8,228","5,389","7,882","19,441","14,279"
2021,9,0,"5,448",248,92,64,147,147,175,117,157,60,72,183,462,320,290,"1,333","1,581"
2021,9,10,"7,956",385,117,123,277,192,354,211,279,158,92,314,671,564,531,"2,008","1,680"
2021,9,20,"10,879",436,197,183,299,319,445,269,352,169,149,581,920,721,836,"3,237","1,766"
2021,9,30,"9,044",447,194,178,279,302,338,236,328,140,155,365,825,522,635,"2,268","1,832"
2021,9,40,"12,936",731,253,212,453,468,582,405,507,237,292,558,"1,134",765,987,"2,943","2,409"
2021,9,50,"17,908","1,232",582,460,975,947,925,770,910,498,581,788,"1,376",863,"1,502","3,260","2,239"
2021,9,60,"19,376","1,848",756,704,"1,409","1,069",915,"1,183","1,192",697,890,801,"1,466",892,"1,566","2,475","1,513"
2021,9,70,"11,393","1,118",530,525,888,511,499,718,795,474,554,583,846,463,953,"1,212",724
2021,9,80,"7,230",730,403,429,593,266,341,579,563,390,323,330,460,241,517,616,449
2021,9,90,"1,117",92,61,73,97,48,60,102,86,51,55,59,63,36,64,87,83
2021,9,100,42,4,3,3,1,1,2,1,5,3,6,0,5,2,1,2,3
2021,10,총,"103,321","7,235","3,200","2,956","5,401","4,262","4,629","4,577","5,189","2,867","3,172","4,556","8,247","5,396","7,872","19,439","14,323"
2021,10,0,"5,394",237,91,63,139,142,177,117,154,56,74,184,461,315,291,"1,313","1,580"
2021,10,10,"7,940",383,120,123,272,193,352,214,283,158,93,312,670,563,539,"1,995","1,670"
2021,10,20,"10,924",437,195,182,303,325,438,262,349,164,148,585,922,728,826,"3,280","1,780"
