년도,월,나이,서울특별시,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2020,1,90,"10,504",356,255,482,305,333,458,353,498,390,432,551,565,429,430,397,550,347,185,412,456,389,474,524,557,376
2020,1,100,"1,624",85,65,99,65,43,84,42,95,59,41,78,74,74,77,42,66,34,56,67,87,63,50,52,68,58
2020,2,총,"4,745,133","73,729","61,964","110,773","146,688","170,000","171,835","196,483","214,078","152,857","162,327","257,265","230,767","149,432","176,889","224,702","285,619","200,854","118,145","183,468","191,433","250,822","206,193","261,466","326,880","220,464"
2020,2,0,"338,085","4,092","3,694","7,294","11,015","10,913","11,173","12,498","15,645","8,870","10,438","18,313","15,956","10,551","13,316","17,097","22,102","15,390","6,925","12,905","13,400","12,588","18,573","20,184","27,611","17,542"
2020,2,10,"417,723","5,887","3,677","8,335","10,594","13,889","12,681","14,387","19,795","12,006","14,020","29,187","20,507","12,315","14,909","27,215","23,853","16,050","7,915","13,004","14,900","15,656","23,380","31,466","31,310","20,785"
2020,2,20,"711,372","11,577","8,963","15,856","22,678","29,367","27,736","28,038","32,334","21,298","22,842","38,164","32,110","23,748","27,771","30,963","40,939","27,290","18,614","27,072","32,293","52,761","27,138","36,165","45,800","29,855"
2020,2,30,"753,110","10,081","10,290","19,028","24,905","28,591","26,566","30,604","30,694","21,256","21,935","33,408","34,358","22,451","31,048","29,106","51,842","32,867","19,705","34,238","32,174","48,639","30,434","39,124","54,938","34,828"
2020,2,40,"775,014","11,226","9,461","17,849","23,512","26,919","26,954","30,476","35,652","24,969","25,123","42,781","38,627","23,888","30,478","38,743","46,881","33,109","17,803","28,731","30,237","37,596","37,195","47,034","53,562","36,208"
2020,2,50,"754,816","12,919","10,673","18,135","24,268","27,087","27,387","34,913","34,461","26,045","27,792","42,933","37,180","24,002","26,741","38,269","42,204","31,412","20,704","28,653","28,326","34,438","30,834","39,992","50,360","35,088"
2020,2,60,"567,502","9,605","8,508","13,165","17,180","19,442","21,807","26,988","25,147","20,768","23,010","30,602","28,506","17,468","17,692","26,534","34,519","25,439","15,635","21,796","21,986","26,916","21,502","26,585","38,565","28,137"
2020,2,70,"314,041","5,601","4,671","7,450","9,113","10,166","12,655","13,914","14,526","12,951","12,502","15,880","16,968","10,388","10,342","12,802","17,743","14,668","8,205","12,257","13,150","16,739","12,638","15,763","18,958","13,991"
2020,2,80,"101,239","2,298","1,706","3,068","3,045","3,251","4,333","4,270","5,227","4,238","4,193","5,352","5,910","4,114","4,083","3,531","4,919","4,241","2,390","4,330","4,418","5,034","3,969","4,578","5,151","3,590"
2020,2,90,"10,586",358,256,491,313,331,459,352,503,397,432,565,570,431,429,401,549,353,193,413,459,391,480,524,557,379
2020,2,100,"1,645",85,65,102,65,44,84,43,94,59,40,80,75,76,80,41,68,35,56,69,90,64,50,51,68,61
2020,3,총,"4,742,217","73,704","61,839","110,667","146,300","169,568","171,896","196,076","213,926","152,747","161,879","256,726","230,147","150,051","176,943","224,241","285,085","200,558","118,044","184,316","191,272","250,743","205,787","260,654","325,859","223,189"
2020,3,0,"336,469","4,070","3,652","7,269","10,910","10,738","11,126","12,402","15,582","8,820","10,350","18,223","15,809","10,635","13,291","16,964","21,909","15,253","6,861","13,009","13,332","12,476","18,433","19,995","27,373","17,987"
2020,3,10,"415,728","5,827","3,648","8,257","10,591","13,829","12,682","14,271","19,752","11,934","13,889","28,941","20,390","12,287","14,865","27,056","23,721","16,000","7,852","12,952","14,866","15,604","23,277","31,332","31,055","20,850"
2020,3,20,"713,226","11,595","8,959","15,859","22,683","29,427","27,933","28,009","32,495","21,355","22,805","38,176","32,109","23,997","27,894","30,990","41,028","27,336","18,707","27,319","32,349","53,005","27,137","36,120","45,735","30,204"
2020,3,30,"751,137","10,056","10,231","19,013","24,738","28,430","26,543","30,440","30,520","21,150","21,825","33,280","34,177","22,532","30,978","28,994","51,551","32,760","19,647","34,496","32,068","48,560","30,317","38,891","54,628","35,312"
2020,3,40,"772,140","11,179","9,429","17,790","23,385","26,757","26,824","30,332","35,479","24,875","24,940","42,536","38,394","23,927","30,370","38,504","46,703","32,938","17,699","28,712","30,092","37,426","37,035","46,814","53,313","36,687"
2020,3,50,"754,079","12,935","10,669","18,148","24,163","27,045","27,341","34,791","34,432","26,037","27,733","42,917","37,073","24,047","26,760","38,183","42,115","31,350","20,679","28,728","28,270","34,354","30,830","39,882","50,234","35,363"
2020,3,60,"569,745","9,683","8,513","13,208","17,257","19,483","21,857","27,128","25,215","20,822","23,084","30,696","28,603","17,547","17,795","26,655","34,626","25,507","15,691","21,961","22,078","27,001","21,555","26,623","38,632","28,525"
2020,3,70,"315,112","5,599","4,706","7,453","9,135","10,200","12,689","13,991","14,590","12,981","12,532","15,894","17,001","10,404","10,345","12,878","17,839","14,727","8,237","12,282","13,196","16,751","12,664","15,799","19,057","14,162"
2020,3,80,"102,246","2,312","1,708","3,071","3,058","3,279","4,359","4,318","5,259","4,309","4,245","5,413","5,939","4,158","4,126","3,571","4,972","4,291","2,418","4,372","4,467","5,109","4,009","4,617","5,207","3,659"
2020,3,90,"10,672",362,260,495,313,335,456,350,510,404,434,571,575,442,440,402,553,359,197,418,464,393,478,526,556,379
2020,3,100,"1,663",86,64,104,67,45,86,44,92,60,42,79,77,75,79,44,68,37,56,67,90,64,52,55,69,61
2020,4,총,"4,737,843","73,563","61,770","110,604","145,833","169,213","171,621","195,784","213,743","152,594","161,581","256,344","230,057","150,069","176,856","224,563","284,543","200,239","117,935","184,446","191,207","250,442","205,452","259,936","325,127","224,321"
2020,4,0,"334,693","4,042","3,627","7,248","10,844","10,610","11,047","12,309","15,502","8,763","10,282","18,106","15,757","10,623","13,247","16,987","21,703","15,157","6,807","12,992","13,248","12,341","18,303","19,851","27,194","18,103"
2020,4,10,"413,804","5,790","3,624","8,188","10,521","13,752","12,618","14,193","19,669","11,842","13,798","28,760","20,304","12,233","14,818","26,996","23,645","15,934","7,796","12,867","14,834","15,523","23,264","31,126","30,862","20,847"
2020,4,20,"712,883","11,565","8,929","15,900","22,608","29,410","27,941","27,975","32,505","21,332","22,791","38,117","32,098","24,089","27,901","31,015","40,950","27,311","18,706","27,331","32,322","53,028","27,048","36,067","45,641","30,303"
2020,4,30,"750,315","10,080","10,209","18,990","24,644","28,347","26,482","30,305","30,563","21,110","21,737","33,259","34,204","22,526","30,929","29,109","51,377","32,638","19,686","34,583","32,039","48,473","30,186","38,783","54,457","35,599"
2020,4,40,"769,983","11,116","9,410","17,734","23,254","26,644","26,708","30,252","35,294","24,817","24,798","42,370","38,263","23,858","30,315","38,453","46,581","32,800","17,640","28,734","30,079","37,320","36,990","46,590","53,128","36,835"
2020,4,50,"753,529","12,933","10,678","18,154","24,061","26,984","27,284","34,759","34,423","26,043","27,686","42,882","37,058","24,040","26,773","38,203","42,032","31,306","20,625","28,692","28,282","34,370","30,807","39,862","50,146","35,446"
2020,4,60,"571,487","9,660","8,517","13,260","17,310","19,574","21,918","27,211","25,285","20,877","23,187","30,782","28,698","17,613","17,864","26,798","34,678","25,606","15,720","22,079","22,147","26,987","21,601","26,628","38,705","28,782"
2020,4,70,"315,825","5,597","4,731","7,446","9,136","10,211","12,673","14,047","14,609","12,995","12,571","15,949","17,030","10,406","10,343","12,962","17,931","14,776","8,253","12,291","13,212","16,809","12,694","15,793","19,099","14,261"
2020,4,80,"102,912","2,330","1,721","3,082","3,076","3,296","4,403","4,331","5,288","4,345","4,247","5,454","5,992","4,166","4,146","3,593","5,020","4,324","2,446","4,386","4,493","5,133","4,029","4,653","5,258","3,700"
2020,4,90,"10,734",363,260,497,312,338,458,357,513,410,441,585,577,440,441,403,557,350,200,424,462,391,477,527,568,383
2020,4,100,"1,678",87,64,105,67,47,89,45,92,60,43,80,76,75,79,44,69,37,56,67,89,67,53,56,69,62
2020,5,총,"4,735,431","73,407","61,747","110,537","145,567","169,049","171,565","195,693","213,614","152,333","161,195","256,045","230,062","150,058","176,985","225,084","284,115","200,098","117,899","184,535","191,281","250,628","205,264","259,158","324,643","224,869"
2020,5,0,"333,248","4,021","3,610","7,231","10,801","10,578","11,031","12,289","15,418","8,693","10,216","18,038","15,701","10,602","13,184","16,993","21,533","15,030","6,783","12,968","13,210","12,260","18,217","19,718","27,018","18,105"
2020,5,10,"411,862","5,734","3,609","8,142","10,442","13,648","12,540","14,135","19,592","11,793","13,741","28,557","20,216","12,172","14,761","26,934","23,529","15,878","7,746","12,821","14,787","15,388","23,166","30,979","30,738","20,814"
2020,5,20,"713,036","11,568","8,921","15,861","22,614","29,501","27,953","27,989","32,560","21,288","22,677","38,125","32,093","24,131","28,032","31,115","40,827","27,275","18,701","27,326","32,341","53,275","27,045","35,963","45,523","30,332"
2020,5,30,"749,894","10,033","10,208","19,003","24,557","28,281","26,464","30,269","30,549","21,010","21,636","33,214","34,181","22,532","31,034","29,295","51,339","32,548","19,713","34,645","32,067","48,579","30,084","38,547","54,369","35,737"
2020,5,40,"767,985","11,050","9,388","17,691","23,156","26,538","26,672","30,134","35,168","24,697","24,683","42,184","38,209","23,764","30,233","38,448","46,447","32,811","17,541","28,694","30,050","37,228","36,897","46,421","52,983","36,898"
2020,5,50,"753,933","12,947","10,678","18,183","24,043","26,954","27,235","34,739","34,437","26,086","27,646","42,893","37,077","24,085","26,791","38,297","41,994","31,314","20,643","28,693","28,319","34,389","30,885","39,889","50,179","35,537"
2020,5,60,"572,501","9,677","8,532","13,266","17,304","19,617","22,008","27,292","25,287","20,893","23,230","30,848","28,767","17,628","17,917","26,873","34,741","25,659","15,746","22,156","22,173","27,006","21,668","26,569","38,714","28,930"
2020,5,70,"316,917","5,600","4,744","7,458","9,179","10,213","12,689","14,084","14,680","13,017","12,601","16,018","17,088","10,427","10,355","13,075","18,009","14,847","8,293","12,340","13,257","16,882","12,707","15,810","19,184","14,360"
2020,5,80,"103,579","2,325","1,730","3,104","3,087","3,330","4,425","4,354","5,319","4,385","4,278","5,503","6,072","4,201","4,151","3,606","5,059","4,348","2,472","4,397","4,528","5,157","4,065","4,679","5,294","3,710"
2020,5,90,"10,776",364,263,493,316,340,459,363,511,410,442,584,580,441,448,404,563,351,204,428,459,397,475,527,570,384
2020,5,100,"1,700",88,64,105,68,49,89,45,93,61,45,81,78,75,79,44,74,37,57,67,90,67,55,56,71,62
2020,6,총,"4,732,275","73,288","61,697","110,527","145,258","168,879","171,392","195,349","213,431","152,028","160,855","255,624","230,640","149,920","176,664","224,908","283,697","200,098","117,762","184,905","191,211","250,829","205,037","258,753","324,317","225,206"
2020,6,0,"331,870","3,996","3,601","7,195","10,778","10,522","10,993","12,200","15,349","8,633","10,173","17,941","15,758","10,543","13,121","16,894","21,381","14,990","6,731","12,970","13,142","12,206","18,111","19,585","26,968","18,089"
2020,6,10,"410,236","5,705","3,571","8,114","10,396","13,580","12,471","14,038","19,533","11,723","13,671","28,407","20,129","12,133","14,695","26,787","23,503","15,830","7,695","12,787","14,734","15,275","23,115","30,921","30,645","20,778"
2020,6,20,"713,039","11,564","8,911","15,902","22,571","29,543","28,009","27,931","32,508","21,222","22,598","38,048","32,183","24,190","28,012","31,078","40,768","27,256","18,728","27,382","32,404","53,610","26,986","35,890","45,346","30,399"
2020,6,30,"749,157","10,023","10,219","18,996","24,498","28,210","26,426","30,165","30,532","20,964","21,544","33,140","34,375","22,458","30,972","29,281","51,219","32,560","19,685","34,774","32,031","48,613","30,014","38,340","54,272","35,846"
2020,6,40,"766,587","11,009","9,351","17,651","23,069","26,439","26,623","30,083","35,146","24,592","24,597","42,044","38,262","23,709","30,139","38,375","46,357","32,759","17,491","28,687","30,030","37,192","36,789","46,324","52,942","36,927"
2020,6,50,"752,182","12,907","10,663","18,184","23,911","26,855","27,116","34,588","34,317","26,004","27,556","42,800","37,090","24,017","26,730","38,269","41,870","31,272","20,518","28,717","28,255","34,260","30,903","39,891","50,050","35,439"
2020,6,60,"575,000","9,690","8,568","13,317","17,364","19,747","22,078","27,429","25,385","20,971","23,308","30,973","28,927","17,731","17,934","27,020","34,866","25,792","15,860","22,294","22,240","27,108","21,731","26,661","38,875","29,131"
2020,6,70,"317,745","5,612","4,750","7,459","9,186","10,229","12,701","14,129","14,742","13,043","12,634","16,078","17,149","10,419","10,380","13,129","18,025","14,879","8,320","12,378","13,273","16,922","12,767","15,847","19,269","14,425"
2020,6,80,"103,967","2,322","1,739","3,105","3,103","3,358","4,425","4,380","5,320","4,407","4,286","5,521","6,106","4,200","4,148","3,622","5,080","4,371","2,472","4,424","4,554","5,176","4,090","4,715","5,317","3,726"
2020,6,90,"10,782",372,260,500,313,345,458,361,506,409,442,590,582,446,453,409,556,352,205,425,457,398,475,523,561,384
2020,6,100,"1,710",88,64,104,69,51,92,45,93,60,46,82,79,74,80,44,72,37,57,67,91,69,56,56,72,62
2020,7,총,"4,728,872","73,214","61,644","110,438","145,030","168,766","171,134","195,227","213,033","151,707","160,465","255,127","231,384","149,674","176,437","224,608","283,343","200,163","117,567","185,156","191,063","250,825","204,766","258,624","324,307","225,170"
2020,7,0,"330,330","3,973","3,591","7,167","10,760","10,450","10,929","12,188","15,243","8,559","10,093","17,817","15,812","10,428","13,038","16,770","21,240","14,941","6,704","12,966","13,068","12,138","18,032","19,534","26,872","18,017"
2020,7,10,"408,779","5,668","3,555","8,088","10,346","13,516","12,351","13,993","19,415","11,667","13,575","28,266","20,122","12,103","14,649","26,741","23,420","15,803","7,621","12,745","14,693","15,187","23,058","30,883","30,628","20,686"
2020,7,20,"712,412","11,568","8,903","15,842","22,544","29,575","28,052","27,882","32,449","21,198","22,525","37,982","32,222","24,150","28,032","30,996","40,771","27,301","18,655","27,400","32,353","53,670","26,906","35,823","45,232","30,381"
2020,7,30,"747,611","10,037","10,181","19,006","24,447","28,124","26,287","30,102","30,455","20,818","21,444","32,995","34,609","22,398","30,823","29,160","51,077","32,483","19,674","34,874","31,994","48,556","29,873","38,239","54,179","35,776"
2020,7,40,"765,473","10,989","9,354","17,603","22,989","26,428","26,624","30,061","35,041","24,509","24,510","41,823","38,296","23,640","30,120","38,254","46,236","32,763","17,462","28,719","29,978","37,204","36,669","46,258","53,020","36,923"
2020,7,50,"751,861","12,868","10,646","18,155","23,832","26,816","27,062","34,498","34,285","25,949","27,520","42,812","37,225","24,019","26,709","38,287","41,839","31,341","20,481","28,715","28,247","34,239","30,968","39,924","50,011","35,413"
2020,7,60,"576,472","9,721","8,573","13,369","17,401","19,823","22,088","27,500","25,462","21,024","23,355","31,037","29,077","17,767","17,976","27,098","34,924","25,836","15,874","22,346","22,320","27,157","21,800","26,713","38,981","29,250"
2020,7,70,"318,867","5,595","4,771","7,480","9,204","10,261","12,761","14,187","14,735","13,071","12,654","16,158","17,212","10,448","10,378","13,203","18,088","14,897","8,355","12,458","13,288","16,987","12,822","15,909","19,407","14,538"
2020,7,80,"104,518","2,331","1,744","3,120","3,123","3,368","4,433","4,407","5,350","4,441","4,307","5,559","6,153","4,190","4,176","3,648","5,119","4,399","2,477","4,437","4,568","5,214","4,103","4,764","5,343","3,744"
2020,7,90,"10,824",375,262,502,315,354,456,364,504,410,435,594,577,456,456,406,558,360,207,427,464,403,477,521,562,379
2020,7,100,"1,725",89,64,106,69,51,91,45,94,61,47,84,79,75,80,45,71,39,57,69,90,70,58,56,72,63
2020,8,총,"4,724,585","73,062","61,651","110,403","144,701","168,472","170,926","195,931","212,559","151,376","160,089","254,463","231,508","149,803","176,174","224,271","282,647","200,251","117,497","185,603","190,754","250,520","204,280","258,407","324,134","225,103"
2020,8,0,"328,489","3,931","3,595","7,116","10,711","10,349","10,852","12,267","15,143","8,480","10,008","17,683","15,721","10,444","12,966","16,629","21,046","14,851","6,640","13,039","12,938","12,003","17,923","19,441","26,752","17,961"
2020,8,10,"407,212","5,618","3,529","8,063","10,234","13,450","12,304","13,968","19,285","11,617","13,537","28,095","20,067","12,042","14,561","26,666","23,281","15,803","7,562","12,717","14,615","15,093","23,031","30,921","30,519","20,634"
2020,8,20,"712,228","11,566","8,889","15,845","22,492","29,631","28,140","27,965","32,445","21,119","22,435","37,839","32,323","24,185","28,060","30,914","40,703","27,249","18,721","27,450","32,451","53,691","26,812","35,747","45,206","30,350"
2020,8,30,"745,595","10,016","10,173","18,958","24,353","27,999","26,179","30,246","30,260","20,735","21,319","32,835","34,529","22,451","30,741","29,016","50,905","32,523","19,626","35,035","31,846","48,442","29,668","38,037","54,005","35,698"
2020,8,40,"763,773","10,937","9,333","17,597","22,934","26,310","26,545","30,144","34,880","24,372","24,443","41,638","38,268","23,634","30,005","38,150","46,045","32,717","17,437","28,751","29,834","37,091","36,560","46,244","52,975","36,929"
2020,8,50,"751,118","12,856","10,621","18,183","23,733","26,791","26,951","34,526","34,276","25,922","27,409","42,774","37,273","23,986","26,657","38,280","41,716","31,336","20,425","28,739","28,243","34,229","30,972","39,894","50,013","35,313"
2020,8,60,"578,951","9,750","8,626","13,427","17,522","19,893","22,184","27,732","25,560","21,125","23,426","31,130","29,230","17,885","18,080","27,207","35,013","26,008","15,946","22,422","22,376","27,232","21,814","26,808","39,178","29,377"
2020,8,70,"319,373","5,579","4,789","7,465","9,208","10,258","12,755","14,238","14,722","13,068","12,701","16,171","17,240","10,416","10,351","13,282","18,171","14,929","8,382","12,494","13,304","17,010","12,832","15,931","19,464","14,613"
2020,8,80,"105,188","2,344","1,766","3,137","3,126","3,386","4,463","4,435","5,384","4,462","4,331","5,609","6,195","4,223","4,208","3,670","5,132","4,434","2,494","4,460","4,590","5,249","4,126","4,809","5,377","3,778"
2020,8,90,"10,914",374,265,506,319,353,462,365,508,415,432,604,581,461,465,411,563,362,207,424,466,411,483,519,572,386
2020,8,100,"1,744",91,65,106,69,52,91,45,96,61,48,85,81,76,80,46,72,39,57,72,91,69,59,56,73,64
2020,9,총,"4,719,170","73,024","61,526","110,604","144,444","168,095","170,748","195,981","212,151","151,117","159,723","253,797","231,364","149,993","176,011","223,889","281,951","200,268","117,489","185,800","190,422","250,084","203,686","257,961","323,646","225,396"
2020,9,0,"326,491","3,896","3,570","7,077","10,664","10,238","10,845","12,194","15,026","8,416","9,951","17,450","15,629","10,476","12,905","16,518","20,809","14,766","6,593","13,024","12,831","11,901","17,806","19,279","26,628","17,999"
2020,9,10,"405,944","5,621","3,494","8,073","10,171","13,414","12,215","13,968","19,171","11,564","13,454","28,006","20,025","11,978","14,473","26,632","23,179","15,749","7,529","12,730","14,556","14,963","22,999","30,915","30,458","20,607"
2020,9,20,"711,112","11,548","8,897","15,862","22,444","29,570","28,133","27,911","32,422","21,104","22,372","37,761","32,277","24,258","28,122","30,801","40,598","27,230","18,729","27,445","32,403","53,531","26,664","35,626","45,107","30,297"
2020,9,30,"743,478","10,003","10,098","18,972","24,304","27,863","26,094","30,195","30,125","20,653","21,188","32,642","34,379","22,446","30,712","28,865","50,737","32,504","19,656","35,091","31,725","48,353","29,482","37,859","53,738","35,794"
2020,9,40,"761,988","10,905","9,323","17,591","22,832","26,175","26,443","30,103","34,731","24,235","24,348","41,446","38,262","23,632","29,925","38,073","45,892","32,646","17,424","28,768","29,742","37,010","36,460","46,165","52,856","37,001"
2020,9,50,"750,539","12,842","10,585","18,259","23,698","26,767","26,950","34,510","34,285","25,872","27,356","42,722","37,305","24,046","26,649","38,180","41,562","31,364","20,356","28,757","28,198","34,186","30,932","39,902","49,964","35,292"
2020,9,60,"581,260","9,801","8,657","13,547","17,623","19,984","22,259","27,917","25,644","21,243","23,474","31,233","29,343","17,973","18,129","27,297","35,184","26,140","16,036","22,495","22,457","27,360","21,839","26,833","39,309","29,483"
2020,9,70,"319,572","5,569","4,786","7,447","9,176","10,276","12,762","14,288","14,727","13,038","12,728","16,173","17,236","10,407","10,333","13,361","18,156","14,976","8,384","12,504","13,309","17,008","12,799","15,957","19,515","14,657"
2020,9,80,"105,985","2,369","1,779","3,163","3,140","3,407","4,491","4,478","5,408","4,512","4,367","5,663","6,242","4,234","4,210","3,703","5,183","4,482","2,515","4,476","4,635","5,291","4,160","4,847","5,424","3,806"
2020,9,90,"11,043",377,272,509,323,347,463,371,516,419,436,614,585,467,472,411,578,372,209,437,474,413,486,522,574,396
2020,9,100,"1,758",93,65,104,69,54,93,46,96,61,49,87,81,76,81,48,73,39,58,73,92,68,59,56,73,64
2020,10,총,"4,713,716","72,847","61,432","110,754","144,059","167,794","170,320","195,718","211,780","150,744","159,356","253,219","231,163","149,791","175,699","223,601","281,422","200,195","117,429","186,417","189,990","249,412","203,507","258,461","322,942","225,664"
2020,10,0,"324,310","3,875","3,557","7,044","10,593","10,147","10,767","12,083","14,930","8,318","9,863","17,299","15,516","10,384","12,784","16,403","20,592","14,668","6,548","13,070","12,730","11,740","17,732","19,211","26,455","18,001"
2020,10,10,"404,407","5,554","3,483","8,033","10,050","13,362","12,130","13,844","19,068","11,481","13,359","27,885","19,931","11,945","14,420","26,637","23,062","15,699","7,486","12,728","14,480","14,808","23,052","31,004","30,332","20,574"
2020,10,20,"709,822","11,498","8,867","15,903","22,381","29,507","28,109","27,879","32,351","21,040","22,287","37,702","32,321","24,224","28,051","30,674","40,502","27,240","18,694","27,546","32,272","53,360","26,564","35,571","45,004","30,275"
2020,10,30,"741,388","9,957","10,058","18,994","24,219","27,764","25,945","30,110","30,034","20,550","21,085","32,450","34,213","22,452","30,665","28,777","50,592","32,391","19,614","35,262","31,643","48,263","29,298","37,841","53,387","35,824"
2020,10,40,"760,281","10,871","9,267","17,588","22,744","26,085","26,349","30,030","34,585","24,146","24,234","41,305","38,176","23,515","29,770","37,968","45,849","32,595","17,404","28,839","29,616","36,848","36,467","46,210","52,756","37,064"
2020,10,50,"750,451","12,835","10,571","18,296","23,685","26,784","26,880","34,476","34,313","25,837","27,317","42,657","37,296","24,012","26,688","38,159","41,496","31,426","20,352","28,850","28,138","34,151","30,962","40,119","49,880","35,271"
2020,10,60,"583,531","9,847","8,693","13,650","17,674","20,031","22,326","28,026","25,707","21,323","23,582","31,325","29,505","18,054","18,214","27,393","35,294","26,213","16,124","22,584","22,528","27,440","21,915","26,981","39,432","29,670"
2020,10,70,"319,781","5,562","4,792","7,438","9,162","10,284","12,745","14,337","14,730","13,020","12,727","16,184","17,218","10,391","10,307","13,392","18,138","15,024","8,389","12,509","13,328","16,998","12,771","16,048","19,579","14,708"
2020,10,80,"106,866","2,382","1,802","3,191","3,158","3,426","4,519","4,519","5,442","4,550","4,408","5,700","6,306","4,269","4,243","3,740","5,248","4,522","2,546","4,514","4,688","5,323","4,189","4,902","5,461","3,818"
2020,10,90,"11,116",373,277,512,324,349,457,368,524,418,444,627,598,465,476,410,576,378,213,442,476,414,496,518,584,397
2020,10,100,"1,763",93,65,105,69,55,93,46,96,61,50,85,83,80,81,48,73,39,59,73,91,67,61,56,72,62
2020,11,총,"4,708,321","72,741","61,363","110,776","143,745","167,626","170,088","195,469","211,289","150,423","159,076","252,792","230,763","149,505","175,423","223,217","281,033","200,063","117,364","187,061","189,527","248,857","203,493","258,333","322,663","225,631"
2020,11,0,"322,150","3,841","3,532","7,011","10,529","10,050","10,725","12,009","14,826","8,234","9,791","17,122","15,353","10,307","12,720","16,282","20,437","14,554","6,517","13,126","12,615","11,629","17,606","19,104","26,320","17,910"
2020,11,10,"402,968","5,528","3,452","7,991","9,958","13,315","12,018","13,749","18,978","11,413","13,318","27,758","19,833","11,915","14,371","26,550","23,000","15,657","7,430","12,702","14,412","14,707","23,077","30,999","30,310","20,527"
2020,11,20,"708,862","11,515","8,877","15,920","22,328","29,516","28,080","27,827","32,275","21,013","22,217","37,700","32,324","24,144","27,992","30,580","40,464","27,210","18,684","27,588","32,216","53,232","26,519","35,480","44,887","30,274"
2020,11,30,"739,692","9,908","10,037","19,017","24,168","27,726","25,948","30,042","29,908","20,438","21,041","32,290","34,081","22,396","30,602","28,599","50,486","32,314","19,677","35,442","31,514","48,118","29,217","37,679","53,244","35,800"
2020,11,40,"758,623","10,827","9,252","17,537","22,680","26,015","26,236","29,977","34,550","24,039","24,132","41,153","38,010","23,465","29,708","37,900","45,735","32,564","17,340","28,964","29,543","36,693","36,417","46,165","52,702","37,019"
2020,11,50,"749,975","12,812","10,553","18,332","23,642","26,708","26,866","34,380","34,277","25,825","27,255","42,682","37,256","23,996","26,661","38,132","41,442","31,420","20,286","28,902","28,051","34,126","31,081","40,175","49,859","35,256"
2020,11,60,"585,409","9,906","8,690","13,705","17,727","20,138","22,384","28,176","25,700","21,383","23,658","31,430","29,637","18,050","18,259","27,492","35,367","26,300","16,199","22,741","22,552","27,495","21,979","27,119","39,532","29,790"
2020,11,70,"320,133","5,538","4,832","7,440","9,151","10,284","12,739","14,347","14,693","13,024","12,718","16,206","17,259","10,401","10,262","13,457","18,167","15,075","8,396","12,523","13,320","16,985","12,818","16,100","19,668","14,730"
2020,11,80,"107,577","2,394","1,793","3,209","3,170","3,464","4,543","4,549","5,459","4,572","4,448","5,739","6,327","4,286","4,290","3,756","5,290","4,549","2,551","4,552","4,738","5,392","4,216","4,939","5,484","3,867"
2020,11,90,"11,164",378,280,507,322,356,455,364,528,421,449,627,602,464,478,421,571,381,226,449,474,413,501,518,583,396
