년도,월,나이,수원시,장안구,파장동,율천동,정자1동,정자2동,정자3동,영화동,송죽동,조원1동,조원2동,연무동,권선구,세류1동,세류2동,세류3동,평동,서둔동,구운동,금곡동,호매실동,권선1동,권선2동,곡선동,입북동,팔달구,매교동,매산동,고등동,화서1동,화서2동,지동,우만1동,우만2동,인계동,행궁동,영통구,매탄1동,매탄2동,매탄3동,매탄4동,원천동,영통1동,영통2동,영통3동,망포1동,망포2동,광교1동,광교2동
2020,5,10,"62,566","15,372","1,020","2,238","1,942","1,686","3,659",658,962,"1,545","1,088",574,"17,733",346,879,850,"1,929","1,752","1,096","2,657","2,199",949,"2,915","1,204",957,"7,372",180,252,299,"1,105","1,569",413,794,"1,045","1,457",258,"22,089","1,039",844,"2,325","1,251","1,827","2,609","1,153","2,310","2,128","1,670","3,439","1,494"
2020,5,20,"98,615","24,174","1,886","6,174","2,238","2,290","3,204","1,404","1,587","2,339","1,573","1,479","28,667",782,"1,902","1,497","3,426","3,160","2,127","3,207","2,512","2,485","3,581","2,876","1,112","14,909",498,"1,056",596,"1,645","2,141",763,"1,719","1,976","3,738",777,"30,865","1,763","1,275","3,726","2,001","3,438","2,543","3,268","3,437","2,434","1,697","3,786","1,497"
2020,5,30,"94,620","17,489","1,602","3,125","1,758","1,941","2,210","1,433","1,469","1,839","1,019","1,093","31,220",928,"2,067","1,473","3,031","3,039","1,823","3,392","4,760","2,417","3,982","3,148","1,160","13,442",476,940,628,"1,396","1,763",711,"1,700","1,186","3,852",790,"32,469","1,352","1,093","3,059","1,699","3,995","2,744","3,676","2,351","2,519","2,942","4,479","2,560"
2020,5,40,"103,224","23,134","1,966","3,359","2,663","2,530","4,399","1,662","1,585","2,351","1,358","1,261","31,907",781,"2,007","1,683","3,137","3,224","1,988","4,049","4,244","1,929","4,352","2,815","1,698","14,319",505,827,756,"1,925","2,212",938,"1,641","1,329","3,296",890,"33,864","1,517","1,244","3,458","1,807","3,772","3,484","2,149","2,980","2,877","2,706","5,194","2,676"
2020,5,50,"98,264","24,740","2,215","3,436","2,633","2,703","3,833","2,037","1,813","2,752","1,807","1,511","30,857",916,"2,180","1,727","3,816","3,422","2,454","3,704","2,865","2,140","3,791","2,414","1,428","15,650",624,"1,059",918,"2,066","2,538","1,163","1,869","1,305","2,836","1,272","27,017","1,647","1,338","2,802","1,829","2,363","2,812","1,536","2,747","2,600","1,813","3,682","1,848"
2020,5,60,"56,477","14,475","1,581","1,766","1,387","1,543","1,422","1,633","1,180","1,769","1,014","1,180","18,730",624,"1,573","1,330","2,365","2,356","1,559","1,931","1,687","1,349","2,073","1,035",848,"10,500",436,799,681,"1,437","1,247",970,"1,286",782,"1,859","1,003","12,772",943,862,"1,332","1,055","1,370","1,164",562,"1,089","1,091",733,"1,469","1,102"
2020,5,70,"24,798","6,894",721,738,633,854,560,808,529,909,454,688,"7,808",302,763,668,"1,004","1,067",674,801,673,485,666,331,374,"5,221",233,371,438,756,548,537,684,316,820,518,"4,875",415,362,522,402,554,423,215,336,345,241,549,511
2020,5,80,"8,401","2,600",236,303,236,311,236,281,186,312,232,267,"2,501",106,262,196,325,295,219,298,203,145,212,136,104,"1,688",75,125,141,247,187,168,189,113,254,189,"1,612",106,115,156,143,166,188,94,152,104,76,166,146
2020,5,90,863,287,24,40,31,30,18,18,20,40,30,36,249,9,34,23,29,26,19,30,13,18,20,11,17,170,8,17,12,24,18,16,16,14,18,27,157,7,9,15,15,20,17,10,14,11,5,18,16
2020,5,100,78,21,2,4,3,1,0,6,2,0,1,2,26,2,4,0,4,4,2,0,3,2,3,2,0,22,3,3,7,2,1,1,2,0,2,1,9,2,1,0,1,1,3,0,1,0,0,0,0
2020,6,총,"599,868","138,916","11,992","22,761","14,820","14,903","21,618","10,391","9,929","14,661","9,359","8,482","187,043","5,284","12,265","9,888","20,800","19,621","12,661","22,712","23,004","12,641","24,701","14,871","8,595","88,401","3,172","5,722","4,671","11,390","13,295","5,907","10,398","8,671","19,306","5,869","185,508","9,406","7,638","18,967","11,022","19,932","17,924","13,989","16,831","15,999","14,219","25,921","13,660"
2020,6,0,"51,999","9,918",743,"1,645","1,337","1,035","2,056",475,627,823,786,391,"17,310",482,600,473,"1,645","1,290",756,"2,635","3,782",728,"3,104",919,896,"5,043",124,232,199,782,"1,085",241,502,618,"1,121",139,"19,728",635,520,"1,601",797,"2,405","1,971","1,343","1,403","1,891","2,316","3,059","1,787"
2020,6,10,"62,342","15,289","1,013","2,206","1,935","1,680","3,654",650,951,"1,536","1,087",577,"17,669",342,873,841,"1,929","1,737","1,090","2,644","2,216",934,"2,909","1,198",956,"7,337",179,255,300,"1,104","1,569",407,784,"1,030","1,449",260,"22,047","1,035",829,"2,323","1,244","1,822","2,608","1,143","2,314","2,125","1,660","3,443","1,501"
2020,6,20,"98,563","24,145","1,884","6,160","2,227","2,287","3,220","1,399","1,579","2,335","1,567","1,487","28,656",779,"1,916","1,488","3,450","3,142","2,107","3,212","2,514","2,489","3,584","2,872","1,103","14,924",505,"1,065",596,"1,638","2,134",761,"1,723","1,990","3,737",775,"30,838","1,747","1,269","3,687","2,017","3,460","2,528","3,256","3,436","2,434","1,711","3,808","1,485"
2020,6,30,"94,438","17,400","1,594","3,115","1,741","1,937","2,200","1,420","1,455","1,836","1,015","1,087","31,182",935,"2,056","1,474","3,046","3,048","1,807","3,398","4,747","2,417","3,951","3,139","1,164","13,441",473,948,619,"1,399","1,758",706,"1,690","1,178","3,884",786,"32,415","1,351","1,089","3,057","1,691","3,962","2,740","3,681","2,353","2,497","2,927","4,502","2,565"
2020,6,40,"103,127","23,025","1,953","3,324","2,653","2,524","4,385","1,646","1,586","2,336","1,353","1,265","31,914",779,"1,996","1,681","3,157","3,213","1,980","4,048","4,279","1,934","4,362","2,789","1,696","14,307",508,841,758,"1,928","2,193",938,"1,634","1,317","3,299",891,"33,881","1,520","1,236","3,439","1,814","3,779","3,480","2,140","2,976","2,888","2,722","5,212","2,675"
2020,6,50,"98,167","24,702","2,205","3,439","2,634","2,697","3,849","2,025","1,813","2,754","1,806","1,480","30,796",918,"2,197","1,712","3,803","3,420","2,437","3,693","2,850","2,121","3,798","2,424","1,423","15,632",617,"1,052",913,"2,063","2,531","1,162","1,870","1,306","2,847","1,271","27,037","1,626","1,335","2,827","1,831","2,380","2,790","1,535","2,749","2,594","1,825","3,694","1,851"
2020,6,60,"56,981","14,595","1,617","1,785","1,386","1,547","1,432","1,652","1,176","1,779","1,017","1,204","18,908",627,"1,567","1,332","2,401","2,366","1,567","1,952","1,731","1,371","2,085","1,048",861,"10,587",446,807,688,"1,448","1,269",968,"1,297",786,"1,872","1,006","12,891",960,870,"1,336","1,065","1,374","1,181",566,"1,098","1,109",737,"1,476","1,119"
2020,6,70,"24,865","6,909",719,739,642,851,561,818,532,905,456,686,"7,830",304,760,665,"1,013","1,080",674,801,669,484,670,333,377,"5,238",235,376,437,756,550,536,684,318,822,524,"4,888",413,366,527,404,559,418,219,334,346,240,548,514
2020,6,80,"8,440","2,626",239,304,235,314,244,282,187,315,239,267,"2,505",107,262,198,324,294,220,300,199,144,217,136,104,"1,695",72,126,142,247,186,171,196,114,254,187,"1,614",109,113,156,143,172,189,94,153,104,75,159,147
2020,6,90,868,286,23,40,27,30,17,18,21,42,32,36,247,9,34,24,28,27,21,29,14,17,18,11,15,175,10,17,12,23,19,16,16,14,19,29,160,8,10,14,15,18,16,12,14,11,6,20,16
2020,6,100,78,21,2,4,3,1,0,6,2,0,1,2,26,2,4,0,4,4,2,0,3,2,3,2,0,22,3,3,7,2,1,1,2,0,2,1,9,2,1,0,1,1,3,0,1,0,0,0,0
2020,7,총,"599,719","138,705","11,980","22,727","14,787","14,872","21,584","10,383","9,914","14,657","9,325","8,476","187,000","5,276","12,239","9,866","20,835","19,575","12,629","22,733","23,087","12,664","24,640","14,875","8,581","88,324","3,176","5,727","4,680","11,345","13,290","5,864","10,366","8,662","19,352","5,862","185,690","9,405","7,636","18,932","10,988","19,918","17,933","14,283","16,804","15,983","14,230","25,952","13,626"
2020,7,0,"51,778","9,851",734,"1,641","1,327","1,032","2,034",473,625,820,780,385,"17,238",486,596,467,"1,653","1,263",749,"2,620","3,785",718,"3,080",922,899,"5,003",122,231,197,779,"1,073",244,496,614,"1,109",138,"19,686",623,519,"1,591",794,"2,392","1,962","1,374","1,397","1,898","2,314","3,049","1,773"
2020,7,10,"62,157","15,216","1,011","2,170","1,922","1,668","3,651",651,952,"1,535","1,075",581,"17,620",330,870,838,"1,916","1,732","1,094","2,637","2,227",933,"2,893","1,200",950,"7,293",175,248,295,"1,098","1,554",406,785,"1,032","1,441",259,"22,028","1,029",820,"2,312","1,227","1,822","2,610","1,151","2,321","2,110","1,667","3,455","1,504"
2020,7,20,"98,531","24,127","1,882","6,164","2,219","2,284","3,227","1,403","1,577","2,325","1,559","1,487","28,648",784,"1,911","1,495","3,459","3,129","2,086","3,214","2,537","2,497","3,591","2,847","1,098","14,938",503,"1,072",602,"1,622","2,149",753,"1,725","1,985","3,768",759,"30,818","1,768","1,263","3,670","2,011","3,437","2,547","3,284","3,420","2,442","1,707","3,792","1,477"
2020,7,30,"94,262","17,334","1,591","3,113","1,746","1,931","2,167","1,405","1,450","1,842","1,008","1,081","31,074",928,"2,054","1,457","3,043","3,011","1,813","3,400","4,719","2,419","3,913","3,145","1,172","13,395",475,944,624,"1,396","1,734",684,"1,677","1,170","3,906",785,"32,459","1,339","1,083","3,041","1,698","3,948","2,723","3,827","2,348","2,483","2,921","4,507","2,541"
2020,7,40,"103,043","22,952","1,942","3,312","2,642","2,516","4,380","1,638","1,580","2,329","1,349","1,264","31,917",776,"1,979","1,659","3,178","3,231","1,962","4,053","4,325","1,930","4,347","2,793","1,684","14,281",511,846,748,"1,915","2,200",931,"1,623","1,316","3,291",900,"33,893","1,511","1,246","3,438","1,795","3,792","3,464","2,174","2,966","2,888","2,721","5,222","2,676"
2020,7,50,"98,210","24,659","2,195","3,432","2,631","2,693","3,858","2,017","1,812","2,751","1,797","1,473","30,787",916,"2,196","1,708","3,793","3,415","2,424","3,698","2,866","2,127","3,801","2,427","1,416","15,660",628,"1,051",928,"2,047","2,549","1,156","1,878","1,313","2,844","1,266","27,104","1,631","1,340","2,834","1,829","2,390","2,809","1,560","2,741","2,579","1,831","3,701","1,859"
2020,7,60,"57,337","14,694","1,630","1,806","1,389","1,543","1,445","1,666","1,173","1,796","1,029","1,217","19,043",631,"1,565","1,350","2,418","2,383","1,579","1,970","1,738","1,385","2,100","1,056",868,"10,594",444,806,686,"1,457","1,268",968,"1,281",789,"1,887","1,008","13,006",970,875,"1,348","1,064","1,381","1,187",583,"1,112","1,120",744,"1,500","1,122"
