년도,월,나이,수원시,장안구,파장동,율천동,정자1동,정자2동,정자3동,영화동,송죽동,조원1동,조원2동,연무동,권선구,세류1동,세류2동,세류3동,평동,서둔동,구운동,금곡동,호매실동,권선1동,권선2동,곡선동,입북동,팔달구,매교동,매산동,고등동,화서1동,화서2동,지동,우만1동,우만2동,인계동,행궁동,영통구,매탄1동,매탄2동,매탄3동,매탄4동,원천동,영통1동,영통2동,영통3동,망포1동,망포2동,광교1동,광교2동
2021,2,50,"98,229","24,627","2,219","3,397","2,616","2,692","3,948","2,013","1,794","2,732","1,771","1,445","30,564",891,"2,164","1,688","3,690","3,383","2,394","3,717","2,891","2,109","3,730","2,464","1,443","15,552",604,"1,039","1,007","2,022","2,494","1,125","1,792","1,310","2,932","1,227","27,486","1,649","1,317","2,865","1,805","2,433","2,836","1,595","2,772","2,598","1,856","3,801","1,959"
2021,2,60,"60,757","15,427","1,658","1,945","1,478","1,623","1,520","1,744","1,250","1,896","1,093","1,220","20,185",647,"1,635","1,384","2,617","2,475","1,676","2,097","1,885","1,441","2,236","1,167",925,"11,193",457,839,772,"1,540","1,375",992,"1,349",834,"2,000","1,035","13,952","1,013",914,"1,411","1,124","1,499","1,274",623,"1,222","1,211",802,"1,610","1,249"
2021,2,70,"25,360","6,989",733,751,651,858,564,831,535,895,459,712,"8,012",311,752,682,"1,023","1,093",691,832,708,506,706,340,368,"5,312",229,386,450,786,552,528,679,325,844,533,"5,047",438,379,534,423,581,415,218,342,361,251,567,538
2021,2,80,"8,932","2,758",253,318,259,335,252,294,195,328,250,274,"2,649",108,271,216,346,329,211,315,218,158,216,145,116,"1,823",78,128,172,257,200,182,209,127,277,193,"1,702",106,116,178,150,182,209,102,157,108,81,157,156
2021,2,90,928,322,26,44,25,32,21,23,26,51,40,34,258,10,33,23,25,26,21,38,18,14,19,16,15,180,9,21,10,24,22,15,16,11,22,30,168,11,11,12,16,21,19,10,13,11,8,22,14
2021,2,100,87,22,2,4,3,1,0,6,2,0,2,2,29,3,4,1,4,4,2,0,4,2,3,2,0,27,5,3,7,2,2,2,2,0,2,2,9,1,1,0,1,1,3,1,0,0,0,0,1
2021,3,총,"597,390","137,079","11,833","23,012","14,579","14,605","21,188","10,289","9,721","14,348","9,173","8,331","185,162","5,144","12,193","9,665","20,663","19,257","12,442","22,562","23,121","12,690","24,149","14,767","8,509","91,240","3,134","5,615","8,471","11,037","13,019","5,659","10,146","8,576","19,839","5,744","183,909","9,083","7,443","18,671","10,744","19,702","17,484","14,015","16,813","15,793","14,033","25,986","14,142"
2021,3,0,"49,202","9,147",681,"1,562","1,256",946,"1,874",434,565,753,710,366,"16,322",437,587,426,"1,609","1,185",695,"2,477","3,624",663,"2,903",852,864,"5,226",121,221,726,720,"1,004",214,457,563,"1,064",136,"18,507",558,464,"1,449",708,"2,237","1,798","1,295","1,297","1,793","2,242","2,914","1,752"
2021,3,10,"60,988","14,945",950,"2,412","1,874","1,598","3,530",619,948,"1,445","1,019",550,"17,224",322,833,815,"1,840","1,657","1,050","2,615","2,324",905,"2,811","1,128",924,"7,230",168,237,570,"1,022","1,486",365,714,984,"1,436",248,"21,589",955,796,"2,243","1,137","1,901","2,475","1,111","2,285","2,053","1,673","3,398","1,562"
2021,3,20,"98,404","24,073","1,855","6,361","2,191","2,238","3,230","1,390","1,500","2,273","1,518","1,517","28,280",763,"1,900","1,444","3,423","3,068","2,073","3,158","2,510","2,561","3,448","2,849","1,083","15,509",482,997,"1,159","1,604","2,115",743,"1,729","1,981","3,956",743,"30,542","1,701","1,238","3,576","2,012","3,367","2,496","3,150","3,555","2,431","1,644","3,828","1,544"
2021,3,30,"92,437","16,856","1,576","3,047","1,670","1,883","2,123","1,379","1,364","1,769",973,"1,072","29,957",900,"2,051","1,418","2,991","2,887","1,739","3,229","4,412","2,423","3,740","3,024","1,143","14,227",498,941,"1,559","1,306","1,701",645,"1,625","1,137","4,040",775,"31,397","1,258","1,030","3,009","1,665","3,664","2,615","3,744","2,302","2,393","2,672","4,492","2,553"
2021,3,40,"101,710","22,075","1,877","3,209","2,549","2,434","4,134","1,594","1,540","2,236","1,326","1,176","31,701",775,"1,965","1,580","3,119","3,186","1,906","4,068","4,494","1,915","4,327","2,750","1,616","14,499",493,820,"1,349","1,844","2,098",881,"1,565","1,298","3,286",865,"33,435","1,404","1,182","3,369","1,710","3,811","3,343","2,160","2,841","2,846","2,804","5,159","2,806"
2021,3,50,"98,074","24,418","2,198","3,373","2,615","2,642","3,931","1,990","1,778","2,698","1,758","1,435","30,468",892,"2,163","1,681","3,668","3,371","2,377","3,697","2,884","2,087","3,717","2,474","1,457","15,744",599,"1,027","1,365","1,968","2,465","1,101","1,785","1,300","2,930","1,204","27,444","1,634","1,313","2,872","1,803","2,449","2,814","1,590","2,771","2,586","1,852","3,808","1,952"
2021,3,60,"61,355","15,534","1,680","1,951","1,484","1,635","1,530","1,750","1,275","1,905","1,109","1,215","20,318",635,"1,629","1,394","2,622","2,469","1,679","2,136","1,918","1,461","2,256","1,189",930,"11,444",454,842,"1,009","1,522","1,379",998,"1,361",850,"2,000","1,029","14,059","1,020",912,"1,420","1,120","1,491","1,291",632,"1,244","1,217",810,"1,641","1,261"
2021,3,70,"25,305","6,938",734,747,652,845,565,818,534,890,454,699,"7,986",303,758,676,"1,022","1,083",680,828,721,505,711,337,362,"5,342",228,382,538,771,543,518,675,327,832,528,"5,039",430,379,542,426,582,420,219,344,351,248,560,538
2021,3,80,"8,969","2,767",253,308,262,353,251,293,191,329,259,268,"2,642",108,270,211,343,325,220,314,216,155,215,148,117,"1,835",81,124,185,256,204,179,219,124,274,189,"1,725",112,116,179,146,181,211,103,162,112,80,164,159
2021,3,90,900,313,27,42,25,30,20,20,24,50,44,31,251,9,33,19,25,24,23,40,17,14,18,16,13,172,9,21,11,22,22,14,15,12,20,26,164,10,12,12,16,19,18,10,12,11,8,22,14
2021,3,100,46,13,2,0,1,1,0,2,2,0,3,2,13,0,4,1,1,2,0,0,1,1,3,0,0,12,1,3,0,2,2,1,1,0,1,1,8,1,1,0,1,0,3,1,0,0,0,0,1
2021,4,총,"597,136","136,718","11,825","22,951","14,528","14,551","21,134","10,249","9,724","14,333","9,117","8,306","184,768","5,141","12,176","9,628","20,587","19,230","12,368","22,548","23,105","12,690","24,081","14,737","8,477","92,024","3,130","5,618","9,409","11,001","12,991","5,629","10,138","8,571","19,830","5,707","183,626","9,052","7,411","18,666","10,708","19,697","17,438","13,997","16,810","15,763","13,983","25,948","14,153"
2021,4,0,"48,905","9,071",681,"1,547","1,245",931,"1,868",432,561,755,698,353,"16,171",429,581,428,"1,597","1,171",682,"2,467","3,603",660,"2,872",834,847,"5,261",120,221,795,724,999,209,456,560,"1,045",132,"18,402",552,458,"1,429",694,"2,236","1,790","1,292","1,291","1,767","2,239","2,893","1,761"
2021,4,10,"60,760","14,853",942,"2,398","1,862","1,596","3,509",609,945,"1,421","1,020",551,"17,157",323,831,809,"1,827","1,653","1,031","2,613","2,324",899,"2,800","1,125",922,"7,250",169,240,628,"1,026","1,465",365,708,977,"1,425",247,"21,500",939,790,"2,231","1,132","1,905","2,450","1,105","2,262","2,046","1,672","3,399","1,569"
2021,4,20,"98,254","23,968","1,861","6,333","2,168","2,208","3,219","1,385","1,500","2,282","1,500","1,512","28,193",769,"1,906","1,442","3,396","3,071","2,065","3,156","2,496","2,561","3,436","2,824","1,071","15,614",479,988,"1,300","1,600","2,118",742,"1,726","1,983","3,954",724,"30,479","1,692","1,237","3,569","1,992","3,354","2,504","3,137","3,543","2,433","1,634","3,830","1,554"
2021,4,30,"92,457","16,850","1,571","3,051","1,694","1,879","2,129","1,367","1,365","1,763",960,"1,071","29,841",899,"2,042","1,405","2,966","2,887","1,730","3,237","4,380","2,416","3,716","3,022","1,141","14,437",503,946,"1,729","1,332","1,699",638,"1,613","1,148","4,053",776,"31,329","1,255","1,018","3,027","1,666","3,656","2,615","3,736","2,329","2,391","2,618","4,478","2,540"
2021,4,40,"101,582","21,996","1,869","3,202","2,521","2,430","4,114","1,580","1,548","2,232","1,317","1,183","31,635",767,"1,961","1,570","3,126","3,168","1,892","4,045","4,515","1,913","4,328","2,747","1,603","14,581",491,821,"1,504","1,815","2,085",869,"1,568","1,298","3,268",862,"33,370","1,396","1,174","3,374","1,714","3,812","3,310","2,159","2,840","2,830","2,816","5,139","2,806"
2021,4,50,"98,028","24,322","2,186","3,356","2,608","2,632","3,916","1,988","1,776","2,687","1,754","1,419","30,412",893,"2,151","1,667","3,646","3,358","2,357","3,695","2,905","2,093","3,707","2,479","1,461","15,854",597,"1,029","1,522","1,946","2,462","1,095","1,787","1,295","2,933","1,188","27,440","1,633","1,316","2,867","1,796","2,456","2,817","1,602","2,766","2,587","1,848","3,808","1,944"
2021,4,60,"61,817","15,626","1,691","1,970","1,487","1,657","1,546","1,751","1,278","1,921","1,111","1,214","20,456",635,"1,638","1,398","2,635","2,486","1,696","2,151","1,927","1,473","2,271","1,206",940,"11,591",453,845,"1,126","1,509","1,391","1,002","1,361",844,"2,022","1,038","14,144","1,027",910,"1,429","1,119","1,499","1,299",630,"1,258","1,233",819,"1,656","1,265"
2021,4,70,"25,359","6,931",740,740,658,831,564,825,531,891,453,698,"7,990",307,760,676,"1,019","1,081",675,833,719,509,712,338,361,"5,398",225,378,602,760,544,515,682,330,837,525,"5,040",431,376,544,429,580,417,220,346,353,249,558,537
2021,4,80,"9,032","2,780",255,312,259,356,249,290,196,330,260,273,"2,648",110,269,213,349,327,217,313,216,151,218,147,118,"1,856",83,126,192,264,206,180,220,125,272,188,"1,748",116,118,184,149,180,214,104,162,113,81,165,162
2021,4,90,895,307,27,41,25,30,20,20,22,51,41,30,252,9,33,19,25,26,23,38,19,14,18,15,13,170,9,21,11,23,20,13,16,11,20,26,166,10,13,12,16,19,19,11,13,10,7,22,14
2021,4,100,47,14,2,1,1,1,0,2,2,0,3,2,13,0,4,1,1,2,0,0,1,1,3,0,0,12,1,3,0,2,2,1,1,0,1,1,8,1,1,0,1,0,3,1,0,0,0,0,1
2021,5,총,"596,759","136,498","11,835","22,900","14,499","14,502","21,085","10,240","9,737","14,308","9,107","8,285","184,566","5,147","12,142","9,581","20,531","19,240","12,377","22,545","23,114","12,657","24,022","14,726","8,484","92,228","3,127","5,594","9,630","10,996","12,982","5,613","10,105","8,570","19,907","5,704","183,467","9,021","7,407","18,723","10,668","19,688","17,374","13,967","16,745","15,762","13,976","25,965","14,171"
2021,5,0,"48,615","8,981",679,"1,533","1,229",924,"1,840",431,561,744,699,341,"16,108",431,579,423,"1,585","1,163",688,"2,460","3,600",649,"2,835",842,853,"5,252",121,221,809,715,"1,004",209,444,565,"1,027",137,"18,274",544,455,"1,427",687,"2,211","1,770","1,271","1,278","1,763","2,238","2,870","1,760"
2021,5,10,"60,534","14,756",941,"2,370","1,854","1,579","3,496",606,932,"1,423","1,013",542,"17,091",323,811,794,"1,823","1,650","1,029","2,594","2,329",892,"2,812","1,122",912,"7,218",169,234,631,"1,027","1,452",365,707,962,"1,425",246,"21,469",940,781,"2,230","1,114","1,912","2,441","1,105","2,240","2,049","1,678","3,413","1,566"
2021,5,20,"98,045","23,898","1,861","6,308","2,164","2,208","3,213","1,375","1,504","2,269","1,482","1,514","28,092",785,"1,888","1,443","3,367","3,054","2,061","3,158","2,495","2,535","3,403","2,820","1,083","15,682",471,"1,003","1,342","1,605","2,114",744,"1,704","1,991","3,984",724,"30,373","1,684","1,243","3,574","1,988","3,353","2,485","3,090","3,522","2,434","1,620","3,829","1,551"
2021,5,30,"92,536","16,862","1,585","3,050","1,690","1,865","2,120","1,381","1,368","1,771",968,"1,064","29,839",893,"2,028","1,395","2,984","2,910","1,746","3,240","4,344","2,423","3,718","3,020","1,138","14,497",499,924,"1,776","1,335","1,697",637,"1,611","1,148","4,093",777,"31,338","1,252","1,022","3,046","1,663","3,641","2,600","3,757","2,336","2,399","2,588","4,481","2,553"
2021,5,40,"101,240","21,897","1,853","3,198","2,512","2,422","4,085","1,564","1,550","2,216","1,321","1,176","31,509",761,"1,976","1,558","3,095","3,154","1,884","4,024","4,529","1,913","4,299","2,721","1,595","14,554",489,824,"1,535","1,811","2,069",862,"1,561","1,291","3,256",856,"33,280","1,388","1,168","3,388","1,702","3,811","3,280","2,151","2,822","2,824","2,826","5,114","2,806"
2021,5,50,"98,039","24,317","2,193","3,354","2,614","2,615","3,934","1,984","1,769","2,688","1,746","1,420","30,377",891,"2,121","1,669","3,646","3,358","2,349","3,704","2,906","2,080","3,708","2,476","1,469","15,870",600,"1,021","1,553","1,938","2,468","1,086","1,773","1,296","2,952","1,183","27,475","1,619","1,313","2,878","1,788","2,475","2,834","1,610","2,752","2,578","1,845","3,830","1,953"
2021,5,60,"62,352","15,743","1,691","1,989","1,495","1,677","1,567","1,758","1,292","1,924","1,126","1,224","20,631",639,"1,670","1,397","2,642","2,509","1,703","2,181","1,949","1,480","2,297","1,221",943,"11,699",456,848,"1,164","1,516","1,398","1,002","1,388",850,"2,033","1,044","14,279","1,038",917,"1,442","1,128","1,507","1,308",645,"1,275","1,239",835,"1,679","1,266"
2021,5,70,"25,360","6,925",742,745,655,822,560,825,540,892,449,695,"7,990",305,762,668,"1,015","1,085",674,834,718,519,710,341,359,"5,402",227,372,614,757,546,514,679,329,841,523,"5,043",425,374,543,430,578,419,222,344,353,258,562,535
2021,5,80,"9,107","2,799",261,312,260,359,250,294,196,329,261,277,"2,667",109,271,214,347,329,221,315,224,151,220,148,118,"1,876",85,124,196,266,212,181,222,127,275,188,"1,765",119,122,184,151,181,215,103,163,115,80,166,166
2021,5,90,885,305,27,40,25,30,20,20,22,52,39,30,249,10,32,19,26,26,22,35,19,14,17,15,14,167,9,20,10,24,20,12,16,11,20,25,164,11,11,11,16,19,20,12,13,8,8,21,14
2021,5,100,46,15,2,1,1,1,0,2,3,0,3,2,13,0,4,1,1,2,0,0,1,1,3,0,0,11,1,3,0,2,2,1,0,0,1,1,7,1,1,0,1,0,2,1,0,0,0,0,1
2021,6,총,"596,269","136,189","11,835","22,768","14,451","14,480","21,052","10,267","9,715","14,275","9,069","8,277","184,469","5,149","12,121","9,570","20,477","19,253","12,353","22,545","23,112","12,642","24,021","14,741","8,485","92,354","3,117","5,569","9,790","11,029","12,972","5,599","10,087","8,575","19,915","5,701","183,257","8,979","7,396","18,697","10,640","19,674","17,333","13,957","16,703","15,762","13,969","25,961","14,186"
2021,6,0,"48,341","8,896",668,"1,517","1,223",911,"1,824",430,559,739,692,333,"16,035",437,579,423,"1,572","1,160",681,"2,440","3,592",640,"2,827",832,852,"5,252",119,220,827,714,"1,011",207,443,557,"1,015",139,"18,158",543,455,"1,421",674,"2,204","1,743","1,264","1,262","1,756","2,240","2,841","1,755"
2021,6,10,"60,323","14,633",940,"2,285","1,844","1,582","3,493",602,928,"1,409","1,011",539,"17,055",325,809,784,"1,809","1,628","1,020","2,598","2,345",886,"2,815","1,124",912,"7,212",171,227,639,"1,031","1,446",364,702,962,"1,426",244,"21,423",933,780,"2,208","1,104","1,908","2,432","1,109","2,239","2,043","1,680","3,420","1,567"
2021,6,20,"97,866","23,815","1,851","6,254","2,166","2,205","3,213","1,391","1,493","2,263","1,462","1,517","28,060",793,"1,889","1,443","3,343","3,067","2,057","3,151","2,486","2,521","3,389","2,842","1,079","15,705",461,999,"1,366","1,609","2,102",745,"1,704","1,989","3,997",733,"30,286","1,668","1,242","3,569","1,992","3,340","2,481","3,055","3,504","2,430","1,620","3,836","1,549"
2021,6,30,"92,484","16,833","1,596","3,054","1,665","1,862","2,120","1,381","1,356","1,768",969,"1,062","29,779",892,"2,026","1,384","2,958","2,919","1,740","3,233","4,315","2,442","3,717","3,009","1,144","14,533",503,919,"1,804","1,335","1,707",631,"1,610","1,139","4,108",777,"31,339","1,252","1,031","3,050","1,663","3,621","2,619","3,773","2,327","2,402","2,561","4,485","2,555"
2021,6,40,"101,025","21,796","1,852","3,173","2,497","2,405","4,070","1,565","1,543","2,200","1,320","1,171","31,476",755,"1,976","1,558","3,091","3,149","1,880","4,029","4,540","1,904","4,301","2,708","1,585","14,559",496,826,"1,555","1,811","2,068",856,"1,551","1,293","3,252",851,"33,194","1,380","1,157","3,373","1,690","3,808","3,262","2,148","2,812","2,820","2,827","5,105","2,812"
2021,6,50,"97,850","24,259","2,186","3,379","2,606","2,607","3,922","1,977","1,764","2,668","1,726","1,424","30,259",886,"2,103","1,670","3,643","3,351","2,338","3,682","2,896","2,071","3,683","2,463","1,473","15,854",588,"1,008","1,586","1,942","2,456","1,086","1,766","1,311","2,936","1,175","27,478","1,606","1,305","2,884","1,780","2,485","2,820","1,617","2,751","2,582","1,851","3,839","1,958"
2021,6,60,"62,958","15,917","1,711","2,011","1,515","1,690","1,584","1,771","1,313","1,955","1,143","1,224","20,869",641,"1,670","1,400","2,673","2,537","1,728","2,216","1,974","1,491","2,335","1,253",951,"11,772",461,852,"1,184","1,531","1,404","1,004","1,396",852,"2,047","1,041","14,400","1,044",923,"1,456","1,139","1,524","1,318",653,"1,287","1,247",847,"1,687","1,275"
2021,6,70,"25,350","6,921",739,743,652,827,555,833,537,888,449,698,"7,993",300,763,676,"1,013","1,080",664,843,719,519,714,347,355,"5,402",223,372,621,761,544,511,676,330,837,527,"5,034",424,371,541,426,581,417,221,344,356,258,559,536
2021,6,80,"9,142","2,799",263,309,258,360,251,296,197,332,255,278,"2,679",111,270,213,349,334,223,315,224,153,220,148,119,"1,887",85,123,197,268,212,182,224,131,276,189,"1,777",117,120,184,156,183,219,105,163,118,78,169,165
2021,6,90,884,305,27,42,24,30,20,19,22,53,39,29,251,9,31,18,25,26,22,38,20,15,17,15,15,167,9,20,11,25,20,12,15,11,20,24,161,11,11,11,15,20,20,11,14,8,7,20,13
2021,6,100,46,15,2,1,1,1,0,2,3,0,3,2,13,0,5,1,1,2,0,0,1,0,3,0,0,11,1,3,0,2,2,1,0,0,1,1,7,1,1,0,1,0,2,1,0,0,0,0,1
2021,7,총,"595,883","135,998","11,839","22,653","14,402","14,487","21,015","10,259","9,727","14,284","9,060","8,272","184,424","5,142","12,116","9,536","20,450","19,353","12,332","22,521","23,135","12,644","24,027","14,711","8,457","92,352","3,094","5,584","9,862","11,009","12,928","5,571","10,078","8,563","19,972","5,691","183,109","8,960","7,391","18,683","10,598","19,712","17,278","13,942","16,723","15,733","13,980","25,918","14,191"
2021,7,0,"48,127","8,826",666,"1,510","1,209",903,"1,804",418,553,743,691,329,"15,975",439,571,416,"1,571","1,163",685,"2,407","3,591",640,"2,819",820,853,"5,228",119,215,837,703,"1,001",207,438,554,"1,010",144,"18,098",545,461,"1,417",666,"2,204","1,731","1,268","1,263","1,746","2,239","2,816","1,742"
2021,7,10,"60,096","14,563",942,"2,230","1,832","1,582","3,493",603,926,"1,409","1,010",536,"17,005",325,800,784,"1,794","1,620","1,022","2,594","2,357",881,"2,806","1,117",905,"7,189",169,231,643,"1,030","1,441",362,700,959,"1,414",240,"21,339",931,774,"2,195","1,099","1,906","2,414","1,103","2,228","2,037","1,677","3,398","1,577"
2021,7,20,"97,529","23,700","1,839","6,192","2,164","2,200","3,203","1,383","1,495","2,256","1,464","1,504","27,971",776,"1,880","1,433","3,331","3,096","2,042","3,160","2,483","2,519","3,369","2,815","1,067","15,668",455,996,"1,372","1,608","2,067",740,"1,695","1,986","4,019",730,"30,190","1,650","1,238","3,565","1,970","3,358","2,463","3,021","3,509","2,416","1,606","3,848","1,546"
2021,7,30,"92,497","16,818","1,591","3,065","1,658","1,860","2,116","1,385","1,355","1,769",956,"1,063","29,794",894,"2,047","1,369","2,972","2,959","1,736","3,218","4,285","2,465","3,711","3,002","1,136","14,571",496,923,"1,822","1,324","1,707",628,"1,612","1,141","4,137",781,"31,314","1,250","1,029","3,049","1,673","3,607","2,630","3,782","2,335","2,401","2,546","4,476","2,536"
2021,7,40,"100,766","21,722","1,852","3,157","2,481","2,397","4,055","1,553","1,544","2,198","1,309","1,176","31,397",755,"1,963","1,553","3,071","3,153","1,861","4,024","4,557","1,879","4,307","2,699","1,575","14,534",494,839,"1,560","1,801","2,055",849,"1,546","1,292","3,254",844,"33,113","1,361","1,154","3,367","1,679","3,829","3,237","2,143","2,800","2,812","2,854","5,066","2,811"
2021,7,50,"97,915","24,271","2,198","3,377","2,598","2,616","3,915","1,987","1,775","2,669","1,710","1,426","30,299",890,"2,107","1,668","3,633","3,368","2,340","3,681","2,900","2,073","3,687","2,479","1,473","15,834",588,"1,000","1,586","1,948","2,458","1,073","1,770","1,301","2,942","1,168","27,511","1,620","1,307","2,886","1,766","2,486","2,810","1,621","2,761","2,577","1,857","3,847","1,973"
2021,7,60,"63,464","16,049","1,716","2,036","1,527","1,707","1,597","1,788","1,319","1,961","1,170","1,228","21,003",640,"1,673","1,408","2,696","2,545","1,736","2,232","1,995","1,496","2,358","1,267",957,"11,869",458,866,"1,212","1,542","1,422","1,007","1,406",858,"2,056","1,042","14,543","1,048",927,"1,464","1,141","1,534","1,330",662,"1,304","1,264",857,"1,722","1,290"
2021,7,70,"25,356","6,906",732,736,646,825,558,828,543,887,451,700,"8,018",303,763,673,"1,000","1,084",668,849,720,522,728,351,357,"5,383",216,367,625,758,535,515,674,326,838,529,"5,049",427,368,545,432,579,422,223,348,354,258,559,534
2021,7,80,"9,196","2,819",274,306,262,366,254,294,191,337,257,278,"2,691",111,275,214,354,335,219,318,226,154,220,146,119,"1,902",90,123,193,268,221,177,224,135,282,189,"1,784",116,121,184,156,190,219,107,161,117,79,166,168
2021,7,90,891,309,27,43,24,30,20,18,23,55,39,30,258,9,32,17,27,28,23,38,20,15,19,15,15,163,8,21,12,25,19,12,13,11,19,23,161,11,11,11,15,19,20,11,14,9,7,20,13
2021,7,100,46,15,2,1,1,1,0,2,3,0,3,2,13,0,5,1,1,2,0,0,1,0,3,0,0,11,1,3,0,2,2,1,0,0,1,1,7,1,1,0,1,0,2,1,0,0,0,0,1
2021,8,총,"595,810","135,945","11,865","22,555","14,386","14,584","20,999","10,254","9,713","14,264","9,052","8,273","184,433","5,134","12,153","9,510","20,492","19,428","12,321","22,488","23,085","12,630","24,008","14,749","8,435","92,377","3,093","5,603","9,970","10,987","12,897","5,539","10,089","8,540","19,963","5,696","183,055","8,935","7,389","18,703","10,571","19,691","17,259","13,954","16,737","15,725","13,975","25,944","14,172"
2021,8,0,"47,809","8,777",668,"1,501","1,202",922,"1,776",411,544,737,688,328,"15,850",432,562,407,"1,566","1,150",685,"2,379","3,564",640,"2,806",815,844,"5,212",117,213,844,705,997,205,442,550,"1,000",139,"17,970",542,463,"1,396",665,"2,189","1,718","1,261","1,263","1,722","2,221","2,798","1,732"
2021,8,10,"59,937","14,477",936,"2,182","1,838","1,583","3,494",598,915,"1,398","1,003",530,"16,969",320,800,770,"1,800","1,615","1,012","2,600","2,351",876,"2,798","1,108",919,"7,159",167,233,653,"1,033","1,429",358,696,944,"1,407",239,"21,332",916,774,"2,198","1,097","1,911","2,408","1,098","2,221","2,034","1,689","3,406","1,580"
2021,8,20,"97,497","23,688","1,843","6,209","2,137","2,212","3,209","1,368","1,492","2,253","1,460","1,505","27,942",779,"1,908","1,422","3,327","3,123","2,028","3,133","2,467","2,516","3,374","2,813","1,052","15,693",450,"1,004","1,392","1,601","2,058",735,"1,711","1,984","4,021",737,"30,174","1,652","1,229","3,563","1,952","3,359","2,463","3,013","3,522","2,418","1,601","3,856","1,546"
2021,8,30,"92,517","16,800","1,602","3,037","1,654","1,871","2,128","1,385","1,356","1,756",950,"1,061","29,803",886,"2,047","1,361","3,008","2,992","1,742","3,229","4,240","2,468","3,695","3,016","1,119","14,629",503,932,"1,852","1,315","1,709",625,"1,614","1,145","4,143",791,"31,285","1,229","1,035","3,057","1,682","3,586","2,638","3,808","2,338","2,401","2,527","4,490","2,494"
2021,8,40,"100,536","21,664","1,840","3,151","2,472","2,412","4,020","1,559","1,550","2,194","1,300","1,166","31,367",759,"1,966","1,552","3,051","3,148","1,861","4,027","4,570","1,857","4,294","2,708","1,574","14,447",493,843,"1,576","1,785","2,028",840,"1,534","1,276","3,236",836,"33,058","1,354","1,150","3,370","1,661","3,825","3,213","2,135","2,777","2,815","2,868","5,056","2,834"
2021,8,50,"98,037","24,273","2,203","3,341","2,610","2,636","3,927","1,989","1,766","2,664","1,714","1,423","30,354",888,"2,113","1,680","3,640","3,384","2,329","3,676","2,911","2,086","3,688","2,489","1,470","15,856",593,"1,005","1,595","1,944","2,456","1,072","1,782","1,303","2,937","1,169","27,554","1,630","1,304","2,893","1,762","2,490","2,814","1,619","2,766","2,571","1,855","3,870","1,980"
2021,8,60,"63,881","16,179","1,735","2,055","1,539","1,718","1,611","1,796","1,322","1,976","1,182","1,245","21,126",647,"1,671","1,408","2,712","2,562","1,755","2,243","2,005","1,501","2,371","1,287",964,"11,912",458,862,"1,219","1,552","1,442",999,"1,396",861,"2,078","1,045","14,664","1,054",931,"1,479","1,152","1,539","1,342",675,"1,325","1,278",869,"1,725","1,295"
2021,8,70,"25,407","6,912",729,732,643,828,558,831,550,894,446,701,"8,041",305,771,672,"1,009","1,085",668,845,726,514,734,351,361,"5,390",212,365,631,755,537,516,676,331,841,526,"5,064",428,373,547,430,584,424,227,350,358,258,555,530
2021,8,80,"9,245","2,850",280,303,265,370,257,297,193,340,267,278,"2,708",110,278,218,352,339,218,317,230,157,226,146,117,"1,899",91,122,195,267,219,176,226,134,280,189,"1,788",118,119,190,154,190,217,108,160,119,80,167,166
2021,8,90,898,310,27,43,25,31,19,18,22,52,39,34,260,8,32,19,26,28,23,39,20,15,19,16,15,169,8,21,13,28,20,12,12,12,19,24,159,11,10,10,15,18,20,9,15,9,7,21,14
2021,8,100,46,15,2,1,1,1,0,2,3,0,3,2,13,0,5,1,1,2,0,0,1,0,3,0,0,11,1,3,0,2,2,1,0,0,1,1,7,1,1,0,1,0,2,1,0,0,0,0,1
2021,9,총,"596,543","137,328","11,851","22,664","14,308","16,251","20,840","10,224","9,669","14,241","9,008","8,272","184,206","5,116","12,178","9,502","20,463","19,380","12,282","22,478","23,035","12,655","23,950","14,774","8,393","92,230","3,090","5,582","10,037","10,960","12,775","5,517","10,032","8,527","20,042","5,668","182,779","8,913","7,366","18,678","10,517","19,737","17,236","13,911","16,689","15,716","13,954","25,924","14,138"
2021,9,0,"47,623","8,986",650,"1,478","1,188","1,263","1,741",412,538,714,679,323,"15,679",422,555,405,"1,563","1,138",671,"2,357","3,527",631,"2,783",805,822,"5,147",114,208,850,695,957,211,433,540,"1,006",133,"17,811",530,461,"1,391",662,"2,175","1,688","1,253","1,241","1,711","2,212","2,780","1,707"
2021,9,10,"59,899","14,535",930,"2,193","1,812","1,734","3,445",593,910,"1,403",990,525,"16,936",318,807,767,"1,786","1,615","1,009","2,598","2,360",871,"2,790","1,091",924,"7,106",166,229,655,"1,028","1,411",354,681,942,"1,404",236,"21,322",906,770,"2,192","1,079","1,933","2,407","1,100","2,211","2,016","1,699","3,418","1,591"
2021,9,20,"97,560","23,910","1,850","6,342","2,119","2,379","3,202","1,362","1,473","2,241","1,446","1,496","27,852",779,"1,903","1,406","3,314","3,108","2,008","3,140","2,457","2,533","3,360","2,812","1,032","15,698",447,985,"1,407","1,603","2,036",732,"1,708","1,993","4,050",737,"30,100","1,656","1,222","3,550","1,933","3,366","2,455","2,994","3,537","2,427","1,583","3,834","1,543"
