년도,월,나이,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020,4,40,"110,072","2,078","4,099","2,063","2,709","3,073","2,870","2,732","3,654","3,515","6,051","3,563","3,152","5,036","5,276","3,995","4,329","5,721","2,952","4,315","4,957","5,620","4,524","8,904","6,306","4,370","2,739","1,469"
2020,4,50,"103,770","2,538","3,771","2,361","2,873","3,673","3,860","2,742","3,738","3,124","7,180","3,660","3,415","4,942","4,679","4,839","4,071","5,397","3,520","3,572","5,145","3,245","4,198","4,705","5,254","2,899","2,689","1,680"
2020,4,60,"81,654","2,386","3,211","1,861","2,375","3,236","3,214","1,891","3,114","2,364","5,621","3,008","2,726","3,840","3,534","3,487","3,134","3,928","2,879","3,111","3,753","2,062","3,316","2,785","4,619","2,385","2,378","1,436"
2020,4,70,"39,089","1,256","1,581","1,065","1,449","1,868","1,773",831,"1,483",977,"2,410","1,431","1,118","1,946","1,681","1,504","1,210","1,634","1,139","1,541","1,745",846,"1,572","1,510","2,360","1,141","1,114",904
2020,4,80,"13,685",432,548,329,516,710,662,369,473,345,995,448,411,605,529,554,324,616,391,653,664,271,525,463,663,348,445,396
2020,4,90,"2,436",58,95,42,90,106,121,59,77,86,193,74,78,80,107,82,59,104,72,109,150,78,68,84,136,72,83,73
2020,4,100,283,8,8,3,15,17,33,8,2,0,9,10,11,6,12,9,4,9,12,9,5,3,13,31,12,20,12,2
2020,5,총,"672,089","14,307","25,779","13,053","16,662","20,292","19,897","16,322","26,039","18,758","40,714","25,195","20,653","33,243","31,846","27,389","27,980","33,390","21,041","29,813","30,963","28,258","28,874","36,636","35,647","21,980","17,261","10,097"
2020,5,0,"52,265",719,"2,042",701,"1,087","1,096",972,"1,143","1,261","1,391","3,042","1,342","1,678","1,746","1,723","1,705","3,222","2,671","1,413","1,790","2,551","4,718","1,326","4,393","3,438","2,984","1,493",618
2020,5,10,"60,137",968,"2,137","1,084","1,440","1,693","1,480","1,726","1,341","2,858","3,412","1,439","1,952","1,994","2,126","1,963","2,287","3,656","1,628","1,526","2,930","3,543","1,880","5,961","3,969","2,319","1,731","1,094"
2020,5,20,"95,325","1,794","3,881","1,823","1,875","2,497","2,505","2,489","5,041","2,261","5,812","4,635","2,979","5,794","5,383","4,363","3,703","4,735","3,370","5,372","4,226","2,725","5,194","3,335","4,074","2,077","2,076","1,306"
2020,5,30,"113,227","2,091","4,385","1,705","2,268","2,304","2,367","2,357","5,842","1,840","5,978","5,572","3,113","7,217","6,805","4,897","5,613","4,953","3,642","7,801","4,964","5,117","6,240","4,446","4,782","3,347","2,471","1,110"
2020,5,40,"109,852","2,069","4,100","2,063","2,687","3,053","2,869","2,701","3,682","3,491","6,055","3,569","3,144","5,058","5,241","3,969","4,338","5,705","2,961","4,323","4,902","5,643","4,493","8,885","6,304","4,341","2,745","1,461"
2020,5,50,"103,761","2,526","3,781","2,354","2,875","3,681","3,859","2,746","3,711","3,132","7,171","3,650","3,424","4,931","4,691","4,846","4,056","5,390","3,510","3,550","5,103","3,254","4,200","4,734","5,270","2,934","2,700","1,682"
2020,5,60,"81,799","2,387","3,205","1,876","2,361","3,244","3,237","1,897","3,122","2,365","5,626","3,003","2,734","3,855","3,546","3,493","3,164","3,916","2,890","3,119","3,728","2,059","3,355","2,790","4,618","2,390","2,376","1,443"
2020,5,70,"39,257","1,253","1,588","1,067","1,443","1,886","1,785",828,"1,487",983,"2,427","1,447","1,131","1,949","1,682","1,501","1,208","1,642","1,149","1,549","1,744",848,"1,591","1,517","2,372","1,145","1,125",910
2020,5,80,"13,742",437,556,334,519,716,670,369,472,349,992,453,408,615,534,560,325,609,395,664,656,270,515,459,670,351,446,398
2020,5,90,"2,440",55,96,43,92,105,120,58,78,88,190,75,79,77,103,83,60,104,71,110,154,78,67,86,137,72,86,73
2020,5,100,284,8,8,3,15,17,33,8,2,0,9,10,11,7,12,9,4,9,12,9,5,3,13,30,13,20,12,2
2020,6,총,"671,512","14,242","25,761","13,074","16,703","20,251","19,886","16,335","26,142","18,698","40,658","25,244","20,640","33,124","31,824","27,352","27,982","33,293","21,036","29,816","30,830","28,284","28,832","36,603","35,587","21,987","17,256","10,072"
2020,6,0,"52,088",718,"2,036",692,"1,096","1,079",970,"1,149","1,262","1,380","3,033","1,347","1,672","1,729","1,717","1,705","3,226","2,652","1,418","1,789","2,542","4,711","1,320","4,346","3,410","2,974","1,498",617
2020,6,10,"60,029",963,"2,133","1,077","1,437","1,692","1,461","1,720","1,335","2,839","3,405","1,444","1,941","1,991","2,117","1,958","2,273","3,635","1,635","1,523","2,904","3,561","1,875","5,968","3,995","2,323","1,730","1,094"
2020,6,20,"95,128","1,784","3,888","1,835","1,877","2,486","2,506","2,498","5,065","2,245","5,794","4,652","2,966","5,747","5,386","4,342","3,699","4,694","3,358","5,356","4,201","2,711","5,194","3,357","4,044","2,079","2,062","1,302"
2020,6,30,"112,898","2,080","4,378","1,706","2,283","2,289","2,363","2,350","5,908","1,805","5,954","5,571","3,095","7,201","6,802","4,876","5,605","4,931","3,644","7,793","4,926","5,078","6,216","4,385","4,760","3,327","2,466","1,106"
2020,6,40,"109,796","2,053","4,100","2,057","2,688","3,035","2,870","2,708","3,685","3,489","6,058","3,576","3,163","5,050","5,232","3,961","4,348","5,719","2,930","4,315","4,896","5,691","4,481","8,868","6,282","4,347","2,743","1,451"
2020,6,50,"103,472","2,503","3,759","2,353","2,859","3,677","3,851","2,753","3,707","3,132","7,118","3,645","3,411","4,892","4,662","4,830","4,060","5,340","3,517","3,544","5,073","3,243","4,193","4,772","5,275","2,937","2,694","1,672"
2020,6,60,"82,167","2,392","3,222","1,894","2,386","3,272","3,248","1,902","3,127","2,388","5,655","3,001","2,753","3,858","3,569","3,522","3,167","3,950","2,890","3,142","3,735","2,079","3,351","2,802","4,625","2,397","2,393","1,447"
2020,6,70,"39,466","1,252","1,585","1,073","1,447","1,889","1,790",828,"1,503",982,"2,446","1,467","1,139","1,956","1,684","1,511","1,218","1,649","1,169","1,567","1,741",860,"1,602","1,527","2,380","1,151","1,136",914
2020,6,80,"13,759",435,558,340,521,711,679,362,471,350,992,457,413,615,536,555,324,614,393,664,652,269,521,463,669,361,437,397
2020,6,90,"2,424",54,94,44,95,104,115,58,76,88,194,74,76,78,106,83,58,101,70,113,155,78,66,85,133,71,85,70
2020,6,100,285,8,8,3,14,17,33,7,3,0,9,10,11,7,13,9,4,8,12,10,5,3,13,30,14,20,12,2
2020,7,총,"671,589","14,223","25,770","13,008","17,873","20,105","19,792","16,310","26,183","18,664","40,548","25,182","20,637","33,093","31,718","27,274","27,994","33,273","20,990","29,769","30,734","28,328","28,872","36,481","35,523","21,952","17,236","10,057"
2020,7,0,"51,958",713,"2,024",684,"1,231","1,052",965,"1,145","1,257","1,368","3,016","1,338","1,670","1,716","1,698","1,704","3,241","2,633","1,403","1,784","2,541","4,693","1,319","4,302","3,376","2,965","1,502",618
2020,7,10,"59,916",953,"2,136","1,063","1,528","1,688","1,433","1,724","1,312","2,839","3,385","1,433","1,943","1,979","2,104","1,931","2,262","3,620","1,623","1,522","2,891","3,580","1,858","5,968","3,999","2,334","1,729","1,079"
2020,7,20,"94,960","1,775","3,882","1,821","2,018","2,461","2,503","2,489","5,101","2,233","5,758","4,648","2,951","5,736","5,353","4,319","3,678","4,688","3,345","5,324","4,174","2,717","5,195","3,344","4,030","2,066","2,045","1,306"
2020,7,30,"112,713","2,069","4,395","1,717","2,458","2,278","2,349","2,329","5,958","1,798","5,929","5,563","3,090","7,197","6,760","4,858","5,579","4,895","3,614","7,761","4,919","5,081","6,245","4,307","4,705","3,304","2,452","1,103"
2020,7,40,"109,945","2,050","4,109","2,032","2,879","2,989","2,846","2,720","3,688","3,463","6,041","3,559","3,169","5,047","5,239","3,945","4,378","5,739","2,947","4,324","4,888","5,720","4,484","8,860","6,283","4,359","2,747","1,440"
2020,7,50,"103,405","2,500","3,757","2,350","3,062","3,666","3,829","2,751","3,686","3,143","7,079","3,615","3,404","4,864","4,632","4,802","4,054","5,340","3,502","3,550","5,045","3,244","4,187","4,778","5,275","2,926","2,685","1,679"
2020,7,60,"82,437","2,407","3,218","1,880","2,544","3,250","3,244","1,908","3,119","2,389","5,684","3,005","2,760","3,889","3,578","3,530","3,179","3,960","2,896","3,136","3,727","2,090","3,363","2,813","4,629","2,398","2,396","1,445"
2020,7,70,"39,742","1,260","1,585","1,073","1,507","1,889","1,788",826,"1,507",993,"2,463","1,478","1,150","1,968","1,700","1,532","1,237","1,667","1,184","1,579","1,728",852,"1,624","1,535","2,401","1,149","1,149",918
2020,7,80,"13,789",434,562,340,533,709,686,355,479,348,988,458,412,613,536,562,323,618,394,666,658,272,517,461,675,359,433,398
2020,7,90,"2,441",54,94,45,99,107,116,56,73,90,196,75,77,77,105,82,59,105,70,114,158,76,67,83,137,72,86,68
2020,7,100,283,8,8,3,14,16,33,7,3,0,9,10,11,7,13,9,4,8,12,9,5,3,13,30,13,20,12,3
2020,8,총,"671,312","14,200","25,721","13,008","18,852","20,026","19,696","16,288","26,215","18,651","40,419","25,054","20,649","32,990","31,666","27,245","27,976","33,196","20,875","29,707","30,650","28,372","28,835","36,422","35,472","21,897","17,216","10,014"
2020,8,0,"51,766",722,"2,022",673,"1,345","1,046",949,"1,140","1,245","1,366","3,004","1,317","1,664","1,691","1,689","1,690","3,251","2,623","1,385","1,769","2,520","4,650","1,318","4,291","3,362","2,931","1,495",608
2020,8,10,"59,703",944,"2,112","1,065","1,571","1,681","1,413","1,722","1,303","2,819","3,367","1,422","1,938","1,984","2,095","1,914","2,253","3,602","1,601","1,519","2,884","3,589","1,842","5,929","3,991","2,338","1,733","1,072"
2020,8,20,"94,884","1,762","3,873","1,829","2,171","2,437","2,485","2,484","5,134","2,235","5,741","4,634","2,944","5,686","5,367","4,314","3,670","4,648","3,334","5,307","4,158","2,746","5,192","3,343","3,989","2,052","2,047","1,302"
2020,8,30,"112,384","2,055","4,388","1,719","2,614","2,265","2,339","2,314","5,986","1,792","5,862","5,500","3,105","7,187","6,725","4,816","5,539","4,895","3,574","7,722","4,908","5,067","6,222","4,294","4,691","3,279","2,437","1,089"
2020,8,40,"109,892","2,046","4,082","2,021","3,033","2,965","2,800","2,727","3,688","3,458","6,030","3,548","3,152","5,011","5,246","3,955","4,406","5,707","2,934","4,329","4,886","5,728","4,490","8,840","6,266","4,359","2,754","1,431"
2020,8,50,"103,290","2,489","3,749","2,346","3,244","3,655","3,831","2,724","3,668","3,139","7,035","3,590","3,394","4,822","4,604","4,810","4,026","5,317","3,476","3,540","5,031","3,269","4,179","4,781","5,288","2,931","2,676","1,676"
2020,8,60,"82,929","2,421","3,236","1,894","2,662","3,255","3,257","1,925","3,136","2,411","5,711","3,013","2,795","3,921","3,586","3,540","3,211","4,000","2,904","3,157","3,714","2,106","3,372","2,816","4,633","2,411","2,393","1,449"
2020,8,70,"39,859","1,260","1,593","1,069","1,543","1,892","1,783",835,"1,501",992,"2,476","1,480","1,156","1,985","1,694","1,551","1,235","1,663","1,189","1,573","1,733",861,"1,621","1,546","2,417","1,143","1,150",918
2020,8,80,"13,854",437,562,341,555,711,690,354,477,347,989,462,410,619,542,564,320,623,398,669,656,275,517,470,681,358,432,395
2020,8,90,"2,464",56,96,48,100,102,116,56,74,92,195,78,80,77,105,82,61,110,67,113,155,78,68,81,141,75,87,71
2020,8,100,287,8,8,3,14,17,33,7,3,0,9,10,11,7,13,9,4,8,13,9,5,3,14,31,13,20,12,3
2020,9,총,"670,331","14,145","25,696","13,003","19,133","19,966","19,713","16,233","26,129","18,613","40,220","25,044","20,683","32,897","31,627","27,152","27,898","33,057","20,851","29,570","30,508","28,469","28,811","36,412","35,444","21,867","17,199","9,991"
2020,9,0,"51,485",715,"2,013",681,"1,353","1,029",951,"1,122","1,232","1,347","2,969","1,310","1,666","1,686","1,670","1,681","3,247","2,609","1,370","1,744","2,494","4,657","1,314","4,263","3,357","2,917","1,488",600
2020,9,10,"59,507",932,"2,091","1,057","1,584","1,677","1,419","1,712","1,285","2,824","3,333","1,402","1,936","1,966","2,076","1,920","2,238","3,578","1,590","1,511","2,854","3,595","1,843","5,947","3,993","2,339","1,737","1,068"
2020,9,20,"94,675","1,762","3,894","1,829","2,220","2,407","2,479","2,478","5,129","2,219","5,712","4,636","2,949","5,654","5,381","4,282","3,618","4,592","3,337","5,285","4,139","2,767","5,193","3,328","3,984","2,054","2,044","1,303"
2020,9,30,"111,911","2,031","4,370","1,734","2,684","2,254","2,338","2,297","5,939","1,784","5,815","5,506","3,104","7,164","6,699","4,778","5,518","4,870","3,614","7,643","4,899","5,061","6,204","4,243","4,651","3,238","2,400","1,073"
2020,9,40,"109,694","2,020","4,078","2,003","3,042","2,965","2,790","2,721","3,667","3,441","5,972","3,555","3,148","5,023","5,247","3,920","4,404","5,666","2,903","4,323","4,856","5,769","4,505","8,833","6,277","4,380","2,761","1,425"
2020,9,50,"103,165","2,494","3,744","2,339","3,305","3,642","3,819","2,722","3,667","3,126","7,022","3,581","3,394","4,780","4,592","4,798","4,025","5,315","3,463","3,532","5,002","3,268","4,167","4,820","5,282","2,917","2,674","1,675"
2020,9,60,"83,241","2,426","3,243","1,901","2,711","3,266","3,290","1,918","3,149","2,428","5,711","3,023","2,817","3,924","3,606","3,561","3,224","4,028","2,911","3,157","3,716","2,126","3,362","2,832","4,635","2,421","2,407","1,448"
2020,9,70,"39,963","1,256","1,593","1,062","1,556","1,884","1,787",843,"1,509","1,001","2,488","1,478","1,167","1,995","1,694","1,553","1,250","1,660","1,183","1,584","1,728",867,"1,621","1,556","2,433","1,142","1,152",921
2020,9,80,"13,924",441,568,345,565,720,686,355,477,349,991,463,410,619,545,570,311,623,400,668,660,277,518,477,681,364,437,404
2020,9,90,"2,476",60,93,50,99,105,120,58,72,94,198,80,80,79,104,81,58,108,67,113,155,78,70,82,139,75,87,71
2020,9,100,290,8,9,2,14,17,34,7,3,0,9,10,12,7,13,8,5,8,13,10,5,4,14,31,12,20,12,3
2020,10,총,"668,920","14,069","25,622","12,986","19,222","19,912","19,684","16,224","26,060","18,580","39,907","24,955","20,695","32,796","31,585","27,150","27,866","33,082","20,760","29,428","30,359","28,540","28,769","36,270","35,423","21,827","17,215","9,934"
2020,10,0,"51,124",713,"2,014",679,"1,364","1,018",941,"1,112","1,226","1,353","2,922","1,288","1,658","1,657","1,642","1,675","3,242","2,609","1,365","1,703","2,461","4,643","1,306","4,228","3,339","2,893","1,481",592
2020,10,10,"59,293",918,"2,063","1,038","1,588","1,673","1,421","1,711","1,280","2,810","3,287","1,399","1,926","1,975","2,060","1,914","2,226","3,580","1,573","1,492","2,829","3,612","1,825","5,921","4,024","2,340","1,751","1,057"
2020,10,20,"94,358","1,755","3,858","1,831","2,226","2,407","2,474","2,474","5,065","2,207","5,669","4,612","2,962","5,643","5,405","4,250","3,596","4,576","3,304","5,279","4,130","2,766","5,178","3,321","3,976","2,057","2,042","1,295"
2020,10,30,"111,302","1,991","4,380","1,753","2,674","2,240","2,321","2,304","5,939","1,759","5,755","5,466","3,097","7,116","6,681","4,786","5,474","4,866","3,608","7,564","4,852","5,053","6,188","4,191","4,605","3,212","2,389","1,038"
2020,10,40,"109,438","2,009","4,057","1,987","3,056","2,939","2,794","2,719","3,668","3,428","5,904","3,547","3,152","4,996","5,209","3,924","4,409","5,666","2,901","4,291","4,838","5,812","4,497","8,777","6,285","4,375","2,775","1,423"
2020,10,50,"102,983","2,494","3,711","2,326","3,324","3,649","3,790","2,705","3,671","3,128","6,966","3,565","3,402","4,777","4,568","4,785","4,024","5,336","3,419","3,552","4,969","3,289","4,157","4,820","5,297","2,912","2,667","1,680"
2020,10,60,"83,538","2,425","3,261","1,911","2,730","3,263","3,323","1,926","3,157","2,434","5,702","3,040","2,818","3,929","3,654","3,584","3,251","4,038","2,922","3,152","3,732","2,129","3,386","2,848","4,632","2,423","2,423","1,445"
2020,10,70,"40,104","1,259","1,608","1,060","1,568","1,878","1,776",850,"1,505","1,009","2,499","1,482","1,171","1,990","1,704","1,556","1,270","1,675","1,188","1,593","1,727",872,"1,624","1,568","2,431","1,160","1,153",928
2020,10,80,"13,993",435,569,348,577,722,690,360,475,356,994,468,414,622,545,588,310,619,399,674,660,279,522,483,684,361,436,403
2020,10,90,"2,496",62,92,51,101,106,120,56,71,96,200,78,83,84,104,80,59,107,68,119,156,81,72,82,138,74,86,70
2020,10,100,291,8,9,2,14,17,34,7,3,0,9,10,12,7,13,8,5,10,13,9,5,4,14,31,12,20,12,3
2020,11,총,"668,498","13,977","25,586","12,976","19,238","19,872","19,606","16,182","26,081","18,538","39,645","24,899","20,707","32,640","31,570","27,142","27,864","33,046","20,742","29,344","30,276","29,333","28,673","36,225","35,408","21,807","17,198","9,923"
2020,11,0,"50,930",700,"2,000",682,"1,362","1,005",932,"1,101","1,218","1,329","2,885","1,267","1,652","1,641","1,635","1,663","3,247","2,564","1,359","1,689","2,444","4,785","1,288","4,199","3,324","2,876","1,484",599
2020,11,10,"59,193",911,"2,067","1,023","1,568","1,668","1,398","1,705","1,266","2,827","3,261","1,384","1,944","1,952","2,051","1,907","2,210","3,579","1,545","1,470","2,807","3,723","1,809","5,924","4,055","2,351","1,748","1,040"
2020,11,20,"94,136","1,728","3,846","1,839","2,244","2,384","2,465","2,468","5,100","2,194","5,626","4,611","2,926","5,614","5,380","4,216","3,579","4,573","3,311","5,258","4,140","2,839","5,151","3,304","3,945","2,059","2,037","1,299"
2020,11,30,"110,988","1,961","4,350","1,767","2,682","2,247","2,319","2,280","5,947","1,730","5,718","5,458","3,104","7,066","6,707","4,787","5,417","4,857","3,602","7,538","4,829","5,165","6,180","4,144","4,548","3,178","2,376","1,031"
2020,11,40,"109,461","2,010","4,078","1,970","3,042","2,902","2,778","2,714","3,671","3,420","5,861","3,533","3,180","4,959","5,209","3,920","4,438","5,673","2,898","4,303","4,812","5,977","4,477","8,756","6,323","4,374","2,776","1,407"
2020,11,50,"102,816","2,472","3,695","2,321","3,326","3,640","3,747","2,699","3,667","3,135","6,907","3,537","3,395","4,755","4,548","4,786","4,029","5,288","3,409","3,554","4,955","3,374","4,148","4,850","5,298","2,929","2,667","1,685"
2020,11,60,"83,842","2,432","3,272","1,920","2,746","3,280","3,347","1,935","3,160","2,442","5,684","3,062","2,834","3,939","3,668","3,620","3,287","4,055","2,940","3,131","3,743","2,177","3,380","2,865","4,635","2,422","2,421","1,445"
2020,11,70,"40,281","1,250","1,612","1,047","1,564","1,893","1,776",854,"1,504","1,015","2,498","1,492","1,170","1,997","1,712","1,559","1,280","1,706","1,193","1,603","1,720",912,"1,633","1,589","2,448","1,164","1,156",934
2020,11,80,"14,047",442,566,352,586,728,690,362,475,350,996,465,411,625,538,593,312,632,404,674,666,290,523,482,683,358,435,409
2020,11,90,"2,511",63,91,53,103,108,120,57,70,96,200,80,79,84,109,83,60,108,67,115,156,87,71,81,137,76,86,71
2020,11,100,293,8,9,2,15,17,34,7,3,0,9,10,12,8,13,8,5,11,14,9,4,4,13,31,12,20,12,3
2020,12,총,"667,960","13,901","25,518","12,980","19,243","19,731","19,561","16,188","26,169","18,484","39,504","24,813","20,646","32,527","31,455","27,057","27,792","33,015","20,689","29,378","30,199","30,305","28,572","36,110","35,316","21,721","17,198","9,888"
2020,12,0,"50,744",691,"1,980",670,"1,346",989,918,"1,095","1,220","1,321","2,866","1,246","1,637","1,627","1,596","1,646","3,251","2,582","1,351","1,683","2,421","4,925","1,281","4,167","3,298","2,844","1,486",607
2020,12,10,"59,068",900,"2,066","1,024","1,571","1,619","1,379","1,688","1,249","2,812","3,229","1,388","1,947","1,930","2,036","1,882","2,207","3,560","1,529","1,470","2,802","3,890","1,801","5,881","4,056","2,366","1,755","1,031"
2020,12,20,"94,119","1,721","3,840","1,849","2,246","2,383","2,476","2,488","5,184","2,183","5,605","4,603","2,925","5,625","5,383","4,197","3,548","4,581","3,303","5,276","4,123","2,919","5,109","3,305","3,917","2,035","2,011","1,284"
2020,12,30,"110,590","1,943","4,297","1,756","2,686","2,235","2,295","2,280","5,993","1,717","5,693","5,426","3,071","7,044","6,676","4,787","5,341","4,839","3,591","7,524","4,828","5,297","6,173","4,096","4,486","3,120","2,370","1,026"
2020,12,40,"109,299","1,995","4,063","1,959","3,039","2,859","2,774","2,693","3,663","3,404","5,844","3,506","3,187","4,925","5,195","3,894","4,451","5,652","2,895","4,321","4,808","6,151","4,448","8,705","6,297","4,387","2,776","1,408"
2020,12,50,"102,566","2,449","3,703","2,333","3,331","3,615","3,717","2,700","3,652","3,131","6,878","3,517","3,365","4,732","4,515","4,754","4,028","5,273","3,392","3,550","4,906","3,504","4,138","4,852","5,307","2,898","2,657","1,669"
2020,12,60,"84,184","2,436","3,280","1,927","2,749","3,274","3,389","1,952","3,162","2,445","5,679","3,072","2,842","3,931","3,680","3,648","3,283","4,070","2,933","3,136","3,759","2,276","3,389","2,898","4,659","2,434","2,436","1,445"
2020,12,70,"40,440","1,242","1,626","1,042","1,573","1,906","1,769",859,"1,503","1,023","2,510","1,496","1,169","1,996","1,717","1,572","1,305","1,701","1,207","1,621","1,720",950,"1,621","1,601","2,450","1,174","1,157",930
2020,12,80,"14,132",452,563,364,583,730,693,366,468,350,993,470,413,623,538,587,313,637,406,675,670,301,525,491,695,365,449,412
2020,12,90,"2,519",64,91,53,103,103,117,60,72,97,197,79,78,86,106,82,60,109,68,112,158,89,74,83,139,78,88,73
2020,12,100,299,8,9,3,16,18,34,7,3,1,10,10,12,8,13,8,5,11,14,10,4,3,13,31,12,20,13,3
2021,1,총,"667,222","13,820","25,485","12,928","19,229","19,646","19,482","16,156","26,159","18,454","39,462","24,763","20,535","32,377","31,379","27,029","27,653","32,927","20,664","29,308","30,062","31,337","28,490","36,017","35,131","21,700","17,162","9,867"
2021,1,0,"50,373",690,"1,973",650,"1,343",960,898,"1,074","1,194","1,305","2,850","1,232","1,612","1,591","1,573","1,622","3,222","2,561","1,351","1,670","2,376","5,077","1,279","4,120","3,263","2,820","1,474",593
2021,1,10,"58,871",889,"2,049","1,008","1,556","1,606","1,353","1,666","1,241","2,794","3,212","1,374","1,920","1,894","2,023","1,881","2,188","3,535","1,521","1,453","2,763","4,084","1,786","5,876","4,046","2,387","1,732","1,034"
