년도,월,나이,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2020,3,90,"1,671",717,72,66,95,30,53,67,26,68,58,66,19,6,47,44,954,170,46,60,44,73,32,10,19,83,44,72,66,68,42,104,21
2020,3,100,75,36,2,5,11,1,2,5,1,0,4,3,0,0,1,1,39,5,2,2,0,1,0,0,2,6,3,4,5,3,1,3,2
2020,4,총,"249,868","112,795","3,857","15,254","25,746","1,727","4,938","2,121",998,"12,285","8,593","6,372","2,255","1,193","15,111","12,345","137,073","20,305","1,439","2,483","1,312","2,614","1,065",295,661,"8,127","8,803","10,099","11,562","16,352","11,293","35,798","4,865"
2020,4,0,"19,853","8,816",81,"1,209","2,914",44,285,33,16,617,316,205,120,82,"1,800","1,094","11,037","1,922",37,58,23,62,19,3,13,302,644,415,782,"1,472",732,"4,080",473
2020,4,10,"22,516","10,204",118,"1,809","2,719",76,391,72,31,750,390,350,128,97,"1,812","1,461","12,312","1,747",33,110,44,114,23,9,16,419,899,497,995,"1,447","1,176","4,217",566
2020,4,20,"24,620","11,127",211,"1,583","2,565",132,460,86,44,"1,436",743,480,232,148,"1,487","1,520","13,493","1,849",71,122,76,126,20,16,24,751,946,"1,060","1,081","1,801","1,225","3,917",408
2020,4,30,"29,032","12,972",210,"1,662","3,932",104,428,79,34,"1,309",713,463,225,132,"2,089","1,592","16,060","2,590",55,125,35,84,28,0,23,773,914,"1,066","1,166","2,166","1,107","5,308",620
2020,4,40,"38,862","17,469",297,"2,760","4,562",139,625,105,57,"1,573","1,005",676,218,160,"2,855","2,437","21,393","3,112",79,208,76,164,44,17,46,933,"1,535","1,210","1,754","2,669","1,802","6,893",851
2020,4,50,"45,555","20,351",643,"2,952","3,950",339,887,329,163,"2,434","1,728","1,236",407,240,"2,757","2,286","25,204","3,514",234,417,212,430,180,61,93,"1,456","1,869","1,899","2,241","3,245","2,469","6,097",787
2020,4,60,"38,306","17,842",973,"1,950","2,928",425,858,482,233,"2,631","2,225","1,644",488,182,"1,658","1,165","20,464","2,754",343,542,329,614,288,93,155,"1,774","1,243","2,260","2,100","2,068","1,730","3,452",719
2020,4,70,"19,255","8,817",786,818,"1,341",266,619,456,232,"1,100","1,051",902,303,100,392,451,"10,438","1,619",277,496,252,509,238,53,152,"1,146",486,"1,177",958,929,692,"1,147",307
2020,4,80,"10,095","4,435",461,441,725,171,327,408,162,367,361,346,114,47,213,292,"5,660","1,021",260,343,219,436,192,33,118,481,220,438,412,485,312,579,111
2020,4,90,"1,699",727,75,65,99,30,56,67,25,68,57,67,20,5,47,46,972,172,48,60,46,74,33,10,19,86,43,73,68,67,47,105,21
2020,4,100,75,35,2,5,11,1,2,4,1,0,4,3,0,0,1,1,40,5,2,2,0,1,0,0,2,6,4,4,5,3,1,3,2
2020,5,총,"249,685","112,581","3,844","15,207","25,742","1,724","4,930","2,109",996,"12,257","8,579","6,337","2,240","1,188","15,065","12,363","137,104","20,305","1,441","2,477","1,312","2,600","1,067",295,660,"8,126","8,777","10,106","11,526","16,323","11,377","35,848","4,864"
2020,5,0,"19,774","8,759",83,"1,199","2,898",43,282,34,16,608,316,201,121,79,"1,792","1,087","11,015","1,917",39,57,23,62,20,3,13,308,635,409,775,"1,452",749,"4,080",473
2020,5,10,"22,460","10,176",114,"1,810","2,720",76,389,69,31,755,384,351,129,98,"1,791","1,459","12,284","1,748",31,106,45,112,23,8,16,416,890,497,987,"1,442","1,183","4,219",561
2020,5,20,"24,514","11,058",208,"1,564","2,572",126,455,82,43,"1,414",736,479,221,142,"1,491","1,525","13,456","1,835",72,123,77,125,20,17,24,750,945,"1,062","1,077","1,790","1,237","3,890",412
2020,5,30,"28,976","12,906",208,"1,646","3,900",107,429,77,36,"1,298",717,449,224,132,"2,072","1,611","16,070","2,581",52,121,34,81,27,0,23,776,908,"1,065","1,167","2,158","1,132","5,321",624
2020,5,40,"38,735","17,414",297,"2,757","4,561",135,618,104,57,"1,571",987,675,215,163,"2,846","2,428","21,321","3,106",80,207,75,158,44,17,46,927,"1,528","1,208","1,737","2,657","1,807","6,882",842
2020,5,50,"45,523","20,288",639,"2,940","3,951",339,883,326,159,"2,413","1,724","1,222",402,241,"2,757","2,292","25,235","3,529",232,413,213,424,178,59,93,"1,457","1,867","1,894","2,239","3,240","2,475","6,139",783
2020,5,60,"38,484","17,918",977,"1,966","2,947",427,865,481,234,"2,662","2,223","1,636",488,181,"1,669","1,162","20,566","2,762",347,553,332,622,288,95,155,"1,775","1,241","2,270","2,097","2,096","1,736","3,476",721
2020,5,70,"19,299","8,844",776,816,"1,351",269,617,458,232,"1,106","1,065",910,304,98,386,456,"10,455","1,625",276,493,251,506,238,53,153,"1,136",495,"1,180",962,928,696,"1,151",312
2020,5,80,"10,138","4,452",463,440,730,170,332,406,162,362,367,348,116,49,212,295,"5,686","1,026",263,341,215,436,196,34,116,487,222,443,412,487,312,582,114
2020,5,90,"1,707",730,77,64,101,31,58,68,25,67,56,63,20,5,48,47,977,171,47,61,47,73,33,9,19,88,42,75,68,70,49,105,20
2020,5,100,75,36,2,5,11,1,2,4,1,1,4,3,0,0,1,1,39,5,2,2,0,1,0,0,2,6,4,3,5,3,1,3,2
2020,6,총,"249,466","112,346","3,826","15,156","25,743","1,709","4,920","2,105",990,"12,178","8,548","6,309","2,224","1,190","15,006","12,442","137,120","20,340","1,448","2,478","1,305","2,592","1,070",296,664,"8,103","8,771","10,067","11,490","16,309","11,445","35,884","4,858"
2020,6,0,"19,661","8,684",82,"1,193","2,867",39,283,34,15,604,316,200,114,79,"1,781","1,077","10,977","1,922",37,58,24,59,21,3,13,301,632,399,762,"1,437",757,"4,081",471
2020,6,10,"22,433","10,171",112,"1,802","2,747",76,385,69,31,739,385,346,132,99,"1,788","1,460","12,262","1,740",33,103,44,108,23,8,16,412,882,499,981,"1,445","1,183","4,224",561
2020,6,20,"24,417","10,983",204,"1,546","2,571",122,445,82,44,"1,396",721,477,214,142,"1,480","1,539","13,434","1,833",75,120,75,126,20,17,24,748,953,"1,050","1,077","1,774","1,254","3,879",409
2020,6,30,"28,890","12,847",207,"1,631","3,862",108,434,78,36,"1,288",711,451,225,132,"2,059","1,625","16,043","2,565",51,126,33,83,26,0,23,772,904,"1,051","1,160","2,157","1,142","5,330",620
2020,6,40,"38,683","17,375",296,"2,742","4,577",126,609,100,57,"1,556",985,669,215,163,"2,836","2,444","21,308","3,121",82,207,75,156,42,17,49,925,"1,523","1,202","1,745","2,641","1,807","6,877",839
2020,6,50,"45,315","20,173",633,"2,925","3,931",339,882,328,158,"2,391","1,696","1,198",397,237,"2,739","2,319","25,142","3,517",229,406,214,421,181,58,92,"1,451","1,862","1,872","2,209","3,227","2,494","6,133",776
2020,6,60,"38,748","18,018",974,"1,982","2,977",425,870,481,232,"2,663","2,244","1,639",489,187,"1,676","1,179","20,730","2,798",352,556,327,624,285,97,158,"1,767","1,249","2,286","2,108","2,128","1,744","3,518",733
2020,6,70,"19,371","8,866",779,822,"1,355",273,618,454,232,"1,114","1,069",904,304,98,388,456,"10,505","1,633",275,498,253,502,240,51,153,"1,149",500,"1,191",965,930,701,"1,153",311
2020,6,80,"10,171","4,469",463,442,747,169,334,407,160,360,362,356,115,48,211,295,"5,702","1,032",264,339,215,438,199,36,115,486,221,442,411,493,313,582,116
2020,6,90,"1,703",724,74,67,98,31,59,68,24,64,55,66,19,5,47,47,979,174,48,63,45,74,33,9,19,87,41,72,67,74,49,104,20
2020,6,100,74,36,2,4,11,1,1,4,1,3,4,3,0,0,1,1,38,5,2,2,0,1,0,0,2,5,4,3,5,3,1,3,2
2020,7,총,"249,331","112,210","3,811","15,109","25,734","1,707","4,931","2,098",988,"12,130","8,504","6,298","2,204","1,182","15,008","12,506","137,121","20,358","1,447","2,461","1,295","2,576","1,067",296,665,"8,080","8,727","10,046","11,449","16,346","11,532","35,914","4,862"
2020,7,0,"19,605","8,669",81,"1,186","2,869",38,283,33,16,601,310,201,108,76,"1,782","1,085","10,936","1,906",35,54,24,59,20,3,12,297,626,398,755,"1,433",769,"4,080",465
2020,7,10,"22,412","10,124",109,"1,783","2,736",77,390,69,31,737,381,344,130,97,"1,784","1,456","12,288","1,752",31,104,42,107,24,7,16,409,880,494,975,"1,463","1,182","4,232",570
2020,7,20,"24,327","10,951",198,"1,551","2,567",121,442,78,44,"1,381",715,471,209,139,"1,477","1,558","13,376","1,819",73,121,73,119,17,18,25,753,936,"1,051","1,060","1,758","1,277","3,867",409
2020,7,30,"28,768","12,767",209,"1,609","3,848",109,435,78,35,"1,272",696,449,221,136,"2,046","1,624","16,001","2,554",55,122,35,81,26,0,22,758,899,"1,039","1,151","2,158","1,157","5,330",614
2020,7,40,"38,659","17,351",289,"2,729","4,578",124,611,98,57,"1,550",974,668,213,160,"2,846","2,454","21,308","3,120",79,208,72,152,42,17,48,928,"1,511","1,195","1,746","2,643","1,813","6,888",846
2020,7,50,"45,241","20,155",629,"2,929","3,935",338,885,324,154,"2,376","1,696","1,186",394,234,"2,738","2,337","25,086","3,527",232,395,212,426,180,57,93,"1,437","1,849","1,861","2,192","3,242","2,512","6,104",767
2020,7,60,"38,902","18,054",979,"1,980","2,985",423,874,485,236,"2,669","2,241","1,642",488,190,"1,676","1,186","20,848","2,827",350,557,323,619,287,97,160,"1,769","1,253","2,290","2,127","2,136","1,754","3,557",742
2020,7,70,"19,448","8,907",780,826,"1,357",278,618,454,229,"1,121","1,074",906,303,97,399,465,"10,541","1,636",277,497,254,501,240,52,152,"1,154",503,"1,198",959,935,702,"1,168",313
2020,7,80,"10,192","4,479",464,446,749,167,332,405,161,359,362,360,120,48,212,294,"5,713","1,036",261,338,217,439,199,36,115,484,225,442,415,497,315,579,115
2020,7,90,"1,701",716,71,66,99,31,60,70,24,61,50,68,18,5,47,46,985,175,52,63,43,72,32,9,20,86,41,75,64,78,50,106,19
2020,7,100,76,37,2,4,11,1,1,4,1,3,5,3,0,0,1,1,39,6,2,2,0,1,0,0,2,5,4,3,5,3,1,3,2
2020,8,총,"249,157","112,048","3,804","15,075","25,720","1,697","4,931","2,091",984,"12,098","8,461","6,293","2,192","1,177","14,970","12,555","137,109","20,384","1,446","2,455","1,294","2,566","1,066",298,667,"8,056","8,720","10,028","11,423","16,394","11,572","35,889","4,851"
2020,8,0,"19,505","8,600",79,"1,177","2,847",36,281,32,15,586,302,198,108,75,"1,781","1,083","10,905","1,912",31,54,24,53,19,3,13,290,624,398,746,"1,430",775,"4,072",461
2020,8,10,"22,333","10,106",108,"1,776","2,738",77,387,69,30,732,375,347,127,93,"1,793","1,454","12,227","1,745",32,98,43,109,26,7,14,399,872,478,970,"1,467","1,177","4,229",561
2020,8,20,"24,231","10,872",197,"1,544","2,561",116,439,78,43,"1,369",705,466,206,143,"1,444","1,561","13,359","1,801",71,123,74,121,17,19,26,761,936,"1,055","1,046","1,756","1,273","3,868",412
2020,8,30,"28,650","12,702",209,"1,597","3,812",105,445,76,34,"1,264",684,444,216,130,"2,045","1,641","15,948","2,553",53,120,33,77,26,0,23,751,898,"1,030","1,140","2,165","1,167","5,302",610
2020,8,40,"38,593","17,323",285,"2,707","4,598",122,603,97,55,"1,550",970,674,209,162,"2,840","2,451","21,270","3,116",77,202,72,153,42,17,47,925,"1,498","1,187","1,743","2,650","1,805","6,892",844
2020,8,50,"45,200","20,106",629,"2,920","3,943",335,885,319,153,"2,352","1,686","1,179",393,235,"2,717","2,360","25,094","3,540",235,394,210,425,176,57,93,"1,426","1,846","1,864","2,185","3,248","2,532","6,095",768
2020,8,60,"39,131","18,151",979,"2,006","2,990",426,878,483,236,"2,698","2,242","1,649",489,188,"1,696","1,191","20,980","2,859",353,569,325,612,289,98,162,"1,775","1,264","2,290","2,144","2,156","1,766","3,571",747
2020,8,70,"19,524","8,942",781,830,"1,364",279,621,453,232,"1,125","1,075",902,307,100,403,470,"10,582","1,639",277,494,256,508,240,52,152,"1,156",511,"1,204",963,943,705,"1,166",316
2020,8,80,"10,202","4,495",462,448,757,168,332,409,161,360,369,362,118,46,204,299,"5,707","1,032",261,336,214,434,200,36,114,482,225,443,416,497,321,584,112
2020,8,90,"1,711",713,73,66,98,32,59,71,24,59,48,69,19,5,46,44,998,181,54,62,43,73,31,9,21,87,42,76,65,79,50,107,18
2020,8,100,77,38,2,4,12,1,1,4,1,3,5,3,0,0,1,1,39,6,2,3,0,1,0,0,2,4,4,3,5,3,1,3,2
2020,9,총,"249,105","111,951","3,799","15,067","25,715","1,684","4,915","2,085",980,"12,067","8,450","6,282","2,179","1,173","14,980","12,575","137,154","20,384","1,455","2,460","1,289","2,574","1,064",300,664,"8,048","8,714","10,037","11,391","16,406","11,622","35,886","4,860"
2020,9,0,"19,427","8,560",80,"1,165","2,832",35,278,33,15,569,305,197,103,71,"1,792","1,085","10,867","1,903",31,54,25,54,20,3,13,284,619,393,744,"1,428",787,"4,049",460
2020,9,10,"22,305","10,105",107,"1,794","2,731",73,391,70,30,734,373,344,129,96,"1,777","1,456","12,200","1,750",33,96,43,110,26,7,14,393,871,471,958,"1,464","1,164","4,234",566
2020,9,20,"24,185","10,816",189,"1,530","2,565",112,435,75,43,"1,367",699,461,199,142,"1,444","1,555","13,369","1,787",70,126,74,125,15,19,25,763,927,"1,072","1,042","1,748","1,278","3,886",412
2020,9,30,"28,501","12,587",207,"1,576","3,787",105,444,71,34,"1,250",669,444,209,128,"2,037","1,626","15,914","2,546",53,120,33,78,26,0,24,747,909,"1,019","1,122","2,176","1,189","5,263",609
2020,9,40,"38,522","17,311",291,"2,706","4,606",119,601,101,57,"1,532",959,668,210,161,"2,849","2,451","21,211","3,112",78,200,69,152,42,16,46,929,"1,492","1,179","1,737","2,633","1,808","6,868",850
2020,9,50,"45,152","20,082",621,"2,922","3,964",335,865,318,148,"2,343","1,682","1,175",387,234,"2,710","2,378","25,070","3,538",239,395,209,428,174,58,92,"1,415","1,835","1,860","2,167","3,241","2,536","6,124",759
2020,9,60,"39,419","18,272",979,"2,021","2,995",422,887,479,239,"2,723","2,263","1,654",496,191,"1,716","1,207","21,147","2,880",355,571,324,610,292,98,163,"1,782","1,279","2,307","2,168","2,187","1,783","3,597",751
2020,9,70,"19,541","8,943",780,833,"1,366",279,619,453,228,"1,127","1,072",903,307,99,404,473,"10,598","1,639",275,497,259,509,238,53,151,"1,157",512,"1,206",960,949,702,"1,173",318
2020,9,80,"10,243","4,515",468,450,757,170,334,410,161,358,375,363,120,46,203,300,"5,728","1,037",265,338,211,434,199,37,112,484,225,446,422,499,324,582,113
2020,9,90,"1,731",722,75,66,101,33,60,71,24,61,48,70,19,5,47,42,"1,009",186,54,60,42,73,32,9,21,89,41,81,66,78,50,107,20
2020,9,100,79,38,2,4,11,1,1,4,1,3,5,3,0,0,1,2,41,6,2,3,0,1,0,0,3,5,4,3,5,3,1,3,2
2020,10,총,"248,997","111,916","3,789","15,055","25,740","1,690","4,906","2,085",977,"12,051","8,426","6,265","2,175","1,172","15,022","12,563","137,081","20,359","1,450","2,465","1,278","2,555","1,062",296,661,"8,030","8,702","10,021","11,408","16,411","11,653","35,863","4,867"
2020,10,0,"19,304","8,515",79,"1,154","2,810",37,275,33,15,572,299,194,102,69,"1,806","1,070","10,789","1,878",31,53,24,53,19,3,13,281,616,393,731,"1,423",798,"4,013",460
2020,10,10,"22,302","10,117",101,"1,787","2,745",74,390,69,30,731,370,347,128,98,"1,787","1,460","12,185","1,751",31,97,43,107,26,7,14,397,873,464,963,"1,453","1,165","4,227",567
2020,10,20,"24,161","10,795",187,"1,537","2,565",112,432,75,42,"1,361",686,452,204,140,"1,445","1,557","13,366","1,783",71,133,71,123,15,17,25,752,924,"1,058","1,055","1,755","1,283","3,895",406
2020,10,30,"28,375","12,533",202,"1,555","3,784",102,443,69,32,"1,243",664,439,206,132,"2,042","1,620","15,842","2,526",52,117,32,77,27,0,25,746,908,"1,003","1,114","2,175","1,185","5,244",611
2020,10,40,"38,424","17,288",294,"2,704","4,600",119,593,101,57,"1,536",948,665,210,159,"2,862","2,440","21,136","3,100",78,204,68,150,43,16,44,927,"1,474","1,177","1,736","2,612","1,794","6,858",855
2020,10,50,"45,079","20,047",620,"2,910","3,981",334,870,321,146,"2,332","1,687","1,158",381,234,"2,694","2,379","25,032","3,540",234,392,209,426,168,55,91,"1,396","1,828","1,848","2,166","3,254","2,543","6,122",760
2020,10,60,"39,659","18,359",974,"2,044","3,011",427,887,485,239,"2,720","2,267","1,667",498,192,"1,731","1,217","21,300","2,906",358,575,318,605,297,99,163,"1,788","1,292","2,321","2,180","2,216","1,798","3,632",752
2020,10,70,"19,590","8,954",784,832,"1,372",277,620,448,228,"1,131","1,076",904,307,98,403,474,"10,636","1,639",277,493,260,509,234,54,150,"1,161",510,"1,221",971,946,708,"1,180",323
2020,10,80,"10,286","4,542",470,461,760,174,333,411,163,360,375,366,119,45,203,302,"5,744","1,043",261,341,212,429,201,36,112,489,228,451,420,498,329,581,113
2020,10,90,"1,736",728,76,67,101,33,62,69,24,62,49,70,20,5,48,42,"1,008",187,54,57,41,75,32,9,21,88,45,82,67,76,49,107,18
2020,10,100,81,38,2,4,11,1,1,4,1,3,5,3,0,0,1,2,43,6,3,3,0,1,0,0,3,5,4,3,5,3,1,4,2
2020,11,총,"248,840","111,772","3,769","15,023","25,741","1,692","4,909","2,089",974,"12,028","8,388","6,247","2,160","1,177","15,006","12,569","137,068","20,312","1,446","2,455","1,275","2,548","1,059",296,659,"8,036","8,687","10,022","11,412","16,431","11,650","35,916","4,864"
2020,11,0,"19,199","8,470",77,"1,146","2,791",38,270,31,15,568,290,189,101,66,"1,810","1,078","10,729","1,861",30,53,23,50,20,3,13,282,611,389,725,"1,425",791,"4,001",452
2020,11,10,"22,275","10,088",101,"1,780","2,746",75,395,71,31,719,367,344,125,100,"1,786","1,448","12,187","1,753",32,94,43,106,26,7,14,402,874,461,956,"1,445","1,160","4,245",569
2020,11,20,"24,132","10,749",181,"1,523","2,573",110,431,78,41,"1,347",677,449,207,144,"1,428","1,560","13,383","1,774",70,131,71,121,15,16,25,756,928,"1,067","1,061","1,763","1,278","3,898",409
2020,11,30,"28,212","12,454",205,"1,538","3,744",105,440,71,32,"1,254",648,436,202,132,"2,030","1,617","15,758","2,494",55,117,31,75,27,0,25,744,905,990,"1,105","2,177","1,191","5,215",607
2020,11,40,"38,370","17,277",288,"2,699","4,610",121,593,99,56,"1,527",950,665,206,160,"2,872","2,431","21,093","3,088",78,197,70,147,42,16,43,931,"1,470","1,176","1,733","2,610","1,781","6,859",852
2020,11,50,"45,024","19,977",608,"2,899","3,990",331,868,320,144,"2,324","1,668","1,148",378,228,"2,677","2,394","25,047","3,549",231,395,202,427,166,55,89,"1,396","1,818","1,856","2,166","3,252","2,547","6,141",757
2020,11,60,"39,861","18,454",977,"2,069","3,031",429,890,484,233,"2,729","2,270","1,674",497,198,"1,749","1,224","21,407","2,917",357,577,322,605,298,100,166,"1,781","1,294","2,322","2,201","2,232","1,813","3,665",757
2020,11,70,"19,651","8,982",789,836,"1,376",276,624,448,234,"1,133","1,084",904,307,98,403,470,"10,669","1,644",279,487,259,511,232,53,148,"1,166",514,"1,222",971,951,713,"1,190",329
2020,11,80,"10,291","4,545",468,462,765,172,335,411,160,359,379,366,117,46,202,303,"5,746","1,042",258,343,213,429,199,37,112,484,222,455,422,497,328,593,112
2020,11,90,"1,744",736,72,67,103,34,62,72,27,65,50,69,20,5,48,42,"1,008",185,53,58,41,76,34,9,21,89,47,81,67,77,47,105,18
2020,11,100,81,40,3,4,12,1,1,4,1,3,5,3,0,0,1,2,41,5,3,3,0,1,0,0,3,5,4,3,5,2,1,4,2
2020,12,총,"248,694","111,655","3,749","15,020","25,746","1,691","4,904","2,086",970,"12,018","8,379","6,233","2,156","1,174","14,985","12,544","137,039","20,303","1,433","2,456","1,273","2,538","1,068",294,659,"8,034","8,685","10,005","11,394","16,451","11,665","35,936","4,845"
2020,12,0,"19,073","8,420",73,"1,130","2,778",37,270,28,15,558,289,190,96,64,"1,818","1,074","10,653","1,848",31,54,22,48,22,3,11,287,601,388,719,"1,424",783,"3,967",445
2020,12,10,"22,266","10,083",100,"1,789","2,746",73,389,73,31,722,367,340,132,99,"1,779","1,443","12,183","1,748",29,92,43,108,25,7,15,397,867,456,957,"1,465","1,173","4,243",558
2020,12,20,"24,106","10,727",181,"1,516","2,576",110,432,76,38,"1,346",678,452,204,142,"1,430","1,546","13,379","1,766",67,128,71,112,16,17,25,773,928,"1,059","1,055","1,753","1,266","3,935",408
2020,12,30,"28,081","12,389",202,"1,520","3,720",105,445,74,33,"1,239",644,431,201,128,"2,033","1,614","15,692","2,499",53,118,36,76,28,0,22,742,909,974,"1,088","2,178","1,193","5,166",610
2020,12,40,"38,353","17,274",284,"2,692","4,642",120,585,100,59,"1,531",944,656,205,164,"2,860","2,432","21,079","3,090",78,190,66,147,45,16,45,926,"1,474","1,167","1,717","2,610","1,783","6,878",847
2020,12,50,"44,905","19,886",605,"2,908","3,974",330,865,321,140,"2,308","1,659","1,145",375,226,"2,649","2,381","25,019","3,547",231,398,201,427,169,54,87,"1,382","1,816","1,850","2,168","3,247","2,545","6,140",757
2020,12,60,"40,054","18,523",975,"2,087","3,045",429,897,485,230,"2,740","2,272","1,668",500,199,"1,758","1,238","21,531","2,928",351,581,319,608,301,97,171,"1,781","1,298","2,339","2,214","2,254","1,830","3,703",756
2020,12,70,"19,705","9,010",778,842,"1,381",279,627,444,234,"1,148","1,086",907,306,101,402,475,"10,695","1,645",276,493,260,506,233,54,147,"1,169",516,"1,235",980,945,712,"1,193",331
2020,12,80,"10,319","4,559",473,463,768,173,332,410,161,357,383,372,116,45,205,301,"5,760","1,040",262,339,214,430,196,38,112,484,224,453,423,497,335,600,113
2020,12,90,"1,750",744,75,69,105,34,61,71,28,66,51,69,21,6,50,38,"1,006",187,52,60,41,75,33,8,21,88,48,81,67,76,44,107,18
2020,12,100,82,40,3,4,11,1,1,4,1,3,6,3,0,0,1,2,42,5,3,3,0,1,0,0,3,5,4,3,6,2,1,4,2
2021,1,총,"248,512","111,560","3,739","14,992","25,765","1,677","4,892","2,082",964,"11,990","8,378","6,227","2,152","1,173","14,992","12,537","136,952","20,266","1,431","2,457","1,274","2,545","1,067",290,666,"8,029","8,685","10,000","11,337","16,500","11,627","35,944","4,834"
2021,1,0,"18,915","8,349",72,"1,116","2,747",36,261,28,14,550,292,189,94,64,"1,817","1,069","10,566","1,819",29,56,23,47,21,3,11,286,599,377,714,"1,427",775,"3,929",450
2021,1,10,"22,239","10,062",101,"1,783","2,755",70,388,70,31,716,364,339,128,98,"1,787","1,432","12,177","1,747",29,96,43,105,26,7,13,400,869,453,944,"1,467","1,163","4,263",552
2021,1,20,"24,064","10,758",175,"1,500","2,608",109,440,70,39,"1,353",674,451,207,145,"1,426","1,561","13,306","1,755",61,125,70,115,16,17,28,763,916,"1,056","1,029","1,769","1,256","3,923",407
2021,1,30,"27,905","12,274",201,"1,503","3,677",101,442,75,30,"1,230",638,425,198,122,"2,023","1,609","15,631","2,463",53,114,33,78,29,0,23,745,905,974,"1,086","2,194","1,184","5,134",616
2021,1,40,"38,273","17,233",281,"2,681","4,655",121,570,103,60,"1,518",939,655,209,165,"2,860","2,416","21,040","3,090",82,190,70,146,44,15,44,926,"1,472","1,167","1,714","2,605","1,767","6,871",837
