년도,월,나이,남구,이천동,봉덕1동,봉덕2동,봉덕3동,대명1동,대명2동,대명3동,대명4동,대명5동,대명6동,대명9동,대명10동,대명11동
2020,10,총,"76,080","6,552","4,847","5,741","9,082","5,985","5,808","5,585","5,757","4,019","5,061","8,228","4,962","4,453"
2020,10,0,"3,286",359,200,341,401,255,201,173,243,112,289,387,166,159
2020,10,10,"4,479",483,236,439,674,349,341,291,293,198,302,432,232,209
2020,10,20,"10,161",613,606,533,"1,036",888,"1,082",740,768,814,717,"1,176",710,478
2020,10,30,"8,202",659,531,565,931,692,664,505,549,425,674,"1,067",543,397
2020,10,40,"10,117","1,030",675,792,"1,363",772,690,678,679,432,724,"1,150",596,536
2020,10,50,"12,847",997,837,992,"1,497","1,094",873,958,"1,041",642,798,"1,411",888,819
2020,10,60,"12,920",985,797,989,"1,552",982,878,"1,081","1,121",637,757,"1,287",916,938
2020,10,70,"8,688",840,566,631,991,608,677,746,682,466,482,851,560,588
2020,10,80,"4,609",481,347,386,545,288,352,352,335,260,271,388,314,290
2020,10,90,704,97,48,68,82,54,46,52,42,29,42,71,36,37
2020,10,100,67,8,4,5,10,3,4,9,4,4,5,8,1,2
2020,11,총,"76,208","6,537","4,827","6,105","9,071","5,978","5,774","5,564","5,752","3,917","5,055","8,229","4,943","4,456"
2020,11,0,"3,292",345,190,396,394,254,196,167,242,112,290,381,169,156
2020,11,10,"4,478",485,237,467,668,347,341,289,291,187,294,429,234,209
2020,11,20,"10,188",608,598,565,"1,042",892,"1,090",739,764,810,716,"1,190",697,477
2020,11,30,"8,199",647,526,645,926,689,660,498,543,415,665,"1,055",528,402
2020,11,40,"10,145","1,025",666,849,"1,354",773,685,682,680,421,727,"1,153",602,528
2020,11,50,"12,848","1,005",829,"1,054","1,492","1,090",863,948,"1,038",618,798,"1,413",886,814
2020,11,60,"12,979",987,806,"1,018","1,569",985,870,"1,080","1,129",623,757,"1,282",918,955
2020,11,70,"8,702",851,569,643,990,604,669,753,686,448,488,859,555,587
2020,11,80,"4,601",479,352,395,544,289,351,347,332,249,270,387,316,290
2020,11,90,709,97,50,68,82,52,45,52,43,30,45,72,37,36
2020,11,100,67,8,4,5,10,3,4,9,4,4,5,8,1,2
2020,12,총,"76,161","6,528","4,835","6,294","9,055","5,965","5,715","5,547","5,754","3,856","5,030","8,218","4,926","4,438"
2020,12,0,"3,296",343,185,419,394,248,193,166,243,113,287,383,165,157
2020,12,10,"4,467",476,236,487,666,344,335,291,290,185,296,423,228,210
2020,12,20,"10,206",606,605,578,"1,052",899,"1,086",728,773,796,711,"1,196",703,473
2020,12,30,"8,174",660,532,665,920,674,646,505,539,413,647,"1,051",522,400
2020,12,40,"10,115","1,014",664,882,"1,348",769,675,670,677,421,730,"1,141",608,516
2020,12,50,"12,789","1,005",822,"1,084","1,482","1,086",856,946,"1,028",596,794,"1,414",866,810
2020,12,60,"13,005",987,814,"1,047","1,569",990,862,"1,075","1,139",612,748,"1,281",925,956
2020,12,70,"8,704",853,567,654,988,609,658,757,684,441,492,860,553,588
2020,12,80,"4,620",480,357,407,542,290,354,348,331,244,274,387,317,289
2020,12,90,716,95,49,67,84,53,46,52,45,31,46,73,38,37
2020,12,100,69,9,4,4,10,3,4,9,5,4,5,9,1,2
2021,1,총,"76,073","6,524","4,808","6,350","9,048","5,933","5,689","5,541","5,760","3,807","5,024","8,246","4,897","4,446"
2021,1,0,"3,264",347,182,419,392,236,193,165,244,109,284,376,163,154
2021,1,10,"4,417",474,239,490,652,344,332,282,280,175,290,423,225,211
2021,1,20,"10,244",602,596,589,"1,061",892,"1,080",732,788,796,725,"1,219",689,475
2021,1,30,"8,109",652,521,674,914,654,641,502,538,405,641,"1,053",526,388
2021,1,40,"10,052","1,013",654,886,"1,339",766,671,656,674,417,721,"1,135",603,517
2021,1,50,"12,750","1,004",822,"1,093","1,478","1,079",840,956,"1,023",586,794,"1,413",855,807
2021,1,60,"13,078",994,812,"1,062","1,579","1,005",870,"1,071","1,135",608,751,"1,294",931,966
2021,1,70,"8,705",849,568,653,986,606,655,761,689,434,491,865,553,595
2021,1,80,"4,650",482,360,412,551,293,354,354,338,241,274,383,313,295
2021,1,90,733,98,50,68,85,55,49,52,46,32,48,76,38,36
2021,1,100,71,9,4,4,11,3,4,10,5,4,5,9,1,2
2021,2,총,"75,976","6,525","4,825","6,353","9,031","5,905","5,632","5,568","5,764","3,813","5,026","8,192","4,897","4,445"
2021,2,0,"3,238",344,182,413,389,232,193,162,245,110,283,367,165,153
2021,2,10,"4,395",468,239,489,648,338,323,282,288,181,289,415,225,210
2021,2,20,"10,215",615,591,590,"1,048",886,"1,073",746,775,795,738,"1,202",683,473
2021,2,30,"8,051",641,522,670,912,652,620,498,546,408,633,"1,030",534,385
2021,2,40,"10,009","1,013",652,883,"1,326",760,659,665,674,421,723,"1,125",594,514
2021,2,50,"12,718","1,004",832,"1,093","1,476","1,075",840,945,"1,021",576,790,"1,413",853,800
2021,2,60,"13,142","1,002",817,"1,071","1,596","1,012",858,"1,084","1,130",610,756,"1,304",928,974
2021,2,70,"8,692",842,572,659,978,604,657,762,682,434,489,864,555,594
2021,2,80,"4,701",489,364,411,560,288,356,360,349,243,273,388,318,302
2021,2,90,744,98,50,70,87,55,49,54,49,31,47,75,41,38
2021,2,100,71,9,4,4,11,3,4,10,5,4,5,9,1,2
2021,3,총,"75,837","6,518","4,812","6,350","9,006","5,894","5,597","5,583","5,754","3,790","5,016","8,183","4,881","4,453"
2021,3,0,"3,238",346,180,417,388,234,189,164,241,106,281,374,164,154
2021,3,10,"4,386",474,236,484,648,339,322,280,288,181,291,417,218,208
2021,3,20,"10,172",604,583,584,"1,048",885,"1,057",762,774,791,739,"1,201",672,472
2021,3,30,"8,017",639,520,660,912,651,601,497,545,408,627,"1,032",537,388
2021,3,40,"9,951","1,005",659,889,"1,314",753,655,665,663,413,709,"1,129",587,510
2021,3,50,"12,647","1,008",820,"1,086","1,464","1,062",840,939,"1,025",578,786,"1,386",851,802
2021,3,60,"13,199","1,001",821,"1,078","1,601","1,016",871,"1,083","1,133",612,767,"1,309",930,977
2021,3,70,"8,681",840,571,667,975,609,649,764,682,425,489,866,554,590
2021,3,80,"4,737",493,366,411,568,287,362,362,351,244,274,385,325,309
2021,3,90,754,101,54,71,81,56,47,59,49,29,49,76,41,41
2021,3,100,55,7,2,3,7,2,4,8,3,3,4,8,2,2
2021,4,총,"75,969","6,519","4,786","6,584","8,943","5,895","5,574","5,583","5,745","3,781","5,010","8,184","4,868","4,497"
2021,4,0,"3,243",339,171,453,390,228,188,160,242,104,279,369,162,158
2021,4,10,"4,401",472,235,520,637,337,314,281,288,181,297,412,217,210
2021,4,20,"10,224",615,580,598,"1,033",896,"1,069",764,765,802,748,"1,203",664,487
2021,4,30,"8,044",628,516,727,902,650,592,497,548,402,614,"1,031",532,405
2021,4,40,"9,943",997,651,930,"1,296",748,656,664,658,404,709,"1,124",591,515
2021,4,50,"12,648","1,025",820,"1,110","1,450","1,058",832,937,"1,025",578,780,"1,386",847,800
2021,4,60,"13,224","1,003",824,"1,086","1,601","1,018",863,"1,086","1,130",612,775,"1,311",936,979
2021,4,70,"8,657",831,566,671,970,613,647,762,684,424,484,865,549,591
2021,4,80,"4,767",499,365,415,573,289,362,367,351,241,271,396,328,310
2021,4,90,763,103,56,71,84,56,47,57,51,30,49,79,40,40
2021,4,100,55,7,2,3,7,2,4,8,3,3,4,8,2,2
2021,5,총,"75,948","6,509","4,784","6,666","8,907","5,867","5,565","5,568","5,742","3,752","5,018","8,182","4,849","4,539"
2021,5,0,"3,224",335,165,466,386,223,189,162,237,102,277,359,161,162
2021,5,10,"4,399",472,235,530,633,335,313,275,288,177,292,423,216,210
2021,5,20,"10,184",617,576,603,"1,026",893,"1,065",759,768,791,743,"1,191",659,493
2021,5,30,"8,053",620,515,742,895,644,592,499,547,408,618,"1,020",532,421
2021,5,40,"9,893",985,644,938,"1,275",742,654,662,658,392,713,"1,126",585,519
2021,5,50,"12,671","1,031",823,"1,119","1,467","1,049",835,925,"1,023",582,781,"1,387",841,808
2021,5,60,"13,240","1,008",823,"1,092","1,593","1,019",866,"1,091","1,132",610,780,"1,312",937,977
2021,5,70,"8,659",829,575,674,966,615,642,762,677,419,488,871,547,594
2021,5,80,"4,793",504,370,427,573,288,358,366,357,237,272,402,328,311
2021,5,90,776,101,56,71,86,57,47,59,52,31,50,83,41,42
2021,5,100,56,7,2,4,7,2,4,8,3,3,4,8,2,2
2021,6,총,"75,350","6,433","4,733","6,680","8,758","5,850","5,463","5,526","5,720","3,666","5,032","8,113","4,850","4,526"
2021,6,0,"3,223",333,165,470,392,225,191,162,235,97,281,357,158,157
2021,6,10,"4,367",469,229,539,627,336,307,266,287,173,292,415,219,208
2021,6,20,"10,182",610,573,602,"1,017",899,"1,070",762,769,790,746,"1,184",669,491
2021,6,30,"8,004",614,511,745,880,640,580,497,544,409,613,"1,023",526,422
2021,6,40,"9,786",974,634,941,"1,257",729,642,650,649,385,726,"1,112",572,515
2021,6,50,"12,555","1,017",817,"1,121","1,460","1,050",810,918,"1,009",559,778,"1,365",845,806
2021,6,60,"13,147",995,817,"1,093","1,560","1,019",838,"1,091","1,137",590,777,"1,316",938,976
2021,6,70,"8,559",821,569,667,930,610,628,755,678,407,487,859,550,598
2021,6,80,"4,763",502,366,431,553,287,352,367,355,224,278,402,332,314
2021,6,90,746,97,52,68,80,54,44,57,54,31,50,80,40,39
2021,6,100,18,1,0,3,2,1,1,1,3,1,4,0,1,0
2021,7,총,"75,226","6,409","4,760","6,697","8,738","5,835","5,451","5,505","5,721","3,592","5,020","8,110","4,841","4,547"
2021,7,0,"3,199",325,168,466,395,221,190,163,231,95,282,347,160,156
2021,7,10,"4,333",466,227,547,617,336,298,259,287,169,290,421,215,201
2021,7,20,"10,173",601,582,605,"1,019",895,"1,063",758,774,781,745,"1,179",671,500
2021,7,30,"8,002",605,517,751,878,635,582,500,549,399,606,"1,026",526,428
2021,7,40,"9,749",973,637,943,"1,244",729,634,643,636,380,726,"1,121",571,512
2021,7,50,"12,509","1,013",807,"1,116","1,463","1,045",810,915,"1,014",547,777,"1,360",830,812
2021,7,60,"13,158",999,828,"1,099","1,554","1,021",839,"1,095","1,142",576,778,"1,317",933,977
2021,7,70,"8,560",824,571,669,931,606,637,748,677,395,486,852,560,604
2021,7,80,"4,768",504,369,430,552,293,354,366,351,220,276,408,329,316
2021,7,90,757,98,54,68,83,53,43,57,57,30,50,78,45,41
2021,7,100,18,1,0,3,2,1,1,1,3,0,4,1,1,0
2021,8,총,"75,054","6,406","4,768","6,701","8,732","5,854","5,426","5,462","5,714","3,507","5,010","8,107","4,819","4,548"
2021,8,0,"3,179",320,170,464,397,220,191,158,230,92,278,343,158,158
2021,8,10,"4,310",465,229,545,612,339,285,256,288,167,289,422,212,201
2021,8,20,"10,121",594,579,599,"1,012",892,"1,055",754,770,769,741,"1,184",668,504
2021,8,30,"7,998",611,523,762,874,629,584,488,549,389,605,"1,028",527,429
2021,8,40,"9,714",975,634,937,"1,250",739,627,644,633,372,718,"1,115",567,503
2021,8,50,"12,451","1,011",802,"1,120","1,457","1,041",809,906,"1,010",536,776,"1,351",818,814
2021,8,60,"13,161",998,833,"1,096","1,552","1,034",843,"1,088","1,145",567,785,"1,310",934,976
2021,8,70,"8,572",824,575,672,936,608,633,747,678,380,489,867,558,605
2021,8,80,"4,769",509,368,433,552,298,353,366,352,204,277,408,329,320
2021,8,90,761,98,54,70,88,53,45,54,57,31,48,78,47,38
2021,8,100,18,1,1,3,2,1,1,1,2,0,4,1,1,0
2021,9,총,"75,027","6,408","4,768","6,691","8,744","5,850","5,433","5,486","5,722","3,458","5,006","8,100","4,830","4,531"
2021,9,0,"3,152",316,169,461,393,216,191,159,229,85,274,347,158,154
2021,9,10,"4,314",459,234,547,608,343,285,263,287,164,292,419,213,200
2021,9,20,"10,109",603,579,588,"1,013",883,"1,058",757,770,779,740,"1,173",675,491
2021,9,30,"7,983",601,516,767,875,628,585,496,547,387,602,"1,023",529,427
2021,9,40,"9,707",978,634,939,"1,252",743,627,643,632,361,721,"1,110",565,502
2021,9,50,"12,419","1,015",799,"1,106","1,458","1,037",809,907,"1,011",527,773,"1,353",814,810
2021,9,60,"13,207","1,005",841,"1,103","1,562","1,035",844,"1,088","1,147",559,786,"1,319",936,982
2021,9,70,"8,561",825,570,675,935,609,634,750,679,367,487,868,557,605
2021,9,80,"4,792",507,370,433,557,301,354,367,358,199,280,410,336,320
2021,9,90,760,98,55,68,88,54,45,55,60,30,47,76,45,39
2021,9,100,23,1,1,4,3,1,1,1,2,0,4,2,2,1
2021,10,총,"74,832","6,385","4,757","6,668","8,704","5,845","5,432","5,486","5,716","3,412","4,995","8,069","4,831","4,532"
2021,10,0,"3,129",312,168,461,387,215,190,160,226,85,270,342,160,153
2021,10,10,"4,257",458,230,542,601,333,281,258,281,162,290,411,207,203
2021,10,20,"10,084",591,583,585,"1,002",884,"1,056",757,774,763,743,"1,179",677,490
2021,10,30,"7,931",599,501,762,869,633,582,494,536,379,604,"1,017",530,425
2021,10,40,"9,686",974,633,938,"1,250",741,622,644,630,356,720,"1,108",568,502
2021,10,50,"12,386","1,016",796,"1,098","1,450","1,036",817,901,"1,020",519,769,"1,346",807,811
2021,10,60,"13,197","1,006",839,"1,107","1,561","1,039",842,"1,086","1,145",559,785,"1,319",928,981
2021,10,70,"8,557",826,576,670,938,606,639,756,678,356,481,854,568,609
2021,10,80,"4,821",501,374,434,557,303,358,373,362,203,284,414,339,319
2021,10,90,764,102,56,67,86,54,44,56,62,30,47,77,45,38
2021,10,100,20,0,1,4,3,1,1,1,2,0,2,2,2,1
2021,11,총,"74,579","6,383","4,760","6,647","8,702","5,800","5,413","5,457","5,709","3,372","4,973","8,034","4,818","4,511"
2021,11,0,"3,102",312,166,456,387,209,187,153,228,84,268,340,159,153
2021,11,10,"4,221",461,227,542,597,329,277,250,284,156,290,399,205,204
2021,11,20,"9,994",587,583,582,"1,004",857,"1,057",755,767,752,738,"1,168",669,475
2021,11,30,"7,884",595,502,761,860,626,578,486,535,374,598,"1,013",529,427
2021,11,40,"9,675",970,637,937,"1,258",735,621,640,630,356,723,"1,100",565,503
2021,11,50,"12,337","1,020",800,"1,094","1,431","1,039",813,896,"1,020",511,762,"1,337",805,809
2021,11,60,"13,197","1,007",837,"1,098","1,577","1,039",843,"1,089","1,141",558,778,"1,323",930,977
2021,11,70,"8,547",830,578,673,928,609,630,757,677,352,484,854,569,606
2021,11,80,"4,846",503,376,436,568,305,362,374,365,200,283,419,339,316
2021,11,90,758,98,53,65,89,51,44,57,60,29,47,79,46,40
2021,11,100,18,0,1,3,3,1,1,0,2,0,2,2,2,1
2021,12,총,"74,376","6,378","4,748","6,595","8,714","5,795","5,380","5,461","5,685","3,321","4,984","7,997","4,807","4,511"
2021,12,0,"3,073",314,159,456,388,209,183,153,224,83,262,331,158,153
2021,12,10,"4,210",458,227,541,598,328,273,250,280,153,295,402,205,200
2021,12,20,"9,928",584,578,569,994,853,"1,057",757,748,741,750,"1,158",654,485
2021,12,30,"7,825",588,503,749,863,618,574,487,535,360,594,994,529,431
2021,12,40,"9,622",974,634,933,"1,257",732,610,639,624,349,716,"1,088",564,502
2021,12,50,"12,325","1,007",801,"1,089","1,435","1,044",810,894,"1,023",512,769,"1,334",805,802
2021,12,60,"13,178","1,011",837,"1,082","1,590","1,041",841,"1,091","1,143",546,776,"1,327",920,973
2021,12,70,"8,572",837,576,671,932,616,629,755,679,351,484,853,584,605
2021,12,80,"4,859",506,379,437,566,302,360,375,365,195,287,429,339,319
2021,12,90,766,99,53,65,88,51,43,60,62,31,48,79,47,40
2021,12,100,18,0,1,3,3,1,0,0,2,0,3,2,2,1
