년도,월,나이,인천광역시 서구,인천광역시 서구 검암경서동,인천광역시 서구 연희동,인천광역시 서구 청라1동,인천광역시 서구 청라2동,인천광역시 서구 청라3동,인천광역시 서구 가정1동,인천광역시 서구 가정2동,인천광역시 서구 가정3동,인천광역시 서구 석남1동,인천광역시 서구 석남2동,인천광역시 서구 석남3동,인천광역시 서구 신현원창동,인천광역시 서구 가좌1동,인천광역시 서구 가좌2동,인천광역시 서구 가좌3동,인천광역시 서구 가좌4동,인천광역시 서구 검단동,인천광역시 서구 불로대곡동,인천광역시 서구 원당동,인천광역시 서구 당하동,인천광역시 서구 오류왕길동,인천광역시 서구 마전동,인천광역시 서구 아라동
2021,4,60,"30,846","2,079","2,880",997,"1,831","1,107","1,717",565,806,"1,824","1,218","1,089","2,254",986,"1,476","1,486",933,"1,882","1,109",861,"1,141","1,573","1,032",
2021,4,70,"11,366",810,980,286,545,278,621,142,216,720,506,424,790,385,505,627,328,737,582,437,403,586,458,
2021,4,80,"3,445",222,398,103,151,55,156,32,74,158,132,116,184,118,150,202,87,212,247,154,172,176,146,
2021,4,90,332,19,46,4,14,7,15,5,4,21,15,7,13,11,19,23,14,14,18,13,20,17,13,
2021,4,100,23,2,4,0,0,1,1,3,3,2,0,0,0,2,1,0,0,1,1,0,1,1,0,
2021,5,총,"273,106","23,167","20,929","15,705","24,296","15,364","14,156","3,452","4,888","11,630","6,918","7,050","15,919","6,513","9,852","8,411","5,517","17,035","11,531","12,459","14,027","12,911","11,376",
2021,5,0,"25,019","2,310","1,163","2,017","3,415","2,405","1,719",162,209,604,328,327,"1,368",321,701,337,376,"1,358",951,"1,283","1,447","1,153","1,065",
2021,5,10,"28,817","2,322","1,785","2,195","3,309","2,001","1,116",201,384,821,490,583,"1,450",451,949,638,426,"1,750","1,432","1,827","1,688","1,395","1,604",
2021,5,20,"37,242","3,288","3,528","1,917","2,854","1,669","1,721",587,805,"1,728",973,"1,126","2,175",925,"1,510","1,238",648,"2,485","1,532","1,440","1,887","1,634","1,572",
2021,5,30,"39,891","4,167","2,650","2,822","3,766","2,629","2,382",495,679,"1,661",852,880,"2,220",904,"1,287","1,003",865,"2,497","1,277","1,566","2,211","1,705","1,373",
2021,5,40,"48,447","4,429","3,138","3,175","5,005","3,211","2,427",454,661,"1,749","1,015","1,049","2,541","1,033","1,408","1,174",837,"3,011","2,210","2,758","2,701","2,320","2,141",
2021,5,50,"47,332","3,493","4,336","2,166","3,370","1,987","2,278",804,"1,040","2,318","1,384","1,439","2,907","1,363","1,846","1,667",989,"3,069","2,165","2,110","2,339","2,303","1,959",
2021,5,60,"31,120","2,095","2,895","1,017","1,858","1,119","1,723",569,816,"1,848","1,214","1,099","2,269",999,"1,477","1,493",943,"1,903","1,113",867,"1,160","1,596","1,047",
2021,5,70,"11,385",817,977,287,547,279,616,139,215,720,513,421,792,386,502,633,330,728,580,438,400,607,458,
2021,5,80,"3,492",225,407,105,158,56,158,33,71,158,133,118,184,119,152,205,89,219,250,157,173,180,142,
2021,5,90,338,19,46,4,14,7,15,5,5,21,16,8,13,10,19,23,14,14,20,13,20,17,15,
2021,5,100,23,2,4,0,0,1,1,3,3,2,0,0,0,2,1,0,0,1,1,0,1,1,0,
2021,6,총,"273,411","23,166","20,907","15,723","24,287","15,446","14,154","3,443","4,892","11,592","6,893","7,068","15,898","6,489","9,850","8,411","5,510","17,039","11,538","12,408","14,011","12,987","11,367",332.0
2021,6,0,"24,916","2,289","1,147","2,010","3,385","2,404","1,721",163,207,592,317,329,"1,359",321,696,340,374,"1,349",938,"1,266","1,440","1,159","1,058",52.0
2021,6,10,"28,810","2,315","1,776","2,205","3,325","2,010","1,114",194,386,823,492,582,"1,461",438,944,631,418,"1,732","1,435","1,830","1,682","1,392","1,593",32.0
2021,6,20,"37,237","3,288","3,495","1,927","2,840","1,697","1,720",594,805,"1,707",967,"1,130","2,161",931,"1,498","1,227",647,"2,484","1,530","1,429","1,879","1,657","1,594",30.0
2021,6,30,"39,840","4,136","2,667","2,800","3,748","2,628","2,361",488,669,"1,658",851,880,"2,200",898,"1,309","1,006",860,"2,499","1,266","1,557","2,194","1,716","1,362",87.0
2021,6,40,"48,584","4,450","3,145","3,192","5,004","3,232","2,453",464,669,"1,744","1,014","1,054","2,546","1,029","1,395","1,184",834,"3,015","2,209","2,743","2,703","2,319","2,127",59.0
2021,6,50,"47,332","3,511","4,313","2,178","3,390","2,001","2,259",784,"1,035","2,297","1,375","1,435","2,898","1,349","1,835","1,664",986,"3,077","2,171","2,107","2,352","2,307","1,968",40.0
2021,6,60,"31,395","2,104","2,924","1,017","1,869","1,130","1,732",578,828,"1,865","1,215","1,111","2,282","1,011","1,494","1,501",955,"1,918","1,130",871,"1,165","1,622","1,049",24.0
2021,6,70,"11,428",825,980,286,554,280,621,137,217,723,511,423,790,379,505,628,330,734,587,437,405,613,458,5.0
2021,6,80,"3,510",227,412,105,158,56,157,33,68,160,134,117,187,121,154,209,92,215,250,157,169,183,143,3.0
2021,6,90,335,19,44,3,14,7,15,5,5,21,17,7,13,10,19,21,14,15,21,11,21,18,15,0.0
2021,6,100,24,2,4,0,0,1,1,3,3,2,0,0,1,2,1,0,0,1,1,0,1,1,0,0.0
2021,7,총,"274,060","23,161","20,850","15,708","24,283","15,521","14,161","3,423","4,848","11,573","6,866","7,067","15,881","6,484","9,840","8,406","5,489","16,991","11,569","12,346","13,979","12,976","11,328","1,310"
2021,7,0,"24,961","2,264","1,145","2,008","3,363","2,388","1,714",162,204,588,317,326,"1,356",320,687,343,376,"1,330",933,"1,237","1,428","1,154","1,044",274
2021,7,10,"28,842","2,325","1,767","2,206","3,355","2,022","1,121",189,381,819,488,579,"1,465",430,942,627,408,"1,707","1,434","1,829","1,670","1,393","1,585",100
2021,7,20,"37,138","3,263","3,474","1,921","2,820","1,709","1,724",587,802,"1,703",966,"1,118","2,156",937,"1,485","1,222",641,"2,463","1,518","1,421","1,882","1,650","1,596",80
2021,7,30,"39,972","4,111","2,646","2,796","3,722","2,647","2,334",489,656,"1,645",841,900,"2,183",898,"1,314","1,006",850,"2,498","1,284","1,545","2,175","1,706","1,344",382
2021,7,40,"48,710","4,472","3,124","3,162","5,025","3,241","2,467",458,657,"1,749","1,007","1,053","2,559","1,025","1,387","1,175",837,"2,999","2,210","2,718","2,686","2,328","2,104",267
2021,7,50,"47,416","3,527","4,287","2,194","3,398","2,021","2,250",783,"1,024","2,275","1,368","1,423","2,887","1,345","1,835","1,668",983,"3,087","2,184","2,113","2,372","2,296","1,973",123
2021,7,60,"31,634","2,126","2,960","1,021","1,875","1,150","1,744",574,830,"1,880","1,209","1,119","2,291","1,015","1,507","1,503",953,"1,933","1,145",875,"1,164","1,633","1,063",64
2021,7,70,"11,479",828,981,290,551,281,636,138,219,728,516,427,785,381,503,627,335,736,588,438,411,611,455,14
2021,7,80,"3,547",225,416,107,159,54,154,35,67,161,137,115,186,121,160,213,93,223,251,159,169,187,149,6
2021,7,90,338,18,47,3,15,7,16,5,5,23,17,7,12,10,19,22,13,14,21,11,21,17,15,0
2021,7,100,23,2,3,0,0,1,1,3,3,2,0,0,1,2,1,0,0,1,1,0,1,1,0,0
2021,8,총,"275,064","23,180","20,782","15,693","24,248","15,554","14,135","3,399","4,819","11,554","6,833","7,035","15,871","6,469","9,806","8,404","5,462","16,956","11,553","12,291","13,947","12,970","11,310","2,793"
2021,8,0,"25,023","2,232","1,120","1,996","3,314","2,380","1,710",159,204,579,318,317,"1,356",316,685,340,376,"1,309",916,"1,202","1,411","1,151","1,040",592
2021,8,10,"28,920","2,335","1,769","2,211","3,376","2,038","1,124",192,374,807,487,580,"1,457",424,943,628,402,"1,703","1,422","1,825","1,672","1,387","1,560",204
2021,8,20,"37,078","3,252","3,453","1,901","2,809","1,709","1,703",579,805,"1,700",955,"1,102","2,150",936,"1,459","1,217",638,"2,449","1,535","1,414","1,876","1,632","1,599",205
2021,8,30,"40,186","4,101","2,627","2,812","3,712","2,637","2,309",479,641,"1,649",828,895,"2,163",901,"1,308","1,015",829,"2,484","1,268","1,511","2,160","1,712","1,336",809
2021,8,40,"48,903","4,477","3,105","3,151","5,004","3,227","2,474",451,649,"1,746",998,"1,042","2,572","1,014","1,384","1,174",844,"2,984","2,202","2,711","2,682","2,338","2,100",574
2021,8,50,"47,489","3,536","4,262","2,195","3,413","2,065","2,242",778,"1,017","2,263","1,363","1,421","2,871","1,338","1,813","1,661",976,"3,103","2,183","2,127","2,362","2,295","1,977",228
2021,8,60,"31,961","2,155","2,996","1,029","1,888","1,153","1,759",578,833,"1,889","1,211","1,128","2,317","1,029","1,529","1,506",949,"1,949","1,161",890,"1,180","1,634","1,069",129
2021,8,70,"11,558",838,986,287,554,286,643,140,220,735,518,428,787,378,506,626,337,736,592,437,412,611,462,39
2021,8,80,"3,584",232,418,109,163,51,154,35,67,161,138,114,184,122,158,215,97,224,253,162,170,193,153,11
2021,8,90,339,20,43,2,15,7,16,5,6,23,17,8,13,9,20,22,14,14,20,12,21,16,14,2
2021,8,100,23,2,3,0,0,1,1,3,3,2,0,0,1,2,1,0,0,1,1,0,1,1,0,0
2021,9,총,"277,255","23,159","20,715","15,675","24,262","15,563","14,125","3,384","4,837","11,556","6,809","7,020","15,850","6,478","9,800","8,417","5,460","16,942","11,491","12,173","13,910","12,989","11,270","5,370"
2021,9,0,"25,266","2,207","1,105","1,976","3,304","2,372","1,702",153,201,568,316,312,"1,349",318,670,344,374,"1,283",885,"1,189","1,400","1,140","1,042","1,056"
2021,9,10,"29,053","2,334","1,740","2,201","3,385","2,050","1,130",189,372,811,482,580,"1,459",426,951,626,398,"1,695","1,410","1,782","1,660","1,393","1,545",434
2021,9,20,"37,160","3,240","3,442","1,898","2,798","1,700","1,697",578,809,"1,690",944,"1,092","2,137",938,"1,448","1,213",641,"2,431","1,530","1,402","1,888","1,627","1,584",433
2021,9,30,"40,774","4,097","2,630","2,804","3,712","2,631","2,302",478,648,"1,658",821,898,"2,152",903,"1,294","1,024",833,"2,480","1,254","1,502","2,144","1,712","1,327","1,470"
2021,9,40,"49,312","4,474","3,079","3,144","5,010","3,229","2,469",447,649,"1,736",996,"1,046","2,559","1,016","1,388","1,165",843,"2,992","2,187","2,666","2,665","2,344","2,093","1,115"
2021,9,50,"47,754","3,527","4,264","2,211","3,425","2,076","2,251",773,"1,019","2,264","1,356","1,417","2,867","1,328","1,814","1,652",980,"3,123","2,193","2,128","2,361","2,304","1,966",455
2021,9,60,"32,319","2,186","3,007","1,042","1,894","1,160","1,749",582,843,"1,908","1,221","1,123","2,336","1,039","1,538","1,527",945,"1,953","1,166",893,"1,188","1,645","1,084",290
2021,9,70,"11,612",836,989,288,551,285,648,142,220,734,514,423,791,375,517,629,333,738,591,437,411,613,460,87
2021,9,80,"3,640",235,411,109,168,53,160,34,67,163,141,120,186,123,159,215,99,232,255,162,170,194,155,29
2021,9,90,342,21,45,2,15,6,16,5,6,22,18,9,13,10,20,22,14,14,19,12,22,16,14,1
2021,9,100,23,2,3,0,0,1,1,3,3,2,0,0,1,2,1,0,0,1,1,0,1,1,0,0
2021,10,총,"278,877","23,154","20,721","15,690","24,264","15,575","14,119","3,389","4,819","11,554","6,772","7,011","15,809","6,512","9,762","8,423","5,444","16,932","11,481","12,152","13,867","12,985","11,235","7,207"
2021,10,0,"25,426","2,180","1,102","1,967","3,289","2,367","1,700",158,202,562,315,307,"1,338",318,655,349,372,"1,266",877,"1,172","1,391","1,137","1,020","1,382"
2021,10,10,"29,164","2,327","1,727","2,212","3,390","2,047","1,134",188,366,803,475,580,"1,463",426,956,618,387,"1,697","1,396","1,773","1,646","1,393","1,542",618
2021,10,20,"37,250","3,248","3,450","1,901","2,785","1,707","1,678",575,807,"1,678",934,"1,104","2,123",949,"1,433","1,220",637,"2,431","1,531","1,408","1,876","1,612","1,560",603
2021,10,30,"41,068","4,095","2,624","2,797","3,704","2,601","2,301",480,645,"1,655",821,898,"2,137",909,"1,282","1,034",831,"2,485","1,239","1,512","2,139","1,707","1,330","1,842"
2021,10,40,"49,643","4,482","3,065","3,142","5,009","3,260","2,459",442,648,"1,743",994,"1,040","2,546","1,020","1,391","1,150",845,"2,992","2,172","2,627","2,649","2,344","2,092","1,531"
2021,10,50,"47,986","3,525","4,270","2,215","3,446","2,086","2,256",774,"1,009","2,256","1,342","1,409","2,866","1,331","1,811","1,656",978,"3,108","2,207","2,152","2,361","2,304","1,969",655
2021,10,60,"32,603","2,199","3,028","1,053","1,901","1,160","1,755",588,851,"1,928","1,212","1,120","2,341","1,047","1,537","1,530",948,"1,970","1,182",893,"1,200","1,659","1,090",411
2021,10,70,"11,702",841,981,290,560,288,651,142,217,736,519,426,798,378,521,629,335,735,595,437,415,616,465,127
2021,10,80,"3,666",235,427,110,166,52,166,35,65,168,142,118,185,122,155,212,98,233,263,161,168,196,155,34
2021,10,90,346,19,44,3,14,6,17,4,6,23,18,9,12,10,21,25,13,14,18,17,21,16,12,4
2021,10,100,23,3,3,0,0,1,2,3,3,2,0,0,0,2,0,0,0,1,1,0,1,1,0,0
2021,11,총,"279,621","23,198","20,734","15,689","24,252","15,595","14,070","3,386","4,804","11,510","6,778","7,008","15,795","6,538","9,747","8,438","5,435","16,918","11,490","12,137","13,842","12,999","11,222","8,036"
2021,11,0,"25,418","2,173","1,093","1,960","3,252","2,352","1,697",157,199,552,317,306,"1,334",322,655,346,364,"1,263",860,"1,165","1,390","1,135","1,003","1,523"
2021,11,10,"29,262","2,320","1,723","2,205","3,416","2,065","1,129",188,359,802,478,573,"1,475",420,946,619,385,"1,687","1,402","1,768","1,643","1,406","1,539",714
2021,11,20,"37,243","3,251","3,466","1,897","2,775","1,700","1,662",570,800,"1,654",926,"1,102","2,098",961,"1,425","1,220",631,"2,440","1,537","1,398","1,879","1,613","1,555",683
2021,11,30,"41,120","4,084","2,637","2,809","3,672","2,587","2,270",485,642,"1,650",819,907,"2,131",913,"1,276","1,041",831,"2,446","1,248","1,514","2,116","1,704","1,337","2,001"
2021,11,40,"49,877","4,518","3,059","3,130","5,040","3,271","2,467",439,648,"1,736",994,"1,033","2,553","1,019","1,387","1,151",844,"3,004","2,160","2,622","2,658","2,350","2,083","1,711"
2021,11,50,"48,086","3,542","4,251","2,221","3,451","2,099","2,237",774,"1,006","2,262","1,350","1,407","2,853","1,338","1,810","1,657",979,"3,114","2,210","2,151","2,344","2,305","1,969",756
2021,11,60,"32,805","2,213","3,042","1,063","1,909","1,166","1,769",591,857,"1,923","1,216","1,125","2,353","1,049","1,552","1,531",953,"1,979","1,194",897,"1,205","1,655","1,106",457
2021,11,70,"11,753",837,980,290,558,296,654,144,219,735,515,425,797,382,521,634,339,736,598,445,415,620,464,149
2021,11,80,"3,691",236,437,111,165,54,167,34,65,170,145,122,188,122,154,213,96,235,262,159,170,195,154,37
2021,11,90,347,21,43,3,14,4,16,4,6,24,18,8,13,11,21,26,13,13,18,18,21,15,12,5
2021,11,100,19,3,3,0,0,1,2,0,3,2,0,0,0,1,0,0,0,1,1,0,1,1,0,0
2021,12,총,"280,398","23,207","20,729","15,713","24,270","15,650","14,059","3,393","4,811","11,493","6,771","7,011","15,810","6,615","9,750","8,446","5,439","16,973","11,506","12,143","13,838","13,022","11,232","8,517"
2021,12,0,"25,406","2,174","1,088","1,946","3,246","2,362","1,681",159,199,546,314,300,"1,334",329,651,342,364,"1,265",850,"1,154","1,374","1,128",999,"1,601"
2021,12,10,"29,309","2,301","1,710","2,223","3,419","2,069","1,135",187,360,801,475,566,"1,470",427,938,621,381,"1,699","1,397","1,768","1,635","1,404","1,538",785
2021,12,20,"37,300","3,228","3,471","1,883","2,774","1,712","1,672",570,797,"1,656",922,"1,105","2,082",974,"1,418","1,213",625,"2,439","1,541","1,417","1,882","1,627","1,556",736
2021,12,30,"41,250","4,104","2,646","2,820","3,644","2,579","2,249",488,638,"1,650",819,914,"2,146",942,"1,288","1,042",834,"2,454","1,253","1,516","2,128","1,690","1,329","2,077"
2021,12,40,"50,035","4,532","3,058","3,144","5,051","3,275","2,463",440,654,"1,728",989,"1,039","2,557","1,027","1,386","1,150",845,"3,014","2,168","2,607","2,649","2,363","2,086","1,810"
2021,12,50,"48,218","3,555","4,244","2,222","3,458","2,106","2,249",769,"1,000","2,255","1,353","1,403","2,852","1,344","1,808","1,664",977,"3,121","2,225","2,160","2,346","2,306","1,981",820
2021,12,60,"32,976","2,219","3,043","1,072","1,935","1,187","1,770",598,863,"1,919","1,226","1,123","2,363","1,050","1,557","1,542",955,"1,991","1,199",896,"1,212","1,670","1,105",481
2021,12,70,"11,814",838,987,290,561,300,649,143,225,739,515,431,803,388,528,629,347,741,593,442,417,620,471,157
2021,12,80,"3,725",233,437,109,167,57,170,35,67,171,142,122,190,122,155,218,97,237,261,165,173,198,155,44
2021,12,90,349,20,42,4,15,3,19,4,6,26,16,8,13,11,21,25,14,12,18,18,21,15,12,6
2021,12,100,16,3,3,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0
