년도,월,나이,인천광역시 동구,인천광역시 동구 만석동,인천광역시 동구 화수1.화평동,인천광역시 동구 화수2동,인천광역시 동구 송현1.2동,인천광역시 동구 송현3동,인천광역시 동구 송림1동,인천광역시 동구 송림2동,인천광역시 동구 송림3.5동,인천광역시 동구 송림4동,인천광역시 동구 송림6동,인천광역시 동구 금창동
2020,12,60,"4,823",543,521,640,696,360,152,290,583,288,466,284
2020,12,70,"2,964",277,352,401,451,190,88,202,370,144,279,210
2020,12,80,"1,003",94,121,140,119,80,30,92,130,35,88,74
2020,12,90,110,13,12,12,9,10,5,9,16,6,7,11
2020,12,100,23,3,2,1,5,0,0,2,2,3,0,5
2021,1,총,"31,549","3,671","3,136","3,888","5,261","1,908",830,"1,533","4,101","2,281","3,380","1,560"
2021,1,0,"1,926",244,137,184,423,73,45,51,255,162,299,53
2021,1,10,"2,597",316,250,303,482,103,53,76,349,219,325,121
2021,1,20,"3,603",432,391,431,623,225,99,170,488,268,317,159
2021,1,30,"3,653",420,286,427,730,195,89,129,491,325,424,137
2021,1,40,"5,370",662,462,672,932,291,141,221,694,406,639,250
2021,1,50,"5,426",664,595,674,782,377,124,291,712,422,534,251
2021,1,60,"4,864",545,527,645,704,364,155,289,594,289,467,285
2021,1,70,"2,961",277,352,397,449,188,90,202,370,145,278,213
2021,1,80,"1,016",95,122,142,122,82,29,93,130,36,89,76
2021,1,90,110,13,12,12,9,10,5,9,16,6,8,10
2021,1,100,23,3,2,1,5,0,0,2,2,3,0,5
2021,2,총,"31,515","3,663","3,130","3,879","5,259","1,904",828,"1,514","4,093","2,307","3,384","1,554"
2021,2,0,"1,914",241,133,183,423,73,41,49,257,167,296,51
2021,2,10,"2,599",319,250,299,474,104,55,72,352,226,327,121
2021,2,20,"3,573",425,384,430,621,226,100,166,486,267,314,154
2021,2,30,"3,626",415,281,423,723,191,90,131,479,331,425,137
2021,2,40,"5,373",662,464,666,934,291,137,218,697,410,644,250
2021,2,50,"5,412",658,593,674,789,379,127,286,701,425,529,251
2021,2,60,"4,895",555,536,652,709,359,155,288,597,291,469,284
2021,2,70,"2,961",275,354,395,450,186,87,200,376,144,280,214
2021,2,80,"1,029",97,121,144,122,85,29,93,131,37,92,78
2021,2,90,110,12,12,12,9,10,7,9,15,6,8,10
2021,2,100,23,4,2,1,5,0,0,2,2,3,0,4
2021,3,총,"31,200","3,620","3,088","3,842","5,239","1,879",812,"1,482","4,087","2,297","3,347","1,507"
2021,3,0,"1,897",240,132,178,424,70,40,48,255,167,297,46
2021,3,10,"2,586",316,246,300,476,103,56,70,352,224,326,117
2021,3,20,"3,556",427,381,431,617,224,96,167,487,269,311,146
2021,3,30,"3,595",408,279,416,723,186,89,128,477,334,418,137
2021,3,40,"5,307",655,451,654,930,283,136,215,693,404,639,247
2021,3,50,"5,350",646,585,673,783,376,127,279,695,422,519,245
2021,3,60,"4,881",554,528,654,705,363,151,286,600,292,468,280
2021,3,70,"2,918",270,351,383,444,183,87,193,378,146,278,205
2021,3,80,"1,006",93,124,142,125,83,26,87,132,34,84,76
2021,3,90,96,10,11,11,10,8,4,7,16,4,7,8
2021,3,100,8,1,0,0,2,0,0,2,2,1,0,0
2021,4,총,"31,159","3,627","3,081","3,823","5,217","1,882",810,"1,479","4,075","2,312","3,343","1,510"
2021,4,0,"1,883",237,129,177,420,67,39,46,256,168,298,46
2021,4,10,"2,584",321,243,298,468,107,58,74,350,221,326,118
2021,4,20,"3,541",428,384,421,614,216,95,165,487,271,314,146
2021,4,30,"3,575",407,274,415,718,190,92,128,473,330,409,139
2021,4,40,"5,298",653,445,655,926,283,134,217,693,411,638,243
2021,4,50,"5,337",650,583,669,773,379,127,276,693,425,516,246
2021,4,60,"4,916",556,533,650,717,366,151,287,601,298,474,283
2021,4,70,"2,911",271,348,385,447,185,85,188,375,146,275,206
2021,4,80,"1,010",93,131,141,124,81,25,89,128,37,86,75
2021,4,90,96,10,11,12,8,8,4,7,17,4,7,8
2021,4,100,8,1,0,0,2,0,0,2,2,1,0,0
2021,5,총,"31,066","3,629","3,075","3,798","5,205","1,875",796,"1,463","4,056","2,325","3,333","1,511"
2021,5,0,"1,858",241,126,177,421,67,37,42,247,166,287,47
2021,5,10,"2,575",320,239,294,467,103,56,74,349,228,327,118
2021,5,20,"3,522",425,384,417,612,216,93,161,491,266,312,145
2021,5,30,"3,568",415,273,404,717,190,93,126,476,337,399,138
2021,5,40,"5,254",641,444,649,922,275,132,213,680,410,642,246
2021,5,50,"5,327",659,585,668,770,376,123,270,684,430,517,245
2021,5,60,"4,937",554,535,649,715,372,149,293,612,297,478,283
2021,5,70,"2,889",265,344,380,445,188,84,186,367,149,274,207
2021,5,80,"1,031",98,134,148,126,79,25,89,130,37,90,75
2021,5,90,96,10,11,12,8,9,4,7,18,4,6,7
2021,5,100,9,1,0,0,2,0,0,2,2,1,1,0
2021,6,총,"31,040","3,611","3,058","3,799","5,201","1,873",796,"1,455","4,052","2,385","3,314","1,496"
2021,6,0,"1,852",236,127,177,418,66,38,41,247,172,284,46
2021,6,10,"2,567",315,236,292,466,102,56,75,353,229,329,114
2021,6,20,"3,512",416,378,420,613,211,93,161,484,284,306,146
2021,6,30,"3,560",416,270,397,711,193,93,126,472,357,391,134
2021,6,40,"5,234",637,441,655,922,270,129,208,675,413,641,243
2021,6,50,"5,308",654,584,664,764,369,124,271,679,442,512,245
2021,6,60,"4,984",557,536,653,725,383,150,293,625,301,477,284
2021,6,70,"2,893",268,347,380,448,190,81,184,370,147,275,203
2021,6,80,"1,029",101,129,148,125,80,28,87,129,34,93,75
2021,6,90,92,10,10,13,7,9,4,7,16,5,5,6
2021,6,100,9,1,0,0,2,0,0,2,2,1,1,0
2021,7,총,"31,461","3,584","3,050","3,797","5,184","1,858",785,"1,463","3,989","2,986","3,284","1,481"
2021,7,0,"1,880",233,124,175,410,61,38,41,237,237,279,45
2021,7,10,"2,570",308,233,285,470,99,53,76,337,274,324,111
2021,7,20,"3,572",414,376,419,610,212,91,161,475,364,305,145
2021,7,30,"3,700",412,266,392,698,197,90,129,456,541,387,132
2021,7,40,"5,292",618,440,653,919,265,127,207,669,518,633,243
2021,7,50,"5,362",659,588,672,772,364,120,269,674,494,510,240
2021,7,60,"5,036",560,537,656,723,383,152,298,623,348,474,282
2021,7,70,"2,908",270,345,384,450,188,81,185,371,162,270,202
2021,7,80,"1,036",98,130,148,122,81,29,87,129,41,96,75
2021,7,90,96,11,11,13,8,8,4,8,16,6,5,6
2021,7,100,9,1,0,0,2,0,0,2,2,1,1,0
2021,8,총,"31,517","3,572","3,048","3,769","5,167","1,857",783,"1,437","3,959","3,177","3,259","1,489"
2021,8,0,"1,881",233,124,174,401,61,38,39,233,253,279,46
2021,8,10,"2,575",304,238,284,466,99,53,73,334,292,323,109
2021,8,20,"3,576",417,369,411,609,213,91,159,470,382,308,147
2021,8,30,"3,714",407,265,389,691,187,90,127,451,591,385,131
2021,8,40,"5,307",620,440,645,914,271,126,205,659,562,621,244
2021,8,50,"5,359",653,590,667,768,365,120,263,675,517,505,236
2021,8,60,"5,060",559,540,655,729,383,150,294,621,368,468,293
2021,8,70,"2,900",271,342,385,454,186,82,181,366,161,271,201
2021,8,80,"1,038",95,128,146,125,84,29,86,132,45,93,75
2021,8,90,98,12,12,13,8,8,4,8,16,5,5,7
2021,8,100,9,1,0,0,2,0,0,2,2,1,1,0
2021,9,총,"31,417","3,566","3,054","3,756","5,141","1,848",776,"1,426","3,951","3,202","3,222","1,475"
2021,9,0,"1,872",230,124,171,397,58,38,41,231,260,278,44
2021,9,10,"2,563",301,238,287,463,101,55,72,334,289,320,103
2021,9,20,"3,549",416,368,406,604,210,86,159,467,389,301,143
2021,9,30,"3,693",407,267,381,685,187,87,130,443,596,376,134
2021,9,40,"5,274",610,441,647,905,275,127,198,657,570,609,235
2021,9,50,"5,356",655,595,664,768,359,117,263,677,515,505,238
2021,9,60,"5,072",572,539,648,730,382,151,293,627,368,467,295
2021,9,70,"2,899",270,342,388,454,185,82,174,366,164,270,204
2021,9,80,"1,029",93,126,150,125,83,29,86,131,44,90,72
2021,9,90,101,11,14,14,8,8,4,8,16,6,5,7
2021,9,100,9,1,0,0,2,0,0,2,2,1,1,0
2021,10,총,"31,266","3,562","3,046","3,751","5,116","1,850",774,"1,417","3,920","3,195","3,173","1,462"
2021,10,0,"1,854",231,120,168,389,57,38,40,227,265,276,43
2021,10,10,"2,553",300,239,286,466,98,53,73,330,287,318,103
2021,10,20,"3,485",411,366,397,594,210,85,156,462,380,281,143
2021,10,30,"3,695",410,261,388,677,190,89,131,438,605,375,131
2021,10,40,"5,255",607,448,648,905,271,125,194,656,567,603,231
2021,10,50,"5,329",652,594,655,766,362,119,262,670,512,498,239
2021,10,60,"5,066",572,536,657,732,385,149,289,624,371,462,289
2021,10,70,"2,881",272,339,385,448,183,83,177,368,158,261,207
2021,10,80,"1,037",95,128,152,129,86,29,85,130,43,92,68
2021,10,90,104,11,15,15,8,8,4,8,15,6,6,8
2021,10,100,7,1,0,0,2,0,0,2,0,1,1,0
2021,11,총,"31,120","3,568","3,035","3,746","5,088","1,849",769,"1,408","3,901","3,172","3,128","1,456"
2021,11,0,"1,838",235,118,164,387,56,37,39,219,269,272,42
2021,11,10,"2,533",295,231,290,459,98,53,72,333,288,316,98
2021,11,20,"3,461",408,367,396,592,206,83,156,461,373,275,144
2021,11,30,"3,661",409,257,384,668,192,87,131,429,600,374,130
2021,11,40,"5,223",609,442,645,901,275,126,185,652,569,589,230
2021,11,50,"5,322",653,605,657,764,357,118,266,671,501,490,240
2021,11,60,"5,064",575,538,658,731,388,148,288,624,368,458,288
2021,11,70,"2,869",272,335,382,449,184,84,178,366,155,256,208
2021,11,80,"1,039",98,128,155,129,86,28,83,132,42,91,67
2021,11,90,106,13,14,15,8,7,5,8,14,7,6,9
2021,11,100,4,1,0,0,0,0,0,2,0,0,1,0
2021,12,총,"30,998","3,580","3,019","3,727","5,080","1,846",764,"1,403","3,850","3,176","3,105","1,448"
2021,12,0,"1,815",238,114,156,385,55,37,40,212,267,268,43
2021,12,10,"2,538",294,232,286,461,98,52,74,331,294,316,100
2021,12,20,"3,459",415,366,407,585,205,81,159,455,370,273,143
2021,12,30,"3,619",407,257,369,665,189,84,126,420,601,372,129
2021,12,40,"5,214",609,437,645,899,276,127,186,652,570,587,226
2021,12,50,"5,308",656,598,654,767,358,119,268,661,501,483,243
2021,12,60,"5,030",577,537,653,723,391,147,289,611,365,453,284
2021,12,70,"2,869",273,334,387,453,180,84,173,365,158,256,206
2021,12,80,"1,035",98,130,156,134,86,28,78,127,43,90,65
2021,12,90,108,12,14,14,8,8,5,9,16,7,6,9
2021,12,100,3,1,0,0,0,0,0,1,0,0,1,0
