년도,월,나이,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2020,1,100,221,9,16,14,15,19,4,10,12,17,8,17,18,5,15,10,8,4,5,4,4,5,2
2020,2,총,"284,970","9,235","12,447","11,584","14,926","15,816","7,386","15,999","12,596","18,991","10,854","18,641","19,784","11,858","18,440","3,565","11,570","9,255","23,486","12,385","8,286","9,315","8,551"
2020,2,0,"18,795",507,372,590,"1,190","1,140",427,"1,221",979,949,414,572,"1,535",984,"1,462",197,837,543,"2,465","1,074",399,594,344
2020,2,10,"28,788",884,489,622,"1,493","1,205",591,"1,577","2,467","2,741","1,189",758,"2,879","1,260","2,709",322,"1,349",815,"2,288","1,500",560,741,349
2020,2,20,"39,338","1,278","2,594","1,948","1,715","2,266",960,"2,055","1,236","2,398","1,776","4,326","2,712","1,643","2,221",414,"1,484","1,309","2,809","1,286","1,147",940,821
2020,2,30,"46,310","1,421","3,232","2,622","2,077","2,778","1,161","3,068","1,049","1,857","1,884","5,194","3,119","1,862","2,267",393,"1,506","1,406","3,907","1,727","1,143","1,392","1,245"
2020,2,40,"53,822","1,738","1,975","1,914","2,736","2,769","1,317","3,540","3,517","4,417","2,385","2,944","4,666","2,058","3,734",512,"2,064","1,561","3,889","2,516","1,107","1,641",822
2020,2,50,"40,309","1,265","1,438","1,497","2,034","2,402","1,255","1,970","1,644","3,211","1,615","2,027","2,121","1,833","2,693",576,"1,977","1,619","3,106","1,910","1,402","1,364","1,350"
2020,2,60,"31,627",981,"1,310","1,265","1,776","1,781",941,"1,327",982,"1,998",824,"1,575","1,446","1,272","1,857",636,"1,510","1,223","2,659","1,488","1,379","1,458","1,939"
2020,2,70,"17,414",780,705,788,"1,298",995,513,905,485,971,569,859,934,609,"1,004",346,557,539,"1,363",532,723,840,"1,099"
2020,2,80,"6,656",310,266,262,461,354,168,263,183,339,162,298,279,266,374,118,216,183,802,261,343,287,461
2020,2,90,"1,689",62,50,62,132,107,49,63,42,93,28,71,74,66,103,41,62,53,192,87,79,53,120
2020,2,100,222,9,16,14,14,19,4,10,12,17,8,17,19,5,16,10,8,4,6,4,4,5,1
2020,3,총,"284,150","9,213","12,421","11,553","14,926","15,487","7,367","15,971","12,559","18,896","10,804","18,660","19,737","11,823","18,419","3,542","11,589","9,217","23,488","12,361","8,288","9,302","8,527"
2020,3,0,"18,593",506,370,572,"1,176","1,112",426,"1,193",974,941,419,566,"1,516",983,"1,461",198,832,535,"2,428","1,059",396,593,337
2020,3,10,"28,681",883,488,623,"1,496","1,173",598,"1,573","2,458","2,712","1,162",752,"2,880","1,246","2,707",317,"1,349",810,"2,310","1,487",566,748,343
2020,3,20,"39,311","1,275","2,603","1,951","1,725","2,219",961,"2,090","1,232","2,381","1,796","4,353","2,694","1,636","2,213",401,"1,484","1,296","2,816","1,278","1,142",937,828
2020,3,30,"46,122","1,416","3,203","2,604","2,071","2,730","1,166","3,043","1,050","1,854","1,867","5,197","3,122","1,863","2,256",395,"1,515","1,407","3,887","1,727","1,138","1,377","1,234"
2020,3,40,"53,553","1,734","1,975","1,902","2,729","2,714","1,301","3,520","3,488","4,363","2,375","2,944","4,642","2,047","3,716",509,"2,062","1,568","3,898","2,504","1,100","1,646",816
2020,3,50,"40,172","1,255","1,431","1,501","2,045","2,334","1,241","1,976","1,642","3,206","1,593","2,026","2,133","1,830","2,701",577,"1,975","1,600","3,095","1,914","1,396","1,360","1,341"
2020,3,60,"31,660",975,"1,314","1,270","1,773","1,755",945,"1,319",988,"2,014",827,"1,575","1,440","1,271","1,861",629,"1,519","1,217","2,681","1,504","1,395","1,456","1,932"
2020,3,70,"17,474",785,701,789,"1,300",980,511,918,485,976,566,865,939,607,"1,008",345,568,546,"1,376",535,726,838,"1,110"
2020,3,80,"6,672",315,273,261,465,346,165,265,189,340,160,293,279,269,378,121,216,182,797,263,345,285,465
2020,3,90,"1,688",60,47,66,132,105,49,64,41,92,31,71,73,66,102,40,61,51,194,86,80,57,120
2020,3,100,224,9,16,14,14,19,4,10,12,17,8,18,19,5,16,10,8,5,6,4,4,5,1
2020,4,총,"283,304","9,173","12,390","11,588","14,904","15,095","7,368","15,918","12,551","18,835","10,745","18,627","19,763","11,807","18,409","3,542","11,583","9,216","23,463","12,304","8,246","9,268","8,509"
2020,4,0,"18,435",493,366,568,"1,183","1,092",418,"1,180",961,935,409,556,"1,513",975,"1,448",197,835,533,"2,401","1,052",388,598,334
2020,4,10,"28,528",875,488,622,"1,487","1,136",599,"1,577","2,457","2,694","1,141",733,"2,882","1,259","2,713",310,"1,344",803,"2,301","1,474",561,731,341
2020,4,20,"39,198","1,280","2,586","1,980","1,709","2,175",961,"2,052","1,242","2,355","1,810","4,320","2,700","1,625","2,210",405,"1,471","1,306","2,837","1,275","1,145",929,825
2020,4,30,"45,902","1,406","3,194","2,592","2,069","2,666","1,172","3,035","1,040","1,852","1,840","5,196","3,114","1,860","2,264",389,"1,519","1,410","3,869","1,709","1,108","1,377","1,221"
2020,4,40,"53,362","1,709","1,974","1,911","2,726","2,671","1,300","3,503","3,485","4,339","2,359","2,964","4,623","2,042","3,688",513,"2,048","1,565","3,895","2,497","1,097","1,636",817
2020,4,50,"40,166","1,258","1,435","1,503","2,038","2,238","1,241","1,986","1,651","3,204","1,596","2,037","2,179","1,833","2,719",576,"1,978","1,584","3,111","1,910","1,389","1,363","1,337"
2020,4,60,"31,637",981,"1,311","1,278","1,782","1,698",944,"1,334",983,"2,021",823,"1,575","1,440","1,271","1,858",632,"1,525","1,228","2,676","1,503","1,390","1,447","1,937"
2020,4,70,"17,515",787,696,797,"1,293",961,516,915,492,984,568,867,941,607,"1,016",346,575,545,"1,382",538,736,845,"1,108"
2020,4,80,"6,659",316,276,257,474,340,164,262,186,341,160,289,279,263,377,124,218,186,791,258,347,280,471
2020,4,90,"1,674",59,48,66,129,99,48,64,42,91,31,72,73,68,100,40,62,50,193,84,81,57,117
2020,4,100,228,9,16,14,14,19,5,10,12,19,8,18,19,4,16,10,8,6,7,4,4,5,1
2020,5,총,"282,757","9,139","12,379","11,576","14,907","14,703","7,398","15,891","12,546","18,795","10,767","18,644","19,764","11,794","18,368","3,527","11,592","9,200","23,474","12,293","8,217","9,281","8,502"
2020,5,0,"18,305",487,372,567,"1,182","1,051",417,"1,164",949,942,411,549,"1,509",971,"1,435",196,832,534,"2,375","1,046",389,602,325
2020,5,10,"28,456",854,485,626,"1,480","1,105",607,"1,582","2,454","2,671","1,141",748,"2,894","1,261","2,697",304,"1,335",798,"2,310","1,475",559,735,335
2020,5,20,"39,211","1,298","2,609","1,971","1,727","2,131",974,"2,044","1,248","2,361","1,802","4,343","2,695","1,611","2,216",401,"1,473","1,306","2,843","1,270","1,133",930,825
2020,5,30,"45,714","1,389","3,185","2,576","2,049","2,631","1,160","2,991","1,033","1,845","1,864","5,166","3,102","1,860","2,261",387,"1,515","1,414","3,868","1,705","1,104","1,390","1,219"
2020,5,40,"53,267","1,706","1,964","1,929","2,720","2,606","1,313","3,524","3,474","4,319","2,350","2,967","4,624","2,043","3,669",511,"2,048","1,553","3,907","2,495","1,091","1,637",817
2020,5,50,"40,131","1,268","1,423","1,513","2,049","2,161","1,250","2,001","1,662","3,197","1,596","2,042","2,182","1,836","2,719",568,"1,991","1,576","3,112","1,916","1,381","1,358","1,330"
2020,5,60,"31,591",975,"1,302","1,265","1,779","1,631",947,"1,339",989,"2,030",833,"1,578","1,442","1,273","1,863",640,"1,522","1,230","2,690","1,498","1,388","1,441","1,936"
2020,5,70,"17,551",780,698,797,"1,305",947,513,913,493,979,570,868,943,610,"1,020",349,584,551,"1,382",545,739,845,"1,120"
2020,5,80,"6,646",316,277,251,477,327,163,261,188,340,162,293,282,260,374,122,221,183,791,256,347,280,475
2020,5,90,"1,660",57,48,68,124,95,49,62,44,92,31,72,72,65,100,39,63,49,189,83,81,58,119
2020,5,100,225,9,16,13,15,18,5,10,12,19,7,18,19,4,14,10,8,6,7,4,5,5,1
2020,6,총,"282,480","9,108","12,371","11,566","14,913","14,553","7,391","15,884","12,511","18,775","10,814","18,646","19,796","11,770","18,363","3,526","11,615","9,206","23,474","12,264","8,182","9,270","8,482"
2020,6,0,"18,179",481,370,562,"1,182","1,029",416,"1,165",937,928,409,540,"1,497",970,"1,432",195,836,531,"2,355","1,042",386,595,321
2020,6,10,"28,424",853,489,624,"1,486","1,099",604,"1,578","2,440","2,658","1,157",745,"2,894","1,255","2,704",305,"1,335",792,"2,321","1,466",552,736,331
2020,6,20,"39,202","1,287","2,591","1,992","1,727","2,123",976,"2,055","1,260","2,346","1,827","4,340","2,700","1,614","2,210",397,"1,476","1,312","2,841","1,259","1,122",925,822
2020,6,30,"45,531","1,376","3,185","2,556","2,040","2,582","1,156","2,975","1,018","1,834","1,872","5,186","3,112","1,844","2,220",389,"1,518","1,420","3,837","1,709","1,105","1,390","1,207"
2020,6,40,"53,211","1,703","1,968","1,933","2,715","2,591","1,302","3,522","3,449","4,315","2,335","2,955","4,642","2,039","3,679",510,"2,047","1,550","3,946","2,483","1,081","1,629",817
2020,6,50,"40,096","1,275","1,426","1,506","2,056","2,138","1,252","1,989","1,672","3,210","1,599","2,044","2,191","1,834","2,720",565,"1,988","1,571","3,106","1,909","1,368","1,354","1,323"
2020,6,60,"31,629",966,"1,300","1,267","1,775","1,611",953,"1,347",993,"2,043",837,"1,582","1,433","1,272","1,869",644,"1,526","1,234","2,698","1,503","1,389","1,448","1,939"
2020,6,70,"17,660",786,700,799,"1,310",938,517,918,500,990,577,869,950,608,"1,033",351,595,552,"1,389",551,744,854,"1,129"
2020,6,80,"6,647",315,279,246,482,325,163,265,185,340,164,291,288,264,380,121,220,187,781,252,348,277,474
2020,6,90,"1,674",57,47,68,125,99,46,60,45,92,30,75,71,66,102,38,66,51,193,86,82,57,118
2020,6,100,227,9,16,13,15,18,6,10,12,19,7,19,18,4,14,11,8,6,7,4,5,5,1
2020,7,총,"282,012","9,103","12,339","11,579","14,918","14,509","7,342","15,854","12,488","18,745","10,788","18,603","19,744","11,759","18,346","3,520","11,607","9,201","23,464","12,216","8,162","9,260","8,465"
2020,7,0,"18,046",469,368,563,"1,176","1,017",409,"1,151",935,920,403,531,"1,479",959,"1,438",194,836,523,"2,349","1,033",378,591,324
2020,7,10,"28,412",857,484,632,"1,495","1,090",594,"1,577","2,428","2,653","1,170",764,"2,900","1,248","2,691",309,"1,332",794,"2,323","1,462",554,731,324
2020,7,20,"39,065","1,282","2,582","1,984","1,730","2,099",979,"2,056","1,246","2,346","1,818","4,317","2,693","1,626","2,205",393,"1,468","1,313","2,831","1,257","1,102",921,817
2020,7,30,"45,240","1,367","3,161","2,543","2,033","2,576","1,134","2,958","1,019","1,816","1,858","5,156","3,081","1,835","2,202",387,"1,506","1,409","3,817","1,684","1,107","1,380","1,211"
2020,7,40,"53,211","1,705","1,969","1,938","2,714","2,609","1,285","3,517","3,449","4,301","2,338","2,966","4,652","2,035","3,660",511,"2,040","1,547","3,972","2,478","1,082","1,633",810
2020,7,50,"40,057","1,287","1,419","1,511","2,062","2,128","1,248","1,996","1,672","3,203","1,584","2,044","2,187","1,837","2,735",564,"1,992","1,570","3,097","1,902","1,362","1,349","1,308"
2020,7,60,"31,651",961,"1,309","1,272","1,769","1,609",958,"1,334",993,"2,055",844,"1,577","1,424","1,277","1,866",639,"1,542","1,241","2,696","1,502","1,390","1,448","1,945"
2020,7,70,"17,756",794,696,806,"1,314",937,521,927,504,993,575,862,953,610,"1,055",351,598,561,"1,399",553,748,864,"1,135"
2020,7,80,"6,658",313,287,249,488,327,161,266,180,347,160,295,291,264,379,123,218,184,778,251,348,279,470
2020,7,90,"1,685",59,48,68,121,98,46,61,50,92,31,72,66,64,101,38,67,53,195,90,86,59,120
2020,7,100,231,9,16,13,16,19,7,11,12,19,7,19,18,4,14,11,8,6,7,4,5,5,1
2020,8,총,"281,741","9,064","12,335","11,625","14,876","14,478","7,206","15,864","12,515","18,753","10,842","18,670","19,730","11,717","18,343","3,502","11,602","9,184","23,446","12,196","8,117","9,237","8,439"
2020,8,0,"17,943",462,364,564,"1,158","1,009",413,"1,142",933,918,399,534,"1,470",937,"1,448",192,839,517,"2,337","1,027",375,591,314
2020,8,10,"28,447",848,488,633,"1,494","1,079",583,"1,585","2,442","2,663","1,213",786,"2,907","1,243","2,689",307,"1,325",782,"2,329","1,464",549,722,316
2020,8,20,"38,936","1,274","2,588","1,974","1,733","2,097",945,"2,048","1,240","2,347","1,817","4,325","2,684","1,625","2,191",385,"1,457","1,310","2,837","1,247","1,084",905,823
2020,8,30,"45,033","1,363","3,142","2,555","2,004","2,565","1,116","2,956","1,018","1,794","1,850","5,152","3,070","1,814","2,200",385,"1,517","1,393","3,801","1,663","1,100","1,380","1,195"
2020,8,40,"53,207","1,688","1,967","1,954","2,718","2,621","1,259","3,526","3,451","4,314","2,341","2,986","4,657","2,034","3,656",510,"2,032","1,555","3,951","2,468","1,078","1,631",810
2020,8,50,"39,981","1,285","1,414","1,523","2,060","2,115","1,213","2,000","1,679","3,201","1,595","2,045","2,180","1,829","2,739",559,"1,984","1,576","3,078","1,914","1,348","1,348","1,296"
2020,8,60,"31,771",967,"1,317","1,272","1,775","1,612",941,"1,342","1,000","2,060",850,"1,590","1,432","1,288","1,869",638,"1,548","1,246","2,717","1,513","1,397","1,444","1,953"
2020,8,70,"17,807",793,701,818,"1,313",932,525,928,508,"1,000",581,861,952,613,"1,057",353,609,561,"1,403",553,746,862,"1,138"
2020,8,80,"6,692",314,290,250,485,329,160,262,181,347,159,299,294,266,383,124,212,186,789,254,349,288,471
2020,8,90,"1,690",61,48,68,120,98,44,64,51,89,30,73,66,63,98,38,71,52,197,90,86,61,122
2020,8,100,234,9,16,14,16,21,7,11,12,20,7,19,18,5,13,11,8,6,7,3,5,5,1
2020,9,총,"281,274","9,049","12,287","11,665","14,805","14,437","6,976","15,860","12,501","18,712","10,883","18,628","19,733","11,694","18,341","3,494","11,585","9,283","23,426","12,209","8,088","9,211","8,407"
2020,9,0,"17,830",464,354,555,"1,146","1,011",403,"1,135",924,910,383,530,"1,461",929,"1,454",189,830,535,"2,320","1,030",371,588,308
2020,9,10,"28,441",854,481,641,"1,478","1,071",574,"1,584","2,444","2,657","1,219",794,"2,919","1,254","2,680",311,"1,328",789,"2,335","1,463",539,712,314
2020,9,20,"38,785","1,253","2,579","1,995","1,716","2,087",908,"2,054","1,239","2,339","1,828","4,311","2,661","1,610","2,188",376,"1,445","1,313","2,837","1,245","1,077",909,815
2020,9,30,"44,747","1,360","3,107","2,552","1,968","2,549","1,080","2,943",999,"1,788","1,861","5,106","3,055","1,806","2,197",378,"1,512","1,414","3,776","1,653","1,086","1,371","1,186"
2020,9,40,"53,121","1,693","1,972","1,969","2,705","2,609","1,218","3,521","3,459","4,292","2,350","2,992","4,670","2,034","3,636",509,"2,017","1,566","3,943","2,461","1,086","1,612",807
2020,9,50,"40,002","1,274","1,427","1,520","2,071","2,122","1,165","2,008","1,679","3,200","1,605","2,037","2,196","1,820","2,751",560,"1,993","1,584","3,088","1,920","1,340","1,356","1,286"
2020,9,60,"31,886",973,"1,316","1,281","1,780","1,609",909,"1,343","1,006","2,073",854,"1,602","1,427","1,295","1,876",644,"1,563","1,270","2,729","1,535","1,397","1,443","1,961"
2020,9,70,"17,824",795,699,817,"1,307",936,508,931,511,998,588,864,959,612,"1,054",350,610,566,"1,412",554,747,865,"1,141"
2020,9,80,"6,706",311,285,252,497,328,159,265,180,343,157,298,300,265,389,128,208,189,783,255,357,293,464
2020,9,90,"1,699",64,50,69,120,94,45,65,49,92,31,75,67,64,103,38,71,51,196,90,83,58,124
2020,9,100,233,8,17,14,17,21,7,11,11,20,7,19,18,5,13,11,8,6,7,3,5,4,1
2020,10,총,"281,666","9,004","12,255","11,651","14,745","14,432","6,871","15,802","12,466","18,644","10,873","18,554","19,698","11,697","18,323","3,460","11,560","10,463","23,377","12,175","8,068","9,172","8,376"
2020,10,0,"17,831",460,361,561,"1,141","1,007",390,"1,127",915,916,374,514,"1,441",921,"1,448",182,831,668,"2,289","1,016",375,589,305
2020,10,10,"28,423",855,463,632,"1,469","1,069",563,"1,576","2,435","2,627","1,214",789,"2,927","1,272","2,695",307,"1,310",892,"2,331","1,453",537,699,308
2020,10,20,"38,763","1,239","2,568","1,985","1,700","2,083",894,"2,054","1,232","2,325","1,808","4,287","2,646","1,608","2,201",373,"1,440","1,455","2,832","1,247","1,078",909,799
2020,10,30,"44,623","1,347","3,091","2,533","1,953","2,543","1,070","2,912",976,"1,767","1,867","5,086","3,027","1,799","2,178",369,"1,500","1,583","3,758","1,647","1,087","1,357","1,173"
2020,10,40,"53,160","1,674","1,986","1,980","2,685","2,601","1,187","3,502","3,460","4,249","2,360","2,992","4,664","2,035","3,635",504,"2,015","1,776","3,925","2,452","1,076","1,595",807
2020,10,50,"40,215","1,280","1,421","1,509","2,088","2,140","1,144","2,023","1,688","3,227","1,602","2,020","2,218","1,820","2,732",555,"1,989","1,773","3,105","1,923","1,327","1,363","1,268"
2020,10,60,"32,030",967,"1,308","1,293","1,766","1,613",906,"1,336","1,001","2,067",861,"1,602","1,428","1,295","1,875",644,"1,568","1,416","2,743","1,538","1,400","1,441","1,962"
2020,10,70,"17,935",793,706,821,"1,312",925,508,930,516,"1,010",585,868,965,611,"1,055",350,619,629,"1,417",549,741,867,"1,158"
2020,10,80,"6,741",314,283,253,494,334,155,266,182,345,165,303,297,267,389,128,211,207,775,257,358,291,467
2020,10,90,"1,713",66,51,70,121,95,48,65,50,91,31,74,67,64,102,37,70,58,195,90,84,57,127
2020,10,100,232,9,17,14,16,22,6,11,11,20,6,19,18,5,13,11,7,6,7,3,5,4,2
2020,11,총,"281,505","8,982","12,184","11,634","14,681","14,406","6,817","15,756","12,426","18,569","10,877","18,516","19,685","11,626","18,239","3,439","11,509","11,193","23,336","12,158","8,014","9,112","8,346"
2020,11,0,"17,781",462,359,557,"1,126","1,002",396,"1,115",916,899,370,511,"1,439",902,"1,433",182,826,751,"2,262","1,015",368,581,309
2020,11,10,"28,357",848,451,629,"1,462","1,072",551,"1,577","2,422","2,614","1,216",770,"2,914","1,279","2,698",299,"1,284",968,"2,330","1,448",528,692,305
2020,11,20,"38,659","1,226","2,550","1,977","1,689","2,065",883,"2,057","1,223","2,305","1,803","4,307","2,664","1,583","2,181",369,"1,426","1,532","2,817","1,250","1,068",902,782
2020,11,30,"44,458","1,350","3,049","2,520","1,932","2,535","1,061","2,890",971,"1,764","1,868","5,065","3,007","1,791","2,144",371,"1,493","1,699","3,745","1,623","1,082","1,334","1,164"
2020,11,40,"53,150","1,673","1,990","1,996","2,670","2,599","1,182","3,487","3,435","4,210","2,353","2,980","4,658","2,021","3,632",504,"1,994","1,913","3,947","2,450","1,069","1,591",796
2020,11,50,"40,183","1,268","1,416","1,511","2,083","2,125","1,123","2,021","1,695","3,222","1,607","2,016","2,232","1,805","2,733",548,"1,989","1,863","3,087","1,919","1,316","1,353","1,251"
2020,11,60,"32,179",970,"1,309","1,277","1,770","1,621",906,"1,337","1,001","2,078",862,"1,603","1,426","1,295","1,872",644,"1,580","1,519","2,757","1,546","1,397","1,433","1,976"
2020,11,70,"17,997",795,713,824,"1,314",935,504,927,515,"1,024",591,869,958,611,"1,046",346,618,667,"1,405",557,738,873,"1,167"
2020,11,80,"6,785",313,277,259,499,334,156,267,187,345,168,299,301,272,385,129,218,215,784,256,360,292,469
2020,11,90,"1,721",68,52,70,120,95,49,67,50,88,33,77,68,62,102,36,73,60,195,91,83,57,125
2020,11,100,235,9,18,14,16,23,6,11,11,20,6,19,18,5,13,11,8,6,7,3,5,4,2
2020,12,총,"281,232","8,940","12,192","11,618","14,695","14,392","6,774","15,782","12,366","18,476","10,814","18,486","19,647","11,623","18,158","3,427","11,492","11,576","23,257","12,124","7,986","9,090","8,317"
2020,12,0,"17,715",450,363,550,"1,121",990,391,"1,126",910,897,369,513,"1,434",913,"1,416",185,824,781,"2,232","1,005",361,576,308
2020,12,10,"28,275",846,462,630,"1,466","1,073",543,"1,583","2,410","2,591","1,191",721,"2,914","1,263","2,698",293,"1,286","1,021","2,334","1,440",530,685,295
2020,12,20,"38,571","1,233","2,540","1,963","1,690","2,085",881,"2,046","1,205","2,267","1,790","4,335","2,663","1,581","2,157",362,"1,414","1,573","2,784","1,252","1,063",899,788
2020,12,30,"44,337","1,331","3,041","2,519","1,938","2,518","1,043","2,887",954,"1,762","1,859","5,070","2,994","1,781","2,123",374,"1,481","1,766","3,724","1,614","1,072","1,336","1,150"
2020,12,40,"53,121","1,660","2,008","1,985","2,656","2,598","1,176","3,484","3,427","4,184","2,342","2,958","4,661","2,025","3,620",502,"2,003","1,995","3,962","2,453","1,057","1,582",783
2020,12,50,"40,161","1,264","1,413","1,519","2,093","2,124","1,122","2,030","1,686","3,212","1,595","2,006","2,216","1,803","2,732",543,"1,988","1,914","3,091","1,910","1,309","1,345","1,246"
2020,12,60,"32,231",970,"1,297","1,282","1,775","1,624",908,"1,348","1,009","2,083",862,"1,609","1,421","1,304","1,859",649,"1,572","1,566","2,740","1,546","1,407","1,433","1,967"
2020,12,70,"18,044",793,721,820,"1,317",929,496,934,516,"1,026",598,882,955,615,"1,049",340,626,679,"1,397",556,739,877,"1,179"
2020,12,80,"6,819",316,276,268,503,337,159,266,187,347,167,298,302,272,386,130,218,217,790,253,360,292,475
2020,12,90,"1,719",68,54,68,120,91,49,66,51,87,35,74,68,61,105,38,72,58,196,92,82,61,123
2020,12,100,239,9,17,14,16,23,6,12,11,20,6,20,19,5,13,11,8,6,7,3,6,4,3
2021,1,총,"280,889","8,895","12,143","11,618","14,651","14,397","6,755","15,729","12,303","18,363","10,750","18,447","19,617","11,608","18,137","3,417","11,474","11,876","23,219","12,097","7,976","9,123","8,294"
2021,1,0,"17,597",436,364,547,"1,117",983,389,"1,107",887,908,371,517,"1,424",904,"1,402",178,815,806,"2,205",986,362,583,306
2021,1,10,"28,243",843,460,637,"1,454","1,068",540,"1,587","2,412","2,565","1,164",693,"2,924","1,268","2,685",295,"1,294","1,073","2,335","1,433",532,693,288
2021,1,20,"38,357","1,207","2,530","1,961","1,681","2,077",876,"2,028","1,183","2,228","1,782","4,312","2,636","1,563","2,169",360,"1,408","1,604","2,786","1,245","1,060",885,776
2021,1,30,"44,086","1,321","3,014","2,500","1,917","2,528","1,040","2,853",935,"1,756","1,838","5,076","2,974","1,763","2,098",370,"1,472","1,811","3,686","1,598","1,064","1,337","1,135"
2021,1,40,"53,109","1,654","2,001","1,988","2,656","2,594","1,172","3,468","3,405","4,123","2,320","2,976","4,659","2,032","3,627",504,"2,004","2,063","3,969","2,448","1,067","1,596",783
2021,1,50,"40,192","1,273","1,412","1,531","2,093","2,122","1,128","2,053","1,694","3,189","1,606","1,993","2,232","1,807","2,724",537,"1,977","1,944","3,075","1,918","1,297","1,346","1,241"
2021,1,60,"32,338",968,"1,293","1,283","1,778","1,637",901,"1,346","1,006","2,102",858,"1,607","1,422","1,313","1,869",649,"1,581","1,588","2,768","1,558","1,400","1,432","1,979"
2021,1,70,"18,131",797,722,814,"1,310",933,495,937,528,"1,045",604,880,957,621,"1,057",340,623,695,"1,395",560,742,891,"1,185"
2021,1,80,"6,858",319,275,274,505,338,160,272,190,340,163,298,300,270,389,135,222,228,797,252,365,295,471
2021,1,90,"1,736",68,55,69,124,94,49,66,52,87,38,73,69,61,104,37,70,58,197,96,81,61,127
2021,1,100,242,9,17,14,16,23,5,12,11,20,6,22,20,6,13,12,8,6,6,3,6,4,3
2021,2,총,"280,648","8,846","12,127","11,596","14,626","14,381","6,732","15,695","12,247","18,214","10,735","18,490","19,614","11,581","18,157","3,414","11,450","12,124","23,165","12,047","7,937","9,209","8,261"
2021,2,0,"17,606",432,363,554,"1,119",978,391,"1,107",879,913,369,503,"1,433",893,"1,423",183,818,828,"2,168",983,360,614,295
2021,2,10,"28,149",844,461,636,"1,437","1,059",534,"1,585","2,395","2,507","1,151",699,"2,917","1,271","2,690",287,"1,288","1,117","2,350","1,421",517,692,291
2021,2,20,"38,061","1,200","2,537","1,954","1,676","2,065",870,"2,016","1,170","2,180","1,783","4,256","2,623","1,546","2,147",354,"1,393","1,617","2,775","1,224","1,053",854,768
2021,2,30,"43,937","1,286","3,000","2,473","1,891","2,515","1,022","2,830",927,"1,765","1,837","5,128","2,948","1,753","2,080",367,"1,474","1,864","3,643","1,595","1,057","1,362","1,120"
