년도,월,나이,강원도,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 화천군,강원도 양구군,강원도 인제군,강원도 고성군,강원도 양양군
2020,4,30,"88,312","17,546","23,002","11,501","4,961","2,116","4,903","3,272","3,394","1,917","1,598","1,793","1,851","2,623","1,639","1,428","2,228","1,266","1,274"
2020,4,40,"116,680","21,172","28,399","16,689","7,702","3,495","6,241","5,059","4,489","2,861","2,652","2,999","2,914","3,145","1,517","1,422","2,207","1,760","1,957"
2020,4,50,"137,776","23,500","30,226","18,367","8,038","4,009","7,442","6,128","6,784","4,687","4,085","4,361","3,891","3,929","2,173","1,930","2,847","2,653","2,726"
2020,4,60,"114,230","17,611","21,314","15,471","6,387","3,698","5,819","5,371","6,854","5,031","4,021","4,386","3,777","3,100","1,883","1,694","2,628","2,560","2,625"
2020,4,70,"60,601","9,218","9,464","8,671","3,586","2,171","2,910","3,153","3,453","2,720","2,232","2,326","2,042","2,150","1,086",899,"1,298","1,539","1,683"
2020,4,80,"24,252","4,020","4,008","3,386","1,296",739,"1,024","1,302","1,483","1,118",915,904,729,772,462,368,494,580,652
2020,4,90,"2,444",424,398,323,102,52,124,107,168,119,93,82,79,72,52,40,67,78,64
2020,4,100,254,48,22,26,9,26,14,12,8,11,14,11,19,12,7,6,5,3,1
2020,5,총,"773,923","138,877","174,701","105,604","45,769","21,847","40,436","33,390","35,290","23,699","19,996","21,376","19,224","23,475","13,336","11,802","17,051","13,910","14,140"
2020,5,0,"55,201","11,291","14,652","7,131","3,495","1,407","2,979","2,038","1,949","1,173",920,979,933,"1,728",923,902,"1,322",666,713
2020,5,10,"73,014","14,240","18,865","10,290","4,651","2,058","3,927","2,749","2,754","1,829","1,578","1,589","1,355","2,033",930,"1,071","1,191",905,999
2020,5,20,"100,387","19,692","24,036","13,705","5,462","2,088","4,975","4,186","3,887","2,209","1,891","1,960","1,633","3,919","2,656","2,044","2,731","1,897","1,416"
2020,5,30,"88,301","17,550","23,058","11,492","4,984","2,097","4,923","3,261","3,392","1,876","1,578","1,772","1,840","2,612","1,647","1,437","2,230","1,266","1,286"
2020,5,40,"116,388","21,115","28,384","16,618","7,679","3,485","6,223","5,049","4,501","2,875","2,630","2,981","2,886","3,128","1,509","1,412","2,216","1,749","1,948"
2020,5,50,"137,993","23,551","30,340","18,358","8,059","4,015","7,456","6,125","6,807","4,681","4,085","4,361","3,899","3,919","2,166","1,922","2,850","2,655","2,744"
2020,5,60,"114,835","17,705","21,427","15,569","6,407","3,694","5,850","5,391","6,871","5,080","4,055","4,401","3,804","3,131","1,900","1,704","2,639","2,571","2,636"
2020,5,70,"60,652","9,203","9,482","8,676","3,613","2,184","2,926","3,157","3,461","2,712","2,226","2,326","2,044","2,146","1,082",896,"1,300","1,535","1,683"
2020,5,80,"24,439","4,049","4,035","3,414","1,306",739,"1,041","1,315","1,488","1,135",925,917,732,774,463,371,501,586,648
2020,5,90,"2,456",433,399,324,104,54,122,107,171,118,94,79,79,73,53,37,66,77,66
2020,5,100,257,48,23,27,9,26,14,12,9,11,14,11,19,12,7,6,5,3,1
2020,6,총,"774,325","138,835","174,812","105,593","45,832","21,839","40,583","33,329","35,452","23,787","20,054","21,339","19,236","23,401","13,372","11,789","17,052","13,884","14,136"
2020,6,0,"55,087","11,236","14,633","7,122","3,493","1,412","2,983","2,024","1,951","1,174",919,966,933,"1,714",927,904,"1,320",663,713
2020,6,10,"72,857","14,214","18,816","10,225","4,632","2,036","3,905","2,730","2,746","1,912","1,622","1,586","1,346","2,022",926,"1,064","1,190",891,994
2020,6,20,"100,426","19,672","24,030","13,688","5,476","2,101","5,020","4,178","4,047","2,200","1,878","1,958","1,626","3,868","2,650","2,033","2,716","1,882","1,403"
2020,6,30,"88,149","17,474","23,029","11,510","4,976","2,082","4,952","3,235","3,385","1,860","1,562","1,755","1,829","2,612","1,657","1,444","2,230","1,271","1,286"
2020,6,40,"116,278","21,099","28,366","16,595","7,690","3,479","6,227","5,033","4,501","2,875","2,628","2,956","2,894","3,122","1,510","1,403","2,218","1,740","1,942"
2020,6,50,"137,873","23,566","30,365","18,309","8,063","4,014","7,460","6,109","6,790","4,693","4,091","4,336","3,888","3,904","2,152","1,915","2,829","2,650","2,739"
2020,6,60,"115,695","17,833","21,593","15,675","6,457","3,716","5,921","5,412","6,899","5,102","4,088","4,445","3,838","3,144","1,945","1,716","2,671","2,582","2,658"
2020,6,70,"60,683","9,179","9,503","8,687","3,623","2,183","2,924","3,173","3,462","2,699","2,230","2,330","2,044","2,150","1,079",897,"1,301","1,530","1,689"
2020,6,80,"24,548","4,074","4,056","3,431","1,308",735,"1,050","1,314","1,490","1,141",926,919,740,778,467,371,504,596,648
2020,6,90,"2,474",441,398,323,105,55,128,109,172,120,96,77,79,75,52,37,68,76,63
2020,6,100,255,47,23,28,9,26,13,12,9,11,14,11,19,12,7,5,5,3,1
2020,7,총,"774,913","138,901","175,077","105,699","45,847","21,804","40,668","33,287","35,669","23,779","20,048","21,331","19,218","23,346","13,421","11,775","17,022","13,862","14,159"
2020,7,0,"54,950","11,211","14,634","7,096","3,488","1,399","2,985","2,009","1,944","1,165",913,963,918,"1,713",927,901,"1,311",669,704
2020,7,10,"72,656","14,155","18,792","10,198","4,634","2,018","3,907","2,724","2,745","1,903","1,608","1,564","1,346","2,009",925,"1,061","1,191",881,995
2020,7,20,"100,583","19,715","24,007","13,701","5,466","2,118","5,033","4,165","4,235","2,189","1,896","1,957","1,615","3,825","2,677","2,024","2,695","1,864","1,401"
2020,7,30,"88,011","17,469","23,037","11,471","4,967","2,056","4,952","3,222","3,375","1,856","1,564","1,744","1,817","2,611","1,662","1,438","2,216","1,269","1,285"
2020,7,40,"116,234","21,103","28,399","16,604","7,676","3,476","6,236","5,025","4,493","2,854","2,607","2,952","2,894","3,103","1,510","1,400","2,219","1,741","1,942"
2020,7,50,"137,952","23,553","30,394","18,368","8,064","4,011","7,468","6,094","6,808","4,681","4,090","4,343","3,879","3,911","2,152","1,916","2,824","2,640","2,756"
2020,7,60,"116,369","17,928","21,771","15,766","6,499","3,725","5,959","5,428","6,919","5,141","4,103","4,463","3,867","3,155","1,959","1,730","2,687","2,589","2,680"
2020,7,70,"60,735","9,174","9,532","8,692","3,633","2,187","2,931","3,185","3,463","2,715","2,226","2,335","2,042","2,143","1,075",888,"1,301","1,525","1,688"
2020,7,80,"24,683","4,098","4,086","3,450","1,306",731,"1,058","1,315","1,507","1,144",931,923,744,789,473,374,505,604,645
2020,7,90,"2,484",449,401,326,105,57,126,108,171,120,96,75,76,75,54,38,68,77,62
2020,7,100,256,46,24,27,9,26,13,12,9,11,14,12,20,12,7,5,5,3,1
2020,8,총,"775,113","139,086","175,152","105,651","45,887","21,749","40,742","33,268","35,613","23,783","20,023","21,350","19,235","23,280","13,440","11,816","17,026","13,852","14,160"
2020,8,0,"54,767","11,197","14,576","7,068","3,483","1,387","2,976","1,994","1,939","1,167",908,959,910,"1,711",928,897,"1,298",666,703
2020,8,10,"72,409","14,109","18,764","10,139","4,607","2,011","3,895","2,736","2,719","1,886","1,599","1,567","1,345","1,993",926,"1,063","1,188",880,982
2020,8,20,"100,634","19,773","23,992","13,719","5,493","2,111","5,059","4,150","4,207","2,181","1,900","1,956","1,606","3,804","2,684","2,060","2,689","1,853","1,397"
2020,8,30,"87,933","17,487","23,051","11,445","4,968","2,038","4,960","3,216","3,372","1,843","1,559","1,724","1,805","2,592","1,670","1,444","2,219","1,257","1,283"
2020,8,40,"115,854","21,063","28,324","16,517","7,656","3,458","6,225","4,993","4,472","2,842","2,578","2,944","2,887","3,096","1,504","1,397","2,227","1,734","1,937"
2020,8,50,"138,066","23,592","30,425","18,449","8,078","3,999","7,466","6,088","6,799","4,678","4,093","4,355","3,894","3,885","2,147","1,893","2,821","2,646","2,758"
2020,8,60,"117,102","18,065","21,922","15,788","6,542","3,742","6,016","5,471","6,955","5,184","4,119","4,493","3,886","3,187","1,972","1,760","2,707","2,601","2,692"
2020,8,70,"60,768","9,168","9,570","8,702","3,638","2,194","2,942","3,184","3,453","2,719","2,218","2,324","2,057","2,133","1,075",881,"1,298","1,520","1,692"
2020,8,80,"24,821","4,127","4,103","3,464","1,308",726,"1,063","1,317","1,518","1,147",940,943,750,791,472,378,507,615,652
2020,8,90,"2,500",459,399,333,105,57,127,107,170,125,94,74,75,76,55,37,67,77,63
2020,8,100,259,46,26,27,9,26,13,12,9,11,15,11,20,12,7,6,5,3,1
2020,9,총,"775,324","139,184","175,217","105,704","45,906","21,741","40,828","33,245","35,605","23,823","19,987","21,321","19,202","23,267","13,458","11,814","17,007","13,815","14,200"
2020,9,0,"54,592","11,198","14,519","7,040","3,474","1,374","2,973","1,987","1,926","1,158",906,955,903,"1,712",922,901,"1,290",656,698
2020,9,10,"72,249","14,073","18,722","10,119","4,595","2,030","3,895","2,733","2,717","1,873","1,577","1,559","1,333","1,992",921,"1,057","1,189",881,983
2020,9,20,"100,612","19,798","24,005","13,712","5,485","2,103","5,085","4,143","4,189","2,193","1,886","1,946","1,613","3,780","2,691","2,067","2,668","1,847","1,401"
2020,9,30,"87,797","17,463","23,039","11,418","4,981","2,028","4,958","3,194","3,361","1,833","1,557","1,708","1,785","2,604","1,679","1,436","2,213","1,254","1,286"
2020,9,40,"115,612","21,050","28,242","16,497","7,647","3,459","6,198","4,979","4,454","2,857","2,556","2,940","2,887","3,082","1,499","1,392","2,216","1,711","1,946"
2020,9,50,"138,112","23,609","30,491","18,474","8,067","3,976","7,498","6,088","6,808","4,670","4,095","4,338","3,878","3,873","2,143","1,890","2,818","2,641","2,755"
2020,9,60,"117,799","18,149","22,061","15,861","6,584","3,761","6,062","5,490","7,006","5,229","4,139","4,521","3,904","3,220","1,989","1,766","2,735","2,610","2,712"
2020,9,70,"60,761","9,182","9,573","8,723","3,649","2,189","2,951","3,181","3,449","2,722","2,207","2,316","2,045","2,121","1,076",881,"1,288","1,513","1,695"
2020,9,80,"25,000","4,145","4,131","3,500","1,305",735,"1,070","1,328","1,516","1,153",955,952,757,794,475,380,518,624,662
2020,9,90,"2,532",471,408,333,110,60,125,110,172,124,93,75,77,77,56,38,67,75,61
2020,9,100,258,46,26,27,9,26,13,12,7,11,16,11,20,12,7,6,5,3,1
2020,10,총,"775,679","139,320","175,367","105,664","45,947","21,717","40,887","33,208","35,608","23,847","20,002","21,324","19,203","23,261","13,503","11,793","17,001","13,812","14,215"
2020,10,0,"54,338","11,181","14,451","6,988","3,474","1,359","2,978","1,984","1,900","1,145",907,947,904,"1,695",913,890,"1,273",652,697
2020,10,10,"72,079","14,046","18,675","10,080","4,590","2,026","3,885","2,712","2,727","1,887","1,563","1,551","1,323","1,990",917,"1,048","1,201",879,979
2020,10,20,"100,801","19,792","24,100","13,725","5,511","2,108","5,090","4,140","4,174","2,173","1,910","1,957","1,615","3,804","2,740","2,065","2,663","1,831","1,403"
2020,10,30,"87,592","17,483","23,001","11,381","4,962","2,018","4,953","3,181","3,360","1,827","1,531","1,695","1,757","2,591","1,682","1,428","2,207","1,258","1,277"
2020,10,40,"115,380","21,017","28,186","16,471","7,601","3,445","6,178","4,951","4,452","2,857","2,555","2,932","2,902","3,069","1,496","1,394","2,217","1,717","1,940"
2020,10,50,"138,131","23,659","30,568","18,432","8,089","3,965","7,518","6,087","6,785","4,661","4,091","4,326","3,865","3,863","2,143","1,886","2,808","2,631","2,754"
2020,10,60,"118,629","18,256","22,211","15,974","6,643","3,783","6,108","5,531","7,055","5,283","4,159","4,555","3,930","3,251","1,999","1,772","2,756","2,624","2,739"
2020,10,70,"60,724","9,183","9,599","8,724","3,651","2,187","2,960","3,178","3,439","2,705","2,211","2,315","2,037","2,102","1,068",883,"1,286","1,501","1,695"
2020,10,80,"25,204","4,189","4,145","3,532","1,306",735,"1,080","1,322","1,534","1,172",965,960,772,803,479,383,519,641,667
2020,10,90,"2,541",468,404,330,111,65,124,110,174,127,94,75,78,81,59,38,65,75,63
2020,10,100,260,46,27,27,9,26,13,12,8,10,16,11,20,12,7,6,6,3,1
2020,11,총,"776,079","139,428","175,624","105,726","45,930","21,685","40,931","33,106","35,637","23,858","19,997","21,306","19,199","23,235","13,488","11,867","17,044","13,824","14,194"
2020,11,0,"54,177","11,132","14,437","6,976","3,456","1,342","2,995","1,969","1,909","1,136",899,934,902,"1,691",903,871,"1,278",655,692
2020,11,10,"71,856","14,040","18,630","10,019","4,574","2,021","3,868","2,692","2,695","1,884","1,549","1,544","1,324","1,981",913,"1,051","1,209",884,978
2020,11,20,"101,050","19,839","24,186","13,777","5,508","2,113","5,092","4,100","4,186","2,181","1,916","1,974","1,616","3,800","2,745","2,130","2,650","1,825","1,412"
2020,11,30,"87,402","17,466","22,982","11,390","4,947","1,996","4,940","3,148","3,356","1,815","1,518","1,678","1,741","2,574","1,672","1,428","2,224","1,258","1,269"
2020,11,40,"115,326","21,004","28,230","16,467","7,581","3,447","6,180","4,937","4,445","2,852","2,541","2,920","2,898","3,055","1,489","1,400","2,233","1,720","1,927"
2020,11,50,"137,978","23,675","30,548","18,410","8,088","3,950","7,512","6,087","6,760","4,649","4,091","4,312","3,847","3,862","2,140","1,889","2,802","2,618","2,738"
2020,11,60,"119,420","18,343","22,414","16,065","6,687","3,791","6,151","5,549","7,121","5,328","4,194","4,583","3,962","3,275","2,011","1,787","2,771","2,640","2,748"
2020,11,70,"60,705","9,186","9,594","8,722","3,643","2,195","2,965","3,179","3,431","2,699","2,205","2,320","2,035","2,095","1,074",879,"1,284","1,504","1,695"
2020,11,80,"25,344","4,224","4,167","3,542","1,324",739,"1,089","1,321","1,551","1,178",973,956,776,809,473,389,522,640,671
2020,11,90,"2,559",472,408,330,113,65,126,112,175,126,95,74,78,82,61,37,65,77,63
2020,11,100,262,47,28,28,9,26,13,12,8,10,16,11,20,11,7,6,6,3,1
2020,12,총,"776,505","139,576","175,939","105,794","45,991","21,640","40,965","33,011","35,663","23,822","19,986","21,321","19,174","23,216","13,472","11,829","17,084","13,802","14,220"
2020,12,0,"54,030","11,116","14,424","6,966","3,414","1,338","2,981","1,962","1,911","1,134",889,920,893,"1,706",899,861,"1,273",651,692
2020,12,10,"71,555","13,987","18,628","9,958","4,589","1,994","3,863","2,665","2,673","1,833","1,536","1,537","1,322","1,965",905,"1,035","1,209",879,977
2020,12,20,"101,305","19,930","24,281","13,805","5,560","2,114","5,094","4,042","4,185","2,188","1,918","1,992","1,608","3,789","2,734","2,132","2,692","1,824","1,417"
2020,12,30,"87,423","17,487","23,037","11,408","4,941","1,988","4,928","3,143","3,367","1,807","1,518","1,664","1,724","2,583","1,667","1,415","2,229","1,252","1,265"
2020,12,40,"115,276","20,992","28,219","16,473","7,580","3,432","6,211","4,910","4,457","2,852","2,535","2,910","2,901","3,036","1,488","1,396","2,233","1,717","1,934"
2020,12,50,"137,661","23,596","30,560","18,387","8,073","3,940","7,492","6,081","6,711","4,624","4,071","4,323","3,826","3,857","2,126","1,887","2,778","2,604","2,725"
2020,12,60,"120,154","18,484","22,561","16,137","6,719","3,786","6,188","5,577","7,181","5,355","4,224","4,603","3,991","3,290","2,039","1,788","2,801","2,655","2,775"
2020,12,70,"60,730","9,214","9,586","8,727","3,654","2,209","2,977","3,179","3,441","2,696","2,191","2,327","2,028","2,085","1,074",873,"1,275","1,501","1,693"
2020,12,80,"25,547","4,251","4,204","3,573","1,341",748,"1,091","1,328","1,559","1,200",989,959,781,813,474,398,522,639,677
2020,12,90,"2,558",470,410,331,111,64,127,112,171,123,99,75,80,81,59,38,66,77,64
2020,12,100,266,49,29,29,9,27,13,12,7,10,16,11,20,11,7,6,6,3,1
2021,1,총,"775,727","139,534","175,962","105,799","45,914","21,557","40,940","32,836","35,625","23,812","19,935","21,276","19,127","23,151","13,412","11,759","17,116","13,762","14,210"
2021,1,0,"53,706","11,041","14,384","6,929","3,385","1,322","2,963","1,941","1,898","1,132",892,906,879,"1,690",897,850,"1,258",650,689
2021,1,10,"71,226","13,998","18,550","9,926","4,568","1,976","3,859","2,626","2,648","1,806","1,513","1,521","1,317","1,952",901,"1,005","1,218",871,971
2021,1,20,"100,951","19,874","24,296","13,736","5,554","2,093","5,063","3,965","4,171","2,169","1,891","1,997","1,599","3,762","2,703","2,113","2,745","1,797","1,423"
2021,1,30,"87,020","17,437","22,957","11,384","4,896","1,971","4,898","3,099","3,327","1,803","1,513","1,652","1,712","2,581","1,666","1,402","2,203","1,263","1,256"
2021,1,40,"114,956","20,959","28,175","16,472","7,535","3,408","6,216","4,888","4,444","2,838","2,502","2,900","2,867","3,032","1,477","1,388","2,233","1,696","1,926"
2021,1,50,"137,420","23,573","30,572","18,395","8,095","3,916","7,455","6,067","6,672","4,634","4,060","4,280","3,828","3,826","2,108","1,882","2,766","2,584","2,707"
2021,1,60,"120,964","18,641","22,720","16,219","6,739","3,808","6,257","5,608","7,264","5,382","4,239","4,635","3,995","3,307","2,059","1,799","2,815","2,674","2,803"
2021,1,70,"60,833","9,198","9,620","8,761","3,663","2,211","2,979","3,177","3,449","2,706","2,212","2,338","2,043","2,085","1,058",874,"1,278","1,497","1,684"
2021,1,80,"25,807","4,293","4,233","3,612","1,359",761,"1,110","1,343","1,576","1,208",998,963,786,824,478,400,528,649,686
2021,1,90,"2,576",470,425,335,110,64,127,110,169,124,99,74,81,82,58,40,66,78,64
2021,1,100,268,50,30,30,10,27,13,12,7,10,16,10,20,10,7,6,6,3,1
2021,2,총,"775,186","139,756","176,007","105,704","45,855","21,456","40,874","32,670","35,564","23,810","19,863","21,269","19,071","23,071","13,377","11,748","17,076","13,771","14,244"
2021,2,0,"53,578","11,035","14,333","6,904","3,363","1,312","2,940","1,928","1,894","1,137",881,911,879,"1,674",908,870,"1,256",664,689
2021,2,10,"70,958","14,004","18,526","9,892","4,561","1,936","3,835","2,601","2,623","1,793","1,519","1,507","1,310","1,939",886,983,"1,197",875,971
2021,2,20,"100,402","19,903","24,155","13,691","5,530","2,090","5,034","3,884","4,152","2,157","1,848","1,987","1,582","3,711","2,678","2,105","2,717","1,762","1,416"
2021,2,30,"86,784","17,438","22,991","11,285","4,845","1,944","4,892","3,048","3,323","1,787","1,493","1,652","1,696","2,579","1,668","1,414","2,200","1,272","1,257"
2021,2,40,"114,658","20,932","28,126","16,458","7,535","3,386","6,210","4,863","4,400","2,834","2,491","2,883","2,851","3,021","1,468","1,364","2,218","1,687","1,931"
2021,2,50,"137,194","23,585","30,564","18,385","8,068","3,893","7,450","6,054","6,633","4,623","4,038","4,272","3,820","3,798","2,091","1,876","2,757","2,584","2,703"
2021,2,60,"121,861","18,797","22,942","16,314","6,807","3,830","6,269","5,641","7,336","5,404","4,262","4,666","4,004","3,349","2,068","1,811","2,840","2,692","2,829"
2021,2,70,"60,817","9,217","9,628","8,775","3,653","2,199","2,978","3,180","3,439","2,714","2,207","2,319","2,034","2,082","1,062",872,"1,285","1,492","1,681"
2021,2,80,"26,076","4,317","4,281","3,637","1,376",774,"1,129","1,346","1,589","1,229","1,005",986,796,827,484,405,533,661,701
2021,2,90,"2,584",478,430,332,107,65,124,113,167,122,102,76,78,81,56,42,67,79,65
2021,2,100,274,50,31,31,10,27,13,12,8,10,17,10,21,10,8,6,6,3,1
2021,3,총,"773,248","139,420","175,816","105,564","45,660","21,398","40,736","32,566","35,381","23,812","19,895","21,151","18,776","22,963","13,313","11,748","17,046","13,770","14,233"
2021,3,0,"53,356","10,990","14,300","6,886","3,347","1,308","2,943","1,914","1,874","1,128",864,913,878,"1,669",898,863,"1,246",659,676
2021,3,10,"70,800","13,917","18,439","9,823","4,524","1,959","3,800","2,608","2,613","1,866","1,596","1,489","1,298","1,932",879,"1,012","1,195",876,974
2021,3,20,"100,001","19,902","24,063","13,651","5,466","2,085","5,027","3,883","4,104","2,161","1,855","1,987","1,565","3,666","2,645","2,078","2,707","1,742","1,414"
2021,3,30,"86,463","17,406","23,003","11,268","4,807","1,923","4,865","3,018","3,279","1,761","1,481","1,625","1,663","2,547","1,672","1,422","2,190","1,279","1,254"
2021,3,40,"113,993","20,824","28,025","16,368","7,508","3,358","6,166","4,842","4,353","2,813","2,468","2,843","2,794","3,013","1,458","1,349","2,200","1,684","1,927"
2021,3,50,"136,665","23,483","30,538","18,369","8,040","3,880","7,427","6,022","6,573","4,595","4,026","4,228","3,773","3,749","2,079","1,865","2,752","2,573","2,693"
2021,3,60,"122,776","18,941","23,137","16,419","6,844","3,846","6,309","5,684","7,411","5,448","4,286","4,704","3,986","3,387","2,090","1,835","2,885","2,721","2,843"
2021,3,70,"60,508","9,177","9,585","8,785","3,638","2,174","2,954","3,147","3,428","2,693","2,206","2,299","1,984","2,083","1,052",870,"1,263","1,492","1,678"
2021,3,80,"26,078","4,300","4,298","3,649","1,381",790,"1,122","1,338","1,585","1,227","1,001",987,770,828,484,408,540,665,705
2021,3,90,"2,481",463,416,324,102,66,117,105,157,116,102,72,58,84,51,40,64,76,68
2021,3,100,127,17,12,22,3,9,6,5,4,4,10,4,7,5,5,6,4,3,1
2021,4,총,"773,037","139,412","175,863","105,527","45,622","21,370","40,771","32,532","35,370","23,861","19,859","21,139","18,737","22,948","13,278","11,701","17,047","13,762","14,238"
2021,4,0,"53,087","10,950","14,217","6,835","3,337","1,305","2,938","1,892","1,886","1,132",858,906,873,"1,665",891,840,"1,228",662,672
2021,4,10,"70,583","13,884","18,380","9,786","4,509","1,946","3,793","2,617","2,597","1,860","1,584","1,478","1,287","1,922",876,"1,022","1,195",872,975
2021,4,20,"99,831","19,885","24,098","13,646","5,470","2,072","5,001","3,895","4,084","2,157","1,837","1,982","1,565","3,639","2,625","2,052","2,706","1,727","1,390"
2021,4,30,"86,151","17,352","22,900","11,245","4,763","1,917","4,867","2,985","3,248","1,773","1,477","1,604","1,644","2,556","1,665","1,395","2,205","1,283","1,272"
2021,4,40,"113,843","20,832","28,004","16,361","7,494","3,346","6,185","4,817","4,346","2,804","2,459","2,852","2,783","3,005","1,449","1,347","2,186","1,671","1,902"
2021,4,50,"136,524","23,465","30,552","18,387","8,073","3,863","7,412","6,018","6,545","4,573","4,010","4,226","3,762","3,727","2,074","1,860","2,725","2,565","2,687"
2021,4,60,"123,761","19,097","23,367","16,475","6,856","3,865","6,366","5,714","7,474","5,516","4,316","4,731","4,001","3,439","2,113","1,866","2,927","2,756","2,882"
2021,4,70,"60,433","9,156","9,584","8,794","3,627","2,175","2,955","3,130","3,432","2,695","2,197","2,289","1,988","2,074","1,044",863,"1,261","1,481","1,688"
2021,4,80,"26,222","4,306","4,332","3,654","1,393",806,"1,133","1,351","1,596","1,232","1,011",997,770,831,487,412,544,665,702
2021,4,90,"2,479",467,418,324,98,65,115,108,158,115,101,70,57,85,50,38,66,77,67
2021,4,100,123,18,11,20,2,10,6,5,4,4,9,4,7,5,4,6,4,3,1
2021,5,총,"772,893","139,461","176,009","105,487","45,667","21,160","40,750","32,475","35,339","23,910","19,743","21,124","18,743","22,895","13,252","11,679","17,116","13,814","14,269"
2021,5,0,"52,931","10,882","14,195","6,814","3,316","1,291","2,931","1,885","1,889","1,125",854,899,875,"1,654",892,849,"1,241",665,674
2021,5,10,"70,384","13,862","18,340","9,762","4,494","1,943","3,792","2,604","2,573","1,862","1,573","1,473","1,275","1,920",868,"1,021","1,177",871,974
2021,5,20,"99,712","19,888","24,086","13,615","5,494","2,077","4,980","3,896","4,065","2,172","1,830","1,966","1,563","3,613","2,590","2,016","2,743","1,715","1,403"
2021,5,30,"85,976","17,352","22,822","11,258","4,763","1,880","4,860","2,967","3,222","1,755","1,467","1,592","1,636","2,549","1,655","1,400","2,231","1,304","1,263"
2021,5,40,"113,383","20,796","27,932","16,313","7,477","3,305","6,166","4,761","4,326","2,806","2,399","2,824","2,757","2,990","1,452","1,339","2,167","1,677","1,896"
2021,5,50,"136,626","23,458","30,655","18,396","8,087","3,837","7,415","6,011","6,524","4,559","3,990","4,249","3,784","3,747","2,070","1,851","2,740","2,580","2,673"
2021,5,60,"124,676","19,277","23,612","16,555","6,912","3,826","6,401","5,759","7,545","5,576","4,336","4,752","4,031","3,445","2,145","1,880","2,944","2,769","2,911"
2021,5,70,"60,273","9,137","9,570","8,779","3,615","2,141","2,947","3,123","3,431","2,690","2,185","2,290","1,980","2,058","1,028",863,"1,251","1,485","1,700"
2021,5,80,"26,348","4,320","4,367","3,657","1,410",790,"1,140","1,353","1,608","1,245","1,005","1,004",776,832,495,417,553,668,708
2021,5,90,"2,470",470,419,326,97,60,112,112,152,116,96,71,58,82,53,38,65,77,66
2021,5,100,114,19,11,12,2,10,6,4,4,4,8,4,8,5,4,5,4,3,1
2021,6,총,"772,949","139,505","176,089","105,550","45,702","21,006","40,772","32,380","35,342","23,927","19,711","21,111","18,715","22,832","13,266","11,620","17,268","13,848","14,305"
