년도,월,나이,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2020,5,총,"137,886","1,377","4,165",989,"10,169","3,071","3,156","1,415",684,427,921,"2,325","1,608","2,260","1,988","3,056","1,968","2,730","5,905","3,561","9,757","9,822","5,651","5,256","5,237","16,087","18,323","10,243","4,016","1,138",581
2020,5,0,"10,627",33,305,16,"1,042",149,61,33,8,12,29,124,53,81,53,115,92,96,387,240,696,709,358,422,532,"1,444","2,318",623,537,37,22
2020,5,10,"12,966",56,322,39,"1,035",142,138,64,25,20,40,138,100,146,110,149,137,147,456,336,961,"1,055",535,603,443,"1,945","2,111","1,089",521,64,39
2020,5,20,"14,742",79,319,60,998,191,240,59,27,27,60,192,181,162,147,309,184,201,578,339,"1,124","1,138",737,695,500,"2,154","2,154","1,355",393,97,42
2020,5,30,"14,675",48,382,43,"1,323",193,146,42,20,18,63,205,117,162,116,235,141,215,546,349,"1,023","1,033",558,554,681,"1,945","2,871",948,619,60,19
2020,5,40,"20,072",86,508,48,"1,513",241,241,86,29,32,64,240,151,251,181,324,199,231,737,462,"1,449","1,636",849,933,740,"2,933","3,310","1,648",794,114,42
2020,5,50,"23,417",231,662,165,"1,706",461,520,185,84,52,194,355,237,362,324,510,320,412,"1,154",614,"1,836","1,672","1,027",945,774,"2,839","2,902","2,141",437,202,94
2020,5,60,"19,889",294,796,209,"1,188",604,621,322,124,84,205,512,320,527,450,697,428,689,"1,058",674,"1,474","1,320",758,656,788,"1,614","1,530","1,281",356,213,97
2020,5,70,"13,136",324,547,212,778,588,637,347,186,98,138,376,315,392,418,478,289,503,686,381,745,773,515,291,492,732,663,680,242,189,121
2020,5,80,"6,994",184,280,168,499,410,458,240,144,71,100,149,119,152,157,201,146,203,259,136,381,408,271,124,235,395,380,400,107,132,85
2020,5,90,"1,279",40,43,28,82,88,91,34,36,12,25,32,13,17,28,33,30,26,36,28,67,78,42,32,44,82,83,77,10,22,20
2020,5,100,89,2,1,1,5,4,3,3,1,1,3,2,2,8,4,5,2,7,8,2,1,0,1,1,8,4,1,1,0,8,0
2020,6,총,"137,823","1,374","4,177",989,"10,123","3,065","3,158","1,410",692,424,921,"2,319","1,619","2,257","1,979","3,048","1,973","2,709","5,902","3,547","9,758","9,841","5,635","5,236","5,217","16,083","18,396","10,230","4,027","1,134",580
2020,6,0,"10,628",33,307,17,"1,047",147,63,34,8,12,29,123,56,82,53,116,90,94,390,242,695,708,357,421,531,"1,440","2,314",619,540,38,22
2020,6,10,"12,886",54,320,36,"1,030",140,139,62,24,20,40,137,100,144,110,140,139,142,454,335,953,"1,056",535,597,440,"1,931","2,110","1,077",519,63,39
2020,6,20,"14,711",81,326,62,978,192,236,58,29,26,63,195,186,161,147,309,186,202,570,333,"1,119","1,138",726,683,490,"2,156","2,164","1,358",401,95,41
2020,6,30,"14,656",48,382,41,"1,315",192,146,42,19,18,62,202,123,164,112,239,140,209,545,353,"1,021","1,032",563,553,670,"1,945","2,879",944,615,63,19
2020,6,40,"20,049",83,514,49,"1,514",240,237,84,29,31,64,240,152,253,182,320,198,230,735,451,"1,455","1,628",840,928,741,"2,918","3,348","1,636",794,112,43
2020,6,50,"23,307",226,663,164,"1,694",451,520,184,89,50,197,353,238,360,319,499,315,406,"1,143",610,"1,830","1,675","1,019",940,768,"2,835","2,897","2,139",438,194,91
2020,6,60,"20,018",299,789,209,"1,194",611,628,319,125,84,202,510,318,524,445,703,436,685,"1,070",674,"1,483","1,339",776,658,799,"1,623","1,550","1,291",359,215,100
2020,6,70,"13,202",323,550,214,770,590,637,346,187,98,139,376,314,395,421,481,293,502,688,386,752,775,508,298,494,751,673,685,244,190,122
2020,6,80,"6,998",186,281,167,495,410,456,242,144,71,98,149,116,149,158,203,144,205,263,134,383,410,269,124,232,401,379,405,106,134,84
2020,6,90,"1,279",39,44,29,81,88,93,36,37,13,24,32,14,17,28,33,30,27,36,27,66,80,41,33,44,79,81,75,11,22,19
2020,6,100,89,2,1,1,5,4,3,3,1,1,3,2,2,8,4,5,2,7,8,2,1,0,1,1,8,4,1,1,0,8,0
2020,7,총,"137,731","1,376","4,172",986,"10,094","3,055","3,162","1,407",688,423,924,"2,311","1,610","2,256","1,982","3,044","1,959","2,709","5,896","3,532","9,720","9,838","5,594","5,227","5,228","16,064","18,533","10,194","4,031","1,137",579
2020,7,0,"10,595",31,298,17,"1,041",144,62,34,8,12,29,122,55,79,52,113,88,97,393,240,682,709,352,420,528,"1,435","2,342",617,536,38,21
2020,7,10,"12,831",56,318,33,"1,019",140,140,61,24,20,40,136,100,144,110,139,139,140,453,333,950,"1,056",521,590,442,"1,922","2,117","1,066",523,62,37
2020,7,20,"14,698",84,329,60,970,195,241,58,31,26,68,189,186,162,151,308,182,201,565,326,"1,122","1,144",719,677,491,"2,154","2,182","1,341",397,96,43
2020,7,30,"14,586",48,379,42,"1,308",187,147,43,19,18,60,200,122,162,111,239,136,205,549,353,"1,008","1,024",554,552,674,"1,930","2,883",947,605,62,19
2020,7,40,"20,043",85,517,48,"1,516",240,237,85,28,31,64,237,147,251,184,320,195,223,734,448,"1,445","1,634",837,926,737,"2,924","3,372","1,618",804,115,41
2020,7,50,"23,245",223,664,162,"1,686",449,519,180,87,49,193,352,235,358,313,499,314,410,"1,134",602,"1,821","1,659","1,015",945,769,"2,829","2,920","2,134",440,192,92
2020,7,60,"20,109",298,792,210,"1,198",611,625,318,125,85,205,514,317,527,451,699,435,685,"1,070",678,"1,493","1,350",774,658,799,"1,637","1,574","1,302",365,216,98
2020,7,70,"13,240",325,551,215,774,586,637,346,186,97,139,376,314,397,420,487,294,504,690,392,755,773,510,300,500,748,681,684,245,189,125
2020,7,80,"7,003",186,276,168,498,410,458,242,144,71,99,151,117,151,159,200,143,209,264,130,379,405,269,124,232,401,382,411,103,137,84
2020,7,90,"1,291",38,47,30,79,89,92,37,35,13,24,32,15,17,27,35,31,28,36,28,64,84,42,34,48,80,79,73,13,22,19
2020,7,100,90,2,1,1,5,4,4,3,1,1,3,2,2,8,4,5,2,7,8,2,1,0,1,1,8,4,1,1,0,8,0
2020,8,총,"137,557","1,364","4,176",978,"10,073","3,057","3,153","1,398",683,423,915,"2,289","1,606","2,256","1,975","3,026","1,963","2,718","5,854","3,524","9,725","9,817","5,593","5,196","5,238","16,051","18,605","10,184","4,016","1,124",577
2020,8,0,"10,549",30,299,17,"1,032",142,60,33,6,12,28,121,56,77,50,109,90,98,382,238,684,701,349,417,526,"1,427","2,351",625,529,39,21
2020,8,10,"12,791",53,317,33,"1,015",141,140,62,22,20,37,135,98,145,111,139,142,144,447,325,947,"1,052",523,582,447,"1,920","2,123","1,052",522,61,36
2020,8,20,"14,643",82,324,57,969,193,236,52,30,27,68,187,182,161,150,308,186,200,560,327,"1,111","1,134",719,675,492,"2,154","2,194","1,346",388,89,42
2020,8,30,"14,485",46,377,41,"1,286",191,147,43,18,17,55,193,122,159,110,234,136,205,542,345,"1,000","1,021",547,544,678,"1,923","2,877",941,605,63,19
2020,8,40,"20,007",82,519,48,"1,516",241,236,86,27,32,63,233,148,256,182,322,194,221,725,446,"1,446","1,625",837,918,737,"2,918","3,384","1,611",805,109,40
2020,8,50,"23,191",217,660,158,"1,691",447,514,175,88,46,190,350,232,352,307,491,303,414,"1,123",605,"1,820","1,662","1,015",943,775,"2,826","2,937","2,123",442,192,93
2020,8,60,"20,211",303,794,211,"1,208",613,622,321,124,86,206,512,321,531,452,691,445,685,"1,078",681,"1,505","1,358",784,665,792,"1,644","1,582","1,319",364,216,98
2020,8,70,"13,271",326,558,212,774,588,638,346,186,98,140,376,312,401,419,491,290,503,687,397,766,775,510,297,499,755,691,682,245,188,121
2020,8,80,"7,026",185,276,168,502,407,464,241,145,71,100,149,118,150,163,202,143,212,266,131,379,406,268,121,235,398,384,413,102,139,88
2020,8,90,"1,294",38,51,32,75,91,92,36,36,13,25,31,16,16,27,34,32,29,36,27,66,83,40,33,49,82,80,71,14,20,19
2020,8,100,89,2,1,1,5,3,4,3,1,1,3,2,1,8,4,5,2,7,8,2,1,0,1,1,8,4,2,1,0,8,0
2020,9,총,"137,481","1,359","4,177",983,"10,056","3,055","3,158","1,394",680,420,915,"2,286","1,599","2,240","1,980","3,015","1,958","2,717","5,841","3,527","9,714","9,823","5,594","5,194","5,227","16,024","18,670","10,177","4,008","1,118",572
2020,9,0,"10,505",30,300,19,"1,026",136,63,32,6,12,27,125,55,75,51,109,89,99,378,243,671,697,348,412,525,"1,417","2,361",620,522,38,19
2020,9,10,"12,749",51,321,36,"1,013",138,140,62,21,20,37,131,99,142,110,132,138,142,447,321,940,"1,054",519,578,445,"1,909","2,132","1,045",530,61,35
2020,9,20,"14,597",83,321,56,957,193,241,53,29,26,68,185,179,162,151,304,186,198,555,324,"1,114","1,129",713,671,489,"2,154","2,195","1,348",383,87,43
2020,9,30,"14,453",45,374,39,"1,279",190,146,42,18,17,54,192,122,158,108,236,136,205,532,350,998,"1,017",548,544,680,"1,922","2,892",928,601,62,18
2020,9,40,"19,967",81,520,49,"1,518",243,231,86,26,32,64,228,147,249,182,318,197,220,728,444,"1,442","1,636",835,912,730,"2,904","3,388","1,609",800,109,39
2020,9,50,"23,155",211,662,157,"1,693",442,510,171,84,44,188,350,227,346,307,491,302,409,"1,116",597,"1,821","1,661","1,015",954,768,"2,827","2,951","2,126",445,190,90
2020,9,60,"20,317",308,799,212,"1,215",616,630,322,128,86,205,514,324,534,457,687,444,690,"1,088",690,"1,507","1,354",790,669,797,"1,652","1,595","1,322",365,217,100
2020,9,70,"13,290",326,552,213,773,584,632,343,186,100,142,380,309,400,416,496,289,504,691,398,763,789,511,300,502,753,692,693,246,187,120
2020,9,80,"7,052",184,276,168,502,415,468,245,145,69,101,148,120,151,167,201,143,212,263,132,389,403,272,122,234,398,380,414,102,139,89
2020,9,90,"1,306",38,51,33,75,95,93,35,35,13,26,31,16,15,27,36,32,31,35,26,68,83,42,31,49,84,82,71,14,20,19
2020,9,100,90,2,1,1,5,3,4,3,2,1,3,2,1,8,4,5,2,7,8,2,1,0,1,1,8,4,2,1,0,8,0
2020,10,총,"137,478","1,350","4,170",982,"10,040","3,048","3,162","1,393",685,418,914,"2,279","1,598","2,235","1,978","3,007","1,953","2,702","5,842","3,521","9,695","9,967","5,589","5,170","5,227","15,972","18,706","10,200","3,987","1,115",573
2020,10,0,"10,419",29,294,18,"1,010",134,66,31,6,12,27,123,56,75,51,105,90,92,379,241,662,736,340,401,526,"1,385","2,341",622,510,38,19
2020,10,10,"12,719",50,321,37,"1,018",139,138,62,21,20,37,131,96,138,109,130,136,144,442,317,933,"1,062",514,579,444,"1,908","2,138","1,041",520,59,35
2020,10,20,"14,653",81,321,57,947,186,240,52,31,26,68,181,186,166,153,305,186,196,557,330,"1,120","1,158",723,668,489,"2,148","2,205","1,356",385,88,44
2020,10,30,"14,407",46,378,40,"1,282",194,145,45,19,16,55,192,121,158,106,233,136,202,527,352,984,"1,045",536,528,674,"1,909","2,890",918,597,61,18
2020,10,40,"19,917",78,522,47,"1,519",235,234,83,26,31,62,227,148,249,183,311,195,223,721,439,"1,426","1,658",838,906,724,"2,883","3,390","1,620",796,108,35
2020,10,50,"23,154",208,648,157,"1,686",447,512,173,86,45,188,346,223,346,303,493,298,404,"1,103",598,"1,815","1,665","1,017",949,777,"2,847","2,958","2,131",447,191,93
2020,10,60,"20,418",306,808,211,"1,221",617,626,318,128,86,207,519,327,529,457,690,447,684,"1,109",687,"1,530","1,364",792,680,800,"1,651","1,612","1,324",369,217,102
2020,10,70,"13,318",327,552,215,774,582,634,345,181,100,143,377,309,397,417,497,288,505,693,394,770,790,508,306,501,756,701,704,247,187,118
2020,10,80,"7,072",185,277,167,502,415,471,246,149,69,99,151,115,153,169,203,143,214,265,136,387,401,276,120,235,394,386,414,101,139,90
2020,10,90,"1,309",38,48,32,76,96,92,35,36,12,25,30,16,16,26,35,32,31,38,24,67,88,44,32,49,86,83,69,15,19,19
2020,10,100,92,2,1,1,5,3,4,3,2,1,3,2,1,8,4,5,2,7,8,3,1,0,1,1,8,5,2,1,0,8,0
2020,11,총,"137,433","1,350","4,158",985,"10,021","3,042","3,155","1,387",688,414,909,"2,277","1,599","2,238","1,974","2,992","1,946","2,697","5,786","3,502","9,607","10,331","5,572","5,145","5,222","15,916","18,669","10,187","3,981","1,111",572
2020,11,0,"10,321",29,282,18,993,127,63,30,6,10,27,123,58,75,47,101,89,94,372,233,638,808,335,387,529,"1,365","2,307",615,505,36,19
2020,11,10,"12,733",47,324,36,"1,023",140,133,62,20,20,37,131,95,141,111,130,133,144,434,317,908,"1,115",508,574,439,"1,907","2,159","1,026",526,57,36
2020,11,20,"14,641",83,314,58,941,184,244,51,33,25,67,179,185,171,149,301,193,197,551,325,"1,127","1,184",727,669,491,"2,124","2,187","1,364",388,84,45
2020,11,30,"14,376",43,391,38,"1,279",191,145,44,20,15,52,193,120,155,106,229,131,200,504,349,958,"1,148",537,521,667,"1,898","2,867",909,583,64,19
2020,11,40,"19,857",80,517,50,"1,519",237,227,83,24,32,63,225,148,245,186,307,192,224,719,434,"1,400","1,710",832,895,721,"2,863","3,377","1,610",796,105,36
2020,11,50,"23,167",210,641,159,"1,688",448,516,170,85,45,187,345,224,348,295,500,298,404,"1,085",596,"1,812","1,694","1,006",948,779,"2,854","2,966","2,133",448,193,90
2020,11,60,"20,501",302,808,212,"1,223",616,627,320,132,85,206,518,327,533,461,683,445,678,"1,113",686,"1,540","1,373",790,690,808,"1,663","1,636","1,336",370,218,102
2020,11,70,"13,358",330,555,212,773,589,634,343,180,100,145,381,307,394,420,499,287,506,693,400,770,800,516,307,500,756,702,704,250,186,119
2020,11,80,"7,075",186,277,169,502,411,466,247,149,68,98,150,118,151,169,203,144,211,269,135,386,411,274,122,235,395,385,417,100,140,87
2020,11,90,"1,314",38,48,32,75,96,95,35,37,13,24,30,16,17,26,34,32,32,38,24,67,88,46,31,46,86,82,72,15,20,19
2020,11,100,90,2,1,1,5,3,5,2,2,1,3,2,1,8,4,5,2,7,8,3,1,0,1,1,7,5,1,1,0,8,0
2020,12,총,"137,247","1,351","4,121",978,"10,014","3,027","3,150","1,384",683,418,897,"2,295","1,595","2,227","1,966","2,982","1,929","2,681","5,734","3,489","9,571","10,542","5,521","5,124","5,217","15,877","18,656","10,166","3,971","1,108",573
2020,12,0,"10,303",28,274,16,988,122,62,31,6,11,28,122,64,78,51,95,85,92,364,229,628,859,331,386,532,"1,355","2,298",615,502,33,18
2020,12,10,"12,676",45,319,35,"1,012",142,134,60,20,20,36,133,92,138,111,126,128,143,428,314,901,"1,146",502,562,439,"1,891","2,160","1,023",521,58,37
2020,12,20,"14,572",84,307,59,948,183,242,51,32,27,60,191,187,172,145,299,188,191,541,320,"1,123","1,190",720,664,481,"2,112","2,181","1,352",393,85,44
2020,12,30,"14,349",45,383,36,"1,276",188,146,42,19,14,50,195,120,152,109,229,132,200,491,345,951,"1,195",513,523,666,"1,901","2,867",903,575,63,20
2020,12,40,"19,781",79,514,52,"1,514",238,224,82,25,33,60,227,142,243,181,308,191,221,708,440,"1,384","1,745",821,891,729,"2,848","3,357","1,594",791,102,37
2020,12,50,"23,115",210,633,155,"1,691",446,516,170,83,45,186,339,218,343,295,495,296,399,"1,073",587,"1,809","1,699","1,005",937,784,"2,853","2,979","2,138",449,193,89
2020,12,60,"20,568",303,811,215,"1,227",614,630,321,131,86,207,521,331,536,458,683,442,677,"1,115",685,"1,547","1,397",787,696,799,"1,672","1,643","1,343",369,219,103
2020,12,70,"13,370",326,549,209,775,587,630,342,181,97,146,382,308,394,414,503,288,510,696,406,770,814,521,312,499,759,695,699,253,185,120
2020,12,80,"7,103",191,282,169,506,410,463,246,147,70,97,153,116,146,173,205,144,207,271,136,391,408,274,122,236,396,391,424,102,142,85
2020,12,90,"1,322",38,48,31,73,95,98,38,37,14,24,30,16,17,25,34,33,34,39,24,65,89,46,30,45,85,84,74,16,20,20
2020,12,100,88,2,1,1,4,2,5,1,2,1,3,2,1,8,4,5,2,7,8,3,2,0,1,1,7,5,1,1,0,8,0
2021,1,총,"137,414","1,341","4,118",982,"10,039","3,028","3,159","1,377",681,414,894,"2,355","1,598","2,219","1,958","2,972","1,938","2,676","5,731","3,491","9,584","10,635","5,500","5,113","5,227","15,885","18,653","10,193","3,979","1,108",566
2021,1,0,"10,250",28,277,16,985,123,62,29,6,10,28,126,64,77,46,93,87,91,361,224,621,878,324,381,521,"1,342","2,293",610,499,33,15
2021,1,10,"12,680",47,314,37,"1,011",140,131,59,19,21,34,134,95,136,114,124,132,138,426,320,907,"1,149",498,564,449,"1,885","2,156","1,026",521,58,35
2021,1,20,"14,623",82,304,60,962,189,243,52,29,23,59,207,180,170,142,297,189,193,543,322,"1,117","1,204",718,653,480,"2,129","2,175","1,371",401,84,45
2021,1,30,"14,334",45,382,36,"1,277",184,147,41,20,16,52,203,122,154,109,227,128,201,485,343,941,"1,211",507,524,664,"1,897","2,874",894,565,65,20
2021,1,40,"19,775",77,519,53,"1,511",236,226,83,25,33,60,236,144,238,177,306,188,221,703,441,"1,391","1,772",812,887,731,"2,842","3,346","1,586",795,102,34
2021,1,50,"23,094",208,628,152,"1,695",442,511,168,82,44,184,335,216,343,295,492,300,392,"1,078",584,"1,794","1,704","1,002",941,785,"2,857","2,981","2,147",453,192,89
2021,1,60,"20,695",304,810,219,"1,241",615,636,318,131,86,208,528,336,544,456,682,444,676,"1,119",688,"1,575","1,401",795,695,804,"1,681","1,656","1,354",370,220,103
2021,1,70,"13,406",321,547,209,775,591,633,343,182,97,141,394,301,393,418,505,286,514,697,405,773,820,521,317,501,765,696,704,250,186,121
2021,1,80,"7,123",191,286,167,505,412,464,242,147,69,100,160,122,143,174,208,147,208,269,136,394,402,277,121,239,394,390,428,107,138,83
2021,1,90,"1,344",37,49,31,73,94,101,41,38,14,25,29,17,14,23,33,35,35,42,25,69,94,45,29,46,87,85,72,18,22,21
