년도,월,나이,경기도 의정부시,경기도 의정부시 의정부1동,경기도 의정부시 의정부2동,경기도 의정부시 의정부3동,경기도 의정부시 호원1동,경기도 의정부시 호원2동,경기도 의정부시 장암동,경기도 의정부시 신곡1동,경기도 의정부시 신곡2동,경기도 의정부시 송산1동,경기도 의정부시 송산2동,경기도 의정부시 송산3동,경기도 의정부시 자금동,경기도 의정부시 가능동,경기도 의정부시 흥선동,경기도 의정부시 녹양동
2020,4,50,"39,017","2,993","2,788",,"2,796","2,933","1,617","4,203","3,964","2,966","3,030","2,804","2,536","2,561","1,865","1,961"
2020,4,60,"25,972","2,204","1,810",,"2,325","2,045","1,288","2,754","2,502","1,969","1,385","1,579","1,670","1,786","1,335","1,320"
2020,4,70,"13,352",977,941,,"1,554","1,318",717,"1,308","1,152",870,778,720,818,883,660,656
2020,4,80,"4,884",385,341,,527,522,255,431,427,333,343,190,305,295,267,263
2020,4,90,437,29,34,,36,52,17,34,37,32,26,24,35,26,24,31
2020,4,100,46,12,4,,4,1,1,3,3,2,2,0,10,1,3,0
2020,5,총,"224,100","15,962","15,676",,"17,815","17,290","9,919","22,168","21,414","16,678","16,910","22,414","13,638","13,186","9,846","11,184"
2020,5,0,"17,970",621,976,,"1,282","1,332",791,"1,614","1,600","1,320","1,537","3,521","1,039",815,617,905
2020,5,10,"22,142",827,"1,201",,"1,470","1,799","1,078","2,175","2,622","1,659","2,249","2,519","1,397","1,064",900,"1,182"
2020,5,20,"32,216","2,798","2,561",,"2,300","2,341","1,212","3,352","3,307","2,446","2,435","2,537","2,032","1,942","1,341","1,612"
2020,5,30,"30,453","2,598","2,465",,"2,464","2,100","1,198","2,801","2,343","2,320","1,919","4,114","1,616","1,792","1,302","1,421"
2020,5,40,"37,280","2,487","2,527",,"3,038","2,832","1,725","3,455","3,442","2,663","3,187","4,372","2,175","2,013","1,539","1,825"
2020,5,50,"39,108","3,011","2,798",,"2,793","2,931","1,623","4,213","3,950","3,015","3,039","2,826","2,533","2,561","1,862","1,953"
2020,5,60,"26,108","2,205","1,816",,"2,337","2,067","1,296","2,767","2,520","2,001","1,387","1,591","1,677","1,787","1,329","1,328"
2020,5,70,"13,423",988,952,,"1,555","1,315",724,"1,310","1,158",887,781,722,818,890,662,661
2020,5,80,"4,921",386,341,,534,522,254,443,432,335,347,190,306,298,267,266
2020,5,90,433,29,35,,38,50,17,35,37,30,27,22,35,23,24,31
2020,5,100,46,12,4,,4,1,1,3,3,2,2,0,10,1,3,0
2020,6,총,"224,416","16,033","15,641",,"17,824","17,273","9,949","22,155","21,390","17,051","16,886","22,480","13,588","13,169","9,804","11,173"
2020,6,0,"17,912",624,970,,"1,281","1,333",792,"1,599","1,583","1,358","1,526","3,512","1,029",807,603,895
2020,6,10,"22,091",829,"1,196",,"1,465","1,780","1,074","2,167","2,616","1,682","2,237","2,536","1,380","1,069",894,"1,166"
2020,6,20,"32,317","2,838","2,558",,"2,304","2,337","1,222","3,349","3,299","2,508","2,445","2,549","2,031","1,923","1,347","1,607"
2020,6,30,"30,471","2,612","2,461",,"2,436","2,100","1,202","2,780","2,332","2,416","1,910","4,108","1,627","1,789","1,280","1,418"
2020,6,40,"37,335","2,483","2,528",,"3,062","2,816","1,737","3,452","3,438","2,726","3,169","4,413","2,149","1,994","1,539","1,829"
2020,6,50,"39,080","3,009","2,768",,"2,793","2,935","1,611","4,210","3,959","3,043","3,029","2,825","2,517","2,562","1,858","1,961"
2020,6,60,"26,312","2,216","1,835",,"2,343","2,079","1,316","2,796","2,520","2,042","1,405","1,601","1,691","1,802","1,336","1,330"
2020,6,70,"13,475",993,948,,"1,565","1,313",727,"1,316","1,171",901,782,724,813,900,651,671
2020,6,80,"4,942",388,339,,532,531,250,448,431,343,351,190,305,299,271,264
2020,6,90,435,29,34,,39,48,17,35,38,30,30,22,36,23,22,32
2020,6,100,46,12,4,,4,1,1,3,3,2,2,0,10,1,3,0
2020,7,총,"224,479","16,018","15,632",,"17,780","17,242","9,968","22,069","21,383","17,473","16,842","22,570","13,500","13,110","9,769","11,123"
2020,7,0,"17,841",627,972,,"1,271","1,334",795,"1,577","1,559","1,384","1,518","3,506","1,022",800,596,880
2020,7,10,"22,049",822,"1,196",,"1,451","1,765","1,079","2,171","2,610","1,695","2,231","2,546","1,379","1,055",884,"1,165"
2020,7,20,"32,318","2,871","2,545",,"2,309","2,335","1,224","3,309","3,301","2,578","2,430","2,559","2,011","1,898","1,349","1,599"
2020,7,30,"30,391","2,604","2,467",,"2,424","2,098","1,193","2,751","2,317","2,475","1,910","4,107","1,604","1,785","1,264","1,392"
2020,7,40,"37,317","2,485","2,525",,"3,064","2,808","1,726","3,437","3,429","2,779","3,144","4,431","2,138","1,989","1,533","1,829"
2020,7,50,"39,119","2,968","2,762",,"2,788","2,927","1,628","4,221","3,968","3,112","3,032","2,846","2,498","2,557","1,858","1,954"
2020,7,60,"26,472","2,220","1,840",,"2,337","2,071","1,322","2,794","2,549","2,136","1,408","1,630","1,695","1,799","1,344","1,327"
2020,7,70,"13,517",990,945,,"1,555","1,317",728,"1,325","1,176",933,783,733,803,901,648,680
2020,7,80,"4,981",389,342,,537,537,255,448,432,353,353,191,306,303,270,265
2020,7,90,428,30,34,,40,49,17,33,39,26,31,21,34,22,20,32
2020,7,100,46,12,4,,4,1,1,3,3,2,2,0,10,1,3,0
2020,8,총,"224,985","16,077","15,573",,"17,751","17,196","9,935","21,944","21,764","18,113","16,782","22,538","13,420","13,067","9,725","11,100"
2020,8,0,"17,824",622,968,,"1,247","1,323",788,"1,558","1,631","1,437","1,512","3,480","1,008",803,580,867
2020,8,10,"21,990",817,"1,180",,"1,448","1,762","1,070","2,151","2,620","1,719","2,218","2,543","1,361","1,053",884,"1,164"
2020,8,20,"32,375","2,912","2,540",,"2,314","2,324","1,227","3,276","3,328","2,653","2,433","2,566","1,994","1,868","1,339","1,601"
2020,8,30,"30,489","2,612","2,451",,"2,413","2,090","1,183","2,742","2,391","2,637","1,880","4,082","1,595","1,787","1,259","1,367"
2020,8,40,"37,336","2,478","2,503",,"3,065","2,793","1,714","3,410","3,494","2,883","3,126","4,432","2,132","1,973","1,501","1,832"
2020,8,50,"39,178","2,974","2,761",,"2,788","2,919","1,635","4,198","4,011","3,197","3,025","2,851","2,487","2,527","1,856","1,949"
2020,8,60,"26,708","2,240","1,849",,"2,344","2,077","1,323","2,794","2,609","2,209","1,414","1,634","1,695","1,829","1,357","1,334"
2020,8,70,"13,588",989,938,,"1,551","1,316",723,"1,331","1,195",981,789,736,796,900,657,686
2020,8,80,"5,013",392,345,,535,540,254,449,441,367,350,193,307,304,269,267
2020,8,90,438,29,34,,42,51,17,32,41,28,33,21,35,22,20,33
2020,8,100,46,12,4,,4,1,1,3,3,2,2,0,10,1,3,0
2020,9,총,"225,715","16,073","15,511",,"17,712","17,113","9,891","21,804","22,752","18,478","16,726","22,544","13,298","13,036","9,703","11,074"
2020,9,0,"17,826",608,964,,"1,235","1,306",783,"1,528","1,767","1,480","1,493","3,470",966,781,583,862
2020,9,10,"21,974",817,"1,168",,"1,438","1,751","1,065","2,134","2,702","1,727","2,205","2,543","1,340","1,058",866,"1,160"
2020,9,20,"32,515","2,931","2,514",,"2,305","2,316","1,217","3,246","3,465","2,717","2,431","2,577","1,988","1,866","1,345","1,597"
2020,9,30,"30,526","2,613","2,434",,"2,397","2,062","1,177","2,719","2,575","2,722","1,850","4,028","1,587","1,768","1,251","1,343"
2020,9,40,"37,427","2,459","2,488",,"3,066","2,771","1,710","3,382","3,663","2,929","3,105","4,455","2,090","1,985","1,497","1,827"
2020,9,50,"39,276","2,974","2,753",,"2,780","2,913","1,629","4,159","4,137","3,243","3,040","2,859","2,481","2,519","1,843","1,946"
2020,9,60,"26,978","2,244","1,870",,"2,348","2,087","1,314","2,822","2,722","2,259","1,424","1,647","1,691","1,829","1,368","1,353"
2020,9,70,"13,638",995,933,,"1,555","1,312",725,"1,327","1,232",994,789,738,802,897,656,683
2020,9,80,"5,071",390,350,,543,542,255,449,445,378,353,205,309,311,270,271
2020,9,90,438,30,33,,41,52,15,35,41,27,34,22,34,21,21,32
2020,9,100,46,12,4,,4,1,1,3,3,2,2,0,10,1,3,0
2020,10,총,"226,232","16,066","15,494",,"17,696","17,115","9,869","21,698","23,221","18,639","16,778","22,597","13,266","13,037","9,678","11,078"
2020,10,0,"17,801",600,965,,"1,220","1,299",769,"1,520","1,824","1,490","1,495","3,451",958,770,583,857
2020,10,10,"21,941",809,"1,162",,"1,427","1,745","1,061","2,094","2,721","1,736","2,214","2,559","1,338","1,051",864,"1,160"
2020,10,20,"32,662","2,936","2,522",,"2,334","2,325","1,211","3,231","3,530","2,756","2,427","2,581","1,980","1,873","1,352","1,604"
2020,10,30,"30,497","2,593","2,405",,"2,373","2,055","1,163","2,689","2,699","2,734","1,853","3,990","1,587","1,780","1,239","1,337"
2020,10,40,"37,418","2,451","2,493",,"3,063","2,761","1,709","3,348","3,713","2,945","3,093","4,489","2,081","1,969","1,484","1,819"
2020,10,50,"39,417","2,992","2,744",,"2,784","2,923","1,631","4,153","4,194","3,256","3,073","2,882","2,477","2,530","1,834","1,944"
2020,10,60,"27,200","2,254","1,883",,"2,346","2,094","1,327","2,843","2,793","2,296","1,437","1,674","1,681","1,827","1,372","1,373"
2020,10,70,"13,682",997,929,,"1,563","1,317",723,"1,329","1,244","1,012",793,739,803,901,655,677
2020,10,80,"5,129",393,354,,540,543,259,454,459,384,357,209,316,313,272,276
2020,10,90,436,29,33,,42,51,15,34,41,27,34,22,35,22,20,31
2020,10,100,49,12,4,,4,2,1,3,3,3,2,1,10,1,3,0
2020,11,총,"226,656","16,078","15,480",,"17,703","17,124","9,880","21,676","23,335","18,889","16,781","22,641","13,284","13,051","9,656","11,078"
2020,11,0,"17,759",598,957,,"1,212","1,295",759,"1,513","1,833","1,529","1,494","3,424",955,770,577,843
2020,11,10,"21,949",799,"1,145",,"1,429","1,736","1,070","2,078","2,732","1,769","2,207","2,578","1,329","1,057",849,"1,171"
2020,11,20,"32,720","2,955","2,540",,"2,319","2,326","1,217","3,217","3,525","2,770","2,426","2,598","1,984","1,873","1,358","1,612"
2020,11,30,"30,548","2,607","2,395",,"2,369","2,053","1,153","2,690","2,738","2,775","1,863","3,979","1,587","1,788","1,223","1,328"
2020,11,40,"37,469","2,445","2,495",,"3,050","2,754","1,717","3,340","3,718","3,005","3,079","4,516","2,085","1,966","1,486","1,813"
2020,11,50,"39,438","2,994","2,738",,"2,795","2,915","1,633","4,140","4,195","3,277","3,079","2,891","2,480","2,524","1,832","1,945"
2020,11,60,"27,405","2,244","1,888",,"2,364","2,124","1,336","2,872","2,839","2,333","1,438","1,679","1,697","1,829","1,377","1,385"
2020,11,70,"13,706",998,932,,"1,569","1,313",718,"1,323","1,248","1,016",803,744,805,906,658,673
2020,11,80,"5,171",396,354,,548,553,261,465,463,384,357,209,316,315,273,277
2020,11,90,442,30,32,,44,53,15,35,41,28,33,22,36,22,20,31
2020,11,100,49,12,4,,4,2,1,3,3,3,2,1,10,1,3,0
2020,12,총,"227,342","16,130","15,503",,"17,671","17,086","9,867","21,618","23,395","19,679","16,728","22,616","13,268","13,043","9,652","11,086"
2020,12,0,"17,819",596,949,,"1,200","1,290",765,"1,501","1,833","1,665","1,478","3,406",957,763,582,834
2020,12,10,"21,925",810,"1,135",,"1,421","1,725","1,061","2,061","2,728","1,832","2,199","2,565","1,317","1,063",839,"1,169"
2020,12,20,"32,826","2,969","2,590",,"2,302","2,314","1,224","3,218","3,559","2,858","2,398","2,581","1,964","1,872","1,363","1,614"
2020,12,30,"30,694","2,613","2,383",,"2,366","2,042","1,147","2,687","2,734","2,921","1,870","3,978","1,594","1,792","1,225","1,342"
2020,12,40,"37,482","2,449","2,486",,"3,033","2,737","1,702","3,308","3,702","3,171","3,060","4,509","2,077","1,978","1,471","1,799"
2020,12,50,"39,509","2,995","2,746",,"2,798","2,904","1,626","4,135","4,221","3,377","3,077","2,892","2,466","2,486","1,829","1,957"
2020,12,60,"27,613","2,256","1,889",,"2,376","2,145","1,340","2,887","2,854","2,402","1,431","1,701","1,711","1,845","1,391","1,385"
2020,12,70,"13,752","1,006",936,,"1,575","1,305",719,"1,313","1,251","1,033",818,749,812,901,655,679
2020,12,80,"5,222",391,353,,552,566,266,472,468,389,362,209,323,321,274,276
2020,12,90,449,33,32,,43,56,16,33,42,28,33,25,36,21,20,31
2020,12,100,51,12,4,,5,2,1,3,3,3,2,1,11,1,3,0
2021,1,총,"227,731","16,237","15,540",,"17,679","17,076","9,859","21,591","23,403","19,991","16,698","22,658","13,243","13,035","9,663","11,058"
2021,1,0,"17,730",594,948,,"1,199","1,263",761,"1,484","1,816","1,714","1,458","3,386",949,755,585,818
2021,1,10,"21,883",820,"1,134",,"1,411","1,720","1,062","2,046","2,716","1,860","2,179","2,574","1,300","1,065",835,"1,161"
2021,1,20,"32,863","3,004","2,600",,"2,295","2,330","1,205","3,209","3,534","2,880","2,409","2,595","1,965","1,874","1,368","1,595"
2021,1,30,"30,692","2,643","2,385",,"2,354","2,033","1,140","2,670","2,761","2,978","1,863","3,945","1,589","1,769","1,220","1,342"
2021,1,40,"37,520","2,448","2,500",,"3,006","2,716","1,705","3,309","3,691","3,266","3,042","4,532","2,072","1,979","1,464","1,790"
2021,1,50,"39,568","3,000","2,750",,"2,830","2,918","1,624","4,142","4,204","3,382","3,082","2,907","2,451","2,475","1,838","1,965"
2021,1,60,"27,888","2,283","1,898",,"2,395","2,157","1,349","2,896","2,900","2,449","1,455","1,724","1,723","1,868","1,399","1,392"
2021,1,70,"13,823","1,004",941,,"1,583","1,311",725,"1,325","1,257","1,036",817,758,824,897,656,689
2021,1,80,"5,261",396,346,,558,568,270,475,477,394,362,211,322,331,275,276
2021,1,90,452,33,34,,43,58,17,32,44,29,29,25,37,21,20,30
2021,1,100,51,12,4,,5,2,1,3,3,3,2,1,11,1,3,0
2021,2,총,"227,725","16,331","15,537",,"17,727","17,028","9,839","21,521","23,373","20,049","16,703","22,670","13,242","13,052","9,620","11,033"
2021,2,0,"17,611",589,938,,"1,192","1,240",748,"1,466","1,817","1,725","1,445","3,374",945,762,567,803
2021,2,10,"21,806",821,"1,135",,"1,425","1,710","1,066","2,028","2,687","1,869","2,166","2,576","1,291","1,058",822,"1,152"
2021,2,20,"32,823","3,043","2,593",,"2,295","2,332","1,207","3,180","3,514","2,862","2,416","2,584","1,966","1,883","1,366","1,582"
2021,2,30,"30,582","2,664","2,395",,"2,345","2,025","1,129","2,659","2,761","2,978","1,866","3,885","1,584","1,753","1,205","1,333"
2021,2,40,"37,519","2,461","2,483",,"3,009","2,700","1,696","3,296","3,689","3,268","3,047","4,584","2,070","1,976","1,452","1,788"
2021,2,50,"39,607","2,985","2,756",,"2,856","2,922","1,624","4,136","4,203","3,405","3,082","2,922","2,452","2,472","1,827","1,965"
2021,2,60,"28,117","2,311","1,910",,"2,404","2,158","1,358","2,915","2,922","2,467","1,470","1,742","1,738","1,888","1,424","1,410"
2021,2,70,"13,821","1,010",936,,"1,588","1,307",722,"1,331","1,255","1,041",813,762,821,893,657,685
2021,2,80,"5,330",400,354,,565,574,270,475,477,402,366,215,327,344,276,285
2021,2,90,458,35,33,,43,58,18,32,45,29,30,25,37,22,21,30
2021,2,100,51,12,4,,5,2,1,3,3,3,2,1,11,1,3,0
2021,3,총,"227,191","16,432","15,511",,"17,651","16,970","9,805","21,395","23,342","20,008","16,681","22,741","13,188","12,996","9,488","10,983"
2021,3,0,"17,530",593,935,,"1,183","1,226",739,"1,454","1,804","1,724","1,432","3,376",949,762,563,790
2021,3,10,"21,766",822,"1,140",,"1,425","1,712","1,060","2,019","2,667","1,857","2,166","2,582","1,282","1,068",817,"1,149"
2021,3,20,"32,835","3,085","2,598",,"2,290","2,328","1,204","3,158","3,521","2,858","2,428","2,580","1,964","1,876","1,361","1,584"
2021,3,30,"30,466","2,679","2,399",,"2,305","2,002","1,118","2,645","2,747","2,976","1,863","3,884","1,590","1,751","1,181","1,326"
2021,3,40,"37,360","2,469","2,477",,"2,998","2,676","1,697","3,265","3,697","3,255","3,019","4,589","2,048","1,969","1,433","1,768"
2021,3,50,"39,446","2,989","2,729",,"2,841","2,934","1,615","4,099","4,186","3,394","3,080","2,941","2,444","2,436","1,798","1,960"
2021,3,60,"28,275","2,338","1,925",,"2,410","2,157","1,363","2,935","2,944","2,476","1,492","1,779","1,740","1,886","1,415","1,415"
2021,3,70,"13,725","1,009",922,,"1,581","1,300",720,"1,321","1,245","1,041",802,767,812,891,639,675
2021,3,80,"5,322",400,351,,573,578,270,469,485,397,369,216,326,340,264,284
2021,3,90,439,36,32,,44,56,18,29,46,28,29,26,32,16,15,32
2021,3,100,27,12,3,,1,1,1,1,0,2,1,1,1,1,2,0
2021,4,총,"227,112","16,424","15,521",,"17,645","16,941","9,797","21,331","23,335","20,043","16,682","22,763","13,227","12,981","9,476","10,946"
2021,4,0,"17,460",588,936,,"1,171","1,224",730,"1,442","1,794","1,732","1,431","3,362",945,760,561,784
2021,4,10,"21,673",831,"1,124",,"1,428","1,702","1,047","1,999","2,652","1,854","2,155","2,589","1,284","1,070",807,"1,131"
2021,4,20,"32,789","3,055","2,597",,"2,284","2,322","1,211","3,148","3,516","2,859","2,432","2,589","1,962","1,867","1,355","1,592"
2021,4,30,"30,458","2,685","2,415",,"2,294","2,001","1,117","2,627","2,768","2,958","1,871","3,859","1,613","1,751","1,192","1,307"
2021,4,40,"37,248","2,475","2,459",,"2,992","2,662","1,688","3,247","3,673","3,263","3,003","4,603","2,044","1,958","1,425","1,756"
2021,4,50,"39,477","2,989","2,741",,"2,858","2,930","1,620","4,092","4,188","3,407","3,090","2,946","2,450","2,433","1,778","1,955"
2021,4,60,"28,437","2,342","1,942",,"2,414","2,161","1,376","2,939","2,956","2,499","1,503","1,798","1,750","1,893","1,438","1,426"
2021,4,70,"13,737","1,008",915,,"1,583","1,295",715,"1,332","1,253","1,039",806,770,816,890,637,678
2021,4,80,"5,370",402,358,,578,588,274,474,488,404,363,220,330,340,267,284
2021,4,90,436,37,31,,42,55,18,30,47,26,27,26,32,18,14,33
2021,4,100,27,12,3,,1,1,1,1,0,2,1,1,1,1,2,0
2021,5,총,"227,073","16,414","15,513",,"17,637","16,942","9,783","21,312","23,341","20,070","16,649","22,772","13,241","12,986","9,479","10,934"
2021,5,0,"17,395",597,923,,"1,168","1,218",728,"1,435","1,793","1,733","1,427","3,348",938,761,551,775
2021,5,10,"21,613",823,"1,129",,"1,420","1,705","1,044","1,969","2,632","1,857","2,153","2,603","1,279","1,066",805,"1,128"
2021,5,20,"32,806","3,090","2,594",,"2,280","2,332","1,198","3,147","3,529","2,855","2,417","2,586","1,976","1,857","1,359","1,586"
2021,5,30,"30,399","2,707","2,427",,"2,273","1,986","1,118","2,614","2,766","2,942","1,867","3,836","1,619","1,757","1,186","1,301"
2021,5,40,"37,094","2,465","2,437",,"2,986","2,650","1,681","3,222","3,657","3,261","2,992","4,594","2,032","1,939","1,425","1,753"
2021,5,50,"39,552","2,978","2,747",,"2,859","2,932","1,622","4,104","4,187","3,421","3,094","2,969","2,455","2,448","1,775","1,961"
2021,5,60,"28,627","2,343","1,946",,"2,436","2,171","1,381","2,977","2,981","2,526","1,499","1,819","1,761","1,906","1,453","1,428"
2021,5,70,"13,729",989,911,,"1,585","1,295",716,"1,333","1,259","1,041",807,771,815,890,637,680
2021,5,80,"5,406",391,364,,587,594,276,479,489,406,365,219,333,343,272,288
2021,5,90,434,28,32,,42,58,18,31,48,26,27,26,32,18,14,34
2021,5,100,18,3,3,,1,1,1,1,0,2,1,1,1,1,2,0
2021,6,총,"227,380","16,399","15,566",,"17,615","16,932","9,748","21,302","23,301","20,510","16,628","22,758","13,241","12,962","9,500","10,918"
2021,6,0,"17,372",595,919,,"1,148","1,215",724,"1,432","1,786","1,770","1,424","3,336",937,757,555,774
2021,6,10,"21,568",809,"1,122",,"1,422","1,709","1,047","1,960","2,628","1,851","2,155","2,609","1,274","1,057",804,"1,121"
2021,6,20,"32,800","3,087","2,615",,"2,276","2,311","1,194","3,146","3,521","2,943","2,409","2,555","1,968","1,842","1,355","1,578"
2021,6,30,"30,482","2,731","2,435",,"2,259","1,980","1,115","2,596","2,760","3,062","1,865","3,799","1,617","1,773","1,194","1,296"
2021,6,40,"37,105","2,450","2,447",,"2,977","2,661","1,665","3,220","3,635","3,346","2,977","4,629","2,019","1,922","1,417","1,740"
2021,6,50,"39,569","2,977","2,751",,"2,856","2,930","1,617","4,106","4,169","3,465","3,091","2,970","2,457","2,431","1,776","1,973"
2021,6,60,"28,872","2,344","1,971",,"2,459","2,175","1,379","2,992","3,003","2,584","1,509","1,837","1,788","1,929","1,462","1,440"
2021,6,70,"13,707",984,906,,"1,585","1,294",708,"1,331","1,262","1,053",800,773,808,882,643,678
2021,6,80,"5,451",391,365,,591,599,280,487,489,407,369,222,342,348,277,284
2021,6,90,437,28,32,,41,57,18,32,48,27,28,27,30,20,15,34
2021,6,100,17,3,3,,1,1,1,0,0,2,1,1,1,1,2,0
2021,7,총,"227,975","16,465","15,604",,"17,617","16,936","9,722","21,252","23,299","21,057","16,634","22,749","13,239","12,957","9,535","10,909"
2021,7,0,"17,353",602,908,,"1,134","1,209",716,"1,428","1,778","1,834","1,414","3,332",923,754,553,768
2021,7,10,"21,576",806,"1,130",,"1,428","1,709","1,046","1,934","2,630","1,886","2,142","2,622","1,273","1,050",800,"1,120"
2021,7,20,"32,861","3,116","2,627",,"2,275","2,308","1,185","3,140","3,498","3,015","2,424","2,521","1,970","1,844","1,363","1,575"
2021,7,30,"30,624","2,756","2,426",,"2,254","1,965","1,104","2,583","2,767","3,247","1,850","3,782","1,628","1,773","1,204","1,285"
2021,7,40,"37,161","2,454","2,467",,"2,951","2,659","1,669","3,215","3,623","3,446","2,972","4,640","2,001","1,904","1,428","1,732"
2021,7,50,"39,647","2,982","2,752",,"2,882","2,942","1,602","4,097","4,160","3,504","3,111","2,972","2,470","2,432","1,770","1,971"
