년도,월,나이,대구광역시 남구,대구광역시 남구 이천동,대구광역시 남구 봉덕1동,대구광역시 남구 봉덕2동,대구광역시 남구 봉덕3동,대구광역시 남구 대명1동,대구광역시 남구 대명2동,대구광역시 남구 대명3동,대구광역시 남구 대명4동,대구광역시 남구 대명5동,대구광역시 남구 대명6동,대구광역시 남구 대명9동,대구광역시 남구 대명10동,대구광역시 남구 대명11동
2020,8,0,"6,966",835,408,687,871,548,407,383,480,295,575,800,348,329
2020,8,10,"9,585","1,051",528,888,"1,400",772,682,646,644,449,641,930,507,447
2020,8,20,"20,459","1,248","1,138","1,098","2,083","1,761","2,077","1,557","1,658","1,558","1,418","2,437","1,406","1,020"
2020,8,30,"17,378","1,338","1,182","1,121","1,940","1,458","1,396","1,150","1,230",941,"1,366","2,184","1,148",924
2020,8,40,"20,593","2,035","1,369","1,495","2,629","1,621","1,468","1,527","1,406",988,"1,431","2,336","1,206","1,082"
2020,8,50,"25,205","1,962","1,663","1,829","2,968","2,055","1,815","2,043","2,057","1,307","1,576","2,730","1,658","1,542"
2020,8,60,"23,733","1,766","1,482","1,850","2,799","1,816","1,684","1,960","2,032","1,219","1,420","2,365","1,657","1,683"
2020,8,70,"15,156","1,385",933,"1,148","1,677","1,098","1,192","1,286","1,221",845,861,"1,508","1,006",996
2020,8,80,"7,163",750,536,630,883,442,534,541,493,404,401,636,469,444
2020,8,90,913,123,58,98,106,73,63,63,52,44,48,89,50,46
2020,8,100,84,8,7,6,11,3,7,10,8,4,5,10,2,3
2020,9,총,"146,864","12,469","9,293","10,829","17,369","11,666","11,140","11,166","11,290","7,912","9,734","16,016","9,443","8,537"
2020,9,0,"6,868",827,397,676,873,538,401,382,483,282,565,780,347,317
2020,9,10,"9,536","1,052",523,889,"1,391",778,663,638,645,446,636,926,496,453
2020,9,20,"20,453","1,235","1,140","1,107","2,095","1,775","2,062","1,552","1,653","1,525","1,426","2,437","1,418","1,028"
2020,9,30,"17,266","1,323","1,166","1,099","1,926","1,453","1,383","1,154","1,236",918,"1,363","2,178","1,145",922
2020,9,40,"20,529","2,035","1,374","1,484","2,622","1,625","1,444","1,520","1,407",962,"1,439","2,343","1,191","1,083"
2020,9,50,"25,130","1,965","1,655","1,844","2,971","2,052","1,768","2,043","2,045","1,290","1,565","2,725","1,666","1,541"
2020,9,60,"23,738","1,758","1,489","1,838","2,795","1,823","1,658","1,976","2,051","1,202","1,424","2,372","1,658","1,694"
2020,9,70,"15,163","1,383",943,"1,155","1,686","1,104","1,163","1,292","1,221",840,855,"1,516","1,001","1,004"
2020,9,80,"7,180",756,543,634,891,441,529,535,492,398,407,637,473,444
2020,9,90,916,127,56,96,107,74,62,64,50,45,49,92,46,48
2020,9,100,85,8,7,7,12,3,7,10,7,4,5,10,2,3
2020,10,총,"146,513","12,415","9,322","11,031","17,280","11,675","10,985","11,136","11,256","7,689","9,736","16,030","9,430","8,528"
2020,10,0,"6,822",807,397,709,854,532,395,377,480,271,566,780,343,311
2020,10,10,"9,460","1,050",526,903,"1,372",770,649,628,640,429,634,921,488,450
2020,10,20,"20,427","1,236","1,153","1,140","2,089","1,792","2,036","1,554","1,642","1,478","1,426","2,438","1,408","1,035"
2020,10,30,"17,193","1,319","1,156","1,142","1,911","1,437","1,371","1,144","1,229",901,"1,344","2,184","1,140",915
2020,10,40,"20,429","2,006","1,376","1,520","2,576","1,611","1,436","1,516","1,408",928,"1,434","2,350","1,198","1,070"
2020,10,50,"25,040","1,966","1,665","1,864","2,975","2,056","1,731","2,026","2,029","1,252","1,577","2,702","1,656","1,541"
2020,10,60,"23,808","1,757","1,499","1,858","2,800","1,840","1,632","1,987","2,066","1,174","1,435","2,393","1,673","1,694"
2020,10,70,"15,128","1,381",943,"1,154","1,700","1,113","1,137","1,295","1,210",812,854,"1,520",999,"1,010"
2020,10,80,"7,191",757,543,634,883,448,529,534,493,398,411,635,475,451
2020,10,90,930,128,58,100,108,73,62,65,52,41,50,97,48,48
2020,10,100,85,8,6,7,12,3,7,10,7,5,5,10,2,3
2020,11,총,"146,658","12,378","9,282","11,728","17,258","11,657","10,885","11,097","11,234","7,501","9,698","16,026","9,389","8,525"
2020,11,0,"6,806",781,381,800,844,531,387,368,476,264,560,764,344,306
2020,11,10,"9,457","1,058",525,947,"1,359",759,641,632,634,417,625,916,493,451
2020,11,20,"20,452","1,224","1,147","1,221","2,090","1,797","2,035","1,548","1,641","1,452","1,418","2,458","1,387","1,034"
2020,11,30,"17,193","1,296","1,144","1,304","1,903","1,430","1,361","1,132","1,218",885,"1,318","2,166","1,120",916
2020,11,40,"20,439","1,999","1,357","1,631","2,568","1,610","1,405","1,517","1,406",904,"1,435","2,351","1,197","1,059"
2020,11,50,"25,040","1,981","1,651","1,972","2,964","2,045","1,710","2,010","2,026","1,212","1,576","2,706","1,651","1,536"
2020,11,60,"23,927","1,753","1,510","1,922","2,830","1,852","1,623","1,989","2,069","1,152","1,438","2,401","1,675","1,713"
2020,11,70,"15,138","1,395",949,"1,180","1,703","1,104","1,131","1,296","1,211",784,861,"1,522",991,"1,011"
2020,11,80,"7,191",757,552,644,879,454,524,530,493,383,409,636,480,450
2020,11,90,930,126,60,100,106,72,61,65,53,43,53,96,49,46
2020,11,100,85,8,6,7,12,3,7,10,7,5,5,10,2,3
2020,12,총,"146,632","12,358","9,285","12,072","17,249","11,644","10,805","11,062","11,254","7,400","9,643","16,002","9,346","8,512"
2020,12,0,"6,821",776,379,838,850,524,382,371,475,264,546,774,338,304
2020,12,10,"9,419","1,050",520,980,"1,355",744,632,627,630,412,625,908,486,450
2020,12,20,"20,457","1,219","1,146","1,251","2,108","1,807","2,037","1,518","1,660","1,431","1,408","2,455","1,380","1,037"
2020,12,30,"17,178","1,309","1,151","1,348","1,888","1,421","1,338","1,155","1,213",878,"1,292","2,153","1,111",921
2020,12,40,"20,403","1,987","1,353","1,696","2,559","1,601","1,395","1,498","1,399",897,"1,439","2,335","1,206","1,038"
2020,12,50,"24,967","1,977","1,638","2,021","2,958","2,051","1,695","1,996","2,022","1,184","1,570","2,703","1,623","1,529"
2020,12,60,"23,994","1,752","1,521","1,973","2,820","1,861","1,615","1,988","2,090","1,143","1,426","2,407","1,677","1,721"
2020,12,70,"15,135","1,396",953,"1,201","1,700","1,103","1,116","1,299","1,213",767,868,"1,521",991,"1,007"
2020,12,80,"7,232",758,559,660,890,457,526,534,488,377,410,639,481,453
2020,12,90,939,125,59,97,109,72,62,66,56,42,54,97,51,49
2020,12,100,87,9,6,7,12,3,7,10,8,5,5,10,2,3
2021,1,총,"146,428","12,353","9,251","12,179","17,240","11,587","10,726","11,044","11,247","7,293","9,635","16,059","9,305","8,509"
2021,1,0,"6,760",780,371,843,850,506,380,373,473,257,540,763,328,296
2021,1,10,"9,358","1,044",523,985,"1,336",744,628,612,620,395,629,908,486,448
2021,1,20,"20,412","1,215","1,139","1,266","2,121","1,789","2,005","1,503","1,667","1,414","1,424","2,486","1,353","1,030"
2021,1,30,"17,114","1,295","1,138","1,376","1,878","1,393","1,327","1,159","1,218",859,"1,282","2,161","1,123",905
2021,1,40,"20,276","1,993","1,336","1,703","2,535","1,587","1,383","1,484","1,381",877,"1,419","2,331","1,205","1,042"
2021,1,50,"24,919","1,975","1,631","2,038","2,954","2,040","1,675","2,006","2,023","1,173","1,571","2,705","1,601","1,527"
2021,1,60,"24,117","1,762","1,531","2,000","2,839","1,887","1,618","1,982","2,091","1,139","1,427","2,429","1,681","1,731"
2021,1,70,"15,143","1,389",954,"1,198","1,705","1,099","1,112","1,302","1,213",757,869,"1,529",997,"1,019"
2021,1,80,"7,279",762,562,665,894,464,528,546,497,374,413,636,478,460
2021,1,90,961,129,60,98,115,75,63,66,56,43,56,101,51,48
2021,1,100,89,9,6,7,13,3,7,11,8,5,5,10,2,3
2021,2,총,"146,255","12,331","9,275","12,199","17,212","11,550","10,658","11,072","11,243","7,299","9,660","15,971","9,275","8,510"
2021,2,0,"6,720",774,367,842,842,495,379,369,474,262,538,757,327,294
2021,2,10,"9,305","1,032",524,981,"1,336",735,616,612,628,398,628,886,482,447
2021,2,20,"20,398","1,227","1,132","1,267","2,097","1,799","1,995","1,527","1,651","1,420","1,447","2,464","1,345","1,027"
2021,2,30,"17,016","1,270","1,144","1,373","1,872","1,383","1,318","1,151","1,223",852,"1,280","2,131","1,114",905
2021,2,40,"20,202","1,987","1,337","1,707","2,519","1,574","1,365","1,492","1,382",882,"1,412","2,314","1,192","1,039"
2021,2,50,"24,856","1,977","1,644","2,043","2,948","2,041","1,668","1,984","2,023","1,161","1,572","2,691","1,593","1,511"
2021,2,60,"24,213","1,767","1,535","2,008","2,866","1,892","1,602","2,005","2,078","1,146","1,440","2,442","1,683","1,749"
2021,2,70,"15,125","1,387",959,"1,205","1,694","1,094","1,113","1,299","1,206",755,870,"1,532",995,"1,016"
2021,2,80,"7,360",773,567,665,908,460,532,554,511,375,413,645,488,469
2021,2,90,971,128,60,101,117,74,63,68,59,43,55,99,54,50
2021,2,100,89,9,6,7,13,3,7,11,8,5,5,10,2,3
2021,3,총,"146,006","12,319","9,271","12,222","17,149","11,501","10,605","11,062","11,227","7,250","9,643","15,958","9,275","8,524"
2021,3,0,"6,690",769,362,843,834,491,372,370,464,256,533,770,326,300
2021,3,10,"9,287","1,043",525,988,"1,326",736,615,603,626,394,631,885,475,440
2021,3,20,"20,352","1,225","1,132","1,251","2,091","1,790","1,989","1,543","1,655","1,408","1,444","2,446","1,343","1,035"
2021,3,30,"16,962","1,256","1,132","1,369","1,866","1,370","1,303","1,145","1,219",852,"1,275","2,138","1,129",908
2021,3,40,"20,109","1,971","1,350","1,722","2,508","1,562","1,352","1,484","1,364",869,"1,387","2,328","1,183","1,029"
2021,3,50,"24,733","1,989","1,626","2,035","2,927","2,017","1,656","1,973","2,024","1,156","1,569","2,660","1,588","1,513"
2021,3,60,"24,295","1,770","1,541","2,025","2,869","1,901","1,602","2,007","2,091","1,148","1,458","2,452","1,683","1,748"
2021,3,70,"15,108","1,387",958,"1,214","1,694","1,097","1,110","1,299","1,204",745,867,"1,525",991,"1,017"
2021,3,80,"7,425",772,576,670,915,462,539,556,515,377,418,646,501,478
2021,3,90,977,130,65,100,111,73,62,73,59,42,57,99,53,53
2021,3,100,68,7,4,5,8,2,5,9,6,3,4,9,3,3
2021,4,총,"146,188","12,321","9,239","12,637","17,036","11,496","10,559","11,041","11,207","7,202","9,621","15,953","9,263","8,613"
2021,4,0,"6,690",757,343,924,821,485,370,362,462,247,529,761,322,307
2021,4,10,"9,296","1,043",523,"1,023","1,317",737,610,598,626,396,630,878,471,444
2021,4,20,"20,407","1,238","1,120","1,271","2,081","1,803","1,998","1,546","1,640","1,418","1,454","2,443","1,334","1,061"
2021,4,30,"17,037","1,251","1,127","1,492","1,842","1,365","1,294","1,146","1,219",837,"1,252","2,143","1,128",941
2021,4,40,"20,091","1,955","1,337","1,813","2,471","1,555","1,345","1,479","1,357",858,"1,384","2,314","1,186","1,037"
2021,4,50,"24,741","2,008","1,636","2,075","2,911","2,008","1,644","1,966","2,018","1,149","1,571","2,657","1,580","1,518"
2021,4,60,"24,344","1,774","1,552","2,042","2,863","1,901","1,590","2,003","2,098","1,141","1,464","2,466","1,694","1,756"
2021,4,70,"15,063","1,377",954,"1,219","1,684","1,099","1,103","1,300","1,204",739,859,"1,524",988,"1,013"
2021,4,80,"7,467",779,576,674,924,468,539,561,515,373,417,655,505,481
2021,4,90,983,132,67,99,114,73,61,70,62,41,57,103,52,52
2021,4,100,69,7,4,5,8,2,5,10,6,3,4,9,3,3
2021,5,총,"146,066","12,297","9,222","12,791","16,949","11,447","10,536","10,988","11,185","7,137","9,641","15,952","9,231","8,690"
2021,5,0,"6,669",750,337,949,811,478,371,361,453,247,525,745,320,322
2021,5,10,"9,274","1,038",522,"1,038","1,306",723,601,591,626,387,628,898,470,446
2021,5,20,"20,306","1,238","1,108","1,282","2,073","1,803","2,003","1,522","1,632","1,399","1,455","2,407","1,318","1,066"
2021,5,30,"17,049","1,238","1,124","1,532","1,821","1,358","1,279","1,159","1,218",831,"1,259","2,142","1,127",961
2021,5,40,"20,009","1,946","1,322","1,832","2,441","1,538","1,345","1,472","1,348",845,"1,385","2,308","1,174","1,053"
2021,5,50,"24,735","2,021","1,631","2,083","2,920","2,004","1,650","1,935","2,018","1,148","1,569","2,660","1,572","1,524"
2021,5,60,"24,403","1,769","1,560","2,059","2,860","1,907","1,589","2,011","2,100","1,131","1,472","2,481","1,703","1,761"
2021,5,70,"15,044","1,373",962,"1,225","1,669","1,095","1,097","1,300","1,197",737,866,"1,526",984,"1,013"
2021,5,80,"7,509",785,585,686,925,465,535,556,524,367,420,669,507,485
2021,5,90,998,132,67,99,115,74,61,71,63,42,58,107,53,56
2021,5,100,70,7,4,6,8,2,5,10,6,3,4,9,3,3
2021,6,총,"145,105","12,185","9,151","12,786","16,756","11,438","10,397","10,931","11,115","6,982","9,658","15,842","9,211","8,653"
2021,6,0,"6,664",747,338,962,820,481,374,356,448,240,526,740,317,315
2021,6,10,"9,206","1,031",511,"1,044","1,289",725,596,580,623,384,627,885,473,438
2021,6,20,"20,261","1,237","1,107","1,268","2,067","1,808","2,009","1,533","1,615","1,386","1,461","2,394","1,323","1,053"
2021,6,30,"16,971","1,223","1,112","1,551","1,796","1,349","1,264","1,147","1,217",827,"1,256","2,145","1,115",969
2021,6,40,"19,843","1,924","1,306","1,832","2,425","1,519","1,318","1,459","1,338",832,"1,402","2,281","1,164","1,043"
2021,6,50,"24,571","2,008","1,627","2,079","2,907","2,012","1,614","1,919","2,000","1,108","1,557","2,640","1,574","1,526"
2021,6,60,"24,265","1,745","1,557","2,047","2,825","1,913","1,563","2,026","2,096","1,098","1,477","2,471","1,697","1,750"
2021,6,70,"14,904","1,367",951,"1,216","1,626","1,091","1,081","1,289","1,193",716,863,"1,515",985,"1,011"
2021,6,80,"7,449",779,581,689,890,468,522,554,518,347,427,670,510,494
2021,6,90,950,123,61,95,109,71,55,66,64,43,58,101,51,53
2021,6,100,21,1,0,3,2,1,1,2,3,1,4,0,2,1
2021,7,총,"144,889","12,160","9,196","12,815","16,730","11,413","10,384","10,918","11,113","6,836","9,628","15,825","9,191","8,680"
2021,7,0,"6,614",727,344,953,825,473,370,356,444,239,523,728,320,312
2021,7,10,"9,164","1,032",506,"1,049","1,281",724,592,572,626,376,625,885,466,430
2021,7,20,"20,225","1,233","1,119","1,275","2,067","1,806","2,001","1,530","1,615","1,370","1,454","2,383","1,311","1,061"
2021,7,30,"16,954","1,206","1,115","1,553","1,800","1,341","1,270","1,155","1,217",808,"1,243","2,147","1,116",983
2021,7,40,"19,790","1,919","1,313","1,841","2,400","1,511","1,301","1,444","1,329",826,"1,402","2,289","1,167","1,048"
2021,7,50,"24,477","2,002","1,624","2,073","2,907","1,995","1,617","1,923","1,993","1,078","1,557","2,639","1,546","1,523"
2021,7,60,"24,335","1,763","1,574","2,065","2,814","1,929","1,565","2,032","2,112","1,073","1,483","2,473","1,700","1,752"
2021,7,70,"14,885","1,370",960,"1,218","1,626","1,091","1,087","1,283","1,193",686,856,"1,502",995,"1,018"
2021,7,80,"7,461",784,576,690,896,472,526,554,514,339,423,679,512,496
2021,7,90,963,123,65,95,112,70,54,67,67,41,58,99,56,56
2021,7,100,21,1,0,3,2,1,1,2,3,0,4,1,2,1
2021,8,총,"144,564","12,150","9,190","12,819","16,725","11,448","10,338","10,842","11,106","6,679","9,610","15,815","9,159","8,683"
2021,8,0,"6,573",722,345,957,835,465,362,348,442,233,511,726,315,312
2021,8,10,"9,122","1,032",505,"1,044","1,274",734,574,565,623,370,625,884,460,432
2021,8,20,"20,139","1,223","1,114","1,267","2,055","1,808","1,986","1,524","1,607","1,352","1,454","2,380","1,311","1,058"
2021,8,30,"16,927","1,210","1,120","1,563","1,800","1,334","1,275","1,141","1,225",785,"1,237","2,143","1,107",987
2021,8,40,"19,714","1,911","1,307","1,831","2,403","1,527","1,288","1,433","1,324",812,"1,397","2,284","1,158","1,039"
2021,8,50,"24,391","2,000","1,623","2,077","2,901","1,993","1,615","1,897","1,988","1,051","1,553","2,630","1,536","1,527"
2021,8,60,"24,348","1,768","1,572","2,064","2,808","1,945","1,572","2,032","2,112","1,057","1,493","2,471","1,703","1,751"
2021,8,70,"14,896","1,371",969,"1,220","1,632","1,092","1,083","1,282","1,197",662,859,"1,515",992,"1,022"
2021,8,80,"7,465",788,571,695,899,480,526,554,519,315,420,682,516,500
2021,8,90,968,124,63,98,116,69,56,64,67,42,57,99,59,54
2021,8,100,21,1,1,3,2,1,1,2,2,0,4,1,2,1
2021,9,총,"144,484","12,138","9,185","12,808","16,717","11,444","10,363","10,878","11,125","6,574","9,628","15,794","9,169","8,661"
2021,9,0,"6,509",717,339,950,824,460,366,347,441,218,509,727,311,300
2021,9,10,"9,109","1,025",508,"1,045","1,265",741,573,568,620,364,625,879,462,434
2021,9,20,"20,121","1,226","1,119","1,250","2,054","1,787","2,001","1,527","1,608","1,363","1,462","2,362","1,317","1,045"
2021,9,30,"16,945","1,192","1,108","1,579","1,801","1,341","1,283","1,153","1,235",779,"1,236","2,131","1,119",988
2021,9,40,"19,681","1,916","1,308","1,832","2,394","1,529","1,293","1,436","1,323",790,"1,404","2,285","1,143","1,028"
2021,9,50,"24,342","2,001","1,618","2,061","2,895","1,997","1,606","1,902","1,991","1,027","1,552","2,625","1,539","1,528"
2021,9,60,"24,385","1,776","1,581","2,069","2,826","1,941","1,572","2,034","2,113","1,042","1,495","2,486","1,697","1,753"
2021,9,70,"14,893","1,373",965,"1,227","1,631","1,093","1,084","1,285","1,198",643,859,"1,515",995,"1,025"
2021,9,80,"7,506",786,573,694,908,486,529,559,525,308,426,684,525,503
2021,9,90,967,125,65,97,116,68,55,65,69,40,56,98,58,55
2021,9,100,26,1,1,4,3,1,1,2,2,0,4,2,3,2
2021,10,총,"144,119","12,099","9,175","12,750","16,646","11,438","10,331","10,851","11,131","6,482","9,613","15,774","9,160","8,669"
2021,10,0,"6,453",710,336,941,812,457,361,347,438,213,504,721,314,299
2021,10,10,"9,028","1,028",501,"1,036","1,256",731,567,565,611,358,622,867,451,435
2021,10,20,"20,046","1,216","1,119","1,241","2,033","1,783","1,991","1,519","1,624","1,336","1,460","2,371","1,305","1,048"
2021,10,30,"16,883","1,183","1,102","1,568","1,788","1,344","1,274","1,149","1,224",771,"1,241","2,126","1,121",992
