년도,월,나이,안동시,풍산읍,와룡면,북후면,서후면,풍천면,일직면,남후면,남선면,임하면,길안면,임동면,예안면,도산면,녹전면,중구동,명륜동,용상동,서구동,태화동,평화동,안기동,옥동,송하동,강남동
2020,2,0,"11,116",216,93,72,88,225,52,37,60,79,54,33,47,28,29,263,331,"1,979",711,967,432,402,"2,207","1,569","1,142"
2020,2,10,"14,086",295,227,101,165,272,139,74,93,114,78,57,55,54,72,377,426,"2,406",901,"1,032",565,620,"2,708","1,706","1,549"
2020,2,20,"16,887",497,325,160,372,606,151,87,182,217,149,96,102,67,79,561,555,"3,034",862,"1,520",672,717,"2,798","1,919","1,159"
2020,2,30,"15,989",419,197,178,229,584,134,93,133,172,126,72,89,79,80,551,492,"2,645",895,"1,637",673,623,"2,692","2,094","1,102"
2020,2,40,"22,731",640,371,344,387,585,279,178,189,293,197,163,132,140,152,663,749,"3,618","1,404","1,957",935,901,"3,883","2,583","1,988"
2020,2,50,"26,957","1,134",714,579,641,832,490,308,463,556,542,329,408,300,310,863,972,"3,550","1,525","2,297","1,100","1,259","3,668","2,723","1,394"
2020,2,60,"24,470","1,363",874,611,815,887,620,387,449,675,665,451,451,425,444,907,807,"2,677","1,457","2,156","1,114","1,090","2,485","1,806",854
2020,2,70,"16,660","1,121",763,569,550,754,563,379,327,489,567,352,377,346,362,688,564,"1,586","1,034","1,394",718,595,"1,215",853,494
2020,2,80,"9,305",750,536,405,368,455,386,274,215,318,350,237,228,207,235,290,250,824,501,613,291,221,640,468,243
2020,2,90,"1,380",114,72,66,76,62,63,46,35,60,42,20,28,31,28,51,33,113,67,77,58,34,97,69,38
2020,2,100,64,8,4,1,1,3,2,1,0,3,1,4,2,0,1,2,0,6,5,7,2,0,3,5,3
2020,3,총,"159,338","6,522","4,156","3,100","3,640","5,276","2,863","1,858","2,137","2,953","2,757","1,791","1,910","1,678","1,789","5,179","5,149","22,447","9,325","13,620","6,574","6,449","22,225","15,735","10,205"
2020,3,0,"11,050",215,94,74,83,223,54,38,62,72,56,32,45,30,30,261,329,"1,981",699,959,431,397,"2,179","1,551","1,155"
2020,3,10,"14,020",298,224,105,154,264,137,73,91,115,77,56,56,53,73,371,425,"2,397",902,"1,024",568,618,"2,681","1,697","1,561"
2020,3,20,"16,753",490,324,156,359,618,148,84,171,212,144,95,95,67,73,556,549,"3,004",855,"1,500",677,715,"2,774","1,875","1,212"
2020,3,30,"15,861",400,193,180,222,589,132,92,138,168,126,68,93,79,81,541,477,"2,620",882,"1,625",666,614,"2,651","2,076","1,148"
2020,3,40,"22,662",627,357,344,378,588,276,173,189,288,194,155,130,136,151,646,743,"3,649","1,417","1,935",939,899,"3,849","2,574","2,025"
2020,3,50,"26,874","1,135",716,581,632,835,477,301,451,545,535,325,400,304,308,850,969,"3,540","1,510","2,308","1,094","1,242","3,649","2,714","1,453"
2020,3,60,"24,573","1,360",871,614,821,886,619,391,451,678,660,447,454,427,439,911,805,"2,708","1,450","2,156","1,125","1,099","2,499","1,829",873
2020,3,70,"16,698","1,124",761,566,547,749,568,381,331,494,569,352,377,343,366,689,560,"1,600","1,033","1,403",710,606,"1,208",868,493
2020,3,80,"9,384",753,541,413,367,457,385,276,217,319,353,235,230,207,239,302,260,826,502,624,304,225,629,479,241
2020,3,90,"1,399",112,71,66,77,64,65,48,36,58,42,22,28,32,28,50,32,116,70,79,58,34,103,67,41
2020,3,100,64,8,4,1,0,3,2,1,0,4,1,4,2,0,1,2,0,6,5,7,2,0,3,5,3
2020,4,총,"159,035","6,487","4,154","3,070","3,606","5,296","2,848","1,857","2,123","2,921","2,736","1,782","1,903","1,656","1,770","5,176","5,142","22,445","9,312","13,552","6,549","6,428","22,189","15,694","10,339"
2020,4,0,"10,992",214,97,75,84,217,55,36,57,66,55,32,43,28,28,269,329,"1,976",685,953,429,397,"2,167","1,541","1,159"
2020,4,10,"13,940",296,221,100,142,264,136,73,91,112,78,56,55,50,72,364,429,"2,385",905,"1,004",570,616,"2,672","1,685","1,564"
2020,4,20,"16,704",485,322,153,352,630,146,85,171,206,138,91,93,65,69,540,546,"3,015",857,"1,482",670,704,"2,779","1,874","1,231"
2020,4,30,"15,774",394,198,167,221,603,132,87,137,165,124,67,95,75,75,546,469,"2,609",871,"1,610",649,607,"2,634","2,076","1,163"
2020,4,40,"22,554",607,353,338,362,587,270,173,181,281,187,154,128,128,151,649,735,"3,649","1,417","1,915",942,895,"3,838","2,557","2,057"
2020,4,50,"26,750","1,124",707,578,626,832,468,300,447,538,523,321,391,302,301,854,969,"3,534","1,513","2,299","1,084","1,232","3,637","2,682","1,488"
2020,4,60,"24,686","1,364",871,610,824,885,614,398,449,678,661,447,461,426,439,905,813,"2,714","1,455","2,162","1,132","1,106","2,522","1,855",895
2020,4,70,"16,716","1,116",768,565,549,753,572,374,334,492,573,352,371,341,367,692,563,"1,610","1,025","1,409",705,607,"1,208",877,493
2020,4,80,"9,447",769,539,419,367,455,386,282,220,320,353,236,238,208,240,305,258,832,510,633,307,230,625,473,242
2020,4,90,"1,408",110,74,64,79,67,67,48,36,60,43,21,26,33,27,50,31,115,69,78,59,34,104,69,44
2020,4,100,64,8,4,1,0,3,2,1,0,3,1,5,2,0,1,2,0,6,5,7,2,0,3,5,3
2020,5,총,"158,820","6,472","4,157","3,074","3,619","5,288","2,832","1,835","2,126","2,915","2,742","1,771","1,900","1,654","1,776","5,166","5,111","22,407","9,319","13,544","6,538","6,415","22,154","15,655","10,350"
2020,5,0,"10,948",212,97,74,91,214,52,36,58,66,56,32,42,28,30,266,330,"1,969",687,955,423,392,"2,151","1,530","1,157"
2020,5,10,"13,865",297,225,102,140,259,131,71,90,115,79,52,55,49,72,358,423,"2,379",910,996,568,613,"2,646","1,689","1,546"
2020,5,20,"16,620",476,318,150,345,633,142,85,168,198,140,92,91,65,67,536,532,"2,997",862,"1,470",668,699,"2,782","1,868","1,236"
2020,5,30,"15,721",392,199,169,221,602,127,82,140,167,123,64,92,74,77,540,461,"2,596",871,"1,614",664,604,"2,619","2,061","1,162"
2020,5,40,"22,486",601,357,341,366,588,260,170,178,280,190,152,126,125,149,651,729,"3,630","1,413","1,910",934,887,"3,825","2,553","2,071"
2020,5,50,"26,718","1,127",707,572,630,823,470,298,446,536,528,311,393,299,306,842,968,"3,548","1,500","2,295","1,079","1,236","3,644","2,668","1,492"
2020,5,60,"24,743","1,354",867,617,822,892,622,396,455,679,659,451,461,428,440,900,818,"2,716","1,459","2,171","1,132","1,107","2,534","1,857",906
2020,5,70,"16,715","1,118",764,560,552,751,568,370,330,489,569,350,371,342,362,709,559,"1,616","1,023","1,410",704,610,"1,214",881,493
2020,5,80,"9,521",775,543,424,370,456,390,280,224,321,354,240,241,209,246,311,258,837,519,638,307,232,633,474,239
2020,5,90,"1,418",112,76,64,82,66,68,46,37,61,43,22,26,35,26,51,33,113,69,78,57,35,104,69,45
2020,5,100,65,8,4,1,0,4,2,1,0,3,1,5,2,0,1,2,0,6,6,7,2,0,2,5,3
2020,6,총,"158,526","6,469","4,149","3,076","3,601","5,273","2,829","1,824","2,123","2,913","2,735","1,765","1,896","1,652","1,781","5,145","5,104","22,408","9,300","13,507","6,497","6,374","22,077","15,643","10,385"
2020,6,0,"10,880",207,98,75,88,210,50,31,52,65,53,32,42,29,30,264,326,"1,974",681,947,411,381,"2,148","1,534","1,152"
2020,6,10,"13,826",294,219,100,132,256,130,71,89,113,80,50,55,49,72,358,419,"2,382",906,997,570,610,"2,639","1,679","1,556"
2020,6,20,"16,509",472,308,150,343,624,149,81,169,195,137,88,86,66,68,527,535,"2,989",859,"1,462",668,684,"2,752","1,864","1,233"
2020,6,30,"15,651",388,205,173,220,606,125,81,140,165,126,64,92,73,79,529,464,"2,593",873,"1,611",644,596,"2,596","2,038","1,170"
2020,6,40,"22,464",608,351,334,366,591,261,169,178,281,188,151,124,121,149,649,730,"3,639","1,408","1,907",933,887,"3,820","2,551","2,068"
2020,6,50,"26,646","1,120",706,577,626,820,462,299,443,542,523,307,394,301,306,838,961,"3,531","1,492","2,289","1,069","1,227","3,627","2,671","1,515"
2020,6,60,"24,852","1,368",875,620,819,894,626,395,459,682,663,459,462,426,446,904,818,"2,730","1,465","2,169","1,135","1,113","2,541","1,874",909
2020,6,70,"16,700","1,115",760,562,556,745,573,369,330,487,566,348,367,344,359,707,558,"1,617","1,023","1,409",699,609,"1,217",888,492
2020,6,80,"9,518",776,546,419,370,457,386,281,226,319,355,239,246,207,243,317,258,836,518,635,310,233,630,468,243
2020,6,90,"1,417",114,78,65,81,66,65,46,37,61,43,22,26,36,28,50,35,111,69,74,56,34,105,71,44
2020,6,100,63,7,3,1,0,4,2,1,0,3,1,5,2,0,1,2,0,6,6,7,2,0,2,5,3
2020,7,총,"158,765","6,453","4,144","3,067","3,580","5,895","2,818","1,822","2,115","2,904","2,736","1,760","1,896","1,648","1,773","5,139","5,117","22,355","9,280","13,461","6,487","6,341","21,999","15,608","10,367"
2020,7,0,"10,898",207,95,74,90,310,49,31,52,63,52,32,44,29,30,261,324,"1,968",679,937,411,378,"2,137","1,503","1,142"
2020,7,10,"13,803",295,215,97,126,308,127,69,85,111,78,47,55,46,72,354,422,"2,367",898,993,566,608,"2,640","1,682","1,542"
2020,7,20,"16,580",471,310,151,325,763,148,79,167,199,137,87,89,68,65,523,535,"2,977",852,"1,462",667,669,"2,741","1,865","1,230"
2020,7,30,"15,657",383,205,176,216,752,125,82,139,160,123,63,88,70,76,527,463,"2,587",870,"1,599",634,595,"2,554","2,014","1,156"
2020,7,40,"22,530",604,350,332,371,687,257,168,179,280,188,153,123,121,149,653,731,"3,623","1,407","1,894",937,891,"3,819","2,544","2,069"
2020,7,50,"26,643","1,119",705,573,620,874,463,299,443,540,518,307,394,303,304,836,965,"3,518","1,488","2,276","1,072","1,216","3,612","2,668","1,530"
2020,7,60,"24,931","1,371",882,620,826,916,622,394,460,681,671,462,462,426,449,906,820,"2,739","1,470","2,177","1,141","1,103","2,536","1,887",910
2020,7,70,"16,715","1,113",755,561,552,756,570,371,325,487,565,344,367,343,356,712,560,"1,620","1,025","1,409",688,616,"1,222",898,500
2020,7,80,"9,531",769,547,418,373,460,390,280,229,318,360,238,246,206,244,316,262,838,518,631,313,232,633,468,242
2020,7,90,"1,414",114,77,64,81,65,65,48,36,62,43,22,26,36,27,49,35,112,67,76,56,33,103,74,43
2020,7,100,63,7,3,1,0,4,2,1,0,3,1,5,2,0,1,2,0,6,6,7,2,0,2,5,3
2020,8,총,"158,867","6,434","4,125","3,055","3,561","6,313","2,820","1,819","2,131","2,905","2,725","1,750","1,890","1,649","1,766","5,123","5,094","22,304","9,256","13,453","6,448","6,339","21,970","15,568","10,369"
2020,8,0,"10,861",202,96,73,89,372,50,30,55,62,48,32,44,28,29,260,320,"1,949",676,933,405,370,"2,117","1,489","1,132"
2020,8,10,"13,797",288,209,91,119,338,129,71,86,111,74,47,55,50,72,341,421,"2,376",896,987,557,606,"2,649","1,681","1,543"
2020,8,20,"16,612",474,312,155,319,842,146,80,165,198,136,83,89,66,63,531,533,"2,953",851,"1,450",663,678,"2,739","1,854","1,232"
2020,8,30,"15,659",374,203,172,214,877,121,82,143,157,123,62,84,70,75,518,450,"2,586",864,"1,594",627,591,"2,528","1,994","1,150"
2020,8,40,"22,490",597,341,331,366,732,258,165,178,278,185,149,122,120,144,646,728,"3,606","1,401","1,896",928,895,"3,814","2,532","2,078"
2020,8,50,"26,658","1,119",709,563,612,913,464,303,445,542,514,307,393,303,304,841,964,"3,515","1,483","2,269","1,061","1,209","3,614","2,685","1,526"
2020,8,60,"25,044","1,376",881,624,837,940,625,390,460,684,673,463,464,427,448,906,820,"2,739","1,473","2,199","1,143","1,109","2,544","1,898",921
2020,8,70,"16,715","1,119",753,563,553,764,576,370,330,489,563,343,367,339,359,706,559,"1,619","1,022","1,407",689,620,"1,219",888,498
2020,8,80,"9,544",765,539,418,371,462,383,281,232,318,365,237,246,209,244,321,263,842,518,636,317,228,640,465,244
2020,8,90,"1,425",113,79,64,81,69,66,46,37,63,43,22,24,37,27,51,36,113,67,75,56,33,104,77,42
2020,8,100,62,7,3,1,0,4,2,1,0,3,1,5,2,0,1,2,0,6,5,7,2,0,2,5,3
2020,9,총,"158,929","6,425","4,120","3,046","3,587","6,518","2,823","1,818","2,121","2,902","2,723","1,754","1,883","1,642","1,773","5,102","5,076","22,287","9,245","13,455","6,415","6,341","21,948","15,541","10,384"
2020,9,0,"10,807",196,99,70,86,391,49,35,58,63,48,32,44,26,29,253,316,"1,933",671,936,398,369,"2,092","1,490","1,123"
2020,9,10,"13,837",290,211,91,143,359,134,70,84,111,74,48,55,48,72,340,426,"2,372",894,985,551,601,"2,640","1,694","1,544"
2020,9,20,"16,620",470,314,153,316,865,147,77,160,193,130,81,85,69,65,521,535,"2,962",846,"1,456",652,682,"2,737","1,860","1,244"
2020,9,30,"15,616",371,199,171,216,934,120,82,138,157,124,61,85,67,74,511,445,"2,584",855,"1,581",619,582,"2,527","1,969","1,144"
2020,9,40,"22,471",591,342,326,369,774,258,164,175,278,184,151,119,119,144,645,722,"3,586","1,399","1,892",923,907,"3,806","2,531","2,066"
2020,9,50,"26,604","1,117",697,555,611,926,465,300,445,538,514,312,388,298,302,845,958,"3,507","1,478","2,281","1,049","1,199","3,610","2,668","1,541"
2020,9,60,"25,200","1,384",887,638,844,964,621,389,462,689,683,461,470,431,452,905,822,"2,751","1,486","2,198","1,150","1,118","2,568","1,903",924
2020,9,70,"16,692","1,122",750,558,546,766,574,371,330,487,560,344,362,339,361,702,552,"1,628","1,017","1,404",697,620,"1,221",876,505
2020,9,80,"9,566",763,536,416,374,465,387,281,229,321,362,237,249,208,246,322,265,841,526,637,316,229,641,468,247
2020,9,90,"1,453",114,81,67,82,70,65,48,40,63,43,22,24,37,27,56,35,117,68,78,58,34,104,77,43
2020,9,100,63,7,4,1,0,4,3,1,0,2,1,5,2,0,1,2,0,6,5,7,2,0,2,5,3
2020,10,총,"158,834","6,406","4,114","3,052","3,587","6,599","2,796","1,804","2,111","2,890","2,717","1,753","1,883","1,639","1,773","5,096","5,067","22,278","9,234","13,439","6,407","6,335","21,917","15,529","10,408"
2020,10,0,"10,736",194,97,69,84,403,50,36,54,61,46,30,44,26,31,250,313,"1,917",667,933,393,356,"2,074","1,485","1,123"
2020,10,10,"13,821",285,210,91,146,368,128,66,82,114,73,48,54,48,72,340,416,"2,374",884,980,547,602,"2,634","1,708","1,551"
2020,10,20,"16,651",461,309,155,316,883,144,79,164,191,130,80,84,68,66,523,541,"2,969",850,"1,455",654,689,"2,741","1,843","1,256"
2020,10,30,"15,521",372,201,167,215,960,116,82,135,152,123,61,85,65,72,500,437,"2,570",844,"1,577",613,573,"2,519","1,957","1,125"
2020,10,40,"22,412",586,340,324,364,776,253,163,171,279,181,149,117,120,143,638,723,"3,581","1,409","1,873",916,901,"3,799","2,523","2,083"
2020,10,50,"26,560","1,113",696,557,605,941,456,295,443,529,517,314,384,292,295,845,952,"3,511","1,473","2,285","1,052","1,202","3,595","2,660","1,548"
2020,10,60,"25,347","1,394",888,646,856,965,624,386,467,695,683,456,477,432,459,918,829,"2,750","1,491","2,216","1,158","1,130","2,582","1,917",928
2020,10,70,"16,675","1,111",748,559,543,763,566,367,327,484,559,349,363,340,360,698,554,"1,633","1,014","1,402",693,619,"1,232",884,507
2020,10,80,"9,600",769,541,416,380,467,392,279,229,320,360,237,248,211,247,325,267,850,527,633,322,228,638,471,243
2020,10,90,"1,447",114,80,67,78,69,64,50,39,63,44,24,25,37,27,57,35,117,70,78,57,35,100,76,41
2020,10,100,64,7,4,1,0,4,3,1,0,2,1,5,2,0,1,2,0,6,5,7,2,0,3,5,3
2020,11,총,"158,803","6,401","4,116","3,038","3,580","6,636","2,790","1,797","2,117","2,887","2,724","1,755","1,879","1,634","1,772","5,073","5,068","22,279","9,194","13,397","6,379","6,309","21,909","15,687","10,382"
2020,11,0,"10,695",189,99,66,87,403,48,33,54,59,45,30,44,26,32,241,308,"1,919",653,936,397,350,"2,060","1,505","1,111"
2020,11,10,"13,779",285,205,88,145,362,127,65,81,115,76,50,53,48,72,339,418,"2,358",889,959,543,595,"2,641","1,712","1,553"
2020,11,20,"16,704",455,310,154,311,901,148,83,162,188,131,80,85,68,66,524,538,"2,985",839,"1,455",648,688,"2,747","1,881","1,257"
2020,11,30,"15,469",376,203,165,214,980,116,80,137,151,123,60,79,62,74,493,440,"2,552",833,"1,572",603,562,"2,493","1,982","1,119"
2020,11,40,"22,359",578,347,326,365,775,250,164,173,278,181,150,118,122,135,633,717,"3,567","1,403","1,864",911,893,"3,804","2,540","2,065"
2020,11,50,"26,525","1,116",696,547,611,939,449,291,438,525,515,312,383,284,297,845,951,"3,519","1,461","2,261","1,045","1,190","3,603","2,692","1,555"
2020,11,60,"25,514","1,406",888,654,853,973,633,387,477,700,690,460,483,436,464,912,839,"2,773","1,497","2,225","1,157","1,141","2,590","1,945",931
2020,11,70,"16,642","1,109",743,556,538,764,561,361,323,484,552,347,356,341,356,700,552,"1,638","1,015","1,403",694,625,"1,235",879,510
2020,11,80,"9,605",763,539,415,380,462,389,283,232,321,364,239,251,212,247,329,269,846,529,638,323,229,634,471,240
2020,11,90,"1,449",117,82,66,76,73,66,49,40,64,46,23,25,35,29,55,36,116,70,77,56,36,100,74,38
2020,11,100,62,7,4,1,0,4,3,1,0,2,1,4,2,0,0,2,0,6,5,7,2,0,2,6,3
2020,12,총,"158,907","6,390","4,114","3,022","3,555","6,702","2,777","1,786","2,122","2,884","2,721","1,773","1,875","1,635","1,771","5,068","5,056","22,309","9,169","13,368","6,322","6,271","21,809","16,018","10,390"
2020,12,0,"10,643",190,100,67,84,411,47,33,56,57,45,31,45,25,32,239,304,"1,913",646,926,381,349,"2,021","1,529","1,112"
2020,12,10,"13,736",288,200,86,138,363,125,63,80,111,79,50,54,50,71,342,410,"2,354",878,963,533,588,"2,624","1,743","1,543"
2020,12,20,"16,790",453,315,148,309,910,150,80,162,194,127,81,84,69,67,528,541,"3,012",850,"1,449",639,680,"2,746","1,931","1,265"
2020,12,30,"15,481",374,205,164,210,994,114,82,138,155,123,61,75,62,74,492,438,"2,555",823,"1,559",590,559,"2,478","2,043","1,113"
2020,12,40,"22,332",569,341,328,360,793,245,160,165,267,180,149,114,126,139,627,721,"3,571","1,396","1,857",908,878,"3,792","2,586","2,060"
2020,12,50,"26,500","1,115",694,546,606,941,447,290,439,528,518,314,376,283,289,839,937,"3,513","1,456","2,265","1,043","1,178","3,568","2,744","1,571"
2020,12,60,"25,641","1,414",896,656,855,983,637,386,484,701,688,472,490,435,469,910,847,"2,776","1,501","2,216","1,156","1,147","2,597","1,995",930
2020,12,70,"16,626","1,102",735,552,537,762,560,358,327,486,548,348,352,341,352,706,552,"1,634","1,013","1,403",692,628,"1,240",885,513
2020,12,80,"9,644",758,544,412,381,467,385,284,232,320,369,240,258,209,249,329,268,858,527,644,321,229,640,476,244
2020,12,90,"1,452",120,81,62,75,74,64,49,39,63,43,22,25,35,29,54,38,117,74,79,57,35,101,80,36
2020,12,100,62,7,3,1,0,4,3,1,0,2,1,5,2,0,0,2,0,6,5,7,2,0,2,6,3
2021,1,총,"158,675","6,379","4,093","2,997","3,556","6,760","2,788","1,789","2,122","2,876","2,714","1,769","1,870","1,633","1,766","5,080","5,011","22,218","9,218","13,285","6,316","6,247","21,686","16,107","10,395"
2021,1,0,"10,551",187,98,61,83,424,46,32,57,56,46,31,45,24,31,238,299,"1,903",647,897,378,344,"1,989","1,538","1,097"
2021,1,10,"13,695",285,197,84,134,368,136,60,82,112,78,49,57,48,71,349,406,"2,322",886,960,526,579,"2,613","1,748","1,545"
2021,1,20,"16,710",445,310,142,314,925,145,84,155,186,127,77,84,70,65,542,528,"2,989",850,"1,437",638,672,"2,724","1,928","1,273"
2021,1,30,"15,400",369,204,157,208,"1,016",116,84,141,155,117,60,73,62,73,480,424,"2,546",827,"1,530",583,564,"2,420","2,086","1,105"
2021,1,40,"22,224",565,334,317,361,792,244,157,159,264,174,150,110,127,135,624,708,"3,570","1,392","1,851",904,860,"3,777","2,593","2,056"
2021,1,50,"26,412","1,114",682,541,596,932,452,286,441,520,520,306,373,282,292,835,937,"3,492","1,463","2,240","1,042","1,179","3,554","2,745","1,588"
2021,1,60,"25,827","1,418",905,668,865,996,633,395,489,711,685,479,490,432,469,915,847,"2,785","1,522","2,227","1,169","1,152","2,631","2,012",932
2021,1,70,"16,599","1,102",729,551,536,755,554,356,325,486,549,351,351,341,348,705,557,"1,623","1,017","1,410",691,629,"1,231",889,513
2021,1,80,"9,725",761,549,411,384,473,394,284,234,323,372,239,260,212,251,333,269,865,535,645,325,232,647,481,246
2021,1,90,"1,467",126,80,64,75,74,65,50,39,61,45,22,25,35,31,57,36,117,74,81,58,36,98,81,37
2021,1,100,65,7,5,1,0,5,3,1,0,2,1,5,2,0,0,2,0,6,5,7,2,0,2,6,3
2021,2,총,"158,493","6,360","4,076","2,985","3,543","6,802","2,754","1,786","2,124","2,856","2,713","1,762","1,860","1,630","1,749","5,134","5,002","22,170","9,183","13,291","6,304","6,213","21,617","16,142","10,437"
2021,2,0,"10,509",188,95,61,84,426,45,31,58,57,46,32,44,24,31,238,293,"1,900",638,899,377,339,"1,963","1,543","1,097"
2021,2,10,"13,643",275,197,84,132,375,130,60,81,109,79,49,56,48,64,346,404,"2,318",892,956,524,559,"2,601","1,757","1,547"
2021,2,20,"16,555",444,293,135,302,940,142,84,156,184,121,74,81,71,65,575,528,"2,944",847,"1,422",621,670,"2,700","1,889","1,267"
2021,2,30,"15,418",366,203,158,211,"1,027",113,81,140,152,116,58,76,62,71,500,431,"2,537",812,"1,524",576,567,"2,400","2,116","1,121"
2021,2,40,"22,145",565,329,314,356,784,235,157,161,258,172,151,114,125,129,619,697,"3,565","1,379","1,870",904,847,"3,764","2,597","2,053"
2021,2,50,"26,347","1,091",673,532,594,933,448,285,436,513,521,298,363,279,290,829,936,"3,503","1,470","2,235","1,040","1,173","3,561","2,744","1,600"
2021,2,60,"25,968","1,431",918,675,874,"1,006",631,399,497,713,691,481,493,434,468,924,848,"2,785","1,513","2,231","1,183","1,156","2,645","2,031",941
2021,2,70,"16,551","1,100",727,541,527,749,546,355,321,481,544,351,345,338,346,710,555,"1,627","1,017","1,415",690,634,"1,225",892,515
2021,2,80,"9,812",766,557,419,386,481,399,283,233,325,376,241,264,215,251,333,274,864,540,651,330,231,657,482,254
2021,2,90,"1,477",124,79,65,77,76,62,50,41,62,46,22,23,34,34,58,36,121,70,81,57,37,99,84,39
2021,2,100,68,10,5,1,0,5,3,1,0,2,1,5,1,0,0,2,0,6,5,7,2,0,2,7,3
2021,3,총,"158,240","6,353","4,067","2,986","3,536","6,853","2,759","1,777","2,113","2,858","2,714","1,755","1,865","1,629","1,741","5,134","4,981","22,176","9,134","13,176","6,274","6,192","21,581","16,167","10,419"
2021,3,0,"10,468",186,96,61,83,440,45,31,56,58,44,31,45,23,31,238,291,"1,890",633,888,370,338,"1,965","1,534","1,091"
2021,3,10,"13,575",272,191,84,124,376,134,61,81,109,78,48,54,47,63,342,408,"2,328",882,939,518,552,"2,600","1,749","1,535"
2021,3,20,"16,526",440,285,138,290,954,141,81,152,183,123,71,83,71,66,582,512,"2,962",851,"1,405",621,666,"2,676","1,905","1,268"
2021,3,30,"15,362",368,208,155,208,"1,044",112,81,139,148,113,58,77,66,70,499,424,"2,544",799,"1,499",570,562,"2,384","2,117","1,117"
2021,3,40,"22,010",562,324,308,353,779,239,158,157,261,169,149,114,122,121,620,700,"3,539","1,366","1,856",898,836,"3,753","2,589","2,037"
2021,3,50,"26,188","1,078",667,526,602,933,441,280,430,515,519,292,359,281,287,810,934,"3,485","1,452","2,210","1,038","1,160","3,533","2,743","1,613"
2021,3,60,"26,137","1,435",925,684,878,"1,013",638,406,505,723,699,488,501,433,472,927,843,"2,804","1,519","2,238","1,163","1,175","2,670","2,053",945
2021,3,70,"16,540","1,104",721,536,534,746,547,350,320,474,543,349,345,333,344,715,557,"1,626","1,007","1,408",703,634,"1,237",890,517
2021,3,80,"9,883",774,562,430,385,482,400,280,232,322,381,241,261,218,254,340,273,873,548,649,336,232,663,495,252
2021,3,90,"1,489",124,83,64,79,80,59,48,40,63,44,23,25,35,33,60,39,123,72,79,55,37,98,85,41
2021,3,100,62,10,5,0,0,6,3,1,1,2,1,5,1,0,0,1,0,2,5,5,2,0,2,7,3
2021,4,총,"158,210","6,351","4,074","2,993","3,534","6,874","2,746","1,771","2,109","2,829","2,723","1,754","1,855","1,631","1,736","5,181","5,013","22,190","9,124","13,146","6,280","6,189","21,547","16,144","10,416"
2021,4,0,"10,421",191,100,61,82,436,44,29,56,57,44,31,44,22,31,230,298,"1,884",631,884,373,334,"1,938","1,530","1,091"
2021,4,10,"13,564",266,191,83,129,377,128,56,78,108,77,49,54,47,63,356,416,"2,337",884,940,515,551,"2,598","1,738","1,523"
2021,4,20,"16,544",438,280,139,288,972,145,82,152,173,120,68,83,72,64,621,514,"2,967",848,"1,390",627,665,"2,658","1,903","1,275"
2021,4,30,"15,345",369,208,154,208,"1,049",112,80,134,145,118,59,76,64,72,502,427,"2,531",798,"1,492",564,559,"2,398","2,115","1,111"
2021,4,40,"21,956",566,322,306,350,778,231,159,159,259,172,149,116,121,123,623,702,"3,536","1,369","1,849",889,837,"3,729","2,576","2,035"
