년도,월,나이,대구광역시 달서구,대구광역시 달서구 성당동,대구광역시 달서구 두류1.2동,대구광역시 달서구 두류3동,대구광역시 달서구 감삼동,대구광역시 달서구 죽전동,대구광역시 달서구 장기동,대구광역시 달서구 용산1동,대구광역시 달서구 용산2동,대구광역시 달서구 이곡1동,대구광역시 달서구 이곡2동,대구광역시 달서구 신당동,대구광역시 달서구 본리동,대구광역시 달서구 월성1동,대구광역시 달서구 월성2동,대구광역시 달서구 진천동,대구광역시 달서구 상인1동,대구광역시 달서구 상인2동,대구광역시 달서구 상인3동,대구광역시 달서구 도원동,대구광역시 달서구 송현1동,대구광역시 달서구 송현2동,대구광역시 달서구 본동,대구광역시 달서구 유천동
2020,2,0,"22,026",893,354,233,"1,098",356,736,"1,144","1,092",750,500,820,"1,068","2,798",389,"4,773","1,602",632,211,"1,291",509,413,364,
2020,2,10,"30,242",995,411,318,"1,254",593,912,"2,050","1,679","1,416",803,"1,343","1,027","4,253",661,"4,504","2,823",851,361,"2,031",747,676,534,
2020,2,20,"43,001","1,552","1,156",702,"2,154","1,299","1,351","2,775","2,629","2,260","1,396","3,514","1,495","2,268","1,024","4,929","2,991","1,965",773,"2,820","1,549","1,409",990,
2020,2,30,"35,961","1,519","1,088",535,"1,976","1,035","1,215","1,797","1,876","1,392","1,192","2,119","1,551","2,158",773,"5,824","2,133","1,649",702,"2,109","1,310","1,118",890,
2020,2,40,"44,807","1,975","1,118",625,"2,088","1,017","1,384","2,550","2,248","1,810","1,221","2,493","2,024","5,070","1,234","6,723","2,978","1,303",681,"2,513","1,432","1,261","1,059",
2020,2,50,"51,049","2,163","1,391",760,"2,522","1,470","1,626","3,358","3,218","2,623","1,674","3,263","1,919","3,081","1,568","5,628","3,507","1,896","1,064","3,512","1,861","1,667","1,278",
2020,2,60,"33,825","1,748","1,187",650,"1,693","1,066","1,031","1,607","1,602","1,223","1,223","1,713","1,261","1,302","1,396","3,646","2,338","1,421","1,162","2,529","1,501","1,524","1,002",
2020,2,70,"14,677",900,687,397,718,396,409,680,561,438,378,771,487,547,786,"1,565",928,561,545,943,786,743,451,
2020,2,80,"4,724",253,213,154,188,126,113,202,201,166,118,232,133,182,264,489,346,167,162,339,249,291,136,
2020,2,90,341,16,11,10,14,9,5,8,16,5,11,18,8,17,25,36,32,11,20,21,15,16,17,
2020,2,100,17,0,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,1,0,1,0,
2020,3,총,"280,655","11,962","7,581","4,373","13,804","7,353","8,753","16,151","15,113","12,083","8,531","16,348","10,992","21,664","8,125","38,177","19,683","10,446","5,666","18,065","9,948","9,112","6,725",
2020,3,0,"21,906",881,344,229,"1,102",353,733,"1,126","1,074",739,498,802,"1,074","2,796",380,"4,782","1,599",628,214,"1,282",499,412,359,
2020,3,10,"30,027",984,406,312,"1,251",583,908,"2,036","1,661","1,401",789,"1,338","1,019","4,246",659,"4,489","2,788",839,353,"2,008",751,671,535,
2020,3,20,"43,179","1,548","1,156",704,"2,171","1,301","1,350","2,782","2,631","2,288","1,405","3,573","1,506","2,277","1,025","4,950","3,028","1,955",764,"2,817","1,549","1,407",992,
2020,3,30,"35,882","1,511","1,069",527,"2,020","1,024","1,200","1,786","1,875","1,376","1,204","2,111","1,551","2,151",767,"5,828","2,127","1,653",699,"2,092","1,307","1,115",889,
2020,3,40,"44,599","1,950","1,104",613,"2,091","1,020","1,368","2,532","2,245","1,801","1,214","2,481","2,011","5,038","1,238","6,726","2,943","1,310",668,"2,498","1,428","1,257","1,063",
2020,3,50,"51,083","2,159","1,395",773,"2,531","1,463","1,617","3,362","3,216","2,638","1,677","3,275","1,918","3,104","1,565","5,641","3,524","1,871","1,060","3,491","1,855","1,671","1,277",
2020,3,60,"34,075","1,763","1,186",656,"1,701","1,069","1,043","1,626","1,626","1,224","1,236","1,729","1,275","1,301","1,403","3,669","2,361","1,445","1,173","2,559","1,503","1,527","1,000",
2020,3,70,"14,789",894,689,393,728,402,415,691,565,445,378,785,490,555,794,"1,563",930,566,552,954,795,746,459,
2020,3,80,"4,749",257,219,156,193,128,112,203,203,165,119,234,136,178,268,487,352,167,163,343,245,288,133,
2020,3,90,349,14,12,10,14,9,6,7,17,6,11,20,10,17,25,36,31,12,20,21,16,17,18,
2020,3,100,17,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,1,0,
2020,4,총,"280,296","11,953","7,566","4,332","13,827","7,354","8,802","16,141","15,075","12,060","8,546","16,369","10,951","21,632","8,103","38,135","19,647","10,437","5,652","18,008","9,908","9,087","6,711",
2020,4,0,"21,781",883,340,222,"1,091",351,744,"1,123","1,056",729,495,798,"1,074","2,769",373,"4,770","1,594",631,213,"1,275",489,406,355,
2020,4,10,"29,902",990,406,310,"1,251",577,906,"2,027","1,658","1,391",778,"1,318","1,011","4,248",647,"4,480","2,783",838,350,"1,992",739,671,531,
2020,4,20,"43,110","1,523","1,153",688,"2,186","1,304","1,359","2,789","2,619","2,287","1,405","3,605","1,499","2,276","1,040","4,938","3,002","1,941",758,"2,808","1,541","1,403",986,
2020,4,30,"35,818","1,512","1,065",523,"2,034","1,025","1,218","1,782","1,849","1,373","1,208","2,138","1,536","2,131",758,"5,809","2,124","1,660",692,"2,073","1,304","1,114",890,
2020,4,40,"44,410","1,949","1,092",606,"2,071","1,021","1,364","2,520","2,234","1,792","1,214","2,447","2,001","5,025","1,233","6,695","2,946","1,317",667,"2,486","1,430","1,251","1,049",
2020,4,50,"51,047","2,152","1,398",767,"2,543","1,446","1,636","3,367","3,223","2,629","1,685","3,276","1,917","3,118","1,556","5,650","3,503","1,852","1,053","3,482","1,848","1,663","1,283",
2020,4,60,"34,240","1,768","1,190",652,"1,708","1,082","1,033","1,629","1,645","1,239","1,248","1,752","1,279","1,314","1,404","3,690","2,377","1,449","1,183","2,574","1,500","1,526",998,
2020,4,70,"14,850",902,685,394,732,407,422,695,576,447,382,783,486,553,794,"1,569",932,572,556,956,794,749,464,
2020,4,80,"4,775",260,224,159,196,131,113,202,200,167,120,233,135,179,272,492,355,166,161,341,248,285,136,
2020,4,90,346,13,12,11,13,9,6,7,15,6,11,19,11,18,25,36,31,11,19,21,15,18,19,
2020,4,100,17,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,1,0,
2020,5,총,"279,670","11,939","7,511","4,318","13,828","7,333","8,789","16,096","15,021","12,007","8,545","16,386","10,911","21,588","8,076","38,121","19,629","10,388","5,634","17,947","9,877","9,043","6,683",
2020,5,0,"21,625",878,331,221,"1,100",353,738,"1,118","1,048",720,489,791,"1,050","2,741",367,"4,747","1,585",630,213,"1,273",480,404,348,
2020,5,10,"29,682",992,401,312,"1,248",570,907,"2,005","1,628","1,371",769,"1,305","1,004","4,234",641,"4,483","2,759",834,341,"1,968",724,661,525,
2020,5,20,"43,044","1,528","1,149",680,"2,177","1,283","1,349","2,767","2,613","2,277","1,407","3,642","1,501","2,286","1,040","4,937","3,001","1,934",753,"2,805","1,539","1,383",993,
2020,5,30,"35,682","1,512","1,040",522,"2,045","1,022","1,214","1,799","1,843","1,371","1,202","2,136","1,536","2,124",744,"5,777","2,128","1,653",685,"2,055","1,292","1,109",873,
2020,5,40,"44,259","1,923","1,094",605,"2,070","1,015","1,364","2,498","2,231","1,783","1,209","2,437","1,980","5,000","1,233","6,709","2,941","1,313",664,"2,469","1,433","1,244","1,044",
2020,5,50,"50,950","2,148","1,381",757,"2,533","1,442","1,638","3,367","3,206","2,620","1,695","3,281","1,918","3,131","1,551","5,636","3,504","1,828","1,049","3,470","1,851","1,664","1,280",
2020,5,60,"34,330","1,776","1,192",660,"1,703","1,093","1,030","1,633","1,658","1,243","1,253","1,760","1,285","1,318","1,407","3,711","2,394","1,439","1,185","2,578","1,494","1,513","1,005",
2020,5,70,"14,930",900,680,391,744,410,427,696,579,449,389,781,487,559,799,"1,580",934,579,565,964,796,760,461,
2020,5,80,"4,798",267,230,159,193,135,115,204,200,167,121,234,136,175,269,498,351,167,159,345,254,284,135,
2020,5,90,353,14,12,11,13,9,6,9,15,6,11,19,12,19,24,37,32,11,20,20,14,20,19,
2020,5,100,17,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,1,0,
2020,6,총,"279,227","11,978","7,453","4,287","13,813","7,299","8,759","16,053","14,992","12,009","8,539","16,408","10,857","21,586","8,076","38,091","19,597","10,345","5,613","17,941","9,863","9,017","6,651",
2020,6,0,"21,509",880,330,220,"1,100",355,733,"1,117","1,036",723,479,784,"1,046","2,715",360,"4,726","1,576",632,207,"1,266",480,398,346,
2020,6,10,"29,552",996,393,311,"1,246",568,900,"1,987","1,622","1,352",767,"1,303",996,"4,228",638,"4,480","2,740",832,332,"1,962",720,657,522,
2020,6,20,"42,978","1,527","1,142",683,"2,177","1,268","1,349","2,740","2,612","2,296","1,413","3,647","1,481","2,295","1,048","4,932","3,006","1,910",748,"2,800","1,543","1,372",989,
2020,6,30,"35,539","1,516","1,026",505,"2,040","1,017","1,211","1,810","1,838","1,353","1,207","2,134","1,534","2,110",739,"5,746","2,122","1,651",676,"2,058","1,290","1,095",861,
2020,6,40,"44,164","1,932","1,086",608,"2,058","1,021","1,346","2,484","2,217","1,778","1,201","2,441","1,974","5,012","1,226","6,705","2,926","1,314",663,"2,458","1,433","1,245","1,036",
2020,6,50,"50,795","2,133","1,374",748,"2,517","1,422","1,623","3,360","3,197","2,624","1,682","3,281","1,908","3,135","1,556","5,660","3,502","1,802","1,044","3,454","1,839","1,652","1,282",
2020,6,60,"34,523","1,796","1,179",656,"1,720","1,096","1,047","1,647","1,672","1,250","1,271","1,774","1,273","1,326","1,421","3,724","2,400","1,452","1,187","2,614","1,495","1,520","1,003",
2020,6,70,"14,975",912,680,389,745,408,428,693,581,459,386,788,496,567,791,"1,580",942,577,577,962,789,767,458,
2020,6,80,"4,813",270,230,156,195,134,115,206,201,167,122,236,135,178,270,494,352,163,159,346,260,289,135,
2020,6,90,362,15,12,11,13,9,6,9,16,7,11,20,12,19,26,38,31,12,20,21,14,21,19,
2020,6,100,17,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,1,0,
2020,7,총,"278,813","11,959","7,361","4,263","13,820","7,276","8,759","16,059","14,965","11,981","8,533","16,412","10,846","21,563","8,064","38,055","19,578","10,305","5,611","17,907","9,843","9,001","6,652",
2020,7,0,"21,408",871,327,219,"1,106",352,732,"1,112","1,026",710,477,783,"1,038","2,694",359,"4,711","1,578",626,207,"1,265",472,398,345,
2020,7,10,"29,417",995,394,309,"1,222",566,904,"1,977","1,611","1,351",761,"1,283",999,"4,217",629,"4,458","2,732",832,338,"1,946",717,657,519,
2020,7,20,"42,892","1,526","1,129",680,"2,188","1,255","1,336","2,752","2,616","2,273","1,406","3,666","1,488","2,312","1,046","4,920","2,981","1,895",740,"2,784","1,541","1,373",985,
2020,7,30,"35,389","1,501","1,018",503,"2,043","1,024","1,208","1,808","1,829","1,349","1,206","2,134","1,517","2,090",733,"5,681","2,124","1,670",674,"2,050","1,269","1,094",864,
2020,7,40,"44,118","1,930","1,068",607,"2,061","1,015","1,354","2,475","2,206","1,773","1,201","2,439","1,976","5,003","1,223","6,741","2,917","1,302",650,"2,462","1,444","1,230","1,041",
2020,7,50,"50,725","2,142","1,358",743,"2,507","1,414","1,614","3,350","3,194","2,620","1,678","3,273","1,908","3,159","1,546","5,682","3,511","1,793","1,055","3,428","1,833","1,639","1,278",
2020,7,60,"34,616","1,792","1,163",656,"1,735","1,094","1,060","1,669","1,680","1,268","1,278","1,785","1,269","1,319","1,432","3,731","2,404","1,435","1,187","2,637","1,495","1,518","1,009",
2020,7,70,"15,042",913,671,382,748,410,426,696,588,462,392,798,501,569,799,"1,595",949,574,580,962,800,772,455,
2020,7,80,"4,830",274,221,154,195,136,118,211,199,167,123,231,136,180,271,493,352,166,160,351,259,296,137,
2020,7,90,358,14,11,10,13,9,6,9,16,8,11,20,12,19,25,37,30,12,20,22,13,22,19,
2020,7,100,18,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,2,0,
2020,8,총,"278,341","11,921","7,259","4,237","13,810","7,243","8,731","16,059","14,971","11,990","8,519","16,446","10,806","21,552","8,055","38,032","19,541","10,188","5,618","17,888","9,826","9,018","6,631",
2020,8,0,"21,240",864,329,217,"1,098",350,722,"1,098","1,016",705,469,781,"1,026","2,665",358,"4,688","1,574",609,207,"1,253",466,401,344,
2020,8,10,"29,252",991,386,305,"1,211",550,901,"1,964","1,618","1,325",749,"1,284","1,002","4,221",622,"4,462","2,709",813,340,"1,927",708,655,509,
2020,8,20,"42,886","1,532","1,112",667,"2,192","1,255","1,332","2,758","2,603","2,290","1,419","3,701","1,479","2,324","1,038","4,911","2,975","1,876",742,"2,788","1,538","1,368",986,
2020,8,30,"35,327","1,489","1,008",498,"2,046","1,039","1,192","1,804","1,838","1,371","1,212","2,127","1,500","2,089",736,"5,646","2,112","1,658",663,"2,055","1,280","1,101",863,
2020,8,40,"43,910","1,914","1,038",612,"2,050","1,000","1,355","2,464","2,217","1,746","1,183","2,416","1,969","4,970","1,220","6,756","2,910","1,295",653,"2,451","1,424","1,233","1,034",
2020,8,50,"50,632","2,139","1,340",733,"2,501","1,403","1,607","3,364","3,187","2,635","1,677","3,284","1,892","3,185","1,550","5,673","3,499","1,770","1,050","3,414","1,828","1,633","1,268",
2020,8,60,"34,766","1,790","1,157",657,"1,753","1,084","1,063","1,691","1,686","1,280","1,286","1,796","1,282","1,323","1,427","3,746","2,426","1,424","1,193","2,653","1,510","1,526","1,013",
2020,8,70,"15,087",916,658,382,748,415,434,695,586,461,390,797,504,576,804,"1,612",956,565,585,974,797,776,456,
2020,8,80,"4,865",271,219,156,196,137,118,212,204,168,123,240,138,178,276,495,352,166,166,350,262,301,137,
2020,8,90,358,14,11,10,13,9,6,9,16,9,11,20,12,20,23,37,28,12,19,23,13,22,21,
2020,8,100,18,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,2,0,
2020,9,총,"277,979","11,892","7,220","4,192","13,754","7,193","8,728","16,045","14,923","11,974","8,520","16,460","11,190","21,535","8,021","37,930","19,472","10,140","5,582","17,848","9,815","8,974","6,571",
2020,9,0,"21,126",852,317,215,"1,089",343,719,"1,089","1,005",705,472,771,"1,092","2,660",353,"4,652","1,558",605,197,"1,238",464,398,332,
2020,9,10,"29,145",983,385,299,"1,207",543,897,"1,967","1,611","1,314",747,"1,269","1,044","4,233",620,"4,425","2,688",804,337,"1,913",708,640,511,
2020,9,20,"42,807","1,532","1,110",660,"2,186","1,253","1,323","2,754","2,577","2,283","1,411","3,716","1,515","2,314","1,019","4,912","2,973","1,878",736,"2,781","1,537","1,363",974,
2020,9,30,"35,231","1,487",994,497,"2,009","1,032","1,190","1,791","1,827","1,369","1,211","2,142","1,627","2,064",727,"5,635","2,075","1,643",647,"2,043","1,269","1,102",850,
2020,9,40,"43,820","1,895","1,035",599,"2,054",990,"1,359","2,447","2,222","1,743","1,174","2,411","2,019","4,960","1,211","6,715","2,920","1,289",645,"2,445","1,422","1,235","1,030",
2020,9,50,"50,504","2,138","1,322",735,"2,496","1,391","1,603","3,363","3,164","2,629","1,690","3,275","1,927","3,211","1,554","5,657","3,471","1,757","1,045","3,389","1,831","1,602","1,254",
2020,9,60,"34,951","1,799","1,161",644,"1,749","1,081","1,072","1,708","1,703","1,296","1,287","1,816","1,296","1,325","1,435","3,774","2,448","1,428","1,200","2,684","1,505","1,535","1,005",
2020,9,70,"15,120",915,658,379,751,414,436,702,590,461,395,798,518,572,800,"1,617",961,557,594,976,801,771,454,
2020,9,80,"4,885",276,226,155,198,135,119,215,207,164,122,242,139,176,276,497,348,165,161,355,266,303,140,
2020,9,90,372,14,11,9,13,10,9,9,17,10,11,20,11,19,25,40,30,14,20,24,12,23,21,
2020,9,100,18,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,2,0,
2020,10,총,"277,231","11,819","7,169","4,181","13,710","7,097","8,741","16,037","14,890","11,979","8,518","16,407","11,191","21,529","7,983","37,884","19,417","10,095","5,566","17,794","9,794","8,908","6,522",
2020,10,0,"20,944",839,310,214,"1,091",324,708,"1,086",999,698,469,765,"1,091","2,636",348,"4,618","1,547",605,198,"1,221",461,385,331,
2020,10,10,"28,956",965,378,293,"1,198",538,888,"1,942","1,592","1,300",738,"1,254","1,058","4,231",610,"4,410","2,678",797,335,"1,901",709,628,513,
2020,10,20,"42,679","1,516","1,113",665,"2,173","1,228","1,333","2,770","2,567","2,302","1,414","3,677","1,505","2,329","1,016","4,931","2,957","1,855",726,"2,765","1,526","1,354",957,
2020,10,30,"35,055","1,486",980,482,"1,982","1,027","1,184","1,773","1,834","1,366","1,207","2,147","1,638","2,057",730,"5,597","2,067","1,644",638,"2,029","1,268","1,083",836,
2020,10,40,"43,634","1,871","1,019",600,"2,051",981,"1,360","2,433","2,196","1,744","1,175","2,391","2,022","4,955","1,193","6,715","2,902","1,282",653,"2,428","1,410","1,231","1,022",
2020,10,50,"50,394","2,132","1,308",731,"2,490","1,367","1,607","3,370","3,171","2,623","1,676","3,283","1,917","3,217","1,551","5,650","3,462","1,757","1,039","3,384","1,819","1,593","1,247",
2020,10,60,"35,074","1,797","1,170",654,"1,753","1,068","1,088","1,728","1,707","1,302","1,303","1,821","1,291","1,337","1,429","3,798","2,457","1,422","1,198","2,699","1,516","1,534","1,002",
2020,10,70,"15,181",924,656,379,755,418,440,705,597,469,400,800,515,571,798,"1,617",958,553,601,988,811,771,455,
2020,10,80,"4,923",274,225,154,201,133,123,222,210,165,124,249,143,177,282,502,358,166,158,354,263,303,137,
2020,10,90,373,14,9,9,14,12,9,8,17,10,12,20,9,18,25,40,31,14,20,25,11,24,22,
2020,10,100,18,1,1,0,2,1,1,0,0,0,0,0,2,1,1,6,0,0,0,0,0,2,0,
2020,11,총,"276,555","11,782","7,158","4,182","13,636","7,004","8,709","16,007","14,898","11,953","8,515","16,441","11,109","21,524","7,938","37,846","19,327","10,074","5,539","17,747","9,779","8,890","6,497",
2020,11,0,"20,780",827,306,213,"1,074",322,702,"1,082",986,693,468,760,"1,102","2,621",344,"4,598","1,521",601,190,"1,206",456,382,326,
2020,11,10,"28,844",957,376,292,"1,200",525,872,"1,930","1,593","1,296",731,"1,246","1,068","4,229",600,"4,408","2,676",792,333,"1,885",702,625,508,
2020,11,20,"42,517","1,507","1,109",665,"2,148","1,213","1,329","2,742","2,581","2,289","1,415","3,703","1,470","2,332","1,008","4,907","2,936","1,856",718,"2,760","1,531","1,340",958,
2020,11,30,"34,853","1,468",986,484,"1,962","1,012","1,170","1,763","1,825","1,358","1,205","2,157","1,623","2,047",724,"5,586","2,044","1,634",626,"2,020","1,261","1,076",822,
2020,11,40,"43,494","1,861","1,007",605,"2,040",974,"1,357","2,424","2,187","1,742","1,184","2,368","2,032","4,948","1,185","6,699","2,893","1,285",651,"2,412","1,395","1,226","1,019",
2020,11,50,"50,277","2,128","1,310",727,"2,473","1,350","1,603","3,371","3,171","2,625","1,655","3,303","1,894","3,240","1,545","5,628","3,429","1,758","1,025","3,369","1,830","1,590","1,253",
2020,11,60,"35,234","1,814","1,176",657,"1,769","1,051","1,092","1,747","1,727","1,303","1,317","1,830","1,259","1,336","1,429","3,849","2,479","1,415","1,207","2,719","1,510","1,542","1,006",
2020,11,70,"15,204",926,656,374,750,413,450,714,594,473,402,801,509,568,795,"1,626",960,554,608,996,808,775,452,
2020,11,80,"4,963",281,222,154,204,131,124,224,217,164,127,253,142,184,282,495,360,165,162,356,274,308,134,
2020,11,90,370,12,9,11,14,12,9,10,17,10,11,20,7,18,25,44,29,14,19,24,12,24,19,
2020,11,100,19,1,1,0,2,1,1,0,0,0,0,0,3,1,1,6,0,0,0,0,0,2,0,
2020,12,총,"275,626","11,763","7,135","4,170","13,537","6,930","8,702","15,945","14,846","11,933","8,449","16,400","10,963","21,502","7,908","37,793","19,252","10,071","5,519","17,704","9,760","8,871","6,473",
2020,12,0,"20,617",825,299,207,"1,050",315,703,"1,082",969,691,456,750,"1,096","2,612",341,"4,578","1,508",592,188,"1,197",450,379,329,
2020,12,10,"28,661",945,376,294,"1,191",524,869,"1,901","1,569","1,285",724,"1,240","1,055","4,218",596,"4,400","2,667",791,331,"1,860",688,623,514,
2020,12,20,"42,226","1,513","1,099",656,"2,129","1,209","1,319","2,704","2,586","2,281","1,393","3,674","1,432","2,322",998,"4,868","2,920","1,872",708,"2,751","1,525","1,323",944,
2020,12,30,"34,639","1,446",987,490,"1,938",995,"1,174","1,763","1,803","1,363","1,193","2,154","1,606","2,052",712,"5,557","2,031","1,614",618,"2,009","1,249","1,066",819,
2020,12,40,"43,315","1,865","1,007",601,"2,024",967,"1,341","2,423","2,161","1,732","1,164","2,360","2,015","4,926","1,186","6,684","2,868","1,288",650,"2,418","1,402","1,226","1,007",
2020,12,50,"50,159","2,127","1,297",731,"2,468","1,324","1,607","3,360","3,176","2,620","1,646","3,281","1,866","3,241","1,541","5,650","3,414","1,756","1,025","3,348","1,832","1,602","1,247",
2020,12,60,"35,359","1,810","1,178",649,"1,767","1,039","1,095","1,759","1,743","1,311","1,327","1,866","1,235","1,353","1,433","3,867","2,497","1,425","1,205","2,734","1,517","1,540","1,009",
2020,12,70,"15,272",933,656,375,749,413,459,717,604,477,408,796,505,574,793,"1,642",960,554,611,"1,006",815,777,448,
2020,12,80,"4,989",286,226,156,205,131,125,226,218,164,126,260,143,186,284,498,359,165,164,354,269,308,136,
2020,12,90,370,12,9,11,14,12,9,10,17,9,12,19,7,17,23,43,28,14,19,27,13,25,20,
2020,12,100,19,1,1,0,2,1,1,0,0,0,0,0,3,1,1,6,0,0,0,0,0,2,0,
2021,1,총,"274,911","11,705","7,095","4,156","13,472","6,914","8,688","15,927","14,816","11,882","8,464","16,387","10,927","21,458","7,881","37,780","19,138","10,036","5,498","17,654","9,756","8,821","6,456",
2021,1,0,"20,396",804,292,201,"1,039",312,691,"1,064",942,687,457,737,"1,083","2,579",338,"4,561","1,502",590,183,"1,189",446,375,324,
2021,1,10,"28,519",953,374,298,"1,193",521,867,"1,897","1,574","1,279",716,"1,209","1,054","4,218",598,"4,387","2,638",782,326,"1,832",685,607,511,
2021,1,20,"41,999","1,489","1,081",651,"2,109","1,203","1,316","2,676","2,568","2,263","1,388","3,688","1,417","2,332",990,"4,860","2,905","1,866",694,"2,728","1,515","1,315",945,
2021,1,30,"34,412","1,432",987,492,"1,912",986,"1,174","1,782","1,792","1,342","1,199","2,168","1,595","2,017",704,"5,503","2,002","1,593",609,"2,008","1,241","1,059",815,
2021,1,40,"43,170","1,861","1,001",593,"2,015",975,"1,335","2,416","2,148","1,720","1,167","2,342","2,021","4,901","1,177","6,705","2,839","1,291",650,"2,392","1,412","1,209","1,000",
2021,1,50,"50,036","2,105","1,293",723,"2,457","1,315","1,612","3,348","3,175","2,615","1,637","3,262","1,853","3,272","1,531","5,658","3,414","1,744","1,019","3,336","1,833","1,595","1,239",
2021,1,60,"35,603","1,818","1,167",650,"1,775","1,041","1,094","1,770","1,771","1,324","1,347","1,899","1,240","1,365","1,443","3,912","2,489","1,437","1,216","2,765","1,517","1,554","1,009",
2021,1,70,"15,330",942,662,379,747,415,466,732,608,480,416,802,507,570,786,"1,640",962,545,610,"1,017",817,771,456,
2021,1,80,"5,050",289,228,158,209,134,124,231,223,163,126,259,147,187,289,504,356,173,171,358,274,310,137,
2021,1,90,377,11,9,11,14,11,8,11,15,9,11,21,7,16,24,44,31,15,20,29,16,24,20,
2021,1,100,19,1,1,0,2,1,1,0,0,0,0,0,3,1,1,6,0,0,0,0,0,2,0,
2021,2,총,"274,175","11,656","7,090","4,144","13,388","6,883","8,657","15,879","14,764","11,852","8,477","16,416","10,906","21,471","7,856","37,644","19,044","9,977","5,480","17,596","9,747","8,809","6,439",
2021,2,0,"20,167",789,289,202,"1,006",304,688,"1,052",932,688,450,730,"1,084","2,573",331,"4,508","1,488",582,178,"1,177",434,369,313,
2021,2,10,"28,386",954,365,295,"1,185",514,858,"1,892","1,543","1,275",714,"1,204","1,053","4,225",595,"4,372","2,620",786,324,"1,814",677,608,513,
2021,2,20,"41,703","1,468","1,082",647,"2,086","1,199","1,305","2,666","2,556","2,235","1,390","3,691","1,400","2,345",982,"4,798","2,881","1,823",685,"2,713","1,509","1,311",931,
2021,2,30,"34,242","1,432",979,493,"1,902",976,"1,159","1,743","1,784","1,347","1,209","2,180","1,580","1,988",702,"5,469","1,984","1,593",601,"1,997","1,241","1,064",819,
2021,2,40,"43,048","1,862","1,009",596,"2,008",974,"1,336","2,426","2,136","1,703","1,157","2,348","2,026","4,895","1,169","6,666","2,827","1,286",644,"2,381","1,412","1,191",996,
