년도,월,나이,서울특별시 강동구,서울특별시 강동구 강일동,서울특별시 강동구 상일동,서울특별시 강동구 명일제1동,서울특별시 강동구 명일제2동,서울특별시 강동구 고덕제1동,서울특별시 강동구 고덕제2동,서울특별시 강동구 암사제1동,서울특별시 강동구 암사제2동,서울특별시 강동구 암사제3동,서울특별시 강동구 천호제1동,서울특별시 강동구 천호제2동,서울특별시 강동구 천호제3동,서울특별시 강동구 성내제1동,서울특별시 강동구 성내제2동,서울특별시 강동구 성내제3동,서울특별시 강동구 길동,서울특별시 강동구 둔촌제1동,서울특별시 강동구 둔촌제2동,서울특별시 강동구 상일제1동,서울특별시 강동구 상일제2동
2020,2,100,236,15,7,10,5,26,4,24,11,8,13,25,13,4,17,11,22,8,13,,
2020,3,총,"452,646","31,842","27,516","26,440","17,547","26,644","21,030","36,178","15,469","18,460","27,911","34,925","26,997","20,336","24,401","23,577","45,731",266,"27,376",,
2020,3,0,"34,715","2,659","3,527","2,155","1,194","3,311","2,374","2,351","1,453","2,126","1,561","1,862","1,468","1,610","1,159","1,359","2,621",7,"1,918",,
2020,3,10,"39,594","4,474","2,881","2,684","2,575","3,446","1,866","2,825","1,075","1,943","1,919","1,977","1,398","1,801","1,285","1,948","3,137",8,"2,352",,
2020,3,20,"60,598","3,921","2,959","3,302","2,227","2,562","2,325","4,966","2,032","1,999","3,912","5,026","4,112","2,731","3,983","3,620","6,947",19,"3,955",,
2020,3,30,"70,712","3,387","4,474","4,197","1,887","3,942","3,627","5,579","2,907","2,707","4,140","6,261","4,806","3,347","4,329","3,589","7,432",28,"4,073",,
2020,3,40,"73,200","5,569","4,867","4,309","3,137","5,482","3,493","5,722","2,453","3,288","4,192","5,122","3,905","3,432","3,610","3,697","6,825",51,"4,046",,
2020,3,50,"72,569","4,994","4,066","4,152","2,818","3,571","3,233","6,150","2,278","2,694","4,792","6,028","4,496","3,074","3,946","4,022","7,596",32,"4,627",,
2020,3,60,"59,919","3,722","3,149","3,438","2,380","2,667","2,612","4,915","1,827","2,291","4,279","4,892","3,945","2,554","3,495","3,114","6,685",55,"3,899",,
2020,3,70,"29,322","2,036","1,159","1,541",919,"1,078","1,054","2,626","1,067","1,016","2,237","2,713","2,057","1,286","1,864","1,645","3,228",39,"1,757",,
2020,3,80,"9,991",912,358,538,321,437,365,880,324,320,742,873,700,423,620,494,"1,054",11,619,,
2020,3,90,"1,786",152,69,113,84,121,77,140,41,68,124,146,97,74,93,78,184,8,117,,
2020,3,100,240,16,7,11,5,27,4,24,12,8,13,25,13,4,17,11,22,8,13,,
2020,4,총,"455,042","31,797","30,627","26,404","17,441","26,464","21,092","36,067","15,518","18,460","27,853","34,848","26,839","20,291","24,367","23,495","45,896",263,"27,320",,
2020,4,0,"34,887","2,605","3,923","2,145","1,209","3,271","2,384","2,337","1,440","2,121","1,566","1,850","1,434","1,606","1,160","1,325","2,605",7,"1,899",,
2020,4,10,"39,581","4,456","3,064","2,651","2,552","3,438","1,875","2,798","1,076","1,936","1,906","1,952","1,396","1,779","1,266","1,928","3,149",8,"2,351",,
2020,4,20,"60,961","3,955","3,372","3,302","2,198","2,529","2,320","4,941","2,039","2,002","3,890","5,005","4,134","2,731","3,983","3,618","6,964",18,"3,960",,
2020,4,30,"71,310","3,409","5,075","4,194","1,877","3,888","3,638","5,563","2,922","2,718","4,146","6,257","4,775","3,356","4,347","3,556","7,484",28,"4,077",,
2020,4,40,"73,413","5,531","5,339","4,303","3,111","5,454","3,510","5,707","2,461","3,277","4,157","5,099","3,888","3,417","3,566","3,702","6,816",50,"4,025",,
2020,4,50,"72,826","5,000","4,531","4,153","2,795","3,547","3,234","6,114","2,289","2,697","4,780","6,002","4,450","3,068","3,913","4,011","7,589",31,"4,622",,
2020,4,60,"60,446","3,723","3,538","3,446","2,363","2,674","2,634","4,929","1,838","2,289","4,282","4,904","3,912","2,543","3,542","3,121","6,761",54,"3,893",,
2020,4,70,"29,492","2,031","1,300","1,550",920,"1,075","1,054","2,618","1,076","1,024","2,247","2,732","2,033","1,285","1,861","1,648","3,255",40,"1,743",,
2020,4,80,"10,070",919,394,532,326,434,362,895,322,324,739,877,706,425,620,495,"1,067",11,622,,
2020,4,90,"1,813",153,83,117,84,127,77,141,43,64,126,146,98,76,92,80,183,8,115,,
2020,4,100,243,15,8,11,6,27,4,24,12,8,14,24,13,5,17,11,23,8,13,,
2020,5,총,"456,312","31,779","31,778","26,388","17,445","26,437","21,140","35,974","15,555","18,408","27,821","34,852","26,746","20,243","24,356","23,514","46,399",263,"27,214",,
2020,5,0,"34,902","2,560","4,037","2,141","1,202","3,262","2,388","2,310","1,457","2,094","1,559","1,854","1,404","1,606","1,150","1,322","2,650",6,"1,900",,
2020,5,10,"39,517","4,463","3,155","2,624","2,553","3,443","1,875","2,766","1,058","1,940","1,888","1,946","1,379","1,772","1,248","1,900","3,164",9,"2,334",,
2020,5,20,"61,160","3,973","3,515","3,304","2,182","2,528","2,318","4,931","2,040","1,986","3,902","5,013","4,114","2,715","3,995","3,646","7,052",18,"3,928",,
2020,5,30,"71,609","3,397","5,292","4,192","1,880","3,873","3,649","5,548","2,933","2,695","4,161","6,259","4,754","3,359","4,360","3,569","7,605",28,"4,055",,
2020,5,40,"73,502","5,516","5,508","4,297","3,113","5,449","3,527","5,695","2,450","3,259","4,152","5,094","3,861","3,411","3,548","3,676","6,870",50,"4,026",,
2020,5,50,"72,975","5,011","4,709","4,155","2,794","3,550","3,225","6,120","2,290","2,696","4,741","5,994","4,428","3,038","3,905","4,032","7,668",30,"4,589",,
2020,5,60,"60,826","3,734","3,708","3,460","2,375","2,676","2,643","4,927","1,859","2,309","4,294","4,910","3,934","2,547","3,551","3,116","6,828",55,"3,900",,
2020,5,70,"29,674","2,041","1,360","1,554",930,"1,072","1,073","2,617","1,088","1,033","2,243","2,733","2,050","1,292","1,873","1,664","3,276",40,"1,735",,
2020,5,80,"10,087",916,398,535,322,432,360,896,324,324,741,877,712,423,619,499,"1,076",11,622,,
2020,5,90,"1,817",153,87,115,88,126,78,140,44,64,126,148,96,75,90,79,187,8,113,,
2020,5,100,243,15,9,11,6,26,4,24,12,8,14,24,14,5,17,11,23,8,12,,
2020,6,총,"457,164","31,725","32,478","26,453","17,455","26,423","21,196","35,931","15,587","18,388","27,741","34,853","26,764","20,273","24,339","23,526","46,619",261,"27,152",,
2020,6,0,"34,876","2,522","4,115","2,147","1,200","3,229","2,394","2,293","1,454","2,072","1,555","1,858","1,399","1,595","1,141","1,330","2,656",6,"1,910",,
2020,6,10,"39,502","4,453","3,226","2,594","2,543","3,461","1,871","2,763","1,061","1,944","1,871","1,935","1,377","1,782","1,254","1,876","3,151",9,"2,331",,
2020,6,20,"61,328","3,967","3,593","3,334","2,181","2,541","2,315","4,920","2,042","1,992","3,874","5,025","4,144","2,718","3,981","3,661","7,127",18,"3,895",,
2020,6,30,"71,792","3,404","5,426","4,219","1,885","3,842","3,655","5,530","2,948","2,676","4,156","6,272","4,773","3,362","4,343","3,571","7,660",26,"4,044",,
2020,6,40,"73,604","5,487","5,635","4,293","3,108","5,440","3,541","5,693","2,458","3,265","4,139","5,099","3,862","3,413","3,533","3,671","6,882",51,"4,034",,
2020,6,50,"72,774","4,995","4,791","4,137","2,793","3,555","3,210","6,111","2,262","2,690","4,685","5,934","4,406","3,041","3,900","3,996","7,697",30,"4,541",,
2020,6,60,"61,268","3,760","3,803","3,502","2,389","2,691","2,684","4,928","1,883","2,310","4,328","4,937","3,927","2,553","3,580","3,168","6,864",54,"3,907",,
2020,6,70,"29,833","2,049","1,384","1,560",940,"1,076","1,079","2,640","1,100","1,039","2,255","2,732","2,059","1,300","1,880","1,665","3,296",40,"1,739",,
2020,6,80,"10,112",918,408,543,322,434,360,889,324,327,737,885,706,426,619,500,"1,079",11,624,,
2020,6,90,"1,834",155,89,114,88,128,83,140,43,65,127,152,97,78,91,77,184,8,115,,
2020,6,100,241,15,8,10,6,26,4,24,12,8,14,24,14,5,17,11,23,8,12,,
2020,7,총,"457,339","31,701","32,677","26,441","17,444","26,420","21,266","35,922","15,560","18,371","27,672","34,844","26,759","20,237","24,362","23,504","46,763",261,"27,135",,
2020,7,0,"34,795","2,497","4,142","2,155","1,188","3,210","2,406","2,285","1,457","2,060","1,538","1,836","1,396","1,584","1,148","1,325","2,656",6,"1,906",,
2020,7,10,"39,348","4,458","3,241","2,566","2,537","3,470","1,876","2,745","1,056","1,948","1,853","1,923","1,370","1,776","1,232","1,851","3,125",9,"2,312",,
2020,7,20,"61,379","3,966","3,593","3,326","2,185","2,538","2,309","4,905","2,040","1,980","3,859","5,036","4,160","2,712","3,989","3,666","7,194",18,"3,903",,
2020,7,30,"71,690","3,387","5,431","4,212","1,883","3,808","3,672","5,527","2,927","2,668","4,131","6,275","4,778","3,353","4,350","3,570","7,667",26,"4,025",,
2020,7,40,"73,567","5,482","5,690","4,285","3,093","5,469","3,540","5,669","2,445","3,259","4,127","5,089","3,841","3,394","3,534","3,660","6,912",51,"4,027",,
2020,7,50,"72,732","5,003","4,792","4,142","2,789","3,550","3,223","6,114","2,256","2,703","4,651","5,912","4,397","3,049","3,895","3,987","7,707",30,"4,532",,
2020,7,60,"61,517","3,768","3,865","3,504","2,397","2,703","2,709","4,959","1,901","2,306","4,357","4,945","3,936","2,538","3,591","3,172","6,887",54,"3,925",,
2020,7,70,"30,064","2,053","1,416","1,583",950,"1,084","1,083","2,659","1,099","1,044","2,274","2,759","2,063","1,316","1,888","1,681","3,317",39,"1,756",,
2020,7,80,"10,164",919,411,543,328,434,358,897,322,330,739,893,709,432,628,499,"1,088",12,622,,
2020,7,90,"1,837",153,89,115,87,128,86,136,45,65,129,151,95,78,89,81,187,8,115,,
2020,7,100,246,15,7,10,7,26,4,26,12,8,14,25,14,5,18,12,23,8,12,,
2020,8,총,"457,330","31,647","32,874","26,467","17,449","26,392","21,233","35,865","15,519","18,326","27,658","34,927","26,780","20,292","24,326","23,490","46,762",260,"27,063",,
2020,8,0,"34,667","2,465","4,163","2,153","1,171","3,201","2,397","2,283","1,453","2,045","1,526","1,833","1,380","1,586","1,138","1,326","2,638",6,"1,903",,
2020,8,10,"39,254","4,463","3,255","2,575","2,547","3,477","1,871","2,718","1,041","1,941","1,828","1,927","1,359","1,784","1,222","1,825","3,113",9,"2,299",,
2020,8,20,"61,361","3,954","3,615","3,308","2,192","2,529","2,300","4,882","2,027","1,983","3,865","5,055","4,210","2,730","3,988","3,656","7,179",18,"3,870",,
2020,8,30,"71,559","3,350","5,447","4,219","1,866","3,774","3,638","5,498","2,910","2,643","4,145","6,307","4,805","3,354","4,327","3,576","7,666",25,"4,009",,
2020,8,40,"73,587","5,480","5,731","4,295","3,110","5,467","3,541","5,663","2,452","3,248","4,118","5,102","3,825","3,402","3,509","3,661","6,915",51,"4,017",,
2020,8,50,"72,593","5,000","4,816","4,124","2,772","3,561","3,209","6,086","2,253","2,693","4,658","5,877","4,394","3,062","3,887","3,974","7,690",30,"4,507",,
2020,8,60,"61,820","3,782","3,908","3,537","2,409","2,706","2,725","4,992","1,909","2,320","4,352","4,992","3,931","2,541","3,623","3,192","6,920",53,"3,928",,
2020,8,70,"30,162","2,055","1,426","1,579",952,"1,087","1,094","2,686","1,093","1,051","2,284","2,762","2,062","1,312","1,890","1,679","3,337",40,"1,773",,
2020,8,80,"10,237",926,418,553,336,435,366,895,324,329,740,897,703,438,636,508,"1,091",12,630,,
2020,8,90,"1,840",157,88,114,87,128,88,136,45,65,128,150,96,78,87,81,190,8,114,,
2020,8,100,250,15,7,10,7,27,4,26,12,8,14,25,15,5,19,12,23,8,13,,
2020,9,총,"458,058","32,278","33,026","26,481","17,432","26,306","21,793","35,744","15,494","18,347","27,613","34,943","26,756","20,299","24,217","23,450","46,672",259,"26,948",,
2020,9,0,"34,798","2,596","4,215","2,155","1,175","3,174","2,477","2,271","1,449","2,053","1,516","1,820","1,373","1,588","1,120","1,331","2,606",6,"1,873",,
2020,9,10,"39,178","4,467","3,262","2,561","2,553","3,495","1,922","2,696","1,035","1,937","1,818","1,924","1,353","1,778","1,215","1,799","3,083",8,"2,272",,
2020,9,20,"61,325","3,995","3,608","3,313","2,170","2,504","2,333","4,886","2,014","1,987","3,858","5,042","4,209","2,737","3,976","3,641","7,154",18,"3,880",,
2020,9,30,"71,811","3,640","5,436","4,220","1,861","3,734","3,823","5,408","2,922","2,637","4,137","6,323","4,835","3,348","4,294","3,564","7,654",25,"3,950",,
2020,9,40,"73,724","5,543","5,795","4,296","3,116","5,483","3,651","5,641","2,425","3,245","4,099","5,127","3,809","3,400","3,500","3,638","6,904",51,"4,001",,
2020,9,50,"72,486","5,022","4,809","4,115","2,762","3,541","3,246","6,087","2,254","2,705","4,670","5,849","4,358","3,052","3,860","3,975","7,656",28,"4,497",,
2020,9,60,"62,110","3,827","3,948","3,541","2,410","2,697","2,773","4,996","1,911","2,330","4,358","5,022","3,931","2,559","3,626","3,211","6,967",54,"3,949",,
2020,9,70,"30,254","2,079","1,437","1,599",960,"1,089","1,112","2,700","1,092","1,049","2,285","2,760","2,071","1,312","1,883","1,688","3,327",40,"1,771",,
2020,9,80,"10,267",931,422,560,331,433,363,895,332,331,730,902,709,442,640,505,"1,105",13,623,,
2020,9,90,"1,854",163,87,111,87,128,89,139,48,64,127,150,93,78,85,86,192,8,119,,
2020,9,100,251,15,7,10,7,28,4,25,12,9,15,24,15,5,18,12,24,8,13,,
2020,10,총,"458,495","32,776","33,129","26,381","17,455","26,264","22,234","35,647","15,445","18,334","27,626","34,803","26,730","20,286","24,189","23,448","46,641",258,"26,849",,
2020,10,0,"34,757","2,645","4,210","2,151","1,187","3,143","2,546","2,244","1,445","2,049","1,507","1,793","1,351","1,592","1,108","1,320","2,589",6,"1,871",,
2020,10,10,"39,103","4,503","3,280","2,531","2,547","3,519","1,953","2,675","1,028","1,921","1,794","1,917","1,333","1,768","1,215","1,798","3,079",8,"2,234",,
2020,10,20,"61,294","4,042","3,587","3,282","2,160","2,488","2,390","4,886","2,006","1,998","3,861","5,021","4,216","2,732","3,988","3,632","7,127",18,"3,860",,
2020,10,30,"71,837","3,809","5,417","4,199","1,858","3,675","3,917","5,374","2,903","2,632","4,138","6,279","4,837","3,350","4,299","3,572","7,608",25,"3,945",,
2020,10,40,"73,865","5,636","5,862","4,274","3,125","5,501","3,746","5,601","2,419","3,240","4,109","5,107","3,812","3,394","3,481","3,614","6,922",50,"3,972",,
2020,10,50,"72,398","5,070","4,823","4,089","2,764","3,528","3,294","6,061","2,251","2,710","4,675","5,812","4,336","3,038","3,824","3,990","7,629",29,"4,475",,
2020,10,60,"62,454","3,867","3,963","3,570","2,422","2,725","2,810","5,026","1,913","2,327","4,380","5,041","3,949","2,572","3,634","3,224","7,021",54,"3,956",,
2020,10,70,"30,391","2,098","1,464","1,608",969,"1,095","1,114","2,720","1,082","1,052","2,285","2,754","2,074","1,320","1,900","1,692","3,342",39,"1,783",,
2020,10,80,"10,275",931,428,556,327,435,368,894,339,331,730,901,713,438,636,511,"1,104",13,620,,
2020,10,90,"1,874",161,89,112,89,127,92,141,47,65,132,154,94,77,86,83,196,8,121,,
2020,10,100,247,14,6,9,7,28,4,25,12,9,15,24,15,5,18,12,24,8,12,,
2020,11,총,"458,604","33,029","33,128","26,335","17,472","26,157","22,385","35,609","15,447","18,395","27,579","34,748","26,707","20,273","24,208","23,451","46,642",252,"26,787",,
2020,11,0,"34,627","2,696","4,194","2,140","1,173","3,104","2,554","2,228","1,434","2,062","1,482","1,774","1,332","1,598","1,104","1,311","2,570",3,"1,868",,
2020,11,10,"39,017","4,512","3,295","2,531","2,552","3,533","1,948","2,653","1,026","1,928","1,786","1,905","1,320","1,747","1,212","1,789","3,050",7,"2,223",,
2020,11,20,"61,322","4,063","3,590","3,262","2,170","2,477","2,429","4,883","2,004","1,992","3,854","5,011","4,232","2,715","4,009","3,629","7,150",19,"3,833",,
2020,11,30,"71,779","3,849","5,358","4,181","1,860","3,615","3,954","5,336","2,905","2,631","4,135","6,298","4,829","3,384","4,286","3,584","7,621",23,"3,930",,
2020,11,40,"73,864","5,702","5,880","4,259","3,123","5,494","3,770","5,603","2,420","3,272","4,103","5,075","3,805","3,366","3,484","3,612","6,893",47,"3,956",,
2020,11,50,"72,299","5,086","4,818","4,077","2,760","3,502","3,297","6,071","2,253","2,711","4,662","5,783","4,305","3,049","3,829","3,985","7,608",31,"4,472",,
2020,11,60,"62,747","3,904","3,993","3,598","2,437","2,752","2,834","5,034","1,913","2,337","4,397","5,067","3,963","2,564","3,643","3,236","7,043",54,"3,978",,
2020,11,70,"30,490","2,108","1,473","1,611",976,"1,098","1,132","2,729","1,093","1,055","2,281","2,751","2,092","1,321","1,889","1,690","3,372",39,"1,780",,
2020,11,80,"10,335",929,431,556,325,433,370,905,337,333,737,902,721,448,648,521,"1,113",13,613,,
2020,11,90,"1,876",165,90,111,89,121,93,142,50,65,127,158,93,76,86,82,198,8,122,,
2020,11,100,248,15,6,9,7,28,4,25,12,9,15,24,15,5,18,12,24,8,12,,
2020,12,총,"459,970","35,609","33,222","26,288","17,513","25,961","22,457","35,432","15,443","18,371","27,488","34,550","26,585","20,228","24,305","23,429","46,556",249,"26,284",,
2020,12,0,"34,750","3,018","4,199","2,147","1,169","3,072","2,561","2,191","1,441","2,058","1,466","1,728","1,318","1,594","1,122","1,294","2,547",3,"1,822",,
2020,12,10,"38,961","4,654","3,325","2,512","2,540","3,515","1,958","2,645","1,010","1,918","1,768","1,872","1,306","1,738","1,209","1,770","3,032",7,"2,182",,
2020,12,20,"61,457","4,303","3,596","3,266","2,200","2,468","2,455","4,850","1,999","1,972","3,852","4,981","4,234","2,715","3,993","3,629","7,188",18,"3,738",,
2020,12,30,"72,086","4,370","5,320","4,163","1,882","3,553","3,996","5,288","2,925","2,617","4,105","6,288","4,801","3,392","4,318","3,580","7,611",22,"3,855",,
2020,12,40,"74,044","6,015","5,928","4,252","3,123","5,474","3,795","5,599","2,412","3,284","4,106","5,033","3,790","3,319","3,508","3,615","6,851",48,"3,892",,
2020,12,50,"72,227","5,390","4,809","4,068","2,751","3,469","3,298","6,010","2,238","2,697","4,630","5,743","4,269","3,041","3,832","3,978","7,607",26,"4,371",,
2020,12,60,"63,244","4,369","4,039","3,593","2,447","2,744","2,819","5,042","1,929","2,352","4,401","5,079","3,950","2,582","3,661","3,243","7,020",57,"3,917",,
2020,12,70,"30,632","2,315","1,480","1,612",976,"1,083","1,114","2,735","1,080","1,062","2,278","2,737","2,075","1,320","1,911","1,690","3,358",39,"1,767",,
2020,12,80,"10,450",990,430,559,331,435,366,905,344,335,736,917,732,448,648,534,"1,121",13,606,,
2020,12,90,"1,864",170,90,107,87,120,90,142,53,67,127,147,95,74,85,83,197,8,122,,
2020,12,100,255,15,6,9,7,28,5,25,12,9,19,25,15,5,18,13,24,8,12,,
2021,1,총,"461,334","37,330","34,111","26,232","17,556","25,791","22,572","35,296","15,406","18,307","27,442","34,383","26,605","20,193","24,226","23,479","46,511",247,"25,647",,
2021,1,0,"34,787","3,222","4,322","2,140","1,153","3,037","2,573","2,163","1,423","2,025","1,451","1,699","1,323","1,587","1,100","1,291","2,511",3,"1,764",,
2021,1,10,"39,000","4,749","3,456","2,505","2,525","3,505","1,972","2,618","1,006","1,928","1,771","1,855","1,293","1,719","1,193","1,765","3,005",7,"2,128",,
2021,1,20,"61,380","4,472","3,649","3,235","2,238","2,419","2,434","4,830","1,996","1,967","3,824","4,946","4,229","2,725","3,964","3,644","7,174",18,"3,616",,
2021,1,30,"72,290","4,667","5,471","4,150","1,897","3,497","4,048","5,256","2,903","2,574","4,106","6,238","4,816","3,365","4,342","3,585","7,593",21,"3,761",,
2021,1,40,"74,323","6,258","6,158","4,237","3,105","5,473","3,829","5,566","2,418","3,286","4,070","5,019","3,813","3,304","3,468","3,584","6,870",47,"3,818",,
2021,1,50,"72,233","5,607","4,867","4,062","2,748","3,451","3,302","5,994","2,227","2,687","4,629","5,713","4,236","3,039","3,806","4,009","7,561",28,"4,267",,
2021,1,60,"63,777","4,671","4,162","3,600","2,468","2,752","2,810","5,043","1,940","2,351","4,416","5,095","3,971","2,603","3,685","3,262","7,075",55,"3,818",,
2021,1,70,"30,846","2,446","1,501","1,623",984,"1,081","1,136","2,755","1,083","1,070","2,290","2,724","2,078","1,328","1,906","1,701","3,372",39,"1,729",,
2021,1,80,"10,571","1,038",428,562,342,431,373,904,349,343,739,924,736,448,660,542,"1,124",13,615,,
2021,1,90,"1,870",185,91,109,90,116,90,142,49,67,127,145,95,69,84,83,201,8,119,,
2021,1,100,257,15,6,9,6,29,5,25,12,9,19,25,15,6,18,13,25,8,12,,
2021,2,총,"464,208","39,036","36,253","26,149","17,558","25,580","22,612","35,284","15,418","18,253","27,363","34,259","26,550","20,218","24,207","23,461","46,372",247,"25,388",,
2021,2,0,"35,236","3,487","4,761","2,136","1,153","3,004","2,585","2,163","1,406","2,004","1,425","1,684","1,291","1,578","1,078","1,263","2,470",3,"1,745",,
2021,2,10,"39,230","4,860","3,729","2,489","2,526","3,477","1,968","2,595","1,006","1,926","1,749","1,833","1,289","1,721","1,191","1,773","2,985",7,"2,106",,
2021,2,20,"61,536","4,617","3,786","3,221","2,252","2,387","2,420","4,821","1,998","1,961","3,813","4,917","4,255","2,757","3,960","3,652","7,131",18,"3,570",,
2021,2,30,"72,610","5,106","5,788","4,115","1,879","3,437","4,029","5,242","2,889","2,533","4,066","6,197","4,786","3,327","4,341","3,539","7,585",18,"3,733",,
2021,2,40,"74,980","6,513","6,662","4,237","3,097","5,440","3,859","5,559","2,414","3,286","4,053","5,006","3,796","3,324","3,442","3,591","6,864",50,"3,787",,
2021,2,50,"72,488","5,725","5,088","4,054","2,758","3,439","3,294","5,991","2,243","2,684","4,610","5,691","4,248","3,055","3,821","4,029","7,508",28,"4,222",,
2021,2,60,"64,291","4,886","4,337","3,600","2,480","2,750","2,821","5,069","1,952","2,364","4,455","5,113","3,972","2,598","3,707","3,278","7,093",55,"3,761",,
2021,2,70,"31,004","2,558","1,557","1,616",978,"1,082","1,156","2,753","1,099","1,071","2,290","2,717","2,059","1,336","1,889","1,695","3,383",39,"1,726",,
2021,2,80,"10,676","1,068",443,564,341,421,384,921,350,346,751,930,745,445,676,547,"1,123",13,608,,
2021,2,90,"1,901",201,96,109,89,114,91,144,49,69,132,146,94,71,84,81,205,8,118,,
2021,2,100,256,15,6,8,5,29,5,26,12,9,19,25,15,6,18,13,25,8,12,,
2021,3,총,"464,900","40,642","37,880","26,036","17,455","25,370","22,540","34,959","15,343","18,130","27,174","33,849","26,428","20,191","24,057","23,364","46,160",134,"25,188",,
2021,3,0,"35,517","3,790","4,988","2,116","1,148","2,929","2,586","2,145","1,404","1,970","1,417","1,670","1,290","1,571","1,070","1,246","2,455",3,"1,719",,
2021,3,10,"39,253","4,906","3,881","2,473","2,494","3,473","1,966","2,567",994,"1,919","1,748","1,814","1,275","1,728","1,191","1,771","2,952",7,"2,094",,
2021,3,20,"61,769","4,787","3,944","3,201","2,251","2,367","2,409","4,823","2,002","1,964","3,793","4,889","4,278","2,759","3,961","3,669","7,125",17,"3,530",,
2021,3,30,"72,901","5,688","5,993","4,098","1,872","3,353","3,995","5,206","2,877","2,502","4,053","6,147","4,747","3,303","4,291","3,495","7,566",14,"3,701",,
2021,3,40,"74,949","6,671","6,972","4,208","3,074","5,386","3,863","5,513","2,394","3,267","4,019","4,910","3,756","3,335","3,403","3,576","6,852",24,"3,726",,
