년도,월,나이,보령시,웅천읍,주포면,오천면,오천면어항출장소,오천면원산도출장소,천북면,청소면,청라면,남포면,주산면,미산면,성주면,주교면,대천1동,대천2동,대천3동,대천4동,대천5동,원산도출장소
2020,2,90,871,102,25,39,14,17,45,55,52,98,57,39,20,55,61,33,45,60,54,
2020,2,100,55,3,0,0,1,1,1,0,4,8,1,1,5,2,8,4,4,11,1,
2020,3,총,"100,787","6,397","1,643","2,216","1,658","1,155","3,638","2,666","3,988","5,204","2,485","1,799","2,333","5,395","14,788","7,065","16,824","14,905","6,628",
2020,3,0,"6,444",159,45,49,62,30,130,73,133,146,59,53,82,202,"1,163",536,"1,778","1,465",279,
2020,3,10,"8,491",343,97,127,99,70,192,113,230,270,100,62,121,363,"1,555",642,"1,990","1,701",416,
2020,3,20,"9,754",474,184,135,143,69,239,148,273,399,121,111,179,491,"1,723",798,"2,011","1,708",548,
2020,3,30,"9,817",390,89,138,134,67,231,150,236,314,118,93,175,425,"1,648",772,"2,420","1,823",594,
2020,3,40,"14,226",656,179,262,225,120,381,229,391,497,214,150,251,719,"2,384","1,149","3,005","2,611",803,
2020,3,50,"17,469","1,172",280,423,331,228,634,430,703,"1,000",366,284,483,"1,011","2,533","1,190","2,631","2,452","1,318",
2020,3,60,"16,432","1,463",373,492,350,251,791,574,870,"1,127",541,408,500,"1,020","2,003",950,"1,682","1,679","1,358",
2020,3,70,"11,030","1,033",245,340,175,179,573,522,659,827,535,367,355,711,"1,183",658,859,954,855,
2020,3,80,"6,192",602,126,212,124,123,421,373,437,517,372,229,162,395,528,334,399,439,399,
2020,3,90,874,102,25,38,14,17,45,54,52,99,58,41,20,56,59,32,45,62,55,
2020,3,100,58,3,0,0,1,1,1,0,4,8,1,1,5,2,9,4,4,11,3,
2020,4,총,"100,646","6,382","1,633","2,213","1,653","1,145","3,632","2,672","3,966","5,177","2,483","1,787","2,314","5,381","14,763","7,026","16,797","15,029","6,593",
2020,4,0,"6,414",157,46,50,61,31,129,74,135,146,59,53,79,197,"1,154",529,"1,754","1,482",278,
2020,4,10,"8,478",349,95,127,99,70,191,114,224,266,98,62,122,363,"1,544",639,"1,998","1,707",410,
2020,4,20,"9,660",464,172,134,141,67,237,151,272,393,118,108,170,486,"1,715",783,"1,990","1,715",544,
2020,4,30,"9,786",384,89,134,134,65,233,153,229,312,118,87,169,419,"1,627",773,"2,424","1,845",591,
2020,4,40,"14,177",647,181,264,223,118,376,228,383,491,213,149,253,718,"2,370","1,143","3,002","2,630",788,
2020,4,50,"17,430","1,167",280,426,330,225,630,420,704,995,368,280,473,"1,010","2,533","1,178","2,620","2,477","1,314",
2020,4,60,"16,461","1,467",372,484,348,250,796,583,862,"1,113",543,410,499,"1,010","2,015",953,"1,694","1,704","1,358",
2020,4,70,"11,081","1,041",247,345,178,178,578,522,662,830,530,370,363,720,"1,199",649,863,954,852,
2020,4,80,"6,226",601,127,210,124,123,415,372,441,523,374,229,160,399,539,343,404,443,399,
2020,4,90,876,102,24,39,14,17,46,55,50,101,60,38,21,57,58,32,44,62,56,
2020,4,100,57,3,0,0,1,1,1,0,4,7,2,1,5,2,9,4,4,10,3,
2020,5,총,"100,602","6,361","1,643","2,195","1,659","1,138","3,606","2,673","3,962","5,192","2,451","1,774","2,321","5,359","14,736","7,013","16,783","15,161","6,575",
2020,5,0,"6,378",154,44,49,61,30,124,75,131,142,53,54,79,196,"1,142",529,"1,743","1,505",267,
2020,5,10,"8,486",343,113,125,99,69,190,111,225,270,93,60,123,357,"1,530",636,"2,001","1,732",409,
2020,5,20,"9,618",456,178,129,139,68,230,150,272,389,113,104,169,481,"1,703",777,"1,982","1,735",543,
2020,5,30,"9,719",374,86,131,132,64,231,154,225,305,112,87,165,417,"1,619",768,"2,414","1,855",580,
2020,5,40,"14,166",649,174,262,220,115,367,228,377,495,206,147,259,713,"2,377","1,139","2,997","2,651",790,
2020,5,50,"17,338","1,166",274,415,329,226,628,416,703,"1,002",368,276,470,978,"2,525","1,172","2,617","2,468","1,305",
2020,5,60,"16,565","1,464",376,483,360,247,797,583,868,"1,122",539,411,508,"1,028","2,019",954,"1,701","1,733","1,372",
2020,5,70,"11,138","1,046",247,351,180,180,575,521,664,833,529,368,362,721,"1,211",657,872,967,854,
2020,5,80,"6,249",601,127,211,124,121,416,380,441,528,373,227,160,409,542,344,407,441,397,
2020,5,90,886,105,24,39,14,17,47,54,52,98,63,40,21,57,59,33,45,63,55,
2020,5,100,59,3,0,0,1,1,1,1,4,8,2,0,5,2,9,4,4,11,3,
2020,6,총,"100,647","6,328","1,659","2,196","1,646","1,147","3,602","2,666","3,966","5,211","2,456","1,773","2,324","5,352","14,630","6,983","16,773","15,363","6,572",0.0
2020,6,0,"6,364",151,42,47,61,31,124,72,132,144,51,54,77,194,"1,132",522,"1,739","1,527",264,0.0
2020,6,10,"8,489",342,119,126,99,69,193,112,221,275,95,59,126,357,"1,503",632,"1,993","1,761",407,0.0
2020,6,20,"9,616",455,188,127,136,65,234,149,273,390,116,100,171,473,"1,696",762,"1,995","1,741",545,0.0
2020,6,30,"9,667",361,84,130,130,66,233,151,217,300,109,86,163,411,"1,599",772,"2,384","1,899",572,0.0
2020,6,40,"14,185",643,171,267,221,114,358,222,381,501,207,148,262,709,"2,356","1,139","3,006","2,693",787,0.0
2020,6,50,"17,332","1,161",278,409,323,230,630,419,709,994,372,279,469,979,"2,498","1,165","2,613","2,500","1,304",0.0
2020,6,60,"16,623","1,460",376,489,359,253,795,585,869,"1,131",541,412,509,"1,036","2,016",958,"1,704","1,749","1,381",0.0
2020,6,70,"11,187","1,045",250,352,176,181,576,521,668,845,525,366,363,725,"1,220",655,888,978,853,0.0
2020,6,80,"6,234",601,127,210,124,120,413,381,439,522,375,227,160,409,542,342,404,440,398,0.0
2020,6,90,890,106,24,39,16,18,45,53,52,101,63,42,19,57,59,32,43,63,58,0.0
2020,6,100,60,3,0,0,1,0,1,1,5,8,2,0,5,2,9,4,4,12,3,0.0
2020,7,총,"100,601","6,301","1,662","2,196","1,640",,"3,602","2,664","3,963","5,203","2,465","1,766","2,313","5,344","14,551","6,987","16,783","15,474","6,548","1,139"
2020,7,0,"6,344",146,39,48,60,,125,72,135,140,51,55,70,191,"1,117",519,"1,736","1,553",257,30
2020,7,10,"8,454",337,119,126,99,,197,109,219,276,95,60,124,351,"1,481",635,"1,979","1,779",400,68
2020,7,20,"9,598",444,192,124,136,,226,150,275,390,117,100,173,473,"1,691",751,"2,019","1,728",546,63
2020,7,30,"9,657",359,84,132,127,,230,148,213,291,109,85,159,414,"1,583",768,"2,383","1,925",580,67
2020,7,40,"14,127",637,171,267,220,,355,221,379,489,205,143,259,705,"2,340","1,145","2,997","2,700",786,108
2020,7,50,"17,328","1,163",278,406,324,,634,421,701,998,371,276,465,976,"2,485","1,173","2,613","2,528","1,290",226
2020,7,60,"16,669","1,455",378,484,359,,793,584,876,"1,137",547,413,514,"1,041","2,019",963,"1,710","1,765","1,375",256
2020,7,70,"11,228","1,048",250,360,173,,583,522,670,847,529,369,364,722,"1,232",654,892,977,854,182
2020,7,80,"6,247",603,126,210,126,,414,382,437,525,377,224,162,413,535,342,405,445,400,121
2020,7,90,889,106,25,39,15,,44,54,53,102,62,41,18,56,59,33,45,62,57,18
2020,7,100,60,3,0,0,1,,1,1,5,8,2,0,5,2,9,4,4,12,3,0
2020,8,총,"100,538","6,288","1,659","2,190","1,632",,"3,603","2,651","3,950","5,195","2,462","1,768","2,314","5,365","14,519","6,957","16,747","15,527","6,570","1,141"
2020,8,0,"6,302",147,38,48,61,,121,71,133,141,51,57,73,195,"1,104",509,"1,709","1,552",262,30
2020,8,10,"8,430",334,117,125,99,,199,109,216,274,92,60,122,350,"1,475",633,"1,962","1,792",404,67
2020,8,20,"9,593",437,186,127,134,,226,151,270,391,114,99,170,479,"1,689",753,"2,027","1,734",543,63
2020,8,30,"9,588",363,85,127,123,,228,142,211,290,108,87,162,409,"1,584",762,"2,345","1,912",584,66
2020,8,40,"14,119",630,170,264,216,,354,215,380,487,203,142,263,709,"2,337","1,142","3,000","2,715",788,104
2020,8,50,"17,272","1,147",277,399,322,,631,423,692,985,375,271,462,977,"2,475","1,161","2,632","2,527","1,286",230
2020,8,60,"16,761","1,470",380,488,363,,795,583,884,"1,142",548,414,514,"1,043","2,025",968,"1,722","1,785","1,380",257
2020,8,70,"11,261","1,046",254,359,172,,590,523,664,850,529,371,363,729,"1,230",652,897,988,860,184
2020,8,80,"6,262",605,127,214,126,,413,379,440,528,376,227,162,414,533,341,406,448,401,122
2020,8,90,889,106,25,38,15,,45,54,55,99,64,40,18,58,58,32,43,62,59,18
2020,8,100,61,3,0,1,1,,1,1,5,8,2,0,5,2,9,4,4,12,3,0
2020,9,총,"100,415","6,263","1,655","2,182","1,630",,"3,583","2,646","3,947","5,178","2,463","1,762","2,299","5,360","14,507","6,969","16,713","15,573","6,552","1,133"
2020,9,0,"6,265",151,37,45,62,,120,65,131,143,49,57,72,195,"1,096",511,"1,693","1,550",258,30
2020,9,10,"8,386",326,115,122,100,,196,107,209,267,89,59,119,349,"1,475",649,"1,949","1,787",402,66
2020,9,20,"9,574",436,188,128,132,,224,151,274,385,114,98,165,474,"1,688",737,"2,041","1,730",549,60
2020,9,30,"9,547",352,86,128,124,,222,140,210,286,106,88,162,408,"1,589",769,"2,313","1,926",572,66
2020,9,40,"14,071",622,167,254,216,,349,215,384,480,200,138,261,704,"2,313","1,142","3,015","2,720",786,105
2020,9,50,"17,252","1,139",277,402,322,,636,424,688,969,382,272,456,982,"2,479","1,163","2,616","2,539","1,282",224
2020,9,60,"16,821","1,478",382,487,357,,791,591,885,"1,158",544,414,515,"1,046","2,030",967,"1,733","1,807","1,379",257
2020,9,70,"11,263","1,043",255,362,173,,584,523,666,849,535,368,362,730,"1,224",649,897,992,864,187
2020,9,80,"6,271",606,125,216,128,,412,373,437,530,378,229,164,409,541,346,409,450,398,120
2020,9,90,904,107,23,37,15,,48,56,58,103,64,39,18,61,63,32,43,60,59,18
2020,9,100,61,3,0,1,1,,1,1,5,8,2,0,5,2,9,4,4,12,3,0
2020,10,총,"100,336","6,240","1,664","2,185","1,629",,"3,584","2,645","3,950","5,170","2,465","1,759","2,288","5,352","14,486","6,951","16,666","15,648","6,522","1,132"
2020,10,0,"6,210",147,39,45,57,,118,65,129,136,49,58,68,192,"1,095",503,"1,676","1,555",249,29
2020,10,10,"8,353",320,116,124,99,,193,108,205,261,85,59,117,349,"1,471",647,"1,944","1,791",399,65
2020,10,20,"9,559",424,187,127,132,,225,152,279,384,118,96,167,473,"1,693",740,"2,024","1,733",543,62
2020,10,30,"9,505",355,86,126,123,,224,137,212,284,106,85,157,408,"1,573",762,"2,302","1,931",568,66
2020,10,40,"14,020",616,169,254,214,,346,211,384,480,198,140,256,698,"2,303","1,134","3,005","2,727",783,102
2020,10,50,"17,263","1,137",280,399,322,,633,428,687,968,378,271,452,980,"2,471","1,161","2,615","2,577","1,277",227
2020,10,60,"16,902","1,483",378,492,364,,796,592,885,"1,164",548,418,521,"1,056","2,031",977,"1,739","1,824","1,378",256
2020,10,70,"11,269","1,047",260,359,174,,590,523,668,848,537,362,362,722,"1,232",642,899,989,867,188
2020,10,80,"6,280",600,125,220,127,,410,369,438,533,378,232,166,412,543,349,412,453,395,118
2020,10,90,912,108,24,38,16,,48,58,58,104,66,38,17,60,65,32,45,56,60,19
2020,10,100,63,3,0,1,1,,1,2,5,8,2,0,5,2,9,4,5,12,3,0
2020,11,총,"100,249","6,236","1,664","2,178","1,628",,"3,573","2,636","3,928","5,159","2,455","1,750","2,291","5,333","14,464","6,939","16,648","15,753","6,493","1,121"
2020,11,0,"6,177",144,39,45,57,,117,67,129,132,48,58,73,190,"1,085",492,"1,658","1,572",243,28
2020,11,10,"8,329",321,111,120,98,,190,105,205,260,84,57,116,338,"1,471",657,"1,942","1,792",397,65
2020,11,20,"9,520",418,189,134,134,,222,146,275,382,115,94,164,475,"1,671",737,"2,034","1,741",529,60
2020,11,30,"9,498",351,87,127,119,,226,135,208,287,104,82,158,399,"1,569",758,"2,291","1,969",562,66
2020,11,40,"13,981",612,170,253,216,,339,212,384,478,193,140,262,698,"2,295","1,126","3,002","2,731",773,97
2020,11,50,"17,237","1,136",281,395,323,,630,424,683,959,382,270,446,974,"2,468","1,165","2,600","2,594","1,279",228
2020,11,60,"16,991","1,490",380,492,362,,796,591,884,"1,173",551,418,520,"1,066","2,051",979,"1,756","1,841","1,387",254
2020,11,70,"11,254","1,047",258,355,177,,596,525,662,848,537,360,361,717,"1,229",644,901,990,860,187
2020,11,80,"6,272",603,125,217,126,,406,370,435,529,373,232,169,414,548,344,412,451,401,117
2020,11,90,926,111,24,39,15,,50,59,57,103,66,39,18,60,68,33,46,60,59,19
2020,11,100,64,3,0,1,1,,1,2,6,8,2,0,4,2,9,4,6,12,3,0
2020,12,총,"100,229","6,229","1,663","2,179","1,628",,"3,554","2,640","3,937","5,140","2,453","1,729","2,298","5,332","14,454","6,931","16,679","15,763","6,494","1,126"
2020,12,0,"6,137",142,37,44,55,,114,67,126,132,48,52,73,187,"1,080",492,"1,655","1,566",239,28
2020,12,10,"8,295",314,110,119,97,,191,104,211,260,85,56,117,333,"1,462",651,"1,932","1,791",395,67
2020,12,20,"9,528",416,193,133,128,,219,147,274,374,114,92,165,480,"1,678",734,"2,054","1,740",523,64
2020,12,30,"9,461",349,85,127,121,,217,135,203,287,103,78,154,401,"1,566",758,"2,293","1,962",557,65
2020,12,40,"13,945",604,164,256,216,,344,215,385,474,195,137,270,690,"2,282","1,119","2,985","2,733",777,99
2020,12,50,"17,212","1,131",280,392,324,,625,422,680,949,380,263,447,969,"2,463","1,168","2,616","2,603","1,277",223
2020,12,60,"17,087","1,503",384,498,363,,794,599,888,"1,174",552,427,519,"1,077","2,060",980,"1,774","1,839","1,401",255
2020,12,70,"11,279","1,051",259,352,181,,591,522,668,852,534,357,362,714,"1,242",645,903,"1,003",857,186
2020,12,80,"6,289",603,127,216,126,,407,369,439,528,372,229,169,417,547,347,415,453,405,120
2020,12,90,931,113,24,41,16,,51,58,57,101,68,38,18,62,66,33,45,61,60,19
2020,12,100,65,3,0,1,1,,1,2,6,9,2,0,4,2,8,4,7,12,3,0
2021,1,총,"99,964","6,200","1,658","2,180","1,630",,"3,537","2,639","3,928","5,130","2,443","1,722","2,282","5,308","14,430","6,907","16,584","15,814","6,454","1,118"
2021,1,0,"6,065",139,39,44,54,,114,66,125,135,44,47,74,184,"1,060",475,"1,625","1,574",238,28
2021,1,10,"8,259",309,107,115,99,,188,105,210,253,86,58,115,328,"1,464",655,"1,929","1,786",387,65
2021,1,20,"9,484",402,190,137,125,,222,145,269,368,108,89,161,474,"1,697",731,"2,043","1,749",512,62
2021,1,30,"9,359",349,82,123,124,,214,135,203,281,100,79,151,396,"1,543",746,"2,244","1,977",548,64
2021,1,40,"13,897",591,164,258,211,,342,209,384,473,193,134,268,692,"2,275","1,118","2,992","2,727",768,98
2021,1,50,"17,075","1,116",281,389,324,,610,423,670,945,376,260,439,953,"2,445","1,164","2,580","2,610","1,267",223
2021,1,60,"17,240","1,521",385,503,367,,799,600,894,"1,174",561,434,516,"1,086","2,081",994,"1,804","1,862","1,405",254
2021,1,70,"11,284","1,051",257,354,182,,586,524,673,861,528,355,370,714,"1,244",645,899,998,858,185
2021,1,80,"6,300",606,129,217,127,,408,373,435,529,376,227,167,418,545,344,417,457,405,120
2021,1,90,935,113,24,39,16,,53,57,59,102,69,39,17,61,68,31,45,62,61,19
2021,1,100,66,3,0,1,1,,1,2,6,9,2,0,4,2,8,4,6,12,5,0
2021,2,총,"99,673","6,167","1,656","2,183","1,638",,"3,512","2,636","3,935","5,127","2,442","1,720","2,272","5,296","14,329","6,886","16,568","15,781","6,414","1,111"
2021,2,0,"5,996",133,38,42,54,,111,64,121,139,44,49,73,187,"1,050",474,"1,613","1,550",226,28
2021,2,10,"8,215",302,105,116,103,,186,102,212,248,86,58,113,322,"1,450",654,"1,931","1,785",380,62
2021,2,20,"9,408",398,188,137,126,,218,146,266,370,107,87,161,474,"1,671",718,"2,022","1,747",510,62
2021,2,30,"9,232",342,79,121,123,,206,136,203,277,97,80,145,388,"1,544",737,"2,201","1,945",544,64
2021,2,40,"13,883",582,166,257,214,,337,207,384,467,193,135,268,690,"2,253","1,111","3,022","2,741",760,96
2021,2,50,"17,008","1,110",278,388,323,,598,428,682,936,372,257,429,952,"2,422","1,160","2,584","2,612","1,257",220
2021,2,60,"17,304","1,524",390,508,368,,808,598,893,"1,188",569,430,523,"1,088","2,068",999,"1,822","1,868","1,405",255
2021,2,70,"11,286","1,055",259,353,184,,581,519,674,856,520,358,370,712,"1,250",651,902,998,862,182
2021,2,80,"6,317",605,128,220,126,,413,378,432,531,378,225,168,416,545,345,420,458,405,124
2021,2,90,958,113,25,40,16,,53,56,61,106,74,41,18,65,69,33,45,65,60,18
2021,2,100,66,3,0,1,1,,1,2,7,9,2,0,4,2,7,4,6,12,5,0
2021,3,총,"99,234","6,113","1,671","2,177","1,638",,"3,488","2,611","3,896","5,128","2,431","1,710","2,216","5,267","14,280","6,856","16,474","15,782","6,389","1,107"
2021,3,0,"5,959",130,38,42,55,,111,60,122,138,42,48,73,188,"1,035",474,"1,605","1,544",225,29
2021,3,10,"8,156",295,105,113,104,,177,104,205,247,88,57,105,325,"1,446",649,"1,920","1,784",370,62
2021,3,20,"9,374",393,197,142,129,,216,142,267,365,109,88,165,465,"1,661",729,"1,995","1,755",496,60
2021,3,30,"9,179",337,80,121,119,,204,139,198,279,96,76,139,386,"1,550",736,"2,175","1,941",540,63
2021,3,40,"13,741",572,164,251,213,,331,199,373,468,189,131,263,674,"2,249","1,100","2,991","2,727",752,94
2021,3,50,"16,866","1,100",275,386,317,,587,421,674,928,361,257,406,930,"2,393","1,154","2,592","2,615","1,255",215
2021,3,60,"17,400","1,527",396,506,369,,809,597,892,"1,199",580,430,516,"1,101","2,088",992,"1,835","1,885","1,421",257
2021,3,70,"11,233","1,040",262,356,189,,583,514,669,853,510,357,365,711,"1,248",643,886,"1,003",860,184
2021,3,80,"6,330",607,129,220,125,,414,377,430,534,378,225,168,421,544,347,422,455,408,126
2021,3,90,953,112,25,39,17,,55,58,60,107,76,41,15,65,64,31,50,64,57,17
2021,3,100,43,0,0,1,1,,1,0,6,10,2,0,1,1,2,1,3,9,5,0
2021,4,총,"99,137","6,102","1,665","2,180","1,635",,"3,498","2,605","3,909","5,148","2,433","1,705","2,206","5,255","14,223","6,867","16,476","15,740","6,373","1,117"
2021,4,0,"5,922",132,36,42,59,,111,57,121,136,42,48,71,188,"1,024",472,"1,590","1,534",230,29
2021,4,10,"8,148",297,104,114,101,,173,104,208,250,90,58,106,323,"1,431",652,"1,925","1,779",371,62
2021,4,20,"9,330",387,195,141,127,,219,141,262,362,109,85,162,464,"1,647",725,"1,997","1,752",492,63
2021,4,30,"9,161",337,82,122,118,,208,138,201,285,98,72,133,382,"1,545",743,"2,176","1,920",540,61
2021,4,40,"13,703",562,163,249,211,,328,198,374,468,189,134,268,674,"2,233","1,093","2,989","2,718",753,99
2021,4,50,"16,791","1,089",274,385,318,,587,426,670,930,357,256,402,923,"2,391","1,150","2,579","2,592","1,243",219
2021,4,60,"17,505","1,533",395,511,371,,815,595,901,"1,210",580,434,519,"1,098","2,096","1,003","1,851","1,904","1,431",258
2021,4,70,"11,229","1,040",262,355,188,,584,514,675,847,512,353,364,711,"1,249",648,890,"1,010",844,183
2021,4,80,"6,347",609,130,221,123,,418,372,432,546,379,223,165,427,540,347,426,458,405,126
2021,4,90,957,116,24,39,18,,54,60,59,104,75,42,15,64,65,33,50,63,59,17
2021,4,100,44,0,0,1,1,,1,0,6,10,2,0,1,1,2,1,3,10,5,0
2021,5,총,"99,048","6,098","1,666","2,171","1,637",,"3,478","2,607","3,905","5,151","2,430","1,697","2,202","5,235","14,253","6,869","16,453","15,737","6,341","1,118"
2021,5,0,"5,887",132,36,41,60,,112,59,121,134,42,44,73,183,"1,016",473,"1,575","1,525",232,29
2021,5,10,"8,139",293,106,112,100,,169,106,201,245,91,58,107,319,"1,434",650,"1,931","1,782",372,63
2021,5,20,"9,334",387,193,139,127,,216,139,259,368,106,83,162,463,"1,661",728,"1,996","1,752",490,65
2021,5,30,"9,122",337,82,120,116,,208,140,201,282,99,71,134,375,"1,557",734,"2,152","1,920",533,61
2021,5,40,"13,623",550,159,246,213,,320,200,375,466,187,135,262,668,"2,220","1,090","2,996","2,703",733,100
2021,5,50,"16,727","1,085",273,385,312,,578,420,668,924,355,250,394,918,"2,389","1,153","2,569","2,599","1,234",221
2021,5,60,"17,589","1,543",400,510,380,,819,598,907,"1,219",581,439,524,"1,103","2,110","1,006","1,850","1,917","1,432",251
2021,5,70,"11,255","1,046",263,355,186,,582,514,676,850,513,352,365,714,"1,256",647,903,"1,008",841,184
2021,5,80,"6,380",613,131,223,123,,421,374,432,549,382,224,165,428,542,353,428,456,410,126
2021,5,90,949,112,23,39,19,,52,57,59,103,72,41,15,63,67,34,50,66,59,18
2021,5,100,43,0,0,1,1,,1,0,6,11,2,0,1,1,1,1,3,9,5,0
2021,6,총,"98,993","6,097","1,666","2,165","1,636",,"3,477","2,602","3,899","5,155","2,434","1,697","2,195","5,206","14,224","6,875","16,450","15,745","6,352","1,118"
2021,6,0,"5,858",133,36,41,61,,109,59,119,142,40,40,71,180,"1,004",469,"1,575","1,520",230,29
2021,6,10,"8,135",293,103,112,102,,173,105,198,244,93,59,108,318,"1,428",649,"1,934","1,784",371,61
2021,6,20,"9,309",378,191,137,125,,212,142,262,369,105,80,155,460,"1,647",726,"1,985","1,774",494,67
2021,6,30,"9,093",337,82,117,114,,209,138,198,276,101,72,140,369,"1,557",740,"2,156","1,898",530,59
2021,6,40,"13,624",555,159,245,213,,324,201,376,470,188,134,262,661,"2,216","1,087","2,986","2,707",739,101
2021,6,50,"16,633","1,076",270,382,313,,573,411,663,913,355,250,390,911,"2,377","1,153","2,556","2,603","1,222",215
2021,6,60,"17,698","1,550",405,515,379,,828,602,912,"1,229",583,441,522,"1,107","2,120","1,014","1,865","1,923","1,447",256
2021,6,70,"11,259","1,046",267,353,184,,580,510,671,851,513,354,361,710,"1,263",648,911,"1,007",844,186
2021,6,80,"6,393",615,129,224,126,,416,376,436,546,382,225,170,425,544,354,431,455,413,126
2021,6,90,949,114,24,38,18,,52,58,58,104,72,42,15,64,67,34,48,65,58,18
2021,6,100,42,0,0,1,1,,1,0,6,11,2,0,1,1,1,1,3,9,4,0
2021,7,총,"98,922","6,091","1,669","2,163","1,645",,"3,478","2,604","3,889","5,145","2,418","1,707","2,187","5,201","14,181","6,864","16,446","15,759","6,361","1,114"
2021,7,0,"5,811",127,35,41,63,,107,55,112,136,40,41,71,179,"1,000",459,"1,568","1,513",236,28
2021,7,10,"8,130",292,98,111,103,,168,104,204,243,88,60,109,313,"1,416",657,"1,941","1,788",374,61
2021,7,20,"9,280",378,195,137,127,,215,148,253,372,104,83,151,455,"1,635",720,"1,973","1,775",494,65
2021,7,30,"9,081",337,82,120,114,,211,136,201,268,99,69,138,370,"1,550",737,"2,160","1,902",530,57
2021,7,40,"13,544",556,156,241,212,,322,200,372,466,183,134,258,657,"2,192","1,085","2,986","2,685",737,102
2021,7,50,"16,623","1,069",271,385,311,,571,412,665,911,356,246,385,905,"2,387","1,150","2,550","2,615","1,222",212
2021,7,60,"17,777","1,561",405,515,387,,836,600,913,"1,236",584,449,526,"1,122","2,119","1,012","1,868","1,938","1,448",258
2021,7,70,"11,267","1,044",274,351,185,,581,513,668,852,505,355,361,708,"1,272",647,910,"1,013",843,185
2021,7,80,"6,429",613,130,225,124,,415,378,438,548,385,228,172,430,541,361,440,459,415,127
2021,7,90,938,114,23,36,18,,51,58,57,102,72,42,15,61,68,35,47,62,58,19
2021,7,100,42,0,0,1,1,,1,0,6,11,2,0,1,1,1,1,3,9,4,0
2021,8,총,"98,726","6,086","1,653","2,161","1,637",,"3,471","2,594","3,885","5,131","2,416","1,706","2,182","5,179","14,177","6,851","16,403","15,742","6,336","1,116"
2021,8,0,"5,770",126,33,41,64,,105,55,111,136,37,40,70,174,"1,006",455,"1,546","1,508",236,27
2021,8,10,"8,094",291,95,111,102,,169,103,204,242,86,59,108,314,"1,417",653,"1,925","1,789",363,63
2021,8,20,"9,241",373,189,134,124,,211,150,251,367,107,84,152,446,"1,617",719,"1,983","1,782",488,64
2021,8,30,"9,034",335,82,121,111,,209,131,201,260,97,69,140,372,"1,555",739,"2,139","1,881",534,58
2021,8,40,"13,444",554,154,237,214,,322,196,371,458,183,131,256,644,"2,175","1,071","2,966","2,679",733,100
2021,8,50,"16,611","1,063",267,388,305,,566,412,661,915,356,247,382,909,"2,384","1,156","2,559","2,617","1,214",210
