년도,월,나이,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2020,9,70,"26,110","2,037","1,519","1,482","1,236","2,272","1,617","1,770","1,603",971,893,"1,902","2,878","2,257",661,"1,949","1,063"
2020,9,80,"9,538",847,502,561,439,824,595,610,546,346,283,547,"1,134",951,206,676,471
2020,9,90,"1,326",133,69,72,53,91,76,65,88,59,27,72,165,157,39,90,70
2020,9,100,162,28,9,12,7,10,10,4,22,2,2,4,11,7,6,13,15
2020,10,총,"313,677","20,217","14,436","13,040","11,437","27,455","21,951","25,541","17,737","16,155","11,398","28,163","40,084","28,297","11,720","19,569","6,477"
2020,10,0,"20,356","1,122",931,568,536,"1,710","1,270","1,467","1,139","1,141","1,011","2,049","3,198","1,767","1,321",984,142
2020,10,10,"25,677","1,615","1,128",780,795,"2,385","1,717","2,066","1,190","1,347",990,"2,480","4,047","2,541",853,"1,470",273
2020,10,20,"40,168","2,353","1,579","1,475","1,442","3,539","3,657","5,049","1,976","2,198","1,089","3,579","4,597","3,427","1,331","2,308",569
2020,10,30,"37,521","2,336","1,569","1,571","1,175","3,118","2,930","3,214","2,209","2,273","1,590","3,812","4,474","2,806","2,066","1,907",471
2020,10,40,"46,437","2,757","2,197","1,674","1,585","3,960","3,033","3,561","2,653","2,450","2,045","4,494","6,626","4,135","1,818","2,662",787
2020,10,50,"55,298","3,479","2,365","2,236","1,987","4,882","3,707","4,198","3,235","2,944","1,812","4,924","7,190","5,483","1,839","3,760","1,257"
2020,10,60,"50,950","3,505","2,568","2,594","2,177","4,642","3,326","3,525","3,072","2,424","1,652","4,292","5,748","4,755","1,574","3,735","1,361"
2020,10,70,"26,169","2,037","1,521","1,496","1,235","2,285","1,622","1,776","1,603",969,896,"1,910","2,883","2,254",658,"1,959","1,065"
2020,10,80,"9,602",850,502,562,442,829,602,616,550,351,283,548,"1,143",967,212,677,468
2020,10,90,"1,338",135,67,72,56,96,77,65,87,56,28,72,167,155,42,94,69
2020,10,100,161,28,9,12,7,9,10,4,23,2,2,3,11,7,6,13,15
2020,11,총,"312,840","20,185","14,373","13,002","11,411","27,393","21,849","25,531","17,717","16,117","11,278","28,165","39,997","28,183","11,717","19,478","6,444"
2020,11,0,"20,136","1,112",906,555,539,"1,698","1,248","1,457","1,124","1,128",995,"2,023","3,180","1,744","1,310",976,141
2020,11,10,"25,540","1,608","1,130",767,791,"2,358","1,710","2,046","1,195","1,339",987,"2,483","4,028","2,521",844,"1,467",266
2020,11,20,"40,067","2,360","1,571","1,473","1,451","3,531","3,632","5,084","1,970","2,196","1,071","3,591","4,578","3,388","1,335","2,275",561
2020,11,30,"37,262","2,331","1,539","1,574","1,168","3,106","2,897","3,198","2,212","2,250","1,546","3,788","4,451","2,790","2,055","1,889",468
2020,11,40,"46,277","2,740","2,192","1,672","1,585","3,944","3,018","3,549","2,645","2,436","2,042","4,492","6,597","4,096","1,824","2,668",777
2020,11,50,"55,124","3,479","2,343","2,234","1,974","4,872","3,677","4,187","3,234","2,952","1,796","4,919","7,191","5,458","1,841","3,719","1,248"
2020,11,60,"51,078","3,501","2,585","2,584","2,178","4,657","3,346","3,544","3,065","2,429","1,647","4,307","5,763","4,788","1,588","3,738","1,358"
2020,11,70,"26,199","2,026","1,523","1,502","1,222","2,294","1,629","1,772","1,610",978,882,"1,931","2,874","2,261",660,"1,969","1,066"
2020,11,80,"9,649",867,505,558,439,828,608,623,552,352,282,554,"1,155",971,212,668,475
2020,11,90,"1,346",133,70,71,57,96,74,67,87,55,28,74,169,159,42,96,68
2020,11,100,162,28,9,12,7,9,10,4,23,2,2,3,11,7,6,13,16
2020,12,총,"311,757","20,127","14,343","12,984","11,346","27,246","21,792","25,446","17,685","16,012","11,175","28,080","39,923","28,094","11,680","19,425","6,399"
2020,12,0,"19,969","1,103",903,552,534,"1,697","1,250","1,460","1,110","1,109",978,"1,996","3,147","1,736","1,299",957,138
2020,12,10,"25,385","1,603","1,128",764,792,"2,339","1,697","2,023","1,192","1,337",981,"2,476","4,004","2,500",839,"1,454",256
2020,12,20,"39,828","2,353","1,552","1,469","1,426","3,482","3,644","5,069","1,974","2,149","1,062","3,561","4,575","3,367","1,324","2,266",555
2020,12,30,"36,977","2,289","1,526","1,561","1,142","3,090","2,871","3,189","2,201","2,241","1,534","3,741","4,414","2,773","2,058","1,883",464
2020,12,40,"46,023","2,750","2,201","1,678","1,592","3,912","2,992","3,511","2,634","2,419","2,013","4,463","6,587","4,043","1,818","2,645",765
2020,12,50,"54,882","3,450","2,325","2,214","1,965","4,841","3,658","4,178","3,226","2,938","1,782","4,934","7,176","5,439","1,832","3,694","1,230"
2020,12,60,"51,242","3,512","2,590","2,598","2,162","4,648","3,347","3,546","3,075","2,434","1,638","4,339","5,801","4,829","1,589","3,772","1,362"
2020,12,70,"26,235","2,036","1,532","1,508","1,229","2,306","1,633","1,770","1,609",976,874,"1,934","2,868","2,265",663,"1,963","1,069"
2020,12,80,"9,701",868,508,556,442,827,617,624,554,350,286,556,"1,172",974,210,683,474
2020,12,90,"1,353",135,69,72,55,95,73,72,87,57,25,77,168,161,42,95,70
2020,12,100,162,28,9,12,7,9,10,4,23,2,2,3,11,7,6,13,16
2021,1,총,"311,052","20,134","14,312","12,935","11,319","27,138","21,762","25,370","17,627","16,015","11,139","28,031","39,766","28,066","11,666","19,384","6,388"
2021,1,0,"19,741","1,095",897,543,536,"1,663","1,223","1,437","1,111","1,102",965,"1,983","3,079","1,731","1,292",944,140
2021,1,10,"25,269","1,600","1,120",759,792,"2,322","1,697","2,002","1,180","1,344",977,"2,467","3,988","2,479",836,"1,455",251
2021,1,20,"39,673","2,374","1,541","1,457","1,413","3,473","3,620","5,030","1,955","2,140","1,068","3,552","4,557","3,371","1,319","2,246",557
2021,1,30,"36,717","2,268","1,519","1,536","1,148","3,061","2,860","3,199","2,184","2,218","1,513","3,706","4,370","2,745","2,059","1,871",460
2021,1,40,"45,850","2,760","2,192","1,661","1,581","3,888","2,992","3,491","2,624","2,416","2,012","4,460","6,537","4,047","1,795","2,634",760
2021,1,50,"54,678","3,454","2,320","2,210","1,930","4,822","3,667","4,156","3,199","2,935","1,773","4,918","7,151","5,403","1,828","3,688","1,224"
2021,1,60,"51,535","3,510","2,597","2,608","2,172","4,666","3,367","3,585","3,082","2,462","1,646","4,360","5,852","4,873","1,603","3,787","1,365"
2021,1,70,"26,316","2,040","1,536","1,511","1,239","2,318","1,631","1,759","1,622",979,877,"1,945","2,882","2,264",678,"1,967","1,068"
2021,1,80,"9,742",870,511,567,444,815,619,633,557,360,282,560,"1,168",988,208,683,477
2021,1,90,"1,369",134,70,71,57,101,76,74,90,57,24,77,172,157,42,97,70
2021,1,100,162,29,9,12,7,9,10,4,23,2,2,3,10,8,6,12,16
2021,2,총,"310,740","19,979","14,232","12,943","12,045","27,009","21,699","25,314","17,563","16,017","11,050","27,966","39,622","28,005","11,651","19,281","6,364"
2021,2,0,"19,630","1,085",876,543,682,"1,644","1,205","1,416","1,104","1,094",947,"1,948","3,019","1,713","1,282",932,140
2021,2,10,"25,207","1,579","1,118",762,891,"2,293","1,698","1,995","1,159","1,346",964,"2,467","3,973","2,453",837,"1,424",248
2021,2,20,"39,485","2,348","1,522","1,447","1,452","3,452","3,591","5,041","1,944","2,138","1,054","3,526","4,534","3,363","1,304","2,213",556
2021,2,30,"36,497","2,236","1,498","1,547","1,262","3,028","2,812","3,183","2,163","2,199","1,486","3,682","4,328","2,709","2,058","1,864",442
2021,2,40,"45,809","2,716","2,183","1,654","1,746","3,880","3,014","3,467","2,602","2,417","1,990","4,432","6,500","4,048","1,788","2,606",766
2021,2,50,"54,631","3,441","2,306","2,202","2,018","4,784","3,657","4,139","3,205","2,941","1,782","4,922","7,149","5,361","1,835","3,668","1,221"
2021,2,60,"51,723","3,485","2,598","2,627","2,219","4,683","3,381","3,587","3,082","2,473","1,633","4,389","5,876","4,918","1,610","3,803","1,359"
2021,2,70,"26,396","2,047","1,539","1,509","1,262","2,314","1,627","1,766","1,625",991,884,"1,948","2,892","2,278",681,"1,971","1,062"
2021,2,80,"9,826",875,513,570,449,821,625,642,565,361,284,572,"1,171",997,208,689,484
2021,2,90,"1,374",138,70,71,57,100,79,74,91,55,24,77,170,157,42,99,70
2021,2,100,162,29,9,11,7,10,10,4,23,2,2,3,10,8,6,12,16
2021,3,총,"309,302","19,855","14,178","12,777","12,270","26,895","21,572","25,352","17,358","15,922","10,951","27,884","39,480","27,898","11,616","19,101","6,193"
2021,3,0,"19,482","1,070",868,530,714,"1,621","1,199","1,391","1,114","1,081",940,"1,924","2,994","1,692","1,285",924,135
2021,3,10,"25,077","1,557","1,119",759,919,"2,265","1,673","2,023","1,149","1,346",958,"2,463","3,940","2,432",833,"1,396",245
2021,3,20,"39,473","2,331","1,533","1,457","1,481","3,441","3,579","5,151","1,910","2,114","1,062","3,508","4,508","3,350","1,306","2,192",550
2021,3,30,"36,240","2,225","1,493","1,521","1,288","3,028","2,800","3,152","2,146","2,155","1,467","3,669","4,300","2,690","2,036","1,842",428
2021,3,40,"45,468","2,703","2,154","1,654","1,790","3,845","2,984","3,451","2,574","2,400","1,964","4,420","6,434","4,004","1,778","2,569",744
2021,3,50,"54,292","3,413","2,294","2,159","2,037","4,748","3,632","4,110","3,146","2,920","1,768","4,900","7,151","5,349","1,845","3,640","1,180"
2021,3,60,"51,794","3,486","2,598","2,586","2,278","4,699","3,386","3,589","3,089","2,487","1,599","4,401","5,917","4,943","1,612","3,800","1,324"
2021,3,70,"26,306","2,055","1,531","1,475","1,254","2,314","1,617","1,768","1,598",997,887,"1,949","2,889","2,283",679,"1,959","1,051"
2021,3,80,"9,811",878,519,572,452,824,625,640,557,366,284,574,"1,174",993,200,681,472
2021,3,90,"1,317",134,66,64,55,107,75,74,73,56,20,73,170,156,41,94,59
2021,3,100,42,3,3,0,2,3,2,3,2,0,2,3,3,6,1,4,5
2021,4,총,"308,684","19,842","14,141","12,699","12,356","26,820","21,558","25,258","17,324","15,859","10,939","27,801","39,431","27,848","11,589","19,065","6,154"
2021,4,0,"19,305","1,064",862,518,724,"1,596","1,188","1,381","1,119","1,060",928,"1,899","2,963","1,662","1,282",927,132
2021,4,10,"24,962","1,561","1,108",757,927,"2,249","1,666","2,013","1,133","1,339",959,"2,452","3,933","2,410",828,"1,385",242
2021,4,20,"39,310","2,318","1,541","1,437","1,489","3,427","3,546","5,106","1,902","2,105","1,071","3,478","4,506","3,354","1,295","2,191",544
2021,4,30,"36,081","2,221","1,487","1,501","1,295","3,020","2,800","3,150","2,128","2,133","1,460","3,658","4,268","2,670","2,028","1,832",430
2021,4,40,"45,393","2,695","2,154","1,643","1,797","3,825","2,990","3,456","2,559","2,415","1,949","4,431","6,422","4,001","1,771","2,557",728
2021,4,50,"54,011","3,400","2,277","2,140","2,062","4,727","3,613","4,070","3,143","2,881","1,772","4,857","7,132","5,320","1,836","3,607","1,174"
2021,4,60,"52,041","3,498","2,600","2,585","2,289","4,722","3,417","3,607","3,102","2,499","1,605","4,424","5,944","4,973","1,620","3,826","1,330"
2021,4,70,"26,327","2,054","1,524","1,484","1,258","2,310","1,622","1,761","1,596","1,006",889,"1,947","2,909","2,292",683,"1,954","1,038"
2021,4,80,"9,884",894,520,572,455,833,637,636,568,365,282,575,"1,182","1,003",202,688,472
2021,4,90,"1,329",134,65,62,58,108,77,75,72,56,22,77,169,158,43,94,59
2021,4,100,41,3,3,0,2,3,2,3,2,0,2,3,3,5,1,4,5
2021,5,총,"308,036","19,788","14,081","12,647","12,426","26,784","21,476","25,302","17,258","15,837","10,894","27,731","39,343","27,794","11,585","18,966","6,124"
2021,5,0,"19,122","1,050",851,510,727,"1,587","1,170","1,374","1,111","1,057",925,"1,884","2,928","1,643","1,267",907,131
2021,5,10,"24,881","1,554","1,090",752,943,"2,252","1,661","2,010","1,117","1,316",953,"2,427","3,934","2,406",838,"1,387",241
2021,5,20,"39,111","2,298","1,535","1,436","1,485","3,423","3,500","5,129","1,886","2,092","1,062","3,466","4,452","3,333","1,292","2,183",539
2021,5,30,"35,840","2,211","1,467","1,477","1,318","2,974","2,804","3,148","2,110","2,136","1,436","3,628","4,262","2,658","2,000","1,790",421
2021,5,40,"45,226","2,684","2,158","1,629","1,797","3,826","2,952","3,469","2,537","2,398","1,949","4,412","6,386","3,979","1,784","2,549",717
2021,5,50,"53,865","3,397","2,259","2,141","2,051","4,724","3,612","4,061","3,132","2,874","1,757","4,864","7,127","5,289","1,845","3,565","1,167"
2021,5,60,"52,298","3,508","2,604","2,580","2,323","4,739","3,435","3,630","3,108","2,529","1,617","4,431","5,985","5,020","1,625","3,837","1,327"
2021,5,70,"26,399","2,057","1,523","1,490","1,259","2,310","1,623","1,767","1,609","1,018",889,"1,957","2,916","2,298",689,"1,954","1,040"
2021,5,80,"9,923",893,526,566,462,835,640,637,573,361,282,585,"1,181","1,005",200,699,478
