년도,월,나이,인천광역시 계양구,인천광역시 계양구 효성1동,인천광역시 계양구 효성2동,인천광역시 계양구 계산1동,인천광역시 계양구 계산2동,인천광역시 계양구 계산3동,인천광역시 계양구 계산4동,인천광역시 계양구 작전1동,인천광역시 계양구 작전2동,인천광역시 계양구 작전서운동,인천광역시 계양구 계양1동,인천광역시 계양구 계양2동,인천광역시 계양구 계양3동
2020,5,100,51,12,4,4,4,2,2,3,5,6,1,7,1
2020,6,총,"150,198","12,709","15,044","9,688","8,224","10,496","11,892","14,689","9,646","15,774","10,945","17,613","13,478"
2020,6,0,"9,584",712,"1,011",406,337,505,815,984,456,"1,120",775,973,"1,490"
2020,6,10,"13,314","1,105","1,388",655,521,811,"1,279","1,438",687,"1,724",902,"1,420","1,384"
2020,6,20,"21,545","1,751","2,045","1,457","1,261","1,713","2,018","2,032","1,418","2,266","1,544","2,533","1,507"
2020,6,30,"18,647","1,359","1,769","1,158",940,"1,433","1,343","1,864","1,160","1,973","1,373","2,145","2,130"
2020,6,40,"23,610","1,887","2,291","1,330","1,082","1,554","2,125","2,356","1,288","2,788","1,648","2,736","2,525"
2020,6,50,"31,359","2,698","3,197","2,111","1,886","2,474","2,654","3,035","2,094","3,237","2,213","3,679","2,081"
2020,6,60,"17,972","1,794","1,972","1,437","1,285","1,203",885,"1,728","1,465","1,392","1,338","2,049","1,424"
2020,6,70,"8,430",840,877,686,555,451,341,754,684,728,692,"1,235",587
2020,6,80,"4,851",472,439,397,288,293,347,431,327,454,389,715,299
2020,6,90,835,79,51,47,65,57,83,64,62,86,70,121,50
2020,6,100,51,12,4,4,4,2,2,3,5,6,1,7,1
2020,7,총,"149,904","12,717","15,000","9,636","8,199","10,477","11,839","14,653","9,627","15,775","10,919","17,575","13,487"
2020,7,0,"9,507",711,"1,003",397,335,490,803,970,455,"1,127",766,961,"1,489"
2020,7,10,"13,248","1,101","1,375",648,517,806,"1,279","1,426",680,"1,717",902,"1,408","1,389"
2020,7,20,"21,421","1,746","2,036","1,440","1,250","1,709","1,992","2,032","1,402","2,261","1,534","2,518","1,501"
2020,7,30,"18,570","1,367","1,760","1,150",937,"1,433","1,320","1,852","1,164","1,973","1,356","2,140","2,118"
2020,7,40,"23,479","1,886","2,276","1,316","1,070","1,530","2,120","2,360","1,278","2,780","1,636","2,714","2,513"
2020,7,50,"31,357","2,694","3,195","2,105","1,883","2,484","2,662","3,027","2,086","3,229","2,218","3,683","2,091"
2020,7,60,"18,097","1,808","1,985","1,442","1,292","1,217",898,"1,732","1,469","1,411","1,341","2,067","1,435"
2020,7,70,"8,465",840,874,686,553,456,339,755,696,734,701,"1,234",597
2020,7,80,"4,868",473,441,401,294,294,340,430,326,451,396,721,301
2020,7,90,840,79,51,47,63,55,84,66,66,87,68,122,52
2020,7,100,52,12,4,4,5,3,2,3,5,5,1,7,1
2020,8,총,"149,417","12,675","14,947","9,599","8,181","10,420","11,790","14,616","9,610","15,738","10,883","17,519","13,439"
2020,8,0,"9,392",699,987,393,333,482,799,956,456,"1,117",756,945,"1,469"
2020,8,10,"13,182","1,100","1,364",639,508,794,"1,271","1,419",675,"1,721",902,"1,404","1,385"
2020,8,20,"21,330","1,728","2,030","1,423","1,253","1,708","1,980","2,026","1,393","2,259","1,516","2,509","1,505"
2020,8,30,"18,389","1,352","1,742","1,145",944,"1,418","1,309","1,831","1,161","1,944","1,333","2,122","2,088"
2020,8,40,"23,363","1,877","2,259","1,310","1,064","1,514","2,100","2,343","1,276","2,778","1,646","2,696","2,500"
2020,8,50,"31,212","2,688","3,186","2,091","1,855","2,469","2,646","3,026","2,075","3,232","2,199","3,665","2,080"
2020,8,60,"18,298","1,824","2,003","1,462","1,311","1,231",918,"1,757","1,482","1,416","1,357","2,087","1,450"
2020,8,70,"8,472",845,876,685,553,445,342,758,696,730,704,"1,232",606
2020,8,80,"4,879",469,442,398,293,297,339,429,324,455,401,729,303
2020,8,90,848,80,54,49,62,59,84,68,67,82,68,123,52
2020,8,100,52,13,4,4,5,3,2,3,5,4,1,7,1
2020,9,총,"149,097","12,636","14,929","9,577","8,162","10,387","11,757","14,580","9,613","15,735","10,860","17,468","13,393"
2020,9,0,"9,342",691,988,395,333,477,799,951,452,"1,120",749,931,"1,456"
2020,9,10,"13,094","1,089","1,360",630,499,780,"1,269","1,417",669,"1,715",896,"1,398","1,372"
2020,9,20,"21,211","1,728","2,013","1,420","1,243","1,684","1,946","2,020","1,396","2,252","1,500","2,491","1,518"
2020,9,30,"18,289","1,346","1,730","1,141",948,"1,424","1,299","1,817","1,150","1,951","1,315","2,104","2,064"
2020,9,40,"23,262","1,870","2,252","1,304","1,053","1,504","2,096","2,347","1,268","2,751","1,652","2,684","2,481"
2020,9,50,"31,153","2,670","3,188","2,075","1,845","2,458","2,639","3,016","2,081","3,253","2,200","3,647","2,081"
2020,9,60,"18,468","1,836","2,015","1,479","1,321","1,255",943,"1,756","1,495","1,417","1,371","2,122","1,458"
2020,9,70,"8,469",843,881,678,558,443,345,752,697,731,704,"1,226",611
2020,9,80,"4,902",471,444,403,294,297,333,433,332,461,400,733,301
2020,9,90,855,79,54,47,63,62,86,68,68,81,72,125,50
2020,9,100,52,13,4,5,5,3,2,3,5,3,1,7,1
2020,10,총,"148,994","12,606","14,857","9,541","8,139","10,356","11,738","14,558","9,760","15,740","10,879","17,442","13,378"
2020,10,0,"9,241",686,962,391,334,476,780,942,475,"1,106",734,918,"1,437"
2020,10,10,"13,072","1,092","1,355",627,490,776,"1,266","1,411",676,"1,720",890,"1,391","1,378"
2020,10,20,"21,117","1,714","1,992","1,404","1,238","1,666","1,941","2,013","1,388","2,238","1,523","2,480","1,520"
2020,10,30,"18,212","1,338","1,708","1,143",944,"1,412","1,304","1,811","1,186","1,944","1,299","2,085","2,038"
2020,10,40,"23,223","1,868","2,246","1,291","1,040","1,498","2,084","2,336","1,282","2,756","1,661","2,690","2,471"
2020,10,50,"31,150","2,653","3,180","2,055","1,846","2,450","2,653","3,013","2,113","3,241","2,204","3,636","2,106"
2020,10,60,"18,640","1,846","2,025","1,490","1,318","1,272",949,"1,773","1,533","1,449","1,385","2,140","1,460"
2020,10,70,"8,488",843,881,685,565,443,342,749,701,729,707,"1,229",614
2020,10,80,"4,926",475,442,405,293,300,331,439,331,467,402,740,301
2020,10,90,872,78,62,45,66,60,85,68,70,87,73,126,52
2020,10,100,53,13,4,5,5,3,3,3,5,3,1,7,1
2020,11,총,"148,923","12,537","14,814","9,480","8,119","10,351","11,737","14,492","10,099","15,724","10,831","17,382","13,357"
2020,11,0,"9,173",671,960,390,332,470,771,929,499,"1,097",728,910,"1,416"
2020,11,10,"13,021","1,082","1,350",612,482,771,"1,260","1,397",704,"1,722",880,"1,378","1,383"
2020,11,20,"21,079","1,690","1,979","1,392","1,228","1,661","1,947","2,015","1,437","2,232","1,511","2,475","1,512"
2020,11,30,"18,166","1,336","1,693","1,129",947,"1,414","1,294","1,774","1,258","1,933","1,286","2,078","2,024"
2020,11,40,"23,143","1,844","2,243","1,284","1,027","1,500","2,069","2,332","1,318","2,755","1,644","2,659","2,468"
2020,11,50,"31,137","2,643","3,152","2,028","1,855","2,447","2,661","2,996","2,168","3,236","2,213","3,626","2,112"
2020,11,60,"18,824","1,862","2,043","1,495","1,321","1,284",965,"1,790","1,584","1,467","1,394","2,154","1,465"
2020,11,70,"8,539",847,883,692,570,435,344,751,722,730,706,"1,236",623
2020,11,80,"4,918",473,443,407,288,303,338,439,336,463,395,733,300
2020,11,90,870,76,64,46,64,63,85,66,68,86,73,126,53
2020,11,100,53,13,4,5,5,3,3,3,5,3,1,7,1
2020,12,총,"148,774","12,509","14,778","9,477","8,107","10,342","11,734","14,474","10,202","15,710","10,815","17,318","13,308"
2020,12,0,"9,105",670,946,382,330,469,769,929,513,"1,091",719,893,"1,394"
2020,12,10,"12,973","1,081","1,341",607,481,755,"1,257","1,383",711,"1,723",879,"1,364","1,391"
2020,12,20,"21,037","1,679","1,970","1,387","1,222","1,668","1,946","2,018","1,457","2,237","1,502","2,451","1,500"
2020,12,30,"18,133","1,321","1,687","1,123",948,"1,419","1,292","1,776","1,283","1,926","1,286","2,069","2,003"
2020,12,40,"23,023","1,831","2,242","1,276","1,024","1,487","2,069","2,312","1,316","2,735","1,629","2,640","2,462"
2020,12,50,"31,068","2,634","3,141","2,031","1,846","2,431","2,648","2,981","2,194","3,228","2,203","3,625","2,106"
2020,12,60,"19,002","1,884","2,057","1,512","1,321","1,309",986,"1,811","1,586","1,472","1,416","2,175","1,473"
2020,12,70,"8,563",848,887,694,574,437,344,753,727,736,704,"1,230",629
2020,12,80,"4,939",474,442,411,292,302,331,443,339,468,401,737,299
2020,12,90,878,75,62,49,64,62,89,64,71,90,75,127,50
2020,12,100,53,12,3,5,5,3,3,4,5,4,1,7,1
2021,1,총,"148,510","12,493","14,735","9,426","8,099","10,308","11,706","14,474","10,220","15,727","10,800","17,254","13,268"
2021,1,0,"9,016",662,939,373,327,462,767,922,509,"1,097",711,874,"1,373"
2021,1,10,"12,887","1,076","1,336",610,473,750,"1,249","1,360",708,"1,707",878,"1,353","1,387"
2021,1,20,"20,965","1,671","1,954","1,382","1,230","1,659","1,926","2,033","1,458","2,235","1,503","2,432","1,482"
2021,1,30,"18,055","1,336","1,669","1,108",934,"1,420","1,294","1,761","1,281","1,940","1,276","2,058","1,978"
2021,1,40,"22,889","1,811","2,237","1,262","1,026","1,466","2,043","2,300","1,316","2,718","1,622","2,619","2,469"
2021,1,50,"31,047","2,632","3,131","2,014","1,831","2,424","2,652","2,990","2,200","3,230","2,202","3,633","2,108"
2021,1,60,"19,199","1,896","2,079","1,524","1,340","1,327","1,002","1,836","1,600","1,505","1,425","2,179","1,486"
2021,1,70,"8,560",845,882,689,577,432,348,759,727,728,702,"1,237",634
2021,1,80,"4,953",478,439,411,291,304,331,447,345,472,401,733,301
2021,1,90,885,73,66,48,65,61,90,62,71,92,79,129,49
2021,1,100,54,13,3,5,5,3,4,4,5,3,1,7,1
2021,2,총,"148,663","12,442","14,669","9,372","8,099","10,260","11,622","14,445","10,227","16,375","10,757","17,170","13,225"
2021,2,0,"8,995",655,926,364,324,456,751,913,513,"1,184",705,850,"1,354"
2021,2,10,"12,885","1,067","1,326",611,472,726,"1,250","1,354",711,"1,786",856,"1,346","1,380"
2021,2,20,"20,859","1,643","1,943","1,362","1,233","1,642","1,896","2,016","1,457","2,291","1,489","2,406","1,481"
2021,2,30,"18,082","1,320","1,655","1,102",939,"1,430","1,274","1,749","1,279","2,075","1,266","2,050","1,943"
2021,2,40,"22,882","1,796","2,218","1,253","1,013","1,448","2,025","2,289","1,328","2,833","1,616","2,591","2,472"
2021,2,50,"31,046","2,623","3,112","1,994","1,828","2,412","2,630","2,987","2,190","3,324","2,198","3,638","2,110"
2021,2,60,"19,414","1,923","2,099","1,533","1,346","1,345","1,023","1,864","1,603","1,566","1,436","2,175","1,501"
2021,2,70,"8,581",844,883,688,581,436,345,758,724,738,707,"1,244",633
2021,2,80,"4,972",484,441,407,292,303,331,449,348,481,401,739,296
2021,2,90,894,73,62,54,66,60,94,62,69,93,82,125,54
2021,2,100,53,14,4,4,5,2,3,4,5,4,1,6,1
2021,3,총,"148,784","12,357","14,589","9,316","8,054","10,181","11,548","14,381","10,207","17,148","10,724","17,085","13,194"
2021,3,0,"9,002",647,915,364,317,444,749,896,517,"1,282",699,834,"1,338"
2021,3,10,"12,830","1,051","1,321",608,463,723,"1,230","1,342",700,"1,812",856,"1,342","1,382"
2021,3,20,"20,851","1,625","1,924","1,352","1,229","1,617","1,872","2,030","1,460","2,408","1,482","2,390","1,462"
2021,3,30,"18,075","1,320","1,625","1,098",939,"1,417","1,274","1,716","1,259","2,218","1,244","2,029","1,936"
2021,3,40,"22,838","1,794","2,202","1,239","1,007","1,433","1,994","2,269","1,310","2,966","1,608","2,547","2,469"
2021,3,50,"30,977","2,596","3,098","1,965","1,797","2,372","2,613","2,966","2,186","3,457","2,191","3,643","2,093"
2021,3,60,"19,746","1,929","2,120","1,552","1,367","1,377","1,044","1,892","1,631","1,660","1,456","2,193","1,525"
2021,3,70,"8,552",833,879,684,577,432,343,756,721,750,704,"1,240",633
2021,3,80,"4,987",486,440,402,290,307,330,449,357,487,399,740,300
2021,3,90,905,72,63,50,66,59,96,65,65,105,85,123,56
2021,3,100,21,4,2,2,2,0,3,0,1,3,0,4,0
2021,4,총,"148,954","12,337","14,568","9,288","8,049","10,125","11,547","14,373","10,243","17,467","10,739","17,039","13,179"
2021,4,0,"8,953",645,907,359,323,438,744,884,516,"1,296",692,826,"1,323"
2021,4,10,"12,793","1,043","1,311",597,455,704,"1,220","1,348",698,"1,823",858,"1,343","1,393"
2021,4,20,"20,828","1,611","1,915","1,347","1,227","1,612","1,865","2,022","1,469","2,465","1,475","2,376","1,444"
2021,4,30,"18,131","1,322","1,624","1,089",948,"1,413","1,273","1,717","1,267","2,268","1,256","2,022","1,932"
2021,4,40,"22,804","1,779","2,189","1,231","1,005","1,402","1,983","2,274","1,306","3,025","1,600","2,540","2,470"
2021,4,50,"30,951","2,591","3,089","1,963","1,790","2,369","2,609","2,946","2,180","3,528","2,195","3,617","2,074"
2021,4,60,"19,962","1,943","2,139","1,554","1,373","1,393","1,073","1,912","1,655","1,705","1,467","2,209","1,539"
2021,4,70,"8,577",841,887,688,574,431,341,754,726,752,710,"1,236",637
2021,4,80,"5,025",486,442,404,287,305,338,451,360,496,398,746,312
2021,4,90,911,72,63,54,65,58,99,65,65,106,88,121,55
2021,4,100,19,4,2,2,2,0,2,0,1,3,0,3,0
2021,5,총,"148,841","12,299","14,542","9,278","8,026","10,108","11,539","14,367","10,237","17,579","10,687","17,016","13,163"
2021,5,0,"8,859",622,891,350,317,428,741,871,510,"1,306",685,814,"1,324"
2021,5,10,"12,763","1,048","1,307",587,451,703,"1,221","1,348",689,"1,831",854,"1,334","1,390"
2021,5,20,"20,728","1,612","1,902","1,345","1,212","1,608","1,844","2,013","1,460","2,462","1,469","2,362","1,439"
2021,5,30,"18,114","1,315","1,617","1,078",959,"1,405","1,273","1,713","1,279","2,289","1,236","2,029","1,921"
2021,5,40,"22,676","1,766","2,177","1,219",990,"1,393","1,982","2,257","1,295","3,021","1,594","2,516","2,466"
2021,5,50,"30,887","2,574","3,070","1,976","1,785","2,347","2,601","2,949","2,167","3,558","2,181","3,609","2,070"
2021,5,60,"20,207","1,954","2,168","1,573","1,382","1,425","1,091","1,936","1,675","1,742","1,472","2,240","1,549"
2021,5,70,"8,570",835,896,686,573,426,338,761,729,748,704,"1,234",640
2021,5,80,"5,091",493,444,408,290,316,347,452,365,513,401,754,308
2021,5,90,924,76,67,54,65,57,99,67,67,106,90,120,56
2021,5,100,22,4,3,2,2,0,2,0,1,3,1,4,0
2021,6,총,"148,723","12,259","14,503","9,251","7,988","10,096","11,521","14,362","10,229","17,642","10,692","17,018","13,162"
2021,6,0,"8,830",614,887,348,313,416,728,877,512,"1,313",678,822,"1,322"
2021,6,10,"12,716","1,041","1,298",587,445,703,"1,220","1,337",685,"1,828",856,"1,321","1,395"
2021,6,20,"20,630","1,602","1,888","1,349","1,201","1,609","1,840","1,995","1,442","2,468","1,458","2,352","1,426"
2021,6,30,"18,082","1,305","1,616","1,070",949,"1,403","1,258","1,731","1,280","2,291","1,245","2,029","1,905"
2021,6,40,"22,641","1,759","2,171","1,209",984,"1,390","1,971","2,242","1,292","3,032","1,594","2,519","2,478"
2021,6,50,"30,736","2,543","3,048","1,969","1,767","2,334","2,602","2,942","2,154","3,569","2,159","3,593","2,056"
2021,6,60,"20,439","1,983","2,174","1,574","1,398","1,444","1,112","1,961","1,695","1,759","1,506","2,269","1,564"
2021,6,70,"8,579",835,902,680,571,426,340,754,732,753,706,"1,235",645
2021,6,80,"5,116",495,448,408,291,316,347,458,371,519,400,750,313
2021,6,90,931,78,68,55,67,55,101,65,65,106,89,124,58
2021,6,100,23,4,3,2,2,0,2,0,1,4,1,4,0
2021,7,총,"148,616","12,251","14,506","9,256","7,989","10,076","11,506","14,353","10,216","17,661","10,702","17,003","13,097"
2021,7,0,"8,760",603,890,351,311,416,717,867,506,"1,301",673,814,"1,311"
2021,7,10,"12,693","1,040","1,291",579,440,694,"1,232","1,330",686,"1,833",858,"1,321","1,389"
2021,7,20,"20,521","1,599","1,882","1,341","1,208","1,604","1,822","1,992","1,409","2,459","1,457","2,330","1,418"
2021,7,30,"18,039","1,307","1,603","1,072",960,"1,397","1,255","1,717","1,290","2,288","1,248","2,036","1,866"
2021,7,40,"22,549","1,750","2,176","1,203",974,"1,373","1,963","2,240","1,288","3,027","1,587","2,494","2,474"
2021,7,50,"30,694","2,546","3,033","1,972","1,762","2,328","2,603","2,941","2,149","3,578","2,150","3,585","2,047"
2021,7,60,"20,636","1,994","2,196","1,581","1,403","1,464","1,124","1,985","1,709","1,784","1,521","2,304","1,571"
2021,7,70,"8,612",832,902,691,571,428,343,761,731,755,712,"1,237",649
2021,7,80,"5,152",498,457,409,294,316,347,453,381,528,405,752,312
2021,7,90,937,78,72,55,65,56,98,67,66,104,90,126,60
2021,7,100,23,4,4,2,1,0,2,0,1,4,1,4,0
2021,8,총,"148,314","12,219","14,507","9,211","7,980","10,044","11,481","14,349","10,178","17,652","10,652","16,963","13,078"
2021,8,0,"8,682",597,889,344,308,420,711,854,501,"1,295",653,802,"1,308"
2021,8,10,"12,641","1,033","1,286",573,438,691,"1,228","1,318",686,"1,831",856,"1,319","1,382"
2021,8,20,"20,411","1,591","1,885","1,333","1,206","1,590","1,808","1,991","1,382","2,455","1,445","2,318","1,407"
2021,8,30,"17,940","1,295","1,598","1,063",967,"1,383","1,250","1,708","1,292","2,282","1,237","2,016","1,849"
2021,8,40,"22,459","1,739","2,169","1,202",963,"1,360","1,946","2,243","1,284","3,014","1,565","2,485","2,489"
2021,8,50,"30,647","2,543","3,037","1,954","1,753","2,319","2,607","2,946","2,135","3,577","2,159","3,578","2,039"
2021,8,60,"20,808","1,997","2,207","1,588","1,424","1,478","1,148","2,001","1,715","1,817","1,526","2,321","1,586"
2021,8,70,"8,585",840,897,688,565,431,338,756,730,754,710,"1,229",647
2021,8,80,"5,183",501,462,408,291,317,348,464,385,521,408,767,311
2021,8,90,934,79,73,56,64,55,94,68,67,102,92,124,60
2021,8,100,24,4,4,2,1,0,3,0,1,4,1,4,0
2021,9,총,"147,931","12,202","14,482","9,194","7,969","10,039","11,482","14,281","10,140","17,611","10,605","16,904","13,022"
2021,9,0,"8,588",595,883,343,306,416,710,842,495,"1,284",639,788,"1,287"
2021,9,10,"12,580","1,027","1,280",572,434,690,"1,235","1,321",681,"1,817",854,"1,293","1,376"
2021,9,20,"20,233","1,574","1,876","1,325","1,193","1,592","1,790","1,957","1,357","2,442","1,428","2,297","1,402"
2021,9,30,"17,880","1,299","1,595","1,065",972,"1,380","1,237","1,699","1,281","2,267","1,240","2,021","1,824"
2021,9,40,"22,342","1,739","2,159","1,201",953,"1,349","1,950","2,217","1,281","3,006","1,548","2,458","2,481"
2021,9,50,"30,592","2,526","3,021","1,946","1,755","2,312","2,606","2,936","2,122","3,591","2,153","3,574","2,050"
2021,9,60,"20,946","2,013","2,220","1,590","1,433","1,494","1,163","2,018","1,732","1,824","1,530","2,348","1,581"
2021,9,70,"8,576",837,902,688,562,427,344,749,734,756,711,"1,219",647
2021,9,80,"5,223",508,468,404,297,324,350,473,386,517,409,775,312
2021,9,90,947,80,74,58,63,55,94,69,70,103,92,127,62
2021,9,100,24,4,4,2,1,0,3,0,1,4,1,4,0
2021,10,총,"147,999","12,778","14,367","9,167","7,946","9,979","11,450","14,237","10,117","17,588","10,558","16,833","12,979"
2021,10,0,"8,514",660,849,340,306,407,703,835,489,"1,273",626,766,"1,260"
2021,10,10,"12,532","1,057","1,269",574,430,679,"1,241","1,312",671,"1,802",843,"1,281","1,373"
2021,10,20,"20,201","1,648","1,848","1,329","1,184","1,583","1,765","1,960","1,365","2,433","1,415","2,291","1,380"
2021,10,30,"17,960","1,474","1,579","1,053",973,"1,365","1,225","1,675","1,279","2,272","1,231","2,013","1,821"
2021,10,40,"22,287","1,802","2,150","1,190",945,"1,335","1,936","2,201","1,272","2,995","1,538","2,446","2,477"
2021,10,50,"30,570","2,607","2,999","1,938","1,753","2,304","2,608","2,937","2,103","3,577","2,143","3,554","2,047"
2021,10,60,"21,119","2,072","2,222","1,593","1,438","1,498","1,176","2,033","1,744","1,853","1,543","2,350","1,597"
2021,10,70,"8,587",859,901,686,561,428,341,740,734,756,712,"1,222",647
2021,10,80,"5,255",510,471,405,294,325,356,472,390,524,412,779,317
2021,10,90,950,85,75,57,62,55,96,72,69,99,94,126,60
2021,10,100,24,4,4,2,0,0,3,0,1,4,1,5,0
2021,11,총,"148,291","13,418","14,312","9,139","7,923","9,942","11,469","14,192","10,053","17,609","10,543","16,762","12,929"
2021,11,0,"8,525",755,828,341,301,403,701,829,478,"1,275",622,755,"1,237"
2021,11,10,"12,500","1,094","1,262",567,428,667,"1,244","1,301",660,"1,799",832,"1,268","1,378"
2021,11,20,"20,143","1,712","1,838","1,318","1,161","1,561","1,760","1,946","1,350","2,437","1,405","2,293","1,362"
2021,11,30,"18,089","1,644","1,571","1,048",976,"1,360","1,231","1,675","1,271","2,272","1,234","2,002","1,805"
2021,11,40,"22,267","1,885","2,134","1,195",946,"1,326","1,933","2,180","1,277","2,982","1,527","2,421","2,461"
2021,11,50,"30,627","2,705","3,000","1,925","1,747","2,305","2,605","2,927","2,093","3,580","2,150","3,544","2,046"
2021,11,60,"21,288","2,138","2,214","1,602","1,452","1,508","1,194","2,045","1,739","1,874","1,552","2,356","1,614"
2021,11,70,"8,602",875,914,681,557,433,337,740,729,758,714,"1,216",648
2021,11,80,"5,273",520,471,406,292,324,364,474,384,530,412,779,317
2021,11,90,957,86,76,54,63,55,98,75,71,100,94,124,61
2021,11,100,20,4,4,2,0,0,2,0,1,2,1,4,0
2021,12,총,"148,380","13,635","14,318","9,092","7,938","9,948","11,469","14,182","10,033","17,572","10,545","16,735","12,913"
2021,12,0,"8,484",771,832,327,300,406,692,817,473,"1,270",620,753,"1,223"
2021,12,10,"12,452","1,108","1,257",549,431,663,"1,248","1,294",658,"1,776",827,"1,257","1,384"
2021,12,20,"20,123","1,744","1,840","1,319","1,154","1,551","1,754","1,945","1,353","2,420","1,407","2,285","1,351"
2021,12,30,"18,141","1,701","1,577","1,034",977,"1,368","1,237","1,673","1,265","2,287","1,234","1,999","1,789"
2021,12,40,"22,279","1,915","2,130","1,185",949,"1,318","1,938","2,185","1,283","2,968","1,518","2,417","2,473"
2021,12,50,"30,617","2,743","2,992","1,927","1,739","2,301","2,594","2,922","2,079","3,589","2,162","3,529","2,040"
2021,12,60,"21,403","2,165","2,230","1,600","1,465","1,522","1,205","2,049","1,742","1,879","1,557","2,369","1,620"
2021,12,70,"8,608",874,915,681,566,440,340,746,720,756,709,"1,209",652
2021,12,80,"5,293",522,466,412,295,322,360,475,389,527,418,790,317
2021,12,90,959,88,75,56,62,57,99,76,70,98,92,122,64
2021,12,100,21,4,4,2,0,0,2,0,1,2,1,5,0
