년도,월,나이,당진시,합덕읍,송악읍,고대면,석문면,대호지면,정미면,면천면,순성면,우강면,신평면,송산면,당진1동,당진2동,당진3동
2020,9,50,"11,374",672,"1,768",410,731,183,287,313,435,402,"1,151",729,"1,571","1,463","1,259"
2020,9,60,"10,157",956,"1,473",588,775,305,407,401,528,523,"1,016",610,998,974,603
2020,9,70,"7,047",712,850,451,530,254,318,272,401,452,716,486,650,581,374
2020,9,80,"5,110",496,647,397,393,193,246,239,349,329,495,340,324,407,255
2020,9,90,843,85,89,77,58,31,54,46,63,48,81,52,58,57,44
2020,9,100,54,13,7,3,3,2,2,0,5,1,5,4,0,9,0
2020,10,총,"77,992","4,348","13,515","2,697","4,027","1,227","1,824","1,761","2,544","2,552","7,792","5,199","11,126","10,371","9,009"
2020,10,0,"7,690",151,"1,960",97,213,26,62,51,100,100,779,623,"1,216","1,233","1,079"
2020,10,10,"7,453",259,"1,196",137,232,44,88,93,149,155,875,510,"1,174","1,237","1,304"
2020,10,20,"6,667",276,"1,012",161,301,57,118,106,161,164,601,364,"1,427",995,924
2020,10,30,"9,871",287,"2,445",143,355,50,97,94,128,130,844,723,"1,778","1,536","1,261"
2020,10,40,"11,630",445,"2,061",229,433,80,144,144,221,247,"1,212",756,"1,920","1,855","1,883"
2020,10,50,"11,425",667,"1,761",416,728,184,287,315,437,404,"1,161",731,"1,577","1,481","1,276"
2020,10,60,"10,152",948,"1,475",583,775,304,405,399,528,522,"1,019",612,"1,001",977,604
2020,10,70,"7,075",714,857,453,537,258,319,273,403,451,720,481,650,582,377
2020,10,80,"5,123",501,652,397,390,191,247,239,349,330,495,342,324,409,257
2020,10,90,850,86,89,78,60,31,55,47,64,48,80,53,58,57,44
2020,10,100,56,14,7,3,3,2,2,0,4,1,6,4,1,9,0
2020,11,총,"78,005","4,366","13,528","2,696","4,042","1,229","1,822","1,751","2,545","2,541","7,793","5,190","11,097","10,411","8,994"
2020,11,0,"7,637",154,"1,940",94,210,26,61,48,99,97,771,614,"1,216","1,242","1,065"
2020,11,10,"7,453",261,"1,204",135,235,44,92,94,150,150,872,510,"1,170","1,231","1,305"
2020,11,20,"6,668",275,"1,007",161,304,58,116,104,160,163,600,364,"1,419","1,004",933
2020,11,30,"9,844",291,"2,450",142,352,51,95,96,127,132,837,719,"1,768","1,536","1,248"
2020,11,40,"11,643",449,"2,070",229,433,80,148,143,223,248,"1,222",758,"1,912","1,858","1,870"
2020,11,50,"11,425",671,"1,769",406,723,181,283,309,439,397,"1,158",731,"1,583","1,491","1,284"
2020,11,60,"10,196",942,"1,476",599,784,307,408,400,528,525,"1,023",614,"1,002",980,608
2020,11,70,"7,102",722,863,451,545,258,315,272,404,450,726,482,645,591,378
2020,11,80,"5,126",499,652,398,392,190,250,238,348,330,497,340,323,408,261
2020,11,90,855,88,90,77,61,32,53,47,63,48,81,54,58,61,42
2020,11,100,56,14,7,4,3,2,1,0,4,1,6,4,1,9,0
2020,12,총,"78,043","4,334","13,499","2,693","3,997","1,223","1,801","1,746","2,532","2,566","7,773","5,131","11,429","10,436","8,883"
2020,12,0,"7,611",147,"1,928",91,204,24,60,52,95,94,769,598,"1,256","1,255","1,038"
2020,12,10,"7,441",263,"1,216",132,230,44,87,95,148,155,865,497,"1,203","1,222","1,284"
2020,12,20,"6,699",275,"1,002",166,295,59,112,98,159,157,605,361,"1,469","1,011",930
2020,12,30,"9,827",287,"2,413",142,340,49,91,97,121,141,832,703,"1,846","1,535","1,230"
2020,12,40,"11,647",442,"2,075",229,430,77,144,143,218,249,"1,214",745,"1,978","1,871","1,832"
2020,12,50,"11,408",667,"1,775",398,709,179,283,304,441,395,"1,146",733,"1,629","1,480","1,269"
2020,12,60,"10,274",940,"1,474",605,790,309,409,400,533,529,"1,033",621,"1,019",994,618
2020,12,70,"7,085",711,867,452,540,260,313,273,401,459,724,478,641,588,378
2020,12,80,"5,136",500,653,398,392,187,247,236,349,338,497,338,327,411,263
2020,12,90,859,88,89,76,64,33,54,48,63,48,82,52,60,61,41
2020,12,100,56,14,7,4,3,2,1,0,4,1,6,5,1,8,0
2021,1,총,"77,978","4,325","13,466","2,684","3,987","1,217","1,799","1,739","2,528","2,566","7,735","5,108","11,526","10,428","8,870"
2021,1,0,"7,535",144,"1,917",93,202,22,62,51,91,97,750,587,"1,259","1,236","1,024"
2021,1,10,"7,438",259,"1,218",134,226,43,88,94,146,155,863,495,"1,217","1,218","1,282"
2021,1,20,"6,695",279,990,163,291,59,111,93,156,157,597,363,"1,482","1,013",941
2021,1,30,"9,738",278,"2,390",136,337,48,87,97,119,143,816,688,"1,861","1,521","1,217"
2021,1,40,"11,664",443,"2,076",227,429,78,147,143,214,244,"1,208",752,"2,007","1,877","1,819"
2021,1,50,"11,401",669,"1,768",394,703,173,281,305,441,392,"1,139",728,"1,640","1,486","1,282"
2021,1,60,"10,347",940,"1,490",610,796,306,408,401,540,523,"1,044",625,"1,031","1,004",629
2021,1,70,"7,081",707,864,447,542,266,310,274,401,464,727,475,643,589,372
2021,1,80,"5,153",506,658,397,392,187,247,232,351,341,502,335,326,415,264
2021,1,90,869,86,89,79,66,32,57,49,65,49,83,54,59,61,40
2021,1,100,57,14,6,4,3,3,1,0,4,1,6,6,1,8,0
2021,2,총,"77,977","4,310","13,396","2,673","3,986","1,215","1,792","1,726","2,523","2,568","7,707","5,074","11,489","10,704","8,814"
2021,2,0,"7,492",144,"1,887",85,202,22,61,48,89,95,734,579,"1,235","1,308","1,003"
2021,2,10,"7,431",259,"1,215",136,223,42,88,91,145,156,858,486,"1,217","1,236","1,279"
2021,2,20,"6,685",275,973,162,289,59,110,91,158,157,603,358,"1,476","1,032",942
2021,2,30,"9,664",266,"2,364",132,341,48,87,94,116,144,789,669,"1,830","1,608","1,176"
2021,2,40,"11,689",441,"2,064",226,427,77,145,143,212,244,"1,213",759,"2,009","1,913","1,816"
2021,2,50,"11,404",669,"1,772",396,699,172,273,299,438,390,"1,135",720,"1,652","1,507","1,282"
2021,2,60,"10,441",939,"1,502",611,801,309,413,410,539,528,"1,050",637,"1,045","1,024",633
2021,2,70,"7,065",707,859,448,542,265,307,272,400,461,734,472,633,591,374
2021,2,80,"5,173",508,667,393,391,186,250,231,356,343,499,333,333,414,269
2021,2,90,875,88,87,80,68,32,56,47,66,49,86,55,58,63,40
2021,2,100,58,14,6,4,3,3,2,0,4,1,6,6,1,8,0
2021,3,총,"77,907","4,246","13,386","2,639","3,975","1,205","1,784","1,719","2,502","2,546","7,647","5,038","11,508","10,929","8,783"
2021,3,0,"7,493",144,"1,889",80,196,22,62,49,86,95,724,573,"1,232","1,356",985
2021,3,10,"7,420",259,"1,219",135,223,43,90,90,146,146,857,477,"1,216","1,240","1,279"
2021,3,20,"6,689",271,970,166,290,56,112,87,159,159,589,351,"1,479","1,058",942
2021,3,30,"9,619",264,"2,328",127,337,48,86,94,114,140,775,663,"1,822","1,674","1,147"
2021,3,40,"11,666",440,"2,074",216,422,73,138,141,208,240,"1,203",752,"2,014","1,932","1,813"
2021,3,50,"11,378",649,"1,781",398,695,171,275,292,429,379,"1,123",715,"1,666","1,521","1,284"
2021,3,60,"10,516",929,"1,504",604,805,310,404,415,541,539,"1,064",644,"1,052","1,058",647
2021,3,70,"7,029",686,867,444,539,260,307,273,393,456,724,466,638,601,375
2021,3,80,"5,179",508,663,387,396,188,252,231,359,345,500,338,329,413,270
2021,3,90,876,88,88,79,69,32,57,46,65,46,85,55,59,67,40
2021,3,100,42,8,3,3,3,2,1,1,2,1,3,4,1,9,1
2021,4,총,"77,925","4,235","13,401","2,638","3,956","1,206","1,782","1,724","2,499","2,540","7,634","5,017","11,500","11,017","8,776"
2021,4,0,"7,462",142,"1,884",76,195,22,62,49,87,94,709,565,"1,233","1,369",975
2021,4,10,"7,435",258,"1,226",138,224,41,90,90,142,146,862,475,"1,206","1,254","1,283"
2021,4,20,"6,657",266,966,168,274,55,110,83,163,153,597,349,"1,468","1,070",935
2021,4,30,"9,582",264,"2,319",127,338,47,84,97,113,138,757,659,"1,807","1,698","1,134"
2021,4,40,"11,717",432,"2,092",217,424,74,139,142,209,245,"1,207",752,"2,022","1,942","1,820"
2021,4,50,"11,331",647,"1,773",390,687,168,268,292,423,376,"1,119",707,"1,672","1,518","1,291"
2021,4,60,"10,610",934,"1,515",616,811,316,410,419,543,542,"1,070",651,"1,061","1,073",649
2021,4,70,"7,012",683,869,441,534,259,304,274,391,448,724,463,645,601,376
2021,4,80,"5,197",513,661,387,394,189,257,230,362,348,499,338,328,416,275
2021,4,90,879,88,93,75,71,33,57,47,64,49,87,55,57,66,37
2021,4,100,43,8,3,3,4,2,1,1,2,1,3,3,1,10,1
2021,5,총,"78,014","4,228","13,432","2,628","3,972","1,203","1,773","1,713","2,503","2,542","7,627","5,018","11,527","11,057","8,791"
2021,5,0,"7,437",141,"1,874",77,189,21,63,49,84,95,696,562,"1,234","1,376",976
2021,5,10,"7,453",257,"1,228",131,231,41,89,89,145,144,873,475,"1,212","1,255","1,283"
2021,5,20,"6,677",269,969,173,274,54,112,80,160,150,598,349,"1,473","1,076",940
2021,5,30,"9,539",258,"2,304",123,343,47,81,97,112,137,750,652,"1,810","1,703","1,122"
2021,5,40,"11,737",432,"2,117",212,424,74,139,141,208,245,"1,213",750,"2,026","1,942","1,814"
2021,5,50,"11,318",650,"1,772",392,689,163,263,281,422,379,"1,112",707,"1,672","1,520","1,296"
2021,5,60,"10,708",924,"1,542",612,818,320,412,424,551,545,"1,078",657,"1,069","1,089",667
2021,5,70,"6,988",683,861,444,530,258,300,274,386,446,720,468,642,602,374
2021,5,80,"5,236",518,666,388,396,190,258,231,369,353,499,338,333,418,279
2021,5,90,877,88,96,72,74,33,55,46,62,48,85,57,55,67,39
2021,5,100,44,8,3,4,4,2,1,1,4,0,3,3,1,9,1
2021,6,총,"78,117","4,215","13,440","2,629","3,966","1,200","1,770","1,720","2,504","2,542","7,620","5,015","11,562","11,148","8,786"
2021,6,0,"7,383",140,"1,853",75,186,19,60,49,84,96,688,556,"1,228","1,383",966
2021,6,10,"7,459",256,"1,246",135,226,42,89,90,144,141,875,471,"1,205","1,252","1,287"
2021,6,20,"6,669",267,954,171,277,53,115,79,159,151,599,353,"1,464","1,096",931
2021,6,30,"9,509",256,"2,295",121,340,48,78,97,109,133,739,645,"1,818","1,715","1,115"
2021,6,40,"11,770",431,"2,125",216,415,72,139,142,207,245,"1,207",748,"2,038","1,966","1,819"
2021,6,50,"11,370",646,"1,788",387,698,162,261,282,423,380,"1,111",713,"1,695","1,526","1,298"
2021,6,60,"10,785",927,"1,550",615,825,324,407,425,549,545,"1,091",660,"1,080","1,107",680
2021,6,70,"7,009",682,863,447,525,255,307,275,390,447,721,472,644,606,375
2021,6,80,"5,243",513,668,386,398,190,257,231,373,356,503,338,335,419,276
2021,6,90,877,90,96,72,72,33,56,49,62,48,83,55,54,69,38
2021,6,100,43,7,2,4,4,2,1,1,4,0,3,4,1,9,1
2021,7,총,"78,184","4,209","13,483","2,628","3,967","1,203","1,766","1,716","2,495","2,534","7,603","5,007","11,571","11,231","8,771"
2021,7,0,"7,351",138,"1,844",74,189,20,60,50,83,95,676,554,"1,216","1,393",959
2021,7,10,"7,462",254,"1,265",133,222,42,90,89,143,140,880,466,"1,209","1,256","1,273"
2021,7,20,"6,660",269,929,171,280,50,113,77,156,151,605,351,"1,460","1,119",929
2021,7,30,"9,470",252,"2,288",124,339,50,81,96,110,127,734,640,"1,811","1,712","1,106"
2021,7,40,"11,798",431,"2,165",213,409,74,138,142,203,243,"1,203",750,"2,034","1,981","1,812"
2021,7,50,"11,404",642,"1,784",388,704,163,262,280,421,373,"1,106",707,"1,717","1,542","1,315"
2021,7,60,"10,819",930,"1,568",616,819,321,403,420,549,548,"1,090",668,"1,084","1,119",684
2021,7,70,"7,043",683,869,447,533,255,308,282,393,447,721,471,645,613,376
2021,7,80,"5,259",513,672,388,397,193,254,229,372,363,503,340,339,418,278
2021,7,90,876,90,97,70,71,33,56,51,61,47,83,56,55,68,38
2021,7,100,42,7,2,4,4,2,1,0,4,0,2,4,1,10,1
2021,8,총,"78,118","4,194","13,524","2,619","3,965","1,202","1,770","1,719","2,498","2,536","7,569","5,000","11,563","11,246","8,713"
2021,8,0,"7,305",135,"1,844",72,189,22,61,49,85,94,661,545,"1,221","1,384",943
2021,8,10,"7,460",246,"1,275",133,218,38,90,88,140,136,888,466,"1,219","1,255","1,268"
2021,8,20,"6,622",266,930,172,279,51,114,76,153,145,595,353,"1,454","1,117",917
2021,8,30,"9,413",253,"2,277",124,336,49,81,96,112,129,719,638,"1,801","1,715","1,083"
2021,8,40,"11,778",427,"2,170",215,411,72,134,141,204,241,"1,203",739,"2,034","1,986","1,801"
2021,8,50,"11,425",641,"1,795",381,713,165,266,284,420,376,"1,108",715,"1,692","1,549","1,320"
2021,8,60,"10,867",931,"1,586",618,816,325,404,421,550,551,"1,083",676,"1,095","1,126",685
2021,8,70,"7,048",685,876,447,528,253,305,281,396,447,722,466,650,619,373
2021,8,80,"5,271",512,669,380,400,192,258,230,374,369,501,344,343,416,283
2021,8,90,887,91,100,73,71,33,56,53,60,48,87,55,52,69,39
2021,8,100,42,7,2,4,4,2,1,0,4,0,2,3,2,10,1
2021,9,총,"78,036","4,181","13,514","2,605","3,968","1,196","1,763","1,715","2,485","2,528","7,568","5,005","11,534","11,289","8,685"
2021,9,0,"7,269",133,"1,838",69,187,22,61,48,86,92,657,537,"1,207","1,404",928
2021,9,10,"7,473",243,"1,281",134,219,38,88,85,136,137,887,469,"1,229","1,259","1,268"
2021,9,20,"6,548",265,913,163,276,49,115,76,151,146,588,353,"1,442","1,105",906
2021,9,30,"9,349",248,"2,253",122,336,50,81,96,107,127,718,632,"1,790","1,724","1,065"
2021,9,40,"11,784",424,"2,182",217,412,68,131,137,201,239,"1,209",743,"2,031","1,988","1,802"
2021,9,50,"11,475",641,"1,806",381,722,163,266,289,417,376,"1,114",724,"1,689","1,559","1,328"
2021,9,60,"10,869",931,"1,588",620,804,322,406,421,544,547,"1,084",680,"1,099","1,134",689
2021,9,70,"7,039",684,876,442,530,257,302,276,402,450,721,463,645,617,374
2021,9,80,"5,296",514,670,383,406,191,257,233,378,367,500,343,347,422,285
2021,9,90,891,91,105,70,72,34,55,54,59,47,88,58,53,66,39
2021,9,100,43,7,2,4,4,2,1,0,4,0,2,3,2,11,1
2021,10,총,"78,029","4,170","13,520","2,589","3,966","1,195","1,765","1,717","2,499","2,537","7,568","5,003","11,513","11,331","8,656"
2021,10,0,"7,212",134,"1,824",67,187,24,59,48,89,92,652,529,"1,192","1,403",912
2021,10,10,"7,484",240,"1,286",134,213,38,88,82,136,138,889,474,"1,236","1,270","1,260"
2021,10,20,"6,549",258,913,161,279,48,113,78,147,148,589,359,"1,425","1,119",912
2021,10,30,"9,308",247,"2,255",120,334,49,84,97,107,126,707,618,"1,788","1,735","1,041"
2021,10,40,"11,787",425,"2,182",214,414,67,126,139,204,241,"1,211",753,"2,025","1,987","1,799"
2021,10,50,"11,457",635,"1,809",381,725,160,263,288,413,376,"1,108",721,"1,685","1,567","1,326"
2021,10,60,"10,932",935,"1,592",616,801,323,411,421,552,550,"1,094",681,"1,110","1,141",705
2021,10,70,"7,048",682,885,446,529,253,309,276,400,449,723,459,649,614,374
2021,10,80,"5,308",513,665,377,408,196,254,233,385,368,507,344,347,426,285
2021,10,90,908,94,108,68,73,35,56,55,62,49,86,61,54,66,41
2021,10,100,36,7,1,5,3,2,2,0,4,0,2,4,2,3,1
2021,11,총,"78,104","4,124","13,555","2,581","3,948","1,192","1,752","1,706","2,492","2,616","7,565","5,016","11,530","11,359","8,668"
2021,11,0,"7,180",132,"1,818",64,187,25,57,46,88,102,642,527,"1,182","1,408",902
2021,11,10,"7,506",235,"1,286",133,210,38,87,80,135,144,890,483,"1,247","1,271","1,267"
2021,11,20,"6,551",248,921,158,280,47,111,82,146,163,584,360,"1,416","1,130",905
2021,11,30,"9,275",239,"2,251",118,328,50,81,94,105,131,708,618,"1,790","1,716","1,046"
2021,11,40,"11,801",417,"2,183",214,410,68,124,140,204,249,"1,204",760,"2,031","2,001","1,796"
2021,11,50,"11,520",627,"1,827",381,726,161,263,285,416,397,"1,111",721,"1,685","1,580","1,340"
2021,11,60,"10,958",930,"1,602",616,797,317,413,418,549,557,"1,101",684,"1,117","1,145",712
2021,11,70,"7,066",679,894,447,527,255,309,278,397,454,727,457,653,617,372
2021,11,80,"5,306",517,664,378,409,194,250,229,384,369,510,343,355,420,284
2021,11,90,907,93,108,67,71,35,56,54,64,50,86,59,52,69,43
2021,11,100,34,7,1,5,3,2,1,0,4,0,2,4,2,2,1
2021,12,총,"78,140","4,120","13,555","2,579","3,935","1,182","1,751","1,708","2,500","2,637","7,539","5,015","11,563","11,397","8,659"
2021,12,0,"7,157",130,"1,805",64,181,24,56,45,90,106,632,527,"1,183","1,416",898
2021,12,10,"7,530",229,"1,294",131,211,38,86,78,136,144,894,489,"1,256","1,283","1,261"
2021,12,20,"6,513",253,909,156,275,46,108,85,144,163,569,355,"1,418","1,126",906
2021,12,30,"9,234",231,"2,242",119,330,51,83,92,105,134,707,607,"1,781","1,705","1,047"
2021,12,40,"11,841",419,"2,186",214,411,66,121,142,207,259,"1,202",765,"2,043","2,017","1,789"
2021,12,50,"11,566",630,"1,842",384,719,161,265,286,417,399,"1,107",721,"1,691","1,594","1,350"
2021,12,60,"10,973",928,"1,606",615,801,312,415,418,552,557,"1,100",687,"1,125","1,145",712
2021,12,70,"7,058",683,895,447,519,254,308,274,396,457,730,455,650,618,372
2021,12,80,"5,326",517,668,376,415,193,250,234,385,370,506,346,362,423,281
2021,12,90,909,93,107,68,70,35,58,54,64,48,90,59,52,69,42
