년도,월,나이,인천광역시 미추홀구,인천광역시 미추홀구 숭의2동,인천광역시 미추홀구 숭의1.3동,인천광역시 미추홀구 숭의4동,인천광역시 미추홀구 용현1.4동,인천광역시 미추홀구 용현2동,인천광역시 미추홀구 용현3동,인천광역시 미추홀구 용현5동,인천광역시 미추홀구 학익1동,인천광역시 미추홀구 학익2동,인천광역시 미추홀구 도화1동,인천광역시 미추홀구 도화2.3동,인천광역시 미추홀구 주안1동,인천광역시 미추홀구 주안2동,인천광역시 미추홀구 주안3동,인천광역시 미추홀구 주안4동,인천광역시 미추홀구 주안5동,인천광역시 미추홀구 주안6동,인천광역시 미추홀구 주안7동,인천광역시 미추홀구 주안8동,인천광역시 미추홀구 관교동,인천광역시 미추홀구 문학동
2020,4,60,"28,042","1,032",889,"1,292","1,311","1,213",732,"2,667","2,022","1,359","1,591","1,796","1,011","1,548",710,"1,378","1,332","1,481","1,157","1,579","1,176",766
2020,4,70,"16,866",678,574,827,956,746,533,"1,421","1,176",850,"1,014","1,021",480,977,509,915,789,774,734,883,567,442
2020,4,80,"7,985",343,332,443,417,313,253,710,511,441,464,476,215,463,209,385,432,378,327,389,293,191
2020,4,90,"1,479",52,77,62,83,66,42,125,84,90,92,86,45,84,25,84,80,79,70,55,53,45
2020,4,100,131,4,13,6,12,9,10,2,3,6,7,7,1,10,3,8,6,5,6,5,6,2
2020,5,총,"201,727","7,219","7,001","8,483","7,951","8,973","3,618","24,164","16,079","9,849","11,981","13,184","9,964","8,908","4,407","7,171","8,891","11,538","6,793","11,145","8,024","6,384"
2020,5,0,"13,842",581,531,519,324,653,149,"2,163","1,181",647,876,"1,120",657,507,241,316,437,"1,052",324,689,504,371
2020,5,10,"15,704",463,421,623,501,614,190,"2,383","1,701",899,833,995,456,558,349,448,622,905,487,990,667,599
2020,5,20,"26,962",877,"1,030","1,041","1,358","1,367",347,"3,244","1,970","1,122","1,681","1,671","2,195","1,022",485,781,"1,261","1,411",746,"1,393","1,078",882
2020,5,30,"26,393","1,035","1,070","1,034",775,"1,332",359,"3,325","1,707","1,138","1,783","1,957","1,940","1,038",455,741,"1,088","1,827",694,"1,266","1,010",819
2020,5,40,"30,188",955,931,"1,233",910,"1,283",417,"4,165","2,891","1,532","1,691","1,898","1,397","1,171",657,893,"1,224","1,857",957,"1,746","1,149","1,231"
2020,5,50,"33,935","1,186","1,121","1,384","1,299","1,366",595,"3,943","2,819","1,760","1,930","2,155","1,549","1,526",758,"1,225","1,604","1,745","1,284","2,130","1,515","1,041"
2020,5,60,"28,125","1,035",893,"1,302","1,312","1,214",726,"2,672","2,035","1,354","1,609","1,790","1,024","1,550",706,"1,378","1,342","1,501","1,159","1,584","1,177",762
2020,5,70,"16,956",685,581,831,962,754,530,"1,430","1,174",848,"1,021","1,030",482,975,515,917,802,773,736,890,575,445
2020,5,80,"8,007",345,330,448,415,315,254,712,513,454,460,475,216,466,213,381,426,383,330,395,289,187
2020,5,90,"1,482",53,80,63,83,66,41,125,85,89,90,85,47,85,25,83,79,78,69,57,54,45
2020,5,100,133,4,13,5,12,9,10,2,3,6,7,8,1,10,3,8,6,6,7,5,6,2
2020,6,총,"201,487","7,226","7,037","8,482","7,936","8,932","3,614","24,275","16,011","9,851","11,977","13,127","9,950","8,875","4,400","7,153","8,869","11,480","6,772","11,128","7,995","6,397"
2020,6,0,"13,740",587,528,512,320,650,152,"2,141","1,168",648,866,"1,109",648,507,236,310,440,"1,043",317,689,497,372
2020,6,10,"15,657",458,427,628,498,608,187,"2,386","1,693",899,833,996,454,550,341,453,613,903,483,987,669,591
2020,6,20,"26,929",883,"1,025","1,045","1,351","1,345",346,"3,306","1,959","1,118","1,680","1,653","2,192","1,020",486,782,"1,244","1,420",730,"1,388","1,059",897
2020,6,30,"26,268","1,025","1,077","1,025",771,"1,323",356,"3,345","1,679","1,134","1,789","1,945","1,913","1,026",457,742,"1,091","1,781",695,"1,266","1,004",824
2020,6,40,"30,143",952,948,"1,232",899,"1,288",423,"4,163","2,875","1,524","1,684","1,882","1,401","1,173",658,897,"1,229","1,860",954,"1,730","1,144","1,227"
2020,6,50,"33,822","1,194","1,121","1,387","1,301","1,351",591,"3,973","2,817","1,748","1,915","2,135","1,549","1,511",753,"1,206","1,585","1,735","1,282","2,114","1,516","1,038"
2020,6,60,"28,278","1,037",907,"1,300","1,322","1,210",728,"2,690","2,051","1,372","1,636","1,802","1,041","1,548",710,"1,371","1,348","1,498","1,168","1,594","1,183",762
2020,6,70,"17,022",686,586,835,963,764,527,"1,432","1,167",854,"1,024","1,034",485,975,513,922,811,777,742,900,572,453
2020,6,80,"8,005",346,326,450,416,317,250,710,508,455,454,479,219,469,218,380,424,383,327,399,289,186
2020,6,90,"1,492",54,79,63,83,67,44,127,91,93,89,84,47,86,25,82,78,75,67,56,57,45
2020,6,100,131,4,13,5,12,9,10,2,3,6,7,8,1,10,3,8,6,5,7,5,5,2
2020,7,총,"201,226","7,225","7,078","8,535","7,909","8,941","3,630","24,329","15,938","9,818","11,924","13,124","9,936","8,758","4,417","7,172","8,846","11,462","6,742","11,092","7,955","6,395"
2020,7,0,"13,641",586,532,516,325,644,150,"2,125","1,154",637,859,"1,112",641,492,230,315,436,"1,034",309,679,496,369
2020,7,10,"15,604",453,429,631,490,603,193,"2,392","1,682",899,823,"1,000",463,535,342,452,605,904,478,986,661,583
2020,7,20,"26,965",901,"1,032","1,047","1,364","1,354",347,"3,369","1,947","1,114","1,664","1,643","2,187","1,006",509,786,"1,230","1,409",729,"1,380","1,046",901
2020,7,30,"26,088","1,006","1,093","1,044",761,"1,323",365,"3,317","1,656","1,115","1,769","1,937","1,905","1,027",458,736,"1,085","1,753",683,"1,247",992,816
2020,7,40,"30,126",952,949,"1,235",889,"1,287",421,"4,180","2,871","1,521","1,697","1,884","1,397","1,149",647,909,"1,242","1,858",956,"1,728","1,137","1,217"
2020,7,50,"33,731","1,195","1,124","1,400","1,288","1,350",590,"3,965","2,804","1,744","1,900","2,140","1,533","1,494",755,"1,199","1,575","1,746","1,271","2,091","1,513","1,054"
2020,7,60,"28,360","1,037",910,"1,305","1,315","1,222",728,"2,704","2,060","1,376","1,638","1,802","1,048","1,534",713,"1,370","1,354","1,516","1,169","1,607","1,184",768
2020,7,70,"17,059",692,588,837,968,764,530,"1,439","1,167",857,"1,026","1,033",491,958,515,930,808,774,750,907,572,453
2020,7,80,"8,020",347,328,454,410,318,251,710,503,456,452,481,221,469,218,382,428,387,323,403,292,187
2020,7,90,"1,501",52,80,61,87,67,45,126,91,93,89,84,49,84,27,85,76,76,68,59,57,45
2020,7,100,131,4,13,5,12,9,10,2,3,6,7,8,1,10,3,8,7,5,6,5,5,2
2020,8,총,"200,697","7,224","7,133","8,558","7,926","8,889","3,629","24,268","15,870","9,780","11,848","13,115","9,908","8,585","4,447","7,140","8,808","11,462","6,739","11,039","7,946","6,383"
2020,8,0,"13,516",588,532,513,322,636,150,"2,092","1,133",631,851,"1,111",636,477,231,313,432,"1,035",310,668,490,365
2020,8,10,"15,526",449,427,639,488,602,191,"2,401","1,670",888,819,993,455,531,337,451,599,899,474,980,658,575
2020,8,20,"26,925",904,"1,052","1,053","1,396","1,327",349,"3,367","1,948","1,110","1,645","1,635","2,184",972,539,778,"1,217","1,424",731,"1,371","1,029",894
2020,8,30,"25,888",997,"1,094","1,039",753,"1,310",367,"3,297","1,642","1,096","1,751","1,942","1,897","1,016",467,724,"1,070","1,731",676,"1,225",989,805
2020,8,40,"29,987",958,967,"1,239",886,"1,277",417,"4,150","2,867","1,518","1,672","1,892","1,378","1,112",638,894,"1,244","1,854",954,"1,712","1,140","1,218"
2020,8,50,"33,645","1,190","1,133","1,412","1,288","1,347",592,"3,957","2,777","1,727","1,895","2,133","1,537","1,473",754,"1,188","1,564","1,744","1,267","2,092","1,516","1,059"
2020,8,60,"28,465","1,041",911,"1,305","1,327","1,217",730,"2,718","2,065","1,390","1,646","1,807","1,056","1,514",710,"1,383","1,361","1,520","1,178","1,614","1,192",780
2020,8,70,"17,042",696,589,840,953,770,523,"1,439","1,166",862,"1,025","1,030",492,933,515,930,813,781,745,911,576,453
2020,8,80,"8,047",342,334,453,414,325,256,713,506,460,448,480,222,463,224,383,426,390,329,402,292,185
2020,8,90,"1,524",55,81,60,87,69,44,131,93,92,89,84,50,84,29,88,76,79,67,60,59,47
2020,8,100,132,4,13,5,12,9,10,3,3,6,7,8,1,10,3,8,6,5,8,4,5,2
2020,9,총,"200,267","7,229","7,179","8,502","7,933","8,888","3,607","24,281","15,811","9,765","11,814","13,083","9,937","8,421","4,465","7,123","8,803","11,433","6,707","11,009","7,914","6,363"
2020,9,0,"13,403",574,529,510,321,631,147,"2,086","1,134",624,851,"1,107",629,469,225,310,430,"1,029",302,666,470,359
2020,9,10,"15,432",447,428,631,486,599,189,"2,389","1,656",885,826,980,452,516,338,455,593,884,465,978,663,572
2020,9,20,"26,895",893,"1,060","1,045","1,418","1,325",342,"3,377","1,941","1,114","1,630","1,630","2,193",958,557,766,"1,224","1,430",728,"1,353","1,021",890
2020,9,30,"25,714","1,007","1,098","1,027",746,"1,312",355,"3,277","1,630","1,085","1,735","1,935","1,889",992,467,717,"1,064","1,727",662,"1,213",975,801
2020,9,40,"29,918",968,964,"1,244",875,"1,266",420,"4,151","2,850","1,508","1,674","1,882","1,379","1,084",641,897,"1,239","1,854",959,"1,699","1,145","1,219"
2020,9,50,"33,550","1,187","1,158","1,402","1,280","1,358",582,"3,961","2,755","1,722","1,903","2,118","1,547","1,444",750,"1,179","1,563","1,734","1,254","2,091","1,509","1,053"
2020,9,60,"28,551","1,050",914,"1,291","1,332","1,221",730,"2,744","2,074","1,401","1,633","1,825","1,067","1,489",709,"1,384","1,366","1,527","1,187","1,628","1,194",785
2020,9,70,"17,054",691,593,837,968,773,524,"1,443","1,162",872,"1,015","1,034",504,914,520,931,811,775,746,915,577,449
2020,9,80,"8,090",354,338,450,412,326,264,722,512,455,450,479,224,462,228,388,430,387,328,403,293,185
2020,9,90,"1,526",54,84,59,83,68,44,128,94,93,90,85,52,83,27,88,77,80,68,59,62,48
2020,9,100,134,4,13,6,12,9,10,3,3,6,7,8,1,10,3,8,6,6,8,4,5,2
2020,10,총,"199,846","7,241","7,191","8,423","7,935","8,918","3,605","24,271","15,758","9,717","11,813","13,091","9,906","8,331","4,449","7,084","8,770","11,420","6,661","10,986","7,905","6,371"
2020,10,0,"13,262",565,521,510,316,629,145,"2,069","1,115",607,836,"1,104",625,463,216,304,429,"1,017",300,653,469,369
2020,10,10,"15,358",453,428,620,477,593,188,"2,384","1,654",875,831,974,462,515,342,449,591,877,446,977,665,557
2020,10,20,"26,865",903,"1,069","1,041","1,429","1,342",341,"3,394","1,930","1,113","1,631","1,621","2,150",958,554,758,"1,209","1,434",727,"1,348","1,016",897
2020,10,30,"25,568","1,011","1,101","1,017",740,"1,310",354,"3,253","1,611","1,070","1,739","1,935","1,894",969,460,711,"1,049","1,717",649,"1,203",971,804
2020,10,40,"29,804",959,952,"1,240",881,"1,255",411,"4,151","2,827","1,499","1,675","1,896","1,376","1,071",643,890,"1,228","1,856",946,"1,692","1,145","1,211"
2020,10,50,"33,447","1,184","1,162","1,380","1,267","1,364",582,"3,958","2,761","1,717","1,906","2,114","1,537","1,423",749,"1,167","1,565","1,726","1,249","2,077","1,499","1,060"
2020,10,60,"28,665","1,055",929,"1,276","1,337","1,232",734,"2,756","2,079","1,412","1,636","1,831","1,076","1,484",707,"1,384","1,370","1,539","1,187","1,652","1,200",789
2020,10,70,"17,081",688,594,829,976,780,526,"1,452","1,172",874,"1,008","1,037",504,896,522,938,813,776,750,922,579,445
2020,10,80,"8,132",364,339,443,413,333,269,725,512,454,455,487,230,460,226,387,431,392,330,401,293,188
2020,10,90,"1,530",55,83,61,88,71,44,126,94,88,89,85,51,82,27,88,79,81,69,57,63,49
2020,10,100,134,4,13,6,11,9,11,3,3,8,7,7,1,10,3,8,6,5,8,4,5,2
2020,11,총,"199,723","7,254","7,214","8,372","7,950","8,916","3,603","24,261","15,711","9,717","11,828","13,241","9,887","8,304","4,454","7,053","8,749","11,332","6,642","10,976","7,903","6,356"
2020,11,0,"13,181",553,533,508,315,637,144,"2,047","1,104",596,822,"1,140",617,459,218,305,422,"1,000",297,645,463,356
2020,11,10,"15,349",455,424,620,477,596,189,"2,378","1,655",877,830,985,457,513,339,451,591,870,448,971,664,559
2020,11,20,"26,857",909,"1,072","1,030","1,429","1,339",341,"3,411","1,916","1,109","1,631","1,634","2,147",948,552,766,"1,206","1,429",723,"1,353","1,012",900
2020,11,30,"25,510","1,010","1,097","1,014",751,"1,306",354,"3,241","1,599","1,061","1,731","1,977","1,905",961,455,693,"1,043","1,698",637,"1,198",975,804
2020,11,40,"29,720",967,943,"1,223",883,"1,243",408,"4,149","2,814","1,500","1,679","1,922","1,365","1,067",640,877,"1,217","1,841",946,"1,678","1,142","1,216"
2020,11,50,"33,397","1,191","1,164","1,371","1,261","1,366",585,"3,954","2,765","1,721","1,916","2,125","1,520","1,414",752,"1,155","1,565","1,709","1,235","2,074","1,496","1,058"
2020,11,60,"28,786","1,064",949,"1,279","1,342","1,239",735,"2,760","2,080","1,422","1,653","1,838","1,084","1,488",717,"1,394","1,376","1,530","1,193","1,657","1,209",777
2020,11,70,"17,095",687,596,818,982,775,526,"1,461","1,170",873,"1,009","1,044",502,900,528,925,814,780,752,929,579,445
2020,11,80,"8,161",358,338,440,412,333,266,731,512,461,459,484,239,461,222,396,430,389,335,410,295,190
2020,11,90,"1,534",56,85,63,87,73,45,126,93,89,91,85,50,83,28,83,79,81,69,57,62,49
2020,11,100,133,4,13,6,11,9,10,3,3,8,7,7,1,10,3,8,6,5,7,4,6,2
2020,12,총,"200,705","7,244","7,180","8,258","7,944","8,886","3,594","24,234","15,662","9,675","11,730","14,895","9,872","8,263","4,446","7,003","8,704","11,271","6,616","10,957","7,902","6,369"
2020,12,0,"13,281",543,515,502,305,624,145,"2,027","1,097",584,798,"1,412",610,451,211,296,414,995,294,633,466,359
2020,12,10,"15,374",452,418,607,465,596,187,"2,358","1,635",880,816,"1,138",453,508,339,448,575,871,440,959,661,568
2020,12,20,"27,069",902,"1,070","1,018","1,454","1,336",335,"3,444","1,915","1,098","1,628","1,793","2,165",956,552,776,"1,207","1,433",721,"1,365","1,012",889
2020,12,30,"25,772","1,007","1,097","1,004",743,"1,297",353,"3,219","1,588","1,046","1,698","2,430","1,900",955,444,678,"1,043","1,665",631,"1,183",982,809
2020,12,40,"29,814",962,930,"1,211",878,"1,231",405,"4,131","2,797","1,490","1,660","2,201","1,349","1,057",643,867,"1,196","1,827",941,"1,676","1,140","1,222"
2020,12,50,"33,469","1,196","1,167","1,355","1,252","1,371",584,"3,951","2,763","1,712","1,905","2,294","1,513","1,408",757,"1,156","1,564","1,687","1,228","2,075","1,476","1,055"
2020,12,60,"28,971","1,069",955,"1,256","1,351","1,241",740,"2,768","2,090","1,437","1,655","1,958","1,091","1,493",717,"1,384","1,377","1,537","1,197","1,662","1,220",773
2020,12,70,"17,106",692,594,809,988,772,523,"1,474","1,164",874,"1,011","1,080",498,888,522,913,813,780,753,927,585,446
2020,12,80,"8,201",362,336,428,410,337,268,733,518,460,464,495,241,454,229,401,434,390,339,416,291,195
2020,12,90,"1,518",55,85,63,87,72,44,126,92,87,87,87,51,83,28,76,76,81,66,57,64,51
2020,12,100,130,4,13,5,11,9,10,3,3,7,8,7,1,10,4,8,5,5,6,4,5,2
2021,1,총,"200,989","7,246","7,195","8,259","7,894","8,870","3,602","24,254","15,650","9,648","11,659","15,455","9,881","8,225","4,434","6,985","8,708","11,225","6,615","10,928","7,871","6,385"
2021,1,0,"13,236",539,511,510,302,618,147,"2,007","1,086",577,783,"1,499",602,441,208,289,412,984,292,620,457,352
2021,1,10,"15,334",451,415,603,453,593,184,"2,368","1,616",867,803,"1,188",458,499,333,448,572,863,439,961,653,567
2021,1,20,"27,069",903,"1,079","1,025","1,431","1,326",340,"3,447","1,941","1,106","1,612","1,831","2,160",950,555,765,"1,203","1,429",717,"1,349","1,000",900
2021,1,30,"25,774",999,"1,097","1,001",736,"1,287",349,"3,217","1,576","1,034","1,679","2,572","1,884",957,437,686,"1,038","1,641",626,"1,178",973,807
2021,1,40,"29,909",974,936,"1,218",873,"1,235",404,"4,126","2,785","1,474","1,651","2,312","1,364","1,056",645,855,"1,192","1,820",951,"1,669","1,142","1,227"
2021,1,50,"33,404","1,192","1,167","1,338","1,245","1,371",577,"3,959","2,759","1,715","1,897","2,360","1,516","1,386",750,"1,144","1,555","1,671","1,225","2,065","1,460","1,052"
2021,1,60,"29,209","1,073",958,"1,257","1,355","1,239",755,"2,788","2,105","1,440","1,661","1,999","1,106","1,501",724,"1,395","1,404","1,554","1,199","1,680","1,234",782
2021,1,70,"17,153",695,593,818,991,777,521,"1,477","1,168",878,"1,009","1,093",498,891,517,913,816,786,755,922,586,449
2021,1,80,"8,227",361,341,421,407,344,271,730,517,463,469,501,241,450,232,407,433,387,339,421,297,195
2021,1,90,"1,544",55,85,63,90,71,44,131,94,88,87,93,51,84,29,75,78,85,66,59,64,52
2021,1,100,130,4,13,5,11,9,10,4,3,6,8,7,1,10,4,8,5,5,6,4,5,2
2021,2,총,"201,123","7,238","7,244","8,252","7,914","8,893","3,607","24,228","15,639","9,610","11,620","15,727","9,856","8,202","4,424","6,998","8,695","11,186","6,644","10,900","7,849","6,397"
2021,2,0,"13,213",532,517,521,296,617,145,"1,989","1,088",566,766,"1,540",598,434,211,291,411,973,295,613,455,355
2021,2,10,"15,329",457,419,594,460,597,181,"2,362","1,614",860,799,"1,205",451,509,329,447,572,857,440,959,654,563
2021,2,20,"27,041",900,"1,094","1,018","1,453","1,326",344,"3,439","1,928","1,102","1,609","1,867","2,142",931,547,767,"1,190","1,417",723,"1,338","1,006",900
2021,2,30,"25,700",977,"1,110","1,000",717,"1,276",353,"3,196","1,568","1,005","1,655","2,637","1,892",945,443,681,"1,040","1,641",637,"1,169",950,808
2021,2,40,"29,929",989,930,"1,219",877,"1,243",397,"4,119","2,777","1,475","1,648","2,362","1,355","1,069",636,861,"1,193","1,803",947,"1,657","1,147","1,225"
2021,2,50,"33,399","1,191","1,171","1,337","1,253","1,372",583,"3,969","2,765","1,716","1,903","2,375","1,520","1,376",748,"1,136","1,543","1,659","1,224","2,061","1,440","1,057"
2021,2,60,"29,383","1,080",968,"1,264","1,346","1,245",758,"2,811","2,113","1,455","1,665","2,036","1,103","1,498",728,"1,405","1,409","1,573","1,206","1,692","1,238",790
2021,2,70,"17,167",690,592,814,997,784,522,"1,475","1,173",875,"1,010","1,096",495,893,517,915,810,782,753,927,594,453
2021,2,80,"8,295",363,345,419,414,351,270,735,519,462,470,507,248,453,234,411,445,393,347,420,296,193
2021,2,90,"1,539",55,85,61,91,73,44,128,90,88,87,96,51,86,27,76,77,83,66,60,64,51
2021,2,100,128,4,13,5,10,9,10,5,4,6,8,6,1,8,4,8,5,5,6,4,5,2
2021,3,총,"200,511","7,236","7,195","8,239","7,901","8,915","3,523","24,171","15,516","9,577","11,569","15,852","9,852","8,153","4,391","6,944","8,640","11,141","6,607","10,853","7,800","6,436"
2021,3,0,"13,165",533,524,523,306,623,143,"1,979","1,081",557,752,"1,538",596,433,211,284,412,951,298,603,452,366
2021,3,10,"15,344",454,424,590,465,596,174,"2,361","1,618",853,803,"1,226",450,509,321,443,574,871,440,952,652,568
2021,3,20,"26,936",899,"1,094","1,026","1,453","1,335",338,"3,416","1,895","1,096","1,599","1,884","2,156",921,546,765,"1,169","1,405",717,"1,322",997,903
2021,3,30,"25,689",986,"1,128",988,721,"1,289",348,"3,170","1,555","1,008","1,647","2,657","1,880",941,439,685,"1,051","1,649",628,"1,165",937,817
2021,3,40,"29,769",987,923,"1,221",872,"1,236",386,"4,101","2,748","1,460","1,648","2,391","1,339","1,061",630,854,"1,176","1,787",941,"1,647","1,135","1,226"
2021,3,50,"33,173","1,181","1,152","1,326","1,247","1,363",571,"3,971","2,748","1,712","1,893","2,379","1,520","1,367",729,"1,112","1,528","1,635","1,205","2,043","1,428","1,063"
2021,3,60,"29,508","1,082",960,"1,275","1,336","1,252",753,"2,825","2,102","1,471","1,664","2,071","1,119","1,503",738,"1,409","1,407","1,586","1,208","1,709","1,242",796
2021,3,70,"17,051",685,575,807,991,782,498,"1,484","1,156",874,"1,012","1,090",495,885,512,900,807,777,750,924,595,452
