년도,월,나이,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2020,3,20,"66,182","5,109","5,451","4,337","3,831","4,466","4,520","4,628","3,398","2,642","3,628","6,647","4,010","2,998","2,121","1,194","7,202"
2020,3,30,"68,647","6,221","5,621","4,043","3,297","4,166","4,286","4,298","3,710","4,718","3,411","7,066","4,235","2,959","2,108","1,173","7,335"
2020,3,40,"77,681","5,901","6,322","4,184","3,603","4,843","5,318","4,259","4,431","4,796","3,790","7,872","4,402","3,385","2,372","1,174","11,029"
2020,3,50,"76,951","6,039","6,818","5,047","4,107","4,910","5,733","4,210","3,832","3,355","4,337","7,766","4,589","3,606","2,705","1,599","8,298"
2020,3,60,"61,966","4,953","5,439","4,245","3,401","3,638","4,576","3,485","2,990","2,652","3,736","6,113","3,754","3,091","2,395","1,407","6,091"
2020,3,70,"38,381","3,149","3,517","2,723","2,120","2,257","2,754","2,371","1,965","1,619","2,616","3,807","2,241","1,649","1,447",777,"3,369"
2020,3,80,"14,960","1,219","1,504","1,021",683,874,"1,087",934,758,636,"1,083","1,403",826,664,509,335,"1,424"
2020,3,90,"2,035",181,188,127,106,110,162,111,119,84,132,172,96,89,72,47,239
2020,3,100,410,22,33,13,15,18,19,22,9,19,19,25,11,12,9,5,159
2020,4,총,"477,973","37,970","40,281","28,944","23,923","29,522","33,349","27,377","25,118","26,690","25,621","47,534","28,031","21,436","15,780","8,714","57,683"
2020,4,0,"30,744","2,646","2,548","1,265","1,097","1,744","2,001","1,279","1,595","3,165","1,069","3,006","1,733","1,232",803,462,"5,099"
2020,4,10,"39,795","2,496","2,836","1,961","1,769","2,565","2,940","1,799","2,377","2,221","1,745","3,753","2,214","1,797","1,284",564,"7,474"
2020,4,20,"66,213","5,111","5,453","4,341","3,801","4,444","4,507","4,640","3,399","2,714","3,646","6,638","3,997","2,994","2,125","1,191","7,212"
2020,4,30,"68,708","6,224","5,626","4,026","3,255","4,132","4,275","4,277","3,705","5,019","3,449","7,011","4,209","2,948","2,100","1,177","7,275"
2020,4,40,"77,439","5,865","6,288","4,165","3,553","4,829","5,296","4,242","4,398","4,996","3,764","7,837","4,369","3,346","2,345","1,150","10,996"
2020,4,50,"76,944","6,063","6,813","5,044","4,109","4,893","5,724","4,206","3,818","3,439","4,343","7,734","4,582","3,588","2,687","1,592","8,309"
2020,4,60,"62,167","4,986","5,452","4,238","3,414","3,644","4,584","3,495","2,982","2,727","3,750","6,148","3,752","3,098","2,386","1,414","6,097"
2020,4,70,"38,455","3,165","3,526","2,740","2,121","2,262","2,754","2,361","1,957","1,656","2,613","3,792","2,231","1,662","1,455",777,"3,383"
2020,4,80,"15,054","1,216","1,519","1,022",683,878,"1,086",946,758,648,"1,088","1,417",840,671,514,334,"1,434"
2020,4,90,"2,042",176,187,129,106,113,163,110,120,85,135,173,94,88,72,48,243
2020,4,100,412,22,33,13,15,18,19,22,9,20,19,25,10,12,9,5,161
2020,5,총,"478,029","37,885","40,188","28,859","23,820","29,456","33,268","27,431","25,528","27,267","25,557","47,443","27,973","21,343","15,722","8,667","57,622"
2020,5,0,"30,614","2,631","2,530","1,245","1,087","1,732","1,991","1,263","1,628","3,239","1,057","2,981","1,721","1,211",788,453,"5,057"
2020,5,10,"39,616","2,478","2,801","1,944","1,742","2,537","2,916","1,790","2,391","2,275","1,725","3,732","2,187","1,781","1,281",557,"7,479"
2020,5,20,"66,251","5,071","5,473","4,341","3,801","4,434","4,491","4,705","3,468","2,761","3,633","6,594","3,995","3,005","2,113","1,184","7,182"
2020,5,30,"68,701","6,240","5,599","3,994","3,218","4,111","4,259","4,279","3,806","5,109","3,445","7,017","4,211","2,926","2,094","1,163","7,230"
2020,5,40,"77,244","5,850","6,233","4,130","3,532","4,831","5,290","4,243","4,420","5,114","3,749","7,794","4,324","3,308","2,319","1,141","10,966"
2020,5,50,"77,058","6,049","6,808","5,031","4,081","4,872","5,720","4,213","3,907","3,540","4,332","7,727","4,574","3,576","2,683","1,593","8,352"
2020,5,60,"62,297","4,968","5,464","4,266","3,409","3,656","4,567","3,485","3,032","2,783","3,742","6,160","3,759","3,088","2,392","1,415","6,111"
2020,5,70,"38,614","3,188","3,520","2,745","2,142","2,264","2,762","2,371","1,977","1,676","2,624","3,805","2,253","1,671","1,447",776,"3,393"
2020,5,80,"15,162","1,208","1,534","1,023",686,888,"1,093",950,769,662,"1,098","1,432",841,679,522,334,"1,443"
2020,5,90,"2,059",179,193,128,108,112,159,110,121,88,133,176,98,86,74,46,248
2020,5,100,413,23,33,12,14,19,20,22,9,20,19,25,10,12,9,5,161
2020,6,총,"479,524","37,680","40,123","28,764","23,720","29,334","33,182","27,368","28,210","27,398","25,435","47,308","27,907","21,250","15,678","8,657","57,510"
2020,6,0,"30,772","2,601","2,518","1,232","1,058","1,715","1,953","1,251","2,037","3,245","1,047","2,962","1,704","1,184",785,454,"5,026"
2020,6,10,"39,501","2,440","2,772","1,916","1,725","2,527","2,918","1,758","2,548","2,296","1,698","3,671","2,177","1,762","1,279",556,"7,458"
2020,6,20,"66,477","5,066","5,462","4,340","3,802","4,422","4,474","4,740","3,711","2,767","3,631","6,604","3,996","3,007","2,107","1,179","7,169"
2020,6,30,"69,113","6,183","5,583","3,969","3,204","4,093","4,241","4,268","4,500","5,134","3,438","6,989","4,195","2,889","2,084","1,173","7,170"
2020,6,40,"77,391","5,856","6,235","4,108","3,502","4,804","5,267","4,209","4,864","5,134","3,701","7,742","4,292","3,292","2,316","1,132","10,937"
2020,6,50,"77,074","5,962","6,781","5,003","4,053","4,855","5,708","4,191","4,220","3,560","4,313","7,691","4,555","3,570","2,665","1,593","8,354"
2020,6,60,"62,685","4,979","5,482","4,281","3,425","3,640","4,563","3,502","3,295","2,809","3,727","6,179","3,783","3,094","2,394","1,408","6,124"
2020,6,70,"38,790","3,178","3,531","2,749","2,141","2,266","2,769","2,364","2,083","1,685","2,630","3,828","2,254","1,674","1,442",779,"3,417"
2020,6,80,"15,235","1,215","1,532","1,024",691,878,"1,107",953,820,656,"1,100","1,442",840,675,525,335,"1,442"
2020,6,90,"2,072",177,194,130,105,115,162,110,122,92,131,175,101,91,72,43,252
2020,6,100,414,23,33,12,14,19,20,22,10,20,19,25,10,12,9,5,161
2020,7,총,"481,184","37,462","40,013","28,683","23,639","29,240","33,164","27,350","29,892","27,403","25,392","47,107","27,865","21,113","15,590","9,890","57,381"
2020,7,0,"30,916","2,563","2,492","1,223","1,060","1,689","1,945","1,248","2,220","3,247","1,044","2,916","1,696","1,182",778,614,"4,999"
2020,7,10,"39,424","2,425","2,759","1,895","1,706","2,513","2,919","1,750","2,619","2,294","1,683","3,635","2,166","1,719","1,255",658,"7,428"
2020,7,20,"66,708","5,043","5,465","4,306","3,769","4,416","4,482","4,754","3,915","2,767","3,640","6,588","3,990","2,983","2,111","1,310","7,169"
2020,7,30,"69,516","6,133","5,553","3,976","3,198","4,073","4,235","4,259","4,948","5,113","3,434","6,924","4,185","2,887","2,084","1,429","7,085"
2020,7,40,"77,485","5,838","6,186","4,082","3,472","4,781","5,237","4,206","5,108","5,129","3,701","7,720","4,263","3,247","2,295","1,333","10,887"
2020,7,50,"77,331","5,921","6,774","4,988","4,047","4,843","5,707","4,180","4,448","3,568","4,287","7,663","4,580","3,544","2,631","1,772","8,378"
2020,7,60,"63,053","4,971","5,509","4,269","3,432","3,641","4,572","3,502","3,464","2,829","3,709","6,180","3,778","3,114","2,396","1,530","6,157"
2020,7,70,"38,942","3,153","3,526","2,767","2,139","2,277","2,778","2,363","2,182","1,686","2,630","3,829","2,260","1,662","1,438",829,"3,423"
2020,7,80,"15,316","1,215","1,521","1,036",694,875,"1,111",957,848,663,"1,109","1,452",839,672,522,362,"1,440"
2020,7,90,"2,078",177,195,129,108,113,158,109,130,87,136,175,98,91,71,48,253
2020,7,100,415,23,33,12,14,19,20,22,10,20,19,25,10,12,9,5,162
2020,8,총,"481,729","37,404","39,937","28,638","23,525","29,124","33,080","27,364","30,386","27,459","25,383","47,013","27,787","21,042","15,516","10,721","57,350"
2020,8,0,"30,770","2,537","2,469","1,213","1,052","1,681","1,928","1,240","2,248","3,257","1,033","2,880","1,672","1,167",769,672,"4,952"
2020,8,10,"39,324","2,398","2,745","1,866","1,666","2,503","2,896","1,727","2,655","2,298","1,672","3,604","2,161","1,703","1,243",760,"7,427"
2020,8,20,"66,929","5,068","5,480","4,325","3,764","4,374","4,476","4,804","3,999","2,759","3,664","6,586","3,975","2,974","2,099","1,408","7,174"
2020,8,30,"69,477","6,106","5,515","3,957","3,177","4,028","4,201","4,268","5,033","5,115","3,429","6,882","4,153","2,863","2,070","1,597","7,083"
2020,8,40,"77,426","5,818","6,154","4,038","3,432","4,771","5,229","4,176","5,193","5,152","3,688","7,691","4,259","3,234","2,280","1,473","10,838"
2020,8,50,"77,422","5,898","6,747","4,978","4,038","4,820","5,712","4,173","4,515","3,584","4,278","7,672","4,570","3,540","2,620","1,898","8,379"
2020,8,60,"63,416","5,001","5,541","4,308","3,447","3,647","4,567","3,511","3,517","2,835","3,716","6,191","3,788","3,118","2,409","1,622","6,198"
2020,8,70,"39,004","3,149","3,520","2,765","2,131","2,288","2,767","2,364","2,225","1,688","2,624","3,851","2,261","1,660","1,425",866,"3,420"
2020,8,80,"15,459","1,232","1,532","1,048",697,881,"1,128",972,860,662,"1,119","1,457",843,678,518,369,"1,463"
2020,8,90,"2,087",172,201,128,107,112,155,107,131,89,141,175,96,93,74,51,255
2020,8,100,415,25,33,12,14,19,21,22,10,20,19,24,9,12,9,5,161
2020,9,총,"481,546","37,467","39,851","28,613","23,399","29,125","33,016","27,306","30,535","27,604","25,328","46,830","27,759","20,976","15,482","10,993","57,262"
2020,9,0,"30,528","2,555","2,431","1,209","1,035","1,669","1,888","1,232","2,259","3,265","1,023","2,822","1,661","1,137",765,685,"4,892"
2020,9,10,"39,230","2,374","2,739","1,851","1,648","2,502","2,904","1,707","2,650","2,317","1,655","3,573","2,158","1,706","1,230",774,"7,442"
2020,9,20,"66,939","5,076","5,474","4,339","3,747","4,390","4,473","4,829","4,037","2,775","3,673","6,556","3,940","2,969","2,100","1,440","7,121"
2020,9,30,"69,264","6,133","5,465","3,941","3,138","4,009","4,153","4,260","5,042","5,115","3,395","6,817","4,176","2,834","2,064","1,660","7,062"
2020,9,40,"77,341","5,838","6,136","4,022","3,415","4,764","5,213","4,149","5,217","5,176","3,654","7,662","4,244","3,227","2,280","1,518","10,826"
2020,9,50,"77,485","5,873","6,779","4,966","4,018","4,831","5,699","4,156","4,544","3,615","4,286","7,677","4,562","3,519","2,610","1,952","8,398"
2020,9,60,"63,671","5,025","5,532","4,338","3,458","3,648","4,605","3,502","3,550","2,856","3,729","6,206","3,808","3,128","2,414","1,659","6,213"
2020,9,70,"39,003","3,154","3,530","2,749","2,118","2,294","2,770","2,362","2,226","1,691","2,621","3,855","2,260","1,661","1,416",875,"3,421"
2020,9,80,"15,569","1,243","1,532","1,055",701,884,"1,136",978,868,685,"1,130","1,460",844,689,520,373,"1,471"
2020,9,90,"2,099",171,200,131,107,115,154,109,132,88,143,178,97,93,74,52,255
2020,9,100,417,25,33,12,14,19,21,22,10,21,19,24,9,13,9,5,161
2020,10,총,"481,165","37,476","39,798","28,552","23,340","29,041","32,971","27,269","30,701","27,587","25,291","46,771","27,720","20,923","15,446","11,104","57,175"
2020,10,0,"30,276","2,529","2,427","1,198","1,022","1,625","1,853","1,215","2,271","3,268","1,008","2,769","1,656","1,123",763,687,"4,862"
2020,10,10,"39,027","2,356","2,703","1,836","1,637","2,494","2,907","1,679","2,643","2,300","1,652","3,570","2,152","1,692","1,219",773,"7,414"
2020,10,20,"67,008","5,084","5,490","4,313","3,767","4,385","4,463","4,851","4,098","2,774","3,664","6,544","3,933","2,967","2,095","1,467","7,113"
2020,10,30,"69,007","6,112","5,457","3,912","3,111","3,996","4,133","4,237","5,080","5,084","3,369","6,779","4,152","2,822","2,057","1,697","7,009"
2020,10,40,"77,183","5,868","6,087","4,012","3,378","4,735","5,218","4,114","5,234","5,180","3,650","7,639","4,236","3,213","2,282","1,530","10,807"
2020,10,50,"77,457","5,881","6,786","4,952","4,021","4,844","5,678","4,156","4,556","3,619","4,264","7,691","4,557","3,515","2,582","1,952","8,403"
2020,10,60,"63,991","5,041","5,561","4,365","3,472","3,645","4,632","3,524","3,573","2,865","3,765","6,253","3,814","3,142","2,418","1,681","6,240"
2020,10,70,"39,001","3,155","3,513","2,758","2,112","2,292","2,767","2,376","2,234","1,697","2,607","3,849","2,261","1,650","1,427",883,"3,420"
2020,10,80,"15,684","1,253","1,543","1,061",697,891,"1,145",985,872,693,"1,144","1,469",854,693,520,376,"1,488"
2020,10,90,"2,106",171,197,133,109,115,153,110,129,85,149,183,96,92,73,53,258
2020,10,100,425,26,34,12,14,19,22,22,11,22,19,25,9,14,10,5,161
2020,11,총,"480,617","37,430","39,772","28,506","23,219","28,945","32,840","27,280","30,901","27,590","25,276","46,713","27,615","20,902","15,384","11,175","57,069"
2020,11,0,"29,988","2,511","2,416","1,167","1,004","1,591","1,829","1,200","2,266","3,272","1,000","2,736","1,640","1,108",756,684,"4,808"
2020,11,10,"38,854","2,342","2,697","1,824","1,615","2,488","2,884","1,665","2,639","2,275","1,650","3,558","2,137","1,697","1,206",770,"7,407"
2020,11,20,"67,013","5,065","5,477","4,326","3,754","4,370","4,447","4,876","4,175","2,771","3,645","6,540","3,915","2,959","2,095","1,482","7,116"
2020,11,30,"68,802","6,095","5,450","3,894","3,075","3,954","4,132","4,228","5,130","5,082","3,386","6,736","4,123","2,812","2,045","1,716","6,944"
2020,11,40,"76,959","5,856","6,068","3,982","3,349","4,728","5,164","4,109","5,247","5,179","3,636","7,653","4,219","3,196","2,267","1,532","10,774"
2020,11,50,"77,363","5,890","6,765","4,957","4,014","4,817","5,659","4,154","4,560","3,610","4,254","7,680","4,526","3,511","2,574","1,971","8,421"
2020,11,60,"64,271","5,069","5,595","4,389","3,474","3,672","4,637","3,528","3,616","2,894","3,768","6,245","3,836","3,170","2,425","1,695","6,258"
2020,11,70,"39,081","3,156","3,514","2,759","2,104","2,294","2,769","2,395","2,252","1,703","2,621","3,881","2,257","1,649","1,416",879,"3,432"
2020,11,80,"15,753","1,249","1,557","1,070",709,898,"1,140",993,874,696,"1,145","1,470",861,696,516,387,"1,492"
2020,11,90,"2,110",172,199,126,107,114,158,110,132,86,152,189,92,89,74,54,256
2020,11,100,423,25,34,12,14,19,21,22,10,22,19,25,9,15,10,5,161
2020,12,총,"479,835","37,396","39,733","28,441","23,167","28,885","32,749","27,240","30,963","27,569","25,218","46,556","27,547","20,805","15,355","11,189","57,022"
2020,12,0,"29,704","2,485","2,398","1,140",998,"1,576","1,808","1,192","2,251","3,265",991,"2,698","1,624","1,089",743,681,"4,765"
2020,12,10,"38,676","2,340","2,694","1,810","1,596","2,463","2,870","1,657","2,634","2,269","1,635","3,515","2,119","1,689","1,202",763,"7,420"
2020,12,20,"67,058","5,068","5,472","4,347","3,752","4,374","4,441","4,896","4,207","2,762","3,641","6,533","3,922","2,935","2,111","1,492","7,105"
2020,12,30,"68,502","6,065","5,443","3,860","3,056","3,918","4,118","4,191","5,156","5,053","3,387","6,701","4,103","2,798","2,027","1,737","6,889"
2020,12,40,"76,628","5,834","6,019","3,953","3,330","4,716","5,128","4,108","5,227","5,188","3,605","7,607","4,201","3,168","2,250","1,518","10,776"
2020,12,50,"77,274","5,893","6,772","4,929","4,013","4,800","5,666","4,140","4,584","3,613","4,240","7,648","4,497","3,508","2,583","1,979","8,409"
2020,12,60,"64,438","5,103","5,606","4,409","3,479","3,681","4,629","3,535","3,613","2,892","3,769","6,296","3,849","3,162","2,424","1,698","6,293"
2020,12,70,"39,121","3,147","3,520","2,766","2,105","2,311","2,761","2,391","2,262","1,713","2,630","3,870","2,264","1,654","1,413",878,"3,436"
2020,12,80,"15,897","1,263","1,572","1,092",715,911,"1,151",999,887,705,"1,149","1,480",861,701,516,384,"1,511"
2020,12,90,"2,112",173,203,123,109,116,156,109,132,86,151,183,98,86,76,54,257
2020,12,100,425,25,34,12,14,19,21,22,10,23,20,25,9,15,10,5,161
2021,1,총,"479,223","37,372","39,616","28,340","23,103","28,818","32,695","27,244","30,973","27,546","25,186","46,521","27,512","20,816","15,350","11,257","56,874"
2021,1,0,"29,387","2,465","2,367","1,109",992,"1,546","1,781","1,178","2,241","3,237",987,"2,664","1,606","1,087",733,693,"4,701"
2021,1,10,"38,521","2,312","2,688","1,798","1,586","2,452","2,861","1,653","2,600","2,285","1,630","3,515","2,109","1,677","1,187",769,"7,399"
2021,1,20,"66,911","5,067","5,432","4,308","3,730","4,373","4,447","4,895","4,215","2,768","3,634","6,525","3,891","2,945","2,095","1,505","7,081"
2021,1,30,"68,232","6,061","5,410","3,848","3,035","3,878","4,094","4,188","5,179","4,991","3,370","6,649","4,110","2,792","2,039","1,738","6,850"
2021,1,40,"76,435","5,803","5,986","3,924","3,319","4,727","5,109","4,091","5,214","5,213","3,582","7,607","4,181","3,168","2,252","1,529","10,730"
2021,1,50,"77,199","5,898","6,750","4,919","3,986","4,781","5,666","4,157","4,595","3,606","4,232","7,661","4,478","3,522","2,569","1,987","8,392"
2021,1,60,"64,721","5,116","5,625","4,435","3,500","3,692","4,623","3,543","3,622","2,916","3,797","6,312","3,897","3,163","2,441","1,705","6,334"
2021,1,70,"39,219","3,156","3,536","2,767","2,109","2,316","2,776","2,393","2,265","1,721","2,624","3,886","2,255","1,661","1,418",881,"3,455"
2021,1,80,"16,040","1,291","1,585","1,097",722,917,"1,158","1,014",905,697,"1,158","1,492",880,696,527,389,"1,512"
2021,1,90,"2,132",178,203,123,109,117,160,110,127,91,151,185,96,89,79,56,258
2021,1,100,426,25,34,12,15,19,20,22,10,21,21,25,9,16,10,5,162
2021,2,총,"478,336","37,346","39,485","28,275","22,990","28,739","32,627","27,250","30,975","27,526","25,196","46,454","27,475","20,767","15,334","11,259","56,638"
2021,2,0,"29,057","2,438","2,321","1,097",976,"1,531","1,761","1,151","2,242","3,219",989,"2,611","1,596","1,073",737,695,"4,620"
2021,2,10,"38,276","2,297","2,668","1,785","1,564","2,434","2,832","1,662","2,580","2,280","1,612","3,516","2,098","1,663","1,175",766,"7,344"
2021,2,20,"66,691","5,043","5,400","4,289","3,698","4,359","4,442","4,923","4,221","2,760","3,647","6,501","3,872","2,930","2,089","1,486","7,031"
2021,2,30,"67,853","6,045","5,374","3,825","3,014","3,851","4,067","4,171","5,160","4,949","3,354","6,598","4,078","2,777","2,037","1,743","6,810"
2021,2,40,"76,223","5,783","5,959","3,890","3,288","4,714","5,092","4,068","5,227","5,226","3,575","7,594","4,203","3,167","2,243","1,537","10,657"
2021,2,50,"77,264","5,923","6,730","4,917","3,980","4,780","5,661","4,161","4,596","3,631","4,238","7,694","4,451","3,521","2,569","1,982","8,430"
2021,2,60,"64,977","5,148","5,652","4,463","3,509","3,694","4,642","3,568","3,623","2,922","3,812","6,347","3,934","3,167","2,444","1,707","6,345"
2021,2,70,"39,268","3,166","3,550","2,768","2,101","2,314","2,778","2,396","2,279","1,722","2,623","3,882","2,255","1,665","1,423",890,"3,456"
2021,2,80,"16,166","1,302","1,600","1,105",735,927,"1,168","1,015",911,707,"1,177","1,498",881,697,528,391,"1,524"
2021,2,90,"2,132",176,197,124,110,116,165,112,126,89,147,187,98,91,79,57,258
2021,2,100,429,25,34,12,15,19,19,23,10,21,22,26,9,16,10,5,163
2021,3,총,"475,501","37,143","39,168","28,161","22,791","28,612","32,323","27,186","30,773","27,572","24,897","46,127","27,309","20,591","15,144","11,230","56,474"
2021,3,0,"28,823","2,421","2,311","1,086",964,"1,509","1,739","1,159","2,228","3,210",980,"2,585","1,580","1,070",732,706,"4,543"
2021,3,10,"38,107","2,293","2,655","1,787","1,545","2,407","2,835","1,650","2,573","2,277","1,592","3,502","2,079","1,626","1,164",762,"7,360"
2021,3,20,"66,590","5,046","5,385","4,269","3,681","4,378","4,426","4,931","4,186","2,774","3,630","6,525","3,870","2,946","2,059","1,481","7,003"
2021,3,30,"67,654","6,018","5,401","3,820","2,991","3,841","4,068","4,179","5,142","4,951","3,356","6,543","4,065","2,761","2,013","1,755","6,750"
2021,3,40,"75,494","5,740","5,869","3,860","3,237","4,671","5,035","4,033","5,206","5,223","3,495","7,516","4,144","3,144","2,219","1,521","10,581"
2021,3,50,"76,783","5,895","6,662","4,872","3,940","4,761","5,612","4,144","4,557","3,659","4,185","7,651","4,447","3,468","2,531","1,965","8,434"
2021,3,60,"64,926","5,143","5,613","4,455","3,520","3,706","4,607","3,569","3,613","2,942","3,781","6,324","3,924","3,171","2,450","1,719","6,389"
2021,3,70,"38,789","3,119","3,495","2,755","2,071","2,295","2,715","2,367","2,261","1,713","2,575","3,824","2,244","1,631","1,384",873,"3,467"
2021,3,80,"16,047","1,290","1,580","1,120",735,922,"1,140","1,019",890,712,"1,162","1,483",863,686,517,397,"1,531"
2021,3,90,"2,007",172,185,125,102,109,143,112,115,89,139,165,91,84,72,51,253
2021,3,100,281,6,12,12,5,13,3,23,2,22,2,9,2,4,3,0,163
2021,4,총,"474,843","37,114","39,123","28,137","22,736","28,576","32,291","27,146","30,848","27,499","24,827","46,082","27,229","20,576","15,110","11,221","56,328"
2021,4,0,"28,672","2,412","2,298","1,088",975,"1,500","1,722","1,136","2,244","3,179",978,"2,579","1,559","1,065",729,709,"4,499"
2021,4,10,"37,932","2,274","2,650","1,765","1,529","2,390","2,828","1,625","2,569","2,297","1,574","3,475","2,051","1,619","1,153",755,"7,378"
2021,4,20,"66,462","5,044","5,350","4,276","3,670","4,374","4,409","4,937","4,218","2,740","3,590","6,566","3,869","2,938","2,048","1,477","6,956"
2021,4,30,"67,403","5,994","5,370","3,811","2,978","3,842","4,059","4,183","5,122","4,911","3,363","6,493","4,046","2,757","2,003","1,760","6,711"
2021,4,40,"75,314","5,717","5,881","3,844","3,217","4,648","5,032","4,010","5,229","5,218","3,486","7,508","4,117","3,136","2,229","1,508","10,534"
2021,4,50,"76,641","5,887","6,673","4,858","3,927","4,741","5,581","4,138","4,565","3,655","4,160","7,629","4,431","3,462","2,524","1,969","8,441"
2021,4,60,"65,165","5,168","5,633","4,471","3,528","3,738","4,634","3,595","3,620","2,961","3,783","6,331","3,944","3,186","2,450","1,721","6,402"
2021,4,70,"38,793","3,142","3,469","2,747","2,070","2,291","2,727","2,362","2,267","1,713","2,579","3,829","2,246","1,632","1,379",872,"3,468"
2021,4,80,"16,152","1,296","1,596","1,139",736,928,"1,149","1,022",897,715,"1,169","1,498",872,691,520,397,"1,527"
2021,4,90,"2,028",174,191,126,100,112,147,115,115,88,143,165,93,86,72,53,248
2021,4,100,281,6,12,12,6,12,3,23,2,22,2,9,1,4,3,0,164
2021,5,총,"475,143","36,972","39,000","28,047","22,656","28,580","32,300","27,100","31,766","27,494","24,866","45,987","27,231","20,575","15,125","11,232","56,212"
