년도,월,나이,울산광역시 북구,울산광역시 북구 농소1동,울산광역시 북구 농소2동,울산광역시 북구 농소3동,울산광역시 북구 강동동,울산광역시 북구 효문동,울산광역시 북구 송정동,울산광역시 북구 양정동,울산광역시 북구 염포동
2020,4,30,"16,977","3,033","3,442","2,275","1,759","2,124","3,014",659,671
2020,4,40,"18,783","3,174","3,535","4,591","1,130","2,145","2,896",636,676
2020,4,50,"18,351","3,077","3,084","3,075","1,083","3,112","3,006",925,989
2020,4,60,"8,721","1,638","1,483","1,163",763,"1,333","1,103",521,717
2020,4,70,"3,851",783,620,691,346,485,424,190,312
2020,4,80,"2,085",378,361,351,246,254,282,104,109
2020,4,90,379,68,75,60,49,43,49,18,17
2020,4,100,14,3,1,1,5,0,0,1,3
2020,5,총,"105,395","18,392","19,518","19,337","7,995","14,015","16,967","4,382","4,789"
2020,5,0,"12,609","2,336","2,682","1,935","1,361","1,323","2,163",394,415
2020,5,10,"11,265","1,915","2,167","3,003",620,"1,117","1,719",354,370
2020,5,20,"12,307","1,975","2,069","2,209",591,"2,108","2,250",580,525
2020,5,30,"16,887","3,003","3,413","2,251","1,774","2,095","3,031",661,659
2020,5,40,"18,774","3,176","3,552","4,567","1,144","2,132","2,902",627,674
2020,5,50,"18,426","3,094","3,072","3,113","1,082","3,110","3,037",933,985
2020,5,60,"8,794","1,655","1,513","1,161",779,"1,341","1,111",519,715
2020,5,70,"3,858",787,618,688,343,488,426,193,315
2020,5,80,"2,085",380,357,350,247,260,277,103,111
2020,5,90,375,67,74,59,49,41,51,17,17
2020,5,100,15,4,1,1,5,0,0,1,3
2020,6,총,"105,484","18,403","19,531","19,316","8,009","14,006","17,075","4,361","4,783"
2020,6,0,"12,588","2,323","2,684","1,916","1,362","1,326","2,169",394,414
2020,6,10,"11,276","1,922","2,172","3,004",620,"1,108","1,735",349,366
2020,6,20,"12,293","1,981","2,057","2,205",595,"2,103","2,266",566,520
2020,6,30,"16,847","2,989","3,410","2,221","1,766","2,100","3,042",657,662
2020,6,40,"18,774","3,182","3,544","4,555","1,157","2,115","2,917",630,674
2020,6,50,"18,445","3,083","3,078","3,138","1,079","3,097","3,058",931,981
2020,6,60,"8,912","1,678","1,532","1,177",788,"1,361","1,134",520,722
2020,6,70,"3,872",794,620,690,347,488,428,192,313
2020,6,80,"2,085",378,360,350,243,264,275,103,112
2020,6,90,377,69,73,59,47,44,51,18,16
2020,6,100,15,4,1,1,5,0,0,1,3
2020,7,총,"105,524","18,397","19,580","19,287","8,042","13,987","17,111","4,347","4,773"
2020,7,0,"12,546","2,318","2,665","1,909","1,369","1,320","2,164",392,409
2020,7,10,"11,274","1,912","2,193","2,995",626,"1,101","1,734",352,361
2020,7,20,"12,254","1,968","2,068","2,202",576,"2,082","2,274",560,524
2020,7,30,"16,803","2,985","3,400","2,203","1,776","2,102","3,035",650,652
2020,7,40,"18,794","3,193","3,549","4,556","1,166","2,100","2,925",630,675
2020,7,50,"18,499","3,088","3,106","3,131","1,090","3,105","3,073",930,976
2020,7,60,"8,986","1,687","1,541","1,197",797,"1,369","1,143",521,731
2020,7,70,"3,890",796,627,691,347,494,431,191,313
2020,7,80,"2,085",377,359,343,243,268,280,102,113
2020,7,90,376,69,70,58,47,46,52,18,16
2020,7,100,17,4,2,2,5,0,0,1,3
2020,8,총,"105,532","18,406","19,616","19,243","8,063","13,961","17,159","4,331","4,753"
2020,8,0,"12,510","2,330","2,658","1,890","1,370","1,315","2,158",388,401
2020,8,10,"11,258","1,901","2,200","2,985",634,"1,088","1,740",349,361
2020,8,20,"12,214","1,962","2,057","2,206",570,"2,073","2,268",557,521
2020,8,30,"16,756","2,981","3,416","2,171","1,768","2,096","3,044",640,640
2020,8,40,"18,799","3,197","3,551","4,533","1,181","2,093","2,936",636,672
2020,8,50,"18,560","3,089","3,129","3,162","1,092","3,101","3,094",919,974
2020,8,60,"9,041","1,689","1,552","1,203",804,"1,384","1,150",527,732
2020,8,70,"3,907",803,625,689,347,493,438,193,319
2020,8,80,"2,097",383,360,344,243,272,278,103,114
2020,8,90,374,67,67,58,49,46,53,18,16
2020,8,100,16,4,1,2,5,0,0,1,3
2020,9,총,"105,588","18,393","19,640","19,228","8,102","13,966","17,201","4,320","4,738"
2020,9,0,"12,472","2,327","2,653","1,873","1,369","1,310","2,159",386,395
2020,9,10,"11,278","1,912","2,216","2,977",640,"1,084","1,742",348,359
2020,9,20,"12,210","1,955","2,054","2,204",574,"2,085","2,261",561,516
2020,9,30,"16,667","2,957","3,400","2,133","1,772","2,095","3,042",634,634
2020,9,40,"18,815","3,209","3,568","4,536","1,199","2,081","2,925",631,666
2020,9,50,"18,612","3,075","3,131","3,193","1,093","3,104","3,129",910,977
2020,9,60,"9,124","1,698","1,559","1,209",816,"1,401","1,167",535,739
2020,9,70,"3,921",809,630,695,345,489,441,192,320
2020,9,80,"2,099",381,360,347,241,271,280,104,115
2020,9,90,373,66,68,58,48,46,55,18,14
2020,9,100,17,4,1,3,5,0,0,1,3
2020,10,총,"105,612","18,385","19,673","19,215","8,102","13,950","17,271","4,309","4,707"
2020,10,0,"12,396","2,320","2,640","1,840","1,373","1,292","2,161",380,390
2020,10,10,"11,289","1,918","2,219","2,981",648,"1,072","1,743",350,358
2020,10,20,"12,195","1,929","2,075","2,217",557,"2,082","2,266",557,512
2020,10,30,"16,578","2,942","3,374","2,107","1,766","2,090","3,046",635,618
2020,10,40,"18,836","3,215","3,591","4,514","1,202","2,066","2,960",622,666
2020,10,50,"18,698","3,085","3,137","3,231","1,097","3,132","3,128",915,973
2020,10,60,"9,195","1,708","1,576","1,219",815,"1,408","1,189",539,741
2020,10,70,"3,932",809,634,700,349,491,440,190,319
2020,10,80,"2,095",383,359,347,242,269,282,101,112
2020,10,90,381,72,67,56,48,48,56,19,15
2020,10,100,17,4,1,3,5,0,0,1,3
2020,11,총,"105,557","18,359","19,684","19,193","8,087","13,967","17,285","4,286","4,696"
2020,11,0,"12,315","2,316","2,622","1,824","1,357","1,288","2,148",372,388
2020,11,10,"11,315","1,912","2,242","2,987",650,"1,073","1,741",355,355
2020,11,20,"12,160","1,923","2,067","2,216",554,"2,071","2,260",559,510
2020,11,30,"16,454","2,935","3,344","2,073","1,747","2,093","3,030",625,607
2020,11,40,"18,842","3,214","3,615","4,506","1,209","2,053","2,958",622,665
2020,11,50,"18,716","3,078","3,123","3,241","1,104","3,142","3,156",902,970
2020,11,60,"9,288","1,713","1,606","1,230",822,"1,427","1,200",541,749
2020,11,70,"3,960",808,641,706,346,497,450,191,321
2020,11,80,"2,115",384,359,351,247,275,286,100,113
2020,11,90,375,72,64,56,46,48,56,18,15
2020,11,100,17,4,1,3,5,0,0,1,3
2020,12,총,"105,622","18,325","19,728","19,198","8,115","13,932","17,369","4,271","4,684"
2020,12,0,"12,307","2,313","2,626","1,820","1,361","1,282","2,142",373,390
2020,12,10,"11,326","1,917","2,254","2,980",657,"1,054","1,754",357,353
2020,12,20,"12,092","1,890","2,061","2,222",556,"2,052","2,255",546,510
2020,12,30,"16,421","2,915","3,352","2,043","1,736","2,102","3,039",621,613
2020,12,40,"18,842","3,215","3,615","4,509","1,220","2,032","2,966",626,659
2020,12,50,"18,716","3,065","3,135","3,253","1,098","3,140","3,178",891,956
2020,12,60,"9,437","1,740","1,624","1,244",841,"1,450","1,237",548,753
2020,12,70,"3,955",812,638,709,348,493,455,187,313
2020,12,80,"2,137",383,360,358,248,278,288,103,119
2020,12,90,373,71,62,57,46,49,55,18,15
2020,12,100,16,4,1,3,4,0,0,1,3
2021,1,총,"105,676","18,256","19,719","19,167","8,126","13,926","17,556","4,262","4,664"
2021,1,0,"12,236","2,299","2,611","1,803","1,359","1,282","2,123",372,387
2021,1,10,"11,338","1,916","2,268","2,981",664,"1,044","1,764",352,349
2021,1,20,"11,997","1,871","2,050","2,194",545,"2,035","2,260",539,503
2021,1,30,"16,375","2,889","3,328","2,018","1,739","2,108","3,065",618,610
2021,1,40,"18,873","3,201","3,627","4,516","1,222","2,041","2,990",624,652
2021,1,50,"18,765","3,058","3,128","3,266","1,102","3,116","3,252",887,956
2021,1,60,"9,581","1,753","1,636","1,262",844,"1,477","1,292",558,759
2021,1,70,"3,980",813,644,707,350,495,467,190,314
2021,1,80,"2,137",382,364,358,251,276,287,102,117
2021,1,90,378,70,62,60,46,52,56,18,14
2021,1,100,16,4,1,2,4,0,0,2,3
2021,2,총,"105,450","18,226","19,677","19,104","8,083","13,860","17,588","4,248","4,664"
2021,2,0,"12,160","2,281","2,589","1,799","1,348","1,277","2,119",367,380
2021,2,10,"11,275","1,907","2,261","2,951",655,"1,036","1,758",358,349
2021,2,20,"11,844","1,842","2,030","2,177",533,"1,986","2,238",534,504
2021,2,30,"16,297","2,873","3,328","1,999","1,726","2,098","3,051",615,607
2021,2,40,"18,843","3,208","3,613","4,492","1,223","2,022","3,008",623,654
2021,2,50,"18,826","3,064","3,149","3,290","1,088","3,114","3,284",881,956
2021,2,60,"9,677","1,774","1,644","1,271",862,"1,495","1,310",559,762
2021,2,70,"3,982",816,640,699,350,502,471,190,314
2021,2,80,"2,152",387,363,361,248,278,292,102,121
2021,2,90,378,69,59,63,46,52,57,18,14
2021,2,100,16,5,1,2,4,0,0,1,3
2021,3,총,"105,309","18,177","19,691","19,084","8,065","13,832","17,607","4,205","4,648"
2021,3,0,"12,096","2,246","2,587","1,797","1,343","1,277","2,115",354,377
2021,3,10,"11,253","1,911","2,271","2,932",663,"1,028","1,743",357,348
2021,3,20,"11,777","1,848","2,020","2,159",522,"1,955","2,245",533,495
2021,3,30,"16,207","2,838","3,321","1,989","1,713","2,114","3,027",602,603
2021,3,40,"18,845","3,213","3,612","4,484","1,229","2,000","3,034",621,652
2021,3,50,"18,799","3,066","3,146","3,298","1,078","3,104","3,293",864,950
2021,3,60,"9,797","1,780","1,682","1,286",864,"1,518","1,330",568,769
2021,3,70,"4,002",824,638,706,351,503,475,189,316
2021,3,80,"2,150",383,357,368,253,277,291,99,122
2021,3,90,370,64,56,63,46,56,54,18,13
2021,3,100,13,4,1,2,3,0,0,0,3
2021,4,총,"105,248","18,148","19,701","19,054","8,059","13,820","17,612","4,209","4,645"
2021,4,0,"12,033","2,232","2,575","1,779","1,339","1,278","2,103",356,371
2021,4,10,"11,283","1,921","2,276","2,933",675,"1,027","1,743",356,352
2021,4,20,"11,692","1,828","2,014","2,159",515,"1,929","2,223",530,494
2021,4,30,"16,158","2,833","3,306","1,965","1,703","2,117","3,034",603,597
2021,4,40,"18,841","3,199","3,626","4,464","1,237","2,007","3,030",622,656
2021,4,50,"18,794","3,061","3,145","3,317","1,072","3,096","3,304",862,937
2021,4,60,"9,884","1,799","1,690","1,291",870,"1,531","1,352",572,779
2021,4,70,"4,016",822,651,709,346,504,474,191,319
2021,4,80,"2,154",382,360,372,251,274,293,99,123
2021,4,90,379,67,57,62,48,57,56,18,14
2021,4,100,14,4,1,3,3,0,0,0,3
2021,5,총,"105,184","18,121","19,730","19,033","8,031","13,792","17,652","4,201","4,624"
2021,5,0,"11,963","2,206","2,569","1,760","1,329","1,275","2,103",352,369
2021,5,10,"11,312","1,938","2,295","2,937",670,"1,023","1,749",354,346
2021,5,20,"11,605","1,804","2,009","2,156",500,"1,914","2,219",523,480
2021,5,30,"16,109","2,827","3,294","1,950","1,693","2,109","3,033",609,594
2021,5,40,"18,816","3,184","3,632","4,453","1,246","2,007","3,022",621,651
2021,5,50,"18,784","3,064","3,151","3,315","1,061","3,088","3,312",855,938
2021,5,60,"9,993","1,813","1,700","1,314",882,"1,542","1,375",580,787
2021,5,70,"4,049",834,659,707,347,505,484,194,319
2021,5,80,"2,154",379,361,374,252,273,299,92,124
2021,5,90,385,68,59,64,48,56,56,21,13
2021,5,100,14,4,1,3,3,0,0,0,3
2021,6,총,"105,122","18,110","19,738","19,025","8,023","13,754","17,660","4,196","4,616"
2021,6,0,"11,908","2,192","2,558","1,753","1,317","1,277","2,090",356,365
2021,6,10,"11,344","1,953","2,303","2,926",678,"1,022","1,760",354,348
2021,6,20,"11,525","1,788","2,004","2,158",502,"1,889","2,195",513,476
2021,6,30,"16,041","2,813","3,277","1,932","1,674","2,095","3,040",614,596
2021,6,40,"18,830","3,197","3,645","4,456","1,258","2,000","3,006",619,649
2021,6,50,"18,751","3,045","3,152","3,329","1,051","3,072","3,324",850,928
2021,6,60,"10,088","1,824","1,715","1,322",889,"1,557","1,402",581,798
2021,6,70,"4,053",842,661,697,350,504,485,195,319
2021,6,80,"2,177",383,363,385,254,278,301,92,121
2021,6,90,391,69,59,64,48,59,57,22,13
2021,6,100,14,4,1,3,2,1,0,0,3
2021,7,총,"105,123","18,105","19,753","18,983","8,034","13,754","17,706","4,180","4,608"
2021,7,0,"11,853","2,170","2,560","1,735","1,302","1,277","2,093",355,361
2021,7,10,"11,388","1,972","2,297","2,915",699,"1,026","1,773",352,354
2021,7,20,"11,433","1,779","1,996","2,154",487,"1,867","2,168",504,478
2021,7,30,"15,955","2,801","3,251","1,899","1,671","2,097","3,034",613,589
2021,7,40,"18,860","3,197","3,668","4,448","1,267","1,993","3,023",619,645
2021,7,50,"18,761","3,050","3,156","3,349","1,047","3,067","3,335",835,922
2021,7,60,"10,202","1,841","1,734","1,328",902,"1,582","1,426",589,800
2021,7,70,"4,069",836,662,701,355,506,488,199,322
2021,7,80,"2,194",387,369,384,254,280,308,92,120
2021,7,90,394,68,59,67,48,58,58,22,14
2021,7,100,14,4,1,3,2,1,0,0,3
2021,8,총,"105,085","18,080","19,771","18,945","8,048","13,744","17,746","4,165","4,586"
2021,8,0,"11,804","2,152","2,556","1,714","1,294","1,276","2,099",355,358
2021,8,10,"11,393","1,984","2,301","2,912",709,"1,014","1,779",350,344
2021,8,20,"11,347","1,757","1,967","2,150",486,"1,846","2,165",508,468
2021,8,30,"15,906","2,782","3,251","1,882","1,658","2,112","3,026",606,589
2021,8,40,"18,842","3,198","3,684","4,416","1,277","1,987","3,023",617,640
2021,8,50,"18,793","3,063","3,153","3,375","1,048","3,056","3,356",824,918
2021,8,60,"10,291","1,846","1,757","1,336",910,"1,598","1,438",596,810
2021,8,70,"4,092",839,666,707,359,512,496,194,319
2021,8,80,"2,207",389,374,384,253,285,305,94,123
2021,8,90,396,66,61,66,52,57,59,21,14
2021,8,100,14,4,1,3,2,1,0,0,3
2021,9,총,"104,979","18,084","19,766","18,915","8,026","13,711","17,739","4,164","4,574"
2021,9,0,"11,739","2,141","2,545","1,700","1,279","1,267","2,091",361,355
2021,9,10,"11,400","1,994","2,311","2,894",708,"1,005","1,787",352,349
2021,9,20,"11,279","1,751","1,946","2,145",492,"1,834","2,145",507,459
2021,9,30,"15,799","2,757","3,244","1,868","1,640","2,090","3,012",596,592
2021,9,40,"18,864","3,207","3,695","4,410","1,292","1,974","3,027",619,640
2021,9,50,"18,839","3,076","3,161","3,398","1,044","3,063","3,366",819,912
2021,9,60,"10,339","1,861","1,760","1,337",905,"1,618","1,451",598,809
2021,9,70,"4,111",836,669,717,363,517,496,195,318
2021,9,80,"2,202",393,374,381,247,284,304,95,124
2021,9,90,392,64,60,62,54,58,60,22,12
2021,9,100,15,4,1,3,2,1,0,0,4
2021,10,총,"104,967","18,044","19,800","18,864","8,013","13,713","17,807","4,158","4,568"
2021,10,0,"11,705","2,133","2,532","1,674","1,280","1,274","2,101",362,349
2021,10,10,"11,410","1,985","2,335","2,884",708,"1,005","1,789",351,353
2021,10,20,"11,183","1,741","1,907","2,139",479,"1,820","2,144",497,456
2021,10,30,"15,741","2,733","3,249","1,854","1,631","2,086","3,000",598,590
2021,10,40,"18,878","3,208","3,716","4,395","1,294","1,968","3,044",619,634
2021,10,50,"18,888","3,078","3,179","3,408","1,042","3,070","3,384",819,908
2021,10,60,"10,430","1,867","1,768","1,350",913,"1,634","1,479",601,818
2021,10,70,"4,119",839,670,720,364,515,494,196,321
2021,10,80,"2,208",394,383,375,245,283,311,94,123
2021,10,90,389,62,60,62,55,56,61,21,12
2021,10,100,16,4,1,3,2,2,0,0,4
2021,11,총,"105,255","17,970","20,244","18,812","8,007","13,695","17,833","4,147","4,547"
2021,11,0,"11,676","2,112","2,578","1,660","1,270","1,264","2,090",357,345
2021,11,10,"11,458","1,970","2,397","2,878",715,998,"1,798",356,346
2021,11,20,"11,189","1,732","1,939","2,140",474,"1,812","2,151",487,454
2021,11,30,"15,734","2,688","3,334","1,841","1,624","2,082","2,983",596,586
2021,11,40,"18,919","3,202","3,816","4,342","1,300","1,959","3,048",623,629
2021,11,50,"18,987","3,081","3,250","3,425","1,034","3,069","3,408",814,906
2021,11,60,"10,521","1,885","1,801","1,362",920,"1,651","1,478",606,818
2021,11,70,"4,141",837,680,722,366,517,502,197,320
2021,11,80,"2,218",396,386,379,246,281,311,93,126
2021,11,90,395,63,62,59,56,60,64,18,13
2021,11,100,17,4,1,4,2,2,0,0,4
2021,12,총,"105,470","17,932","20,534","18,730","7,993","13,700","17,884","4,149","4,548"
2021,12,0,"11,639","2,091","2,614","1,626","1,254","1,260","2,089",363,342
2021,12,10,"11,494","1,972","2,423","2,874",726,998,"1,805",354,342
2021,12,20,"11,173","1,716","1,958","2,129",466,"1,804","2,150",491,459
2021,12,30,"15,700","2,654","3,388","1,814","1,606","2,078","2,977",597,586
2021,12,40,"19,008","3,217","3,884","4,318","1,316","1,961","3,065",622,625
2021,12,50,"19,056","3,077","3,305","3,437","1,035","3,068","3,416",805,913
2021,12,60,"10,588","1,884","1,817","1,370",923,"1,666","1,499",610,819
2021,12,70,"4,178",854,689,718,366,526,508,199,318
2021,12,80,"2,218",399,386,380,244,280,312,89,128
2021,12,90,400,64,69,60,55,57,62,19,14
2021,12,100,16,4,1,4,2,2,1,0,2
