년도,월,나이,경상북도 상주시,경상북도 상주시 함창읍,경상북도 상주시 중동면,경상북도 상주시 사벌국면,경상북도 상주시 낙동면,경상북도 상주시 낙동면동부출장소,경상북도 상주시 청리면,경상북도 상주시 공성면,경상북도 상주시 외남면,경상북도 상주시 내서면,경상북도 상주시 모동면,경상북도 상주시 모서면,경상북도 상주시 모서면서부출장소,경상북도 상주시 화동면,경상북도 상주시 화서면,경상북도 상주시 화북면,경상북도 상주시 화북면서부출장소,경상북도 상주시 외서면,경상북도 상주시 은척면,경상북도 상주시 은척면북부출장소,경상북도 상주시 공검면,경상북도 상주시 이안면,경상북도 상주시 화남면,경상북도 상주시 남원동,경상북도 상주시 북문동,경상북도 상주시 계림동,경상북도 상주시 동문동,경상북도 상주시 동성동,경상북도 상주시 신흥동
2020,8,총,"49,874","3,436",735,"1,978","1,593",508,"1,391","2,029",835,956,"1,296",872,399,"1,012","1,431",619,163,"1,478",620,181,"1,137","1,094",430,"6,341","4,596","4,109","4,272","1,870","4,493"
2020,8,0,"2,542",135,14,55,48,14,38,46,30,32,49,28,12,33,61,16,4,51,14,4,18,20,11,464,367,266,259,86,367
2020,8,10,"3,669",275,34,69,76,20,44,81,26,30,76,34,20,55,79,31,5,78,19,6,47,61,20,599,401,417,414,161,491
2020,8,20,"3,474",187,27,63,70,19,54,83,36,38,62,39,19,46,72,40,4,47,21,4,35,42,29,580,445,337,385,130,560
2020,8,30,"3,488",209,31,92,50,16,74,83,41,43,60,32,25,44,79,24,6,70,17,3,40,26,19,603,529,342,368,136,426
2020,8,40,"5,465",345,36,112,116,27,80,109,32,60,102,68,17,71,121,56,10,135,34,10,59,81,24,944,678,577,637,227,697
2020,8,50,"8,066",521,92,291,234,88,202,307,128,175,245,151,88,161,262,116,26,238,82,25,152,143,71,"1,073",759,697,706,302,731
2020,8,60,"9,185",649,171,414,310,109,312,503,180,217,309,199,77,224,288,133,46,308,143,33,257,210,89,"1,007",714,640,687,360,596
2020,8,70,"7,267",576,182,414,317,91,290,422,169,179,214,166,68,196,245,104,33,266,161,42,252,248,74,646,399,449,476,257,331
2020,8,80,"5,666",458,127,397,302,111,246,333,162,151,155,140,61,145,196,80,24,243,104,47,228,214,72,351,257,334,296,179,253
2020,8,90,"1,004",75,21,68,66,11,48,61,31,31,22,15,12,37,26,17,5,39,23,7,48,48,20,67,47,49,41,29,40
2020,8,100,48,6,0,3,4,2,3,1,0,0,2,0,0,0,2,2,0,3,2,0,1,1,1,7,0,1,3,3,1
2020,9,총,"49,771","3,425",733,"1,978","1,585",508,"1,381","2,019",836,952,"1,297",874,395,"1,006","1,428",615,162,"1,471",621,181,"1,136","1,086",430,"6,321","4,606","4,109","4,270","1,855","4,491"
2020,9,0,"2,533",129,14,54,48,14,38,46,29,31,50,30,11,33,63,17,3,49,13,4,21,21,11,466,365,265,263,79,366
2020,9,10,"3,647",276,34,67,76,20,41,78,25,30,75,33,21,55,78,31,5,79,20,6,47,58,22,591,406,414,409,159,491
2020,9,20,"3,450",185,26,65,68,17,54,84,37,39,60,38,16,45,71,38,4,48,22,3,33,42,28,578,446,337,387,124,555
2020,9,30,"3,469",209,31,90,49,16,74,85,41,43,61,34,24,43,80,24,5,69,17,4,38,26,19,598,527,345,362,131,424
2020,9,40,"5,440",338,34,115,116,28,78,106,33,58,102,69,18,68,120,55,10,132,34,11,59,79,24,935,678,576,644,226,694
2020,9,50,"8,009",518,93,289,227,87,202,304,126,175,241,149,86,162,255,116,26,233,82,25,153,142,71,"1,067",758,700,691,301,730
2020,9,60,"9,241",658,171,415,311,110,310,497,186,216,313,199,78,226,294,132,47,307,142,32,257,208,87,"1,016",720,640,698,362,609
2020,9,70,"7,226",572,180,411,317,88,285,420,166,179,217,164,67,192,244,103,33,266,159,42,250,246,74,641,403,447,473,260,327
2020,9,80,"5,692",455,129,401,302,115,249,336,161,153,154,143,62,144,193,80,24,244,106,47,229,216,72,356,255,334,297,180,255
2020,9,90,"1,014",79,21,68,67,11,47,62,32,28,21,15,12,38,28,17,5,41,24,7,48,46,21,66,48,49,43,30,40
2020,9,100,50,6,0,3,4,2,3,1,0,0,3,0,0,0,2,2,0,3,2,0,1,2,1,7,0,2,3,3,0
2020,10,총,"49,777","3,430",730,"1,971","1,586",504,"1,377","2,021",835,948,"1,296",869,398,"1,005","1,430",613,161,"1,462",621,182,"1,139","1,091",426,"6,317","4,597","4,120","4,279","1,865","4,504"
2020,10,0,"2,525",126,14,54,45,15,37,45,31,32,48,28,11,33,63,16,3,48,13,4,21,23,10,463,360,274,266,79,363
2020,10,10,"3,632",276,33,65,80,20,40,79,24,29,75,34,20,53,77,32,5,79,20,6,49,57,21,585,409,413,407,162,482
2020,10,20,"3,455",183,27,64,70,16,53,84,35,40,59,39,18,46,71,37,4,48,22,3,33,41,29,581,436,336,387,125,568
2020,10,30,"3,460",213,31,89,47,16,70,83,42,42,64,32,24,43,80,23,5,66,16,3,37,27,18,592,527,347,364,135,424
2020,10,40,"5,428",337,34,114,115,28,77,104,34,56,100,70,18,65,118,55,9,126,33,12,60,82,24,943,675,576,640,223,700
2020,10,50,"7,976",517,92,285,227,86,200,308,124,175,240,146,84,160,256,116,26,234,77,24,148,137,71,"1,065",758,697,693,302,728
2020,10,60,"9,285",666,169,417,310,110,315,495,186,215,315,199,81,229,297,131,46,305,148,34,260,212,85,"1,012",727,640,700,365,616
2020,10,70,"7,222",571,179,408,319,87,283,422,167,182,217,164,67,192,240,104,33,268,157,40,251,246,74,641,402,446,475,260,327
2020,10,80,"5,718",456,130,401,303,113,251,337,161,152,153,141,63,143,197,80,25,244,109,49,229,217,72,362,255,341,300,179,255
2020,10,90,"1,026",79,21,71,66,11,48,63,31,25,22,16,12,41,29,17,5,41,24,7,50,47,21,66,48,48,44,32,41
2020,10,100,50,6,0,3,4,2,3,1,0,0,3,0,0,0,2,2,0,3,2,0,1,2,1,7,0,2,3,3,0
2020,11,총,"49,704","3,426",730,"1,969","1,580",506,"1,371","2,020",836,947,"1,294",863,396,998,"1,431",609,160,"1,458",621,183,"1,126","1,085",424,"6,296","4,610","4,102","4,284","1,864","4,515"
2020,11,0,"2,519",126,14,54,44,15,37,48,31,33,50,28,11,33,67,15,3,49,13,5,21,22,10,456,361,272,263,77,361
2020,11,10,"3,631",280,34,65,79,20,39,78,23,29,75,34,20,53,78,32,5,79,19,6,49,56,18,590,410,410,402,160,488
2020,11,20,"3,443",179,27,63,70,16,53,83,35,40,59,36,18,44,67,37,4,48,24,3,32,41,30,577,435,330,385,126,581
2020,11,30,"3,445",204,31,90,49,16,73,82,43,40,62,31,24,42,83,23,4,66,16,3,34,27,18,584,532,340,369,138,421
2020,11,40,"5,427",343,33,114,109,29,76,108,36,55,100,71,18,67,116,55,10,129,32,12,61,83,24,948,677,567,641,218,695
2020,11,50,"7,917",509,92,282,230,84,196,302,118,174,239,143,82,155,260,112,26,226,76,24,143,135,69,"1,057",762,702,691,304,724
2020,11,60,"9,317",675,168,416,310,111,310,494,190,217,313,199,82,230,297,133,46,311,146,34,261,213,86,"1,008",728,646,708,367,618
2020,11,70,"7,225",568,179,412,320,85,287,426,167,182,217,164,67,191,238,103,33,267,157,38,250,244,75,642,401,445,472,264,331
2020,11,80,"5,704",459,131,398,299,115,248,335,162,153,154,141,61,142,198,80,24,239,113,51,224,216,72,359,255,340,304,177,254
2020,11,90,"1,027",77,21,72,66,13,49,63,31,24,22,16,13,41,26,17,5,41,23,7,50,46,21,68,49,48,46,30,42
2020,11,100,49,6,0,3,4,2,3,1,0,0,3,0,0,0,1,2,0,3,2,0,1,2,1,7,0,2,3,3,0
2020,12,총,"49,594","3,400",726,"1,973","1,582",507,"1,365","2,011",836,961,"1,286",867,393,995,"1,435",607,159,"1,443",618,182,"1,128","1,075",431,"6,235","4,596","4,151","4,277","1,866","4,489"
2020,12,0,"2,512",126,14,50,45,14,36,48,33,33,48,30,11,32,66,13,3,50,12,6,21,24,13,445,359,275,268,80,357
2020,12,10,"3,608",275,34,65,79,21,39,78,25,35,73,33,19,52,80,34,5,75,19,6,49,52,18,578,407,416,403,157,481
2020,12,20,"3,413",176,26,64,69,17,52,81,34,43,55,35,18,45,68,34,4,47,23,3,32,41,30,570,426,335,380,127,578
2020,12,30,"3,430",206,31,91,48,16,68,82,44,36,62,32,24,42,82,23,4,64,15,3,33,27,19,575,527,348,368,137,423
2020,12,40,"5,399",339,32,113,108,28,75,103,37,62,98,69,18,65,116,56,10,127,32,10,61,83,24,936,680,577,636,213,691
2020,12,50,"7,900",499,92,282,235,83,200,304,117,173,240,142,80,160,256,112,26,226,78,25,144,130,72,"1,058",760,707,687,304,708
2020,12,60,"9,330",675,166,419,311,114,306,493,187,220,311,203,82,227,302,133,44,309,146,34,262,209,86,"1,003",729,652,710,372,625
2020,12,70,"7,187",561,178,407,320,84,288,420,168,179,219,166,67,190,236,103,33,265,155,38,248,244,74,638,400,446,469,265,326
2020,12,80,"5,734",459,133,405,297,116,251,338,159,157,154,141,61,140,201,80,25,236,113,50,229,216,73,358,259,345,304,177,257
2020,12,90,"1,032",78,20,74,66,12,47,63,32,23,23,16,13,42,27,17,5,41,23,7,48,47,21,67,49,48,49,31,43
2020,12,100,49,6,0,3,4,2,3,1,0,0,3,0,0,0,1,2,0,3,2,0,1,2,1,7,0,2,3,3,0
2021,1,총,"49,570","3,419",722,"1,975","1,580",507,"1,367","2,009",830,963,"1,286",865,395,993,"1,421",613,160,"1,437",614,181,"1,128","1,075",430,"6,213","4,571","4,190","4,279","1,862","4,485"
2021,1,0,"2,513",124,14,50,46,14,38,48,33,34,49,31,12,31,63,12,3,48,12,6,22,23,13,449,355,287,265,73,358
2021,1,10,"3,578",267,33,66,80,21,37,77,23,35,71,32,19,51,78,35,5,77,19,6,50,53,18,572,403,416,397,156,481
2021,1,20,"3,383",181,27,65,70,17,51,73,32,43,55,35,15,45,65,36,4,47,19,3,31,42,30,558,424,340,385,124,566
2021,1,30,"3,433",205,31,92,47,16,69,84,44,34,62,32,27,43,78,23,4,62,15,3,33,27,20,573,523,352,371,134,429
2021,1,40,"5,392",356,30,113,105,28,75,102,37,64,99,67,18,65,114,55,10,128,31,10,65,81,23,926,673,586,629,217,685
2021,1,50,"7,857",496,92,275,237,83,200,298,110,172,239,143,78,160,256,110,26,223,76,24,144,131,73,"1,059",756,703,682,304,707
2021,1,60,"9,390",679,164,421,308,112,308,502,191,222,313,202,86,226,299,137,45,313,148,33,264,209,86,999,731,666,718,376,632
2021,1,70,"7,163",562,171,404,319,83,288,419,167,177,220,162,64,191,239,103,32,262,156,39,244,243,74,636,400,447,469,266,326
2021,1,80,"5,772",464,140,412,299,119,251,343,160,157,152,144,63,138,201,83,26,233,113,50,226,218,70,366,255,347,307,178,257
2021,1,90,"1,038",79,20,73,65,12,47,62,33,25,23,17,13,43,27,17,5,41,23,7,48,46,22,68,51,44,53,30,44
2021,1,100,51,6,0,4,4,2,3,1,0,0,3,0,0,0,1,2,0,3,2,0,1,2,1,7,0,2,3,4,0
2021,2,총,"49,436","3,402",720,"1,974","1,565",507,"1,356","2,009",828,963,"1,285",866,394,989,"1,410",611,160,"1,434",616,178,"1,122","1,067",429,"6,196","4,564","4,213","4,276","1,850","4,452"
2021,2,0,"2,486",127,14,52,44,14,38,47,33,33,45,31,11,32,59,11,3,49,12,6,21,23,13,439,360,294,257,68,350
2021,2,10,"3,546",269,33,64,79,21,36,76,24,36,72,34,19,49,77,36,5,75,17,6,49,48,18,570,398,413,392,155,475
2021,2,20,"3,334",169,28,65,65,17,47,71,30,42,53,32,13,44,61,35,4,50,21,3,30,43,29,555,428,335,385,126,553
2021,2,30,"3,396",205,30,89,45,16,66,85,43,35,64,35,25,43,78,23,4,62,15,3,35,28,20,571,497,360,366,125,428
2021,2,40,"5,364",344,30,114,102,28,70,104,37,64,97,67,22,63,112,54,10,125,30,10,64,79,24,919,692,584,623,217,679
2021,2,50,"7,846",495,93,273,234,82,202,296,111,172,242,140,77,164,253,111,26,221,75,24,141,125,70,"1,065",744,714,688,300,708
2021,2,60,"9,432",680,160,426,307,114,310,504,189,222,316,206,88,222,301,137,44,309,152,33,266,215,87,"1,004",742,665,724,376,633
2021,2,70,"7,115",557,171,398,313,81,283,420,166,177,217,162,63,190,237,102,33,259,154,36,238,238,74,633,397,448,472,269,327
2021,2,80,"5,810",468,140,415,305,118,252,342,161,157,153,138,64,141,202,82,26,239,114,50,230,221,71,365,257,352,314,180,253
2021,2,90,"1,056",82,21,74,67,14,49,62,34,25,23,21,12,41,29,18,5,42,24,7,47,45,22,68,49,45,53,31,46
2021,2,100,51,6,0,4,4,2,3,2,0,0,3,0,0,0,1,2,0,3,2,0,1,2,1,7,0,3,2,3,0
2021,3,총,"49,400","3,402",719,"1,975","1,556",507,"1,348","2,024",828,959,"1,285",857,396,988,"1,418",610,160,"1,432",617,178,"1,119","1,064",425,"6,191","4,554","4,223","4,254","1,840","4,471"
2021,3,0,"2,470",129,13,52,45,13,39,49,32,33,44,31,12,32,59,10,3,52,12,6,20,24,15,433,358,287,256,68,343
2021,3,10,"3,588",292,32,63,76,21,31,91,24,34,73,33,19,46,78,36,5,74,18,6,50,46,17,571,392,416,386,155,503
2021,3,20,"3,313",161,27,65,62,16,45,69,30,42,54,29,12,47,60,34,4,48,21,3,30,39,28,560,429,338,381,120,559
2021,3,30,"3,385",196,29,89,44,16,67,86,43,35,64,36,24,43,81,23,4,62,14,3,35,28,22,563,494,369,361,125,429
2021,3,40,"5,341",338,30,114,103,30,70,106,37,62,99,60,23,64,115,52,9,126,31,10,62,83,24,921,688,583,617,213,671
2021,3,50,"7,809",493,94,272,228,82,198,292,112,170,239,140,78,166,256,113,26,215,73,23,138,122,68,"1,064",738,710,690,302,707
2021,3,60,"9,473",689,160,427,310,116,314,506,188,223,318,207,89,219,302,138,45,310,153,35,270,217,88,"1,012",747,672,719,371,628
2021,3,70,"7,087",547,172,395,311,80,283,414,168,179,219,158,63,189,236,102,31,260,154,35,231,236,72,633,398,441,478,270,332
2021,3,80,"5,821",469,140,418,309,117,247,345,161,156,147,141,64,141,203,83,28,243,114,49,235,222,69,360,260,357,314,179,250
2021,3,90,"1,076",83,21,77,66,16,52,64,33,25,25,22,12,41,28,17,5,40,25,8,47,45,22,72,50,47,50,34,49
2021,3,100,37,5,1,3,2,0,2,2,0,0,3,0,0,0,0,2,0,2,2,0,1,2,0,2,0,3,2,3,0
2021,4,총,"49,355","3,386",722,"1,978","1,551",511,"1,346","2,025",830,953,"1,287",860,391,984,"1,421",606,160,"1,424",612,180,"1,122","1,064",429,"6,178","4,525","4,244","4,255","1,841","4,470"
2021,4,0,"2,456",124,14,51,41,14,39,51,30,30,45,32,10,31,63,9,3,50,12,7,19,22,15,429,361,288,260,67,339
2021,4,10,"3,568",291,32,63,76,20,31,92,25,32,73,32,18,44,78,34,5,72,18,6,50,47,17,569,381,425,385,158,494
2021,4,20,"3,292",162,27,67,64,18,45,68,31,41,53,28,11,47,60,35,4,48,21,3,30,39,27,554,428,334,373,117,557
2021,4,30,"3,371",191,30,88,43,16,66,85,41,36,66,35,24,43,82,23,4,61,14,3,33,27,23,568,486,375,361,120,427
2021,4,40,"5,326",333,30,113,100,32,68,106,40,60,99,60,23,61,113,51,9,123,31,10,62,82,25,922,684,583,616,215,675
2021,4,50,"7,792",495,92,273,230,81,193,291,112,169,242,141,75,166,253,111,26,213,72,23,139,123,68,"1,058",735,710,694,301,706
2021,4,60,"9,533",687,159,430,310,117,319,504,188,226,318,210,90,222,308,139,45,314,152,36,268,219,89,"1,019",749,683,719,378,635
2021,4,70,"7,059",548,174,390,311,80,277,414,170,174,218,160,64,188,234,103,30,255,151,36,233,234,74,629,397,441,476,268,330
2021,4,80,"5,832",469,141,421,304,118,255,346,159,161,144,139,65,140,204,82,29,245,115,48,239,222,68,358,254,355,316,179,256
2021,4,90,"1,089",82,22,78,69,15,51,66,34,24,26,23,11,42,26,17,5,41,24,8,48,47,23,71,50,47,53,35,51
2021,4,100,37,4,1,4,3,0,2,2,0,0,3,0,0,0,0,2,0,2,2,0,1,2,0,1,0,3,2,3,0
2021,5,총,"49,083","3,365",715,"1,975","1,513",506,"1,340","2,005",829,944,"1,273",861,390,975,"1,420",605,160,"1,422",609,178,"1,117","1,050",417,"6,134","4,509","4,256","4,222","1,828","4,465"
2021,5,0,"2,438",122,14,54,41,14,39,49,28,30,42,32,10,29,65,9,3,50,12,7,20,21,15,424,356,292,258,66,336
2021,5,10,"3,551",289,32,61,75,19,32,91,25,30,73,31,18,46,76,33,5,71,18,6,49,48,16,566,383,418,387,156,497
2021,5,20,"3,306",163,27,69,63,19,45,67,32,42,53,29,13,47,59,35,4,49,21,3,30,37,28,549,432,332,372,122,564
2021,5,30,"3,339",178,29,88,39,15,67,84,39,36,65,34,23,43,82,20,4,60,14,2,33,27,22,572,481,383,357,120,422
2021,5,40,"5,257",333,29,111,96,29,68,102,42,57,99,60,21,59,111,52,9,122,30,9,60,80,25,904,679,581,599,216,674
2021,5,50,"7,712",488,92,266,211,80,188,287,114,165,239,140,74,163,251,109,27,213,70,23,138,122,66,"1,047",734,716,696,293,700
2021,5,60,"9,528",685,158,435,306,119,323,504,186,227,319,210,90,224,311,142,44,314,153,36,266,216,86,"1,019",750,677,714,375,639
2021,5,70,"7,001",545,173,384,310,79,275,408,169,174,215,164,63,184,235,102,29,253,151,35,228,231,73,619,392,450,467,268,325
2021,5,80,"5,828",475,138,425,301,118,254,344,158,160,138,138,67,138,203,85,30,246,114,49,241,220,66,364,252,355,318,174,257
2021,5,90,"1,089",82,23,78,68,14,47,67,36,23,27,23,11,42,27,17,5,42,24,8,51,46,20,68,50,49,52,38,51
2021,5,100,34,5,0,4,3,0,2,2,0,0,3,0,0,0,0,1,0,2,2,0,1,2,0,2,0,3,2,0,0
2021,6,총,"49,038","3,362",714,"1,965","1,515",500,"1,334","2,004",829,937,"1,268",862,391,973,"1,424",606,160,"1,419",609,178,"1,117","1,042",421,"6,144","4,494","4,261","4,219","1,832","4,458"
2021,6,0,"2,427",122,14,54,40,14,37,48,28,29,42,31,10,25,67,9,3,51,12,7,22,20,15,427,354,296,259,64,327
2021,6,10,"3,537",283,32,58,73,18,32,92,25,30,72,33,18,49,79,33,5,71,19,6,48,48,16,564,380,419,386,154,494
2021,6,20,"3,310",165,26,72,67,19,44,68,31,39,54,27,14,44,59,35,4,49,20,3,31,34,29,552,429,329,375,122,569
