년도,월,나이,인천광역시 서구,인천광역시 서구 검암경서동,인천광역시 서구 연희동,인천광역시 서구 청라1동,인천광역시 서구 청라2동,인천광역시 서구 청라3동,인천광역시 서구 가정1동,인천광역시 서구 가정2동,인천광역시 서구 가정3동,인천광역시 서구 석남1동,인천광역시 서구 석남2동,인천광역시 서구 석남3동,인천광역시 서구 신현원창동,인천광역시 서구 가좌1동,인천광역시 서구 가좌2동,인천광역시 서구 가좌3동,인천광역시 서구 가좌4동,인천광역시 서구 검단동,인천광역시 서구 불로대곡동,인천광역시 서구 원당동,인천광역시 서구 당하동,인천광역시 서구 오류왕길동,인천광역시 서구 마전동,인천광역시 서구 아라동
2020,7,10,"27,831","2,119","1,758","2,198","3,042","1,797","1,032",217,384,777,450,674,"1,552",437,"1,000",637,362,"1,685","1,421","1,701","1,614","1,304","1,670",
2020,7,20,"35,158","3,222","3,070","1,980","2,871","1,543","1,739",459,766,"1,520",775,"1,091","2,152",778,"1,464","1,110",714,"2,208","1,352","1,326","1,919","1,500","1,599",
2020,7,30,"39,658","4,177","2,371","3,079","4,480","2,888","2,489",402,530,"1,274",732,697,"2,235",629,"1,312",815,798,"2,161","1,287","1,786","2,357","1,661","1,498",
2020,7,40,"47,134","4,113","3,178","3,295","4,972","2,882","2,129",387,682,"1,520",877,"1,079","2,480",837,"1,599","1,134",783,"2,908","2,266","2,798","2,765","2,116","2,334",
2020,7,50,"45,946","3,413","4,326","1,912","3,277","1,892","2,375",795,"1,199","2,404","1,366","1,593","3,079","1,172","2,161","1,697",991,"2,719","1,818","1,551","2,196","2,134","1,876",
2020,7,60,"27,560","1,975","2,391",883,"1,630",856,"1,608",456,655,"1,689","1,078","1,084","2,040",810,"1,385","1,355",739,"1,616","1,107",934,"1,049","1,238",982,
2020,7,70,"12,985",910,"1,267",376,608,293,687,150,297,787,537,537,790,467,588,647,319,839,723,522,530,606,505,
2020,7,80,"6,782",402,707,198,285,164,383,98,170,420,282,293,374,216,327,351,183,421,370,230,272,356,280,
2020,7,90,"1,309",78,149,38,59,41,77,29,21,74,47,46,86,31,69,60,42,84,36,52,43,88,59,
2020,7,100,68,3,6,2,2,0,5,4,2,6,4,1,6,1,2,5,4,7,4,3,1,0,0,
2020,8,총,"269,140","22,693","20,437","15,824","24,584","14,918","14,108","3,164","4,928","11,092","6,510","7,365","16,170","5,660","10,590","8,134","5,311","15,953","11,301","12,136","14,245","12,181","11,836",
2020,8,0,"24,811","2,332","1,236","1,883","3,366","2,285","1,580",180,249,631,372,286,"1,403",274,702,346,395,"1,311",986,"1,250","1,507","1,163","1,074",
2020,8,10,"27,808","2,126","1,747","2,209","3,043","1,842","1,027",214,381,777,448,668,"1,546",438,993,625,366,"1,691","1,401","1,695","1,612","1,306","1,653",
2020,8,20,"35,106","3,207","3,054","1,983","2,868","1,565","1,738",458,755,"1,521",768,"1,089","2,135",780,"1,462","1,104",709,"2,218","1,340","1,321","1,918","1,509","1,604",
2020,8,30,"39,470","4,146","2,380","3,034","4,463","2,970","2,474",394,527,"1,266",724,693,"2,237",627,"1,300",813,789,"2,141","1,273","1,756","2,328","1,661","1,474",
2020,8,40,"47,028","4,097","3,158","3,293","4,962","2,960","2,134",388,675,"1,515",874,"1,061","2,464",830,"1,595","1,125",765,"2,888","2,245","2,799","2,769","2,110","2,321",
2020,8,50,"45,914","3,418","4,320","1,909","3,285","1,912","2,381",789,"1,190","2,392","1,364","1,601","3,072","1,173","2,154","1,688",980,"2,716","1,808","1,564","2,190","2,136","1,872",
2020,8,60,"27,780","1,976","2,403",894,"1,648",878,"1,615",456,663,"1,707","1,083","1,088","2,052",819,"1,398","1,363",752,"1,629","1,114",935,"1,080","1,247",980,
2020,8,70,"13,012",909,"1,265",377,601,299,696,151,300,789,539,539,798,465,584,645,321,844,720,533,522,603,512,
2020,8,80,"6,809",400,717,199,287,165,378,101,167,413,286,291,371,222,327,355,186,423,374,227,275,357,288,
2020,8,90,"1,335",80,151,41,59,42,80,29,19,75,48,48,86,31,73,65,44,85,36,53,43,89,58,
2020,8,100,67,2,6,2,2,0,5,4,2,6,4,1,6,1,2,5,4,7,4,3,1,0,0,
2020,9,총,"268,924","22,630","20,385","15,833","24,554","15,116","14,076","3,164","4,924","11,071","6,498","7,296","16,135","5,682","10,571","8,142","5,303","15,926","11,273","12,117","14,245","12,148","11,835",
2020,9,0,"24,632","2,297","1,217","1,877","3,336","2,299","1,569",175,249,619,367,281,"1,394",280,698,346,403,"1,306",974,"1,231","1,492","1,165","1,057",
2020,9,10,"27,753","2,124","1,745","2,210","3,049","1,854","1,022",214,378,769,448,657,"1,548",430,981,618,364,"1,683","1,389","1,694","1,608","1,305","1,663",
2020,9,20,"35,041","3,186","3,032","1,989","2,843","1,608","1,738",450,751,"1,514",766,"1,077","2,113",792,"1,456","1,109",706,"2,217","1,332","1,319","1,935","1,497","1,611",
2020,9,30,"39,274","4,109","2,354","2,991","4,442","3,015","2,458",396,527,"1,267",725,688,"2,225",633,"1,288",814,793,"2,129","1,259","1,733","2,315","1,650","1,463",
2020,9,40,"46,969","4,093","3,143","3,321","4,973","2,992","2,134",386,675,"1,502",865,"1,054","2,453",831,"1,592","1,117",750,"2,864","2,251","2,812","2,769","2,099","2,293",
2020,9,50,"45,980","3,437","4,316","1,912","3,298","1,936","2,362",798,"1,188","2,390","1,369","1,575","3,067","1,166","2,157","1,698",977,"2,728","1,811","1,571","2,196","2,133","1,895",
2020,9,60,"28,003","1,993","2,441",915,"1,660",906,"1,635",456,667,"1,725","1,085","1,090","2,060",831,"1,414","1,364",753,"1,641","1,113",937,"1,080","1,256",981,
2020,9,70,"13,020",913,"1,258",377,597,296,695,152,296,795,538,532,810,461,578,651,324,847,727,533,526,597,517,
2020,9,80,"6,835",395,723,199,286,169,375,103,172,410,281,293,373,226,328,354,185,423,377,234,278,357,294,
2020,9,90,"1,346",81,149,40,67,41,83,30,19,74,50,47,86,31,77,66,44,80,36,50,45,89,61,
2020,9,100,71,2,7,2,3,0,5,4,2,6,4,2,6,1,2,5,4,8,4,3,1,0,0,
2020,10,총,"268,692","22,573","20,341","15,791","24,572","15,251","14,102","3,158","4,919","11,076","6,493","7,174","16,125","5,686","10,547","8,138","5,285","15,941","11,274","12,099","14,209","12,136","11,802",
2020,10,0,"24,423","2,268","1,211","1,858","3,316","2,312","1,569",177,245,613,358,277,"1,382",277,689,342,405,"1,297",959,"1,200","1,477","1,150","1,041",
2020,10,10,"27,715","2,117","1,737","2,207","3,060","1,860","1,018",212,371,766,452,645,"1,542",434,980,611,361,"1,676","1,384","1,715","1,609","1,303","1,655",
2020,10,20,"35,009","3,180","3,029","1,987","2,851","1,643","1,726",442,760,"1,519",763,"1,048","2,098",794,"1,444","1,101",698,"2,223","1,343","1,317","1,928","1,503","1,612",
2020,10,30,"39,139","4,078","2,331","2,960","4,424","3,022","2,473",394,525,"1,272",722,679,"2,223",638,"1,295",815,790,"2,140","1,254","1,709","2,291","1,635","1,469",
2020,10,40,"46,841","4,075","3,119","3,305","4,990","3,024","2,125",380,669,"1,481",872,"1,036","2,440",823,"1,591","1,111",748,"2,850","2,243","2,815","2,772","2,094","2,278",
2020,10,50,"45,985","3,439","4,298","1,926","3,305","1,958","2,380",800,"1,184","2,383","1,362","1,540","3,069","1,158","2,150","1,694",965,"2,744","1,813","1,583","2,201","2,138","1,895",
2020,10,60,"28,258","2,013","2,476",926,"1,678",922,"1,641",463,674,"1,751","1,096","1,076","2,091",838,"1,417","1,387",766,"1,652","1,126",939,"1,087","1,265",974,
2020,10,70,"13,035",917,"1,260",380,594,302,697,152,293,794,534,535,818,463,572,649,319,845,733,530,523,603,522,
2020,10,80,"6,869",402,726,200,284,167,383,105,176,417,277,289,372,229,331,357,187,426,377,239,273,355,297,
2020,10,90,"1,347",82,147,40,67,41,85,29,20,74,53,47,84,31,76,66,42,80,38,49,47,90,59,
2020,10,100,71,2,7,2,3,0,5,4,2,6,4,2,6,1,2,5,4,8,4,3,1,0,0,
2020,11,총,"268,521","22,571","20,350","15,777","24,583","15,325","14,088","3,142","4,897","11,040","6,484","7,103","16,096","5,695","10,542","8,133","5,280","15,944","11,264","12,124","14,172","12,120","11,791",
2020,11,0,"24,228","2,248","1,194","1,843","3,303","2,304","1,555",172,240,603,350,265,"1,377",283,684,334,408,"1,280",941,"1,196","1,465","1,148","1,035",
2020,11,10,"27,631","2,101","1,728","2,205","3,071","1,872","1,018",206,367,753,448,636,"1,534",428,982,606,357,"1,681","1,379","1,720","1,599","1,290","1,650",
2020,11,20,"35,004","3,192","3,038","2,009","2,854","1,640","1,717",443,765,"1,518",768,"1,037","2,084",796,"1,444","1,106",689,"2,220","1,340","1,310","1,927","1,503","1,604",
2020,11,30,"39,056","4,072","2,333","2,932","4,396","3,041","2,469",392,522,"1,279",722,677,"2,214",651,"1,277",813,790,"2,140","1,251","1,719","2,279","1,624","1,463",
2020,11,40,"46,815","4,086","3,097","3,302","5,025","3,038","2,119",380,665,"1,469",862,"1,014","2,437",820,"1,607","1,111",746,"2,850","2,241","2,820","2,760","2,087","2,279",
2020,11,50,"45,969","3,444","4,306","1,933","3,296","1,979","2,372",795,"1,173","2,368","1,368","1,527","3,057","1,152","2,141","1,680",970,"2,744","1,822","1,593","2,199","2,151","1,899",
2020,11,60,"28,449","2,020","2,498",935,"1,691",941,"1,659",466,678,"1,758","1,094","1,079","2,113",841,"1,423","1,394",762,"1,673","1,129",942,"1,100","1,265",988,
2020,11,70,"13,081",921,"1,269",381,597,304,703,149,292,796,537,529,817,466,576,657,319,846,738,531,522,610,521,
2020,11,80,"6,872",404,731,197,281,165,388,106,173,416,277,289,376,227,332,359,192,423,379,241,274,351,291,
2020,11,90,"1,344",81,148,38,66,41,83,29,20,74,54,48,81,30,74,68,43,79,40,49,46,91,61,
2020,11,100,72,2,8,2,3,0,5,4,2,6,4,2,6,1,2,5,4,8,4,3,1,0,0,
2020,12,총,"268,262","22,484","20,315","15,780","24,575","15,372","14,110","3,144","4,882","11,040","6,454","7,044","16,084","5,693","10,487","8,134","5,260","15,923","11,249","12,136","14,202","12,128","11,766",
2020,12,0,"24,077","2,193","1,199","1,836","3,268","2,304","1,556",176,235,597,348,262,"1,370",289,677,327,401,"1,271",940,"1,196","1,461","1,144","1,027",
2020,12,10,"27,606","2,101","1,716","2,219","3,073","1,894","1,017",205,361,743,444,634,"1,523",425,972,601,362,"1,681","1,381","1,714","1,604","1,294","1,642",
2020,12,20,"34,937","3,194","3,013","2,007","2,862","1,641","1,720",434,764,"1,523",755,"1,026","2,080",801,"1,423","1,109",679,"2,217","1,326","1,317","1,935","1,513","1,598",
2020,12,30,"38,867","4,027","2,312","2,903","4,369","3,034","2,483",408,523,"1,269",713,665,"2,196",652,"1,263",815,786,"2,126","1,254","1,707","2,279","1,618","1,465",
2020,12,40,"46,714","4,088","3,068","3,312","5,049","3,044","2,114",375,654,"1,467",857,996,"2,437",812,"1,599","1,103",744,"2,842","2,227","2,815","2,769","2,090","2,252",
2020,12,50,"46,004","3,442","4,311","1,950","3,296","1,979","2,368",791,"1,183","2,365","1,378","1,516","3,067","1,146","2,127","1,685",969,"2,735","1,825","1,596","2,208","2,143","1,924",
2020,12,60,"28,634","2,034","2,525",938,"1,705",962,"1,676",470,680,"1,778","1,094","1,082","2,123",840,"1,437","1,393",763,"1,689","1,137",958,"1,106","1,263",981,
2020,12,70,"13,130",921,"1,279",378,598,308,709,151,287,799,534,527,821,470,575,658,319,847,738,538,521,625,527,
2020,12,80,"6,876",401,736,196,285,166,379,101,171,419,272,288,380,228,338,361,191,429,377,242,274,351,291,
2020,12,90,"1,344",81,148,39,67,40,83,29,22,74,55,46,81,29,74,76,42,78,40,50,44,87,59,
2020,12,100,73,2,8,2,3,0,5,4,2,6,4,2,6,1,2,6,4,8,4,3,1,0,0,
2021,1,총,"268,130","22,515","20,272","15,780","24,583","15,390","14,122","3,129","4,901","11,031","6,405","7,015","16,079","5,692","10,476","8,110","5,257","15,937","11,239","12,129","14,197","12,113","11,758",
2021,1,0,"23,894","2,180","1,192","1,821","3,241","2,299","1,549",174,228,593,335,258,"1,360",290,673,323,400,"1,255",924,"1,189","1,459","1,132","1,019",
2021,1,10,"27,587","2,111","1,705","2,233","3,081","1,912","1,019",196,364,746,438,631,"1,520",426,969,591,364,"1,684","1,369","1,714","1,592","1,290","1,632",
2021,1,20,"34,861","3,177","3,019","2,007","2,852","1,627","1,722",437,763,"1,509",758,"1,019","2,080",785,"1,408","1,114",672,"2,215","1,338","1,326","1,924","1,508","1,601",
2021,1,30,"38,684","4,033","2,294","2,868","4,357","3,029","2,462",410,533,"1,268",696,659,"2,196",653,"1,257",804,773,"2,130","1,237","1,688","2,265","1,608","1,464",
2021,1,40,"46,653","4,090","3,048","3,320","5,064","3,054","2,133",368,649,"1,450",857,991,"2,426",800,"1,602","1,094",759,"2,822","2,227","2,805","2,761","2,094","2,239",
2021,1,50,"46,010","3,450","4,298","1,967","3,311","1,986","2,368",784,"1,189","2,364","1,358","1,501","3,051","1,154","2,117","1,674",957,"2,743","1,833","1,606","2,228","2,135","1,936",
2021,1,60,"28,936","2,056","2,554",944,"1,726",968,"1,687",473,692,"1,798","1,104","1,089","2,154",850,"1,457","1,403",769,"1,705","1,150",962,"1,130","1,272",993,
2021,1,70,"13,168",930,"1,274",383,596,309,713,152,286,806,536,527,820,472,573,658,326,852,738,540,524,627,526,
2021,1,80,"6,912",403,734,197,283,164,379,102,171,417,264,291,386,231,344,368,191,446,377,246,269,360,289,
2021,1,90,"1,350",83,145,38,68,42,85,29,24,74,55,47,81,30,74,75,42,77,42,50,44,86,59,
2021,1,100,75,2,9,2,4,0,5,4,2,6,4,2,5,1,2,6,4,8,4,3,1,1,0,
2021,2,총,"267,795","22,474","20,225","15,789","24,573","15,377","14,111","3,116","4,884","11,010","6,387","7,003","16,045","5,709","10,445","8,097","5,253","15,929","11,200","12,156","14,168","12,090","11,754",
2021,2,0,"23,708","2,168","1,173","1,806","3,220","2,297","1,545",167,226,586,330,252,"1,354",288,666,323,396,"1,241",903,"1,183","1,449","1,120","1,015",
2021,2,10,"27,488","2,112","1,696","2,218","3,085","1,905","1,019",192,354,742,430,631,"1,511",421,958,583,371,"1,682","1,368","1,710","1,581","1,288","1,631",
2021,2,20,"34,674","3,147","2,996","2,019","2,842","1,624","1,712",436,761,"1,482",756,"1,007","2,064",784,"1,394","1,112",659,"2,216","1,315","1,338","1,914","1,507","1,589",
2021,2,30,"38,481","4,012","2,278","2,853","4,318","2,995","2,452",408,530,"1,282",687,663,"2,188",664,"1,244",800,763,"2,111","1,229","1,691","2,251","1,597","1,465",
2021,2,40,"46,629","4,083","3,043","3,328","5,098","3,071","2,149",359,649,"1,442",856,998,"2,414",801,"1,600","1,089",764,"2,815","2,215","2,797","2,755","2,079","2,224",
2021,2,50,"46,044","3,450","4,297","1,986","3,311","1,992","2,362",791,"1,181","2,365","1,344","1,491","3,036","1,152","2,110","1,677",950,"2,751","1,847","1,632","2,236","2,142","1,941",
