년도,월,나이,경상북도 영주시,경상북도 영주시 풍기읍,경상북도 영주시 이산면,경상북도 영주시 평은면,경상북도 영주시 문수면,경상북도 영주시 장수면,경상북도 영주시 안정면,경상북도 영주시 봉현면,경상북도 영주시 순흥면,경상북도 영주시 단산면,경상북도 영주시 부석면,경상북도 영주시 상망동,경상북도 영주시 하망동,경상북도 영주시 영주1동,경상북도 영주시 영주2동,경상북도 영주시 휴천1동,경상북도 영주시 휴천2동,경상북도 영주시 휴천3동,경상북도 영주시 가흥1동,경상북도 영주시 가흥2동
2020,7,70,"11,984","1,458",360,289,319,392,545,461,349,342,595,799,733,598,526,567,934,787,"1,240",690
2020,7,80,"6,727",780,294,214,244,267,384,258,223,272,379,398,368,322,236,272,441,367,613,395
2020,7,90,963,137,36,33,43,52,56,39,43,39,51,76,40,39,31,30,49,56,70,43
2020,7,100,59,11,1,2,2,3,1,7,1,1,4,3,3,4,1,2,4,2,3,4
2020,8,총,"103,652","10,645","2,383","1,462","1,973","2,218","3,092","2,800","2,041","1,916","3,141","8,026","6,189","4,126","3,585","6,694","8,274","8,123","18,950","8,014"
2020,8,0,"6,258",466,56,26,57,56,89,76,40,28,53,513,347,182,165,502,458,468,"2,125",551
2020,8,10,"9,005",724,102,59,92,116,133,138,87,66,133,988,609,289,258,880,623,730,"2,143",835
2020,8,20,"9,727",937,198,83,153,151,217,173,145,105,137,799,614,318,302,699,947,992,"1,928",829
2020,8,30,"8,671",734,120,53,105,118,165,129,92,84,147,607,458,307,261,550,711,646,"2,595",789
2020,8,40,"14,074","1,257",185,104,182,201,270,283,144,160,214,"1,313",874,493,421,"1,160","1,071","1,092","3,388","1,262"
2020,8,50,"18,161","1,905",499,260,330,361,521,530,383,352,613,"1,393","1,124",714,647,"1,198","1,600","1,619","2,718","1,394"
2020,8,60,"18,029","2,240",531,338,448,507,713,709,535,467,813,"1,139","1,022",861,735,833,"1,437","1,363","2,125","1,213"
2020,8,70,"11,945","1,449",358,288,316,388,545,460,348,339,593,800,729,595,522,568,935,781,"1,234",697
2020,8,80,"6,749",784,295,216,244,265,381,256,224,274,384,395,370,325,242,272,436,372,619,395
2020,8,90,974,137,38,33,44,52,57,40,42,40,50,76,39,38,31,30,52,58,72,45
2020,8,100,59,12,1,2,2,3,1,6,1,1,4,3,3,4,1,2,4,2,3,4
2020,9,총,"103,503","10,633","2,391","1,456","1,968","2,216","3,084","2,781","2,039","1,914","3,139","8,007","6,187","4,107","3,577","6,716","8,259","8,094","18,932","8,003"
2020,9,0,"6,208",470,57,25,56,56,87,76,41,27,51,506,344,173,163,508,449,465,"2,099",555
2020,9,10,"8,962",718,103,56,89,112,134,135,85,67,131,985,599,294,252,884,622,724,"2,155",817
2020,9,20,"9,671",925,196,85,148,152,211,166,145,105,137,793,616,306,303,705,946,977,"1,917",838
2020,9,30,"8,640",737,124,53,108,116,166,124,91,84,147,607,467,305,262,540,712,636,"2,579",782
2020,9,40,"14,030","1,246",185,102,181,201,272,283,144,160,213,"1,305",871,492,419,"1,163","1,068","1,088","3,384","1,253"
2020,9,50,"18,158","1,896",498,259,334,359,519,533,380,350,608,"1,399","1,122",715,648,"1,207","1,592","1,617","2,722","1,400"
2020,9,60,"18,098","2,252",539,338,444,512,715,704,538,467,818,"1,137","1,026",862,732,833,"1,447","1,375","2,144","1,215"
2020,9,70,"11,893","1,450",354,287,316,383,543,453,341,334,591,793,724,589,521,568,931,782,"1,233",700
2020,9,80,"6,786",783,293,214,245,267,378,261,230,279,386,402,375,329,245,275,437,370,624,393
2020,9,90,996,144,41,34,45,55,58,39,43,40,53,77,40,38,31,31,51,58,72,46
2020,9,100,61,12,1,3,2,3,1,7,1,1,4,3,3,4,1,2,4,2,3,4
2020,10,총,"103,386","10,659","2,372","1,455","1,970","2,203","3,072","2,771","2,042","1,910","3,140","7,981","6,174","4,095","3,570","6,704","8,251","8,097","18,903","8,017"
2020,10,0,"6,150",469,57,25,56,55,86,72,41,27,53,493,340,168,166,505,443,463,"2,078",553
2020,10,10,"8,945",719,102,56,87,108,133,135,85,67,127,985,600,291,255,873,620,719,"2,163",820
2020,10,20,"9,646",931,189,84,147,150,206,162,143,102,140,781,611,308,297,707,943,984,"1,910",851
2020,10,30,"8,595",736,123,48,107,116,162,122,92,85,145,598,467,297,263,542,707,630,"2,564",791
2020,10,40,"13,982","1,251",182,102,180,196,273,285,143,157,210,"1,306",867,503,413,"1,155","1,067","1,075","3,376","1,241"
2020,10,50,"18,077","1,886",487,259,334,358,518,525,378,350,608,"1,390","1,114",708,643,"1,203","1,582","1,615","2,721","1,398"
2020,10,60,"18,225","2,275",542,341,450,514,715,707,543,464,821,"1,153","1,028",864,736,843,"1,455","1,392","2,161","1,221"
2020,10,70,"11,900","1,452",356,287,315,380,537,453,343,337,591,791,724,584,520,565,940,787,"1,238",700
2020,10,80,"6,809",786,289,216,245,271,383,264,230,278,388,403,380,330,245,278,440,373,616,394
2020,10,90,996,142,44,34,47,52,58,39,43,42,53,78,40,38,31,31,50,57,73,44
2020,10,100,61,12,1,3,2,3,1,7,1,1,4,3,3,4,1,2,4,2,3,4
2020,11,총,"103,272","10,646","2,365","1,456","1,966","2,208","3,056","2,759","2,035","1,909","3,132","7,979","6,154","4,093","3,573","6,715","8,241","8,044","18,944","7,997"
2020,11,0,"6,129",470,56,22,56,56,86,73,41,26,55,496,340,166,171,504,441,455,"2,066",549
2020,11,10,"8,911",712,102,56,87,109,128,135,85,64,126,973,594,292,255,872,620,707,"2,176",818
2020,11,20,"9,656",933,187,84,145,152,206,163,140,104,137,792,607,314,293,705,945,964,"1,936",849
2020,11,30,"8,528",728,123,48,104,117,160,122,89,86,145,592,459,296,261,538,696,631,"2,552",781
2020,11,40,"13,970","1,256",181,101,181,194,267,272,145,157,214,"1,313",861,496,414,"1,161","1,061","1,066","3,390","1,240"
2020,11,50,"17,994","1,870",481,258,336,361,515,526,374,348,599,"1,381","1,106",705,644,"1,207","1,569","1,601","2,713","1,400"
2020,11,60,"18,302","2,281",548,344,451,510,721,705,547,465,823,"1,159","1,032",866,735,859,"1,469","1,395","2,173","1,219"
2020,11,70,"11,893","1,454",354,289,313,376,534,455,341,337,593,789,729,586,524,556,941,787,"1,239",696
2020,11,80,"6,827",787,288,216,243,277,381,262,230,278,383,405,383,329,245,279,444,378,621,398
2020,11,90,"1,002",143,44,35,47,53,57,39,42,43,53,76,40,40,30,32,52,58,75,43
2020,11,100,60,12,1,3,3,3,1,7,1,1,4,3,3,3,1,2,3,2,3,4
2020,12,총,"103,119","10,640","2,370","1,457","1,969","2,206","3,051","2,739","2,021","1,906","3,116","7,761","6,329","4,081","3,569","6,681","8,250","8,033","18,953","7,987"
2020,12,0,"6,100",467,58,22,57,56,84,70,37,27,53,481,347,167,169,498,440,452,"2,066",549
2020,12,10,"8,883",714,101,55,86,105,129,132,80,64,122,940,620,294,257,863,632,710,"2,169",810
2020,12,20,"9,629",928,182,87,142,156,207,163,139,104,138,760,633,312,294,710,938,953,"1,931",852
2020,12,30,"8,488",733,121,48,103,119,156,119,87,85,140,577,473,296,256,528,700,636,"2,541",770
2020,12,40,"13,901","1,244",182,95,180,189,265,264,139,157,212,"1,270",892,493,412,"1,153","1,058","1,055","3,392","1,249"
2020,12,50,"17,941","1,863",485,261,335,366,507,520,370,347,585,"1,325","1,159",698,638,"1,200","1,567","1,603","2,719","1,393"
2020,12,60,"18,377","2,290",551,347,456,516,727,706,552,466,832,"1,153","1,046",865,743,853,"1,476","1,403","2,181","1,214"
2020,12,70,"11,868","1,448",351,290,313,374,532,458,345,334,590,773,731,578,524,557,941,783,"1,249",697
2020,12,80,"6,856",801,293,212,245,268,384,261,229,278,383,405,383,336,242,284,442,378,627,405
2020,12,90,"1,016",140,45,37,49,54,59,39,42,43,57,74,42,39,33,33,53,58,75,44
2020,12,100,60,12,1,3,3,3,1,7,1,1,4,3,3,3,1,2,3,2,3,4
2021,1,총,"103,043","10,657","2,377","1,459","1,969","2,213","3,040","2,741","2,013","1,904","3,104","7,752","6,313","4,054","3,564","6,657","8,237","8,030","18,971","7,988"
2021,1,0,"6,047",463,57,23,54,57,86,68,35,27,51,478,349,161,173,493,432,443,"2,058",539
2021,1,10,"8,855",711,102,55,89,104,128,132,77,64,119,934,607,291,251,853,635,714,"2,178",811
2021,1,20,"9,622",932,185,89,141,161,202,164,135,102,132,754,635,311,297,708,939,940,"1,940",855
2021,1,30,"8,444",733,118,47,102,116,153,122,87,84,138,576,470,293,250,526,700,635,"2,523",771
2021,1,40,"13,876","1,237",188,99,178,184,263,261,133,155,212,"1,262",886,487,417,"1,143","1,049","1,061","3,414","1,247"
2021,1,50,"17,887","1,875",481,261,331,368,502,519,370,348,576,"1,330","1,155",679,625,"1,210","1,558","1,599","2,708","1,392"
2021,1,60,"18,457","2,290",554,344,463,518,730,709,558,469,838,"1,164","1,055",877,746,847,"1,480","1,410","2,186","1,219"
2021,1,70,"11,877","1,458",354,290,309,379,532,455,344,332,587,770,729,573,527,557,950,784,"1,251",696
2021,1,80,"6,878",802,293,210,248,267,381,265,232,279,389,410,380,340,243,283,437,382,629,408
2021,1,90,"1,039",143,44,38,51,56,62,39,40,43,58,71,43,39,34,35,54,61,81,47
2021,1,100,61,13,1,3,3,3,1,7,2,1,4,3,4,3,1,2,3,1,3,3
2021,2,총,"102,917","10,642","2,368","1,448","1,968","2,207","3,027","2,743","2,012","1,901","3,103","7,729","6,295","4,037","3,564","6,629","8,238","7,995","19,024","7,987"
2021,2,0,"6,029",461,59,24,54,55,87,71,35,25,53,473,344,161,173,492,431,438,"2,062",531
2021,2,10,"8,795",705,100,55,88,102,126,133,75,63,116,928,602,293,248,846,632,698,"2,179",806
2021,2,20,"9,575",924,186,85,139,165,196,165,133,104,131,738,621,309,289,702,945,936,"1,948",859
2021,2,30,"8,404",731,116,49,106,115,154,123,85,82,135,578,469,287,252,515,688,632,"2,514",773
2021,2,40,"13,830","1,223",185,97,171,182,268,256,135,155,208,"1,253",872,479,419,"1,141","1,055","1,050","3,452","1,229"
2021,2,50,"17,840","1,873",480,257,335,368,494,514,364,349,573,"1,331","1,160",677,622,"1,213","1,550","1,595","2,696","1,389"
2021,2,60,"18,559","2,305",557,344,462,518,732,710,561,468,846,"1,169","1,066",872,748,845,"1,493","1,417","2,203","1,243"
2021,2,70,"11,849","1,451",346,289,311,371,529,456,341,333,584,775,728,576,529,556,948,783,"1,250",693
2021,2,80,"6,924",812,294,208,248,269,379,268,241,278,393,409,384,342,248,282,439,382,637,411
2021,2,90,"1,051",144,44,37,51,59,61,40,40,43,60,73,45,38,35,35,53,63,80,50
2021,2,100,61,13,1,3,3,3,1,7,2,1,4,2,4,3,1,2,4,1,3,3
2021,3,총,"102,738","10,662","2,358","1,446","1,958","2,183","3,017","2,737","2,016","1,879","3,101","7,737","6,262","4,049","3,542","6,621","8,220","7,945","19,021","7,984"
2021,3,0,"5,987",457,54,23,53,53,81,70,37,25,55,472,346,157,170,484,430,439,"2,053",528
2021,3,10,"8,752",703,100,54,86,101,132,132,76,60,116,926,593,291,245,854,625,683,"2,177",798
2021,3,20,"9,584",936,182,85,138,163,190,163,132,103,132,739,614,310,287,700,945,929,"1,968",868
2021,3,30,"8,378",739,112,48,105,108,152,123,81,79,140,578,469,287,244,516,692,623,"2,507",775
2021,3,40,"13,729","1,217",182,97,164,179,266,255,138,149,204,"1,250",867,480,415,"1,137","1,045","1,036","3,432","1,216"
2021,3,50,"17,731","1,851",473,251,340,363,487,501,367,340,568,"1,331","1,150",678,609,"1,203","1,535","1,588","2,694","1,402"
2021,3,60,"18,700","2,336",566,345,458,520,742,726,557,472,847,"1,181","1,066",883,756,847,"1,504","1,419","2,230","1,245"
2021,3,70,"11,828","1,449",349,290,312,364,527,452,344,331,586,772,722,581,529,556,944,784,"1,243",693
2021,3,80,"6,954",820,296,212,247,272,377,268,241,278,392,414,389,342,249,288,445,382,638,404
2021,3,90,"1,044",144,44,39,53,57,62,40,41,41,60,72,41,37,37,34,52,61,77,52
2021,3,100,51,10,0,2,2,3,1,7,2,1,1,2,5,3,1,2,3,1,2,3
2021,4,총,"102,703","10,721","2,357","1,445","1,953","2,185","2,992","2,732","2,010","1,874","3,097","7,705","6,241","4,014","3,551","6,641","8,228","7,926","19,037","7,994"
2021,4,0,"5,944",452,55,22,53,53,81,69,37,25,55,465,349,153,171,482,431,430,"2,034",527
2021,4,10,"8,779",751,100,55,86,101,126,130,74,59,112,914,584,290,246,866,620,679,"2,191",795
2021,4,20,"9,591",954,176,84,135,162,188,164,129,103,132,740,612,314,281,697,955,925,"1,968",872
2021,4,30,"8,384",736,112,47,106,109,146,125,83,80,140,574,474,282,248,519,686,632,"2,502",783
2021,4,40,"13,692","1,208",184,95,160,177,258,256,137,149,204,"1,237",857,476,417,"1,128","1,046","1,028","3,458","1,217"
2021,4,50,"17,601","1,835",470,253,339,363,477,493,358,329,563,"1,326","1,143",665,618,"1,204","1,528","1,572","2,681","1,384"
2021,4,60,"18,803","2,346",570,344,460,523,743,731,564,474,855,"1,188","1,069",875,757,858,"1,511","1,432","2,238","1,265"
2021,4,70,"11,797","1,450",349,285,311,363,529,451,344,331,576,769,716,579,526,559,945,778,"1,246",690
2021,4,80,"7,003",836,297,219,247,274,377,266,242,281,399,419,391,337,248,290,449,388,638,405
2021,4,90,"1,057",143,44,39,54,57,66,40,40,42,60,71,41,40,38,36,54,61,78,53
2021,4,100,52,10,0,2,2,3,1,7,2,1,1,2,5,3,1,2,3,1,3,3
2021,5,총,"102,506","10,692","2,348","1,445","1,951","2,186","2,991","2,729","2,018","1,862","3,059","7,687","6,195","3,974","3,544","6,631","8,239","7,906","19,057","7,992"
2021,5,0,"5,920",461,55,22,54,52,80,67,37,24,56,462,341,149,170,482,434,419,"2,035",520
2021,5,10,"8,721",746,98,55,85,100,123,127,72,60,113,904,572,290,243,856,624,676,"2,182",795
2021,5,20,"9,622",954,172,83,135,161,186,167,131,103,131,744,610,309,285,702,961,923,"1,992",873
2021,5,30,"8,322",739,112,44,108,109,150,124,83,79,136,573,465,273,249,506,685,626,"2,489",772
2021,5,40,"13,590","1,186",180,97,160,177,249,253,136,144,202,"1,229",849,463,407,"1,126","1,045","1,020","3,448","1,219"
2021,5,50,"17,552","1,814",464,252,331,357,483,489,358,326,541,"1,329","1,137",669,625,"1,204","1,527","1,568","2,697","1,381"
2021,5,60,"18,875","2,363",577,346,466,528,747,740,568,473,857,"1,187","1,064",862,754,866,"1,508","1,443","2,250","1,276"
2021,5,70,"11,739","1,432",348,282,306,367,527,449,345,330,565,770,718,578,514,555,945,778,"1,239",691
2021,5,80,"7,040",845,299,221,247,274,378,268,245,279,394,417,394,335,257,297,453,390,639,408
2021,5,90,"1,075",142,43,41,57,58,67,39,41,43,63,71,40,42,39,35,54,62,84,54
2021,5,100,50,10,0,2,2,3,1,6,2,1,1,1,5,4,1,2,3,1,2,3
2021,6,총,"102,440","10,671","2,338","1,439","1,951","2,190","2,995","2,736","2,007","1,865","3,046","7,671","6,193","3,986","3,542","6,636","8,201","7,907","19,070","7,996"
2021,6,0,"5,891",461,51,22,54,53,80,69,37,25,54,455,342,151,175,468,431,415,"2,031",517
2021,6,10,"8,714",744,98,54,87,100,122,127,70,58,110,905,571,288,244,867,610,676,"2,189",794
2021,6,20,"9,611",954,175,83,132,163,184,168,124,101,131,736,609,313,284,696,968,929,"2,000",861
2021,6,30,"8,295",736,109,45,106,112,149,127,82,82,133,562,466,278,252,506,678,619,"2,479",774
2021,6,40,"13,561","1,178",180,94,162,175,251,254,134,142,204,"1,221",848,463,412,"1,124","1,038","1,013","3,449","1,219"
2021,6,50,"17,481","1,800",458,250,324,355,479,486,356,323,533,"1,348","1,130",670,613,"1,209","1,505","1,563","2,690","1,389"
2021,6,60,"18,991","2,372",583,347,474,530,753,741,573,477,864,"1,187","1,070",861,754,877,"1,511","1,459","2,276","1,282"
2021,6,70,"11,724","1,427",346,282,303,366,524,452,347,328,563,768,721,581,513,557,945,778,"1,230",693
2021,6,80,"7,046",850,296,221,246,273,384,268,241,286,390,419,391,333,255,295,456,391,640,411
2021,6,90,"1,074",137,42,39,61,60,68,38,41,42,63,69,40,44,39,35,57,63,83,53
2021,6,100,52,12,0,2,2,3,1,6,2,1,1,1,5,4,1,2,2,1,3,3
2021,7,총,"102,377","10,669","2,328","1,438","1,952","2,189","2,981","2,734","2,006","1,861","3,050","7,664","6,111","4,042","4,999","6,611","10,090","7,852","15,798","8,002"
2021,7,0,"5,855",464,51,22,54,54,75,69,36,23,54,450,337,150,216,456,503,408,"1,914",519
2021,7,10,"8,692",744,93,52,86,100,122,128,68,58,110,905,573,288,335,863,699,678,"2,004",786
2021,7,20,"9,606",946,176,84,133,161,181,167,123,100,132,742,587,318,380,698,"1,167",905,"1,742",864
2021,7,30,"8,241",732,107,43,108,110,141,125,83,80,130,556,461,274,341,500,818,616,"2,242",774
2021,7,40,"13,529","1,179",179,99,164,175,250,257,134,139,200,"1,214",832,472,566,"1,114","1,243","1,002","3,086","1,224"
2021,7,50,"17,455","1,801",456,245,319,351,476,477,358,323,529,"1,350","1,117",672,853,"1,201","1,818","1,549","2,178","1,382"
2021,7,60,"19,097","2,379",587,350,480,534,763,746,580,478,872,"1,186","1,060",881,"1,106",889,"1,933","1,458","1,521","1,294"
2021,7,70,"11,727","1,428",346,281,304,366,522,452,340,331,563,775,709,600,757,551,"1,220",778,706,698
2021,7,80,"7,045",844,292,220,245,276,381,269,240,283,392,417,390,339,395,301,608,394,355,404
2021,7,90,"1,079",140,41,40,58,59,69,38,42,45,67,67,40,44,48,36,79,63,49,54
2021,7,100,51,12,0,2,1,3,1,6,2,1,1,2,5,4,2,2,2,1,1,3
