년도,월,나이,연제구,거제제1동,거제제2동,거제제3동,거제제4동,연산제1동,연산제2동,연산제3동,연산제4동,연산제5동,연산제6동,연산제8동,연산제9동
2020,4,30,"14,066","1,629",626,587,659,"1,161","1,558",419,"1,124","1,625","1,303",950,"2,425"
2020,4,40,"15,725","2,605","1,188",711,783,"1,253","1,313",519,"1,174","1,203","1,227","1,159","2,590"
2020,4,50,"16,304","2,357",965,811,908,"1,272","1,321",641,"1,427","1,104","1,335","1,226","2,937"
2020,4,60,"14,628","1,636",767,804,832,"1,252","1,114",750,"1,406",976,"1,356","1,067","2,668"
2020,4,70,"8,083",954,420,555,410,672,691,440,819,546,803,526,"1,247"
2020,4,80,"2,489",354,135,206,130,201,211,122,227,170,269,128,336
2020,4,90,191,27,7,26,7,14,15,8,19,10,18,8,32
2020,4,100,20,1,2,2,0,2,3,1,1,2,2,3,1
2020,5,총,"101,258","14,628","6,120","4,970","5,381","8,214","8,734","3,670","8,213","7,868","8,514","7,256","17,690"
2020,5,0,"7,723","1,438",546,285,394,673,820,127,385,410,566,694,"1,385"
2020,5,10,"8,636","1,930",758,393,553,685,550,214,461,355,575,590,"1,572"
2020,5,20,"13,442","1,707",717,592,712,"1,030","1,119",443,"1,175","1,452","1,075",921,"2,499"
2020,5,30,"13,971","1,619",623,580,651,"1,159","1,553",418,"1,106","1,630","1,284",942,"2,406"
2020,5,40,"15,705","2,589","1,180",714,783,"1,243","1,315",519,"1,181","1,209","1,231","1,153","2,588"
2020,5,50,"16,326","2,362",964,807,907,"1,279","1,331",635,"1,422","1,106","1,332","1,230","2,951"
2020,5,60,"14,613","1,640",767,806,829,"1,247","1,116",739,"1,412",976,"1,362","1,056","2,663"
2020,5,70,"8,121",961,420,556,413,677,699,441,822,549,797,531,"1,255"
2020,5,80,"2,510",353,137,208,132,205,213,125,228,170,273,128,338
2020,5,90,191,28,6,27,7,14,15,8,20,9,17,8,32
2020,5,100,20,1,2,2,0,2,3,1,1,2,2,3,1
2020,6,총,"101,066","14,623","6,078","4,965","5,363","8,180","8,709","3,671","8,201","7,875","8,495","7,256","17,650"
2020,6,0,"7,680","1,423",540,281,393,668,817,130,375,409,565,693,"1,386"
2020,6,10,"8,588","1,916",752,393,551,680,553,211,462,357,564,587,"1,562"
2020,6,20,"13,411","1,719",710,588,707,"1,022","1,109",446,"1,165","1,450","1,075",924,"2,496"
2020,6,30,"13,927","1,608",618,583,648,"1,160","1,542",419,"1,118","1,629","1,279",940,"2,383"
2020,6,40,"15,663","2,596","1,163",706,786,"1,234","1,304",515,"1,175","1,216","1,231","1,147","2,590"
2020,6,50,"16,248","2,364",960,808,893,"1,268","1,322",629,"1,407","1,102","1,325","1,235","2,935"
2020,6,60,"14,669","1,647",773,809,829,"1,250","1,128",742,"1,424",985,"1,359","1,056","2,667"
2020,6,70,"8,165",970,420,559,415,682,702,442,823,549,807,537,"1,259"
2020,6,80,"2,503",350,133,209,134,200,213,127,231,167,271,127,341
2020,6,90,193,29,7,27,7,14,16,9,20,9,17,8,30
2020,6,100,19,1,2,2,0,2,3,1,1,2,2,2,1
2020,7,총,"100,984","14,588","6,073","4,961","5,341","8,181","8,808","3,630","8,187","7,874","8,486","7,230","17,625"
2020,7,0,"7,674","1,422",533,277,392,670,834,127,365,409,575,693,"1,377"
2020,7,10,"8,561","1,901",756,396,546,675,558,210,459,352,563,583,"1,562"
2020,7,20,"13,347","1,711",706,589,707,"1,028","1,111",441,"1,154","1,454","1,056",913,"2,477"
2020,7,30,"13,897","1,579",617,582,639,"1,157","1,573",406,"1,125","1,620","1,278",940,"2,381"
2020,7,40,"15,648","2,609","1,160",697,782,"1,230","1,328",507,"1,170","1,217","1,231","1,140","2,577"
2020,7,50,"16,225","2,349",964,805,889,"1,264","1,317",619,"1,410","1,109","1,326","1,234","2,939"
2020,7,60,"14,698","1,661",773,811,832,"1,259","1,139",738,"1,424",982,"1,359","1,049","2,671"
2020,7,70,"8,182",968,422,563,413,683,710,443,826,553,800,539,"1,262"
2020,7,80,"2,542",358,133,212,134,200,218,129,233,169,279,129,348
2020,7,90,191,29,7,27,7,13,17,9,20,7,17,8,30
2020,7,100,19,1,2,2,0,2,3,1,1,2,2,2,1
2020,8,총,"101,338","14,545","6,034","4,916","5,322","8,135","9,631","3,609","8,136","7,852","8,443","7,187","17,528"
2020,8,0,"7,722","1,408",526,275,386,658,966,126,355,403,572,689,"1,358"
2020,8,10,"8,551","1,893",746,391,540,677,613,204,458,348,555,580,"1,546"
2020,8,20,"13,371","1,698",703,577,711,"1,012","1,205",433,"1,154","1,467","1,051",902,"2,458"
2020,8,30,"13,990","1,567",615,575,637,"1,153","1,770",404,"1,108","1,598","1,269",938,"2,356"
2020,8,40,"15,680","2,603","1,153",684,772,"1,220","1,468",505,"1,161","1,207","1,214","1,132","2,561"
2020,8,50,"16,246","2,350",963,801,880,"1,254","1,408",623,"1,396","1,115","1,315","1,217","2,924"
2020,8,60,"14,786","1,664",768,813,837,"1,270","1,209",736,"1,421",980,"1,358","1,055","2,675"
2020,8,70,"8,208",968,420,556,418,678,746,440,822,554,808,535,"1,263"
2020,8,80,"2,575",365,132,215,133,198,226,129,240,171,281,129,356
2020,8,90,190,28,6,27,8,13,17,8,20,7,18,8,30
2020,8,100,19,1,2,2,0,2,3,1,1,2,2,2,1
2020,9,총,"101,407","14,497","6,047","4,886","5,315","8,090","9,939","3,582","8,144","7,857","8,398","7,162","17,490"
2020,9,0,"7,711","1,404",524,271,385,647,"1,013",126,353,404,564,691,"1,329"
2020,9,10,"8,535","1,890",748,392,542,673,624,199,454,351,551,576,"1,535"
2020,9,20,"13,381","1,695",713,574,705,"1,006","1,246",431,"1,163","1,465","1,040",895,"2,448"
2020,9,30,"14,001","1,538",614,572,634,"1,143","1,834",400,"1,109","1,593","1,261",934,"2,369"
2020,9,40,"15,635","2,591","1,148",681,766,"1,207","1,504",494,"1,159","1,196","1,207","1,134","2,548"
2020,9,50,"16,231","2,357",960,776,882,"1,244","1,438",619,"1,402","1,123","1,313","1,202","2,915"
2020,9,60,"14,842","1,656",778,817,838,"1,277","1,256",729,"1,420",988,"1,350","1,055","2,678"
2020,9,70,"8,248",963,418,557,422,677,770,444,820,555,807,535,"1,280"
2020,9,80,"2,610",373,135,217,133,200,234,131,244,173,283,130,357
2020,9,90,194,29,7,27,8,14,17,8,19,7,20,8,30
2020,9,100,19,1,2,2,0,2,3,1,1,2,2,2,1
2020,10,총,"101,317","14,488","6,035","4,860","5,300","8,066","10,009","3,561","8,161","7,877","8,350","7,138","17,472"
2020,10,0,"7,658","1,391",522,270,383,644,"1,018",122,355,395,561,687,"1,310"
2020,10,10,"8,516","1,879",749,387,537,670,638,195,460,359,539,569,"1,534"
2020,10,20,"13,371","1,719",705,568,706,"1,004","1,255",420,"1,164","1,459","1,029",890,"2,452"
2020,10,30,"13,907","1,511",609,565,620,"1,139","1,829",398,"1,102","1,600","1,249",927,"2,358"
2020,10,40,"15,649","2,594","1,145",673,769,"1,206","1,506",492,"1,171","1,209","1,200","1,136","2,548"
2020,10,50,"16,216","2,363",962,780,884,"1,231","1,449",618,"1,402","1,116","1,311","1,202","2,898"
2020,10,60,"14,883","1,655",786,811,831,"1,271","1,281",731,"1,421",999,"1,346","1,049","2,702"
2020,10,70,"8,277",974,411,559,427,685,773,446,817,558,812,538,"1,277"
2020,10,80,"2,626",372,136,218,135,200,239,130,248,173,280,132,363
2020,10,90,194,29,8,27,7,14,18,8,20,7,21,6,29
2020,10,100,20,1,2,2,1,2,3,1,1,2,2,2,1
2020,11,총,"101,023","14,434","6,051","4,815","5,298","8,045","10,023","3,540","8,122","7,854","8,321","7,110","17,410"
2020,11,0,"7,567","1,391",518,258,379,640,"1,004",119,342,384,559,680,"1,293"
2020,11,10,"8,479","1,867",752,378,540,661,639,188,461,355,545,570,"1,523"
2020,11,20,"13,304","1,713",714,567,693,995,"1,261",424,"1,147","1,456","1,017",878,"2,439"
2020,11,30,"13,790","1,491",612,556,617,"1,129","1,821",398,"1,093","1,578","1,248",921,"2,326"
2020,11,40,"15,631","2,594","1,143",665,776,"1,213","1,507",477,"1,168","1,215","1,194","1,132","2,547"
2020,11,50,"16,197","2,355",963,776,888,"1,230","1,461",619,"1,396","1,121","1,301","1,194","2,893"
2020,11,60,"14,908","1,646",793,813,833,"1,275","1,287",731,"1,432",997,"1,340","1,049","2,712"
2020,11,70,"8,292",977,410,557,427,685,776,441,814,567,811,545,"1,282"
2020,11,80,"2,642",373,136,216,137,201,246,134,247,172,282,133,365
2020,11,90,193,26,8,27,7,14,18,8,21,7,22,6,29
2020,11,100,20,1,2,2,1,2,3,1,1,2,2,2,1
2020,12,총,"100,700","14,361","6,015","4,833","5,292","8,021","10,038","3,525","8,062","7,867","8,264","7,077","17,345"
2020,12,0,"7,511","1,374",516,260,385,629,"1,002",117,338,387,549,672,"1,282"
2020,12,10,"8,435","1,861",746,376,535,667,638,191,459,356,537,564,"1,505"
2020,12,20,"13,226","1,698",694,575,690,"1,000","1,269",422,"1,130","1,444","1,008",871,"2,425"
2020,12,30,"13,664","1,469",611,554,607,"1,103","1,810",399,"1,076","1,580","1,238",918,"2,299"
2020,12,40,"15,584","2,590","1,131",676,778,"1,207","1,505",467,"1,153","1,212","1,186","1,129","2,550"
2020,12,50,"16,175","2,342",961,778,888,"1,228","1,463",614,"1,382","1,140","1,295","1,186","2,898"
2020,12,60,"14,919","1,652",788,809,840,"1,283","1,294",727,"1,431",996,"1,334","1,053","2,712"
2020,12,70,"8,293",970,421,551,423,683,786,448,818,566,807,543,"1,277"
2020,12,80,"2,680",378,136,225,138,205,250,131,254,178,285,133,367
2020,12,90,193,26,9,27,7,14,18,8,20,6,23,6,29
2020,12,100,20,1,2,2,1,2,3,1,1,2,2,2,1
2021,1,총,"100,563","14,342","6,007","4,818","5,286","8,021","10,068","3,529","8,014","7,874","8,248","7,044","17,312"
2021,1,0,"7,409","1,350",508,255,375,630,"1,006",116,330,384,546,657,"1,252"
2021,1,10,"8,435","1,867",753,370,537,664,635,192,454,358,536,564,"1,505"
2021,1,20,"13,159","1,690",695,569,687,980,"1,268",418,"1,130","1,431",996,868,"2,427"
2021,1,30,"13,588","1,459",612,562,613,"1,104","1,808",398,"1,049","1,576","1,225",901,"2,281"
2021,1,40,"15,548","2,576","1,112",669,774,"1,212","1,516",471,"1,151","1,213","1,191","1,131","2,532"
2021,1,50,"16,176","2,359",966,777,887,"1,225","1,463",615,"1,374","1,137","1,292","1,175","2,906"
2021,1,60,"15,002","1,659",789,807,846,"1,296","1,302",731,"1,433","1,016","1,330","1,062","2,731"
2021,1,70,"8,302",970,422,550,423,685,796,446,811,566,822,542,"1,269"
2021,1,80,"2,728",385,140,229,135,208,253,133,260,184,286,136,379
2021,1,90,196,26,8,28,8,15,18,8,21,7,22,6,29
2021,1,100,20,1,2,2,1,2,3,1,1,2,2,2,1
2021,2,총,"100,450","14,333","6,021","4,805","5,286","8,013","10,057","3,523","8,017","7,856","8,226","7,043","17,270"
2021,2,0,"7,333","1,331",510,252,371,633,992,115,329,380,536,646,"1,238"
2021,2,10,"8,458","1,880",761,366,536,667,651,191,452,360,527,570,"1,497"
2021,2,20,"13,081","1,681",695,569,680,981,"1,256",412,"1,128","1,424",994,861,"2,400"
2021,2,30,"13,444","1,432",607,554,619,"1,077","1,786",400,"1,053","1,552","1,206",889,"2,269"
2021,2,40,"15,598","2,586","1,110",669,770,"1,229","1,520",466,"1,148","1,224","1,194","1,141","2,541"
2021,2,50,"16,149","2,358",971,776,891,"1,216","1,469",621,"1,367","1,133","1,286","1,169","2,892"
2021,2,60,"15,069","1,662",793,814,846,"1,296","1,305",725,"1,446","1,019","1,345","1,078","2,740"
2021,2,70,"8,329",982,426,546,422,684,797,447,809,566,825,544,"1,281"
2021,2,80,"2,767",393,138,228,141,213,259,137,262,188,289,136,383
2021,2,90,202,27,8,29,9,15,19,8,22,8,22,7,28
2021,2,100,20,1,2,2,1,2,3,1,1,2,2,2,1
2021,3,총,"99,948","14,297","5,956","4,777","5,262","7,973","10,072","3,512","7,959","7,851","8,121","7,022","17,146"
2021,3,0,"7,276","1,321",501,255,367,633,997,115,324,378,529,636,"1,220"
2021,3,10,"8,444","1,871",761,363,532,666,644,190,457,365,527,573,"1,495"
2021,3,20,"13,047","1,693",689,563,684,977,"1,273",417,"1,116","1,423",977,853,"2,382"
2021,3,30,"13,348","1,419",605,545,615,"1,074","1,771",397,"1,032","1,568","1,191",897,"2,234"
2021,3,40,"15,484","2,573","1,090",668,769,"1,222","1,526",467,"1,147","1,207","1,191","1,122","2,502"
2021,3,50,"15,994","2,336",966,770,880,"1,199","1,468",611,"1,354","1,135","1,257","1,171","2,847"
2021,3,60,"15,061","1,675",784,812,840,"1,287","1,310",719,"1,442","1,018","1,319","1,080","2,775"
2021,3,70,"8,325",989,419,545,427,684,802,451,809,562,822,545,"1,270"
2021,3,80,"2,771",393,134,230,140,215,258,137,255,191,288,136,394
2021,3,90,187,26,6,26,7,15,20,8,22,4,20,7,26
2021,3,100,11,1,1,0,1,1,3,0,1,0,0,2,1
2021,4,총,"99,693","14,260","5,956","4,761","5,248","7,962","10,040","3,506","7,905","7,825","8,111","7,003","17,116"
2021,4,0,"7,228","1,315",502,252,365,626,988,114,326,374,523,631,"1,212"
2021,4,10,"8,397","1,859",760,364,528,664,644,189,461,357,522,571,"1,478"
2021,4,20,"12,979","1,693",686,545,681,968,"1,268",417,"1,105","1,417",983,838,"2,378"
2021,4,30,"13,275","1,421",601,540,608,"1,079","1,754",397,"1,017","1,558","1,176",899,"2,225"
2021,4,40,"15,457","2,557","1,098",669,769,"1,226","1,522",457,"1,132","1,201","1,188","1,125","2,513"
2021,4,50,"15,959","2,337",965,774,877,"1,195","1,471",609,"1,336","1,135","1,258","1,173","2,829"
2021,4,60,"15,101","1,675",786,815,845,"1,293","1,313",723,"1,442","1,022","1,332","1,074","2,781"
2021,4,70,"8,322",985,415,547,425,680,799,451,809,562,820,551,"1,278"
2021,4,80,"2,777",390,136,230,141,215,257,140,254,195,290,134,395
2021,4,90,187,27,6,25,8,15,21,9,22,4,19,5,26
2021,4,100,11,1,1,0,1,1,3,0,1,0,0,2,1
2021,5,총,"99,464","14,233","5,946","4,763","5,229","7,929","10,067","3,481","7,835","7,836","8,110","6,986","17,049"
2021,5,0,"7,150","1,292",493,250,361,622,990,113,325,374,513,624,"1,193"
2021,5,10,"8,399","1,865",758,365,522,667,643,186,458,354,525,578,"1,478"
2021,5,20,"12,948","1,698",688,540,683,955,"1,270",410,"1,093","1,438",992,823,"2,358"
2021,5,30,"13,177","1,409",602,533,603,"1,068","1,752",393,"1,003","1,543","1,173",905,"2,193"
2021,5,40,"15,418","2,539","1,091",674,768,"1,215","1,539",456,"1,126","1,194","1,181","1,118","2,517"
2021,5,50,"15,926","2,348",962,767,873,"1,195","1,470",607,"1,314","1,162","1,251","1,163","2,814"
2021,5,60,"15,125","1,673",792,822,846,"1,295","1,317",718,"1,438","1,014","1,337","1,077","2,796"
2021,5,70,"8,328",991,415,554,423,682,802,450,800,554,822,555,"1,280"
2021,5,80,"2,793",391,138,233,141,214,258,139,254,199,298,134,394
2021,5,90,189,26,6,25,8,15,23,9,23,4,18,7,25
2021,5,100,11,1,1,0,1,1,3,0,1,0,0,2,1
2021,6,총,"99,280","14,223","5,931","4,759","5,213","7,916","10,050","3,463","7,811","7,827","8,100","6,976","17,011"
2021,6,0,"7,110","1,281",484,254,359,620,984,111,320,366,508,627,"1,196"
2021,6,10,"8,377","1,858",763,365,524,663,640,188,462,354,519,571,"1,470"
2021,6,20,"12,855","1,704",686,538,677,947,"1,252",412,"1,079","1,423",997,817,"2,323"
2021,6,30,"13,164","1,404",597,534,595,"1,073","1,747",393,"1,008","1,548","1,167",901,"2,197"
2021,6,40,"15,395","2,533","1,082",669,768,"1,211","1,542",446,"1,114","1,200","1,195","1,119","2,516"
2021,6,50,"15,886","2,356",965,763,866,"1,192","1,472",603,"1,316","1,154","1,240","1,152","2,807"
2021,6,60,"15,146","1,677",791,822,850,"1,293","1,317",721,"1,431","1,024","1,341","1,081","2,798"
2021,6,70,"8,324",989,412,554,424,687,806,440,803,551,814,561,"1,283"
2021,6,80,"2,820",394,143,236,140,213,264,140,254,202,301,138,395
2021,6,90,191,25,7,24,9,16,23,9,23,5,18,7,25
2021,6,100,12,2,1,0,1,1,3,0,1,0,0,2,1
2021,7,총,"99,089","14,211","5,916","4,759","5,186","7,889","10,063","3,447","7,773","7,826","8,080","6,975","16,964"
2021,7,0,"7,053","1,260",473,256,358,618,986,110,311,366,506,618,"1,191"
2021,7,10,"8,351","1,864",765,364,523,660,638,190,448,352,514,573,"1,460"
2021,7,20,"12,791","1,705",673,539,666,941,"1,245",408,"1,074","1,419",998,817,"2,306"
2021,7,30,"13,132","1,380",601,540,591,"1,066","1,732",392,"1,015","1,554","1,160",909,"2,192"
2021,7,40,"15,331","2,540","1,074",656,771,"1,207","1,556",440,"1,099","1,190","1,188","1,114","2,496"
2021,7,50,"15,842","2,358",973,751,849,"1,191","1,474",593,"1,307","1,159","1,234","1,157","2,796"
2021,7,60,"15,202","1,683",793,837,854,"1,294","1,325",718,"1,433","1,027","1,349","1,079","2,810"
2021,7,70,"8,345",996,412,552,421,682,814,445,805,550,809,563,"1,296"
2021,7,80,"2,835",399,144,239,141,213,266,142,256,205,304,136,390
2021,7,90,195,24,7,25,11,16,24,9,24,4,18,7,26
2021,7,100,12,2,1,0,1,1,3,0,1,0,0,2,1
2021,8,총,"99,010","14,217","5,896","4,732","5,166","7,880","10,046","3,445","7,798","7,846","8,077","6,954","16,953"
2021,8,0,"7,022","1,258",466,250,351,613,989,110,315,359,512,614,"1,185"
2021,8,10,"8,328","1,859",758,359,522,667,632,188,443,352,516,571,"1,461"
2021,8,20,"12,745","1,708",667,536,660,928,"1,242",409,"1,085","1,422",985,812,"2,291"
2021,8,30,"13,067","1,374",590,540,585,"1,061","1,711",389,"1,020","1,565","1,151",898,"2,183"
2021,8,40,"15,359","2,536","1,084",650,767,"1,212","1,563",439,"1,102","1,192","1,195","1,119","2,500"
2021,8,50,"15,822","2,354",971,757,853,"1,179","1,467",591,"1,312","1,163","1,228","1,153","2,794"
2021,8,60,"15,251","1,695",794,827,851,"1,303","1,334",720,"1,432","1,034","1,358","1,080","2,823"
2021,8,70,"8,362","1,004",413,549,426,686,814,447,807,549,808,561,"1,298"
2021,8,80,"2,843",402,145,237,139,213,265,142,257,206,306,137,394
2021,8,90,199,25,7,27,11,17,26,10,24,4,18,7,23
2021,8,100,12,2,1,0,1,1,3,0,1,0,0,2,1
2021,9,총,"99,000","14,205","5,877","4,762","5,155","7,855","10,069","3,447","7,805","7,891","8,088","6,938","16,908"
2021,9,0,"6,994","1,252",456,246,342,606,"1,000",111,311,362,512,608,"1,188"
2021,9,10,"8,333","1,866",752,365,531,670,632,184,440,357,516,568,"1,452"
2021,9,20,"12,707","1,704",669,537,656,919,"1,233",408,"1,089","1,425",994,807,"2,266"
2021,9,30,"13,041","1,373",586,550,577,"1,040","1,711",387,"1,017","1,581","1,154",889,"2,176"
2021,9,40,"15,391","2,524","1,074",647,769,"1,217","1,579",442,"1,102","1,199","1,202","1,122","2,514"
2021,9,50,"15,811","2,352",979,765,844,"1,179","1,462",587,"1,310","1,168","1,226","1,153","2,786"
2021,9,60,"15,255","1,692",791,830,855,"1,309","1,343",727,"1,439","1,033","1,347","1,081","2,808"
2021,9,70,"8,394","1,016",417,554,432,683,814,448,808,551,808,561,"1,302"
2021,9,80,"2,861",400,143,241,137,213,265,143,265,211,311,139,393
2021,9,90,202,24,9,27,11,18,27,10,24,4,18,8,22
2021,9,100,11,2,1,0,1,1,3,0,0,0,0,2,1
2021,10,총,"98,989","14,185","5,867","4,744","5,142","7,955","10,059","3,432","7,816","7,923","8,070","6,917","16,879"
2021,10,0,"6,972","1,242",456,247,340,620,997,113,313,361,504,607,"1,172"
2021,10,10,"8,317","1,871",747,358,534,668,631,181,440,357,516,562,"1,452"
2021,10,20,"12,650","1,701",666,529,652,934,"1,220",402,"1,088","1,410",988,808,"2,252"
2021,10,30,"13,053","1,364",575,554,570,"1,060","1,715",381,"1,020","1,598","1,159",888,"2,169"
2021,10,40,"15,369","2,505","1,075",637,765,"1,232","1,570",445,"1,111","1,203","1,201","1,119","2,506"
2021,10,50,"15,832","2,360",982,764,845,"1,205","1,466",589,"1,307","1,179","1,221","1,139","2,775"
2021,10,60,"15,295","1,690",789,833,850,"1,319","1,350",719,"1,438","1,046","1,344","1,097","2,820"
2021,10,70,"8,412","1,020",423,553,437,681,817,454,808,557,804,550,"1,308"
2021,10,80,"2,885",404,145,244,136,217,266,140,267,208,316,140,402
2021,10,90,198,26,8,25,12,18,27,8,24,4,17,7,22
2021,10,100,6,2,1,0,1,1,0,0,0,0,0,0,1
2021,11,총,"99,042","14,174","5,844","4,748","5,128","8,126","10,030","3,471","7,796","7,929","8,078","6,879","16,839"
2021,11,0,"6,936","1,235",448,247,332,634,996,125,305,359,503,597,"1,155"
2021,11,10,"8,317","1,868",746,358,536,677,620,185,440,357,519,557,"1,454"
2021,11,20,"12,610","1,716",652,529,646,955,"1,208",397,"1,078","1,401",977,799,"2,252"
2021,11,30,"13,061","1,357",575,554,567,"1,101","1,702",399,"1,024","1,599","1,164",870,"2,149"
2021,11,40,"15,408","2,489","1,073",643,761,"1,260","1,579",454,"1,106","1,215","1,205","1,127","2,496"
2021,11,50,"15,818","2,372",988,758,843,"1,233","1,468",582,"1,292","1,175","1,216","1,127","2,764"
2021,11,60,"15,345","1,685",786,831,849,"1,350","1,340",728,"1,445","1,049","1,348","1,101","2,833"
2021,11,70,"8,429","1,014",421,557,443,681,824,451,810,562,812,551,"1,303"
2021,11,80,"2,913",411,147,247,138,216,266,142,273,207,316,141,409
2021,11,90,199,25,7,24,12,18,27,8,23,5,18,9,23
2021,11,100,6,2,1,0,1,1,0,0,0,0,0,0,1
2021,12,총,"99,761","14,122","5,817","4,734","5,120","8,186","9,944","4,440","7,798","7,924","8,051","6,875","16,750"
2021,12,0,"7,045","1,220",448,244,328,640,989,277,306,354,503,588,"1,148"
2021,12,10,"8,352","1,861",748,359,537,685,615,245,442,347,515,557,"1,441"
2021,12,20,"12,631","1,711",646,524,636,944,"1,191",484,"1,088","1,404",968,796,"2,239"
2021,12,30,"13,228","1,346",563,547,557,"1,108","1,686",657,"1,016","1,606","1,147",870,"2,125"
2021,12,40,"15,562","2,473","1,067",642,771,"1,276","1,571",622,"1,098","1,204","1,209","1,134","2,495"
2021,12,50,"15,861","2,354",989,757,837,"1,247","1,449",685,"1,297","1,173","1,212","1,123","2,738"
2021,12,60,"15,459","1,701",778,835,856,"1,355","1,329",821,"1,449","1,054","1,354","1,103","2,824"
2021,12,70,"8,479","1,012",426,555,445,693,818,490,805,566,808,555,"1,306"
2021,12,80,"2,938",418,143,248,140,218,268,150,274,211,317,140,411
2021,12,90,201,24,8,23,12,19,28,9,23,5,18,9,23
2021,12,100,5,2,1,0,1,1,0,0,0,0,0,0,0
