년도,월,나이,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020,9,총,"171,950","4,209","2,077","4,007","1,065",942,"1,291",809,757,746,"1,621","10,676","2,397",790,"2,010",525,"1,083","13,674","5,389","5,530","7,074","9,926","12,597","6,092","13,645","13,456","5,718","6,058","10,302","13,434","14,050"
2020,9,0,"14,905",351,211,451,20,25,45,20,15,19,34,"1,183",129,8,75,12,35,844,261,193,370,553,771,381,"1,870","1,127",357,381,"1,301","1,284","2,579"
2020,9,10,"18,683",357,232,255,67,27,102,31,34,35,82,"1,478",220,36,101,24,62,"1,417",390,395,590,839,"1,388",550,"2,273","1,861",600,731,"1,458","1,377","1,671"
2020,9,20,"24,695",456,212,553,96,74,144,53,43,68,145,"1,324",261,49,200,61,70,"2,323",777,621,959,"1,642","2,173",877,"1,833","2,205",888,932,"1,260","2,869","1,527"
2020,9,30,"21,426",488,215,802,77,71,90,46,48,43,94,"1,254",200,32,132,27,54,"1,470",684,500,747,"1,178","1,459",767,"1,775","1,517",609,556,"1,231","2,186","3,074"
2020,9,40,"27,130",597,330,593,120,100,175,75,111,110,186,"1,868",353,83,242,65,147,"1,980",853,814,"1,059","1,465","1,788",952,"2,445","2,131",790,853,"1,968","2,034","2,843"
2020,9,50,"28,505",758,365,562,210,197,261,171,135,149,339,"1,682",486,172,409,108,238,"2,242",885,"1,010","1,317","1,750","2,448","1,090","2,057","2,482",972,"1,146","1,578","1,871","1,415"
2020,9,60,"21,400",719,291,503,234,238,261,211,175,150,342,"1,152",412,207,480,131,257,"1,765",857,"1,047","1,123","1,413","1,665",900,918,"1,335",862,881,998,"1,191",682
2020,9,70,"11,147",348,165,216,151,124,148,131,137,120,263,533,229,134,258,66,139,"1,191",494,731,684,816,713,439,365,546,455,462,387,489,213
2020,9,80,"3,738",120,51,67,84,77,57,64,54,47,120,189,99,63,104,29,76,398,178,199,213,257,177,127,97,232,171,106,113,125,44
2020,9,90,299,15,4,5,6,9,7,7,5,5,15,13,8,6,8,2,5,38,9,17,12,13,13,9,9,20,13,9,8,7,2
2020,9,100,22,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,3,0,0,2,0,3,0,1,1,0,1,0
2020,10,총,"172,010","4,188","2,068","4,019","1,057",938,"1,291",809,755,745,"1,622","10,631","2,387",789,"2,000",516,"1,085","13,616","5,363","5,481","7,043","9,899","12,503","6,045","13,639","13,402","5,675","6,044","10,240","13,449","14,711"
2020,10,0,"14,816",347,205,448,20,25,45,20,14,19,34,"1,170",129,8,72,11,35,835,253,182,362,536,760,377,"1,853","1,104",351,373,"1,283","1,280","2,665"
2020,10,10,"18,661",361,228,254,64,27,102,31,33,35,81,"1,484",217,34,101,23,61,"1,388",392,390,582,832,"1,363",541,"2,285","1,855",594,732,"1,452","1,357","1,762"
2020,10,20,"24,751",450,215,551,98,73,144,52,43,66,144,"1,324",259,51,197,59,73,"2,326",763,622,960,"1,653","2,153",865,"1,846","2,197",878,936,"1,259","2,891","1,603"
2020,10,30,"21,361",486,211,801,72,69,88,46,48,44,94,"1,230",197,32,132,26,54,"1,464",677,488,737,"1,147","1,443",759,"1,748","1,525",597,549,"1,207","2,196","3,194"
2020,10,40,"27,111",578,330,601,121,100,171,74,110,106,181,"1,850",354,83,238,61,145,"1,963",848,801,"1,045","1,469","1,779",943,"2,456","2,115",787,846,"1,958","2,023","2,975"
2020,10,50,"28,533",754,363,567,208,192,269,171,135,150,342,"1,677",484,172,410,109,239,"2,228",890,"1,001","1,314","1,763","2,436","1,081","2,043","2,463",963,"1,148","1,566","1,878","1,517"
2020,10,60,"21,552",727,295,510,232,242,258,214,173,150,344,"1,164",415,206,479,131,259,"1,772",860,"1,049","1,136","1,415","1,665",901,934,"1,341",864,884,"1,011","1,201",720
2020,10,70,"11,155",349,164,216,152,124,147,131,140,123,267,530,228,133,257,66,138,"1,192",492,728,684,811,714,442,365,551,455,461,382,485,228
2020,10,80,"3,748",121,52,67,84,77,59,64,54,47,119,189,95,64,105,28,76,405,178,201,210,258,176,127,97,230,173,105,114,129,44
2020,10,90,301,15,4,4,6,9,7,6,5,5,15,13,9,6,8,2,5,37,9,16,13,15,13,9,9,21,12,9,8,8,3
2020,10,100,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,3,0,0,1,0,3,0,1,1,0,1,0
2020,11,총,"171,968","4,159","2,056","4,059","1,051",940,"1,292",807,756,749,"1,619","10,599","2,389",793,"1,985",513,"1,082","13,537","5,339","5,444","7,046","9,853","12,451","6,012","13,626","13,370","5,657","6,010","10,183","13,498","15,093"
2020,11,0,"14,766",352,202,450,21,26,45,20,14,18,35,"1,159",128,8,70,11,34,824,251,177,360,520,751,370,"1,836","1,102",346,359,"1,269","1,272","2,736"
2020,11,10,"18,590",351,228,252,62,26,101,31,34,34,80,"1,483",213,33,99,23,58,"1,378",388,382,578,819,"1,363",534,"2,285","1,836",594,731,"1,452","1,345","1,797"
2020,11,20,"24,777",445,216,558,96,72,145,51,44,69,140,"1,308",265,53,196,59,74,"2,306",769,616,955,"1,649","2,137",858,"1,856","2,198",873,934,"1,254","2,934","1,647"
2020,11,30,"21,312",484,208,806,69,69,89,45,46,46,95,"1,234",197,35,124,26,53,"1,444",661,492,729,"1,135","1,421",750,"1,740","1,513",595,542,"1,184","2,200","3,280"
2020,11,40,"27,034",569,327,609,122,102,169,68,109,102,177,"1,829",352,81,238,59,142,"1,958",842,786,"1,047","1,461","1,776",941,"2,444","2,101",777,841,"1,945","2,013","3,047"
2020,11,50,"28,544",752,362,570,206,188,269,173,136,150,342,"1,681",484,170,407,109,238,"2,209",887,994,"1,315","1,769","2,426","1,081","2,045","2,462",967,"1,137","1,567","1,892","1,556"
2020,11,60,"21,675",720,290,523,233,247,257,219,175,152,347,"1,171",422,209,480,132,263,"1,776",861,"1,050","1,144","1,412","1,668",903,942,"1,358",863,888,"1,009","1,211",750
2020,11,70,"11,169",349,165,219,151,125,150,130,140,124,267,532,225,133,255,63,139,"1,190",494,724,688,813,719,439,367,548,456,462,383,487,232
2020,11,80,"3,778",122,53,68,85,76,59,64,54,49,120,190,93,64,108,29,76,406,176,202,217,260,176,128,100,232,173,106,112,135,45
2020,11,90,302,15,4,4,6,9,7,6,4,5,15,12,10,7,7,2,5,40,9,18,13,15,12,8,9,20,12,9,8,8,3
2020,11,100,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,3,0,0,2,0,2,0,1,1,0,1,0
2020,12,총,"172,107","4,137","2,061","4,115","1,052",932,"1,293",805,758,752,"1,615","10,593","2,376",793,"1,988",504,"1,086","13,476","5,327","5,437","7,036","9,815","12,407","5,984","13,632","13,325","5,636","6,020","10,150","13,556","15,446"
2020,12,0,"14,731",349,201,460,21,26,46,20,14,19,33,"1,151",124,10,68,10,35,825,248,172,355,522,739,360,"1,818","1,085",347,359,"1,254","1,281","2,779"
2020,12,10,"18,597",347,225,258,61,25,102,31,32,33,83,"1,489",212,32,98,23,55,"1,362",389,380,563,812,"1,350",534,"2,287","1,829",587,734,"1,456","1,347","1,861"
2020,12,20,"24,825",435,222,569,98,74,143,49,44,72,136,"1,303",261,52,198,58,74,"2,315",776,624,951,"1,641","2,143",856,"1,853","2,196",863,926,"1,255","2,959","1,679"
2020,12,30,"21,267",486,208,809,68,66,88,45,46,45,96,"1,230",193,35,122,25,55,"1,425",641,493,734,"1,118","1,411",744,"1,719","1,507",596,547,"1,152","2,207","3,356"
2020,12,40,"27,057",561,322,621,122,103,169,67,111,100,177,"1,815",350,80,238,57,142,"1,937",839,779,"1,046","1,465","1,769",936,"2,473","2,072",778,839,"1,954","2,003","3,132"
2020,12,50,"28,467",738,364,576,204,183,268,171,137,150,339,"1,667",483,171,408,108,238,"2,189",890,992,"1,319","1,747","2,408","1,070","2,053","2,467",957,"1,141","1,557","1,898","1,574"
2020,12,60,"21,861",729,297,529,240,246,259,221,175,154,349,"1,202",425,207,485,132,268,"1,789",860,"1,051","1,143","1,424","1,673",908,952,"1,369",861,895,"1,020","1,222",776
2020,12,70,"11,166",354,164,221,150,125,149,129,141,125,266,532,223,135,254,60,136,"1,182",493,727,692,811,719,437,367,546,455,461,380,492,240
2020,12,80,"3,817",123,53,68,83,74,61,66,54,49,121,193,95,64,110,29,77,409,180,198,220,260,181,132,99,233,178,109,113,139,46
2020,12,90,299,15,4,4,5,10,7,6,4,5,14,11,10,7,6,2,6,37,10,18,13,15,12,7,9,21,13,8,9,8,3
2020,12,100,20,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,3,0,0,2,0,2,0,1,1,0,0,0
2021,1,총,"172,072","4,135","2,059","4,141","1,056",934,"1,289",804,751,760,"1,621","10,563","2,378",782,"1,988",502,"1,090","13,432","5,337","5,415","6,998","9,768","12,350","5,959","13,641","13,299","5,620","5,987","10,123","13,570","15,720"
2021,1,0,"14,603",350,203,460,20,24,47,19,14,19,31,"1,135",122,10,68,11,35,820,247,173,349,508,724,356,"1,809","1,067",340,352,"1,224","1,276","2,790"
2021,1,10,"18,623",352,223,258,61,29,101,31,32,39,81,"1,485",215,29,101,20,54,"1,346",386,373,560,816,"1,337",532,"2,285","1,826",592,734,"1,455","1,329","1,941"
2021,1,20,"24,779",430,223,570,94,73,141,50,39,72,138,"1,305",257,49,192,56,77,"2,317",785,620,944,"1,625","2,129",841,"1,859","2,201",860,911,"1,262","2,966","1,693"
2021,1,30,"21,255",493,205,821,70,68,87,47,47,45,94,"1,232",191,33,124,26,52,"1,409",638,494,720,"1,120","1,407",747,"1,718","1,498",589,549,"1,131","2,205","3,395"
2021,1,40,"26,996",553,324,616,121,98,168,62,111,99,176,"1,794",348,77,238,55,143,"1,935",840,778,"1,036","1,439","1,751",926,"2,481","2,060",773,838,"1,950","2,004","3,202"
2021,1,50,"28,422",734,365,581,205,185,272,169,132,151,344,"1,657",483,170,401,108,239,"2,171",889,981,"1,317","1,735","2,386","1,064","2,051","2,466",964,"1,125","1,564","1,904","1,609"
2021,1,60,"22,026",737,296,538,245,244,255,225,178,156,354,"1,210",431,206,492,133,271,"1,797",858,"1,049","1,146","1,439","1,695",918,958,"1,383",846,897,"1,031","1,241",797
2021,1,70,"11,194",350,164,224,152,127,150,128,138,126,266,537,225,138,251,62,134,"1,185",502,725,690,812,723,437,365,543,462,460,377,498,243
2021,1,80,"3,849",123,51,69,83,76,61,66,55,48,122,197,96,63,112,28,78,410,178,200,225,259,185,132,103,234,181,111,120,138,45
2021,1,90,305,13,4,4,5,10,6,7,5,5,14,10,10,7,8,3,7,36,13,19,11,15,11,6,10,21,13,9,9,9,5
2021,1,100,20,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,6,1,3,0,0,2,0,2,0,0,1,0,0,0
2021,2,총,"171,924","4,130","2,065","4,203","1,048",930,"1,283",802,748,747,"1,614","10,547","2,378",779,"1,984",503,"1,082","13,470","5,329","5,386","6,964","9,739","12,349","5,917","13,624","13,201","5,582","5,980","10,099","13,601","15,840"
2021,2,0,"14,533",341,197,467,20,24,48,19,14,19,32,"1,130",121,10,68,10,34,822,243,169,338,502,724,349,"1,795","1,053",340,351,"1,206","1,278","2,809"
2021,2,10,"18,547",350,232,265,60,28,101,30,32,32,79,"1,478",212,29,101,22,50,"1,341",386,363,561,813,"1,334",520,"2,285","1,792",586,734,"1,454","1,321","1,956"
2021,2,20,"24,680",433,218,573,94,72,133,47,37,72,135,"1,300",258,48,188,55,78,"2,315",778,615,945,"1,617","2,123",840,"1,839","2,188",849,898,"1,237","2,994","1,701"
2021,2,30,"21,190",490,207,840,69,70,86,49,47,43,89,"1,228",190,30,123,25,48,"1,427",641,492,703,"1,113","1,395",723,"1,708","1,482",576,551,"1,127","2,201","3,417"
2021,2,40,"26,948",552,321,625,117,94,165,61,107,93,173,"1,785",348,76,237,56,145,"1,929",839,776,"1,025","1,431","1,748",926,"2,483","2,048",774,837,"1,956","2,001","3,220"
2021,2,50,"28,432",737,368,587,206,184,277,169,132,150,349,"1,663",481,170,399,107,236,"2,183",883,969,"1,309","1,727","2,381","1,056","2,066","2,442",959,"1,127","1,572","1,903","1,640"
2021,2,60,"22,166",740,303,549,243,243,257,225,180,160,353,"1,217",435,206,494,136,271,"1,808",858,"1,051","1,152","1,445","1,715",927,966,"1,396",843,896,"1,038","1,250",809
2021,2,70,"11,198",351,161,225,149,127,148,129,137,125,265,537,225,139,252,61,136,"1,182",508,719,691,816,726,435,368,544,460,464,377,503,238
2021,2,80,"3,898",123,53,67,85,78,60,66,56,48,124,199,98,64,114,28,77,420,178,209,228,260,189,135,102,235,182,111,123,141,45
2021,2,90,310,13,4,5,5,10,7,7,6,5,14,9,10,7,7,3,7,36,14,19,12,15,12,6,10,21,13,10,9,9,5
2021,2,100,22,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,7,1,4,0,0,2,0,2,0,0,1,0,0,0
2021,3,총,"171,573","4,128","2,054","4,234","1,046",930,"1,270",794,743,739,"1,612","10,525","2,370",776,"1,973",501,"1,083","13,467","5,276","5,327","6,955","9,701","12,269","5,907","13,578","13,187","5,553","5,951","10,071","13,626","15,927"
2021,3,0,"14,447",344,189,466,20,25,48,19,14,19,32,"1,122",119,8,68,10,33,822,236,170,330,493,716,350,"1,779","1,040",336,349,"1,201","1,277","2,812"
