년도,월,나이,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2020,5,40,"35,903",350,"2,044",290,"1,796","1,677",663,736,641,602,"1,411",478,"2,120",489,"3,244","3,275","1,635","1,979","3,298","1,282","1,873","2,775",949,"2,296"
2020,5,50,"38,486",443,"1,618",504,"1,380","1,721","1,012","1,122",656,839,"1,496",589,"2,377",617,"2,725","2,844","2,052","2,273","3,580","1,776","2,653","2,718","1,304","2,187"
2020,5,60,"25,065",343,"1,261",460,846,"1,100",938,796,560,711,"1,250",487,"1,687",593,"1,728","2,008","1,478","1,433","1,585","1,224","1,730",931,"1,077",839
2020,5,70,"11,834",228,669,202,439,622,496,386,313,418,736,212,658,288,834,793,622,702,629,506,675,412,576,418
2020,5,80,"4,081",73,287,51,160,213,200,120,119,148,267,79,236,107,224,196,249,205,235,172,260,190,136,154
2020,5,90,265,6,28,7,19,9,8,13,9,6,22,3,8,7,11,9,18,10,19,8,13,8,13,11
2020,5,100,17,2,1,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,1,0
2020,6,총,"218,514","2,508","11,307","2,291","9,484","9,985","4,807","5,625","4,655","4,537","9,446","4,087","13,747","3,476","16,878","18,752","11,263","12,310","18,233","8,701","13,612","14,346","6,445","12,019"
2020,6,0,"17,827",153,"1,225",96,"1,180",939,139,321,150,174,663,100,"1,093",194,"1,671","2,393",721,890,"1,435",521,948,"1,280",350,"1,191"
2020,6,10,"23,072",180,"1,042",139,"1,164","1,180",274,500,262,284,606,214,"1,571",237,"1,972","1,618","1,005","1,362","2,757",860,"1,423","2,397",329,"1,696"
2020,6,20,"33,231",320,"1,337",286,"1,107","1,315",628,984,"1,293",752,"1,695","1,322","2,229",456,"1,911","2,175","1,973","1,968","2,904","1,418","2,375","2,223",798,"1,762"
2020,6,30,"28,376",329,"1,822",257,"1,393","1,217",454,655,675,618,"1,286",614,"1,750",494,"2,194","3,405","1,515","1,483","1,811",930,"1,662","1,422",926,"1,464"
2020,6,40,"35,946",400,"2,016",287,"1,784","1,669",654,728,637,595,"1,417",470,"2,135",490,"3,367","3,301","1,630","1,977","3,279","1,267","1,865","2,752",946,"2,280"
2020,6,50,"38,549",453,"1,619",503,"1,375","1,718","1,010","1,111",643,832,"1,494",585,"2,372",612,"2,874","2,844","2,051","2,267","3,563","1,771","2,650","2,721","1,298","2,183"
2020,6,60,"25,237",356,"1,259",461,863,"1,097",940,807,555,708,"1,245",488,"1,689",591,"1,806","2,009","1,478","1,445","1,593","1,243","1,737",942,"1,073",852
2020,6,70,"11,905",236,672,203,441,624,498,386,310,422,747,211,658,290,848,798,626,700,640,507,677,413,575,423
2020,6,80,"4,089",73,287,51,158,217,200,119,121,146,267,79,240,106,224,199,246,208,232,175,261,187,136,157
2020,6,90,265,6,27,7,19,9,8,14,9,6,21,3,9,6,11,9,18,10,19,9,13,8,13,11
2020,6,100,17,2,1,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,1,0
2020,7,총,"218,914","2,538","11,262","2,294","9,489","9,947","4,803","5,612","4,669","4,539","9,442","4,121","13,703","3,441","17,504","18,742","11,266","12,299","18,213","8,676","13,594","14,337","6,429","11,994"
2020,7,0,"17,821",169,"1,208",95,"1,176",935,141,320,152,178,653,104,"1,078",188,"1,746","2,400",717,881,"1,425",512,943,"1,275",346,"1,179"
2020,7,10,"22,975",179,"1,036",139,"1,169","1,178",276,492,262,281,600,207,"1,554",231,"1,992","1,607",997,"1,364","2,741",852,"1,413","2,380",329,"1,696"
2020,7,20,"33,419",319,"1,341",292,"1,106","1,306",617,979,"1,299",743,"1,717","1,347","2,234",449,"2,021","2,181","1,997","1,963","2,915","1,406","2,367","2,249",793,"1,778"
2020,7,30,"28,420",353,"1,808",260,"1,387","1,218",455,654,676,623,"1,282",621,"1,736",484,"2,307","3,374","1,502","1,480","1,797",933,"1,678","1,420",933,"1,439"
2020,7,40,"35,934",410,"2,009",291,"1,781","1,651",653,734,631,591,"1,408",469,"2,128",492,"3,459","3,313","1,628","1,964","3,265","1,260","1,853","2,733",940,"2,271"
2020,7,50,"38,617",445,"1,626",495,"1,379","1,717","1,003","1,106",650,829,"1,489",586,"2,366",604,"2,998","2,839","2,053","2,259","3,568","1,773","2,644","2,717","1,284","2,187"
2020,7,60,"25,360",356,"1,246",461,861,"1,094",946,803,560,717,"1,255",494,"1,689",588,"1,876","2,009","1,476","1,462","1,596","1,247","1,742",954,"1,076",852
2020,7,70,"11,965",229,675,202,446,620,502,393,309,427,741,211,667,293,863,806,628,705,651,506,677,412,577,425
2020,7,80,"4,117",71,285,50,165,218,200,116,121,144,271,78,240,107,231,203,250,211,236,178,262,188,137,155
2020,7,90,269,5,27,8,19,10,8,15,9,6,21,3,10,5,11,9,18,10,19,9,14,8,13,12
2020,7,100,17,2,1,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,1,0
2020,8,총,"219,016","2,487","11,269","2,295","9,452","9,942","4,793","5,594","4,703","4,520","9,425","4,149","13,706","3,435","17,797","18,716","11,296","12,370","18,197","8,673","13,558","14,302","6,400","11,937"
2020,8,0,"17,772",164,"1,205",94,"1,170",929,140,315,147,174,644,103,"1,086",187,"1,787","2,399",719,873,"1,418",507,927,"1,272",337,"1,175"
2020,8,10,"22,820",180,"1,026",138,"1,146","1,173",269,491,259,277,600,204,"1,551",227,"1,998","1,592",992,"1,358","2,728",839,"1,404","2,365",326,"1,677"
2020,8,20,"33,579",304,"1,356",290,"1,108","1,322",612,969,"1,339",745,"1,719","1,382","2,231",453,"2,080","2,174","2,017","1,979","2,929","1,404","2,361","2,253",780,"1,772"
2020,8,30,"28,417",354,"1,808",264,"1,373","1,207",457,655,679,627,"1,268",618,"1,737",473,"2,349","3,356","1,510","1,507","1,787",941,"1,687","1,417",932,"1,411"
2020,8,40,"35,876",408,"2,013",290,"1,785","1,639",649,738,630,588,"1,409",463,"2,129",492,"3,515","3,311","1,618","1,973","3,244","1,250","1,818","2,711",930,"2,273"
2020,8,50,"38,576",429,"1,619",493,"1,373","1,711","1,003","1,094",651,815,"1,489",588,"2,361",607,"3,039","2,832","2,049","2,260","3,560","1,774","2,648","2,724","1,284","2,173"
2020,8,60,"25,561",349,"1,257",467,870,"1,110",945,808,561,720,"1,261",497,"1,699",589,"1,907","2,028","1,489","1,478","1,620","1,262","1,751",949,"1,085",859
2020,8,70,"11,988",222,673,200,440,624,508,394,309,426,734,213,662,294,876,811,632,712,653,511,681,408,577,428
2020,8,80,"4,136",70,283,50,168,216,200,115,119,142,276,77,239,108,234,202,253,218,239,175,265,194,136,157
2020,8,90,274,5,28,8,19,11,8,15,9,6,20,3,10,5,12,10,17,12,19,10,15,8,12,12
2020,8,100,17,2,1,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,1,0
2020,9,총,"219,416","2,454","11,318","2,292","9,419","9,914","4,786","5,532","4,698","4,509","9,410","4,174","14,009","3,399","18,256","18,723","11,297","12,367","18,154","8,656","13,524","14,225","6,363","11,937"
2020,9,0,"17,717",166,"1,193",95,"1,154",934,142,309,150,168,627,100,"1,125",175,"1,837","2,382",706,867,"1,406",506,918,"1,257",330,"1,170"
2020,9,10,"22,753",178,"1,024",136,"1,153","1,169",262,480,256,270,603,200,"1,572",226,"2,023","1,594",983,"1,351","2,714",834,"1,394","2,336",320,"1,675"
2020,9,20,"33,714",293,"1,375",286,"1,100","1,303",609,954,"1,351",748,"1,741","1,405","2,283",445,"2,164","2,165","2,038","1,984","2,931","1,384","2,361","2,246",779,"1,769"
2020,9,30,"28,523",366,"1,823",266,"1,361","1,202",455,650,680,635,"1,260",625,"1,807",472,"2,451","3,373","1,502","1,493","1,770",930,"1,667","1,409",922,"1,404"
2020,9,40,"35,840",398,"2,030",289,"1,775","1,629",649,724,620,582,"1,391",467,"2,175",486,"3,563","3,310","1,618","1,975","3,209","1,255","1,805","2,684",917,"2,289"
2020,9,50,"38,672",423,"1,618",493,"1,384","1,708",996,"1,084",643,812,"1,487",588,"2,394",604,"3,122","2,831","2,048","2,262","3,566","1,777","2,644","2,730","1,294","2,164"
2020,9,60,"25,739",342,"1,268",469,866,"1,110",956,807,562,721,"1,266",498,"1,727",589,"1,954","2,040","1,495","1,489","1,639","1,275","1,762",960,"1,079",865
2020,9,70,"11,996",217,670,196,440,629,505,392,306,422,733,209,672,292,898,811,633,713,655,508,688,403,572,432
2020,9,80,"4,166",64,289,52,167,219,201,116,121,145,277,77,243,105,231,206,257,220,245,177,269,191,137,157
2020,9,90,277,5,26,9,19,11,9,16,9,6,20,4,10,5,13,10,17,13,19,10,15,8,11,12
2020,9,100,19,2,2,1,0,0,2,0,0,0,5,1,1,0,0,1,0,0,0,0,1,1,2,0
2020,10,총,"219,603","2,439","11,335","2,285","9,428","9,910","4,774","5,520","4,710","4,502","9,415","4,168","14,195","3,383","18,496","18,733","11,267","12,325","18,123","8,623","13,477","14,189","6,351","11,955"
2020,10,0,"17,633",166,"1,181",94,"1,154",929,139,304,150,162,617,98,"1,150",168,"1,875","2,366",701,862,"1,376",494,904,"1,249",326,"1,168"
2020,10,10,"22,700",178,"1,031",131,"1,152","1,159",258,471,250,273,601,192,"1,581",229,"2,032","1,604",970,"1,349","2,709",828,"1,380","2,322",319,"1,681"
2020,10,20,"33,758",291,"1,384",285,"1,107","1,309",610,957,"1,353",744,"1,754","1,407","2,307",440,"2,192","2,169","2,039","1,975","2,928","1,383","2,349","2,234",770,"1,771"
2020,10,30,"28,459",360,"1,822",268,"1,341","1,196",447,658,686,637,"1,251",628,"1,839",468,"2,488","3,334","1,483","1,475","1,771",925,"1,669","1,388",920,"1,405"
2020,10,40,"35,806",394,"2,025",289,"1,794","1,630",657,716,627,580,"1,399",465,"2,201",487,"3,584","3,315","1,605","1,967","3,175","1,238","1,794","2,677",914,"2,273"
2020,10,50,"38,750",422,"1,611",485,"1,374","1,710",998,"1,081",645,809,"1,480",592,"2,418",603,"3,178","2,849","2,054","2,249","3,576","1,775","2,624","2,747","1,286","2,184"
2020,10,60,"25,946",341,"1,282",473,876,"1,115",943,810,556,722,"1,270",501,"1,761",587,"1,995","2,063","1,501","1,508","1,663","1,283","1,781",963,"1,082",870
2020,10,70,"12,068",218,681,196,443,631,510,390,312,423,739,205,679,292,905,814,638,710,661,510,687,403,583,438
2020,10,80,"4,184",61,288,53,168,219,202,118,121,148,279,75,247,105,234,209,258,217,245,177,272,197,138,153
2020,10,90,279,6,28,10,19,12,8,15,10,4,20,4,11,4,12,9,18,13,19,10,16,8,11,12
2020,10,100,20,2,2,1,0,0,2,0,0,0,5,1,1,0,1,1,0,0,0,0,1,1,2,0
2020,11,총,"219,512","2,416","11,346","2,278","9,408","9,899","4,761","5,511","4,693","4,488","9,393","4,177","14,270","3,376","18,606","18,701","11,246","12,352","18,071","8,621","13,447","14,185","6,336","11,931"
2020,11,0,"17,496",167,"1,172",92,"1,143",911,136,313,150,163,608,96,"1,154",168,"1,870","2,352",696,857,"1,344",496,884,"1,241",317,"1,166"
2020,11,10,"22,633",175,"1,036",127,"1,153","1,165",257,466,239,273,602,188,"1,592",222,"2,028","1,602",966,"1,353","2,682",832,"1,371","2,313",322,"1,669"
2020,11,20,"33,791",289,"1,388",285,"1,113","1,307",612,937,"1,354",734,"1,752","1,418","2,316",435,"2,228","2,155","2,036","1,971","2,939","1,379","2,354","2,251",765,"1,773"
2020,11,30,"28,348",354,"1,832",268,"1,325","1,189",443,660,694,633,"1,242",630,"1,834",466,"2,491","3,311","1,467","1,484","1,768",912,"1,666","1,375",912,"1,392"
2020,11,40,"35,752",394,"2,021",289,"1,793","1,631",649,721,608,572,"1,397",467,"2,222",489,"3,579","3,332","1,598","1,967","3,158","1,246","1,779","2,658",916,"2,266"
2020,11,50,"38,779",416,"1,609",481,"1,375","1,716",993,"1,076",646,813,"1,476",592,"2,427",599,"3,222","2,835","2,056","2,267","3,578","1,764","2,622","2,757","1,281","2,178"
2020,11,60,"26,087",338,"1,287",473,868,"1,112",949,819,557,724,"1,275",500,"1,775",588,"2,024","2,079","1,504","1,511","1,678","1,296","1,787",974,"1,088",881
2020,11,70,"12,114",216,681,198,450,633,506,384,313,423,733,206,690,299,909,818,645,712,664,506,697,408,582,441
2020,11,80,"4,208",59,291,54,169,223,206,122,121,149,280,75,250,105,241,207,259,216,241,180,269,198,139,154
2020,11,90,283,6,27,10,19,12,8,13,11,4,22,4,9,5,13,9,19,14,19,10,17,9,12,11
2020,11,100,21,2,2,1,0,0,2,0,0,0,6,1,1,0,1,1,0,0,0,0,1,1,2,0
2020,12,총,"219,197","2,401","11,338","2,273","9,383","9,881","4,747","5,488","4,733","4,503","9,347","4,200","14,246","3,377","18,705","18,639","11,218","12,299","18,035","8,615","13,418","14,151","6,293","11,907"
2020,12,0,"17,393",164,"1,167",90,"1,127",906,131,315,152,167,592,98,"1,163",168,"1,860","2,333",700,853,"1,341",495,887,"1,229",305,"1,150"
2020,12,10,"22,530",174,"1,038",128,"1,154","1,160",250,465,238,274,598,182,"1,582",222,"2,039","1,608",956,"1,330","2,660",836,"1,353","2,315",317,"1,651"
2020,12,20,"33,686",288,"1,391",278,"1,108","1,303",607,930,"1,379",734,"1,746","1,438","2,301",438,"2,231","2,133","2,016","1,952","2,914","1,374","2,359","2,223",760,"1,783"
2020,12,30,"28,245",353,"1,837",269,"1,317","1,173",443,653,710,638,"1,225",631,"1,845",467,"2,493","3,276","1,458","1,478","1,760",913,"1,655","1,354",910,"1,387"
2020,12,40,"35,656",388,"2,008",288,"1,792","1,638",651,712,597,576,"1,406",471,"2,215",493,"3,588","3,325","1,585","1,949","3,150","1,242","1,771","2,657",907,"2,247"
2020,12,50,"38,749",415,"1,601",476,"1,372","1,710",988,"1,076",648,815,"1,470",592,"2,422",596,"3,269","2,848","2,044","2,260","3,586","1,745","2,596","2,764","1,271","2,185"
2020,12,60,"26,209",336,"1,287",478,872,"1,111",957,817,563,717,"1,268",503,"1,770",584,"2,048","2,080","1,523","1,524","1,694","1,309","1,808",985,"1,082",893
2020,12,70,"12,160",218,683,202,449,639,504,387,315,427,733,206,688,297,916,816,651,713,669,506,694,412,589,446
2020,12,80,"4,256",56,296,53,173,229,206,120,119,149,280,74,248,108,246,210,265,226,242,185,277,202,138,154
2020,12,90,292,7,28,10,19,12,8,13,12,6,23,4,11,4,14,9,20,14,19,10,17,9,12,11
2020,12,100,21,2,2,1,0,0,2,0,0,0,6,1,1,0,1,1,0,0,0,0,1,1,2,0
2021,1,총,"218,975","2,393","11,339","2,268","9,379","9,850","4,738","5,469","4,704","4,502","9,317","4,194","14,267","3,365","18,750","18,619","11,198","12,269","17,980","8,592","13,436","14,144","6,294","11,908"
2021,1,0,"17,220",163,"1,151",90,"1,117",898,129,312,148,162,582,98,"1,156",165,"1,859","2,312",694,842,"1,336",478,884,"1,205",303,"1,136"
2021,1,10,"22,437",170,"1,047",124,"1,164","1,158",248,465,231,273,594,181,"1,567",222,"2,029","1,609",945,"1,314","2,640",835,"1,353","2,312",316,"1,640"
2021,1,20,"33,564",291,"1,386",282,"1,110","1,296",594,921,"1,371",727,"1,740","1,417","2,292",435,"2,254","2,120","1,996","1,949","2,897","1,366","2,343","2,226",757,"1,794"
2021,1,30,"28,204",353,"1,834",273,"1,299","1,156",445,647,706,648,"1,203",642,"1,866",472,"2,488","3,247","1,464","1,463","1,762",910,"1,675","1,352",912,"1,387"
2021,1,40,"35,489",387,"2,014",281,"1,792","1,627",640,713,590,578,"1,401",469,"2,211",481,"3,585","3,337","1,565","1,946","3,114","1,237","1,761","2,626",902,"2,232"
2021,1,50,"38,813",410,"1,602",474,"1,381","1,710",996,"1,064",638,808,"1,469",595,"2,429",592,"3,294","2,854","2,038","2,246","3,604","1,747","2,603","2,790","1,272","2,197"
2021,1,60,"26,430",336,"1,286",479,877,"1,121",960,826,570,720,"1,275",501,"1,789",585,"2,055","2,094","1,553","1,549","1,701","1,317","1,836","1,007","1,085",908
2021,1,70,"12,185",216,684,202,443,639,503,384,316,430,734,212,700,301,919,821,656,716,668,509,681,412,590,449
2021,1,80,"4,314",58,303,53,177,232,212,124,122,150,290,73,245,108,253,214,269,229,239,184,281,203,141,154
2021,1,90,298,7,30,9,19,13,9,13,12,6,23,5,11,4,13,10,18,15,19,9,18,10,14,11
2021,1,100,21,2,2,1,0,0,2,0,0,0,6,1,1,0,1,1,0,0,0,0,1,1,2,0
2021,2,총,"218,625","2,393","11,309","2,268","9,353","9,813","4,724","5,441","4,718","4,507","9,322","4,198","14,283","3,351","18,741","18,592","11,186","12,264","17,947","8,572","13,390","14,091","6,279","11,883"
2021,2,0,"17,125",165,"1,148",89,"1,093",904,132,305,147,159,577,100,"1,147",167,"1,848","2,311",677,846,"1,329",477,870,"1,192",307,"1,135"
2021,2,10,"22,305",169,"1,042",125,"1,171","1,150",246,467,235,272,597,179,"1,571",220,"2,020","1,609",931,"1,297","2,607",827,"1,338","2,289",316,"1,627"
2021,2,20,"33,480",293,"1,365",280,"1,106","1,271",587,909,"1,385",744,"1,751","1,430","2,290",423,"2,252","2,107","2,015","1,938","2,907","1,357","2,330","2,209",744,"1,787"
2021,2,30,"28,070",349,"1,832",276,"1,292","1,142",439,640,702,643,"1,197",635,"1,874",469,"2,487","3,213","1,459","1,466","1,755",899,"1,661","1,352",906,"1,382"
2021,2,40,"35,358",387,"2,020",280,"1,779","1,628",633,711,594,579,"1,398",467,"2,207",486,"3,568","3,347","1,553","1,933","3,091","1,233","1,730","2,610",912,"2,212"
2021,2,50,"38,774",412,"1,604",470,"1,387","1,699",984,"1,059",629,799,"1,467",595,"2,429",587,"3,304","2,852","2,041","2,252","3,600","1,736","2,618","2,789","1,254","2,207"
2021,2,60,"26,618",334,"1,277",483,885,"1,127",971,829,575,720,"1,280",500,"1,808",590,"2,068","2,102","1,551","1,569","1,725","1,332","1,857","1,020","1,097",918
2021,2,70,"12,209",217,682,201,445,642,508,388,315,434,730,211,701,298,919,825,669,714,671,514,686,413,581,445
2021,2,80,"4,363",58,307,54,177,236,213,121,124,151,297,75,242,107,260,215,271,235,243,188,281,203,146,159
2021,2,90,303,8,30,9,18,14,9,12,12,6,22,5,13,4,14,10,19,14,19,9,18,13,14,11
2021,2,100,20,1,2,1,0,0,2,0,0,0,6,1,1,0,1,1,0,0,0,0,1,1,2,0
2021,3,총,"218,197","2,388","11,297","2,260","9,347","9,798","4,693","5,430","4,721","4,499","9,296","4,189","14,315","3,312","18,718","18,575","11,213","12,247","17,857","8,572","13,332","14,034","6,253","11,851"
2021,3,0,"17,010",166,"1,144",89,"1,094",902,133,299,144,158,574,97,"1,148",156,"1,841","2,315",674,841,"1,304",468,857,"1,178",305,"1,123"
2021,3,10,"22,167",169,"1,030",121,"1,167","1,147",238,463,233,268,592,182,"1,574",216,"2,016","1,596",929,"1,286","2,587",821,"1,331","2,274",308,"1,619"
2021,3,20,"33,448",286,"1,387",284,"1,103","1,267",581,908,"1,397",730,"1,747","1,427","2,302",409,"2,243","2,100","2,049","1,936","2,880","1,359","2,305","2,206",754,"1,788"
2021,3,30,"27,987",357,"1,826",281,"1,297","1,126",439,636,697,645,"1,190",635,"1,876",467,"2,471","3,200","1,460","1,472","1,733",900,"1,660","1,351",898,"1,370"
2021,3,40,"35,154",378,"2,004",273,"1,774","1,628",619,709,590,584,"1,384",469,"2,198",475,"3,565","3,344","1,539","1,913","3,065","1,229","1,723","2,582",908,"2,201"
2021,3,50,"38,670",411,"1,593",465,"1,383","1,698",974,"1,058",633,790,"1,460",592,"2,423",579,"3,301","2,861","2,035","2,261","3,605","1,727","2,604","2,796","1,232","2,189"
2021,3,60,"26,789",338,"1,280",479,886,"1,140",979,832,580,728,"1,286",492,"1,831",599,"2,069","2,104","1,566","1,576","1,748","1,352","1,860","1,014","1,103",947
2021,3,70,"12,272",216,689,206,441,637,507,393,313,435,736,212,708,299,939,831,671,710,675,518,691,417,581,447
2021,3,80,"4,382",58,312,53,184,239,214,121,123,155,299,77,242,107,259,210,272,237,242,188,281,203,148,158
2021,3,90,302,8,30,8,18,14,9,11,11,6,22,5,12,5,14,13,18,15,18,10,19,13,14,9
2021,3,100,16,1,2,1,0,0,0,0,0,0,6,1,1,0,0,1,0,0,0,0,1,0,2,0
2021,4,총,"218,144","2,386","11,290","2,256","9,322","9,779","4,678","5,403","4,700","4,490","9,256","4,187","14,648","3,287","18,716","18,566","11,235","12,220","17,805","8,545","13,305","14,001","6,243","11,826"
2021,4,0,"16,979",169,"1,137",88,"1,090",897,132,290,142,159,565,94,"1,197",148,"1,826","2,315",681,830,"1,294",466,863,"1,177",303,"1,116"
2021,4,10,"22,122",167,"1,021",121,"1,171","1,146",232,459,230,266,595,182,"1,611",209,"2,021","1,603",926,"1,283","2,576",814,"1,316","2,264",306,"1,603"
2021,4,20,"33,420",286,"1,403",286,"1,089","1,263",575,908,"1,393",723,"1,742","1,419","2,348",414,"2,257","2,089","2,061","1,931","2,856","1,343","2,293","2,205",750,"1,786"
2021,4,30,"27,930",362,"1,815",277,"1,285","1,117",436,625,691,651,"1,181",639,"1,934",460,"2,465","3,170","1,454","1,475","1,726",900,"1,668","1,339",894,"1,366"
2021,4,40,"35,125",374,"2,009",272,"1,771","1,629",626,709,594,582,"1,379",468,"2,261",470,"3,550","3,353","1,533","1,907","3,041","1,228","1,711","2,554",904,"2,200"
2021,4,50,"38,645",411,"1,596",462,"1,383","1,686",965,"1,049",627,784,"1,447",596,"2,460",579,"3,320","2,868","2,040","2,248","3,608","1,726","2,583","2,798","1,226","2,183"
