년도,월,나이,순천시,승주읍,해룡면,해룡면상삼출장소,해룡면신대출장소,서면,황전면,월등면,주암면,송광면,외서면,낙안면,별량면,상사면,향동,매곡동,삼산동,조곡동,덕연동,풍덕동,남제동,저전동,장천동,중앙동,도사동,왕조1동,왕조2동
2020,3,100,50,0,1,2,0,2,1,1,0,4,0,2,3,4,4,1,5,3,5,1,0,0,2,5,3,1,0
2020,4,총,"141,001","1,390","2,269","9,326","15,620","6,094","1,496",966,"1,613",749,485,"1,681","2,791","1,396","1,952","2,370","12,311","3,215","22,662","3,906","4,518","1,506","1,226","1,566","9,171","20,647","10,075"
2020,4,0,"11,673",23,78,793,"2,863",419,30,18,31,5,10,38,75,25,75,73,856,174,"1,818",182,183,63,28,53,"1,012","1,809",939
2020,4,10,"14,737",66,104,"1,254","2,232",493,48,46,62,17,22,74,145,69,123,166,"1,332",294,"2,688",277,339,100,54,97,820,"2,446","1,369"
2020,4,20,"17,073",73,179,"1,456","1,486",611,73,72,86,38,26,105,167,108,166,372,"1,728",341,"3,054",411,522,156,144,160,"1,007","3,025","1,507"
2020,4,30,"16,355",58,98,"1,135","3,406",566,56,41,53,16,14,65,122,68,149,196,"1,265",300,"2,517",375,375,127,89,130,"1,346","2,529","1,259"
2020,4,40,"22,286",91,189,"1,971","3,268",830,67,48,68,36,25,94,209,126,211,241,"1,873",476,"3,884",448,523,157,115,211,"1,395","3,772","1,958"
2020,4,50,"24,387",233,387,"1,645","1,453","1,065",194,154,257,126,67,267,436,249,292,392,"2,368",569,"4,574",723,887,262,243,255,"1,498","3,869","1,922"
2020,4,60,"16,106",238,432,560,551,914,306,187,326,113,89,360,506,269,415,389,"1,595",555,"2,450",713,836,272,279,288,"1,026","1,765",672
2020,4,70,"10,363",299,391,292,221,648,353,197,360,199,100,348,534,253,303,333,767,308,"1,041",523,560,253,168,243,587,809,273
2020,4,80,"6,736",270,353,195,111,470,319,169,317,166,103,280,513,180,185,179,440,162,525,202,244,90,83,113,395,523,149
2020,4,90,"1,233",39,57,22,29,77,49,33,53,29,29,48,81,45,29,28,81,33,105,51,49,26,21,11,82,99,27
2020,4,100,52,0,1,3,0,1,1,1,0,4,0,2,3,4,4,1,6,3,6,1,0,0,2,5,3,1,0
2020,5,총,"140,636","1,393","2,253","9,309","15,509","6,121","1,497",970,"1,613",748,483,"1,682","2,790","1,392","1,959","2,387","12,218","3,213","22,583","3,901","4,510","1,503","1,216","1,557","9,150","20,615","10,064"
2020,5,0,"11,611",22,73,789,"2,843",420,30,18,31,5,10,38,75,24,79,77,836,176,"1,809",184,179,58,30,53,"1,020","1,801",931
2020,5,10,"14,708",66,104,"1,249","2,232",497,48,50,61,18,21,74,144,67,125,168,"1,322",291,"2,673",279,336,100,52,96,817,"2,448","1,370"
2020,5,20,"16,991",75,174,"1,444","1,476",617,73,71,87,37,25,103,165,104,166,378,"1,713",340,"3,049",405,522,159,140,158,"1,001","3,005","1,504"
2020,5,30,"16,227",57,100,"1,135","3,338",567,53,42,50,18,15,65,127,68,147,197,"1,249",298,"2,500",376,369,128,90,129,"1,339","2,512","1,258"
2020,5,40,"22,164",92,180,"1,961","3,260",832,70,49,67,36,25,94,210,128,206,243,"1,858",473,"3,860",444,513,156,113,204,"1,381","3,762","1,947"
2020,5,50,"24,339",235,385,"1,657","1,451","1,071",196,153,252,122,66,269,436,250,300,391,"2,342",568,"4,554",717,888,258,239,257,"1,497","3,861","1,924"
2020,5,60,"16,185",238,435,566,549,919,308,183,330,114,89,361,505,271,416,391,"1,607",557,"2,461",713,841,272,277,288,"1,021","1,791",682
2020,5,70,"10,354",299,389,293,219,649,348,201,362,200,100,348,525,254,300,333,760,309,"1,039",525,564,253,169,242,588,816,269
2020,5,80,"6,761",265,353,190,111,472,322,168,321,164,103,282,518,177,187,180,441,163,529,207,247,93,83,114,398,524,149
2020,5,90,"1,242",44,59,22,30,76,48,34,52,30,29,46,82,45,29,28,84,34,103,50,51,26,21,11,85,93,30
2020,5,100,54,0,1,3,0,1,1,1,0,4,0,2,3,4,4,1,6,4,6,1,0,0,2,5,3,2,0
2020,6,총,"140,751","1,390","2,260","9,299","15,561","6,100","1,490",964,"1,614",741,479,"1,684","2,777","1,388","1,949","2,371","12,457","3,207","22,596","3,898","4,493","1,492","1,207","1,543","9,149","20,579","10,063"
2020,6,0,"11,573",21,73,786,"2,827",414,28,18,31,5,10,38,72,24,79,72,872,171,"1,800",183,180,54,28,51,"1,012","1,787",937
2020,6,10,"14,673",65,105,"1,235","2,249",489,48,45,61,18,21,73,139,66,122,164,"1,349",291,"2,658",279,335,103,53,94,825,"2,432","1,354"
2020,6,20,"17,019",75,178,"1,453","1,485",613,70,71,87,34,24,105,164,104,163,382,"1,741",341,"3,041",405,516,155,138,154,998,"3,005","1,517"
2020,6,30,"16,248",59,94,"1,136","3,353",565,53,41,49,18,15,67,124,67,145,195,"1,295",294,"2,511",370,367,125,88,126,"1,332","2,504","1,255"
2020,6,40,"22,164",88,180,"1,963","3,284",826,69,48,67,36,25,93,206,128,208,238,"1,883",472,"3,864",434,500,154,113,203,"1,386","3,745","1,951"
2020,6,50,"24,290",236,384,"1,655","1,457","1,068",196,152,244,119,63,270,436,248,289,385,"2,384",568,"4,530",713,883,254,230,259,"1,499","3,845","1,923"
2020,6,60,"16,343",241,442,565,542,925,305,185,341,114,88,359,507,272,422,394,"1,634",563,"2,510",725,849,272,282,290,"1,016","1,813",687
2020,6,70,"10,392",297,392,290,223,649,350,202,363,198,99,353,527,253,300,336,771,307,"1,043",530,563,254,170,236,595,826,265
2020,6,80,"6,754",264,351,191,111,472,320,168,320,165,105,279,516,177,188,179,437,161,534,208,248,94,81,112,398,528,147
2020,6,90,"1,241",44,60,22,30,78,50,33,51,30,29,45,83,45,29,25,85,35,99,50,52,27,22,13,85,92,27
2020,6,100,54,0,1,3,0,1,1,1,0,4,0,2,3,4,4,1,6,4,6,1,0,0,2,5,3,2,0
2020,7,총,"140,900","1,386","2,262","9,286","15,617","6,059","1,487",957,"1,608",742,478,"1,682","2,774","1,395","1,947","2,555","12,716","3,160","22,515","3,900","4,459","1,495","1,200","1,534","9,154","20,497","10,035"
2020,7,0,"11,554",20,72,774,"2,827",405,28,18,32,5,10,36,69,25,75,97,914,165,"1,785",187,179,55,27,50,"1,023","1,753",923
2020,7,10,"14,661",66,106,"1,222","2,258",491,48,43,59,18,21,74,137,68,121,187,"1,367",283,"2,646",278,331,103,53,93,822,"2,422","1,344"
2020,7,20,"17,008",75,176,"1,465","1,482",613,69,68,85,34,24,109,169,105,166,394,"1,761",335,"3,020",410,502,156,140,153,991,"2,990","1,516"
2020,7,30,"16,271",58,91,"1,127","3,367",547,48,41,47,18,15,67,119,66,148,224,"1,383",290,"2,493",366,362,126,83,122,"1,318","2,490","1,255"
2020,7,40,"22,176",90,179,"1,960","3,306",818,71,49,65,36,25,91,204,131,203,277,"1,914",456,"3,837",438,497,152,112,203,"1,400","3,721","1,941"
2020,7,50,"24,292",236,387,"1,657","1,466","1,056",195,151,242,119,62,268,436,248,286,409,"2,413",564,"4,515",713,877,252,227,253,"1,498","3,850","1,912"
2020,7,60,"16,450",242,444,570,546,931,307,186,345,116,89,353,508,270,424,415,"1,657",555,"2,537",723,848,273,281,291,"1,019","1,818",702
2020,7,70,"10,433",294,394,290,225,650,350,198,361,197,98,358,530,257,300,341,776,308,"1,050",527,563,257,173,239,600,830,267
2020,7,80,"6,763",263,351,195,110,469,320,169,320,165,106,279,516,177,189,182,443,164,533,207,247,93,80,112,395,531,147
2020,7,90,"1,235",42,61,23,30,78,50,33,51,30,28,45,83,44,31,28,82,36,92,50,53,28,22,13,84,90,28
2020,7,100,57,0,1,3,0,1,1,1,1,4,0,2,3,4,4,1,6,4,7,1,0,0,2,5,4,2,0
2020,8,총,"141,205","1,385","2,264","9,262","15,660","6,069","1,487",962,"1,595",742,471,"1,680","2,778","1,385","1,923","2,886","12,785","3,154","22,448","3,890","4,447","1,494","1,181","1,543","9,158","20,519","10,037"
2020,8,0,"11,556",19,70,766,"2,827",394,28,18,31,5,10,36,69,22,78,135,936,157,"1,770",186,178,56,26,51,"1,024","1,743",921
2020,8,10,"14,624",66,105,"1,212","2,261",491,49,45,59,18,21,74,137,68,117,222,"1,354",279,"2,620",276,330,103,51,92,826,"2,410","1,338"
2020,8,20,"17,073",75,178,"1,467","1,506",625,69,68,83,34,22,107,173,102,163,433,"1,768",336,"3,000",413,499,156,133,152,984,"3,016","1,511"
2020,8,30,"16,268",59,88,"1,122","3,360",540,47,41,47,17,14,66,116,64,142,284,"1,402",292,"2,482",364,362,124,82,125,"1,305","2,478","1,245"
2020,8,40,"22,231",90,181,"1,943","3,317",817,72,51,64,37,25,95,206,129,200,342,"1,929",452,"3,825",431,491,151,112,203,"1,407","3,715","1,946"
2020,8,50,"24,335",232,387,"1,676","1,467","1,059",191,148,239,118,60,261,432,246,284,449,"2,417",557,"4,514",702,871,254,224,259,"1,501","3,865","1,922"
2020,8,60,"16,598",243,444,565,559,937,306,189,344,119,89,357,512,271,418,448,"1,677",563,"2,554",731,851,271,281,292,"1,029","1,835",713
2020,8,70,"10,441",294,397,290,221,653,355,200,360,195,99,360,525,256,299,357,775,312,"1,048",526,562,258,170,240,592,834,263
2020,8,80,"6,777",264,351,195,110,474,318,168,318,166,101,277,522,179,188,186,442,164,534,211,251,93,79,111,398,527,150
2020,8,90,"1,246",43,62,23,32,78,51,33,50,29,30,45,83,44,30,29,79,38,94,49,52,28,21,13,88,94,28
2020,8,100,56,0,1,3,0,1,1,1,0,4,0,2,3,4,4,1,6,4,7,1,0,0,2,5,4,2,0
2020,9,총,"141,324","1,384","2,260","9,248","15,686","6,047","1,488",962,"1,587",737,468,"1,682","2,759","1,380","1,923","3,069","12,832","3,151","22,390","3,883","4,431","1,499","1,186","1,530","9,183","20,529","10,030"
2020,9,0,"11,542",18,69,760,"2,830",388,30,19,29,5,10,35,71,22,81,163,933,159,"1,753",184,177,58,25,50,"1,023","1,729",921
2020,9,10,"14,552",66,99,"1,201","2,261",483,48,47,57,17,21,74,137,67,120,228,"1,354",269,"2,605",273,325,102,49,90,829,"2,391","1,339"
2020,9,20,"17,165",74,181,"1,466","1,508",631,70,64,81,33,22,105,171,100,160,465,"1,783",337,"2,999",408,496,158,148,149,"1,000","3,049","1,507"
2020,9,30,"16,240",58,92,"1,109","3,355",535,48,41,45,17,13,65,112,63,140,325,"1,402",296,"2,461",363,365,122,82,119,"1,291","2,491","1,230"
2020,9,40,"22,194",91,176,"1,921","3,326",806,70,51,64,37,25,97,203,129,200,366,"1,932",455,"3,802",436,488,151,110,205,"1,416","3,687","1,950"
2020,9,50,"24,331",232,382,"1,705","1,479","1,056",190,146,235,114,58,261,424,246,281,477,"2,421",554,"4,498",700,860,256,220,257,"1,511","3,857","1,911"
2020,9,60,"16,748",246,447,574,564,940,307,191,346,122,89,359,513,270,419,463,"1,691",566,"2,587",731,852,271,283,288,"1,034","1,866",729
2020,9,70,"10,454",290,400,290,221,654,354,200,358,195,99,360,525,255,298,363,783,313,"1,047",530,567,256,169,242,590,831,264
2020,9,80,"6,781",266,349,198,111,474,316,168,319,165,101,276,518,181,189,189,446,162,533,207,248,97,78,110,398,531,151
2020,9,90,"1,262",43,64,22,30,79,54,34,53,29,30,48,82,43,31,29,81,36,97,50,53,28,20,15,87,96,28
2020,9,100,55,0,1,2,1,1,1,1,0,3,0,2,3,4,4,1,6,4,8,1,0,0,2,5,4,1,0
2020,10,총,"141,623","1,388","2,249","9,263","15,722","6,059","1,487",963,"1,586",735,466,"1,684","2,769","1,381","1,921","3,197","12,925","3,154","22,396","3,884","4,425","1,487","1,167","1,527","9,208","20,549","10,031"
2020,10,0,"11,530",19,66,754,"2,836",390,31,19,27,5,10,36,70,18,80,181,939,157,"1,743",184,174,54,23,46,"1,021","1,736",911
2020,10,10,"14,530",67,97,"1,202","2,264",480,47,46,56,16,19,73,139,67,119,247,"1,359",269,"2,600",276,322,100,47,92,833,"2,362","1,331"
2020,10,20,"17,243",72,181,"1,478","1,510",635,69,67,81,34,22,105,174,103,160,485,"1,797",339,"3,000",419,498,162,141,150,991,"3,062","1,508"
2020,10,30,"16,220",59,92,"1,101","3,347",536,45,42,49,17,13,67,113,62,139,345,"1,409",294,"2,437",359,362,119,83,116,"1,300","2,491","1,223"
2020,10,40,"22,196",91,176,"1,897","3,338",807,69,49,63,37,26,96,202,129,200,392,"1,939",458,"3,786",432,489,150,107,206,"1,411","3,684","1,962"
2020,10,50,"24,392",231,378,"1,740","1,491","1,052",192,144,232,114,54,260,427,245,283,488,"2,444",552,"4,506",697,851,250,218,256,"1,519","3,861","1,907"
2020,10,60,"16,905",248,448,581,575,950,309,191,347,122,91,362,514,273,415,474,"1,711",567,"2,627",724,853,275,282,293,"1,049","1,885",739
2020,10,70,"10,486",288,398,287,219,651,353,203,357,190,99,361,526,254,302,357,794,317,"1,059",537,576,254,166,238,594,837,269
2020,10,80,"6,803",270,347,199,113,479,317,167,321,170,100,273,519,183,187,198,445,162,534,206,248,96,78,111,399,530,151
2020,10,90,"1,263",43,65,22,28,78,54,34,53,27,32,49,82,42,32,29,82,36,96,49,52,27,20,14,88,99,30
2020,10,100,55,0,1,2,1,1,1,1,0,3,0,2,3,5,4,1,6,3,8,1,0,0,2,5,3,2,0
2020,11,총,"141,617","1,386","2,242","9,258","15,884","6,046","1,475",955,"1,579",733,465,"1,692","2,772","1,389","1,912","3,267","12,946","3,129","22,353","3,888","4,404","1,482","1,150","1,520","9,212","20,473","10,005"
2020,11,0,"11,493",19,65,745,"2,861",383,29,20,25,4,10,36,67,18,76,196,936,159,"1,745",177,171,55,23,44,"1,008","1,717",904
2020,11,10,"14,505",68,96,"1,207","2,296",483,47,45,55,16,19,72,143,70,120,247,"1,348",262,"2,566",278,319,98,45,91,842,"2,352","1,320"
2020,11,20,"17,240",72,178,"1,475","1,532",636,64,66,82,36,22,111,171,105,158,497,"1,809",336,"2,989",419,496,164,137,153,998,"3,031","1,503"
2020,11,30,"16,176",58,93,"1,089","3,367",530,43,40,44,17,12,67,117,60,138,359,"1,417",287,"2,430",358,357,114,82,116,"1,287","2,475","1,219"
2020,11,40,"22,153",93,172,"1,885","3,385",805,68,48,65,37,26,96,207,130,200,401,"1,929",453,"3,759",431,482,151,108,198,"1,414","3,669","1,941"
2020,11,50,"24,398",226,377,"1,755","1,501","1,044",188,140,226,110,55,255,421,246,280,494,"2,451",548,"4,516",702,850,245,217,257,"1,521","3,853","1,920"
2020,11,60,"16,991",254,448,592,579,951,313,192,350,124,90,367,515,273,415,476,"1,725",566,"2,632",729,852,277,274,290,"1,063","1,902",742
2020,11,70,"10,531",283,402,286,221,653,350,202,357,191,99,363,525,255,303,366,793,321,"1,076",541,578,252,167,236,592,844,275
2020,11,80,"6,800",269,345,200,114,478,316,166,322,169,100,273,519,185,184,201,447,156,534,204,249,99,75,115,399,528,153
2020,11,90,"1,273",44,65,22,27,81,56,35,53,26,32,50,83,42,34,29,85,38,98,48,50,27,20,15,85,100,28
2020,11,100,57,0,1,2,1,2,1,1,0,3,0,2,4,5,4,1,6,3,8,1,0,0,2,5,3,2,0
2020,12,총,"141,417","1,387","2,236","9,217","16,047","6,050","1,462",942,"1,571",736,465,"1,685","2,774","1,395","1,908","3,304","12,931","3,110","22,240","3,883","4,375","1,480","1,138","1,516","9,183","20,442","9,940"
2020,12,0,"11,461",18,64,745,"2,880",373,28,17,24,5,10,36,68,18,75,196,932,156,"1,732",175,170,56,25,47,993,"1,713",905
2020,12,10,"14,472",65,97,"1,190","2,315",481,47,41,58,16,20,72,147,72,119,251,"1,342",256,"2,558",282,317,100,45,92,837,"2,348","1,304"
2020,12,20,"17,179",73,178,"1,458","1,544",635,64,66,77,36,23,108,174,107,160,511,"1,823",342,"2,945",416,482,163,132,149,"1,001","3,024","1,488"
2020,12,30,"16,113",58,95,"1,092","3,386",529,43,40,44,17,12,65,116,60,137,360,"1,414",283,"2,405",353,358,115,82,117,"1,279","2,448","1,205"
2020,12,40,"22,069",88,172,"1,859","3,430",804,67,46,66,36,26,97,205,129,199,400,"1,916",441,"3,724",432,480,148,113,198,"1,399","3,666","1,928"
2020,12,50,"24,335",226,368,"1,760","1,529","1,047",185,140,221,109,54,253,421,248,278,499,"2,429",548,"4,495",694,842,240,213,253,"1,521","3,856","1,906"
2020,12,60,"17,087",260,448,596,592,957,308,191,348,121,89,368,520,271,416,482,"1,742",568,"2,657",729,848,283,269,294,"1,072","1,909",749
2020,12,70,"10,539",280,402,290,223,658,349,203,357,194,100,358,514,255,304,371,796,320,"1,080",546,579,248,165,229,592,852,274
2020,12,80,"6,823",272,342,202,119,479,313,164,321,173,100,276,523,191,182,202,445,156,536,209,252,99,73,117,400,525,152
2020,12,90,"1,278",47,69,22,28,85,57,33,55,26,31,50,82,39,34,31,86,37,99,46,45,28,19,15,86,99,29
2020,12,100,61,0,1,3,1,2,1,1,0,3,0,2,4,5,4,1,6,3,9,1,2,0,2,5,3,2,0
2021,1,총,"141,615","1,380","2,235","9,248","16,170","6,034","1,460",933,"1,568",736,464,"1,681","2,788","1,399","1,908","3,343","12,932","3,117","22,231","3,871","4,371","1,483","1,130","1,524","9,191","20,453","9,965"
2021,1,0,"11,375",16,66,735,"2,879",364,28,15,24,4,8,37,68,18,74,206,936,158,"1,695",170,163,58,23,46,989,"1,704",891
2021,1,10,"14,479",66,94,"1,197","2,345",480,47,41,53,17,21,65,151,72,121,251,"1,338",255,"2,557",278,313,99,48,93,839,"2,336","1,302"
2021,1,20,"17,177",75,171,"1,465","1,562",624,62,61,73,35,23,109,176,111,158,509,"1,796",346,"2,944",415,488,165,130,151,994,"3,044","1,490"
2021,1,30,"16,152",57,97,"1,091","3,402",525,41,41,43,17,13,68,114,60,130,370,"1,425",282,"2,403",349,364,116,79,118,"1,275","2,452","1,220"
2021,1,40,"22,068",87,172,"1,866","3,464",811,69,46,69,37,25,95,209,129,201,410,"1,915",440,"3,714",425,478,148,110,198,"1,405","3,639","1,906"
2021,1,50,"24,341",220,365,"1,765","1,543","1,032",185,140,215,106,54,251,420,249,276,494,"2,417",551,"4,492",691,834,244,211,253,"1,522","3,877","1,934"
2021,1,60,"17,275",262,452,610,602,974,310,189,356,125,89,372,526,274,421,492,"1,762",563,"2,687",735,853,277,266,299,"1,080","1,930",769
2021,1,70,"10,532",275,407,293,228,659,348,200,352,192,98,354,514,252,306,370,799,321,"1,085",548,576,251,167,227,593,846,271
2021,1,80,"6,860",277,341,194,116,478,311,166,326,173,101,278,526,187,183,206,449,160,544,215,256,98,75,118,402,526,154
2021,1,90,"1,291",44,69,29,28,85,58,33,56,27,32,50,80,42,35,34,88,38,100,44,44,27,19,16,89,96,28
2021,1,100,65,1,1,3,1,2,1,1,1,3,0,2,4,5,3,1,7,3,10,1,2,0,2,5,3,3,0
2021,2,총,"141,456","1,382","2,233","9,228","16,204","6,033","1,459",943,"1,566",736,464,"1,698","2,773","1,395","1,901","3,388","12,897","3,123","22,166","3,891","4,362","1,474","1,130","1,518","9,157","20,370","9,965"
2021,2,0,"11,372",15,67,737,"2,881",369,29,16,25,4,8,40,68,18,70,212,940,158,"1,681",175,161,57,25,42,986,"1,701",887
2021,2,10,"14,387",68,94,"1,185","2,345",481,48,43,51,17,21,66,144,73,122,257,"1,322",261,"2,532",278,313,99,46,94,834,"2,305","1,288"
2021,2,20,"17,015",74,160,"1,461","1,544",608,61,63,74,34,23,109,177,109,155,515,"1,774",347,"2,908",412,476,165,126,147,974,"3,024","1,495"
2021,2,30,"16,123",54,102,"1,080","3,398",532,39,42,42,17,12,72,111,56,124,380,"1,424",273,"2,393",356,365,112,87,118,"1,266","2,452","1,216"
2021,2,40,"22,009",86,169,"1,850","3,476",815,68,48,70,38,25,97,200,127,201,427,"1,905",440,"3,717",426,473,149,108,198,"1,402","3,594","1,900"
2021,2,50,"24,362",218,362,"1,775","1,571","1,023",183,138,214,104,55,250,423,250,280,495,"2,424",551,"4,462",700,834,241,209,254,"1,527","3,879","1,940"
2021,2,60,"17,409",265,459,620,613,980,313,192,353,127,88,378,525,280,419,492,"1,759",568,"2,724",737,862,278,262,300,"1,087","1,945",783
2021,2,70,"10,509",274,406,293,229,660,347,199,349,191,98,354,515,250,304,367,807,323,"1,087",546,570,250,170,223,590,836,271
2021,2,80,"6,907",282,343,194,119,476,313,168,330,172,102,278,527,187,187,210,447,160,550,216,258,97,76,121,401,535,158
2021,2,90,"1,295",45,70,30,27,87,57,33,57,29,32,52,79,40,36,32,87,39,102,44,48,26,19,16,86,95,27
2021,2,100,68,1,1,3,1,2,1,1,1,3,0,2,4,5,3,1,8,3,10,1,2,0,2,5,4,4,0
2021,3,총,"141,349","1,363","2,225","9,232","16,247","6,011","1,455",938,"1,562",736,459,"1,679","2,779","1,385","1,877","3,429","12,899","3,102","22,175","3,882","4,365","1,456","1,124","1,510","9,148","20,370","9,941"
2021,3,0,"11,333",13,68,734,"2,876",367,29,15,25,4,8,40,70,20,69,218,943,156,"1,682",164,159,57,24,42,984,"1,692",874
2021,3,10,"14,334",68,93,"1,190","2,354",476,45,42,51,16,21,66,143,70,120,262,"1,322",251,"2,513",278,313,95,46,93,824,"2,293","1,289"
2021,3,20,"17,023",72,163,"1,455","1,540",610,60,62,71,32,22,111,179,108,156,534,"1,777",339,"2,927",416,477,162,128,150,981,"3,010","1,481"
2021,3,30,"16,110",52,100,"1,080","3,406",529,40,42,43,18,12,68,112,56,123,382,"1,419",277,"2,388",349,367,106,84,119,"1,269","2,453","1,216"
2021,3,40,"21,918",84,168,"1,846","3,499",812,64,45,70,38,23,95,196,120,200,424,"1,905",431,"3,678",425,473,148,109,197,"1,392","3,585","1,891"
2021,3,50,"24,360",215,360,"1,776","1,586","1,018",181,139,213,101,54,251,418,249,273,503,"2,420",557,"4,475",701,825,239,200,247,"1,529","3,886","1,944"
