년도,월,나이,부산광역시 동구,부산광역시 동구 초량제1동,부산광역시 동구 초량제2동,부산광역시 동구 초량제3동,부산광역시 동구 초량제6동,부산광역시 동구 수정제1동,부산광역시 동구 수정제2동,부산광역시 동구 수정제4동,부산광역시 동구 수정제5동,부산광역시 동구 좌천동,부산광역시 동구 범일제1동,부산광역시 동구 범일제2동,부산광역시 동구 범일제5동
2020,7,60,"8,332",447,652,619,661,409,988,419,587,"1,073","1,316",792,369
2020,7,70,"6,174",326,466,372,556,320,713,456,490,858,907,428,282
2020,7,80,"2,938",153,208,183,281,125,343,209,233,388,486,188,141
2020,7,90,421,19,36,41,46,16,33,28,40,50,60,21,31
2020,7,100,70,3,5,3,8,5,13,2,2,9,10,6,4
2020,8,총,"45,723","2,439","2,952","5,760","3,307","2,198","5,310","2,107","2,965","5,758","6,195","4,389","2,343"
2020,8,0,"1,968",105,63,480,97,91,209,53,86,198,185,223,178
2020,8,10,"2,542",123,132,323,189,162,313,101,183,341,336,210,129
2020,8,20,"5,271",338,308,988,309,235,629,161,264,627,622,557,233
2020,8,30,"4,899",238,242,"1,129",235,177,533,129,211,570,543,565,327
2020,8,40,"5,664",314,341,841,405,287,636,222,343,686,660,601,328
2020,8,50,"7,363",372,490,772,516,365,875,324,517,961,"1,061",793,317
2020,8,60,"8,386",449,655,624,661,413,"1,008",421,593,"1,074","1,322",794,372
2020,8,70,"6,175",322,469,376,553,321,713,456,490,855,904,434,282
2020,8,80,"2,958",156,211,184,285,127,348,211,234,389,487,184,142
2020,8,90,427,19,36,40,49,15,33,27,42,48,65,22,31
2020,8,100,70,3,5,3,8,5,13,2,2,9,10,6,4
2020,9,총,"45,589","2,432","2,949","5,777","3,295","2,176","5,292","2,109","2,942","5,740","6,163","4,371","2,343"
2020,9,0,"1,967",102,65,483,91,83,212,55,83,199,186,228,180
2020,9,10,"2,522",124,133,326,192,160,311,101,181,336,330,199,129
2020,9,20,"5,225",335,311,993,304,235,615,163,253,622,613,552,229
2020,9,30,"4,866",237,234,"1,126",231,174,528,129,212,559,540,564,332
2020,9,40,"5,629",312,338,841,403,280,636,221,340,683,650,597,328
2020,9,50,"7,321",368,488,769,516,363,870,324,511,960,"1,045",790,317
2020,9,60,"8,417",455,657,634,663,410,"1,014",421,591,"1,077","1,329",796,370
2020,9,70,"6,147",321,465,375,550,319,704,454,489,854,903,432,281
2020,9,80,"2,995",156,217,187,287,131,355,213,238,393,492,185,141
2020,9,90,430,19,36,40,50,16,34,26,42,48,65,22,32
2020,9,100,70,3,5,3,8,5,13,2,2,9,10,6,4
2020,10,총,"45,521","2,435","2,954","5,797","3,293","2,175","5,272","2,092","2,939","5,740","6,126","4,366","2,332"
2020,10,0,"1,954",101,70,472,92,84,205,53,83,201,183,228,182
2020,10,10,"2,511",124,136,330,191,159,310,99,177,330,325,203,127
2020,10,20,"5,235",331,311,997,303,234,613,162,255,630,614,555,230
2020,10,30,"4,843",245,240,"1,125",229,176,524,128,209,555,527,559,326
2020,10,40,"5,599",305,335,844,403,277,632,217,337,688,641,594,326
2020,10,50,"7,291",370,479,782,515,366,863,319,505,953,"1,039",790,310
2020,10,60,"8,442",458,659,643,665,413,"1,020",419,595,"1,076","1,331",789,374
2020,10,70,"6,138",322,467,371,548,316,701,450,492,856,900,433,282
2020,10,80,"3,000",156,214,186,288,130,356,218,241,394,493,185,139
2020,10,90,438,20,38,44,51,15,35,25,43,48,63,24,32
2020,10,100,70,3,5,3,8,5,13,2,2,9,10,6,4
2020,11,총,"45,428","2,424","2,941","5,821","3,288","2,175","5,277","2,087","2,933","5,709","6,105","4,332","2,336"
2020,11,0,"1,940",101,68,478,89,87,206,51,81,199,181,218,181
2020,11,10,"2,494",125,135,334,189,155,307,100,175,327,324,198,125
2020,11,20,"5,184",327,312,"1,002",300,231,613,160,255,612,602,542,228
2020,11,30,"4,854",239,241,"1,131",229,181,535,128,209,548,529,556,328
2020,11,40,"5,564",304,333,844,402,276,631,217,334,678,637,580,328
2020,11,50,"7,263",361,462,788,516,362,854,317,505,961,"1,029",793,315
2020,11,60,"8,466",462,662,638,669,417,"1,022",421,602,"1,071","1,334",795,373
2020,11,70,"6,128",322,468,376,546,317,701,443,490,852,899,431,283
2020,11,80,"3,024",160,217,184,289,128,361,223,240,401,494,189,138
2020,11,90,441,20,38,43,51,16,34,25,40,50,66,25,33
2020,11,100,70,3,5,3,8,5,13,2,2,10,10,5,4
2020,12,총,"45,392","2,418","2,938","5,847","3,290","2,181","5,265","2,072","2,917","5,709","6,092","4,321","2,342"
2020,12,0,"1,936",100,67,475,90,88,208,49,79,202,177,220,181
2020,12,10,"2,485",126,137,344,186,155,298,98,174,322,327,193,125
2020,12,20,"5,169",324,312,"1,002",300,232,625,160,244,611,596,531,232
2020,12,30,"4,843",238,242,"1,134",227,183,526,126,209,547,522,558,331
2020,12,40,"5,543",307,327,843,403,277,629,211,322,684,636,578,326
2020,12,50,"7,216",353,466,789,517,363,847,315,502,945,"1,022",787,310
2020,12,60,"8,499",468,658,653,665,417,"1,019",417,614,"1,079","1,338",796,375
2020,12,70,"6,137",324,464,375,548,313,702,443,490,854,904,434,286
2020,12,80,"3,053",156,222,187,295,132,364,226,241,406,497,189,138
2020,12,90,441,19,38,42,51,16,34,25,40,49,63,30,34
2020,12,100,70,3,5,3,8,5,13,2,2,10,10,5,4
2021,1,총,"45,301","2,408","2,935","5,858","3,270","2,193","5,248","2,073","2,908","5,681","6,073","4,301","2,353"
2021,1,0,"1,915",99,66,465,90,87,207,49,79,196,175,220,182
2021,1,10,"2,457",128,137,344,183,154,291,100,171,317,325,187,120
2021,1,20,"5,144",326,309,"1,004",295,238,622,154,250,599,584,526,237
2021,1,30,"4,836",240,242,"1,132",224,187,525,131,204,541,519,557,334
2021,1,40,"5,528",305,324,851,410,275,629,209,313,678,629,575,330
2021,1,50,"7,188",345,472,796,506,357,833,318,504,943,"1,017",787,310
2021,1,60,"8,512",465,653,657,661,424,"1,020",418,614,"1,085","1,346",795,374
2021,1,70,"6,118",323,467,375,539,317,700,439,487,857,900,430,284
2021,1,80,"3,083",155,223,186,302,132,372,230,243,404,505,190,141
2021,1,90,450,19,37,45,52,17,36,23,41,51,63,29,37
2021,1,100,70,3,5,3,8,5,13,2,2,10,10,5,4
2021,2,총,"45,269","2,402","2,927","5,877","3,221","2,185","5,269","2,065","2,898","5,693","6,069","4,297","2,366"
2021,2,0,"1,904",94,65,467,84,89,207,46,76,198,175,219,184
2021,2,10,"2,434",128,137,347,183,153,289,98,169,310,314,188,118
2021,2,20,"5,155",325,309,"1,011",286,231,626,151,251,606,594,520,245
2021,2,30,"4,819",237,238,"1,121",216,187,538,130,201,545,512,556,338
2021,2,40,"5,498",303,322,858,401,277,622,208,309,672,621,577,328
2021,2,50,"7,187",347,472,803,498,351,839,316,501,947,"1,023",778,312
2021,2,60,"8,528",467,648,662,656,428,"1,024",416,616,"1,089","1,343",802,377
2021,2,70,"6,117",321,472,371,532,316,701,440,491,860,905,427,281
2021,2,80,"3,106",156,222,189,307,130,375,235,243,405,507,194,143
2021,2,90,451,21,37,45,50,18,35,23,39,51,65,31,36
2021,2,100,70,3,5,3,8,5,13,2,2,10,10,5,4
2021,3,총,"45,005","2,394","2,918","6,074","3,170","2,158","5,257","2,046","2,848","5,633","5,970","4,256","2,281"
2021,3,0,"1,916",91,65,503,79,85,204,44,76,201,170,216,182
2021,3,10,"2,427",127,132,372,182,154,278,96,166,303,311,189,117
2021,3,20,"5,152",330,313,"1,023",286,228,626,148,250,601,590,516,241
2021,3,30,"4,853",236,238,"1,195",208,184,550,130,191,541,495,549,336
2021,3,40,"5,436",306,317,891,391,274,609,206,301,659,605,564,313
2021,3,50,"7,088",346,464,818,491,340,834,309,486,937,"1,008",762,293
2021,3,60,"8,508",469,647,684,647,426,"1,027",416,611,"1,075","1,337",805,364
2021,3,70,"6,045",313,476,360,527,315,703,441,478,848,891,428,265
2021,3,80,"3,100",158,222,189,302,131,375,234,249,407,502,193,138
2021,3,90,435,18,39,39,49,18,38,22,40,51,60,30,31
2021,3,100,45,0,5,0,8,3,13,0,0,10,1,4,1
2021,4,총,"44,974","2,386","2,908","6,205","3,150","2,142","5,245","2,025","2,848","5,620","5,955","4,228","2,262"
2021,4,0,"1,917",91,64,520,78,84,201,42,75,199,170,216,177
2021,4,10,"2,417",126,131,378,180,148,277,95,169,305,307,185,116
2021,4,20,"5,152",325,312,"1,035",284,236,619,149,247,606,592,511,236
2021,4,30,"4,850",237,237,"1,240",201,178,548,126,189,528,488,546,332
2021,4,40,"5,446",304,314,910,391,271,611,201,305,658,604,567,310
2021,4,50,"7,044",349,461,824,484,338,826,302,482,941,999,745,293
2021,4,60,"8,509",461,648,702,646,420,"1,032",416,612,"1,067","1,338",800,367
2021,4,70,"6,044",318,473,364,524,313,702,438,479,850,890,428,265
2021,4,80,"3,115",156,222,193,305,134,379,233,250,404,508,195,136
2021,4,90,434,19,41,38,49,17,37,23,40,52,58,31,29
2021,4,100,46,0,5,1,8,3,13,0,0,10,1,4,1
2021,5,총,"44,971","2,399","2,911","6,334","3,141","2,137","5,247","2,009","2,844","5,609","5,937","4,158","2,245"
2021,5,0,"1,912",90,61,531,78,86,201,42,75,197,169,212,170
2021,5,10,"2,417",130,128,398,180,151,269,89,168,302,306,183,113
2021,5,20,"5,128",323,316,"1,038",278,234,616,150,248,604,586,497,238
2021,5,30,"4,866",238,241,"1,277",200,175,545,127,191,522,481,540,329
2021,5,40,"5,416",310,307,918,388,273,608,199,302,651,603,549,308
2021,5,50,"7,013",347,465,839,479,331,830,292,475,945,985,734,291
2021,5,60,"8,545",466,647,721,649,423,"1,041",420,615,"1,064","1,347",787,365
2021,5,70,"6,055",319,474,370,527,312,709,430,476,855,894,425,264
2021,5,80,"3,143",157,227,203,305,131,376,237,254,407,510,198,138
2021,5,90,430,19,40,38,49,18,39,23,40,52,55,29,28
2021,5,100,46,0,5,1,8,3,13,0,0,10,1,4,1
2021,6,총,"44,904","2,385","2,906","6,441","3,118","2,138","5,227","2,014","2,830","5,599","5,941","4,060","2,245"
2021,6,0,"1,902",90,60,541,74,88,198,40,71,195,167,208,170
2021,6,10,"2,406",122,126,403,177,152,270,89,173,297,303,181,113
2021,6,20,"5,128",330,316,"1,051",277,230,610,152,247,605,587,486,237
2021,6,30,"4,885",229,243,"1,304",198,178,540,131,187,523,491,531,330
2021,6,40,"5,392",309,303,933,384,277,593,200,300,654,596,534,309
2021,6,50,"6,963",345,458,850,479,327,827,293,470,936,985,701,292
2021,6,60,"8,538",466,649,738,645,418,"1,042",417,610,"1,061","1,352",774,366
2021,6,70,"6,051",320,479,376,523,314,712,431,479,853,883,419,262
2021,6,80,"3,157",155,225,207,303,133,381,236,253,413,520,193,138
2021,6,90,436,19,42,37,50,18,41,25,40,52,56,29,27
2021,6,100,46,0,5,1,8,3,13,0,0,10,1,4,1
2021,7,총,"44,857","2,378","2,907","6,517","3,098","2,146","5,202","2,018","2,825","5,584","5,965","3,975","2,242"
2021,7,0,"1,894",85,60,542,73,86,199,43,73,196,166,206,165
2021,7,10,"2,387",119,125,404,175,150,265,88,171,297,302,174,117
2021,7,20,"5,106",323,319,"1,063",270,233,593,157,244,595,599,475,235
2021,7,30,"4,889",232,243,"1,313",198,180,538,130,190,521,488,527,329
2021,7,40,"5,387",310,303,958,378,280,589,197,300,647,596,520,309
2021,7,50,"6,959",346,449,872,480,323,826,296,466,933,991,690,287
2021,7,60,"8,531",466,654,742,643,422,"1,037",412,611,"1,068","1,356",750,370
2021,7,70,"6,051",322,481,378,519,317,724,432,478,844,885,411,260
2021,7,80,"3,168",156,227,206,304,132,377,238,252,420,526,188,142
2021,7,90,438,19,41,38,50,20,41,25,40,53,55,29,27
2021,7,100,47,0,5,1,8,3,13,0,0,10,1,5,1
2021,8,총,"44,768","2,383","2,900","6,569","3,078","2,140","5,186","2,011","2,817","5,587","5,989","3,878","2,230"
2021,8,0,"1,885",82,57,551,77,85,199,42,72,197,160,200,163
2021,8,10,"2,362",119,124,403,171,148,261,83,174,288,304,170,117
2021,8,20,"5,110",321,318,"1,071",267,229,600,163,243,594,604,463,237
2021,8,30,"4,887",236,242,"1,325",198,180,531,131,185,527,500,508,324
2021,8,40,"5,343",305,301,962,374,277,575,191,298,638,595,519,308
2021,8,50,"6,933",349,449,872,474,324,833,298,462,930,992,666,284
2021,8,60,"8,526",471,654,753,637,423,"1,027",409,611,"1,078","1,366",732,365
2021,8,70,"6,057",323,479,381,518,316,730,430,481,851,881,405,262
2021,8,80,"3,169",158,230,212,301,135,371,237,251,421,530,181,142
2021,8,90,448,19,41,38,53,20,45,27,40,53,56,29,27
2021,8,100,48,0,5,1,8,3,14,0,0,10,1,5,1
2021,9,총,"44,741","2,416","2,897","6,613","3,070","2,141","5,189","2,001","2,802","5,566","5,997","3,830","2,219"
2021,9,0,"1,883",83,58,561,78,84,200,38,70,191,161,196,163
2021,9,10,"2,343",120,123,393,165,143,264,85,172,287,304,169,118
2021,9,20,"5,097",333,323,"1,066",267,235,593,157,244,586,610,452,231
2021,9,30,"4,873",239,236,"1,338",198,178,526,132,177,525,501,503,320
2021,9,40,"5,346",308,294,976,371,279,572,188,304,633,603,512,306
2021,9,50,"6,938",356,451,883,474,324,845,293,456,926,990,657,283
2021,9,60,"8,531",472,652,765,636,422,"1,026",417,607,"1,083","1,367",720,364
2021,9,70,"6,045",322,481,375,517,317,732,427,484,847,876,405,262
2021,9,80,"3,186",163,234,216,305,137,370,235,250,424,526,182,144
2021,9,90,448,20,40,39,51,19,46,29,37,54,57,29,27
2021,9,100,51,0,5,1,8,3,15,0,1,10,2,5,1
2021,10,총,"44,797","2,459","2,894","6,655","3,069","2,138","5,193","1,997","2,805","5,560","5,986","3,815","2,226"
2021,10,0,"1,884",84,56,561,80,84,203,40,68,194,160,194,160
2021,10,10,"2,339",122,123,390,168,144,264,88,172,281,298,169,120
2021,10,20,"5,087",346,319,"1,080",261,230,585,156,241,584,609,444,232
2021,10,30,"4,903",251,233,"1,359",200,182,529,129,180,519,501,503,317
2021,10,40,"5,333",310,296,975,373,278,568,190,304,627,605,501,306
2021,10,50,"6,947",361,449,886,468,323,850,292,457,922,986,664,289
2021,10,60,"8,546",477,655,764,636,423,"1,025",413,615,"1,093","1,363",716,366
2021,10,70,"6,058",325,479,381,520,316,735,428,479,849,878,404,264
2021,10,80,"3,195",164,239,220,301,137,370,230,250,427,527,187,143
2021,10,90,455,19,40,38,55,18,49,31,38,54,57,28,28
2021,10,100,50,0,5,1,7,3,15,0,1,10,2,5,1
2021,11,총,"44,824","2,479","2,891","6,696","3,062","2,139","5,171","1,985","2,800","5,560","6,002","3,824","2,215"
2021,11,0,"1,891",83,55,574,79,84,202,37,69,196,158,194,160
2021,11,10,"2,334",121,121,383,170,143,261,85,172,287,298,173,120
2021,11,20,"5,094",357,321,"1,081",256,232,585,154,239,581,611,448,229
2021,11,30,"4,917",257,230,"1,370",205,184,520,129,176,524,502,509,311
2021,11,40,"5,335",316,291,981,371,278,572,186,298,623,609,506,304
2021,11,50,"6,935",359,453,890,464,324,840,292,454,922,989,657,291
2021,11,60,"8,550",478,655,770,634,416,"1,026",411,610,"1,094","1,370",722,364
2021,11,70,"6,067",323,481,381,517,322,742,430,488,848,873,399,263
2021,11,80,"3,217",166,238,224,304,136,373,228,253,430,533,189,143
2021,11,90,461,19,41,41,55,17,49,33,40,53,57,27,29
2021,11,100,23,0,5,1,7,3,1,0,1,2,2,0,1
2021,12,총,"44,802","2,495","2,875","6,698","3,045","2,138","5,165","1,981","2,771","5,552","5,968","3,911","2,203"
2021,12,0,"1,858",83,54,569,77,82,196,40,66,192,149,187,163
2021,12,10,"2,330",126,125,381,170,146,258,84,169,285,296,173,117
2021,12,20,"5,122",361,310,"1,080",252,225,579,152,237,577,606,517,226
2021,12,30,"4,924",262,234,"1,364",205,187,526,127,170,525,488,529,307
2021,12,40,"5,333",311,293,985,372,280,572,187,297,615,608,509,304
2021,12,50,"6,926",365,448,893,463,316,842,294,447,928,980,659,291
2021,12,60,"8,539",479,648,775,630,420,"1,024",407,606,"1,096","1,371",720,363
2021,12,70,"6,052",319,482,384,514,324,748,427,483,842,872,401,256
2021,12,80,"3,245",170,238,225,305,137,373,230,258,436,538,189,146
2021,12,90,461,19,42,41,57,18,46,33,37,54,58,27,29
2021,12,100,12,0,1,1,0,3,1,0,1,2,2,0,1
