년도,월,나이,충청남도,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 서북구,충청남도 공주시,충청남도 보령시,충청남도 아산시,충청남도 서산시,충청남도 논산시,충청남도 계룡시,충청남도 당진시,충청남도 금산군,충청남도 부여군,충청남도 서천군,충청남도 청양군,충청남도 홍성군,충청남도 예산군,충청남도 태안군
2020,5,10,"204,790","69,274","26,774","42,500","8,489","8,486","34,192","17,419","10,030","6,456","15,667","4,400","4,845","3,548","2,043","9,644","5,806","4,491"
2020,5,20,"242,676","95,552","35,457","60,095","11,508","9,618","35,915","19,181","11,666","4,846","16,266","4,040","5,549","4,007","2,697","9,722","6,975","5,134"
2020,5,30,"273,689","106,271","34,034","72,237","9,884","9,719","49,427","22,434","11,099","4,701","23,443","3,984","4,584","3,599","2,145","10,760","6,328","5,311"
2020,5,40,"328,422","111,527","43,292","68,235","13,613","14,166","55,450","27,795","15,792","8,436","26,491","6,359","7,438","6,009","3,215","14,607","9,743","7,781"
2020,5,50,"340,033","102,401","44,099","58,302","18,775","17,338","45,546","28,158","20,093","6,850","25,754","9,241","11,160","8,624","5,358","15,930","13,936","10,869"
2020,5,60,"268,081","60,133","29,672","30,461","17,719","16,565","30,406","21,073","19,434","4,166","20,260","9,435","12,681","9,985","5,973","14,256","14,298","11,697"
2020,5,70,"169,133","29,487","15,244","14,243","11,416","11,138","17,782","13,686","12,885","1,957","13,038","6,804","9,439","7,983","4,532","9,941","10,383","8,662"
2020,5,80,"98,993","14,674","7,800","6,874","7,076","6,249","9,537","8,097","8,057","1,068","7,902","4,214","6,296","5,250","3,294","6,311","6,516","4,452"
2020,5,90,"13,753","2,119","1,137",982,976,886,"1,260","1,167","1,158",169,"1,096",527,962,785,426,824,809,589
2020,5,100,899,166,83,83,60,59,115,63,88,10,68,31,57,43,19,59,37,24
2020,6,총,"2,119,771","657,514","258,996","398,518","105,440","100,647","313,054","174,884","117,696","42,803","166,084","51,665","65,919","52,209","30,994","99,980","78,610","62,272"
2020,6,0,"177,486","63,586","21,160","42,426","6,069","6,364","33,901","15,673","7,470","4,033","16,030","2,696","3,056","2,397","1,330","7,944","3,755","3,182"
2020,6,10,"204,588","69,219","26,700","42,519","8,446","8,489","34,191","17,403","9,998","6,443","15,673","4,372","4,809","3,537","2,036","9,642","5,808","4,522"
2020,6,20,"242,601","95,959","35,475","60,484","11,475","9,616","35,778","19,164","11,594","4,852","16,219","4,021","5,517","3,979","2,675","9,679","6,935","5,138"
2020,6,30,"273,346","106,884","34,057","72,827","9,806","9,667","48,954","22,381","11,097","4,724","23,344","3,930","4,542","3,593","2,131","10,707","6,320","5,266"
2020,6,40,"328,774","111,950","43,316","68,634","13,590","14,185","55,388","27,839","15,741","8,446","26,571","6,342","7,383","5,980","3,197","14,631","9,732","7,799"
2020,6,50,"339,822","102,586","44,075","58,511","18,700","17,332","45,478","28,169","20,035","6,871","25,756","9,197","11,105","8,610","5,342","15,882","13,913","10,846"
2020,6,60,"269,787","60,665","29,844","30,821","17,815","16,623","30,586","21,221","19,553","4,206","20,369","9,515","12,728","10,053","6,015","14,318","14,366","11,754"
2020,6,70,"169,700","29,644","15,309","14,335","11,430","11,187","17,859","13,732","12,904","1,983","13,051","6,822","9,479","8,004","4,527","9,979","10,409","8,690"
2020,6,80,"98,983","14,727","7,831","6,896","7,075","6,234","9,546","8,062","8,051","1,070","7,900","4,211","6,287","5,231","3,298","6,310","6,522","4,459"
2020,6,90,"13,779","2,125","1,144",981,973,890,"1,259","1,178","1,166",165,"1,102",527,957,781,424,828,812,592
2020,6,100,905,169,85,84,61,60,114,62,87,10,69,32,56,44,19,60,38,24
2020,7,총,"2,120,692","658,280","259,219","399,061","105,396","100,601","313,319","175,124","117,520","42,772","166,057","51,696","65,844","52,223","30,950","100,020","78,609","62,281"
2020,7,0,"176,871","63,446","21,082","42,364","6,025","6,344","33,717","15,669","7,430","4,004","15,979","2,691","3,035","2,393","1,317","7,917","3,747","3,157"
2020,7,10,"204,294","69,069","26,635","42,434","8,439","8,454","34,235","17,352","9,974","6,424","15,664","4,362","4,787","3,537","2,028","9,654","5,779","4,536"
2020,7,20,"242,524","96,063","35,500","60,563","11,444","9,598","35,896","19,178","11,550","4,859","16,153","4,018","5,480","3,950","2,662","9,669","6,923","5,081"
2020,7,30,"272,657","106,891","34,003","72,888","9,733","9,657","48,723","22,345","11,043","4,691","23,227","3,917","4,533","3,549","2,115","10,671","6,313","5,249"
2020,7,40,"328,943","112,094","43,350","68,744","13,577","14,127","55,563","27,876","15,692","8,442","26,605","6,325","7,358","5,987","3,192","14,617","9,697","7,791"
2020,7,50,"340,013","102,687","44,052","58,635","18,683","17,328","45,581","28,243","19,978","6,876","25,743","9,217","11,069","8,624","5,328","15,883","13,885","10,888"
2020,7,60,"271,111","61,103","30,063","31,040","17,911","16,669","30,760","21,349","19,591","4,234","20,478","9,565","12,768","10,076","6,024","14,359","14,451","11,773"
2020,7,70,"170,467","29,845","15,426","14,419","11,469","11,228","17,884","13,800","12,978","1,993","13,140","6,834","9,516","8,032","4,541","10,022","10,458","8,727"
2020,7,80,"99,078","14,784","7,872","6,912","7,075","6,247","9,589","8,072","8,035","1,075","7,899","4,206","6,270","5,236","3,294","6,330","6,510","4,456"
2020,7,90,"13,832","2,128","1,150",978,980,889,"1,257","1,179","1,162",164,"1,101",530,972,796,430,837,808,599
2020,7,100,902,170,86,84,60,60,114,61,87,10,68,31,56,43,19,61,38,24
2020,8,총,"2,120,519","658,212","258,942","399,270","105,353","100,538","313,871","175,272","117,340","42,802","166,067","51,641","65,723","52,137","30,863","99,984","78,420","62,296"
2020,8,0,"176,291","63,259","20,939","42,320","5,990","6,302","33,571","15,680","7,395","3,999","15,947","2,667","3,025","2,369","1,303","7,902","3,730","3,152"
2020,8,10,"203,833","68,864","26,544","42,320","8,397","8,430","34,294","17,334","9,931","6,381","15,637","4,359","4,760","3,529","2,019","9,627","5,745","4,526"
2020,8,20,"242,317","96,145","35,474","60,671","11,402","9,593","35,976","19,151","11,512","4,859","16,109","3,985","5,446","3,927","2,630","9,648","6,877","5,057"
2020,8,30,"271,792","106,559","33,827","72,732","9,707","9,588","48,738","22,340","10,966","4,665","23,105","3,882","4,494","3,537","2,095","10,638","6,256","5,222"
2020,8,40,"328,767","112,020","43,252","68,768","13,518","14,119","55,679","27,880","15,668","8,441","26,628","6,323","7,353","5,951","3,164","14,600","9,651","7,772"
2020,8,50,"340,074","102,763","44,033","58,730","18,729","17,272","45,733","28,244","19,909","6,909","25,774","9,178","11,021","8,604","5,320","15,889","13,830","10,899"
2020,8,60,"272,578","61,558","30,280","31,278","17,981","16,761","30,961","21,468","19,649","4,291","20,586","9,623","12,812","10,098","6,036","14,413","14,525","11,816"
2020,8,70,"170,826","29,910","15,453","14,457","11,487","11,261","17,928","13,841","13,032","2,009","13,197","6,828","9,496","8,058","4,544","10,034","10,442","8,759"
2020,8,80,"99,177","14,815","7,896","6,919","7,090","6,262","9,604","8,090","8,026","1,067","7,907","4,224","6,281","5,216","3,300","6,320","6,515","4,460"
2020,8,90,"13,960","2,147","1,158",989,992,889,"1,273","1,183","1,163",171,"1,109",542,980,806,433,853,811,608
2020,8,100,904,172,86,86,60,61,114,61,89,10,68,30,55,42,19,60,38,25
2020,9,총,"2,120,559","658,670","258,685","399,985","105,192","100,415","314,282","175,330","117,226","42,811","165,991","51,563","65,613","52,026","30,797","99,909","78,370","62,364"
2020,9,0,"175,426","63,008","20,830","42,178","5,945","6,265","33,503","15,596","7,340","3,973","15,837","2,637","2,993","2,346","1,294","7,851","3,705","3,133"
2020,9,10,"203,571","68,747","26,425","42,322","8,351","8,386","34,281","17,332","9,939","6,386","15,647","4,345","4,748","3,509","2,013","9,625","5,721","4,541"
2020,9,20,"242,345","96,272","35,437","60,835","11,379","9,574","36,037","19,181","11,515","4,842","16,079","3,985","5,424","3,925","2,596","9,615","6,876","5,045"
2020,9,30,"270,837","106,398","33,627","72,771","9,624","9,547","48,619","22,276","10,902","4,643","22,944","3,836","4,471","3,498","2,088","10,584","6,218","5,189"
2020,9,40,"328,482","111,977","43,137","68,840","13,477","14,071","55,859","27,840","15,582","8,465","26,626","6,304","7,292","5,915","3,157","14,546","9,614","7,757"
2020,9,50,"340,277","102,997","44,033","58,964","18,679","17,252","45,851","28,320","19,839","6,891","25,846","9,159","10,988","8,581","5,304","15,884","13,789","10,897"
2020,9,60,"274,204","62,069","30,538","31,531","18,090","16,821","31,164","21,579","19,767","4,352","20,670","9,677","12,862","10,118","6,039","14,496","14,596","11,904"
2020,9,70,"170,923","29,945","15,474","14,471","11,485","11,263","17,936","13,869","13,030","2,005","13,221","6,828","9,496","8,043","4,541","10,037","10,447","8,777"
2020,9,80,"99,426","14,897","7,923","6,974","7,095","6,271","9,626","8,081","8,037","1,073","7,926","4,218","6,294","5,229","3,307","6,348","6,548","4,476"
2020,9,90,"14,158","2,186","1,173","1,013","1,006",904,"1,293","1,195","1,184",170,"1,127",543,990,821,440,862,818,619
2020,9,100,910,174,88,86,61,61,113,61,91,11,68,31,55,41,18,61,38,26
2020,10,총,"2,120,347","658,911","258,556","400,355","104,972","100,336","314,552","175,426","117,030","42,767","166,073","51,476","65,528","51,933","30,823","99,844","78,286","62,390"
2020,10,0,"174,262","62,635","20,685","41,950","5,873","6,210","33,279","15,530","7,304","3,932","15,711","2,614","2,967","2,327","1,285","7,797","3,663","3,135"
2020,10,10,"203,350","68,654","26,353","42,301","8,307","8,353","34,338","17,328","9,911","6,339","15,691","4,324","4,722","3,494","2,048","9,632","5,699","4,510"
2020,10,20,"242,446","96,365","35,411","60,954","11,344","9,559","36,143","19,184","11,445","4,849","16,084","3,977","5,431","3,910","2,622","9,606","6,866","5,061"
2020,10,30,"269,895","106,056","33,526","72,530","9,576","9,505","48,460","22,212","10,874","4,624","22,881","3,800","4,455","3,479","2,079","10,546","6,181","5,167"
2020,10,40,"328,045","111,999","43,016","68,983","13,426","14,020","55,915","27,807","15,495","8,436","26,634","6,268","7,242","5,868","3,120","14,473","9,602","7,740"
2020,10,50,"340,592","103,176","44,067","59,109","18,610","17,263","46,001","28,402","19,803","6,910","25,946","9,137","10,938","8,560","5,292","15,902","13,757","10,895"
2020,10,60,"275,826","62,658","30,792","31,866","18,181","16,902","31,372","21,710","19,852","4,397","20,717","9,721","12,946","10,144","6,070","14,554","14,648","11,954"
2020,10,70,"171,072","30,008","15,472","14,536","11,469","11,269","17,978","13,865","13,030","2,016","13,261","6,824","9,479","8,045","4,538","10,056","10,443","8,791"
2020,10,80,"99,693","14,992","7,961","7,031","7,109","6,280","9,652","8,125","8,034","1,079","7,947","4,234","6,299","5,235","3,310","6,342","6,560","4,495"
2020,10,90,"14,249","2,193","1,185","1,008","1,016",912,"1,300","1,203","1,191",174,"1,131",548,993,829,440,875,828,616
2020,10,100,917,175,88,87,61,63,114,60,91,11,70,29,56,42,19,61,39,26
2020,11,총,"2,120,607","658,977","258,269","400,708","104,736","100,249","315,279","175,487","116,888","42,848","166,145","51,443","65,431","51,926","30,816","99,890","78,146","62,346"
2020,11,0,"173,387","62,331","20,480","41,851","5,824","6,177","33,122","15,479","7,283","3,892","15,628","2,587","2,941","2,312","1,269","7,770","3,656","3,116"
2020,11,10,"203,066","68,602","26,326","42,276","8,228","8,329","34,401","17,283","9,887","6,317","15,697","4,306","4,690","3,499","2,063","9,615","5,659","4,490"
2020,11,20,"242,686","96,383","35,352","61,031","11,346","9,520","36,364","19,236","11,424","4,886","16,078","3,987","5,425","3,886","2,610","9,635","6,853","5,053"
2020,11,30,"269,140","105,760","33,369","72,391","9,507","9,498","48,423","22,141","10,825","4,623","22,800","3,783","4,434","3,491","2,073","10,503","6,143","5,136"
2020,11,40,"327,972","112,012","42,959","69,053","13,342","13,981","56,088","27,862","15,426","8,423","26,681","6,258","7,214","5,847","3,102","14,462","9,568","7,706"
2020,11,50,"340,648","103,238","43,992","59,246","18,552","17,237","46,152","28,357","19,752","6,949","25,985","9,128","10,916","8,544","5,290","15,930","13,711","10,907"
2020,11,60,"277,356","63,131","31,020","32,111","18,261","16,991","31,598","21,869","19,933","4,448","20,811","9,747","12,985","10,189","6,104","14,622","14,674","11,993"
2020,11,70,"171,386","30,101","15,509","14,592","11,479","11,254","18,035","13,889","13,052","2,031","13,301","6,849","9,475","8,047","4,536","10,061","10,464","8,812"
2020,11,80,"99,736","15,031","7,978","7,053","7,111","6,272","9,676","8,110","8,033","1,090","7,956","4,210","6,307","5,237","3,303","6,356","6,551","4,493"
2020,11,90,"14,314","2,212","1,195","1,017","1,024",926,"1,308","1,204","1,183",179,"1,138",558,989,830,447,875,827,614
2020,11,100,916,176,89,87,62,64,112,57,90,10,70,30,55,44,19,61,40,26
2020,12,총,"2,121,029","658,808","258,009","400,799","104,545","100,229","316,129","175,591","116,675","42,822","166,249","51,413","65,354","51,866","30,948","100,102","78,084","62,214"
2020,12,0,"172,628","62,156","20,449","41,707","5,773","6,137","32,946","15,446","7,232","3,863","15,561","2,565","2,924","2,306","1,269","7,716","3,631","3,103"
2020,12,10,"202,548","68,397","26,228","42,169","8,159","8,295","34,460","17,252","9,806","6,300","15,687","4,289","4,674","3,487","2,056","9,606","5,656","4,424"
2020,12,20,"243,200","96,587","35,375","61,212","11,276","9,528","36,591","19,277","11,387","4,903","16,075","4,020","5,425","3,877","2,657","9,730","6,830","5,037"
2020,12,30,"268,598","105,456","33,239","72,217","9,489","9,461","48,420","22,123","10,764","4,611","22,827","3,765","4,402","3,465","2,087","10,481","6,130","5,117"
2020,12,40,"327,791","111,902","42,852","69,050","13,316","13,945","56,301","27,814","15,403","8,393","26,670","6,216","7,204","5,844","3,120","14,480","9,523","7,660"
2020,12,50,"340,183","103,038","43,830","59,208","18,445","17,212","46,289","28,370","19,703","6,927","25,934","9,087","10,858","8,503","5,312","15,925","13,677","10,903"
2020,12,60,"279,372","63,642","31,198","32,444","18,424","17,087","31,885","22,029","20,007","4,499","21,007","9,838","13,037","10,232","6,159","14,759","14,743","12,024"
2020,12,70,"171,439","30,117","15,533","14,584","11,478","11,279","18,089","13,886","13,047","2,046","13,306","6,845","9,457","8,037","4,514","10,058","10,451","8,829"
2020,12,80,"99,965","15,120","8,016","7,104","7,086","6,289","9,708","8,126","8,050","1,095","7,965","4,202","6,330","5,240","3,304","6,405","6,567","4,478"
2020,12,90,"14,384","2,218","1,202","1,016","1,037",931,"1,326","1,211","1,183",175,"1,147",555,989,831,451,881,836,613
2020,12,100,921,175,87,88,62,65,114,57,93,10,70,31,54,44,19,61,40,26
2021,1,총,"2,119,837","658,488","257,683","400,805","104,442","99,964","316,740","175,543","116,587","42,809","166,189","51,262","65,202","51,742","30,840","99,850","78,129","62,050"
2021,1,0,"171,364","61,720","20,228","41,492","5,724","6,065","32,721","15,336","7,211","3,878","15,408","2,528","2,909","2,286","1,259","7,646","3,599","3,074"
2021,1,10,"202,234","68,276","26,197","42,079","8,154","8,259","34,533","17,204","9,766","6,278","15,670","4,269","4,659","3,464","2,018","9,539","5,756","4,389"
2021,1,20,"242,407","96,358","35,285","61,073","11,199","9,484","36,609","19,245","11,348","4,902","16,035","4,002","5,367","3,857","2,617","9,625","6,787","4,972"
2021,1,30,"267,444","105,033","33,025","72,008","9,446","9,359","48,290","22,036","10,744","4,626","22,713","3,696","4,363","3,434","2,087","10,435","6,114","5,068"
2021,1,40,"327,795","111,889","42,756","69,133","13,313","13,897","56,660","27,794","15,333","8,333","26,712","6,200","7,166","5,802","3,100","14,439","9,518","7,639"
2021,1,50,"339,367","102,956","43,670","59,286","18,337","17,075","46,333","28,381","19,619","6,919","25,951","9,027","10,774","8,461","5,257","15,862","13,582","10,833"
2021,1,60,"281,740","64,432","31,588","32,844","18,553","17,240","32,251","22,183","20,127","4,525","21,168","9,890","13,136","10,267","6,199","14,848","14,850","12,071"
2021,1,70,"171,750","30,244","15,588","14,656","11,494","11,284","18,121","13,928","13,070","2,052","13,304","6,848","9,437","8,029","4,521","10,093","10,455","8,870"
2021,1,80,"100,324","15,174","8,052","7,122","7,119","6,300","9,779","8,152","8,081","1,108","8,000","4,211","6,346","5,267","3,310","6,409","6,581","4,487"
2021,1,90,"14,487","2,231","1,210","1,021","1,040",935,"1,328","1,227","1,195",178,"1,157",560,991,831,453,892,848,621
2021,1,100,925,175,84,91,63,66,115,57,93,10,71,31,54,44,19,62,39,26
2021,2,총,"2,119,542","658,295","257,397","400,898","104,319","99,673","317,626","175,623","116,315","43,128","166,218","51,227","65,039","51,657","30,750","99,753","78,048","61,871"
2021,2,0,"170,553","61,482","20,099","41,383","5,681","5,996","32,544","15,317","7,140","3,901","15,309","2,517","2,892","2,282","1,248","7,637","3,584","3,023"
2021,2,10,"201,869","68,162","26,113","42,049","8,100","8,215","34,606","17,186","9,742","6,309","15,659","4,254","4,627","3,438","2,005","9,523","5,690","4,353"
2021,2,20,"241,076","95,877","35,100","60,777","11,091","9,408","36,755","19,085","11,215","4,911","15,972","3,972","5,281","3,816","2,569","9,502","6,743","4,879"
2021,2,30,"266,151","104,608","32,850","71,758","9,406","9,232","48,186","21,971","10,639","4,671","22,565","3,649","4,322","3,388","2,070","10,367","6,085","4,992"
2021,2,40,"328,338","112,168","42,764","69,404","13,261","13,883","56,927","27,843","15,296","8,413","26,793","6,191","7,146","5,786","3,087","14,445","9,464","7,635"
2021,2,50,"339,335","102,951","43,604","59,347","18,320","17,008","46,557","28,428","19,555","6,958","25,990","8,976","10,710","8,465","5,234","15,830","13,560","10,793"
2021,2,60,"284,032","65,060","31,883","33,177","18,678","17,304","32,616","22,328","20,252","4,580","21,366","9,997","13,234","10,282","6,229","14,964","14,971","12,171"
2021,2,70,"171,696","30,289","15,598","14,691","11,514","11,286","18,115","13,974","13,029","2,075","13,284","6,837","9,384","8,031","4,511","10,086","10,425","8,856"
2021,2,80,"100,919","15,278","8,080","7,198","7,156","6,317","9,854","8,197","8,140","1,121","8,040","4,239","6,391","5,283","3,325","6,438","6,630","4,510"
2021,2,90,"14,637","2,241","1,219","1,022","1,049",958,"1,348","1,237","1,213",180,"1,168",566,996,842,453,898,856,632
2021,2,100,936,179,87,92,63,66,118,57,94,9,72,29,56,44,19,63,40,27
2021,3,총,"2,115,823","657,549","256,931","400,618","103,839","99,234","317,933","175,650","115,573","43,182","166,186","50,953","64,626","51,361","30,625","99,756","77,585","61,771"
2021,3,0,"169,781","61,228","19,976","41,252","5,651","5,959","32,393","15,244","7,113","3,917","15,263","2,492","2,863","2,258","1,241","7,614","3,554","2,991"
2021,3,10,"201,595","68,021","26,018","42,003","8,103","8,156","34,704","17,148","9,687","6,294","15,652","4,269","4,584","3,423","1,999","9,546","5,660","4,349"
2021,3,20,"240,801","95,866","35,040","60,826","11,030","9,374","36,899","19,071","11,157","4,918","15,985","3,925","5,269","3,769","2,548","9,459","6,702","4,829"
2021,3,30,"265,022","104,158","32,715","71,443","9,347","9,179","48,118","21,925","10,543","4,690","22,484","3,605","4,277","3,361","2,050","10,343","6,015","4,927"
2021,3,40,"327,135","111,897","42,560","69,337","13,157","13,741","56,977","27,847","15,117","8,385","26,741","6,121","7,038","5,687","3,049","14,410","9,368","7,600"
2021,3,50,"337,907","102,621","43,376","59,245","18,163","16,866","46,564","28,371","19,360","6,999","26,009","8,864","10,597","8,376","5,192","15,800","13,401","10,724"
2021,3,60,"286,395","65,907","32,312","33,595","18,747","17,400","32,962","22,573","20,306","4,591","21,558","10,074","13,251","10,333","6,260","15,114","15,047","12,272"
2021,3,70,"171,028","30,234","15,582","14,652","11,415","11,233","18,063","13,946","12,938","2,083","13,220","6,790","9,351","7,997","4,494","10,082","10,319","8,863"
2021,3,80,"101,096","15,290","8,089","7,201","7,139","6,330","9,871","8,254","8,128","1,121","8,054","4,247","6,380","5,286","3,335","6,466","6,642","4,553"
2021,3,90,"14,544","2,232","1,208","1,024","1,049",953,"1,329","1,234","1,176",181,"1,170",557,983,847,450,891,849,643
2021,3,100,519,95,55,40,38,43,53,37,48,3,50,9,33,24,7,31,28,20
2021,4,총,"2,116,452","657,410","256,797","400,613","103,782","99,137","318,699","175,817","115,520","43,235","166,333","50,950","64,527","51,289","30,658","99,755","77,538","61,802"
2021,4,0,"169,094","60,997","19,901","41,096","5,622","5,922","32,224","15,196","7,083","3,928","15,195","2,470","2,852","2,247","1,231","7,621","3,530","2,976"
2021,4,10,"201,400","67,896","25,911","41,985","8,074","8,148","34,780","17,147","9,647","6,277","15,674","4,264","4,552","3,403","2,040","9,534","5,629","4,335"
2021,4,20,"240,595","95,742","34,970","60,772","11,017","9,330","37,066","19,056","11,151","4,906","15,940","3,907","5,246","3,741","2,539","9,450","6,692","4,812"
2021,4,30,"264,398","103,917","32,663","71,254","9,291","9,161","48,138","21,905","10,487","4,691","22,397","3,578","4,259","3,361","2,022","10,293","5,986","4,912"
2021,4,40,"327,136","111,870","42,497","69,373","13,183","13,703","57,138","27,842","15,056","8,373","26,840","6,116","6,971","5,661","3,048","14,399","9,346","7,590"
2021,4,50,"337,664","102,629","43,331","59,298","18,076","16,791","46,656","28,376","19,356","7,029","25,982","8,869","10,555","8,358","5,168","15,788","13,337","10,694"
2021,4,60,"288,630","66,426","32,546","33,880","18,888","17,505","33,301","22,809","20,426","4,641","21,786","10,125","13,312","10,358","6,316","15,190","15,154","12,393"
2021,4,70,"170,950","30,247","15,577","14,670","11,382","11,229","18,087","13,934","12,910","2,074","13,206","6,788","9,361","7,985","4,491","10,085","10,312","8,859"
2021,4,80,"101,393","15,359","8,128","7,231","7,143","6,347","9,914","8,266","8,157","1,129","8,086","4,264","6,397","5,294","3,342","6,474","6,660","4,561"
2021,4,90,"14,668","2,233","1,217","1,016","1,068",957,"1,339","1,246","1,199",184,"1,176",560,989,856,454,896,863,648
2021,4,100,524,94,56,38,38,44,56,40,48,3,51,9,33,25,7,25,29,22
2021,5,총,"2,117,260","657,775","256,482","401,293","103,752","99,048","319,225","176,031","115,431","43,242","166,491","50,932","64,426","51,274","30,590","99,757","77,468","61,818"
2021,5,0,"168,278","60,739","19,740","40,999","5,593","5,887","32,092","15,113","7,048","3,901","15,114","2,467","2,822","2,227","1,219","7,578","3,503","2,975"
2021,5,10,"201,399","67,900","25,870","42,030","8,055","8,139","34,821","17,192","9,620","6,279","15,696","4,254","4,530","3,400","2,015","9,542","5,637","4,319"
2021,5,20,"240,593","95,783","34,925","60,858","11,001","9,334","37,131","19,055","11,129","4,895","15,964","3,870","5,222","3,736","2,544","9,439","6,655","4,835"
2021,5,30,"263,718","103,704","32,558","71,146","9,257","9,122","48,136","21,883","10,458","4,659","22,319","3,568","4,236","3,322","1,986","10,249","5,945","4,874"
2021,5,40,"326,325","111,638","42,266","69,372","13,088","13,623","57,140","27,820","14,956","8,370","26,833","6,069","6,907","5,638","3,042","14,341","9,288","7,572"
2021,5,50,"338,051","102,974","43,355","59,619","18,036","16,727","46,842","28,429","19,352","7,052","26,011","8,892","10,535","8,354","5,136","15,806","13,280","10,625"
2021,5,60,"290,722","66,947","32,724","34,223","19,037","17,589","33,619","22,982","20,516","4,686","22,004","10,159","13,378","10,390","6,372","15,303","15,259","12,481"
2021,5,70,"171,113","30,290","15,592","14,698","11,392","11,255","18,081","13,943","12,940","2,080","13,201","6,803","9,356","8,002","4,477","10,092","10,305","8,896"
