년도,월,나이,경기도 광명시,경기도 광명시 광명1동,경기도 광명시 광명2동,경기도 광명시 광명3동,경기도 광명시 광명4동,경기도 광명시 광명5동,경기도 광명시 광명6동,경기도 광명시 광명7동,경기도 광명시 철산1동,경기도 광명시 철산2동,경기도 광명시 철산3동,경기도 광명시 철산4동,경기도 광명시 하안1동,경기도 광명시 하안2동,경기도 광명시 하안3동,경기도 광명시 하안4동,경기도 광명시 소하1동,경기도 광명시 소하2동,경기도 광명시 학온동,경기도 광명시 일직동
2020,5,50,"52,396","1,170","1,537","1,880","2,489","2,551","1,867","3,113","2,164","2,751","5,508","2,188","4,491","2,172","3,295","1,965","4,839","7,966",450,
2020,5,60,"37,977",893,"1,357","1,605","2,356","2,118","1,446","2,574","1,303","1,935","3,570","1,535","2,941","1,561","2,500","1,145","3,506","5,129",503,
2020,5,70,"18,432",491,753,946,"1,250","1,144",739,"1,234",615,774,"1,496",770,"1,277",829,"1,487",511,"1,524","2,331",261,
2020,5,80,"7,705",211,292,338,429,452,267,480,233,347,660,258,527,494,778,266,609,895,169,
2020,5,90,"1,135",32,35,44,64,57,38,66,46,53,101,29,87,69,113,33,117,134,17,
2020,5,100,141,3,4,4,18,6,7,8,2,8,9,1,7,16,8,1,17,15,7,
2020,6,총,"312,774","5,318","7,245","9,798","14,220","14,778","10,960","17,068","12,811","12,959","33,076","13,669","26,702","14,333","21,071","12,891","32,441","51,166","2,268",
2020,6,0,"24,911",250,291,411,720,927,928,960,"1,101",514,"3,021","1,103","2,532","1,083","1,629","1,134","3,226","5,011",70,
2020,6,10,"31,954",387,482,595,963,"1,320","1,150","1,613","1,571",927,"4,222","1,259","3,280","1,167","1,991","1,541","4,338","5,049",99,
2020,6,20,"40,475",719,992,"1,345","1,888","1,878","1,312","2,415","1,680","2,071","4,236","1,718","3,279","1,739","2,538","1,656","3,739","7,061",209,
2020,6,30,"44,097",690,823,"1,209","2,007","1,869","1,353","2,032","1,703","1,776","4,047","2,417","3,141","2,665","3,083","2,158","4,188","8,698",238,
2020,6,40,"53,927",777,"1,019","1,416","2,029","2,405","1,866","2,577","2,392","1,884","6,160","2,387","5,126","2,510","3,623","2,463","6,303","8,749",241,
2020,6,50,"52,021","1,044","1,379","1,860","2,486","2,551","1,846","3,112","2,162","2,705","5,522","2,179","4,481","2,171","3,292","1,959","4,830","7,995",447,
2020,6,60,"38,015",799,"1,248","1,633","2,366","2,148","1,450","2,564","1,300","1,918","3,588","1,547","2,947","1,572","2,516","1,164","3,546","5,200",509,
2020,6,70,"18,401",432,703,935,"1,255","1,159",746,"1,239",619,761,"1,500",768,"1,290",844,"1,492",515,"1,527","2,356",260,
2020,6,80,"7,706",187,274,344,429,457,265,484,235,343,668,260,529,497,783,269,613,898,171,
2020,6,90,"1,125",30,30,46,58,58,37,64,46,52,104,29,90,69,116,31,114,134,17,
2020,6,100,142,3,4,4,19,6,7,8,2,8,8,2,7,16,8,1,17,15,7,
2020,7,총,"311,119","4,722","6,583","9,800","14,238","14,724","10,938","17,037","12,695","12,804","33,070","13,648","26,658","14,329","21,009","12,892","32,403","51,301","2,268",
2020,7,0,"24,748",224,275,399,720,908,918,951,"1,091",516,"3,002","1,095","2,523","1,088","1,612","1,130","3,210","5,016",70,
2020,7,10,"31,773",342,426,596,956,"1,326","1,146","1,600","1,560",918,"4,214","1,258","3,276","1,157","1,985","1,534","4,322","5,060",97,
2020,7,20,"40,214",636,885,"1,339","1,898","1,872","1,305","2,427","1,671","2,030","4,236","1,719","3,271","1,726","2,521","1,673","3,736","7,050",219,
2020,7,30,"43,707",612,738,"1,209","1,983","1,854","1,351","2,007","1,661","1,753","4,032","2,405","3,107","2,649","3,057","2,159","4,163","8,732",235,
2020,7,40,"53,654",688,937,"1,415","2,037","2,388","1,864","2,566","2,364","1,853","6,178","2,386","5,118","2,515","3,630","2,437","6,292","8,751",235,
2020,7,50,"51,778",925,"1,238","1,872","2,501","2,549","1,845","3,103","2,153","2,661","5,524","2,176","4,491","2,169","3,298","1,973","4,828","8,026",446,
2020,7,60,"37,944",702,"1,145","1,629","2,366","2,152","1,450","2,580","1,308","1,899","3,608","1,549","2,953","1,591","2,517","1,167","3,571","5,245",512,
2020,7,70,"18,351",395,645,940,"1,268","1,158",749,"1,249",605,767,"1,503",772,"1,297",843,"1,478",521,"1,532","2,370",259,
2020,7,80,"7,696",171,259,351,432,452,267,484,235,347,668,258,524,506,787,267,619,899,170,
2020,7,90,"1,112",24,31,45,58,59,36,62,46,53,97,28,91,69,115,30,113,137,18,
2020,7,100,142,3,4,5,19,6,7,8,1,7,8,2,7,16,9,1,17,15,7,
2020,8,총,"308,678","3,824","5,998","9,775","14,211","14,707","10,918","16,998","12,422","12,574","33,031","13,598","26,641","14,293","20,957","12,805","32,398","51,273","2,255",
2020,8,0,"24,396",164,239,387,710,904,901,947,"1,067",490,"2,975","1,081","2,526","1,070","1,582","1,101","3,194","4,987",71,
2020,8,10,"31,505",245,416,598,944,"1,323","1,157","1,585","1,519",900,"4,202","1,239","3,263","1,153","1,969","1,510","4,323","5,065",94,
2020,8,20,"39,788",519,774,"1,326","1,909","1,857","1,301","2,429","1,629","1,980","4,239","1,713","3,273","1,725","2,526","1,661","3,722","6,989",216,
2020,8,30,"43,173",483,668,"1,197","1,953","1,849","1,338","1,985","1,627","1,700","4,017","2,396","3,078","2,642","3,010","2,142","4,139","8,717",232,
2020,8,40,"53,270",552,857,"1,405","2,032","2,388","1,861","2,568","2,308","1,810","6,170","2,366","5,098","2,502","3,627","2,435","6,294","8,765",232,
2020,8,50,"51,410",778,"1,115","1,875","2,502","2,545","1,829","3,096","2,103","2,625","5,511","2,178","4,505","2,160","3,306","1,974","4,843","8,017",448,
2020,8,60,"37,943",575,"1,060","1,640","2,378","2,166","1,471","2,580","1,299","1,902","3,627","1,571","2,979","1,601","2,538","1,168","3,581","5,294",513,
2020,8,70,"18,288",340,595,950,"1,269","1,160",752,"1,251",589,770,"1,514",765,"1,295",850,"1,479",523,"1,543","2,387",256,
2020,8,80,"7,644",146,243,350,436,452,263,484,235,339,667,259,523,505,794,258,626,896,168,
2020,8,90,"1,120",19,27,41,59,57,38,66,45,51,101,28,94,71,117,32,116,140,18,
2020,8,100,141,3,4,6,19,6,7,7,1,7,8,2,7,14,9,1,17,16,7,
2020,9,총,"305,836","2,780","5,223","9,847","14,243","14,763","10,869","16,991","11,997","12,131","32,990","13,585","26,572","14,245","20,938","12,768","32,328","51,323","2,243",
2020,9,0,"24,073",99,203,393,711,906,891,944,"1,037",468,"2,952","1,076","2,478","1,053","1,587","1,076","3,146","4,988",65,
2020,9,10,"31,257",162,347,607,952,"1,327","1,159","1,578","1,490",858,"4,210","1,235","3,263","1,140","1,934","1,507","4,334","5,062",92,
2020,9,20,"39,301",379,656,"1,320","1,912","1,861","1,293","2,417","1,555","1,896","4,227","1,699","3,264","1,713","2,524","1,650","3,719","7,002",214,
2020,9,30,"42,623",344,582,"1,203","1,939","1,843","1,323","1,993","1,562","1,625","3,961","2,407","3,060","2,620","2,997","2,118","4,084","8,732",230,
2020,9,40,"52,779",396,752,"1,408","2,036","2,395","1,851","2,564","2,249","1,747","6,172","2,373","5,070","2,492","3,603","2,411","6,286","8,745",229,
2020,9,50,"50,954",571,963,"1,884","2,494","2,570","1,826","3,085","2,007","2,532","5,511","2,172","4,521","2,166","3,315","2,007","4,861","8,028",441,
2020,9,60,"37,840",444,948,"1,660","2,420","2,173","1,462","2,593","1,261","1,870","3,669","1,559","2,983","1,621","2,566","1,173","3,591","5,326",521,
2020,9,70,"18,171",270,532,972,"1,262","1,164",753,"1,257",567,749,"1,508",772,"1,299",847,"1,482",534,"1,556","2,389",258,
2020,9,80,"7,570",98,211,350,437,462,266,487,227,329,670,261,530,504,801,258,619,893,167,
2020,9,90,"1,124",14,24,44,61,56,37,66,41,50,102,29,97,75,120,33,115,141,19,
2020,9,100,144,3,5,6,19,6,8,7,1,7,8,2,7,14,9,1,17,17,7,
2020,10,총,"302,761","1,896","4,357","9,837","14,247","14,802","10,887","16,967","11,636","11,324","32,991","13,570","26,564","14,281","20,908","12,716","32,257","51,292","2,229",
2020,10,0,"23,751",66,163,383,712,900,879,947,"1,014",437,"2,919","1,061","2,459","1,050","1,570","1,073","3,111","4,941",66,
2020,10,10,"31,016",106,282,608,946,"1,316","1,168","1,580","1,444",799,"4,230","1,240","3,265","1,137","1,921","1,498","4,331","5,059",86,
2020,10,20,"38,786",248,534,"1,307","1,933","1,872","1,301","2,405","1,511","1,709","4,213","1,700","3,243","1,723","2,528","1,644","3,695","7,011",209,
2020,10,30,"42,020",250,485,"1,197","1,913","1,823","1,312","1,976","1,504","1,544","3,935","2,388","3,058","2,606","2,978","2,099","4,062","8,658",232,
2020,10,40,"52,369",282,634,"1,406","2,035","2,411","1,862","2,559","2,188","1,654","6,174","2,363","5,075","2,497","3,587","2,394","6,268","8,754",226,
2020,10,50,"50,424",385,805,"1,879","2,495","2,583","1,832","3,079","1,938","2,342","5,510","2,177","4,525","2,171","3,330","2,016","4,870","8,048",439,
2020,10,60,"37,616",307,799,"1,681","2,424","2,197","1,455","2,606","1,228","1,767","3,708","1,576","2,986","1,648","2,571","1,173","3,602","5,364",524,
2020,10,70,"17,988",182,454,973,"1,261","1,165",759,"1,258",549,701,"1,519",773,"1,312",852,"1,483",532,"1,564","2,395",256,
2020,10,80,"7,514",56,173,353,449,471,273,484,221,316,673,260,531,504,811,254,619,901,165,
2020,10,90,"1,133",11,23,44,60,58,38,66,38,48,102,30,103,79,120,32,118,144,19,
2020,10,100,144,3,5,6,19,6,8,7,1,7,8,2,7,14,9,1,17,17,7,
2020,11,총,"300,092","1,099","3,904","9,884","14,226","14,797","10,901","16,976","11,319","10,344","32,968","13,552","26,584","14,218","20,819","12,729","32,222","51,327","2,223",
2020,11,0,"23,465",30,151,377,716,889,861,942,987,412,"2,918","1,067","2,417","1,033","1,543","1,065","3,089","4,902",66,
2020,11,10,"30,770",46,259,620,938,"1,309","1,173","1,576","1,430",728,"4,203","1,223","3,266","1,135","1,908","1,490","4,325","5,056",85,
2020,11,20,"38,423",135,466,"1,309","1,935","1,879","1,307","2,389","1,455","1,544","4,220","1,704","3,279","1,699","2,515","1,652","3,688","7,042",205,
2020,11,30,"41,469",146,437,"1,185","1,890","1,814","1,309","1,989","1,468","1,415","3,915","2,372","3,031","2,579","2,961","2,087","4,045","8,595",231,
2020,11,40,"51,902",145,576,"1,419","2,025","2,402","1,864","2,564","2,144","1,530","6,171","2,349","5,067","2,476","3,544","2,381","6,264","8,754",227,
2020,11,50,"49,988",248,721,"1,900","2,502","2,570","1,830","3,076","1,873","2,138","5,501","2,177","4,533","2,171","3,342","2,027","4,855","8,090",434,
2020,11,60,"37,471",198,702,"1,696","2,420","2,225","1,469","2,623","1,183","1,602","3,736","1,594","3,019","1,665","2,570","1,198","3,630","5,413",528,
2020,11,70,"17,856",105,414,970,"1,269","1,168",762,"1,259",536,631,"1,531",774,"1,323",857,"1,496",537,"1,565","2,404",255,
2020,11,80,"7,464",34,153,358,450,473,279,484,208,290,664,260,538,510,807,260,627,904,165,
2020,11,90,"1,143",9,21,44,62,62,39,67,34,47,101,30,104,79,124,31,117,152,20,
2020,11,100,141,3,4,6,19,6,8,7,1,7,8,2,7,14,9,1,17,15,7,
2020,12,총,"298,599",695,"3,621","9,895","14,123","14,723","10,873","18,020","11,185","9,360","32,927","13,527","26,579","14,197","20,670","12,662","32,120","51,210","2,212",
2020,12,0,"23,283",8,133,371,689,879,852,"1,109",971,381,"2,888","1,050","2,405","1,019","1,504","1,048","3,049","4,864",63,
2020,12,10,"30,581",19,217,622,938,"1,281","1,165","1,642","1,423",647,"4,210","1,224","3,261","1,135","1,899","1,463","4,306","5,044",85,
2020,12,20,"38,256",88,428,"1,320","1,929","1,887","1,309","2,472","1,447","1,385","4,213","1,708","3,286","1,710","2,504","1,656","3,688","7,024",202,
2020,12,30,"41,208",101,415,"1,172","1,870","1,820","1,303","2,250","1,457","1,272","3,901","2,352","3,004","2,543","2,891","2,070","4,033","8,526",228,
2020,12,40,"51,599",85,523,"1,424","2,004","2,357","1,859","2,756","2,111","1,403","6,144","2,341","5,062","2,465","3,532","2,352","6,217","8,741",223,
2020,12,50,"49,677",181,669,"1,888","2,494","2,546","1,814","3,187","1,838","1,950","5,499","2,188","4,532","2,178","3,335","2,018","4,843","8,089",428,
2020,12,60,"37,492",135,672,"1,715","2,403","2,234","1,491","2,730","1,171","1,425","3,758","1,600","3,057","1,686","2,572","1,215","3,651","5,443",534,
2020,12,70,"17,783",54,390,974,"1,266","1,183",758,"1,293",527,573,"1,545",774,"1,326",859,"1,494",544,"1,567","2,400",256,
2020,12,80,"7,432",15,150,355,448,469,276,505,207,270,660,258,538,504,803,261,635,912,166,
2020,12,90,"1,145",6,20,48,63,61,37,69,32,47,101,30,101,83,127,34,114,152,20,
2020,12,100,143,3,4,6,19,6,9,7,1,7,8,2,7,15,9,1,17,15,7,
2021,1,총,"297,748",574,"3,519","9,895","14,103","14,696","10,840","18,482","11,145","8,796","32,922","13,513","26,456","14,192","20,633","12,609","32,041","51,121","2,211",
2021,1,0,"23,039",5,125,363,692,863,842,"1,187",940,358,"2,864","1,043","2,344","1,015","1,484","1,020","3,026","4,802",66,
2021,1,10,"30,438",18,201,628,938,"1,289","1,162","1,669","1,423",583,"4,202","1,228","3,251","1,114","1,894","1,455","4,271","5,026",86,
2021,1,20,"38,088",67,422,"1,318","1,911","1,872","1,305","2,502","1,446","1,291","4,203","1,696","3,281","1,725","2,501","1,663","3,688","6,999",198,
2021,1,30,"40,935",87,397,"1,160","1,846","1,806","1,279","2,378","1,457","1,201","3,870","2,348","2,969","2,540","2,864","2,032","4,003","8,469",229,
2021,1,40,"51,316",75,510,"1,408","2,014","2,344","1,851","2,844","2,083","1,297","6,130","2,332","5,009","2,440","3,519","2,336","6,166","8,735",223,
2021,1,50,"49,599",146,643,"1,891","2,484","2,540","1,821","3,221","1,842","1,833","5,510","2,181","4,530","2,195","3,346","2,037","4,849","8,103",427,
2021,1,60,"37,737",120,659,"1,744","2,415","2,258","1,498","2,783","1,184","1,349","3,803","1,622","3,085","1,692","2,584","1,225","3,684","5,496",536,
2021,1,70,"17,858",37,393,977,"1,276","1,192",759,"1,313",524,563,"1,561",773,"1,339",867,"1,487",545,"1,589","2,406",257,
2021,1,80,"7,439",11,146,353,445,466,278,505,213,267,667,257,539,506,812,261,634,918,161,
2021,1,90,"1,155",5,19,47,63,60,36,73,32,47,104,31,102,82,133,34,114,152,21,
2021,1,100,144,3,4,6,19,6,9,7,1,7,8,2,7,16,9,1,17,15,7,
2021,2,총,"296,785",522,"3,441","9,878","14,081","14,664","10,820","18,688","11,117","8,316","32,838","13,508","26,420","14,132","20,591","12,576","31,997","50,985","2,211",
2021,2,0,"22,786",3,115,359,685,854,831,"1,213",926,337,"2,829","1,044","2,311",998,"1,473",991,"3,000","4,750",67,
2021,2,10,"30,285",16,196,621,935,"1,287","1,162","1,682","1,403",534,"4,176","1,224","3,252","1,107","1,879","1,444","4,271","5,008",88,
2021,2,20,"37,829",60,407,"1,310","1,896","1,860","1,296","2,518","1,447","1,201","4,189","1,680","3,262","1,710","2,482","1,671","3,696","6,947",197,
2021,2,30,"40,640",79,394,"1,159","1,838","1,803","1,281","2,419","1,464","1,136","3,814","2,355","2,943","2,515","2,861","2,012","3,957","8,381",229,
2021,2,40,"51,148",68,499,"1,392","1,992","2,339","1,843","2,889","2,054","1,215","6,113","2,341","5,010","2,435","3,493","2,339","6,150","8,753",223,
2021,2,50,"49,548",135,621,"1,893","2,488","2,520","1,820","3,231","1,844","1,737","5,532","2,175","4,529","2,198","3,363","2,043","4,872","8,114",433,
2021,2,60,"37,904",110,655,"1,747","2,439","2,279","1,502","2,825","1,203","1,295","3,835","1,628","3,110","1,705","2,588","1,233","3,691","5,528",531,
2021,2,70,"17,869",34,389,981,"1,280","1,184",761,"1,321",525,548,"1,551",780,"1,349",861,"1,487",545,"1,601","2,415",257,
2021,2,80,"7,480",9,143,364,442,469,279,511,216,261,688,250,545,506,823,263,628,925,158,
2021,2,90,"1,152",4,18,46,67,63,36,72,34,45,103,29,102,81,134,34,114,149,21,
2021,2,100,144,4,4,6,19,6,9,7,1,7,8,2,7,16,8,1,17,15,7,
2021,3,총,"295,750",414,"3,392","9,823","14,017","14,622","10,716","18,741","11,076","7,991","33,140","13,382","26,257","14,062","20,472","12,539","32,000","50,885","2,221",
2021,3,0,"22,618",3,116,353,679,854,810,"1,207",912,319,"2,880","1,033","2,282",995,"1,464",973,"2,967","4,704",67,
2021,3,10,"30,138",14,196,611,931,"1,284","1,161","1,668","1,392",517,"4,197","1,227","3,214","1,075","1,854","1,430","4,278","5,001",88,
2021,3,20,"37,773",52,403,"1,310","1,868","1,852","1,287","2,514","1,460","1,162","4,215","1,653","3,252","1,712","2,464","1,674","3,723","6,968",204,
2021,3,30,"40,515",58,394,"1,141","1,848","1,803","1,264","2,450","1,462","1,094","3,865","2,341","2,942","2,522","2,841","2,006","3,941","8,316",227,
2021,3,40,"50,813",54,478,"1,382","1,967","2,340","1,824","2,894","2,042","1,170","6,168","2,318","4,941","2,414","3,452","2,323","6,138","8,683",225,
2021,3,50,"49,406",120,615,"1,891","2,465","2,488","1,804","3,237","1,830","1,669","5,582","2,163","4,508","2,178","3,341","2,059","4,889","8,129",438,
2021,3,60,"38,056",82,645,"1,750","2,465","2,304","1,501","2,859","1,213","1,247","3,860","1,608","3,132","1,723","2,602","1,234","3,713","5,580",538,
2021,3,70,"17,782",21,387,969,"1,273","1,161",756,"1,323",521,527,"1,578",769,"1,337",853,"1,483",539,"1,605","2,425",255,
2021,3,80,"7,492",5,143,369,446,474,276,514,214,245,690,245,548,511,833,267,631,926,155,
2021,3,90,"1,105",5,13,44,61,62,31,74,29,40,101,22,98,77,134,33,111,147,23,
2021,3,100,52,0,2,3,14,0,2,1,1,1,4,3,3,2,4,1,4,6,1,
2021,4,총,"295,690",340,"3,319","9,824","13,977","14,575","10,669","18,838","11,016","7,728","33,935","13,295","26,210","14,025","20,416","12,442","31,974","50,897","2,210",
2021,4,0,"22,515",0,114,349,677,851,800,"1,216",897,297,"3,000","1,011","2,256",987,"1,446",941,"2,953","4,656",64,
2021,4,10,"30,115",11,191,605,932,"1,274","1,156","1,678","1,392",504,"4,286","1,204","3,196","1,053","1,837","1,413","4,278","5,017",88,
2021,4,20,"37,730",37,395,"1,298","1,865","1,836","1,286","2,517","1,439","1,123","4,289","1,653","3,253","1,729","2,468","1,672","3,716","6,952",202,
2021,4,30,"40,448",48,386,"1,153","1,825","1,798","1,243","2,485","1,467","1,051","3,956","2,327","2,946","2,510","2,829","2,008","3,923","8,269",224,
2021,4,40,"50,775",44,467,"1,368","1,969","2,330","1,819","2,913","2,027","1,129","6,320","2,298","4,922","2,398","3,436","2,291","6,122","8,698",224,
2021,4,50,"49,310",101,606,"1,880","2,447","2,474","1,787","3,225","1,810","1,605","5,685","2,158","4,486","2,173","3,322","2,046","4,913","8,160",432,
2021,4,60,"38,332",72,626,"1,780","2,475","2,315","1,513","2,883","1,225","1,220","3,983","1,610","3,171","1,724","2,617","1,237","3,722","5,620",539,
2021,4,70,"17,764",19,378,973,"1,267","1,158",754,"1,325",518,512,"1,603",768,"1,331",849,"1,484",537,"1,602","2,434",252,
2021,4,80,"7,543",4,140,372,446,479,280,520,213,248,704,241,543,522,840,262,633,936,160,
2021,4,90,"1,105",4,14,43,61,60,29,75,27,38,105,22,100,78,134,34,108,149,24,
2021,4,100,53,0,2,3,13,0,2,1,1,1,4,3,6,2,3,1,4,6,1,
2021,5,총,"295,742",269,"3,298","9,776","13,849","14,439","10,591","19,954","10,965","7,396","34,400","13,211","26,120","13,917","20,282","12,374","31,899","50,823","2,179",
2021,5,0,"22,549",0,111,345,675,840,787,"1,388",894,276,"3,060",990,"2,235",966,"1,418",935,"2,927","4,640",62,
2021,5,10,"30,078",9,218,605,913,"1,255","1,126","1,761","1,382",476,"4,349","1,189","3,177","1,038","1,828","1,385","4,286","4,994",87,
2021,5,20,"37,732",22,393,"1,291","1,849","1,825","1,278","2,623","1,447","1,082","4,313","1,667","3,228","1,747","2,439","1,673","3,713","6,944",198,
2021,5,30,"40,502",34,379,"1,151","1,822","1,757","1,244","2,756","1,460",977,"4,026","2,301","2,976","2,495","2,818","1,987","3,902","8,198",219,
2021,5,40,"50,709",39,458,"1,348","1,945","2,324","1,783","3,104","2,006","1,080","6,392","2,283","4,883","2,354","3,410","2,263","6,096","8,719",222,
2021,5,50,"49,279",76,599,"1,861","2,426","2,450","1,787","3,371","1,806","1,549","5,718","2,142","4,473","2,178","3,298","2,045","4,923","8,153",424,
2021,5,60,"38,526",63,624,"1,793","2,465","2,305","1,518","3,008","1,220","1,179","4,082","1,608","3,180","1,708","2,620","1,249","3,722","5,646",536,
2021,5,70,"17,664",19,366,966,"1,257","1,158",756,"1,346",510,496,"1,621",760,"1,313",833,"1,469",541,"1,590","2,421",242,
2021,5,80,"7,566",3,136,371,441,465,281,523,210,241,729,246,550,515,848,262,628,953,164,
2021,5,90,"1,099",4,14,42,55,60,29,73,29,39,106,22,100,81,130,33,109,149,24,
2021,5,100,38,0,0,3,1,0,2,1,1,1,4,3,5,2,4,1,3,6,1,
2021,6,총,"295,852",208,"3,322","9,722","13,772","14,342","10,539","20,820","10,965","7,109","34,532","13,230","26,068","13,884","20,201","12,342","31,847","50,783","2,166",
2021,6,0,"22,519",0,110,338,666,827,771,"1,536",880,250,"3,055",993,"2,220",960,"1,407",921,"2,908","4,615",62,
2021,6,10,"30,028",6,239,604,915,"1,248","1,104","1,809","1,383",457,"4,347","1,190","3,174","1,029","1,802","1,377","4,266","4,992",86,
2021,6,20,"37,685",13,398,"1,258","1,821","1,820","1,271","2,680","1,467","1,044","4,326","1,673","3,207","1,746","2,448","1,655","3,715","6,945",198,
2021,6,30,"40,526",25,373,"1,157","1,814","1,732","1,231","3,005","1,458",923,"4,045","2,296","2,969","2,485","2,796","1,977","3,884","8,142",214,
2021,6,40,"50,700",29,462,"1,330","1,925","2,308","1,770","3,267","1,999","1,018","6,416","2,273","4,880","2,358","3,377","2,263","6,079","8,724",222,
2021,6,50,"49,184",62,592,"1,849","2,409","2,435","1,782","3,459","1,806","1,493","5,733","2,150","4,446","2,166","3,303","2,041","4,920","8,118",420,
2021,6,60,"38,821",52,635,"1,812","2,469","2,303","1,541","3,093","1,217","1,149","4,129","1,620","3,206","1,714","2,621","1,271","3,741","5,711",537,
2021,6,70,"17,653",16,365,954,"1,250","1,140",750,"1,365",513,499,"1,633",762,"1,314",827,"1,459",540,"1,592","2,436",238,
2021,6,80,"7,598",2,134,376,448,468,288,526,213,238,735,243,551,515,857,259,632,950,163,
