년도,월,나이,경기도 안성시,경기도 안성시 공도읍,경기도 안성시 보개면,경기도 안성시 금광면,경기도 안성시 서운면,경기도 안성시 미양면,경기도 안성시 대덕면,경기도 안성시 양성면,경기도 안성시 원곡면,경기도 안성시 일죽면,경기도 안성시 죽산면,경기도 안성시 삼죽면,경기도 안성시 고삼면,경기도 안성시 안성1동,경기도 안성시 안성2동,경기도 안성시 안성3동
2020,4,10,"18,141","7,475",314,682,155,282,"1,187",277,357,442,396,199,84,"1,109","2,567","2,615"
2020,4,20,"21,842","6,545",538,727,307,519,"2,079",478,766,663,693,390,183,"1,615","3,098","3,241"
2020,4,30,"23,294","8,524",438,714,262,532,"2,777",393,870,647,571,290,147,"1,433","3,046","2,650"
2020,4,40,"29,993","11,772",575,"1,123",357,687,"2,526",569,878,844,817,351,193,"1,793","3,951","3,557"
2020,4,50,"30,984","8,298","1,086","1,344",706,"1,072","2,395","1,071","1,193","1,448","1,444",665,387,"2,283","3,663","3,929"
2020,4,60,"23,711","4,906","1,121","1,304",728,"1,125","1,740","1,136",911,"1,600","1,326",738,436,"1,905","2,350","2,385"
2020,4,70,"13,336","2,724",722,693,469,691,884,638,481,966,829,472,263,"1,083","1,163","1,258"
2020,4,80,"7,318","1,239",447,449,306,430,442,434,261,570,503,283,169,574,575,636
2020,4,90,953,146,59,62,35,55,58,91,38,80,43,21,23,81,74,87
2020,4,100,55,6,5,3,2,5,4,3,3,6,4,1,1,7,2,3
2020,5,총,"185,018","57,956","5,492","7,593","3,422","5,658","15,688","5,252","6,250","7,649","6,881","3,791","1,946","12,612","22,674","22,154"
2020,5,0,"14,532","6,163",182,476,92,241,"1,518",149,412,302,243,93,54,749,"2,122","1,736"
2020,5,10,"18,502","7,479",312,684,155,278,"1,198",276,419,505,397,454,80,"1,097","2,557","2,611"
2020,5,20,"21,989","6,603",530,733,304,511,"2,119",473,768,659,687,426,186,"1,629","3,102","3,259"
2020,5,30,"23,259","8,471",441,705,264,535,"2,764",397,871,647,578,285,148,"1,417","3,065","2,671"
2020,5,40,"30,035","11,818",573,"1,117",359,697,"2,545",565,886,853,816,349,192,"1,793","3,945","3,527"
2020,5,50,"31,069","8,339","1,087","1,346",705,"1,078","2,406","1,078","1,194","1,450","1,436",663,386,"2,274","3,681","3,946"
2020,5,60,"23,868","4,940","1,133","1,321",729,"1,132","1,751","1,133",915,"1,609","1,347",736,441,"1,906","2,372","2,403"
2020,5,70,"13,387","2,749",719,696,472,693,881,647,483,958,827,479,261,"1,084","1,174","1,264"
2020,5,80,"7,349","1,242",451,447,305,433,445,437,259,577,502,284,172,573,577,645
2020,5,90,972,146,59,65,35,55,57,94,40,83,43,21,25,83,77,89
2020,5,100,56,6,5,3,2,5,4,3,3,6,5,1,1,7,2,3
2020,6,총,"185,305","58,071","5,485","7,568","3,425","5,685","15,645","5,264","6,249","7,662","6,886","3,789","1,953","12,614","22,778","22,231"
2020,6,0,"14,484","6,136",185,460,90,239,"1,516",154,408,299,247,93,52,742,"2,119","1,744"
2020,6,10,"18,483","7,489",313,686,153,274,"1,182",276,411,507,390,449,82,"1,099","2,563","2,609"
2020,6,20,"22,027","6,621",526,723,302,524,"2,105",469,763,657,698,429,187,"1,623","3,131","3,269"
2020,6,30,"23,199","8,421",436,701,271,528,"2,736",399,876,648,574,286,154,"1,421","3,061","2,687"
2020,6,40,"30,104","11,856",578,"1,114",360,705,"2,539",573,889,855,809,347,192,"1,785","3,964","3,538"
2020,6,50,"31,066","8,380","1,081","1,335",701,"1,084","2,401","1,071","1,192","1,450","1,436",659,379,"2,272","3,689","3,936"
2020,6,60,"24,065","4,995","1,132","1,329",731,"1,142","1,761","1,136",920,"1,623","1,347",744,448,"1,918","2,407","2,432"
2020,6,70,"13,456","2,761",719,702,472,690,896,652,487,957,835,476,260,"1,086","1,186","1,277"
2020,6,80,"7,384","1,257",452,450,308,440,446,436,260,577,501,284,172,576,579,646
2020,6,90,981,149,58,65,35,54,59,95,40,83,44,21,26,85,77,90
2020,6,100,56,6,5,3,2,5,4,3,3,6,5,1,1,7,2,3
2020,7,총,"185,544","58,081","5,479","7,544","3,407","5,739","15,596","5,290","6,293","7,645","6,890","3,855","1,961","12,570","22,894","22,300"
2020,7,0,"14,436","6,090",191,449,87,242,"1,501",154,407,301,245,94,51,735,"2,142","1,747"
2020,7,10,"18,497","7,481",313,677,150,277,"1,166",280,409,510,393,503,84,"1,088","2,553","2,613"
2020,7,20,"22,037","6,604",521,727,300,531,"2,092",474,779,649,698,435,188,"1,611","3,153","3,275"
2020,7,30,"23,145","8,383",438,697,263,524,"2,715",400,885,633,572,290,151,"1,400","3,073","2,721"
2020,7,40,"30,144","11,881",574,"1,100",357,717,"2,554",575,902,857,800,347,192,"1,785","3,962","3,541"
2020,7,50,"31,117","8,415","1,077","1,342",700,"1,095","2,387","1,065","1,186","1,438","1,443",657,382,"2,260","3,720","3,950"
2020,7,60,"24,224","5,033","1,129","1,329",736,"1,156","1,766","1,151",932,"1,637","1,357",742,453,"1,928","2,438","2,437"
2020,7,70,"13,479","2,760",726,700,468,694,902,656,487,954,825,485,260,"1,093","1,193","1,276"
2020,7,80,"7,414","1,274",447,453,308,445,450,438,263,579,507,277,171,578,581,643
2020,7,90,995,154,58,67,36,53,59,93,40,82,45,24,28,85,77,94
2020,7,100,56,6,5,3,2,5,4,4,3,5,5,1,1,7,2,3
2020,8,총,"186,104","58,409","5,460","7,517","3,406","5,756","15,474","5,275","6,283","7,706","6,910","3,911","1,961","12,556","23,102","22,378"
2020,8,0,"14,378","6,070",188,440,88,238,"1,479",151,396,300,245,92,51,730,"2,134","1,776"
2020,8,10,"18,579","7,514",310,667,154,278,"1,144",277,406,557,393,540,88,"1,083","2,549","2,619"
2020,8,20,"22,190","6,665",519,729,297,539,"2,066",469,781,667,705,453,189,"1,600","3,241","3,270"
2020,8,30,"23,175","8,447",439,691,258,519,"2,658",399,889,631,570,287,152,"1,392","3,121","2,722"
2020,8,40,"30,131","11,902",565,"1,085",353,718,"2,535",572,885,855,799,350,194,"1,791","3,966","3,561"
2020,8,50,"31,200","8,496","1,072","1,340",703,"1,094","2,383","1,066","1,189","1,429","1,447",663,377,"2,261","3,737","3,943"
2020,8,60,"24,443","5,095","1,133","1,334",738,"1,173","1,794","1,158",944,"1,639","1,368",743,449,"1,927","2,485","2,463"
2020,8,70,"13,520","2,768",725,706,469,690,900,652,487,962,828,487,258,"1,100","1,203","1,285"
2020,8,80,"7,430","1,288",446,455,309,449,451,436,262,579,505,271,173,578,585,643
2020,8,90,"1,002",158,58,67,35,53,60,91,41,82,45,24,29,87,79,93
2020,8,100,56,6,5,3,2,5,4,4,3,5,5,1,1,7,2,3
2020,9,총,"186,460","58,641","5,444","7,485","3,389","5,768","15,392","5,268","6,316","7,687","6,903","3,863","1,955","12,549","23,378","22,422"
2020,9,0,"14,278","6,038",185,431,83,237,"1,444",148,393,295,240,93,47,723,"2,129","1,792"
2020,9,10,"18,503","7,520",307,661,153,278,"1,142",278,409,545,384,501,87,"1,082","2,553","2,603"
2020,9,20,"22,322","6,719",521,726,293,524,"2,042",469,789,672,702,450,185,"1,599","3,369","3,262"
2020,9,30,"23,203","8,476",429,676,259,523,"2,630",400,894,629,562,287,149,"1,369","3,180","2,740"
2020,9,40,"30,072","11,920",558,"1,074",346,724,"2,528",570,887,846,796,340,189,"1,775","3,966","3,553"
2020,9,50,"31,331","8,558","1,067","1,341",698,"1,098","2,383","1,057","1,197","1,427","1,453",664,384,"2,284","3,770","3,950"
2020,9,60,"24,675","5,148","1,142","1,344",745,"1,188","1,807","1,155",956,"1,643","1,383",745,451,"1,937","2,534","2,497"
2020,9,70,"13,535","2,800",723,705,463,681,898,658,487,963,825,481,258,"1,103","1,206","1,284"
2020,9,80,"7,474","1,297",447,454,310,456,455,438,261,580,507,276,176,583,591,643
2020,9,90,"1,010",159,60,70,37,54,59,91,40,82,45,25,28,87,78,95
2020,9,100,57,6,5,3,2,5,4,4,3,5,6,1,1,7,2,3
2020,10,총,"186,695","58,877","5,405","7,481","3,390","5,773","15,365","5,277","6,356","7,678","6,871","3,731","1,946","12,481","23,564","22,500"
2020,10,0,"14,193","5,992",180,424,88,238,"1,436",149,390,297,236,90,44,721,"2,113","1,795"
2020,10,10,"18,341","7,515",302,658,149,277,"1,131",277,414,538,372,389,85,"1,067","2,558","2,609"
2020,10,20,"22,387","6,781",517,730,293,520,"2,021",473,788,674,697,439,184,"1,580","3,423","3,267"
2020,10,30,"23,175","8,472",417,672,259,526,"2,619",401,895,628,555,281,146,"1,347","3,204","2,753"
2020,10,40,"30,127","11,972",547,"1,064",343,711,"2,526",570,900,840,782,336,187,"1,773","3,998","3,578"
2020,10,50,"31,395","8,627","1,056","1,342",686,"1,103","2,387","1,049","1,200","1,425","1,459",669,382,"2,276","3,785","3,949"
2020,10,60,"24,886","5,198","1,153","1,353",754,"1,203","1,819","1,165",972,"1,647","1,394",744,457,"1,928","2,588","2,511"
2020,10,70,"13,609","2,851",721,699,466,678,907,659,487,968,817,475,256,"1,111","1,219","1,295"
2020,10,80,"7,501","1,299",444,464,313,458,457,439,267,574,506,281,175,580,597,647
2020,10,90,"1,023",164,63,72,37,54,58,91,40,82,47,26,29,90,77,93
2020,10,100,58,6,5,3,2,5,4,4,3,5,6,1,1,8,2,3
2020,11,총,"186,853","59,056","5,370","7,466","3,390","5,800","15,351","5,275","6,308","7,644","6,850","3,674","1,946","12,474","23,671","22,578"
2020,11,0,"14,095","5,960",177,418,88,237,"1,426",149,388,295,231,87,42,704,"2,102","1,791"
2020,11,10,"18,235","7,517",300,653,144,275,"1,126",279,407,516,367,340,86,"1,056","2,566","2,603"
2020,11,20,"22,471","6,810",506,725,297,521,"2,026",468,784,665,700,440,186,"1,600","3,455","3,288"
2020,11,30,"23,151","8,458",413,667,254,539,"2,626",405,880,617,554,278,144,"1,347","3,193","2,776"
2020,11,40,"30,118","12,006",538,"1,060",337,714,"2,498",567,886,836,769,343,185,"1,757","4,030","3,592"
2020,11,50,"31,461","8,690","1,044","1,331",687,"1,096","2,397","1,042","1,199","1,421","1,452",666,388,"2,289","3,815","3,944"
2020,11,60,"25,077","5,264","1,157","1,370",758,"1,226","1,825","1,175",973,"1,654","1,405",738,459,"1,924","2,613","2,536"
2020,11,70,"13,627","2,871",719,704,472,673,907,655,481,972,810,470,254,"1,119","1,218","1,302"
2020,11,80,"7,535","1,312",445,462,312,459,457,443,267,580,508,285,174,582,597,652
2020,11,90,"1,025",162,66,73,39,55,59,88,40,83,48,26,27,88,80,91
2020,11,100,58,6,5,3,2,5,4,4,3,5,6,1,1,8,2,3
2020,12,총,"187,012","59,273","5,368","7,450","3,383","5,834","15,332","5,281","6,300","7,589","6,850","3,545","1,967","12,473","23,763","22,604"
2020,12,0,"14,048","5,935",174,412,88,234,"1,419",148,385,304,217,90,42,704,"2,104","1,792"
2020,12,10,"17,999","7,538",299,640,146,273,"1,113",281,367,433,373,250,88,"1,054","2,555","2,589"
2020,12,20,"22,544","6,851",503,734,292,530,"2,028",466,778,669,699,407,191,"1,598","3,505","3,293"
2020,12,30,"23,127","8,457",410,666,255,544,"2,607",407,882,617,538,274,145,"1,342","3,196","2,787"
2020,12,40,"30,171","12,032",543,"1,050",338,719,"2,509",566,900,841,777,345,184,"1,758","4,030","3,579"
2020,12,50,"31,465","8,736","1,043","1,340",686,"1,107","2,378","1,031","1,207","1,408","1,445",658,391,"2,261","3,825","3,949"
2020,12,60,"25,328","5,341","1,163","1,374",754,"1,231","1,853","1,184",986,"1,675","1,424",736,468,"1,951","2,640","2,548"
2020,12,70,"13,644","2,884",712,692,469,677,899,653,485,971,812,468,253,"1,123","1,228","1,318"
2020,12,80,"7,596","1,328",448,465,316,461,463,452,267,584,508,290,176,584,597,657
2020,12,90,"1,034",164,69,74,37,54,59,89,40,82,52,26,28,90,81,89
2020,12,100,56,7,4,3,2,4,4,4,3,5,5,1,1,8,2,3
2021,1,총,"187,232","59,468","5,369","7,460","3,370","5,862","15,296","5,279","6,274","7,583","6,864","3,485","1,966","12,465","23,882","22,609"
2021,1,0,"13,973","5,914",170,410,86,232,"1,394",144,386,295,215,84,44,704,"2,091","1,804"
2021,1,10,"17,908","7,534",305,636,146,272,"1,107",285,356,439,367,205,88,"1,043","2,562","2,563"
2021,1,20,"22,585","6,950",497,734,289,534,"2,009",466,770,662,696,392,191,"1,596","3,525","3,274"
2021,1,30,"23,084","8,419",410,670,252,552,"2,591",407,882,613,541,271,146,"1,331","3,213","2,786"
2021,1,40,"30,208","12,042",543,"1,046",334,718,"2,519",565,896,843,770,343,179,"1,764","4,048","3,598"
2021,1,50,"31,458","8,784","1,037","1,338",689,"1,113","2,368","1,034","1,192","1,392","1,437",649,387,"2,250","3,845","3,943"
2021,1,60,"25,574","5,415","1,167","1,385",753,"1,240","1,869","1,183","1,001","1,687","1,451",756,472,"1,961","2,667","2,567"
2021,1,70,"13,719","2,907",711,694,466,678,913,648,486,981,819,468,255,"1,128","1,242","1,323"
2021,1,80,"7,624","1,332",454,468,317,463,463,453,262,581,510,290,175,589,610,657
2021,1,90,"1,044",164,71,76,37,56,60,90,40,85,53,26,28,90,77,91
2021,1,100,55,7,4,3,1,4,3,4,3,5,5,1,1,9,2,3
2021,2,총,"187,488","59,658","5,361","7,424","3,357","5,892","15,315","5,285","6,292","7,582","6,820","3,500","1,953","12,483","24,028","22,538"
2021,2,0,"13,872","5,884",165,400,85,232,"1,371",146,388,289,213,82,43,697,"2,103","1,774"
2021,2,10,"17,885","7,553",295,629,142,273,"1,121",283,350,439,354,199,88,"1,043","2,582","2,534"
2021,2,20,"22,661","6,983",499,729,278,540,"2,010",469,775,661,693,398,191,"1,608","3,560","3,267"
2021,2,30,"22,946","8,365",401,661,249,557,"2,579",408,879,603,535,275,143,"1,326","3,211","2,754"
2021,2,40,"30,275","12,095",550,"1,024",341,724,"2,546",554,911,844,748,353,178,"1,764","4,063","3,580"
2021,2,50,"31,530","8,873","1,036","1,339",680,"1,105","2,360","1,034","1,186","1,384","1,423",646,383,"2,248","3,876","3,957"
2021,2,60,"25,815","5,466","1,175","1,399",758,"1,252","1,888","1,195","1,008","1,700","1,463",758,472,"1,988","2,693","2,600"
2021,2,70,"13,743","2,923",709,698,465,686,911,648,488,988,817,467,251,"1,121","1,250","1,321"
2021,2,80,"7,661","1,345",453,468,322,461,465,453,266,583,514,296,176,591,609,659
2021,2,90,"1,044",165,74,74,35,58,61,91,38,86,55,25,26,88,79,89
2021,2,100,56,6,4,3,2,4,3,4,3,5,5,1,2,9,2,3
2021,3,총,"187,540","59,688","5,344","7,385","3,340","5,911","15,340","5,283","6,267","7,579","6,810","3,607","1,946","12,398","24,178","22,464"
2021,3,0,"13,796","5,839",161,390,88,226,"1,355",150,391,289,218,82,44,702,"2,097","1,764"
2021,3,10,"17,926","7,538",300,624,139,279,"1,122",281,348,433,361,291,84,"1,030","2,583","2,513"
2021,3,20,"22,743","6,983",488,727,283,553,"2,016",464,766,661,690,414,191,"1,609","3,633","3,265"
2021,3,30,"22,891","8,332",397,644,243,554,"2,565",407,904,606,531,270,143,"1,315","3,268","2,712"
2021,3,40,"30,150","12,071",545,"1,019",336,729,"2,570",549,906,830,750,342,179,"1,721","4,040","3,563"
2021,3,50,"31,452","8,920","1,022","1,333",665,"1,117","2,350","1,024","1,163","1,377","1,399",648,373,"2,237","3,883","3,941"
2021,3,60,"26,110","5,550","1,190","1,409",766,"1,249","1,927","1,205","1,010","1,720","1,475",774,482,"1,985","2,735","2,633"
2021,3,70,"13,721","2,926",708,696,460,683,908,652,482,991,814,464,243,"1,115","1,256","1,323"
2021,3,80,"7,668","1,355",456,468,323,461,465,455,262,579,513,294,177,592,608,660
2021,3,90,"1,044",168,73,72,36,57,61,92,35,88,55,27,28,90,75,87
2021,3,100,39,6,4,3,1,3,1,4,0,5,4,1,2,2,0,3
2021,4,총,"188,038","59,821","5,347","7,361","3,349","5,930","15,336","5,273","6,357","7,647","6,802","3,678","1,955","12,400","24,353","22,429"
2021,4,0,"13,707","5,814",166,382,89,217,"1,329",152,384,284,217,82,46,702,"2,102","1,741"
2021,4,10,"18,076","7,532",300,624,138,275,"1,120",277,392,513,362,328,84,"1,030","2,606","2,495"
2021,4,20,"22,805","6,982",486,729,293,555,"2,032",454,775,673,684,426,202,"1,594","3,659","3,261"
2021,4,30,"22,887","8,335",404,637,240,556,"2,532",403,927,600,530,277,141,"1,324","3,280","2,701"
2021,4,40,"30,221","12,105",538,"1,004",338,732,"2,577",554,915,817,756,355,179,"1,726","4,069","3,556"
2021,4,50,"31,500","8,966","1,018","1,329",669,"1,117","2,368","1,022","1,168","1,381","1,395",637,375,"2,215","3,904","3,936"
2021,4,60,"26,342","5,608","1,195","1,417",767,"1,271","1,943","1,208","1,017","1,725","1,472",781,483,"2,000","2,789","2,666"
2021,4,70,"13,696","2,929",702,692,459,686,912,651,483,986,815,461,238,"1,107","1,258","1,317"
2021,4,80,"7,713","1,371",458,473,320,463,462,454,260,574,516,303,175,604,611,669
2021,4,90,"1,053",173,76,71,35,55,60,94,36,90,52,27,30,95,75,84
2021,4,100,38,6,4,3,1,3,1,4,0,4,3,1,2,3,0,3
2021,5,총,"188,704","59,992","5,357","7,359","3,348","5,945","15,340","5,278","6,398","7,694","7,015","3,733","1,944","12,408","24,436","22,457"
2021,5,0,"13,641","5,787",169,378,83,209,"1,324",150,384,286,219,81,45,702,"2,083","1,741"
2021,5,10,"18,270","7,554",297,628,143,275,"1,093",272,394,523,516,367,81,"1,032","2,612","2,483"
2021,5,20,"22,950","7,015",488,731,291,557,"2,054",454,783,680,703,440,200,"1,584","3,680","3,290"
2021,5,30,"22,877","8,327",404,639,233,558,"2,520",396,937,610,532,282,136,"1,328","3,283","2,692"
2021,5,40,"30,252","12,116",542,"1,001",339,732,"2,573",559,927,817,756,347,177,"1,720","4,092","3,554"
2021,5,50,"31,554","9,026","1,022","1,322",669,"1,113","2,363","1,018","1,169","1,375","1,405",629,369,"2,218","3,914","3,942"
2021,5,60,"26,592","5,665","1,205","1,425",773,"1,282","1,975","1,219","1,018","1,748","1,488",793,490,"2,011","2,817","2,683"
2021,5,70,"13,719","2,939",697,695,459,695,916,656,487,983,817,461,240,"1,101","1,264","1,309"
2021,5,80,"7,747","1,385",455,469,322,464,458,455,264,575,522,304,174,612,614,674
2021,5,90,"1,063",172,74,68,35,57,63,95,35,92,54,28,30,97,77,86
2021,5,100,39,6,4,3,1,3,1,4,0,5,3,1,2,3,0,3
2021,6,총,"189,060","60,179","5,342","7,359","3,356","5,909","15,349","5,271","6,431","7,668","6,996","3,819","1,945","12,455","24,463","22,518"
2021,6,0,"13,588","5,764",167,369,83,207,"1,312",144,385,281,214,80,49,703,"2,074","1,756"
2021,6,10,"18,276","7,565",288,629,144,271,"1,084",268,394,522,512,417,81,"1,029","2,587","2,485"
2021,6,20,"23,053","7,071",496,725,296,552,"2,050",451,776,672,700,467,201,"1,600","3,700","3,296"
2021,6,30,"22,890","8,329",405,636,231,550,"2,535",387,951,607,522,284,135,"1,329","3,292","2,697"
2021,6,40,"30,268","12,145",539,994,336,724,"2,585",555,935,811,747,345,178,"1,727","4,089","3,558"
2021,6,50,"31,532","9,048","1,013","1,336",664,"1,104","2,357","1,015","1,170","1,368","1,398",642,365,"2,209","3,898","3,945"
2021,6,60,"26,840","5,735","1,210","1,437",780,"1,282","1,990","1,237","1,032","1,752","1,507",791,490,"2,036","2,850","2,711"
2021,6,70,"13,738","2,954",693,693,457,697,913,647,489,979,819,460,240,"1,111","1,277","1,309"
2021,6,80,"7,759","1,386",453,466,328,461,459,465,261,582,520,304,175,611,615,673
2021,6,90,"1,077",176,74,71,36,58,63,98,38,89,54,28,29,97,81,85
2021,6,100,39,6,4,3,1,3,1,4,0,5,3,1,2,3,0,3
2021,7,총,"189,298","60,240","5,340","7,364","3,351","5,917","15,367","5,258","6,467","7,645","7,035","3,880","1,935","12,454","24,524","22,521"
2021,7,0,"13,511","5,722",166,370,82,204,"1,314",137,387,277,214,77,49,703,"2,064","1,745"
2021,7,10,"18,343","7,590",285,623,141,272,"1,079",272,397,514,527,481,80,"1,021","2,577","2,484"
2021,7,20,"23,085","7,086",488,729,297,547,"2,053",447,778,668,702,478,199,"1,607","3,703","3,303"
2021,7,30,"22,880","8,306",411,629,229,546,"2,529",384,961,606,528,275,133,"1,334","3,311","2,698"
2021,7,40,"30,211","12,107",540,992,338,726,"2,594",548,936,807,758,339,175,"1,707","4,101","3,543"
2021,7,50,"31,531","9,086","1,000","1,326",661,"1,104","2,340","1,013","1,183","1,349","1,401",642,363,"2,204","3,914","3,945"
2021,7,60,"27,074","5,806","1,228","1,458",777,"1,297","2,012","1,242","1,041","1,767","1,509",794,496,"2,052","2,873","2,722"
2021,7,70,"13,753","2,958",690,698,458,695,920,648,490,979,812,460,234,"1,109","1,284","1,318"
2021,7,80,"7,781","1,395",455,465,331,462,460,464,256,582,524,306,175,615,616,675
2021,7,90,"1,091",178,73,72,36,61,65,99,38,91,57,27,29,99,81,85
2021,7,100,38,6,4,2,1,3,1,4,0,5,3,1,2,3,0,3
2021,8,총,"189,641","60,317","5,342","7,365","3,337","5,903","15,391","5,264","6,466","7,708","7,066","3,917","1,943","12,438","24,648","22,536"
2021,8,0,"13,424","5,685",167,364,79,201,"1,304",133,384,276,212,72,44,701,"2,048","1,754"
2021,8,10,"18,391","7,580",284,618,144,274,"1,083",269,390,543,552,495,81,"1,012","2,583","2,483"
2021,8,20,"23,182","7,103",486,738,290,544,"2,060",452,788,680,713,486,200,"1,603","3,757","3,282"
2021,8,30,"22,876","8,298",412,619,232,543,"2,520",383,955,607,523,273,132,"1,341","3,336","2,702"
2021,8,40,"30,161","12,092",532,987,334,721,"2,610",550,920,817,756,338,175,"1,706","4,087","3,536"
2021,8,50,"31,625","9,147","1,002","1,324",660,"1,097","2,342","1,013","1,196","1,334","1,396",649,367,"2,201","3,951","3,946"
2021,8,60,"27,258","5,841","1,236","1,470",777,"1,298","2,028","1,253","1,053","1,790","1,516",803,501,"2,053","2,897","2,742"
2021,8,70,"13,788","2,973",688,708,454,696,919,647,487,983,813,467,236,"1,099","1,292","1,326"
2021,8,80,"7,805","1,414",460,463,325,463,459,461,255,582,522,305,175,619,620,682
2021,8,90,"1,093",178,71,72,41,63,65,99,38,91,60,28,30,100,77,80
2021,8,100,38,6,4,2,1,3,1,4,0,5,3,1,2,3,0,3
2021,9,총,"189,747","60,313","5,369","7,376","3,332","5,918","15,463","5,280","6,486","7,708","7,007","3,807","1,951","12,391","24,787","22,559"
2021,9,0,"13,354","5,656",170,368,82,200,"1,294",134,379,274,216,72,44,683,"2,038","1,744"
2021,9,10,"18,158","7,571",286,614,140,271,"1,084",270,386,528,487,397,82,"1,003","2,569","2,470"
2021,9,20,"23,263","7,073",492,733,286,553,"2,128",453,790,680,708,473,204,"1,586","3,802","3,302"
2021,9,30,"22,874","8,306",415,622,235,545,"2,484",388,948,605,522,266,133,"1,335","3,371","2,699"
2021,9,40,"30,159","12,082",533,982,334,724,"2,635",543,935,821,757,335,173,"1,694","4,084","3,527"
