년도,월,나이,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2020,9,60,"58,719","1,799","2,327","2,245","3,139","2,981","1,702","2,445","1,927","4,102","1,561","3,042","2,584","2,549","3,563","1,199","2,995","2,384","4,947","2,839","2,544","2,497","3,348"
2020,9,70,"33,781","1,401","1,350","1,539","2,422","1,781","1,004","1,674","1,041","2,051","1,056","1,668","1,758","1,245","2,139",707,"1,300","1,056","2,724","1,082","1,400","1,462","1,921"
2020,9,80,"11,553",595,501,458,942,590,299,508,339,581,296,550,565,455,742,235,347,340,"1,214",384,517,423,672
2020,9,90,"2,221",91,69,90,163,125,65,85,63,111,38,98,99,95,139,49,84,65,252,106,107,72,155
2020,9,100,289,9,20,20,19,27,9,13,14,23,9,24,20,8,15,12,9,7,12,4,6,4,5
2020,10,총,"540,127","16,819","23,073","21,803","27,356","27,101","13,542","30,140","25,073","37,923","20,608","36,054","37,127","22,204","34,162","6,709","22,338","20,490","44,586","24,011","15,844","17,773","15,391"
2020,10,0,"37,042",981,712,"1,158","2,185","2,181",845,"2,450","2,003","1,992",764,"1,057","2,993","1,781","2,984",376,"1,674","1,389","4,588","2,269",771,"1,245",644
2020,10,10,"59,427","1,715",888,"1,325","2,827","2,282","1,304","3,498","5,580","6,510","2,635","1,563","5,592","2,349","4,777",607,"2,554","1,854","4,567","3,371","1,229","1,796",604
2020,10,20,"74,334","2,301","4,676","3,566","3,200","3,818","1,941","3,878","2,502","5,052","3,480","7,569","4,685","3,025","4,046",761,"2,961","2,950","5,443","2,630","2,243","1,965","1,642"
2020,10,30,"82,464","2,420","5,874","4,592","3,449","4,490","2,001","4,996","1,589","3,285","3,374","10,157","5,305","3,287","3,677",690,"2,839","3,154","6,980","3,039","2,279","2,607","2,380"
2020,10,40,"99,370","2,982","3,839","3,809","4,924","4,810","2,198","6,486","6,207","7,405","4,142","6,069","8,685","3,877","6,591",968,"3,704","3,383","7,770","4,554","2,206","3,077","1,684"
2020,10,50,"80,334","2,525","2,821","2,977","4,094","4,016","2,202","4,108","3,811","6,786","3,227","4,246","4,840","3,531","5,480","1,103","3,856","3,471","6,050","3,726","2,534","2,628","2,302"
2020,10,60,"59,011","1,788","2,314","2,257","3,128","2,984","1,686","2,446","1,918","4,102","1,571","3,045","2,580","2,550","3,571","1,198","3,000","2,660","4,984","2,840","2,551","2,493","3,345"
2020,10,70,"33,983","1,404","1,359","1,545","2,429","1,763",991,"1,672","1,044","2,068","1,061","1,671","1,766","1,242","2,139",711,"1,307","1,185","2,731","1,086","1,397","1,464","1,948"
2020,10,80,"11,643",599,499,463,939,604,298,509,341,591,308,559,563,461,743,235,352,364,"1,208",386,520,423,678
2020,10,90,"2,231",94,71,91,163,125,68,84,64,109,38,94,98,93,139,48,83,73,253,106,108,71,158
2020,10,100,288,10,20,20,18,28,8,13,14,23,8,24,20,8,15,12,8,7,12,4,6,4,6
2020,11,총,"539,838","16,756","22,991","21,776","27,255","27,058","13,459","30,076","24,984","37,792","20,590","35,965","37,084","22,088","34,053","6,668","22,266","21,864","44,423","23,970","15,741","17,678","15,301"
2020,11,0,"36,885",978,709,"1,136","2,158","2,181",849,"2,421","1,993","1,963",753,"1,050","2,980","1,759","2,959",373,"1,668","1,538","4,530","2,241",766,"1,243",637
2020,11,10,"59,356","1,702",871,"1,330","2,815","2,281","1,290","3,495","5,553","6,476","2,626","1,540","5,582","2,363","4,779",600,"2,518","2,004","4,562","3,379","1,214","1,778",598
2020,11,20,"74,139","2,280","4,646","3,566","3,179","3,788","1,924","3,877","2,491","5,019","3,478","7,571","4,694","2,988","4,036",753,"2,941","3,090","5,418","2,621","2,214","1,950","1,615"
2020,11,30,"82,137","2,418","5,840","4,563","3,395","4,468","1,991","4,984","1,572","3,283","3,366","10,092","5,268","3,262","3,619",689,"2,828","3,368","6,922","3,004","2,275","2,586","2,344"
2020,11,40,"99,315","2,967","3,841","3,845","4,916","4,802","2,179","6,463","6,160","7,342","4,122","6,072","8,670","3,855","6,575",965,"3,676","3,634","7,779","4,541","2,185","3,061","1,665"
2020,11,50,"80,358","2,509","2,810","2,969","4,085","3,999","2,176","4,116","3,828","6,768","3,241","4,244","4,867","3,511","5,484","1,089","3,846","3,667","6,020","3,732","2,516","2,610","2,271"
2020,11,60,"59,298","1,790","2,319","2,234","3,141","3,000","1,689","2,436","1,916","4,128","1,575","3,042","2,589","2,553","3,576","1,201","3,023","2,840","4,997","2,858","2,544","2,483","3,364"
2020,11,70,"34,097","1,402","1,369","1,550","2,434","1,776",986,"1,671","1,044","2,090","1,069","1,674","1,750","1,229","2,127",704,"1,312","1,264","2,719","1,097","1,393","1,472","1,965"
2020,11,80,"11,724",605,493,472,952,610,297,514,349,592,312,560,564,467,744,236,359,376,"1,215",386,521,420,680
2020,11,90,"2,239",95,72,91,162,124,70,86,64,108,40,96,100,93,139,46,86,75,251,107,107,71,156
2020,11,100,290,10,21,20,18,29,8,13,14,23,8,24,20,8,15,12,9,8,10,4,6,4,6
2020,12,총,"539,231","16,663","23,012","21,739","27,270","27,029","13,391","30,126","24,889","37,600","20,461","35,824","36,967","22,085","33,939","6,646","22,235","22,601","44,292","23,916","15,672","17,643","15,231"
2020,12,0,"36,766",957,709,"1,124","2,146","2,164",855,"2,422","1,979","1,967",757,"1,044","2,938","1,766","2,929",381,"1,674","1,620","4,494","2,216",750,"1,242",632
2020,12,10,"59,134","1,693",884,"1,316","2,819","2,279","1,283","3,502","5,530","6,402","2,560","1,442","5,571","2,360","4,779",593,"2,527","2,094","4,567","3,386","1,203","1,763",581
2020,12,20,"73,940","2,274","4,640","3,552","3,191","3,808","1,911","3,893","2,468","4,956","3,433","7,545","4,684","2,981","4,016",745,"2,917","3,171","5,374","2,614","2,210","1,943","1,614"
2020,12,30,"81,838","2,383","5,814","4,574","3,386","4,437","1,955","4,974","1,564","3,272","3,364","10,078","5,243","3,227","3,581",690,"2,799","3,484","6,875","2,979","2,266","2,577","2,316"
2020,12,40,"99,266","2,954","3,873","3,825","4,880","4,808","2,179","6,443","6,133","7,294","4,101","6,062","8,669","3,873","6,553",953,"3,691","3,775","7,805","4,546","2,149","3,048","1,652"
2020,12,50,"80,350","2,495","2,826","2,974","4,112","3,993","2,166","4,144","3,811","6,734","3,219","4,236","4,846","3,508","5,476","1,084","3,839","3,786","6,014","3,717","2,512","2,601","2,257"
2020,12,60,"59,423","1,788","2,309","2,234","3,157","2,999","1,694","2,453","1,928","4,161","1,579","3,048","2,585","2,564","3,564","1,205","3,011","2,919","4,969","2,860","2,551","2,490","3,355"
2020,12,70,"34,167","1,404","1,376","1,544","2,436","1,773",970,"1,692","1,047","2,085","1,081","1,690","1,747","1,233","2,138",695,"1,318","1,290","2,708","1,098","1,395","1,478","1,969"
2020,12,80,"11,813",609,488,487,962,615,301,506,349,598,317,560,565,473,748,240,365,381,"1,224",388,523,422,692
2020,12,90,"2,238",96,73,89,163,123,69,83,66,109,42,94,98,91,140,48,85,73,251,108,106,75,156
2020,12,100,296,10,20,20,18,30,8,14,14,22,8,25,21,9,15,12,9,8,11,4,7,4,7
2021,1,총,"538,536","16,583","22,975","21,723","27,190","27,038","13,341","30,025","24,775","37,299","20,347","35,716","36,917","22,075","33,899","6,618","22,184","23,183","44,210","23,885","15,655","17,698","15,200"
2021,1,0,"36,450",945,703,"1,113","2,134","2,148",850,"2,366","1,934","1,972",752,"1,032","2,903","1,751","2,892",375,"1,655","1,670","4,439","2,181",749,"1,261",625
2021,1,10,"59,070","1,688",884,"1,325","2,801","2,269","1,287","3,523","5,517","6,309","2,503","1,393","5,586","2,372","4,777",597,"2,530","2,191","4,585","3,378","1,214","1,773",568
2021,1,20,"73,534","2,224","4,618","3,538","3,172","3,801","1,894","3,870","2,451","4,848","3,405","7,512","4,652","2,958","4,008",737,"2,898","3,227","5,374","2,617","2,200","1,920","1,610"
2021,1,30,"81,385","2,368","5,792","4,552","3,349","4,442","1,945","4,915","1,538","3,272","3,341","10,060","5,202","3,204","3,545",679,"2,790","3,564","6,784","2,938","2,251","2,565","2,289"
2021,1,40,"99,180","2,941","3,887","3,819","4,878","4,798","2,163","6,407","6,079","7,195","4,081","6,068","8,641","3,876","6,539",956,"3,694","3,907","7,823","4,549","2,156","3,065","1,658"
2021,1,50,"80,512","2,498","2,821","2,988","4,109","4,010","2,175","4,187","3,824","6,668","3,237","4,225","4,904","3,526","5,483","1,071","3,818","3,867","5,989","3,731","2,507","2,619","2,255"
2021,1,60,"59,621","1,789","2,312","2,240","3,166","3,015","1,681","2,449","1,922","4,196","1,576","3,054","2,592","2,569","3,591","1,201","3,020","2,957","5,015","2,878","2,541","2,495","3,362"
2021,1,70,"34,309","1,415","1,373","1,541","2,420","1,781",966,"1,692","1,075","2,113","1,083","1,688","1,750","1,246","2,150",696,"1,314","1,320","2,703","1,112","1,401","1,493","1,977"
2021,1,80,"11,910",607,491,498,973,618,303,517,353,596,316,563,566,472,759,246,373,398,"1,232",386,526,428,689
2021,1,90,"2,264",98,74,89,170,126,70,84,68,108,45,94,99,90,140,47,83,74,256,111,103,75,160
2021,1,100,301,10,20,20,18,30,7,15,14,22,8,27,22,11,15,13,9,8,10,4,7,4,7
2021,2,총,"537,879","16,499","22,914","21,669","27,145","27,006","13,311","29,982","24,675","36,971","20,312","35,735","36,891","22,055","33,909","6,631","22,108","23,620","44,080","23,773","15,558","17,899","15,136"
2021,2,0,"36,418",936,693,"1,115","2,137","2,144",849,"2,369","1,932","1,972",739,"1,015","2,919","1,741","2,911",386,"1,667","1,701","4,366","2,174",733,"1,313",606
2021,2,10,"58,847","1,678",890,"1,319","2,789","2,255","1,276","3,520","5,467","6,176","2,489","1,391","5,567","2,376","4,775",586,"2,510","2,260","4,620","3,340","1,187","1,803",573
2021,2,20,"72,945","2,211","4,611","3,508","3,166","3,777","1,864","3,839","2,427","4,758","3,415","7,441","4,616","2,930","3,970",733,"2,853","3,274","5,338","2,585","2,179","1,860","1,590"
2021,2,30,"81,041","2,320","5,743","4,523","3,294","4,423","1,935","4,881","1,525","3,278","3,334","10,088","5,172","3,200","3,517",673,"2,792","3,641","6,681","2,906","2,234","2,613","2,268"
2021,2,40,"99,165","2,929","3,895","3,834","4,853","4,813","2,164","6,384","6,036","7,091","4,064","6,096","8,624","3,895","6,542",969,"3,660","3,996","7,856","4,541","2,143","3,121","1,659"
2021,2,50,"80,611","2,493","2,813","2,970","4,154","4,007","2,182","4,218","3,839","6,596","3,244","4,248","4,935","3,534","5,507","1,063","3,809","3,939","5,987","3,724","2,495","2,624","2,230"
2021,2,60,"59,815","1,796","2,302","2,253","3,160","3,019","1,680","2,450","1,920","4,238","1,576","3,060","2,618","2,557","3,613","1,205","3,021","2,995","5,020","2,887","2,547","2,538","3,360"
2021,2,70,"34,465","1,420","1,374","1,536","2,428","1,793",971,"1,691","1,091","2,138","1,084","1,701","1,750","1,246","2,155",709,"1,326","1,328","2,704","1,116","1,404","1,518","1,982"
2021,2,80,"11,991",612,497,504,979,619,313,530,354,594,314,567,570,473,764,247,376,400,"1,233",386,526,432,701
2021,2,90,"2,274",94,75,87,167,126,70,84,69,107,45,101,98,92,140,47,83,78,265,109,104,73,160
2021,2,100,307,10,21,20,18,30,7,16,15,23,8,27,22,11,15,13,11,8,10,5,6,4,7
2021,3,총,"534,796","16,384","22,712","21,628","26,904","26,738","13,183","29,806","24,556","36,753","20,087","35,507","36,399","21,911","33,777","6,538","22,107","23,705","43,973","23,665","15,486","17,928","15,049"
2021,3,0,"36,181",934,696,"1,117","2,126","2,120",839,"2,347","1,901","1,966",729,"1,007","2,883","1,732","2,884",379,"1,696","1,697","4,327","2,154",730,"1,316",601
2021,3,10,"58,488","1,669",888,"1,323","2,772","2,238","1,265","3,503","5,464","6,115","2,452","1,374","5,452","2,366","4,765",579,"2,492","2,271","4,622","3,327","1,180","1,796",575
2021,3,20,"72,476","2,204","4,597","3,529","3,128","3,765","1,846","3,825","2,418","4,719","3,375","7,452","4,446","2,916","3,929",736,"2,827","3,303","5,332","2,568","2,141","1,869","1,551"
2021,3,30,"80,503","2,294","5,690","4,481","3,260","4,384","1,911","4,850","1,489","3,277","3,321","10,030","5,166","3,182","3,504",666,"2,777","3,636","6,625","2,871","2,235","2,609","2,245"
2021,3,40,"98,473","2,893","3,831","3,848","4,776","4,754","2,133","6,352","5,986","7,024","3,994","6,077","8,524","3,860","6,518",942,"3,666","4,010","7,854","4,513","2,116","3,140","1,662"
