년도,월,나이,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2020,2,20,"19,967",391,364,409,118,58,77,97,135,93,196,501,158,225,148,65,198,280,471,"1,400",753,789,"2,549",498,"1,947","1,149","1,820","2,209",440,"2,429"
2020,2,30,"15,784",308,483,307,71,44,63,102,126,109,166,280,172,213,109,37,219,324,480,"1,310",526,611,"2,280",635,"1,295",846,"1,555",826,491,"1,796"
2020,2,40,"22,081",474,587,507,126,96,123,162,212,156,203,345,284,328,174,102,257,433,513,"1,820",657,858,"3,123",759,"1,771","1,358","2,251",950,582,"2,870"
2020,2,50,"25,314",648,745,748,247,169,225,214,334,290,309,507,440,495,297,124,312,525,630,"1,985",938,"1,010","3,104",650,"2,251","1,215","2,185","1,147",576,"2,994"
2020,2,60,"19,177",675,670,703,230,184,211,302,359,341,310,497,518,455,269,192,357,424,604,"1,564",781,"1,015","2,206",501,"1,538",443,940,943,429,"1,516"
2020,2,70,"10,386",366,355,430,174,122,145,234,232,255,224,277,362,248,165,141,273,230,435,688,374,758,"1,067",272,558,210,329,630,237,595
2020,2,80,"3,972",145,165,189,77,76,67,105,114,124,95,108,176,116,81,68,79,69,151,269,109,264,386,86,168,81,107,195,99,203
2020,2,90,428,13,20,22,11,12,6,13,9,15,10,9,34,18,13,7,9,6,15,22,10,25,39,8,23,6,11,17,13,12
2020,2,100,22,1,2,3,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,3,0,2,0,1,1,0,0,1,1,1
2020,3,총,"142,205","3,475","3,980","3,740","1,152",822,"1,001","1,347","1,668","1,483","1,706","2,873","2,313","2,372","1,359",790,"1,871","2,625","3,694","11,135","4,782","6,088","18,878","4,371","11,866","7,165","12,235","7,859","3,518","16,037"
2020,3,0,"10,397",206,287,153,29,16,25,40,56,40,89,169,58,102,39,10,65,182,185,868,249,282,"1,988",468,841,704,"1,245",327,308,"1,366"
2020,3,10,"14,858",275,314,279,66,44,54,82,95,69,98,192,121,167,61,47,103,171,227,"1,204",392,505,"2,166",513,"1,490","1,146","1,780",593,355,"2,249"
2020,3,20,"19,900",380,360,407,113,57,79,96,136,89,190,491,151,228,152,63,196,270,466,"1,400",756,772,"2,543",494,"1,928","1,165","1,831","2,224",432,"2,431"
2020,3,30,"15,656",301,477,301,73,41,61,102,119,110,168,272,169,213,105,36,216,323,474,"1,303",515,612,"2,260",629,"1,296",835,"1,548",832,482,"1,783"
2020,3,40,"22,004",464,585,497,125,94,124,161,211,155,197,352,279,328,175,106,260,426,505,"1,816",657,846,"3,115",756,"1,770","1,346","2,257",951,584,"2,862"
2020,3,50,"25,226",645,742,746,250,168,227,213,330,287,316,506,436,491,298,124,308,521,634,"1,985",933,"1,008","3,078",642,"2,236","1,222","2,181","1,133",573,"2,993"
2020,3,60,"19,257",677,667,706,232,189,212,302,365,340,315,493,518,457,268,190,360,425,599,"1,567",783,"1,004","2,227",502,"1,552",448,944,949,431,"1,535"
2020,3,70,"10,460",362,363,437,175,123,147,234,231,255,227,280,366,252,168,139,274,231,435,697,375,762,"1,074",270,563,212,327,636,242,603
2020,3,80,"3,993",150,163,189,78,78,65,104,115,123,94,108,179,117,79,68,79,69,156,269,112,269,387,88,167,81,112,196,96,202
2020,3,90,431,14,20,22,11,12,6,13,10,14,11,10,34,17,13,7,10,6,13,23,10,26,40,8,22,6,10,17,14,12
2020,3,100,23,1,2,3,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,3,0,2,0,1,1,0,0,1,1,1
2020,4,총,"142,088","3,472","3,970","3,724","1,153",824,"1,004","1,353","1,668","1,487","1,705","2,867","2,315","2,377","1,371",787,"1,883","2,613","3,703","11,124","4,790","6,048","18,865","4,358","11,851","7,146","12,225","7,888","3,499","16,018"
2020,4,0,"10,366",205,291,153,30,16,25,40,55,40,86,172,60,102,42,10,66,184,185,854,249,280,"1,987",465,835,693,"1,248",331,300,"1,362"
2020,4,10,"14,773",278,310,274,66,44,55,80,96,68,102,185,119,164,65,48,102,169,232,"1,197",398,488,"2,153",518,"1,486","1,136","1,767",583,352,"2,238"
2020,4,20,"19,935",374,360,405,109,56,79,98,134,93,188,488,153,229,155,61,199,274,466,"1,399",761,765,"2,564",482,"1,922","1,168","1,831","2,245",434,"2,443"
2020,4,30,"15,552",297,473,299,74,40,59,101,120,109,167,272,170,208,106,35,217,317,479,"1,294",510,605,"2,238",623,"1,289",837,"1,532",836,473,"1,772"
2020,4,40,"21,923",462,592,490,130,95,122,163,208,152,199,350,274,330,175,105,259,422,497,"1,818",661,838,"3,107",759,"1,769","1,327","2,260",941,574,"2,844"
2020,4,50,"25,225",646,732,745,246,167,226,218,332,287,311,500,439,490,298,124,310,517,640,"1,986",917,"1,012","3,068",640,"2,235","1,235","2,185","1,138",584,"2,997"
2020,4,60,"19,346",680,669,706,234,189,218,296,366,343,314,497,521,467,267,189,365,425,602,"1,575",795,"1,003","2,245",500,"1,551",452,950,954,426,"1,547"
2020,4,70,"10,499",362,360,437,172,126,148,239,233,254,231,285,363,252,169,137,272,231,435,704,377,759,"1,073",274,575,210,330,645,246,600
2020,4,80,"4,007",154,162,190,81,79,64,105,115,126,95,108,177,117,80,71,82,67,154,271,111,269,386,88,167,82,112,197,94,203
2020,4,90,440,13,19,22,11,12,7,13,9,14,11,10,37,18,13,7,11,6,13,23,11,27,44,8,22,6,10,17,15,11
2020,4,100,22,1,2,3,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020,5,총,"141,842","3,472","3,957","3,693","1,151",825,"1,005","1,351","1,672","1,481","1,709","2,857","2,311","2,376","1,375",788,"1,878","2,625","3,679","11,096","4,763","6,031","18,835","4,353","11,795","7,153","12,197","7,919","3,498","15,997"
2020,5,0,"10,298",203,284,149,30,15,26,40,54,39,87,173,60,103,42,11,67,187,180,848,252,276,"1,969",464,831,689,"1,236",333,301,"1,349"
2020,5,10,"14,691",274,311,269,66,44,56,78,95,66,100,182,118,162,64,48,98,171,228,"1,195",385,481,"2,149",516,"1,470","1,128","1,769",591,355,"2,222"
2020,5,20,"19,882",377,362,407,107,55,77,104,136,93,191,487,153,231,154,61,197,273,461,"1,392",754,756,"2,551",479,"1,901","1,177","1,817","2,260",423,"2,446"
2020,5,30,"15,481",294,462,294,71,41,59,99,116,107,169,269,167,207,106,35,217,319,480,"1,282",505,605,"2,226",619,"1,285",837,"1,528",843,478,"1,761"
2020,5,40,"21,834",460,585,481,132,95,121,157,217,151,198,347,271,328,176,106,256,420,495,"1,809",663,844,"3,100",755,"1,762","1,320","2,261",932,567,"2,825"
2020,5,50,"25,188",649,724,736,242,164,227,219,329,289,313,493,437,487,300,125,303,518,635,"1,979",909,"1,002","3,082",649,"2,220","1,242","2,182","1,132",587,"3,014"
2020,5,60,"19,404",684,684,706,237,190,219,299,364,345,313,504,525,474,266,188,375,428,596,"1,574",785,"1,005","2,244",496,"1,556",462,947,959,430,"1,549"
2020,5,70,"10,577",362,359,436,174,130,149,239,234,253,233,283,366,249,173,135,271,233,434,719,387,762,"1,077",279,580,212,335,653,248,612
2020,5,80,"4,030",157,165,190,81,80,63,104,117,125,93,109,175,117,80,72,82,69,157,273,112,271,393,87,168,81,111,198,93,207
2020,5,90,435,11,19,22,11,11,7,12,10,12,11,10,37,18,13,7,12,6,13,22,11,27,44,8,22,5,11,17,15,11
2020,5,100,22,1,2,3,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020,6,총,"141,545","3,454","3,964","3,686","1,147",820,"1,002","1,346","1,658","1,485","1,709","2,841","2,292","2,375","1,366",786,"1,890","2,627","3,667","11,047","4,736","6,015","18,777","4,353","11,745","7,121","12,304","7,908","3,491","15,933"
2020,6,0,"10,216",199,284,150,28,15,27,38,51,40,87,175,57,105,41,11,66,190,178,825,246,274,"1,947",465,833,685,"1,242",329,302,"1,326"
2020,6,10,"14,638",274,315,266,66,44,56,79,93,64,98,183,118,164,66,47,98,165,228,"1,191",382,481,"2,149",514,"1,448","1,118","1,788",584,350,"2,209"
2020,6,20,"19,852",368,365,400,107,52,75,102,130,90,193,478,150,233,152,62,209,281,466,"1,385",746,757,"2,536",477,"1,894","1,179","1,835","2,263",419,"2,448"
2020,6,30,"15,373",292,456,295,72,42,58,100,115,111,165,267,162,203,106,35,219,310,473,"1,272",499,599,"2,213",621,"1,265",833,"1,536",836,484,"1,734"
2020,6,40,"21,786",462,581,486,132,94,124,156,215,153,199,348,267,322,171,104,259,420,492,"1,805",658,838,"3,101",760,"1,762","1,301","2,284",931,555,"2,806"
2020,6,50,"25,097",642,722,734,241,164,220,215,329,290,315,488,432,482,300,126,299,521,631,"1,972",901,994,"3,062",642,"2,205","1,244","2,200","1,127",587,"3,012"
2020,6,60,"19,470",683,691,702,237,191,223,300,365,345,313,500,523,477,266,185,373,431,593,"1,573",788,"1,006","2,258",502,"1,565",463,954,964,438,"1,561"
2020,6,70,"10,641",368,363,438,173,128,146,241,233,255,235,285,369,253,171,137,272,232,437,724,392,770,"1,078",277,586,211,341,659,248,619
2020,6,80,"4,007",154,166,189,80,79,65,103,117,124,92,106,176,118,79,72,82,70,156,273,112,268,387,86,166,81,112,197,91,206
2020,6,90,442,11,19,23,11,11,7,12,10,12,11,11,35,18,13,7,13,6,13,24,12,26,46,8,21,6,12,17,16,11
2020,6,100,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020,7,총,"141,360","3,462","3,944","3,678","1,139",819,988,"1,347","1,656","1,494","1,709","2,836","2,297","2,373","1,364",783,"1,881","2,626","3,641","11,153","4,703","5,991","18,760","4,324","11,666","7,088","12,393","7,891","3,469","15,885"
2020,7,0,"10,143",198,276,150,27,15,26,36,51,42,86,176,57,105,42,11,62,190,173,854,240,274,"1,923",451,823,674,"1,233",336,292,"1,320"
2020,7,10,"14,573",278,310,265,64,44,52,74,90,62,97,182,117,167,66,47,101,163,224,"1,199",375,478,"2,163",519,"1,429","1,119","1,787",566,348,"2,187"
2020,7,20,"19,809",369,367,399,106,52,73,105,127,93,188,477,149,233,149,62,205,282,463,"1,380",736,755,"2,535",478,"1,870","1,174","1,865","2,253",417,"2,447"
2020,7,30,"15,285",294,450,289,73,41,57,102,117,110,167,261,163,195,104,34,208,305,469,"1,285",502,589,"2,201",613,"1,264",821,"1,548",829,475,"1,719"
2020,7,40,"21,718",458,570,481,132,92,119,159,213,154,199,345,266,323,169,103,255,410,487,"1,831",654,835,"3,097",756,"1,748","1,285","2,299",940,550,"2,788"
2020,7,50,"25,107",641,713,727,236,165,218,213,330,293,317,488,435,482,304,123,304,530,629,"1,986",893,990,"3,055",644,"2,197","1,246","2,224","1,131",581,"3,012"
2020,7,60,"19,536",684,703,713,239,192,221,304,365,344,315,502,522,472,268,187,376,430,594,"1,581",786,"1,004","2,266",496,"1,560",468,969,961,445,"1,569"
2020,7,70,"10,708",373,367,438,172,130,149,239,232,259,237,287,375,259,169,137,275,239,432,733,394,768,"1,089",275,591,211,343,660,251,624
2020,7,80,"4,018",154,167,191,79,78,65,103,118,124,93,107,176,119,80,72,82,70,155,277,111,272,385,83,163,84,114,196,93,207
2020,7,90,440,12,19,22,11,10,7,12,13,12,9,11,34,18,12,7,13,6,15,24,12,24,46,8,21,6,11,18,16,11
2020,7,100,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020,8,총,"141,163","3,456","3,940","3,653","1,144",811,989,"1,342","1,646","1,493","1,704","2,828","2,290","2,365","1,363",784,"1,874","2,610","3,630","11,231","4,679","5,982","18,726","4,317","11,606","7,071","12,409","7,892","3,478","15,850"
2020,8,0,"10,088",201,272,145,27,14,25,36,50,41,86,177,60,104,43,11,59,183,172,858,234,272,"1,911",450,806,670,"1,244",339,292,"1,306"
2020,8,10,"14,462",279,311,269,65,42,52,72,89,62,95,177,114,164,64,49,95,163,224,"1,211",374,472,"2,154",520,"1,419","1,110","1,765",546,342,"2,163"
2020,8,20,"19,775",363,367,394,106,51,76,101,126,93,188,470,149,230,148,59,206,279,461,"1,388",726,761,"2,525",474,"1,859","1,166","1,870","2,253",428,"2,458"
2020,8,30,"15,244",287,445,287,74,40,56,104,111,108,166,262,160,194,105,33,207,302,469,"1,305",493,585,"2,184",606,"1,249",818,"1,557",854,474,"1,709"
2020,8,40,"21,684",456,572,471,132,89,117,153,213,157,198,343,268,319,168,105,253,409,481,"1,842",656,831,"3,107",756,"1,735","1,278","2,298",931,555,"2,791"
2020,8,50,"24,991",641,707,717,239,163,220,211,329,293,317,489,424,480,298,122,297,529,617,"1,988",889,983,"3,041",645,"2,163","1,251","2,234","1,135",575,"2,994"
2020,8,60,"19,672",682,705,719,237,193,219,309,367,346,315,502,527,478,275,186,385,430,602,"1,599",789,"1,002","2,279",501,"1,590",470,969,958,452,"1,586"
2020,8,70,"10,756",380,371,436,172,130,151,239,231,259,236,290,376,260,169,139,276,240,432,735,396,772,"1,094",271,600,218,345,662,251,625
2020,8,80,"4,023",152,169,191,80,79,65,103,118,121,92,106,175,119,80,73,83,67,158,278,111,278,385,85,163,84,115,195,92,206
2020,8,90,445,14,19,21,12,10,7,14,12,12,10,12,34,17,12,7,13,7,14,24,11,24,46,8,22,6,12,18,16,11
2020,8,100,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020,9,총,"140,974","3,438","3,932","3,645","1,143",813,986,"1,345","1,633","1,486","1,697","2,810","2,278","2,363","1,357",782,"1,869","2,599","3,621","11,242","4,711","5,978","18,689","4,294","11,551","7,074","12,438","7,917","3,480","15,803"
2020,9,0,"10,013",202,269,141,29,14,25,37,50,41,80,176,57,103,44,11,62,183,168,857,236,265,"1,902",444,797,667,"1,236",335,293,"1,289"
2020,9,10,"14,398",279,307,267,65,42,50,72,84,61,96,170,115,166,63,48,90,160,223,"1,207",382,467,"2,150",521,"1,407","1,112","1,771",538,334,"2,151"
2020,9,20,"19,776",357,368,390,106,49,73,102,127,89,189,457,151,235,146,60,206,278,451,"1,381",725,768,"2,527",474,"1,851","1,174","1,881","2,288",439,"2,434"
2020,9,30,"15,144",283,444,289,71,41,55,105,110,107,163,265,153,186,105,35,203,291,476,"1,311",495,575,"2,151",596,"1,243",808,"1,559",856,471,"1,697"
2020,9,40,"21,588",443,571,467,132,91,115,154,211,152,199,335,270,321,166,103,251,404,475,"1,834",667,833,"3,102",755,"1,708","1,270","2,293",928,552,"2,786"
2020,9,50,"24,955",643,703,714,238,165,218,207,324,291,316,487,417,477,297,121,292,531,624,"1,992",894,980,"3,030",643,"2,159","1,252","2,236","1,134",573,"2,997"
2020,9,60,"19,783",684,704,720,235,190,223,309,367,354,316,512,528,478,275,185,388,437,603,"1,609",792,998,"2,300",497,"1,599",484,986,962,455,"1,593"
2020,9,70,"10,815",379,375,439,174,132,154,241,232,256,237,289,376,262,169,140,279,240,429,747,394,784,"1,099",267,603,220,349,661,254,634
2020,9,80,"4,032",152,170,193,81,79,65,104,117,122,90,107,172,118,78,72,85,67,159,276,115,281,384,88,162,81,114,198,92,210
2020,9,90,447,15,19,22,12,10,7,14,11,12,10,12,36,17,13,7,13,7,13,25,11,25,44,8,22,6,13,16,16,11
2020,9,100,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020,10,총,"140,864","3,449","3,926","3,634","1,145",812,990,"1,341","1,633","1,483","1,689","2,806","2,267","2,376","1,351",777,"1,856","2,587","3,616","11,239","4,816","5,960","18,630","4,274","11,496","7,076","12,448","7,952","3,480","15,755"
2020,10,0,"9,938",200,269,139,29,13,25,36,52,41,80,176,56,106,42,11,63,173,171,854,243,258,"1,890",437,783,663,"1,226",330,291,"1,281"
2020,10,10,"14,354",280,311,266,64,41,49,72,83,60,91,172,116,169,61,49,89,158,221,"1,206",403,467,"2,138",516,"1,399","1,096","1,750",554,332,"2,141"
2020,10,20,"19,815",357,368,395,104,51,75,103,126,87,189,451,148,235,144,60,205,283,450,"1,386",740,763,"2,516",475,"1,848","1,187","1,896","2,309",439,"2,425"
2020,10,30,"15,037",282,437,282,74,42,56,103,112,107,161,264,151,185,104,34,195,283,466,"1,305",507,565,"2,135",579,"1,224",812,"1,557",854,472,"1,689"
2020,10,40,"21,535",443,565,458,130,91,115,152,211,154,199,338,266,323,161,102,251,404,480,"1,827",684,835,"3,098",761,"1,697","1,269","2,296",929,545,"2,751"
2020,10,50,"24,932",643,698,719,240,165,214,200,323,290,317,484,414,476,302,118,292,531,614,"1,992",914,971,"3,016",646,"2,147","1,251","2,241","1,138",574,"3,002"
2020,10,60,"19,858",694,710,713,235,185,230,315,364,354,316,513,527,478,276,186,390,438,610,"1,609",799,"1,003","2,308",495,"1,604",488,999,956,461,"1,602"
2020,10,70,"10,883",379,378,440,176,136,152,242,233,256,236,285,380,268,168,139,272,243,433,757,400,790,"1,100",268,610,222,354,667,257,642
2020,10,80,"4,038",154,169,197,81,78,66,105,117,120,90,110,170,118,79,71,86,66,158,276,115,282,385,88,160,82,116,198,92,209
2020,10,90,449,16,18,21,12,10,7,13,12,13,9,13,36,18,13,7,13,7,13,24,11,24,44,8,24,6,13,16,16,12
2020,10,100,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020,11,총,"140,745","3,426","3,916","3,623","1,142",809,991,"1,342","1,634","1,493","1,694","2,798","2,258","2,376","1,347",778,"1,853","2,588","3,630","11,226","4,828","5,971","18,590","4,270","11,516","7,058","12,447","7,938","3,464","15,739"
2020,11,0,"9,873",197,267,139,30,13,25,37,52,40,79,175,58,105,39,11,63,172,172,843,239,255,"1,892",439,785,655,"1,202",323,287,"1,279"
2020,11,10,"14,324",277,313,260,60,41,48,71,82,61,92,169,114,169,60,49,84,158,222,"1,204",403,479,"2,138",514,"1,395","1,096","1,750",557,332,"2,126"
2020,11,20,"19,778",354,364,394,104,49,77,102,124,88,186,445,144,235,140,58,212,280,456,"1,386",747,759,"2,481",490,"1,844","1,184","1,908","2,304",437,"2,426"
2020,11,30,"14,979",276,430,283,75,43,54,105,114,106,167,267,150,184,105,35,188,284,465,"1,296",511,567,"2,129",583,"1,225",796,"1,543",856,460,"1,682"
2020,11,40,"21,488",444,568,451,129,87,113,150,212,153,197,335,262,322,159,101,257,405,477,"1,831",682,839,"3,090",751,"1,708","1,265","2,298",922,547,"2,733"
2020,11,50,"24,905",636,692,714,240,164,215,201,324,289,314,485,413,472,303,117,287,530,617,"1,983",914,967,"3,011",641,"2,157","1,259","2,248","1,137",572,"3,003"
2020,11,60,"19,954",694,711,720,234,188,233,318,367,362,317,517,533,481,278,189,389,436,619,"1,608",804,"1,012","2,303",498,"1,604",490,"1,005",958,465,"1,621"
2020,11,70,"10,929",378,380,439,176,134,152,241,234,259,242,282,379,271,169,140,272,247,431,772,403,787,"1,113",259,614,227,362,661,256,649
2020,11,80,"4,036",153,170,198,82,80,65,104,116,120,89,108,167,119,78,71,88,68,158,277,115,280,388,86,158,81,118,203,91,205
2020,11,90,454,16,18,21,12,10,8,13,9,14,10,15,35,18,15,7,13,7,13,23,10,24,45,8,26,5,13,16,16,14
2020,11,100,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020,12,총,"140,573","3,413","3,902","3,627","1,148",809,985,"1,354","1,639","1,487","1,688","2,795","2,260","2,379","1,342",777,"1,848","2,577","3,633","11,219","4,820","5,941","18,614","4,261","11,479","7,058","12,412","7,878","3,476","15,752"
2020,12,0,"9,812",192,266,143,30,12,24,38,50,39,78,176,59,104,38,12,64,168,170,837,244,259,"1,893",436,775,635,"1,187",320,285,"1,278"
2020,12,10,"14,256",271,313,260,61,41,44,74,88,68,91,162,115,164,60,49,83,156,216,"1,203",395,472,"2,140",515,"1,394","1,099","1,740",532,331,"2,119"
2020,12,20,"19,713",353,363,389,103,49,77,104,124,89,183,447,144,233,139,56,211,277,471,"1,388",750,744,"2,464",485,"1,825","1,195","1,902","2,267",443,"2,438"
2020,12,30,"14,931",279,425,287,77,44,52,108,115,103,164,264,146,186,102,35,187,278,458,"1,280",517,565,"2,124",576,"1,218",796,"1,536",856,465,"1,688"
2020,12,40,"21,414",442,558,451,131,86,112,153,209,151,200,334,263,326,157,100,255,401,478,"1,818",676,837,"3,100",754,"1,701","1,256","2,282",917,540,"2,726"
2020,12,50,"24,863",632,686,710,234,165,210,201,328,290,310,486,410,470,302,118,285,528,621,"1,993",907,966,"3,006",640,"2,140","1,270","2,246","1,138",578,"2,993"
2020,12,60,"20,084",698,715,722,241,190,236,320,367,355,318,518,537,488,273,189,392,441,611,"1,623",808,"1,011","2,327",499,"1,629",491,"1,022",959,470,"1,634"
2020,12,70,"10,945",376,381,439,176,133,153,240,235,254,242,285,383,270,173,139,272,252,434,772,399,775,"1,120",258,613,231,364,666,256,654
2020,12,80,"4,070",154,174,200,82,79,68,101,115,125,91,108,165,120,81,72,87,68,158,279,115,286,392,89,161,79,121,202,91,207
2020,12,90,461,15,18,22,13,10,8,15,8,12,10,15,35,18,16,7,12,7,16,24,9,24,48,8,23,6,12,20,16,14
2020,12,100,24,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,2,0,2,0,1,0,0,0,1,1,1
2021,1,총,"140,158","3,397","3,891","3,621","1,141",801,982,"1,353","1,639","1,493","1,671","2,794","2,246","2,367","1,338",780,"1,830","2,571","3,654","11,187","4,810","5,924","18,564","4,267","11,469","7,049","12,376","7,770","3,472","15,701"
2021,1,0,"9,711",190,263,141,29,12,22,38,49,38,78,178,53,104,38,11,62,167,167,830,242,256,"1,877",427,763,631,"1,184",320,287,"1,254"
2021,1,10,"14,151",271,312,258,62,41,45,69,86,69,87,161,116,164,59,48,82,157,219,"1,185",395,458,"2,138",521,"1,385","1,087","1,718",517,330,"2,111"
2021,1,20,"19,560",341,368,387,102,49,74,106,124,89,178,444,146,232,139,56,201,274,477,"1,389",745,759,"2,446",482,"1,817","1,204","1,894","2,178",440,"2,419"
2021,1,30,"14,836",282,417,283,78,43,52,106,115,104,160,265,140,182,96,35,185,276,466,"1,256",512,552,"2,104",578,"1,219",794,"1,518",858,466,"1,694"
2021,1,40,"21,320",436,555,448,126,84,112,154,210,155,199,337,262,325,154,97,251,397,471,"1,812",674,827,"3,088",755,"1,698","1,248","2,290",914,539,"2,702"
2021,1,50,"24,825",626,682,705,232,161,209,203,328,286,311,483,410,467,307,123,290,524,630,"1,998",903,970,"2,993",642,"2,128","1,278","2,243","1,134",573,"2,986"
2021,1,60,"20,189",702,714,735,244,192,240,321,371,358,309,517,531,485,275,187,387,445,614,"1,629",813,"1,005","2,349",506,"1,654",492,"1,027",958,475,"1,654"
2021,1,70,"10,993",378,383,439,173,131,152,240,235,256,249,286,379,268,172,143,270,254,433,783,402,784,"1,129",260,614,232,368,664,255,661
2021,1,80,"4,080",155,175,199,82,78,67,100,113,126,89,107,169,121,83,72,90,68,161,279,115,288,390,88,168,77,121,204,91,204
2021,1,90,468,15,19,22,13,10,8,16,8,11,10,16,37,19,14,8,12,8,16,24,9,23,50,7,23,6,12,22,15,15
2021,1,100,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,2,0,2,0,1,0,0,1,1,1,1
