년도,월,나이,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2020,5,총,"244,403","11,587","7,518","9,140","8,572","8,084","6,752","13,616","9,842","6,439","12,474","10,746","12,770","5,161","8,046","11,321","20,964","8,284","26,117","1,878","8,731","19,135","6,622","10,604"
2020,5,0,"19,272","1,084",360,420,570,488,323,765,617,465,982,556,781,200,431,978,"2,782",626,"3,188",49,792,"1,686",505,624
2020,5,10,"24,671","1,539",552,727,741,629,322,"1,140",661,558,"1,394",826,"1,181",292,665,"1,295","2,261",816,"3,145",74,"1,622","2,170",693,"1,368"
2020,5,20,"36,285","1,403","1,072","1,154","1,009","1,016","1,433","2,788","2,349",838,"1,468","1,981","2,743","1,247",930,"1,324","2,457","1,496","3,402",123,807,"2,843","1,118","1,284"
2020,5,30,"33,166","1,452",708,882,892,954,"1,064","2,142","1,692",794,"1,444","1,510","1,991",737,782,"1,414","3,570","1,043","4,379",122,850,"2,871",954,919
2020,5,40,"41,137","2,249",856,"1,198","1,237","1,118",828,"2,284","1,389",983,"2,187","1,649","1,940",715,"1,114","1,939","3,776","1,316","5,043",158,"2,209","3,717","1,190","2,042"
2020,5,50,"40,272","1,736","1,380","1,663","1,752","1,493","1,039","2,271","1,383","1,048","2,061","1,861","2,124",903,"1,562","2,215","2,947","1,518","3,617",338,"1,132","3,235","1,189","1,805"
2020,5,60,"27,353","1,215","1,383","1,672","1,277","1,288",923,"1,232",984,932,"1,661","1,465","1,231",614,"1,222","1,321","1,869",736,"1,850",342,664,"1,584",556,"1,332"
2020,5,70,"13,727",585,795,909,671,733,522,594,507,528,825,560,460,279,739,480,811,449,884,330,417,621,259,769
2020,5,80,"7,197",273,354,438,357,303,257,352,214,241,400,277,280,143,502,303,400,241,519,265,207,351,127,393
2020,5,90,"1,253",50,55,72,65,57,37,46,43,49,48,55,39,29,98,51,87,42,82,71,30,53,31,63
2020,5,100,70,1,3,5,1,5,4,2,3,3,4,6,0,2,1,1,4,1,8,6,1,4,0,5
2020,6,총,"244,491","11,583","7,497","9,140","8,572","8,041","6,723","13,847","9,850","6,439","12,481","10,759","12,762","5,161","8,051","11,286","21,022","8,277","26,153","1,876","8,707","19,095","6,602","10,567"
2020,6,0,"19,230","1,080",355,418,568,482,317,785,624,462,990,557,771,198,428,970,"2,772",625,"3,190",47,784,"1,681",506,620
2020,6,10,"24,602","1,530",546,728,729,624,325,"1,143",657,557,"1,394",828,"1,175",289,659,"1,287","2,273",819,"3,129",74,"1,625","2,154",690,"1,367"
2020,6,20,"36,365","1,413","1,067","1,161","1,020","1,014","1,427","2,824","2,367",840,"1,475","1,996","2,770","1,246",929,"1,320","2,462","1,490","3,409",123,801,"2,826","1,106","1,279"
2020,6,30,"33,086","1,439",718,882,893,939,"1,059","2,196","1,673",787,"1,431","1,512","1,990",735,779,"1,409","3,585","1,030","4,370",117,833,"2,857",947,905
2020,6,40,"41,105","2,247",854,"1,191","1,230","1,114",824,"2,324","1,399",982,"2,179","1,639","1,925",718,"1,107","1,932","3,773","1,326","5,048",162,"2,207","3,714","1,185","2,025"
2020,6,50,"40,222","1,747","1,373","1,661","1,743","1,474","1,039","2,287","1,363","1,047","2,060","1,850","2,115",909,"1,561","2,215","2,962","1,510","3,641",334,"1,127","3,220","1,183","1,801"
2020,6,60,"27,529","1,223","1,390","1,665","1,284","1,291",911,"1,276",988,937,"1,665","1,479","1,241",614,"1,235","1,319","1,889",735,"1,867",343,670,"1,610",567,"1,330"
2020,6,70,"13,806",579,787,912,676,738,523,607,515,531,835,566,458,285,742,483,815,458,891,333,420,616,260,776
2020,6,80,"7,200",275,351,442,362,302,255,354,221,243,400,273,275,137,508,301,398,242,513,263,208,357,127,393
2020,6,90,"1,277",49,53,76,66,58,39,49,40,50,48,53,42,28,102,49,89,41,87,74,31,56,31,66
2020,6,100,69,1,3,4,1,5,4,2,3,3,4,6,0,2,1,1,4,1,8,6,1,4,0,5
2020,7,총,"244,395","11,590","7,488","9,142","8,544","8,026","6,717","13,942","9,852","6,430","12,501","10,771","12,738","5,161","8,028","11,261","21,032","8,294","26,132","1,879","8,701","19,026","6,590","10,550"
2020,7,0,"19,134","1,073",349,420,564,478,318,793,620,457,978,553,768,196,421,962,"2,755",627,"3,185",48,782,"1,668",503,616
2020,7,10,"24,496","1,529",534,721,715,620,322,"1,150",652,564,"1,402",819,"1,161",286,653,"1,286","2,283",816,"3,095",76,"1,616","2,136",685,"1,375"
2020,7,20,"36,332","1,407","1,076","1,158","1,006","1,000","1,436","2,844","2,372",830,"1,493","1,998","2,753","1,254",913,"1,309","2,458","1,486","3,409",127,802,"2,818","1,113","1,270"
2020,7,30,"33,067","1,435",714,877,895,935,"1,053","2,225","1,678",781,"1,423","1,508","2,000",739,780,"1,404","3,587","1,032","4,356",116,831,"2,859",945,894
2020,7,40,"41,088","2,253",855,"1,193","1,226","1,114",828,"2,346","1,402",985,"2,168","1,652","1,924",704,"1,087","1,924","3,777","1,329","5,064",163,"2,214","3,679","1,175","2,026"
2020,7,50,"40,217","1,751","1,373","1,667","1,741","1,469","1,031","2,278","1,363","1,039","2,064","1,841","2,115",917,"1,573","2,212","2,959","1,516","3,657",334,"1,122","3,220","1,178","1,797"
2020,7,60,"27,625","1,235","1,387","1,668","1,287","1,304",906,"1,282",985,940,"1,682","1,490","1,242",616,"1,243","1,323","1,904",732,"1,872",339,666,"1,617",573,"1,332"
2020,7,70,"13,870",584,796,916,682,738,528,613,516,538,843,566,463,284,744,487,810,463,886,330,424,619,261,779
2020,7,80,"7,199",272,347,442,361,303,254,355,221,243,396,283,272,134,510,302,402,249,511,264,210,351,128,389
2020,7,90,"1,295",50,53,76,66,59,37,53,40,50,48,55,40,29,103,51,93,43,89,76,33,55,29,67
2020,7,100,72,1,4,4,1,6,4,3,3,3,4,6,0,2,1,1,4,1,8,6,1,4,0,5
2020,8,총,"244,361","11,596","7,476","9,137","8,508","8,029","6,661","14,070","9,883","6,409","12,489","10,789","12,723","5,173","8,008","11,244","21,048","8,319","26,109","1,876","8,719","19,018","6,575","10,502"
2020,8,0,"19,048","1,069",341,426,558,471,312,814,621,450,970,547,762,199,424,952,"2,738",635,"3,163",47,788,"1,658",499,604
2020,8,10,"24,360","1,521",522,713,700,610,314,"1,145",651,568,"1,395",812,"1,147",279,652,"1,280","2,303",808,"3,083",76,"1,616","2,121",678,"1,366"
2020,8,20,"36,450","1,418","1,096","1,153","1,003","1,006","1,418","2,886","2,385",818,"1,499","2,010","2,756","1,270",904,"1,303","2,463","1,503","3,426",128,811,"2,817","1,112","1,265"
2020,8,30,"32,964","1,410",711,879,885,929,"1,047","2,254","1,660",777,"1,409","1,511","1,998",734,773,"1,416","3,566","1,028","4,340",114,828,"2,874",942,879
2020,8,40,"41,038","2,258",847,"1,194","1,213","1,117",823,"2,367","1,426",979,"2,169","1,647","1,921",703,"1,077","1,915","3,792","1,328","5,047",162,"2,219","3,651","1,168","2,015"
2020,8,50,"40,204","1,766","1,370","1,651","1,734","1,473","1,011","2,279","1,363","1,045","2,067","1,845","2,101",912,"1,563","2,208","2,943","1,527","3,680",326,"1,129","3,244","1,176","1,791"
2020,8,60,"27,809","1,239","1,386","1,677","1,300","1,310",915,"1,304","1,000",942,"1,691","1,501","1,254",624,"1,250","1,334","1,926",734,"1,873",345,660,"1,624",583,"1,337"
2020,8,70,"13,927",593,802,919,688,745,524,613,517,538,843,567,465,286,746,489,817,465,891,332,422,619,261,785
2020,8,80,"7,198",272,344,443,362,300,257,355,218,243,394,285,279,134,514,297,402,248,509,266,210,352,127,387
2020,8,90,"1,291",49,53,78,64,62,36,50,39,45,49,58,40,30,104,49,94,42,89,74,35,54,29,68
2020,8,100,72,1,4,4,1,6,4,3,3,4,3,6,0,2,1,1,4,1,8,6,1,4,0,5
2020,9,총,"244,175","11,598","7,486","9,054","8,478","8,054","6,637","14,118","9,927","6,408","12,490","10,781","12,695","5,181","7,989","11,215","21,071","8,334","26,089","1,866","8,717","18,955","6,551","10,481"
2020,9,0,"18,926","1,063",333,423,546,475,304,811,621,451,959,545,763,202,425,936,"2,721",648,"3,150",46,783,"1,630",493,598
2020,9,10,"24,277","1,512",518,702,700,604,320,"1,152",645,565,"1,393",814,"1,127",280,641,"1,276","2,300",806,"3,070",77,"1,622","2,116",674,"1,363"
2020,9,20,"36,495","1,432","1,105","1,143",986,"1,011","1,405","2,900","2,428",820,"1,507","2,010","2,751","1,271",906,"1,307","2,475","1,499","3,426",124,802,"2,826","1,098","1,263"
2020,9,30,"32,789","1,390",704,875,881,931,"1,033","2,272","1,663",766,"1,397","1,501","1,984",739,763,"1,402","3,557","1,024","4,302",114,813,"2,849",948,881
2020,9,40,"41,007","2,269",839,"1,183","1,208","1,118",822,"2,358","1,413",986,"2,179","1,639","1,914",694,"1,077","1,900","3,809","1,335","5,067",162,"2,225","3,639","1,162","2,009"
2020,9,50,"40,215","1,762","1,376","1,635","1,726","1,471","1,006","2,286","1,358","1,045","2,066","1,841","2,110",923,"1,552","2,211","2,945","1,526","3,687",327,"1,145","3,250","1,176","1,791"
2020,9,60,"27,910","1,246","1,395","1,655","1,316","1,324",924,"1,311","1,014",947,"1,688","1,509","1,260",619,"1,253","1,347","1,942",736,"1,884",344,656,"1,619",583,"1,338"
2020,9,70,"13,967",595,809,915,688,748,522,618,522,536,855,573,470,284,748,493,819,465,896,329,421,618,263,780
2020,9,80,"7,218",279,349,443,360,302,263,354,219,244,391,284,277,136,521,291,406,251,510,264,212,350,125,387
2020,9,90,"1,298",49,54,77,66,64,34,53,40,44,52,59,39,31,102,51,92,43,89,73,37,54,29,66
2020,9,100,73,1,4,3,1,6,4,3,4,4,3,6,0,2,1,1,5,1,8,6,1,4,0,5
2020,10,총,"243,693","11,594","7,484","8,945","8,494","8,027","6,622","14,144","9,934","6,371","12,467","10,744","12,647","5,189","7,975","11,171","21,045","8,303","26,007","1,866","8,727","18,924","6,542","10,471"
2020,10,0,"18,731","1,059",331,413,543,467,304,804,619,442,956,533,760,197,413,920,"2,688",640,"3,130",45,787,"1,599",488,593
2020,10,10,"24,187","1,497",507,702,700,603,320,"1,155",642,560,"1,388",802,"1,101",279,649,"1,277","2,308",802,"3,050",81,"1,616","2,116",663,"1,369"
2020,10,20,"36,455","1,436","1,110","1,136",986,"1,007","1,398","2,902","2,425",816,"1,501","2,022","2,751","1,266",905,"1,294","2,461","1,486","3,418",125,799,"2,847","1,091","1,273"
2020,10,30,"32,602","1,391",699,855,881,927,"1,031","2,277","1,667",759,"1,389","1,494","1,980",749,745,"1,395","3,536","1,014","4,255",118,813,"2,817",945,865
2020,10,40,"40,839","2,265",831,"1,152","1,211","1,122",821,"2,356","1,407",980,"2,158","1,619","1,891",690,"1,074","1,898","3,810","1,328","5,047",161,"2,234","3,612","1,157","2,015"
2020,10,50,"40,205","1,755","1,378","1,623","1,719","1,458","1,006","2,290","1,367","1,049","2,068","1,835","2,117",927,"1,550","2,197","2,949","1,527","3,701",329,"1,146","3,248","1,184","1,782"
2020,10,60,"28,068","1,261","1,400","1,631","1,333","1,324",922,"1,336","1,019",940,"1,693","1,514","1,264",625,"1,264","1,358","1,967",743,"1,900",337,656,"1,647",596,"1,338"
2020,10,70,"14,016",599,822,916,689,746,522,619,523,535,864,576,464,290,750,491,823,460,901,331,422,627,266,780
2020,10,80,"7,219",281,347,436,365,308,260,346,221,242,391,284,279,136,520,289,407,257,510,262,214,355,124,385
2020,10,90,"1,299",49,55,77,66,60,34,56,39,44,56,59,40,29,104,51,91,45,87,72,39,52,28,66
2020,10,100,72,1,4,4,1,5,4,3,5,4,3,6,0,1,1,1,5,1,8,5,1,4,0,5
2020,11,총,"243,244","11,589","7,506","8,835","8,474","7,996","6,616","14,170","9,927","6,369","12,446","10,691","12,595","5,158","7,939","11,178","21,050","8,297","25,973","1,859","8,721","18,868","6,529","10,458"
2020,11,0,"18,556","1,055",332,403,536,464,300,795,614,431,948,531,732,189,403,922,"2,687",639,"3,106",42,782,"1,579",480,586
2020,11,10,"24,112","1,494",507,689,700,594,320,"1,162",639,565,"1,385",793,"1,099",276,645,"1,269","2,304",799,"3,031",80,"1,620","2,101",665,"1,375"
2020,11,20,"36,419","1,442","1,125","1,127",978,"1,001","1,401","2,906","2,430",816,"1,497","2,006","2,736","1,257",890,"1,297","2,478","1,475","3,412",123,798,"2,849","1,099","1,276"
2020,11,30,"32,430","1,373",695,840,870,913,"1,022","2,281","1,668",757,"1,393","1,492","1,977",736,751,"1,409","3,518","1,012","4,213",115,811,"2,793",926,865
2020,11,40,"40,666","2,266",836,"1,141","1,205","1,110",827,"2,364","1,391",971,"2,142","1,606","1,867",677,"1,073","1,888","3,806","1,329","5,053",164,"2,222","3,585","1,154","1,989"
2020,11,50,"40,214","1,762","1,367","1,586","1,720","1,465",996,"2,292","1,375","1,052","2,076","1,826","2,129",935,"1,542","2,192","2,945","1,523","3,718",327,"1,151","3,259","1,180","1,796"
2020,11,60,"28,211","1,268","1,407","1,636","1,338","1,327",925,"1,339","1,023",952,"1,689","1,515","1,277",632,"1,258","1,369","1,985",749,"1,916",334,662,"1,665",610,"1,335"
2020,11,70,"14,051",598,821,902,694,745,525,623,521,534,871,579,458,290,753,495,832,466,921,334,419,629,263,778
2020,11,80,"7,222",281,358,433,370,311,260,347,221,240,387,280,281,139,519,286,401,260,507,263,215,352,124,387
2020,11,90,"1,290",49,54,74,62,61,36,58,40,47,55,57,38,26,104,50,89,44,88,72,40,52,28,66
2020,11,100,73,1,4,4,1,5,4,3,5,4,3,6,1,1,1,1,5,1,8,5,1,4,0,5
2020,12,총,"242,768","11,600","7,517","8,738","8,437","7,952","6,597","14,178","9,913","6,340","12,431","10,680","12,569","5,175","7,916","11,156","21,043","8,260","25,954","1,854","8,743","18,797","6,505","10,413"
2020,12,0,"18,431","1,050",330,394,528,455,300,798,595,430,949,532,723,186,401,914,"2,676",634,"3,096",41,787,"1,564",472,576
2020,12,10,"24,039","1,496",501,690,697,581,315,"1,166",641,564,"1,378",797,"1,094",268,649,"1,264","2,288",793,"3,020",77,"1,633","2,086",658,"1,383"
2020,12,20,"36,350","1,429","1,126","1,109",965,"1,000","1,392","2,915","2,440",813,"1,502","2,005","2,738","1,289",879,"1,293","2,484","1,463","3,414",127,801,"2,810","1,099","1,257"
2020,12,30,"32,216","1,365",699,826,857,908,"1,016","2,266","1,648",746,"1,370","1,480","1,959",731,743,"1,402","3,498","1,011","4,194",110,816,"2,788",924,859
2020,12,40,"40,546","2,271",827,"1,140","1,202","1,089",840,"2,364","1,386",972,"2,147","1,591","1,867",673,"1,061","1,880","3,829","1,317","5,022",164,"2,215","3,562","1,144","1,983"
2020,12,50,"40,095","1,764","1,373","1,556","1,704","1,467",986,"2,283","1,386","1,035","2,063","1,821","2,118",932,"1,533","2,185","2,947","1,512","3,739",327,"1,145","3,255","1,178","1,786"
2020,12,60,"28,409","1,287","1,419","1,624","1,356","1,326",925,"1,357","1,022",960,"1,700","1,531","1,290",634,"1,268","1,384","1,987",755,"1,935",337,669,"1,688",618,"1,337"
2020,12,70,"14,065",601,816,894,698,747,528,621,533,530,869,577,458,295,756,495,834,468,925,333,420,632,259,776
2020,12,80,"7,257",285,367,433,367,312,256,349,216,239,392,284,284,141,521,287,407,262,514,263,215,353,126,384
2020,12,90,"1,286",50,54,68,62,62,35,56,41,47,58,56,37,25,104,51,88,44,88,70,41,55,27,67
2020,12,100,74,2,5,4,1,5,4,3,5,4,3,6,1,1,1,1,5,1,7,5,1,4,0,5
2021,1,총,"242,494","11,580","7,515","8,694","8,400","7,970","6,577","14,205","9,937","6,336","12,431","10,643","12,561","5,192","7,894","11,096","21,068","8,243","25,922","1,863","8,725","18,754","6,495","10,393"
2021,1,0,"18,273","1,046",328,387,526,457,297,788,597,429,939,523,712,183,394,898,"2,648",633,"3,080",41,784,"1,541",471,571
2021,1,10,"23,947","1,490",495,680,689,586,312,"1,161",632,562,"1,383",800,"1,076",266,646,"1,261","2,295",782,"3,007",79,"1,626","2,079",654,"1,386"
2021,1,20,"36,277","1,406","1,127","1,110",948,"1,002","1,377","2,922","2,451",813,"1,503","1,993","2,743","1,297",875,"1,271","2,502","1,454","3,401",132,802,"2,801","1,095","1,252"
2021,1,30,"32,112","1,360",699,817,857,905,"1,019","2,258","1,672",736,"1,366","1,478","1,958",728,745,"1,403","3,480","1,011","4,156",113,812,"2,770",913,856
2021,1,40,"40,407","2,265",822,"1,131","1,184","1,088",838,"2,379","1,370",975,"2,135","1,575","1,855",670,"1,046","1,880","3,845","1,304","5,015",165,"2,215","3,546","1,150","1,954"
2021,1,50,"39,987","1,769","1,363","1,542","1,691","1,451",973,"2,281","1,384","1,025","2,072","1,802","2,119",939,"1,528","2,164","2,951","1,503","3,762",325,"1,131","3,254","1,175","1,783"
2021,1,60,"28,705","1,292","1,427","1,631","1,371","1,341",934,"1,376","1,032",974,"1,700","1,556","1,310",646,"1,275","1,390","2,017",780,"1,953",338,672,"1,716",625,"1,349"
2021,1,70,"14,136",612,820,893,705,758,529,624,533,531,875,573,463,293,760,491,828,471,938,330,428,635,260,786
2021,1,80,"7,270",286,375,428,365,316,259,355,218,240,393,284,288,143,518,285,407,262,513,263,213,352,123,384
2021,1,90,"1,306",52,54,71,63,61,35,58,43,47,62,53,36,26,106,52,90,41,91,72,41,56,29,67
2021,1,100,74,2,5,4,1,5,4,3,5,4,3,6,1,1,1,1,5,2,6,5,1,4,0,5
2021,2,총,"242,387","11,562","7,494","8,680","8,402","7,980","6,536","14,268","9,936","6,331","12,429","10,626","12,572","5,218","7,864","11,045","21,118","8,262","25,886","1,850","8,713","18,742","6,473","10,400"
2021,2,0,"18,224","1,046",327,384,520,456,291,802,591,421,943,525,718,180,395,893,"2,614",630,"3,056",41,809,"1,529",479,574
2021,2,10,"23,849","1,491",490,675,688,587,311,"1,148",620,566,"1,379",787,"1,083",262,634,"1,241","2,318",780,"3,000",79,"1,613","2,071",640,"1,386"
2021,2,20,"36,198","1,388","1,112","1,105",944,996,"1,349","2,938","2,474",817,"1,501","1,991","2,751","1,314",866,"1,255","2,520","1,472","3,376",131,778,"2,791","1,085","1,244"
2021,2,30,"32,069","1,352",695,828,855,904,"1,027","2,282","1,676",729,"1,362","1,476","1,940",733,742,"1,385","3,444","1,011","4,144",109,824,"2,786",910,855
2021,2,40,"40,292","2,263",817,"1,117","1,185","1,092",831,"2,373","1,360",965,"2,128","1,554","1,870",673,"1,039","1,866","3,879","1,296","5,001",163,"2,213","3,516","1,138","1,953"
2021,2,50,"39,966","1,773","1,363","1,528","1,691","1,456",969,"2,289","1,386","1,022","2,068","1,799","2,096",941,"1,517","2,140","2,961","1,510","3,779",328,"1,119","3,268","1,171","1,792"
2021,2,60,"28,923","1,294","1,431","1,639","1,377","1,341",927,"1,394","1,033",986,"1,707","1,573","1,322",648,"1,286","1,432","2,045",787,"1,981",337,671,"1,729",633,"1,350"
2021,2,70,"14,148",613,824,895,705,763,532,624,528,537,882,575,468,296,751,493,833,470,927,324,430,638,259,781
2021,2,80,"7,333",287,375,433,372,318,260,356,221,237,397,286,287,144,528,285,411,264,523,262,213,352,129,393
2021,2,90,"1,308",53,55,71,64,62,35,59,42,47,59,54,36,26,105,54,88,40,93,71,42,58,29,65
2021,2,100,77,2,5,5,1,5,4,3,5,4,3,6,1,1,1,1,5,2,6,5,1,4,0,7
2021,3,총,"241,717","11,540","7,477","8,639","8,405","7,935","6,510","14,225","9,872","6,259","12,437","10,595","12,544","5,197","7,847","11,001","21,085","8,249","25,819","1,829","8,681","18,757","6,442","10,372"
2021,3,0,"18,066","1,033",325,380,519,449,288,791,592,412,936,521,711,175,398,880,"2,590",628,"3,024",41,802,"1,523",475,573
2021,3,10,"23,749","1,493",484,670,676,575,299,"1,140",617,556,"1,397",782,"1,072",260,628,"1,240","2,329",768,"3,001",76,"1,615","2,061",632,"1,378"
2021,3,20,"36,111","1,390","1,114","1,102",942,"1,004","1,352","2,945","2,461",811,"1,504","1,996","2,756","1,318",865,"1,239","2,495","1,464","3,356",132,766,"2,796","1,067","1,236"
2021,3,30,"31,951","1,340",693,832,864,892,"1,034","2,270","1,670",717,"1,355","1,470","1,923",730,740,"1,382","3,416","1,015","4,107",108,815,"2,803",910,865
2021,3,40,"40,040","2,245",803,"1,103","1,173","1,087",819,"2,362","1,352",952,"2,108","1,544","1,862",668,"1,029","1,848","3,879","1,301","4,992",159,"2,209","3,493","1,123","1,929"
2021,3,50,"39,764","1,774","1,348","1,510","1,693","1,434",942,"2,261","1,360","1,017","2,077","1,791","2,087",924,"1,515","2,128","2,965","1,494","3,794",319,"1,116","3,261","1,174","1,780"
2021,3,60,"29,164","1,302","1,444","1,650","1,401","1,347",943,"1,416","1,028",976,"1,704","1,576","1,339",657,"1,287","1,441","2,077",800,"1,997",335,676,"1,761",636,"1,371"
2021,3,70,"14,156",620,824,890,699,764,527,627,527,534,893,577,466,290,749,494,835,477,927,324,431,638,268,775
2021,3,80,"7,362",291,382,436,372,322,266,352,218,235,401,283,290,146,530,291,412,261,524,259,209,361,128,393
2021,3,90,"1,304",50,55,65,65,60,37,58,42,48,61,55,37,28,105,57,84,39,94,71,42,56,29,66
2021,3,100,50,2,5,1,1,1,3,3,5,1,1,0,1,1,1,1,3,2,3,5,0,4,0,6
2021,4,총,"241,720","11,532","7,482","8,617","8,409","7,965","6,497","14,237","9,821","6,246","12,443","10,606","12,536","5,213","7,856","10,989","21,123","8,232","25,823","1,825","8,671","18,765","6,462","10,370"
2021,4,0,"17,974","1,024",320,379,519,451,286,791,575,407,937,515,711,178,396,884,"2,582",629,"3,000",38,792,"1,517",474,569
2021,4,10,"23,696","1,491",479,663,677,578,300,"1,135",621,554,"1,394",779,"1,059",257,625,"1,231","2,333",761,"2,998",79,"1,616","2,055",631,"1,380"
2021,4,20,"36,112","1,389","1,108","1,099",949,"1,003","1,348","2,935","2,458",808,"1,502","2,007","2,769","1,316",862,"1,234","2,504","1,462","3,360",132,770,"2,804","1,065","1,228"
2021,4,30,"31,960","1,330",704,824,858,903,"1,029","2,290","1,665",716,"1,353","1,477","1,917",743,745,"1,376","3,411","1,015","4,091",109,801,"2,810",936,857
2021,4,40,"39,973","2,253",804,"1,103","1,164","1,089",818,"2,348","1,333",943,"2,102","1,541","1,863",669,"1,034","1,853","3,891","1,289","4,985",160,"2,209","3,473","1,113","1,936"
2021,4,50,"39,707","1,770","1,335","1,497","1,687","1,434",939,"2,257","1,348","1,011","2,088","1,779","2,077",922,"1,502","2,114","2,975","1,502","3,812",314,"1,124","3,267","1,175","1,778"
