년도,월,나이,인천광역시,인천광역시 중구,인천광역시 동구,인천광역시 미추홀구,인천광역시 연수구,인천광역시 남동구,인천광역시 부평구,인천광역시 계양구,인천광역시 서구,인천광역시 강화군,인천광역시 옹진군
2020,6,50,"256,964","10,991","5,433","34,021","31,053","44,774","44,953","30,120","47,298","6,220","2,101"
2020,6,60,"175,164","7,678","4,754","26,078","18,463","30,614","31,163","19,082","28,397","6,857","2,078"
2020,6,70,"79,590","4,259","2,908","14,077","6,933","13,681","14,011","6,863","10,946","4,754","1,158"
2020,6,80,"25,715","1,286",962,"4,482","2,244","4,088","4,561","2,260","3,256","2,175",401
2020,6,90,"2,594",147,108,435,284,403,429,230,315,195,48
2020,6,100,246,27,23,49,13,30,43,15,33,9,4
2020,7,총,"1,475,837","71,985","31,979","204,272","186,133","263,176","248,030","149,306","274,755","34,582","11,619"
2020,7,0,"120,420","6,271","2,116","14,267","18,960","22,456","17,618","9,867","26,637","1,732",496
2020,7,10,"142,314","6,509","2,666","16,602","21,367","25,877","22,962","14,133","29,188","2,387",623
2020,7,20,"210,352","9,753","3,651","30,299","26,337","37,042","36,766","23,430","37,987","3,146","1,941"
2020,7,30,"212,697","11,520","3,835","30,219","27,491","38,351","35,868","20,020","41,377","2,826","1,190"
2020,7,40,"248,480","13,399","5,522","33,662","32,636","45,669","39,565","23,218","48,992","4,263","1,554"
2020,7,50,"256,879","11,057","5,425","33,994","31,154","44,750","44,868","30,017","47,295","6,210","2,109"
2020,7,60,"176,044","7,733","4,744","26,133","18,649","30,721","31,259","19,201","28,644","6,868","2,092"
2020,7,70,"79,969","4,267","2,926","14,105","6,977","13,771","14,070","6,901","11,021","4,765","1,166"
2020,7,80,"25,840","1,301",962,"4,500","2,266","4,106","4,576","2,276","3,268","2,188",397
2020,7,90,"2,596",149,109,443,283,403,434,227,313,188,47
2020,7,100,246,26,23,48,13,30,44,16,33,9,4
2020,8,총,"1,474,620","72,058","31,856","203,663","188,008","262,483","247,094","148,767","274,487","34,585","11,619"
2020,8,0,"119,788","6,223","2,080","14,115","19,201","22,209","17,468","9,715","26,540","1,734",503
2020,8,10,"141,922","6,502","2,653","16,473","21,549","25,809","22,781","14,040","29,124","2,381",610
2020,8,20,"209,904","9,761","3,628","30,270","26,479","36,943","36,571","23,322","37,870","3,125","1,935"
2020,8,30,"211,851","11,530","3,789","29,971","27,840","38,002","35,595","19,869","41,235","2,830","1,190"
2020,8,40,"248,154","13,379","5,501","33,594","32,992","45,501","39,398","23,132","48,872","4,235","1,550"
2020,8,50,"256,654","11,096","5,407","33,902","31,382","44,672","44,665","29,927","47,301","6,207","2,095"
2020,8,60,"177,354","7,793","4,768","26,208","18,962","30,972","31,470","19,316","28,847","6,905","2,113"
2020,8,70,"80,115","4,292","2,934","14,107","7,015","13,817","14,079","6,899","11,044","4,762","1,166"
2020,8,80,"26,034","1,306",965,"4,528","2,292","4,131","4,593","2,299","3,308","2,206",406
2020,8,90,"2,600",151,108,449,283,396,431,232,313,190,47
2020,8,100,244,25,23,46,13,31,43,16,33,10,4
2020,9,총,"1,474,105","72,174","31,767","203,233","189,440","262,068","246,296","148,443","274,441","34,613","11,630"
2020,9,0,"119,162","6,210","2,067","14,041","19,324","22,040","17,282","9,602","26,335","1,762",499
2020,9,10,"141,587","6,504","2,632","16,370","21,635","25,737","22,652","13,969","29,112","2,374",602
2020,9,20,"209,648","9,765","3,608","30,223","26,689","36,795","36,385","23,273","37,852","3,095","1,963"
2020,9,30,"211,222","11,524","3,755","29,853","28,052","37,798","35,377","19,769","41,099","2,807","1,188"
2020,9,40,"247,944","13,410","5,462","33,466","33,266","45,419","39,270","23,057","48,827","4,225","1,542"
2020,9,50,"256,495","11,117","5,407","33,813","31,550","44,670","44,532","29,766","47,362","6,190","2,088"
2020,9,60,"178,704","7,830","4,785","26,337","19,256","31,180","31,609","19,528","29,083","6,974","2,122"
2020,9,70,"80,288","4,318","2,943","14,072","7,065","13,838","14,092","6,925","11,093","4,777","1,165"
2020,9,80,"26,167","1,318",977,"4,557","2,300","4,163","4,622","2,295","3,323","2,203",409
2020,9,90,"2,640",153,108,456,288,398,431,242,320,196,48
2020,9,100,248,25,23,45,15,30,44,17,35,10,4
2020,10,총,"1,473,834","72,267","31,701","202,816","190,662","261,785","245,756","148,288","274,290","34,603","11,666"
2020,10,0,"118,446","6,192","2,049","13,882","19,361","21,869","17,151","9,533","26,148","1,759",502
2020,10,10,"141,458","6,514","2,638","16,288","21,821","25,677","22,591","13,879","29,065","2,382",603
2020,10,20,"209,569","9,751","3,612","30,135","26,945","36,736","36,270","23,234","37,837","3,067","1,982"
2020,10,30,"210,479","11,519","3,701","29,757","28,170","37,605","35,112","19,738","40,898","2,795","1,184"
2020,10,40,"247,655","13,394","5,444","33,411","33,438","45,334","39,156","22,960","48,749","4,229","1,540"
2020,10,50,"256,576","11,170","5,397","33,743","31,714","44,676","44,405","29,726","47,475","6,186","2,084"
2020,10,60,"179,874","7,897","4,793","26,410","19,473","31,368","31,827","19,704","29,259","7,014","2,129"
2020,10,70,"80,533","4,327","2,954","14,088","7,110","13,893","14,125","6,947","11,161","4,753","1,175"
2020,10,80,"26,344","1,327",980,"4,600","2,320","4,191","4,651","2,308","3,340","2,213",414
2020,10,90,"2,650",150,110,457,294,405,424,242,323,196,49
2020,10,100,250,26,23,45,16,31,44,17,35,9,4
2020,11,총,"1,473,795","72,385","31,690","202,669","191,853","261,423","245,186","148,225","274,090","34,607","11,667"
2020,11,0,"117,812","6,161","2,023","13,807","19,460","21,703","16,978","9,459","25,979","1,752",490
2020,11,10,"141,315","6,543","2,631","16,253","21,930","25,613","22,510","13,803","29,046","2,382",604
2020,11,20,"209,376","9,726","3,619","30,116","27,036","36,641","36,209","23,235","37,748","3,058","1,988"
2020,11,30,"210,123","11,554","3,671","29,681","28,434","37,448","34,874","19,734","40,750","2,805","1,172"
2020,11,40,"247,531","13,405","5,446","33,410","33,660","45,244","39,068","22,860","48,702","4,203","1,533"
2020,11,50,"256,431","11,210","5,414","33,688","31,817","44,634","44,304","29,664","47,458","6,163","2,079"
2020,11,60,"181,049","7,944","4,802","26,488","19,707","31,557","31,947","19,901","29,486","7,067","2,150"
2020,11,70,"80,775","4,332","2,965","14,113","7,156","13,934","14,153","6,974","11,206","4,759","1,183"
2020,11,80,"26,471","1,334",986,"4,607","2,338","4,213","4,679","2,334","3,355","2,210",415
2020,11,90,"2,656",150,110,459,298,404,419,243,325,199,49
2020,11,100,256,26,23,47,17,32,45,18,35,9,4
2020,12,총,"1,473,943","72,485","31,575","203,638","192,570","260,923","244,713","147,976","273,778","34,644","11,641"
2020,12,0,"117,356","6,128","1,964","13,912","19,554","21,501","16,846","9,385","25,830","1,754",482
2020,12,10,"141,025","6,562","2,608","16,284","21,943","25,520","22,391","13,733","29,021","2,370",593
2020,12,20,"209,363","9,704","3,616","30,262","27,124","36,637","36,146","23,157","37,666","3,060","1,991"
2020,12,30,"210,025","11,572","3,655","29,925","28,546","37,262","34,803","19,725","40,572","2,798","1,167"
2020,12,40,"247,402","13,444","5,394","33,593","33,779","45,108","38,950","22,761","48,637","4,221","1,515"
2020,12,50,"256,037","11,261","5,415","33,718","31,829","44,486","44,153","29,541","47,408","6,154","2,072"
2020,12,60,"182,261","7,955","4,823","26,658","19,913","31,751","32,108","20,087","29,678","7,114","2,174"
2020,12,70,"80,868","4,333","2,964","14,151","7,210","13,951","14,136","6,988","11,225","4,737","1,173"
2020,12,80,"26,682","1,348","1,003","4,625","2,356","4,266","4,716","2,338","3,379","2,231",420
2020,12,90,"2,665",152,110,463,299,408,419,243,325,196,50
2020,12,100,259,26,23,47,17,33,45,18,37,9,4
2021,1,총,"1,473,639","72,524","31,549","203,854","193,006","260,654","244,412","147,690","273,693","34,664","11,593"
2021,1,0,"116,621","6,111","1,926","13,864","19,586","21,268","16,703","9,304","25,614","1,763",482
2021,1,10,"140,769","6,588","2,597","16,306","21,961","25,475","22,258","13,645","28,987","2,364",588
2021,1,20,"208,707","9,683","3,603","30,097","27,069","36,571","36,027","23,070","37,585","3,040","1,962"
2021,1,30,"209,491","11,518","3,653","30,009","28,539","37,103","34,690","19,629","40,386","2,795","1,169"
2021,1,40,"247,140","13,427","5,370","33,630","33,880","45,018","38,818","22,693","48,592","4,225","1,487"
2021,1,50,"255,910","11,281","5,426","33,723","31,860","44,420","44,082","29,454","47,470","6,119","2,075"
2021,1,60,"183,897","8,010","4,864","26,828","20,173","32,016","32,391","20,276","29,996","7,162","2,181"
2021,1,70,"81,220","4,351","2,961","14,198","7,246","14,044","14,214","6,990","11,307","4,734","1,175"
2021,1,80,"26,951","1,375","1,016","4,685","2,373","4,301","4,767","2,365","3,393","2,253",423
2021,1,90,"2,672",153,110,467,302,406,415,246,327,199,47
2021,1,100,261,27,23,47,17,32,47,18,36,10,4
2021,2,총,"1,473,245","72,561","31,515","204,002","193,548","260,227","243,934","147,871","273,369","34,655","11,563"
2021,2,0,"116,109","6,079","1,914","13,862","19,670","21,081","16,530","9,306","25,443","1,749",475
2021,2,10,"140,481","6,591","2,599","16,292","21,996","25,366","22,182","13,565","28,936","2,374",580
2021,2,20,"207,750","9,577","3,573","30,024","26,980","36,442","35,812","22,991","37,410","2,991","1,950"
2021,2,30,"208,746","11,514","3,626","29,983","28,527","36,877","34,516","19,647","40,125","2,780","1,151"
2021,2,40,"247,319","13,444","5,373","33,649","34,052","44,991","38,716","22,772","48,618","4,223","1,481"
2021,2,50,"255,768","11,351","5,412","33,722","31,917","44,329","43,998","29,432","47,435","6,108","2,064"
2021,2,60,"185,546","8,082","4,895","27,002","20,419","32,279","32,657","20,497","30,289","7,219","2,207"
2021,2,70,"81,372","4,350","2,961","14,217","7,277","14,081","14,244","7,009","11,337","4,715","1,181"
2021,2,80,"27,185","1,388","1,029","4,731","2,392","4,342","4,804","2,384","3,411","2,283",421
2021,2,90,"2,702",158,110,472,301,404,429,250,328,201,49
2021,2,100,267,27,23,48,17,35,46,18,37,12,4
2021,3,총,"1,470,750","72,400","31,200","203,664","194,069","259,545","242,817","147,987","273,008","34,519","11,541"
2021,3,0,"115,534","6,069","1,897","13,830","19,665","20,896","16,391","9,294","25,274","1,749",469
2021,3,10,"140,296","6,592","2,586","16,273","22,145","25,305","22,083","13,539","28,863","2,335",575
2021,3,20,"207,288","9,563","3,556","29,993","27,151","36,286","35,562","22,954","37,350","2,966","1,907"
2021,3,30,"208,208","11,509","3,595","29,892","28,536","36,711","34,369","19,700","39,988","2,763","1,145"
2021,3,40,"246,409","13,394","5,307","33,575","34,018","44,800","38,473","22,713","48,482","4,171","1,476"
2021,3,50,"254,889","11,349","5,350","33,624","31,915","44,178","43,658","29,363","47,326","6,054","2,072"
2021,3,60,"186,974","8,090","4,881","27,089","20,648","32,515","32,857","20,766","30,604","7,284","2,240"
2021,3,70,"81,174","4,288","2,918","14,177","7,274","14,096","14,179","7,000","11,341","4,718","1,183"
2021,3,80,"27,220","1,394","1,006","4,732","2,416","4,350","4,797","2,405","3,426","2,275",419
2021,3,90,"2,632",145,96,454,290,395,426,246,330,199,51
2021,3,100,126,7,8,25,11,13,22,7,24,5,4
2021,4,총,"1,470,490","72,529","31,159","203,495","194,282","259,335","242,605","147,993","273,007","34,557","11,528"
2021,4,0,"114,935","6,033","1,883","13,701","19,647","20,765","16,283","9,269","25,144","1,743",467
2021,4,10,"140,034","6,595","2,584","16,277","22,150","25,249","21,998","13,480","28,798","2,327",576
2021,4,20,"206,995","9,580","3,541","30,006","27,107","36,192","35,512","22,905","37,298","2,955","1,899"
2021,4,30,"207,964","11,539","3,575","29,749","28,540","36,632","34,324","19,748","39,950","2,769","1,138"
2021,4,40,"246,217","13,413","5,298","33,517","34,026","44,762","38,411","22,651","48,508","4,168","1,463"
2021,4,50,"254,583","11,359","5,337","33,607","31,944","44,095","43,517","29,327","47,297","6,040","2,060"
2021,4,60,"188,402","8,168","4,916","27,238","20,834","32,757","33,104","20,939","30,846","7,339","2,261"
2021,4,70,"81,182","4,289","2,911","14,129","7,287","14,089","14,173","7,025","11,366","4,720","1,193"
2021,4,80,"27,416","1,402","1,010","4,792","2,441","4,389","4,831","2,401","3,445","2,288",417
2021,4,90,"2,638",144,96,454,296,392,431,241,332,202,50
2021,4,100,124,7,8,25,10,13,21,7,23,6,4
2021,5,총,"1,470,528","72,745","31,066","203,564","194,351","259,035","242,647","147,864","273,106","34,626","11,524"
2021,5,0,"114,400","6,045","1,858","13,657","19,574","20,610","16,232","9,204","25,019","1,737",464
2021,5,10,"139,854","6,604","2,575","16,269","22,137","25,196","21,920","13,419","28,817","2,336",581
2021,5,20,"206,594","9,578","3,522","29,945","27,074","36,133","35,438","22,843","37,242","2,936","1,883"
2021,5,30,"207,679","11,563","3,568","29,752","28,476","36,449","34,340","19,728","39,891","2,783","1,129"
2021,5,40,"245,819","13,431","5,254","33,428","34,017","44,656","38,363","22,576","48,447","4,169","1,478"
2021,5,50,"254,664","11,424","5,327","33,679","31,956","44,057","43,547","29,243","47,332","6,045","2,054"
2021,5,60,"189,846","8,247","4,937","27,371","21,054","33,001","33,303","21,131","31,120","7,405","2,277"
2021,5,70,"81,296","4,293","2,889","14,160","7,313","14,112","14,190","7,052","11,385","4,717","1,185"
2021,5,80,"27,624","1,413","1,031","4,825","2,452","4,422","4,862","2,417","3,492","2,292",418
2021,5,90,"2,625",140,96,453,288,385,430,244,338,200,51
2021,5,100,127,7,9,25,10,14,22,7,23,6,4
2021,6,총,"1,470,544","72,886","31,040","203,742","194,215","258,876","242,460","147,719","273,411","34,644","11,551"
2021,6,0,"113,942","6,029","1,852","13,623","19,510","20,465","16,177","9,165","24,916","1,740",465
2021,6,10,"139,687","6,613","2,567","16,263","22,108","25,203","21,853","13,363","28,810","2,323",584
2021,6,20,"206,203","9,582","3,512","29,887","26,988","36,071","35,359","22,740","37,237","2,938","1,889"
2021,6,30,"207,430","11,603","3,560","29,776","28,358","36,362","34,320","19,707","39,840","2,792","1,112"
2021,6,40,"245,973","13,441","5,234","33,518","34,025","44,617","38,325","22,578","48,584","4,156","1,495"
2021,6,50,"254,123","11,412","5,308","33,651","31,926","43,904","43,371","29,130","47,332","6,032","2,057"
2021,6,60,"191,282","8,338","4,984","27,543","21,232","33,267","33,517","21,285","31,395","7,432","2,289"
2021,6,70,"81,391","4,303","2,893","14,149","7,311","14,134","14,196","7,067","11,428","4,723","1,187"
2021,6,80,"27,762","1,415","1,029","4,854","2,461","4,458","4,889","2,428","3,510","2,302",416
2021,6,90,"2,624",143,92,451,286,382,431,249,335,201,54
2021,6,100,127,7,9,27,10,13,22,7,24,5,3
2021,7,총,"1,470,985","73,107","31,461","203,720","194,088","258,582","242,133","147,557","274,060","34,681","11,596"
2021,7,0,"113,520","6,010","1,880","13,590","19,440","20,312","16,058","9,076","24,961","1,733",460
2021,7,10,"139,613","6,646","2,570","16,244","22,098","25,186","21,834","13,299","28,842","2,318",576
2021,7,20,"205,607","9,604","3,572","29,884","26,788","35,934","35,225","22,613","37,138","2,948","1,901"
2021,7,30,"207,425","11,659","3,700","29,677","28,304","36,197","34,304","19,705","39,972","2,779","1,128"
2021,7,40,"245,977","13,499","5,292","33,479","34,030","44,567","38,216","22,528","48,710","4,171","1,485"
2021,7,50,"254,119","11,426","5,362","33,694","31,960","43,870","43,234","29,073","47,416","6,020","2,064"
2021,7,60,"192,484","8,375","5,036","27,641","21,377","33,480","33,683","21,471","31,634","7,473","2,314"
2021,7,70,"81,532","4,319","2,908","14,141","7,318","14,147","14,229","7,083","11,479","4,723","1,185"
2021,7,80,"27,948","1,416","1,036","4,889","2,483","4,499","4,897","2,448","3,547","2,307",426
2021,7,90,"2,632",145,96,453,280,377,431,254,338,204,54
2021,7,100,128,8,9,28,10,13,22,7,23,5,3
2021,8,총,"1,471,347","73,472","31,517","204,357","193,801","258,080","241,608","147,178","275,064","34,679","11,591"
2021,8,0,"112,982","6,007","1,881","13,567","19,293","20,148","15,923","8,956","25,023","1,724",460
2021,8,10,"139,625","6,659","2,575","16,255","22,150","25,133","21,795","13,249","28,920","2,314",575
2021,8,20,"204,944","9,677","3,576","29,916","26,597","35,782","34,992","22,475","37,078","2,949","1,902"
2021,8,30,"207,373","11,736","3,714","29,895","28,135","35,953","34,218","19,648","40,186","2,757","1,131"
2021,8,40,"245,805","13,547","5,307","33,531","33,998","44,408","38,102","22,391","48,903","4,151","1,467"
2021,8,50,"254,234","11,504","5,359","33,788","31,970","43,888","43,127","29,033","47,489","6,020","2,056"
2021,8,60,"193,757","8,444","5,060","27,823","21,543","33,685","33,816","21,590","31,961","7,507","2,328"
2021,8,70,"81,710","4,326","2,900","14,178","7,311","14,173","14,255","7,095","11,558","4,730","1,184"
2021,8,80,"28,133","1,420","1,038","4,919","2,515","4,518","4,921","2,475","3,584","2,312",431
2021,8,90,"2,657",144,98,455,279,380,438,259,339,211,54
2021,8,100,127,8,9,30,10,12,21,7,23,4,3
2021,9,총,"1,472,963","73,787","31,417","204,758","193,641","257,803","241,313","146,737","277,255","34,660","11,592"
2021,9,0,"112,637","6,012","1,872","13,461","19,195","20,004","15,815","8,846","25,266","1,714",452
2021,9,10,"139,560","6,685","2,563","16,302","22,113","25,063","21,734","13,157","29,053","2,310",580
2021,9,20,"204,811","9,695","3,549","30,000","26,579","35,745","34,878","22,367","37,160","2,942","1,896"
2021,9,30,"207,628","11,783","3,693","29,970","28,000","35,842","34,122","19,590","40,774","2,721","1,133"
2021,9,40,"246,002","13,600","5,274","33,561","33,919","44,370","38,086","22,275","49,312","4,148","1,457"
2021,9,50,"254,465","11,590","5,356","33,867","32,022","43,836","43,040","28,932","47,754","6,009","2,059"
2021,9,60,"194,855","8,524","5,072","27,953","21,687","33,800","33,925","21,700","32,319","7,536","2,339"
2021,9,70,"81,792","4,313","2,899","14,184","7,299","14,191","14,276","7,101","11,612","4,732","1,185"
2021,9,80,"28,388","1,430","1,029","4,967","2,538","4,555","4,959","2,504","3,640","2,332",434
2021,9,90,"2,697",147,101,462,279,386,457,257,342,212,54
2021,9,100,128,8,9,31,10,11,21,8,23,4,3
2021,10,총,"1,474,536","74,127","31,266","204,898","193,568","257,616","240,990","146,853","278,877","34,698","11,643"
2021,10,0,"112,362","6,026","1,854","13,401","19,094","19,895","15,696","8,826","25,426","1,692",452
2021,10,10,"139,509","6,695","2,553","16,314","22,128","24,937","21,670","13,121","29,164","2,321",606
2021,10,20,"204,435","9,713","3,485","29,961","26,511","35,679","34,721","22,280","37,250","2,940","1,895"
2021,10,30,"207,990","11,859","3,695","29,986","27,913","35,792","34,165","19,666","41,068","2,709","1,137"
2021,10,40,"246,041","13,664","5,255","33,560","33,889","44,254","37,915","22,262","49,643","4,132","1,467"
2021,10,50,"254,827","11,663","5,329","33,933","32,041","43,901","43,020","28,887","47,986","6,020","2,047"
2021,10,60,"196,006","8,582","5,066","28,075","21,836","33,969","34,044","21,881","32,603","7,581","2,369"
2021,10,70,"81,965","4,323","2,881","14,157","7,331","14,211","14,306","7,142","11,702","4,740","1,172"
2021,10,80,"28,577","1,446","1,037","5,021","2,536","4,582","4,980","2,525","3,666","2,344",440
2021,10,90,"2,706",147,104,463,281,385,454,256,346,215,55
2021,10,100,118,9,7,27,8,11,19,7,23,4,3
2021,11,총,"1,475,245","74,366","31,120","205,009","193,434","257,523","240,572","147,171","279,621","34,782","11,647"
2021,11,0,"111,933","6,035","1,838","13,358","18,994","19,764","15,577","8,818","25,418","1,686",445
2021,11,10,"139,487","6,719","2,533","16,303","22,123","24,936","21,623","13,061","29,262","2,323",604
2021,11,20,"204,050","9,717","3,461","29,953","26,392","35,603","34,537","22,312","37,243","2,941","1,891"
2021,11,30,"208,043","11,896","3,661","29,969","27,810","35,723","34,148","19,847","41,120","2,712","1,157"
2021,11,40,"246,215","13,698","5,223","33,608","33,867","44,226","37,860","22,265","49,877","4,121","1,470"
2021,11,50,"255,055","11,727","5,322","33,991","32,131","43,913","42,957","28,853","48,086","6,048","2,027"
2021,11,60,"196,854","8,642","5,064","28,117","21,911","34,114","34,110","22,056","32,805","7,651","2,384"
2021,11,70,"82,068","4,317","2,869","14,182","7,351","14,238","14,299","7,162","11,753","4,728","1,169"
2021,11,80,"28,725","1,459","1,039","5,052","2,560","4,598","4,996","2,538","3,691","2,354",438
2021,11,90,"2,718",147,106,455,286,398,453,253,347,214,59
2021,11,100,97,9,4,21,9,10,12,6,19,4,3
2021,12,총,"1,476,373","74,679","30,998","205,283","193,417","257,468","240,348","147,316","280,398","34,868","11,598"
2021,12,0,"111,554","6,036","1,815","13,331","18,925","19,613","15,515","8,785","25,406","1,680",448
2021,12,10,"139,390","6,750","2,538","16,291","22,084","24,923","21,521","13,029","29,309","2,342",603
2021,12,20,"203,834","9,750","3,459","29,929","26,341","35,526","34,420","22,286","37,300","2,948","1,875"
2021,12,30,"208,279","11,967","3,619","30,089","27,787","35,645","34,130","19,935","41,250","2,699","1,158"
2021,12,40,"246,522","13,752","5,214","33,688","33,867","44,284","37,815","22,298","50,035","4,132","1,437"
2021,12,50,"255,130","11,757","5,308","34,022","32,151","43,945","42,854","28,800","48,218","6,057","2,018"
2021,12,60,"197,657","8,713","5,030","28,194","22,017","34,212","34,261","22,170","32,976","7,693","2,391"
2021,12,70,"82,211","4,315","2,869","14,161","7,356","14,265","14,337","7,198","11,814","4,733","1,163"
2021,12,80,"28,963","1,477","1,035","5,106","2,597","4,647","5,025","2,547","3,725","2,362",442
2021,12,90,"2,749",154,108,458,283,399,458,262,349,218,60
2021,12,100,84,8,3,14,9,9,12,6,16,4,3
